類別,電腦編號,村里別,地址,地下層數位址,可容納人數
公寓,EPA00802,興仁里,中壢區21鄰興仁路二段67巷99弄1號,1,453.0
其它,EPA00803,興仁里,中壢區21鄰興仁路二段67巷79弄7號,1,260.0
其它,EPA00804,興仁里,中壢區26鄰榮光街37號,1,41.0
其它,EPA00805,中原里,中壢區14鄰福德路109號,1,20.0
其它,EPA00806,中原里,中壢區14鄰福德路103號,1,84.0
公寓,EPA00808,成功里,中壢區仁和路42巷1號,1,478.0
大樓,EPA00809,內壢里,中壢區13鄰成功路156巷35弄4號,1,2417.0
其它,EPA00810,中原里,中壢區15鄰忠勤街79號,1,148.0
其它,EPA00811,內壢里,中壢區14鄰成功路94巷16號,1,26.0
其它,EPA00812,忠孝里,中壢區1鄰成章一街188號,1,257.0
其它,EPA00813,興仁里,中壢區26鄰榮光街11號,1,270.0
其它,EPA00814,中原里,中壢區8鄰文化路13巷8弄1號,1,44.0
公寓,EPA00816,中原里,中壢區15鄰忠勤街53號,1,758.0
其它,EPA00817,中原里,中壢區13鄰興農路154號,1,48.0
其它,EPA00818,中原里,中壢區19鄰信義路45號,1,52.0
公寓,EPA00822,仁福里,中壢區24鄰同慶路72號(4666296),1,533.0
大樓,EPA00824,仁福里,中壢區4鄰仁美二街88巷1號(4663278),1,9033.0
其它,EPA00830,仁美里,中壢區仁慈街4號,1,42.0
其它,EPA00831,仁美里,中壢區3鄰仁慈街16號(0939886636),1,42.0
其它,EPA00836,仁美里,中壢區3鄰仁慈街26號(4362396),1、2,42.0
大樓,EPA00838,仁美里,中壢區33鄰仁慈街122號(4371354),1,1600.0
其它,EPA00840,仁美里,中壢區3鄰中山東路三段133號,1,44.0
其它,EPA00841,仁美里,中壢區3鄰中山東路三段135號(4662066),1,33.0
大樓,EPA00843,仁愛里,中壢區8鄰功學社新村204號之1(4651180),1,1137.0
教育機構,EPA00845,華愛里,中壢區22鄰榮民南路205號,1,5392.0
大樓,EPA00846,仁祥里,中壢區1鄰晉元路289巷65號,1,3869.0
其它,EPA00847,仁愛里,中壢區16鄰榮民南路196號,1,357.0
其它,EPA00854,忠義里,中壢區5鄰南園路2號之5,1,13.0
其它,EPA00856,忠義里,中壢區4鄰中園路87及89號,1,224.0
其它,EPA00857,忠義里,中壢區5鄰中華路二段152號,1,18.0
其它,EPA00858,忠義里,中壢區5鄰中華路二段188號,1,237.0
其它,EPA00860,忠義里,中壢區5鄰中華路二段189巷185號,1,50.0
其它,EPA00861,忠義里,中壢區6鄰中華路二段239號,1,257.0
其它,EPA00864,忠義里,中壢區5鄰南園路2號之3,1,197.0
其它,EPA00869,忠義里,中壢區4鄰中華路一段793號,1,154.0
其它,EPA00871,忠義里,中壢區4鄰中華路一段867號,1,65.0
大樓,EPA00873,復興里,中壢區2鄰中華路一段550號,1,1804.0
大樓,EPA00874,復興里,中壢區2鄰中華路一段644巷36弄5號,1,1384.0
其它,EPA00877,復興里,中壢區25鄰自強四路9號,1,365.0
大樓,EPA00879,復興里,中壢區20鄰復華街319號,1,1364.0
其它,EPA00881,復興里,中壢區20鄰自強四路11號,1,333.0
大樓,EPA00882,復興里,中壢區20鄰復華街107巷17號,1,1100.0
其它,EPA00886,復興里,中壢區14鄰復華街107巷20弄8號,1,205.0
其它,EPA00889,內定里,中壢區16鄰長樂街13號之7,1,284.0
其它,EPA00890,復興里,中壢區25鄰自強五路2號,1,106.0
大樓,EPA00894,復興里,中壢區25鄰自強一路5號,1,1066.0
其它,EPA00899,文化里,中壢區20鄰吉林路20號,1,40.0
其它,EPA00904,文化里,中壢區20鄰吉林路22號,1,266.0
其它,EPA00917,文化里,中壢區13鄰北園路22號之1,1,53.0
其它,EPA00922,文化里,中壢區10鄰北園路24號,1,266.0
大樓,EPA00924,內定里,中壢區1鄰北園二路6號,1,1066.0
其它,EPA00925,內定里,中壢區1鄰合江路16號,1,266.0
公寓,EPA00928,內定里,中壢區1鄰高邊路1號,1,530.0
公寓,EPA00929,內定里,中壢區1鄰合定路26號之1,1,413.0
其它,EPA00930,內定里,中壢區1鄰合定路29號,1,61.0
其它,EPA00932,內定里,中壢區1鄰定康路15號,1,214.0
其它,EPA00936,內定里,中壢區1鄰松江北路29號,1,145.0
其它,EPA00937,內定里,中壢區1鄰合定路4號,1,246.0
教育機構,EPA00938,內定里,中壢區1鄰定寧路31號,1,1201.0
其它,EPA00943,月眉里,中壢區月眉130號,1,78.0
其它,EPA00948,新興里,中壢區5鄰林森路75號,1,128.0
大樓,EPA00949,中央里,中壢區11鄰長江路73號,1,1785.0
大樓,EPA00951,新興里,中壢區6鄰林森路11號,1,1058.0
公寓,EPA00953,新興里,中壢區百韜路21號,1,934.0
其它,EPA00954,新興里,中壢區星文二路29號,1,398.0
公寓,EPA00955,中榮里,中壢區14鄰中正路145號,1、2,630.0
公寓,EPA00956,中建里,中壢區13鄰中山路63號,1,665.0
公寓,EPA00957,東興里,中壢區6鄰東明街18號,1,522.0
其它,EPA00958,石頭里,中壢區14鄰興建街15號,1,205.0
其它,EPA00959,東興里,中壢區8鄰新興路248號,1、2,100.0
公寓,EPA00960,新街里,中壢區1鄰延平路228號,1、2,540.0
其它,EPA00962,中建里,中壢區3鄰中央西路一段1號,1、2,360.0
大樓,EPA00963,中建里,中壢區3鄰延平路500號,1,1196.0
其它,EPA00964,中建里,中壢區4鄰中山路206號,1,134.0
其它,EPA00967,中建里,中壢區4鄰中山路212號,1,185.0
其它,EPA00968,中建里,中壢區4鄰中山路214號,1,189.0
其它,EPA00970,中建里,中壢區4鄰中山路218號,1,188.0
其它,EPA00971,中建里,中壢區4鄰中山路220號,1,189.0
其它,EPA00976,中央里,中壢區21鄰元化路215巷49號,1,70.0
其它,EPA00980,新街里,中壢區5鄰延平路353巷45號,1,48.0
其它,EPA00982,新街里,中壢區6鄰延平路205號,1,28.0
其它,EPA00986,新街里,中壢區5鄰延平路285號,1,50.0
大樓,EPA00988,新街里,中壢區1鄰延平路216號,1,1408.0
其它,EPA00989,新街里,中壢區1鄰延平路202號,1,52.0
公寓,EPA00991,新街里,中壢區11鄰元化路271巷26弄15號,1、2,681.0
大樓,EPA00996,新街里,中壢區12鄰慈惠三街126巷1號,1、2,1924.0
大樓,EPA00997,新街里,中壢區12鄰慈惠三街158巷4號,1、2,9073.0
大樓,EPA00998,新街里,中壢區8鄰元化路275號,1、2,1864.0
大樓,EPA00999,新街里,中壢區5鄰延平路261號,1,2404.0
公寓,EPA01001,中榮里,中壢區16鄰中正路145號,1,580.0
其它,EPA01002,中榮里,中壢區17鄰延平路600巷30號,1,89.0
其它,EPA01006,石頭里,中壢區13鄰興建街8號,1,257.0
其它,EPA01013,石頭里,中壢區3鄰中正路92號,1、2,161.0
大樓,EPA01016,石頭里,中壢區11鄰延平路645號,1,2445.0
公寓,EPA01020,新興里,中壢區百韜一路21號,1,604.0
其它,EPA01024,新興里,中壢區百韜一路43號,1,53.0
其它,EPA01026,新興里,中壢區20鄰百韜二路47號,1,313.0
其它,EPA01028,新興里,中壢區星文一路6號之1,1,37.0
公寓,EPA01030,新興里,中壢區27鄰執信二路32號,1,584.0
其它,EPA01031,新興里,中壢區黃興路70號,1,52.0
其它,EPA01034,新興里,中壢區2鄰龍岡路二段82號,1,21.0
其它,EPA01036,新興里,中壢區32鄰環中東路二段786號,1,33.0
大樓,EPA01039,新興里,中壢區19鄰自忠路21號,1,1934.0
其它,EPA01041,中建里,中壢區9鄰中平路206號,1、2,118.0
大樓,EPA01051,新興里,中壢區5鄰林森路11號,1,1418.0
其它,EPA01053,新興里,中壢區4鄰鄒容二街5號,1、2,92.0
大樓,EPA01059,新街里,中壢區1鄰元化路165巷52號,1、2,1336.0
大樓,EPA01061,新街里,中壢區1鄰元化路165巷50號,1、2,2164.0
其它,EPA01066,永興里,中壢區5鄰中央西路一段65號,1、2,160.0
大樓,EPA01069,永興里,中壢區6鄰中央西路一段120號,1,4000.0
其它,EPA01072,永興里,中壢區9鄰新生路59號,1,133.0
公寓,EPA01079,永興里,中壢區永嘉路31巷12號,1、2,600.0
大樓,EPA01090,興南里,中壢區17鄰慈惠二街45號,1、2,1193.0
大樓,EPA01091,興南里,中壢區13鄰延平路356號,1,3324.0
公寓,EPA01093,興南里,中壢區1鄰大同路31號,1、2,670.0
大樓,EPA01094,興南里,中壢區11鄰中美路一段12號,1,2865.0
其它,EPA01100,興南里,中壢區1鄰大同路6號,1,21.0
其它,EPA01101,興南里,中壢區1鄰大同路66號,1,54.0
其它,EPA01103,石頭里,中壢區5鄰中平路24號,1,34.0
其它,EPA01107,石頭里,中壢區3鄰中平路80號,1,264.0
其它,EPA01109,石頭里,中壢區3鄰中平路52號,1,185.0
其它,EPA01110,石頭里,中壢區3鄰中平路88巷1號之1,1、2,153.0
公家機構,EPA01122,水尾里,中壢區18鄰環北路380號,1,1442.0
其它,EPA01128,永福里,中壢區5鄰南園二路1號,1,82.0
其它,EPA01133,永福里,中壢區16鄰東園二路15號,1,158.0
大樓,EPA01138,永福里,中壢區14鄰東園路16號,1,1344.0
其它,EPA01139,永福里,中壢區16鄰吉林路9號,1,236.0
大樓,EPA01141,永福里,中壢區18鄰南園路6號,1,1596.0
教育機構,EPA01142,永福里,中壢區9鄰中園路447號,1,600.0
公寓,EPA01148,幸福里,中壢區31鄰延平路90巷229號,1,726.0
大樓,EPA01149,幸福里,中壢區30鄰福壽九街7號,1,5846.0
公寓,EPA01150,幸福里,中壢區30鄰福壽九街7號,1,998.0
大樓,EPA01152,幸福里,中壢區11鄰福州一街252號,1,2189.0
公寓,EPA01154,永福里,中壢區7鄰東園路13號,1、2,756.0
大樓,EPA01155,水尾里,中壢區18鄰新生路266號,1、2,8809.0
大樓,EPA01156,新興里,中壢區20鄰林森路執信一街163號,1,5980.0
其它,EPA01157,中央里,中壢區5鄰復興路35號,1,264.0
大樓,EPA01159,莊敬里,中壢區16鄰莊敬路126號,1,6372.0
公寓,EPA01160,新興里,中壢區20鄰百韜二路20號,1,785.0
其它,EPA01161,福德里,中壢區7鄰成功路79巷40及42號,1、2,266.0
大樓,EPA01162,莊敬里,中壢區1鄰莊敬路102號,1、2,1749.0
大樓,EPA01163,中正里,中壢區22鄰榮安一街234號,1,2400.0
大樓,EPA01164,中堅里,中壢區18鄰中山東路四段39巷20號(2830951),1,2314.0
大樓,EPA01165,山東里,中壢區4鄰中正路四段558巷8號地下第一層,1、2,3689.0
大樓,EPA01167,明德里,中壢區廣州路60號,1,1561.0
大樓,EPA01168,內定里,中壢區1鄰新北園路20號地下,1,1246.0
大樓,EPA01170,光明里,中壢區王子五街16號地下第一層,1,9493.0
教育機構,EPA01171,至善里,中壢區中山東路3段414號,1,762.0
其它,EPA01172,山東里,中壢區14鄰山下172號之74,1,254.0
大樓,EPA01173,忠義里,中壢區5鄰自強三路3號,1,2348.0
教育機構,EPA01174,東興里,中壢區3鄰龍岡路二段29號,1、2,1956.0
公寓,EPA01175,中央里,中壢區10鄰復興路8號,1、2,806.0
大樓,EPA01176,仁和里,中壢區10鄰仁德四街100號(4388103),1,6438.0
大樓,EPA01178,永福里,中壢區6鄰中園路188號,1,12898.0
大樓,EPA01179,永福里,中壢區12鄰西園路113號,1、2,1262.0
公寓,EPA01182,信義里,中壢區2鄰廣州路139號,1,578.0
其它,EPA01183,信義里,中壢區2鄰廣州路210號,1、2,246.0
大樓,EPA01184,明德里,中壢區11鄰環中東路二段294號,1、2,4888.0
大樓,EPA01186,仁福里,中壢區24鄰仁福四街31號(4383965),1,4133.0
大樓,EPA01187,仁福里,中壢區20鄰榮民南路817巷1弄1號(4162325),1、2,5650.0
大樓,EPA01188,文化里,中壢區24鄰長春路261巷2之1號,1,4825.0
大樓,EPA01189,舊明里,中壢區22鄰中正路389號,1,2525.0
其它,EPA01190,五福里,中壢區4鄰民族路204號,1,361.0
公寓,EPA01192,中央里,中壢區8鄰中山路118號,1、2,892.0
大樓,EPA01194,中堅里,中壢區5鄰同慶路348號,1、2,4501.0
其它,EPA01196,信義里,中壢區1鄰成都路10號,1、2,344.0
大樓,EPA01197,自治里,中壢區22鄰環中東路24號,1,2032.0
公寓,EPA01198,自立里,中壢區16鄰莊敬路865號,1,678.0
大樓,EPA01199,興仁里,中壢區16鄰遠東路210號,1、2,1196.0
大樓,EPA01201,五權里,中壢區21鄰環西路121號,1、2,1069.0
大樓,EPA01202,內定里,中壢區1鄰定安路1號,1,3256.0
大樓,EPA01203,龍昌里,中壢區10鄰龍川二街103號,1、2,1941.0
大樓,EPA01204,光明里,中壢區5鄰光輝三街29巷1號,1、2,2002.0
大樓,EPA01205,後寮里,中壢區18鄰後興路一段90巷88號之1,1、2,7837.0
大樓,EPA01206,幸福里,中壢區26鄰福星三街35號,1,1552.0
大樓,EPA01207,永福里,中壢區7鄰中園路162號,1、2,2153.0
大樓,EPA01208,至善里,中壢區龍和一路192號,1,8960.0
教育機構,EPA01209,明德里,中壢區龍岡路二段29號,1,3574.0
教育機構,EPA01210,龍興里,中壢區18鄰龍勇路100號,1、2,4074.0
大樓,EPA01211,水尾里,中壢區新生路288號,1、2,7596.0
大樓,EPA01212,水尾里,中壢區六合路56號(原-新生路288號),1、2,7637.0
大樓,EPA01213,石頭里,中壢區13鄰復興路161號,1,1170.0
大樓,EPA01214,中正里,中壢區22鄰榮安一街198號,1,6853.0
其它,EPA01215,永福里,中壢區14鄰東園路16號,1,117.0
其它,EPA01216,東興里,中壢區3鄰龍岡路一段215號,1、2,100.0
大樓,EPA01217,文化里,中壢區1鄰長春路96號,1,3033.0
其它,EPA01218,內定里,中壢區5鄰合圳北路二段570號,1,30.0
其它,EPA01220,永福里,中壢區7鄰南園路15號,1、2,46.0
大樓,EPA01221,至善里,中壢區24鄰後寮二路237號,1,5268.0
公寓,EPA01222,至善里,中壢區1鄰龍和一街228號,1,882.0
教育機構,EPA01223,自立里,中壢區永福路1200號(原自立1號),1、2,637.0
大樓,EPA01224,過嶺里,中壢區7鄰過嶺50號之1號,1,26109.0
公寓,EPA01225,新街里,中壢區6鄰延平路241號,1、2,738.0
大樓,EPA01226,興南里,中壢區6鄰延平路366-372號,1、2,1818.0
大樓,EPA01227,文化里,中壢區24鄰長春路255號,1,2545.0
大樓,EPA01228,文化里,中壢區21鄰長春路150之1號,1、2,1480.0
大樓,EPA01229,篤行里,中壢區12鄰華美一路14號(4632055),1,11957.0
其它,EPA01230,中興里,中壢區13鄰榮安八街88號,1,198.0
其它,EPA01231,仁義里,中壢區18鄰福州二街515號,1,261.0
教育機構,EPA01232,永福里,中壢區9鄰西園57號,1,5420.0
大樓,EPA01233,忠義里,中壢區9鄰中華路一段550號,1,9092.0
公寓,EPA01234,興國里,中壢區中豐路49巷18弄2號,1,420.0
其它,EPA01235,五權里,中壢區9鄰民族路二段76號,1,338.0
大樓,EPA01236,興南里,中壢區6鄰延平路394號,1、2,1577.0
大樓,EPA01237,石頭里,中壢區9鄰中正路51號,1,2921.0
大樓,EPA01239,中正里,中壢區15鄰榮民路421號,1,1264.0
大樓,EPA01240,中興里,中壢區15鄰榮安七街17號,1,3578.0
其它,EPA01241,中原里,中壢區10鄰仁愛路35號,1、2,254.0
大樓,EPA01242,正義里,中壢區中北路二段208巷69號,1,7490.0
其它,EPA01243,新明里,中壢區14鄰中央西路二段148號,1,245.0
公寓,EPA01244,芝芭里,中壢區11鄰民權路三段1149號,1,642.0
其它,EPA01245,新興里,中壢區銘傳路26號,1,353.0
公寓,EPA01246,復華里,中壢區11鄰自強四路8號,1,652.0
大樓,EPA01247,內定里,中壢區13鄰中園路二段501號,1,33469.0
大樓,EPA01248,過嶺里,中壢區11鄰民族路六段436之1號,1、2,3884.0
大樓,EPA01249,自立里,中壢區39鄰環中東路232巷2號,1、2,3952.0
大樓,EPA01250,忠福里,中壢區28鄰福州二街415號,1,3089.0
公寓,EPA01251,新興里,中壢區19鄰百韜二街2號,1、2,900.0
大樓,EPA01252,新興里,中壢區25鄰金山街23巷1號,1,2564.0
其它,EPA01253,新明里,中壢區7鄰中新路56號,1,302.0
大樓,EPA01254,正義里,中壢區16鄰中北路二段468號,1,28634.0
大樓,EPA01255,普仁里,中壢區22鄰實踐路229號,1,1749.0
其它,EPA01256,石頭里,中壢區10鄰中和路210號,1,313.0
教育機構,EPA01257,明德里,中壢區健行路229號,1、2,110942.0
大樓,EPA01258,興南里,中壢區15鄰新生路188號,1,40586.0
大樓,EPA01259,普仁里,中壢區11鄰中北路88號,1,89462.0
大樓,EPA01260,明德里,中壢區21鄰環中東路二段616號,1、2,37496.0
大樓,EPA01261,自治里,中壢區27鄰環中東路188號,1,25932.0
大樓,EPA01262,新興里,中壢區30鄰清泉街2號,1,16344.0
大樓,EPA01263,永福里,中壢區6鄰西園路132號,1、2,5397.0
大樓,EPA01264,永福里,中壢區7鄰南園路4號,1、2,3338.0
大樓,EPA01265,興南里,中壢區22鄰興南路九和一街52號,1,4957.0
大樓,EPA01266,石頭里,中壢區6鄰中平路46號,1,27754.0
大樓,EPA01267,中壢里,中壢區13鄰中正路248號,1、2,3344.0
大樓,EPA01268,石頭里,中壢區10鄰中正路89號,1,1309.0
大樓,EPA01270,新街里,中壢區11鄰慈惠三街106號,1,22309.0
大樓,EPA01271,龍東里,中壢區12鄰龍東路147號,1,1990.0
大樓,EPA01272,龍安里,中壢區2鄰中山東路四段426號,1,2578.0
公寓,EPA01273,新興里,中壢區16鄰龍岡路二段6之1號,1,866.0
大樓,EPA01274,普仁里,中壢區3鄰中山東路一段347號,1,1032.0
大樓,EPA01275,新興里,中壢區14鄰自忠街99號,1,34894.0
大樓,EPA01276,至善里,中壢區34鄰後寮二路227巷23號,1,48740.0
大樓,EPA01277,健行里,中壢區19鄰中北路208巷210號,1,58924.0
大樓,EPA01279,自立里,中壢區41鄰環中東路260號,1,31689.0
公家機構,EPA01280,興仁里,中壢區14鄰興仁路一段188號,1,92154.0
大樓,EPA01281,復華里,中壢區11鄰自強二路1號,1,3226.0
公家機構,EPA01282,石頭里,中壢區1鄰中和路139號,1,792.0
教育機構,EPA01283,自強里,中壢區20鄰榮民路80號,1、2,1156.0
教育機構,EPA01284,興仁里,中壢區5鄰遠東路135號,1,5893.0
教育機構,EPA01285,福德里,中壢區11鄰福德路20號,1,60986.0
大樓,EPA01286,莊敬里,中壢區14鄰精忠二街60號,1、2,11554.0
大樓,EPA01287,莊敬里,中壢區9鄰精忠二街31號,1,57160.0
大樓,EPA01288,莊敬里,中壢區13鄰精忠三街1號,1,16854.0
大樓,EPA01289,莊敬里,中壢區2鄰精忠二街5號,1,6384.0
教育機構,EPA01291,普仁里,中壢區11鄰中北路88號,1,19310.0
大樓,EPA01292,普忠里,中壢區9鄰大仁二街三十九號,1,22524.0
大樓,EPA01293,仁義里,中壢區9鄰中華路二段三六九號之1,1,10292.0
公家機構,EPA01294,龍興里,中壢區19鄰龍勇路141號,1、2,43233.0
大樓,EPA01295,興南里,中壢區15鄰新生路一八二號,1,14545.0
大樓,EPA01296,自治里,中壢區10鄰陸光一街七號,1,26014.0
大樓,EPA01297,中山里,中壢區21鄰榮安十三街二０五號,1,2392.0
大樓,EPA01298,自治里,中壢區14鄰陸光五街十二號,1,7104.0
大樓,EPA01299,自治里,中壢區11鄰陸光一街二十二號,1,58348.0
大樓,EPA01300,自治里,中壢區8鄰陸光一街六號,1,60705.0
大樓,EPA01301,自治里,中壢區13鄰陸光一街31號,1,66224.0
大樓,EPA01302,至善里,中壢區34鄰龍昌路一七八號,1,2653.0
大樓,EPA01303,復華里,中壢區31鄰文化二路161號,1,3350.0
大樓,EPA01304,內定里,中壢區1鄰北園路18號,1,15133.0
大樓,EPA01305,忠義里,中壢區8鄰中華路一段450號,1,31112.0
大樓,EPA01306,普義里,中壢區8鄰溪州街二八八號,1、2,1920.0
大樓,EPA01307,仁義里,中壢區12鄰中華路二段五０一號,1、2,15133.0
大樓,EPA01308,光明里,中壢區4鄰民權路三九八號,1,2049.0
其它,EPA01309,普忠里,中壢區新中北路558號,1、2,260.0
大樓,EPA01310,自立里,中壢區自立五街82號(原自立新村一號),1,9127.0
大樓,EPA01311,自立里,中壢區11鄰榮安一街431號,1,4885.0
大樓,EPA01312,自立里,中壢區12鄰榮安一街405號,1,5370.0
教育機構,EPA01313,至善里,"中壢區中山東路三段414號 ",1,2108.0
大樓,EPA01314,中央里,"中壢區8鄰中山路一三八號 ",1,1413.0
大樓,EPA01315,仁美里,中壢區28鄰金蜂四街七十六號,1,2531.0
大樓,EPA01316,仁美里,中壢區29鄰金蜂四街五十一號,1,2254.0
教育機構,EPA01317,普忠里,中壢區中北路200號,1、2,1923.0
大樓,EPA01318,自立里,中壢區9鄰永福路1136號,1,25452.0
其它,EPA01319,新明里,中壢區7鄰中央西路二段一０二號,1,263.0
教育機構,EPA01320,後寮里,中壢區19鄰後興路二段460號,1,3272.0
大樓,EPA01321,後寮里,中壢區25鄰後興路一段一二八號,1,1282.0
教育機構,EPA01322,普仁里,中壢區11鄰中北路88號,1,2485.0
大樓,EPA01323,中山里,中壢區21鄰榮安十三街195號,1,3797.0
公寓,EPA01324,中原里,中壢區22鄰文化路162號,1,488.0
教育機構,EPA01325,普忠里,中壢區13鄰中北路200號,1,6384.0
大樓,EPA01326,中央里,中壢區8鄰復興路76號,1,1019.0
大樓,EPA01327,健行里,中壢區21鄰中北路二段208巷41號,1,1770.0
公家機構,EPA01328,永福里,中壢區28鄰南園二路86號,1,728.0
教育機構,EPA01329,普忠里,中壢區13鄰中北路200號,1,3968.0
大樓,EPA01330,興國里,中壢區1鄰永嘉街90號,1,2226.0
大樓,EPA01331,復華里,中壢區11鄰自強四路3號,1,2455.0
大樓,EPA01332,普仁里,中壢區22鄰實踐路225-25號,1、2,4972.0
大樓,EPA01333,自立里,中壢區39鄰環中東路206巷23號,1,6717.0
大樓,EPA01334,復興里,中壢區10鄰文化二路256號,1,3627.0
大樓,EPA01335,忠孝里,中壢區10鄰成章二街452號等,1,7711.0
公寓,EPA01336,內定里,中壢區13鄰中園路２段506號,1,832.0
大樓,EPA01337,復興里,中壢區10鄰文化二路343號,1,2299.0
大樓,EPA01338,復興里,中壢區10鄰長樂街69巷12號,1,1479.0
大樓,EPA01339,仁美里,中壢區27鄰金鋒四街50巷2號(4666331),1,2476.0
其它,EPA01340,普忠里,中壢區6鄰大仁五街2號,1,374.0
大樓,EPA01341,福德里,中壢區15鄰大華路57號,1,1590.0
大樓,EPA01342,復華里,中壢區3鄰中華路一段560號,1,1553.0
教育機構,EPA01343,復華里,中壢區7鄰復華一街108號,1,592.0
大樓,EPA01344,普義里,中壢區4鄰普義路223號等,1、2,8644.0
大樓,EPA01345,復興里,中壢區28鄰自強一路42號,1,5844.0
教育機構,EPA01346,自立里,中壢區7鄰永福路1200號,1,1390.0
大樓,EPA01347,復華里,中壢區19鄰自強六路67號,1,1162.0
大樓,EPA01348,仁福里,中壢區25鄰仁福五街19號(4386037),1,4144.0
大樓,EPA01349,復華里,中壢區3鄰中華路一段556號,1,8957.0
大樓,EPA01350,復華里,中壢區3鄰長興街8號地下一樓,1,6751.0
大樓,EPA01351,忠孝里,中壢區15鄰元生三街135號,1,5421.0
教育機構,EPA01352,至善里,中壢區21鄰中山東路三段414號,1,4142.0
其它,EPA01353,石頭里,中壢區3鄰中山路185號,1,335.0
大樓,EPA01354,新街里,中壢區5鄰元化路268號,1,1509.0
大樓,EPA01355,復興里,中壢區31鄰文化二路272號,1、2,1886.0
大樓,EPA01356,普義里,中壢區4鄰普義路237號,1,10650.0
大樓,EPA01357,永福里,中壢區7鄰東園路50號,1,4084.0
公家機構,EPA01358,內定里,中壢區2鄰定寧路31-1號,1,2979.0
大樓,EPA01359,新街里,中壢區1鄰延平路176號,1,1592.0
大樓,EPA01360,復興里,中壢區10鄰文化二路305號1樓,1,8502.0
大樓,EPA01361,過嶺里,中壢區11鄰民族路六段436號,1,9702.0
大樓,EPA01362,仁和里,中壢區10鄰仁德四街110號(4388103),1,2475.0
大樓,EPA01363,自立里,中壢區24鄰永福路926號,1,1043.0
大樓,EPA01364,興仁里,中壢區12鄰興仁路二段89號,1,6033.0
大樓,EPA01365,永福里,中壢區7鄰中園路158號,1,2732.0
教育機構,EPA01366,普忠里,中壢區13鄰中北路200號,1,1298.0
大樓,EPA01367,仁義里,中壢區3鄰中園路15號,1,2862.0
其它,EPA01368,普仁里,中壢區15鄰大勇一街38號,1、2,260.0
大樓,EPA01369,文化里,中壢區6鄰松江南路1號,1,1337.0
大樓,EPA01370,五權里,中壢區22鄰五族二街172號,1,3765.0
大樓,EPA01371,復興里,中壢區28鄰自強一路32號,1、2,2156.0
大樓,EPA01372,永光里,中壢區12鄰三光路205號,1,3784.0
大樓,EPA01373,復興里,中壢區31鄰文化二路318號,1,5989.0
大樓,EPA01374,中堅里,中壢區2鄰光明路二段2巷2-1號(4382617),1,2891.0
大樓,EPA01375,忠孝里,中壢區1鄰文化路302號,1、2,2611.0
教育機構,EPA01376,五權里,中壢區2鄰中大路300號,1,15261.0
大樓,EPA01377,忠義里,中壢區1鄰中園路18號,1,6800.0
其它,EPA01378,光明里,中壢區19鄰明德路260號,1,344.0
大樓,EPA01379,水尾里,中壢區35鄰六和路55號,1,3689.0
大樓,EPA01380,中堅里,中壢區16鄰龍東路631號(4382617),1,2892.0
公寓,EPA01381,興國里,中壢區1鄰永嘉街56號,1,490.0
大樓,EPA01382,自立里,中壢區27鄰莊敬路829巷3號,1,9732.0
大樓,EPA01383,文化里,中壢區21鄰長春五路48號,1,3482.0
公寓,EPA01384,芝芭里,中壢區4鄰民權路3段995巷2號,1,528.0
其它,EPA01385,五權里,中壢區21鄰五族三街15號,1,198.0
公寓,EPA01386,永福里,中壢區12鄰西園路101號,1、2,464.0
公寓,EPA01387,新街里,中壢區8鄰元化路260號,1,678.0
大樓,EPA01388,光明里,中壢區4鄰民權路340號,1,6765.0
教育機構,EPA01389,普忠里,中壢區20鄰普忠路210號,1,2817.0
大樓,EPA01390,中堅里,中壢區11鄰中山東路3段317號(4372755),1,12192.0
大樓,EPA01391,明德里,中壢區11鄰龍岡路二段73巷39號,1、2,1684.0
教育機構,EPA01392,內厝里,中壢區8鄰67-8號,1,519.0
大樓,EPA01393,復華里,中壢區3鄰中華路一段550-6號,1,48659.0
大樓,EPA01394,光明里,中壢區4鄰民權路396號,1,6442.0
教育機構,EPA01395,永福里,中壢區4鄰萬能路1-1號,1,1275.0
公寓,EPA01396,中正里,中壢區20鄰環中東路33號,1,606.0
公寓,EPA01397,至善里,中壢區22鄰龍昌路149巷25號,1,647.0
大樓,EPA01398,興南里,中壢區18鄰九和一街1號,1,3616.0
大樓,EPA01399,仁福里,中壢區18鄰中山東路三段429巷57弄20號,1,1135.0
大樓,EPA01400,龍德里,中壢區11鄰龍興路167號,1,6230.0
公寓,EPA01401,興和里,中壢區9鄰新生路二段421號,1,449.0
大樓,EPA01402,德義里,中壢區8鄰溪洲街1號,1,3325.0
大樓,EPA01403,興仁里,中壢區12鄰興安一街36號,1,3402.0
大樓,EPA01404,仁美里,中壢區1鄰中山東路三段55號,1,4135.0
大樓,EPA01405,過嶺里,"中壢區1鄰過嶺6-2號   樹籽路8號      ",1,6120.0
大樓,EPA01406,仁和里,中壢區6鄰仁德五街16號,1,10081.0
其它,EPA01407,東興里,中壢區3鄰新興路194巷18號,1,209.0
大樓,EPA01408,東興里,中壢區2鄰中北路二段231號,1,2962.0
大樓,EPA01409,永福里,中壢區6鄰西園路130號,1,4857.0
大樓,EPA01410,芝芭里,中壢區1鄰文興路412號2樓,1,1230.0
大樓,EPA01411,普仁里,中壢區10鄰中北路53號,1,1643.0
教育機構,EPA01412,過嶺里,中壢區17鄰松智路2號,1,2395.0
