編號,里別,地址,可容納人數,經度,緯度,避難樓層,轄管分局
235.0,祥興里,臺中市大里區祥興里26鄰亞洲街147巷2號,37.0,120.6858528,24.1242941,1.0,霧峰分局
236.0,祥興里,臺中市大里區祥興里26鄰亞洲街147巷3號,26.0,120.6860248,24.1241625,1.0,霧峰分局
237.0,祥興里,臺中市大里區祥興里26鄰亞洲街147巷4號,28.0,120.6858611,24.1241912,1.0,霧峰分局
238.0,祥興里,臺中市大里區祥興里26鄰亞洲街147巷5號,26.0,120.6860038,24.1240448,1.0,霧峰分局
239.0,祥興里,臺中市大里區祥興里26鄰亞洲街147巷6號,28.0,120.6857905,24.1241652,1.0,霧峰分局
240.0,祥興里,臺中市大里區祥興里26鄰亞洲街147巷7號,26.0,120.6858891,24.1240478,1.0,霧峰分局
241.0,祥興里,臺中市大里區祥興里26鄰亞洲街147巷8號,28.0,120.6857343,24.1241045,1.0,霧峰分局
242.0,祥興里,臺中市大里區祥興里26鄰亞洲街147巷9號,26.0,120.6859547,24.123988,1.0,霧峰分局
243.0,祥興里,臺中市大里區祥興里26鄰亞洲街147巷10號,28.0,120.6856894,24.1240309,1.0,霧峰分局
244.0,祥興里,臺中市大里區祥興里26鄰亞洲街147巷11號,26.0,120.6858691,24.1238658,1.0,霧峰分局
245.0,祥興里,臺中市大里區祥興里26鄰亞洲街147巷12號,26.0,120.6856445,24.1239573,1.0,霧峰分局
246.0,祥興里,臺中市大里區祥興里26鄰亞洲街147巷13號,26.0,120.685783,24.1238423,1.0,霧峰分局
247.0,祥興里,臺中市大里區祥興里26鄰亞洲街147巷14號,28.0,120.6856265,24.1238966,1.0,霧峰分局
248.0,祥興里,臺中市大里區祥興里26鄰亞洲街147巷15號,26.0,120.6857507,24.1238271,1.0,霧峰分局
249.0,祥興里,臺中市大里區祥興里26鄰亞洲街147巷16號,28.0,120.6855434,24.123844,1.0,霧峰分局
250.0,祥興里,臺中市大里區祥興里26鄰亞洲街147巷17號,26.0,120.6857343,24.1237704,1.0,霧峰分局
251.0,祥興里,臺中市大里區祥興里26鄰亞洲街147巷18號,28.0,120.6855514,24.123796,1.0,霧峰分局
252.0,祥興里,臺中市大里區祥興里26鄰亞洲街147巷19號,26.0,120.6856602,24.1237115,1.0,霧峰分局
253.0,祥興里,臺中市大里區祥興里26鄰亞洲街147巷20號,28.0,120.6854316,24.1236908,1.0,霧峰分局
254.0,祥興里,臺中市大里區祥興里26鄰亞洲街147巷21號,26.0,120.6856282,24.1236741,1.0,霧峰分局
255.0,祥興里,臺中市大里區祥興里26鄰亞洲街147巷23號,26.0,120.6856342,24.1236656,1.0,霧峰分局
256.0,祥興里,臺中市大里區祥興里27鄰亞洲街148號,37.0,120.6859852,24.1245032,1.0,霧峰分局
257.0,祥興里,臺中市大里區祥興里27鄰亞洲街149號,27.0,120.6859852,24.1245032,1.0,霧峰分局
258.0,祥興里,臺中市大里區祥興里27鄰亞洲街150號,37.0,120.6859177,24.1244966,1.0,霧峰分局
259.0,祥興里,臺中市大里區祥興里27鄰亞洲街151號,28.0,120.6856691,24.1242737,1.0,霧峰分局
260.0,祥興里,臺中市大里區祥興里27鄰亞洲街152號,33.0,120.6857532,24.1245206,1.0,霧峰分局
261.0,祥興里,臺中市大里區祥興里27鄰亞洲街153號,28.0,120.6856314,24.1242266,1.0,霧峰分局
262.0,祥興里,臺中市大里區祥興里27鄰亞洲街154號,28.0,120.6857231,24.1245142,1.0,霧峰分局
263.0,祥興里,臺中市大里區祥興里27鄰亞洲街155號,28.0,120.6856332,24.1241164,1.0,霧峰分局
264.0,祥興里,臺中市大里區祥興里27鄰亞洲街156號,28.0,120.6856108,24.1245182,1.0,霧峰分局
265.0,祥興里,臺中市大里區祥興里27鄰亞洲街158號,18.0,120.6855973,24.1244435,1.0,霧峰分局
266.0,祥興里,臺中市大里區祥興里27鄰亞洲街159號,18.0,120.6854691,24.1240235,1.0,霧峰分局
267.0,祥興里,臺中市大里區祥興里27鄰亞洲街160號,23.0,120.6855175,24.1243822,1.0,霧峰分局
268.0,祥興里,臺中市大里區祥興里27鄰亞洲街161號,18.0,120.6854528,24.1240031,1.0,霧峰分局
269.0,祥興里,臺中市大里區祥興里27鄰亞洲街162號,23.0,120.6854536,24.1244068,1.0,霧峰分局
270.0,祥興里,臺中市大里區祥興里27鄰亞洲街157號,28.0,120.6855434,24.1240528,1.0,霧峰分局
271.0,祥興里,臺中市大里區祥興里27鄰亞洲街163號,28.0,120.6853722,24.1239113,1.0,霧峰分局
272.0,祥興里,臺中市大里區祥興里27鄰亞洲街164號,28.0,120.6853749,24.1243511,1.0,霧峰分局
273.0,祥興里,臺中市大里區祥興里27鄰亞洲街165號,37.0,120.6853617,24.1238981,1.0,霧峰分局
274.0,祥興里,臺中市大里區祥興里27鄰亞洲街166號,28.0,120.6854101,24.1242974,1.0,霧峰分局
275.0,祥興里,臺中市大里區祥興里27鄰亞洲街167號,28.0,120.6852851,24.1237445,1.0,霧峰分局
276.0,祥興里,臺中市大里區祥興里27鄰亞洲街168號,28.0,120.6853951,24.1242802,1.0,霧峰分局
277.0,祥興里,臺中市大里區祥興里27鄰亞洲街170號,28.0,120.685423,24.1242271,1.0,霧峰分局
278.0,祥興里,臺中市大里區祥興里28鄰亞洲街172巷1號,28.0,120.6851788,24.1239105,1.0,霧峰分局
279.0,祥興里,臺中市大里區祥興里28鄰亞洲街172巷2號,28.0,120.6851374,24.1238211,1.0,霧峰分局
280.0,祥興里,臺中市大里區祥興里28鄰亞洲街172巷3號,28.0,120.6851718,24.1239103,1.0,霧峰分局
281.0,祥興里,臺中市大里區祥興里28鄰亞洲街172巷4號,28.0,120.6852005,24.1240301,1.0,霧峰分局
282.0,祥興里,臺中市大里區祥興里28鄰亞洲街172巷5號,28.0,120.6850764,24.1239747,1.0,霧峰分局
283.0,祥興里,臺中市大里區祥興里28鄰亞洲街172巷7號,28.0,120.6850339,24.124004,1.0,霧峰分局
284.0,祥興里,臺中市大里區祥興里28鄰亞洲街172巷9號,28.0,120.685026,24.1240836,1.0,霧峰分局
285.0,祥興里,臺中市大里區祥興里28鄰亞洲街172巷11號,28.0,120.6849121,24.1240239,1.0,霧峰分局
286.0,祥興里,臺中市大里區祥興里28鄰亞洲街172巷6號,28.0,120.6851424,24.1240545,1.0,霧峰分局
287.0,祥興里,臺中市大里區祥興里28鄰亞洲街178號,28.0,120.6848696,24.1238469,1.0,霧峰分局
288.0,祥興里,臺中市大里區祥興里28鄰亞洲街180號,37.0,120.684738,24.1237265,1.0,霧峰分局
289.0,祥興里,臺中市大里區祥興里28鄰亞洲街182號,45.0,120.6846781,24.1237496,1.0,霧峰分局
290.0,祥興里,臺中市大里區祥興里28鄰亞洲街184號,57.0,120.6846667,24.1237546,1.0,霧峰分局
291.0,祥興里,臺中市大里區祥興里28鄰亞洲街188號,101.0,120.6846648,24.1237908,1.0,霧峰分局
292.0,祥興里,臺中市大里區祥興里28鄰亞洲街192號,85.0,120.6843934,24.1238198,1.0,霧峰分局
293.0,祥興里,臺中市大里區祥興里28鄰亞洲街193號,37.0,120.6849278,24.1235083,1.0,霧峰分局
294.0,祥興里,臺中市大里區祥興里28鄰亞洲街195號,37.0,120.6848776,24.1235237,1.0,霧峰分局
295.0,祥興里,臺中市大里區祥興里28鄰亞洲街196號,85.0,120.6842373,24.1237447,1.0,霧峰分局
296.0,祥興里,臺中市大里區祥興里28鄰亞洲街197號,37.0,120.6847479,24.1235496,1.0,霧峰分局
297.0,祥興里,臺中市大里區祥興里28鄰亞洲街200號,85.0,120.6841341,24.1236546,1.0,霧峰分局
298.0,祥興里,臺中市大里區祥興里28鄰亞洲街199號,37.0,120.6846791,24.1235671,1.0,霧峰分局
299.0,祥興里,臺中市大里區祥興里28鄰亞洲街201號,37.0,120.6845215,24.1235376,1.0,霧峰分局
300.0,祥興里,臺中市大里區祥興里28鄰亞洲街204號,85.0,120.6840401,24.123453,1.0,霧峰分局
301.0,祥興里,臺中市大里區祥興里28鄰亞洲街205號,56.0,120.6844328,24.1237062,1.0,霧峰分局
302.0,祥興里,臺中市大里區祥興里28鄰亞洲街207號,85.0,120.6842863,24.1235901,1.0,霧峰分局
303.0,祥興里,臺中市大里區祥興里25鄰亞洲街8號,28.0,120.6854883,24.1241917,1.0,霧峰分局
304.0,祥興里,臺中市大里區祥興里28鄰亞洲街211號,86.0,120.6842519,24.123472,1.0,霧峰分局
305.0,祥興里,臺中市大里區祥興里25鄰立德東街2號,21.0,120.6861753,24.124626,1.0,霧峰分局
306.0,祥興里,臺中市大里區祥興里25鄰立德東街4號,21.0,120.686202,24.1246258,1.0,霧峰分局
307.0,祥興里,臺中市大里區祥興里25鄰立德東街6號,21.0,120.6862107,24.1246,1.0,霧峰分局
308.0,祥興里,臺中市大里區祥興里25鄰立德東街8號,21.0,120.6861822,24.1245495,1.0,霧峰分局
309.0,祥興里,臺中市大里區祥興里25鄰立德東街10號,21.0,120.6808448,24.1245288,1.0,霧峰分局
310.0,祥興里,臺中市大里區祥興里25鄰立德東街1號,21.0,120.6863248,24.1246296,1.0,霧峰分局
311.0,祥興里,臺中市大里區祥興里25鄰立德東街3號,21.0,120.6863638,24.1245964,1.0,霧峰分局
312.0,祥興里,臺中市大里區祥興里25鄰立德東街5號,21.0,120.6865251,24.1253799,1.0,霧峰分局
313.0,祥興里,臺中市大里區祥興里25鄰立德東街7號,21.0,120.6863133,24.1292525,1.0,霧峰分局
314.0,祥興里,臺中市大里區祥興里25鄰立德東街9號,21.0,120.6863451,24.1244979,1.0,霧峰分局
315.0,祥興里,臺中市大里區祥興里25鄰立德東街12號,21.0,120.6860937,24.1243591,1.0,霧峰分局
316.0,祥興里,臺中市大里區祥興里25鄰立德東街14號,21.0,120.6864036,24.1287611,1.0,霧峰分局
317.0,祥興里,臺中市大里區祥興里25鄰立德東街16號,390.0,120.6864552,24.1286371,1.0,霧峰分局
318.0,祥興里,臺中市大里區祥興里25鄰立德東街18號,21.0,120.6864051,24.1285569,1.0,霧峰分局
319.0,祥興里,臺中市大里區祥興里25鄰立德東街20號,21.0,120.6864061,24.1284559,1.0,霧峰分局
320.0,祥興里,臺中市大里區祥興里25鄰立德東街11號,21.0,120.6863165,24.1243765,1.0,霧峰分局
321.0,祥興里,臺中市大里區祥興里25鄰立德東街13號,21.0,120.6864022,24.1287613,1.0,霧峰分局
322.0,祥興里,臺中市大里區祥興里25鄰立德東街15號,21.0,120.686314,24.1243258,1.0,霧峰分局
323.0,祥興里,臺中市大里區祥興里25鄰立德東街17號,21.0,120.686328,24.1242603,1.0,霧峰分局
324.0,祥興里,臺中市大里區祥興里25鄰立德東街19號,21.0,120.6864556,24.1239724,1.0,霧峰分局
325.0,祥興里,臺中市大里區祥興里25鄰立德東街21號,21.0,120.6863608,24.1283823,1.0,霧峰分局
326.0,祥興里,臺中市大里區祥興里25鄰立德東街23號,21.0,120.6863661,24.1282289,1.0,霧峰分局
327.0,祥興里,臺中市大里區祥興里25鄰亞洲街1號,21.0,120.6854883,24.1241917,1.0,霧峰分局
328.0,祥興里,臺中市大里區祥興里25鄰亞洲街146號,21.0,120.6865531,24.124491,1.0,霧峰分局
329.0,祥興里,臺中市大里區祥興里25鄰亞洲街142號,21.0,120.686587,24.1245033,1.0,霧峰分局
330.0,祥興里,臺中市大里區祥興里25鄰亞洲街140號,21.0,120.6866256,24.1245065,1.0,霧峰分局
331.0,祥興里,臺中市大里區祥興里25鄰亞洲街138號,21.0,120.6866256,24.1245036,1.0,霧峰分局
332.0,祥興里,臺中市大里區祥興里25鄰亞洲街136號,21.0,120.6867605,24.1245884,1.0,霧峰分局
333.0,祥興里,臺中市大里區祥興里25鄰亞洲街134號,21.0,120.6867748,24.1245814,1.0,霧峰分局
334.0,祥興里,臺中市大里區祥興里25鄰亞洲街132號,21.0,120.6868227,24.1245877,1.0,霧峰分局
335.0,祥興里,臺中市大里區祥興里25鄰亞洲街130號,21.0,120.6868534,24.1245622,1.0,霧峰分局
336.0,祥興里,臺中市大里區祥興里25鄰亞洲街128號,21.0,120.6869022,24.1246395,1.0,霧峰分局
337.0,祥興里,臺中市大里區祥興里25鄰亞洲街125號,21.0,120.6871607,24.1243888,1.0,霧峰分局
338.0,祥興里,臺中市大里區祥興里25鄰亞洲街145號,21.0,120.6858451,24.1243261,1.0,霧峰分局
339.0,祥興里,臺中市大里區祥興里25鄰亞洲街143號,21.0,120.6863091,24.1243742,1.0,霧峰分局
340.0,祥興里,臺中市大里區祥興里25鄰亞洲街141號,21.0,120.6869076,24.1243523,1.0,霧峰分局
341.0,祥興里,臺中市大里區祥興里25鄰立德東街22巷8號,160.0,120.6860192,24.123855,1.0,霧峰分局
342.0,祥興里,臺中市大里區祥興里25鄰立德東街22巷13號,160.0,120.6859039,24.1234399,1.0,霧峰分局
343.0,祥興里,臺中市大里區祥興里25鄰立德東街22巷16號,160.0,120.6857665,24.1235484,1.0,霧峰分局
344.0,祥興里,臺中市大里區祥興里25鄰立德東街22巷5號,160.0,120.6861111,24.1238042,1.0,霧峰分局
345.0,祥興里,臺中市大里區祥興里06鄰中興路2段831號,36.0,120.6841075,24.1209429,1.0,霧峰分局
346.0,祥興里,臺中市大里區祥興里06鄰中興路2段827號,32.0,120.6841365,24.1209109,1.0,霧峰分局
347.0,祥興里,臺中市大里區祥興里06鄰中興路2段829號,33.0,120.6841095,24.1209258,1.0,霧峰分局
348.0,祥興里,臺中市大里區祥興里06鄰中興路2段847號,24.0,120.6836753,24.1211501,1.0,霧峰分局
349.0,祥興里,臺中市大里區祥興里06鄰中興路2段849號,108.0,120.6836429,24.1211654,1.0,霧峰分局
350.0,祥興里,臺中市大里區祥興里11鄰中興路2段2號,40.0,120.6850531,24.1205019,1.0,霧峰分局
351.0,祥興里,臺中市大里區祥興里17鄰益民路2段498號,70.0,120.6832248,24.1208144,1.0,霧峰分局
352.0,祥興里,臺中市大里區祥興里19鄰益民路2段422號,828.0,120.6820662,24.1179733,2.0,霧峰分局
353.0,祥興里,臺中市大里區祥興里24鄰永東街11號,975.0,120.6679935,24.1246329,1.0,霧峰分局
354.0,祥興里,臺中市大里區祥興里04鄰中興路2段826號,15.0,120.6844872,24.1211208,3.0,霧峰分局
355.0,祥興里,臺中市大里區祥興里03鄰中興路2段828號,15.0,120.68446,24.1211394,1.0,霧峰分局
356.0,祥興里,臺中市大里區祥興里05鄰中興路2段782號之1,26.0,120.6854246,24.1205873,1.0,霧峰分局
357.0,祥興里,臺中市大里區祥興里05鄰中興路2段782號之2,26.0,120.6854246,24.1205873,1.0,霧峰分局
358.0,祥興里,臺中市大里區祥興里05鄰中興路2段782號之3,22.0,120.6854246,24.1205873,1.0,霧峰分局
359.0,祥興里,臺中市大里區祥興里02鄰中興路2段860號,193.0,120.6838752,24.1214196,1.0,霧峰分局
360.0,祥興里,臺中市大里區祥興里06鄰中興路2段814號,135.0,120.6847065,24.1209995,1.0,霧峰分局
361.0,祥興里,臺中市大里區祥興里05鄰中興路2段784號之3,26.0,120.6852461,24.1207452,1.0,霧峰分局
362.0,日新里,臺中市大里區日新里15鄰中興路2段704號,167.0,120.6879961,24.1178488,1.0,霧峰分局
363.0,內新里,臺中市大里區內新里03鄰內新街1號,562.0,120.6904604,24.113362,1.0,霧峰分局
364.0,內新里,臺中市大里區內新里13鄰中興路2段480號,960.0,120.6875533,24.1111522,1.0,霧峰分局
365.0,中新里,臺中市大里區中新里04鄰新生路107號,16.0,120.6875423,24.104685,1.0,霧峰分局
366.0,中新里,臺中市大里區中新里04鄰新生路109號,16.0,120.6875423,24.1046947,1.0,霧峰分局
367.0,中新里,臺中市大里區中新里04鄰新生路111號,16.0,120.6725968,24.099134,1.0,霧峰分局
368.0,中新里,臺中市大里區中新里04鄰新生路113號,16.0,120.6725968,24.0991725,1.0,霧峰分局
369.0,中新里,臺中市大里區中新里04鄰新生路101號,290.0,120.6872159,24.104377,1.0,霧峰分局
370.0,中新里,臺中市大里區中新里01鄰中興路79號,160.0,120.6842101,24.0961178,1.0,霧峰分局
371.0,中新里,臺中市大里區中新里01鄰中興路11號,160.0,120.6842101,24.0961178,1.0,霧峰分局
372.0,中新里,臺中市大里區中新里01鄰中興路92號,273.0,120.6842101,24.0961178,1.0,霧峰分局
373.0,中新里,臺中市大里區中新里01鄰中興路2段364號,73.0,120.6870018,24.1056097,1.0,霧峰分局
374.0,中新里,臺中市大里區中新里01鄰中興路2段380號,55.0,120.6870519,24.1059832,1.0,霧峰分局
375.0,中新里,臺中市大里區中新里01鄰中興路2段380號,1781.0,120.6870519,24.1059832,1.0,霧峰分局
376.0,中新里,臺中市大里區中新里04鄰新生街104號,76.0,120.679327,24.1060073,1.0,霧峰分局
377.0,中新里,臺中市大里區中新里12鄰現岱路60號,1156.0,120.6870819,24.1004997,1.0,霧峰分局
378.0,中新里,臺中市大里區中新里17鄰新生路171巷8號,162.0,120.6870819,24.1005094,1.0,霧峰分局
379.0,中新里,臺中市大里區中新里17鄰新生路17巷19號,1252.0,120.6868165,24.1044948,2.0,霧峰分局
380.0,東昇里,臺中市大里區東昇里05鄰新仁路42號,563.0,120.6924402,24.1114888,1.0,霧峰分局
381.0,大明里,臺中市大里區大明里05鄰新仁路三段210號,536.0,120.6827474,24.1159068,1.0,霧峰分局
382.0,大明里,臺中市大里區大明里05鄰新仁路三段210號,2364.0,120.6827474,24.1159068,1.0,霧峰分局
383.0,中新里,臺中市大里區中新里12鄰現岱路1號,546.0,120.6856131,24.1003653,3.0,霧峰分局
384.0,東昇里,臺中市大里區東昇里06鄰新仁路2段6號,78.0,120.6937548,24.1111157,1.0,霧峰分局
385.0,祥興里,臺中市大里區祥興里09鄰大智路579號,1693.0,120.6879288,24.1231292,2.0,霧峰分局
386.0,日新里,臺中市大里區日新里16鄰達明路88號,846.0,120.6891709,24.1112466,3.0,霧峰分局
387.0,祥興里,臺中市大里區祥興里13鄰大智路687號,300.0,120.6836951,24.1189013,1.0,霧峰分局
388.0,西榮里,臺中市大里區西榮里15鄰德芳路一段32弄46-1號,132.0,120.6877037,24.1134334,1.0,霧峰分局
389.0,西榮里,臺中市大里區西榮里8鄰西榮路70號,1419.0,120.683574,24.1132846,3.0,霧峰分局
390.0,東昇里,臺中市大里區東昇里21鄰益民路一段60號,884.0,120.6915329,24.1098702,2.0,霧峰分局
391.0,中新里,臺中市大里區中新里20環中東路六段360號,785.0,120.6886277,24.1005753,2.0,霧峰分局
392.0,日新里,臺中市大里區日新里13鄰中興路二段760號之1,837.0,120.6869686,24.1188752,2.0,霧峰分局
393.0,祥興里,臺中市大里區祥興里5鄰中興路二段768之7號,2137.0,120.6855789,24.1206414,1.0,霧峰分局
394.0,祥興里,臺中市大里區祥興里19鄰祥興路527號,840.0,120.6784027,24.117727,3.0,霧峰分局
395.0,內新里,臺中市大里區內新里02鄰日新路348號,604.0,120.6898951,24.1151312,3.0,霧峰分局
396.0,祥興里,臺中市大里區祥興里19鄰祥興路583號,727.0,120.6793779,24.1181433,3.0,霧峰分局
397.0,大明里,臺中市大里區大明里1鄰中興路2段729號,933.0,120.6867245,24.118336,1.0,霧峰分局
398.0,日新里,臺中市大里區日新里26鄰鐵路街171號,897.0,120.6922864,24.1189431,2.0,霧峰分局
399.0,中新里,臺中市大里區中新里20鄰環中東路6段270號,1971.0,120.6905856,24.1056973,3.0,霧峰分局
400.0,東昇里,臺中市大里區東昇里5鄰新仁路2段98號,471.0,120.6919623,24.1116606,2.0,霧峰分局
401.0,祥興里,臺中市大里區祥興里19鄰祥興路549號,1237.0,120.678862,24.1176118,3.0,霧峰分局
402.0,日新里,臺中市大里區日新里34鄰日新路315號,1145.0,120.6895954,24.1170225,3.0,霧峰分局
403.0,日新里,臺中市大里區日新里33鄰日新路385號,379.0,120.6895417,24.1190822,1.0,霧峰分局
404.0,內新里,臺中市大里區內新里32鄰東榮路1段67號,1803.0,120.6871147,24.1098859,1.0,霧峰分局
405.0,內新里,臺中市大里區內新里34鄰新光路28號,292.0,120.689503,24.1108995,1.0,霧峰分局
406.0,祥興里,臺中市大里區祥興里19鄰祥興路591號,776.0,120.6797317,24.1175574,3.0,霧峰分局
407.0,西榮里,臺中市大里市西榮里1鄰大明路55號,1143.0,120.6850374,24.1151367,1.0,霧峰分局
408.0,中新里,臺中市大里市中新里13鄰現岱路39號,975.0,120.6865376,24.1002535,2.0,霧峰分局
409.0,西湖里,臺中市大里區西湖里02鄰西湖路32號,1872.0,120.6874974,24.0769022,1.0,霧峰分局
410.0,西湖里,臺中市大里區西湖里15鄰大峰路437巷7弄1號,2533.0,120.6846024,24.0859926,1.0,霧峰分局
411.0,西湖里,臺中市大里區西湖里11鄰西湖路191號,273.0,120.6824338,24.0772241,1.0,霧峰分局
412.0,東湖里,臺中市大里區東湖里37鄰中湖路100號,2186.0,120.6908564,24.0868464,1.0,霧峰分局
413.0,東湖里,臺中市大里區東湖里37鄰中湖路33號,844.0,120.6921585,24.0874344,1.0,霧峰分局
414.0,東湖里,臺中市大里區東湖里37鄰中湖路130巷12弄3號,2128.0,120.6895141,24.0867429,1.0,霧峰分局
415.0,東湖里,臺中市大里區東湖里41鄰中山路36巷2號,1366.0,120.6927187,24.0824515,1.0,霧峰分局
416.0,東湖里,臺中市大里區東湖里41鄰中山路26-2號,814.0,120.6931715,24.0825589,1.0,霧峰分局
417.0,東湖里,臺中市大里區東湖里3鄰中山路85號,375.0,120.6927438,24.0827436,1.0,霧峰分局
418.0,東湖里,臺中市大里區東湖里8鄰東湖路15巷16號,24.0,120.6938844,24.0820424,1.0,霧峰分局
419.0,東湖里,臺中市大里區東湖里16鄰中興路一段3號,24.0,120.6958437,24.079714,1.0,霧峰分局
420.0,東湖里,臺中市大里區東湖里16鄰中興路一段3-1號,22.0,120.6956872,24.0798038,1.0,霧峰分局
421.0,東湖里,臺中市大里區東湖里16鄰中興路一段3-2號,22.0,120.6958437,24.079714,1.0,霧峰分局
422.0,東湖里,臺中市大里區東湖里16鄰中興路一段5號,22.0,120.6957618,24.079903,1.0,霧峰分局
423.0,東湖里,臺中市大里區東湖里16鄰中興路一段5-2號,22.0,120.6957211,24.0800247,1.0,霧峰分局
424.0,東湖里,臺中市大里區東湖里28鄰東湖路15巷16號,24.0,120.6938844,24.0820424,1.0,霧峰分局
425.0,瑞城里,臺中市大里區瑞城里06鄰中興路一段2巷51弄5號,26.0,120.6979071,24.0809386,1.0,霧峰分局
426.0,瑞城里,臺中市大里區瑞城里06鄰中興路一段2巷81弄73號,45.0,120.6992386,24.0819112,1.0,霧峰分局
427.0,瑞城里,臺中市大里區瑞城里36鄰瑞城一街57號,23.0,120.6915138,24.0819353,1.0,霧峰分局
428.0,瑞城里,臺中市大里區瑞城里36鄰瑞成一街55號,23.0,120.6998696,24.0871435,1.0,霧峰分局
429.0,瑞城里,臺中市大里區瑞城里5鄰美村街218號,222.0,120.6992695,24.0861366,1.0,霧峰分局
430.0,瑞城里,臺中市大里區瑞城里06鄰中興路一段2巷81弄91號,45.0,120.699106,24.0821259,1.0,霧峰分局
431.0,瑞城里,臺中市大里區瑞城里06鄰中興路一段2巷81弄101號,45.0,120.6988728,24.0821659,1.0,霧峰分局
432.0,瑞城里,臺中市大里區瑞城里05鄰美村街5號,25.0,120.6998948,24.0818774,1.0,霧峰分局
433.0,瑞城里,臺中市大里區瑞城里05鄰美村街7號,25.0,120.6996395,24.0854541,1.0,霧峰分局
434.0,瑞城里,臺中市大里區瑞城里05鄰美村街9號,25.0,120.6998121,24.0821816,1.0,霧峰分局
435.0,瑞城里,臺中市大里區瑞城里05鄰美村街11號,25.0,120.6997367,24.0822329,1.0,霧峰分局
436.0,瑞城里,臺中市大里區瑞城里05鄰美村街13號,25.0,120.699848,24.0824352,1.0,霧峰分局
437.0,瑞城里,臺中市大里區瑞城里05鄰美村街3號,25.0,120.6996042,24.081782,1.0,霧峰分局
438.0,瑞城里,臺中市大里區瑞城里05鄰美村街15號,25.0,120.69961,24.082456,1.0,霧峰分局
439.0,瑞城里,臺中市大里區瑞城里43鄰塗城路527-23號,1837.0,120.7029961,24.0873966,1.0,霧峰分局
440.0,瑞城里,臺中市大里區瑞城里35鄰美村街196號,1892.0,120.6997486,24.0858355,1.0,霧峰分局
441.0,瑞城里,臺中市大里區瑞城里21鄰塗城路256號,108.0,120.704952,24.0871256,1.0,霧峰分局
442.0,瑞城里,臺中市大里區瑞城里26鄰塗城路368巷14號,26.0,120.7025807,24.0886385,1.0,霧峰分局
443.0,瑞城里,臺中市大里區瑞城里30鄰向學路86號,38.0,120.6980232,24.0911261,1.0,霧峰分局
444.0,金城里,臺中市大里區金城里09鄰鳳城街15號,1010.0,120.6905294,24.0911432,1.0,霧峰分局
445.0,金城里,臺中市大里區金城里12鄰塗城路673巷3弄8號,25.0,120.6988372,24.0879746,1.0,霧峰分局
446.0,金城里,臺中市大里區金城里12鄰塗城路673巷3弄10號,24.0,120.6989826,24.087976,1.0,霧峰分局
447.0,金城里,臺中市大里區金城里33鄰中興路一段264號,2468.0,120.6940964,24.0863123,1.0,霧峰分局
448.0,金城里,臺中市大里區金城里35鄰成功路51巷20號,108.0,120.6956431,24.0856429,1.0,霧峰分局
449.0,金城里,臺中市大里區金城里35鄰中興路一段230巷23弄10號,38.0,120.6951246,24.0860763,1.0,霧峰分局
450.0,瑞城里,臺中市大里區瑞城里22鄰中興路一段306巷13弄18號,350.0,120.6925023,24.0900582,1.0,霧峰分局
451.0,西湖里,臺中市大里區西湖里10鄰西湖路320巷3號,299.0,120.6770644,24.077861,1.0,霧峰分局
452.0,瑞城里,臺中市大里區瑞城里22鄰塗城路304巷28弄12號,344.0,120.7046913,24.0883515,1.0,霧峰分局
453.0,東湖里,臺中市大里區東湖里30鄰中湖路100號,255.0,120.6908564,24.0868464,1.0,霧峰分局
454.0,東湖里,臺中市大里區東湖里11鄰東南路182號,316.0,120.6895025,24.0780989,1.0,霧峰分局
455.0,瑞城里,臺中市大里區瑞城里39鄰公園街421巷56號,1401.0,120.6899006,24.08514,1.0,霧峰分局
456.0,瑞城里,臺中市大里區瑞城里35鄰美村街146巷50弄5號,143.0,120.7014417,24.0839751,6.0,霧峰分局
457.0,瑞城里,臺中市大里區瑞城里26鄰塗城路428號,532.0,120.701453,24.0881398,2.0,霧峰分局
458.0,東湖里,臺中市大里區東湖里5鄰公園街206號,14047.0,120.691973,24.0829411,2.0,霧峰分局
459.0,東湖里,臺中市大里區東湖里5鄰公園街218號,1426.0,120.6918368,24.0829474,2.0,霧峰分局
460.0,西湖里,臺中市大里區西湖里13鄰西湖路427號,1337.0,120.6750772,24.0828119,1.0,霧峰分局
461.0,東湖里,臺中市大里區東湖里5鄰泉水街113號,860.0,120.6924114,24.0836583,2.0,霧峰分局
462.0,西湖里,臺中市大里區西湖里9鄰西湖路195號,842.0,120.6818885,24.0771183,1.0,霧峰分局
463.0,東湖里,臺中市大里區東湖里2鄰仁化路1063號,1373.0,120.6878486,24.0894438,3.0,霧峰分局
464.0,東湖里,臺中市大里區東湖里40鄰中湖路25號,182.0,120.6925151,24.0875993,1.0,霧峰分局
465.0,瑞城里,臺中市大里區瑞城里26鄰塗城路368巷15號,1814.0,120.7022227,24.0885289,1.0,霧峰分局
466.0,瑞城里,臺中市大里區瑞城里36鄰成功路88巷29號,1050.0,120.6970873,24.0842664,1.0,霧峰分局
467.0,仁德里,臺中市大里區仁德里1鄰仁化路343號,64.0,120.7041746,24.0951749,1.0,霧峰分局
468.0,仁德里,臺中市大里區仁德里1鄰仁城路15號,72.0,120.7036531,24.094911,1.0,霧峰分局
469.0,仁德里,臺中市大里區仁德里1鄰仁化路261號,1307.0,120.7114642,24.0941546,2.0,霧峰分局
