電腦編號,類別,村里,地址,地下層數,容量,轄管所別,備註
HNA00679,京元電子,頂埔里,苗栗縣竹南鎮頂埔里中華路118號,1.0,26197.0,大同,
HNA00165,大樓,新南里,苗栗縣竹南鎮新南街63號,1.0,902.0,竹南,
HNA00682,竹南鎮立圖書館,正南里,苗栗縣竹南鎮正南里23鄰中正路108號,1.0,779.0,竹南,
HNA00682,精達末晶粉,崎頂里,苗栗縣竹南鎮崎頂里仁愛路1433號,1.0,3125.0,大同,
HNA00681,昱晶能源科技,頂埔里,苗栗縣竹南鎮頂埔里科北一路21號,1.0,16521.0,大同,
HNA00016,育達科技大學,談文村,苗栗縣造橋鄉談文村學府路168號,1.0,1772.0,談文,
H9A00018,公寓,造橋村,苗栗縣造橋鄉造橋村13鄰東興13號,1.0,53.0,造橋,
HNA00680,中興商工,營盤里,苗栗縣竹南鎮營盤里大營路211之1號,1.0,252.0,竹南,
HNA00681,昱晶能源,頂埔里,苗栗縣竹南鎮頂埔里科北一路21號,1.0,16521.0,大同,
HNA00682,竹南鎮立圖書館,正南里,苗栗縣竹南鎮正南里23鄰中正路108號,1.0,779.0,竹南,
HNA00684,群創光電,頂埔里,苗栗縣竹南鎮頂埔里012鄰科學路168號,1.0,14199.0,大同,
HNA00685,大埔國小,大埔里,苗栗縣竹南鎮大埔里11鄰仁愛路1092號,1.0,459.0,大同,
HNA00686,群創光電,頂埔里,苗栗縣竹南鎮頂埔里012鄰科學路168號,1.0,14176.0,大同,
HNA00687,中美矽晶製品竹南分公司,頂埔里,苗栗縣竹南鎮頂埔里10鄰科中路6號,1.0,8636.0,大同,
HNA00688,公寓,照南里,苗栗縣竹南鎮照南里21鄰大營路281號,1.0,248.0,竹南,
HNA00690,超豐電子,佳興里,苗栗縣竹南鎮佳興里2鄰公義路112路,1.0,8955.0,竹南,
HNA00683,公寓,崎頂里,苗栗縣竹南鎮崎頂里和誠街24號,1.0,58.0,大同,
HNA00684,公寓,崎頂里,苗栗縣竹南鎮崎頂里16鄰和誠街20號,1.0,46.0,大同,
HNA00690,冠軍建材,大埔里,苗栗縣竹南鎮大埔里13鄰竹篙厝200之7號,1.0,1759.0,大同,
HNA00691,冠軍建材,大埔里,苗栗縣竹南鎮大埔里13鄰竹篙厝200之7號,1.0,1759.0,大同,
HNA00692,苗北演藝廳,新南里,苗栗縣竹南鎮新南里17鄰公園路206號,1.0,4999.0,竹南,
HNA00693,聯嘉光電,頂埔里,苗栗縣竹南鎮科東1路2號,1.0,4809.0,大同,
HNA00694,竹南長青公園,竹南里,苗栗縣竹南鎮民族街73之1號,1.0,2011.0,竹南,
HNA00695,大樓,大埔里,苗栗縣竹南鎮大埔里大埔十街26號,1.0,3017.0,竹南,
HNA00696,苗栗縣政府環保局,校椅里,苗栗縣後龍鎮高鐵1路95號,1.0,50.0,後龍,
HNA00697,大樓,大埔里,苗栗縣竹南鎮大埔里2鄰科專七路316號,1.0,3100.0,竹南,
HNA00698,大樓,大埔里,苗栗縣竹南鎮大埔里2鄰科專七路476號,1.0,3005.0,竹南,
HNA00699,大樓,大埔里,苗栗縣竹南鎮大埔里1鄰大埔街113號,1.0,2830.0,竹南,
HNA00700,公寓,大埔里,苗栗縣竹南鎮大埔里6鄰公義路462巷50號,1.0,1000.0,竹南,
HNA00701,公寓,大埔里,苗栗縣竹南鎮大埔里1鄰大埔街102號,3.0,300.0,竹南,
HNA00702,大樓,山佳里,苗栗縣竹南鎮山佳里5鄰龍山路三段152號,1.0,841.0,竹南,
HNA00703,大樓,新南里,苗栗縣竹南鎮新南里12鄰維新路313號,1.0,707.0,竹南,
HNA00704,大樓,照南里,苗栗縣竹南鎮照南里27鄰華東街52號,1.0,3140.0,竹南,
HNA00705,大樓,營盤里,苗栗縣竹南鎮營盤里22鄰萬福街1號,1.0,1081.0,竹南,
HNA00706,群聯電子,公義里,苗栗縣竹南鎮公義里11鄰群義路1之2號,1.0,11614.0,竹南,
HNA00707,大樓,大埔里,苗栗縣竹南鎮大埔里1鄰大埔街48號,1.0,8060.0,竹南,
HNA00708,大樓,大埔里,苗栗縣竹南鎮大埔里2鄰大埔十街46巷1號,1.0,10231.0,竹南,
HNA00709,大樓,頂埔里,苗栗縣竹南鎮頂埔里12鄰中華路88號,1.0,8739.0,竹南,
HNA00714,大樓,新南里,苗栗縣竹南鎮新南里17鄰公園路108號,1.0,10013.0,竹南,
HNA00715,大樓,正南里,苗栗縣竹南鎮正南里15鄰福德路27號,1.0,1232.0,竹南,
HNA00716,公寓,竹興里,"24.692902446953127, 120.86008700551557",1.0,523.0,中港海口,"24.692902446953127, 120.86008700551557"
HNA00717,大樓,大埔里,苗栗縣竹南鎮大埔里18鄰仁愛路939號,1.0,1272.0,大同,
HNA00718,大樓,新南里,苗栗縣竹南鎮新南里15鄰新南街161號,1.0,1937.0,竹南,
HNA00719,公寓,正南里,苗栗縣竹南鎮正南里15鄰福德路31號,1.0,740.0,竹南,
HNA00720,大樓,開元里,苗栗縣竹南鎮開元里10鄰迎薰南路112之1號,1.0,5356.0,中港海口,
HNA00721,宏楷科技,大埔里,苗栗縣竹南鎮大埔里1鄰科專一路368號,1.0,1776.0,大同,
HNA00722,大樓,開元里,苗栗縣竹南鎮開元里10鄰迎薰南路141號,1.0,881.0,中港海口,
HNA00723,大樓,大埔里,苗栗縣竹南鎮大埔街168號,1.0,5115.0,大同,
HNA00723a,台拓機電,大埔里,苗栗縣竹南鎮科專7路502號,1.0,829.0,大同,
HNA00724,大樓,佳興里,苗栗縣竹南鎮光復路331號,1.0,180.0,竹南,
HNA00726,大樓,新南里,苗栗縣竹南鎮新南路維新路311號,2.0,958.0,竹南,
HNA00725,群聯電子,公義里,苗栗縣竹南鎮群義路1-5號,1.0,1500.0,大同,
HQA00001,公寓,東庄里18鄰,苗栗縣頭份市東庄里18鄰自強路248號,1.0,206,頭份派出所,
HQA00002,公寓,民族里3鄰,苗栗縣頭份市民族里3鄰自強路241號,1.0,314,頭份派出所,
HQA00005,公寓,民族里4鄰,苗栗縣頭份市民族里4鄰東興路176號,1.0,21,頭份派出所,
HQA00006,公寓,民族里2鄰,苗栗縣頭份市民族里2鄰錦華街56號,1.0,85,頭份派出所,
HQA00007,公寓,民族里2鄰,苗栗縣頭份市民族里2鄰錦華街46號,1.0,84,頭份派出所,
HQA00008,公寓,民族里2鄰,苗栗縣頭份市民族里2鄰錦華街50號,1.0,85,頭份派出所,
HQA00009,公寓,民族里2鄰,苗栗縣頭份市民族里2鄰自強路26號,1.0,400,頭份派出所,
HQA00010,公寓,民族里2鄰,苗栗縣頭份市民族里2鄰自強路245號,1.0,533,頭份派出所,
HQA00011,公寓,民族里8鄰,苗栗縣頭份市民族里8鄰民族路128號,1.0,21,頭份派出所,
HQA00012,公寓,民族里12鄰,苗栗縣頭份市民族里12鄰東民路81號,1.0,32,頭份派出所,
HQA00013,公寓,民族里2鄰,苗栗縣頭份市民族里2鄰錦華街51號,1.0,25,頭份派出所,
HQA00014,公寓,民族里6鄰,苗栗縣頭份市民族里6鄰錦華街28號,1.0,44,頭份派出所,
HQA00015,公寓,民族里3鄰,苗栗縣頭份市民族里3鄰自強路245號,1.0,36,頭份派出所,
HQA00016,公寓,民族里12鄰,苗栗縣頭份市民族里12鄰民族路179號,1.0,29,頭份派出所,
HQA00017,頭份郵局,民族里1鄰,苗栗縣頭份市民族里1鄰和平路102號,1.0,353,頭份派出所,
HQA00018,公寓,民族里12鄰,苗栗縣頭份市民族里12鄰東民路83號,1.0,212,頭份派出所,
HQA00019,公寓,民族里10鄰,苗栗縣頭份市二份3號,1.0,272,頭份派出所,
HQA00020,公寓,民權里12鄰,苗栗縣頭份市民權里12鄰民族路200號,1.0,322,頭份派出所,
HQA00021,大樓,民族里13鄰,苗栗縣頭份市民族里13鄰東興路182號,1.0,3086,頭份派出所,
HQA00022,大樓,民族里4鄰,苗栗縣頭份市民族里4鄰錦華街31號,1.0,701,頭份派出所,
HQA00023,大樓,民族里7鄰,苗栗縣頭份市民族里7鄰中華路951號,2.0,6410,頭份派出所,
HQA00024,公寓,民族里7鄰,苗栗縣頭份市民族里7鄰中華路951號,1.0,28,頭份派出所,
HQA00026,公寓,忠孝里2鄰,苗栗縣頭份市忠孝里2鄰信東路246號,1.0,516,頭份派出所,
HQA00027,公寓,忠孝里2鄰,苗栗縣頭份市忠孝里2鄰信東路268號,1.0,30,頭份派出所,
HQA00028,公寓,忠孝里12鄰,苗栗縣頭份市忠孝里12鄰信東路152號,1.0,54,頭份派出所,
HQA00029,公寓,忠孝里12鄰,苗栗縣頭份市忠孝里12鄰忠孝一路132號,1.0,30,頭份派出所,
HQA00030,公寓,忠孝里2鄰,苗栗縣頭份市忠孝里2鄰信東路256號,1.0,413,頭份派出所,
HQA00031,華隆公司,忠孝里23鄰,苗栗縣頭份市忠孝里23鄰忠孝一路69號,1.0,501,頭份派出所,
HQA00032,華隆公司,忠孝里23鄰,苗栗縣頭份市忠孝里23鄰忠孝一路69號,1.0,501,頭份派出所,
HQA00033,大樓,蟠桃里1鄰,苗栗縣頭份市蟠桃里1鄰忠孝二路10號,1.0,3104,頭份派出所,
HQA00035,公寓,忠孝里14鄰,苗栗縣頭份市忠孝里14鄰忠孝一路115號,1.0,24,頭份派出所,
HQA00036,公寓,忠孝里14鄰,苗栗縣頭份市忠孝里14鄰忠孝一路109號,1.0,24,頭份派出所,
HQA00037,公寓,忠孝里14鄰,苗栗縣頭份市忠孝里14鄰忠孝一路102號,1.0,61,頭份派出所,
HQA00038,公寓,忠孝里14鄰,苗栗縣頭份市忠孝里14鄰忠孝一路109號,1.0,24,頭份派出所,
HQA00039,公寓,忠孝里14鄰,苗栗縣頭份市忠孝里14鄰忠孝一路106號,1.0,77,頭份派出所,
HQA00040,公寓,忠孝里14鄰,苗栗縣頭份市忠孝里14鄰忠孝一路113號,1.0,24,頭份派出所,
HQA00041,公寓,忠孝里14鄰,苗栗縣頭份市忠孝里14鄰忠孝一路115號,1.0,24,頭份派出所,
HQA00043,公寓,忠孝里14鄰,苗栗縣頭份市忠孝里14鄰忠孝一路107號,1.0,20,頭份派出所,
HQA00044,公寓,自強里16鄰,苗栗縣頭份市自強里16鄰自強路82號,1.0,149,頭份派出所,
HQA00045,公寓,自強里16鄰,苗栗縣頭份市自強里16鄰自強路1號,1.0,30,頭份派出所,
HQA00051,公寓,忠孝里11鄰,苗栗縣頭份市忠孝里11鄰忠孝一路111巷1號,1.0,213,頭份派出所,
HQA00052,公寓,信義里10鄰,苗栗縣頭份市信義里10鄰中正路103號,1.0,122,頭份派出所,
HQA00053,台灣銀行頭份分行,信義里11鄰,苗栗縣頭份市信義里11鄰中正路65號,1.0,194,頭份派出所,
HQA00054,竹南信用合作社頭份分社,信義里9鄰,苗栗縣頭份市信義里9鄰中正路116號,1.0,78,頭份派出所,
HQA00055,頭份戶政事務所,信義里11鄰,苗栗縣頭份市信義里11鄰和平路68號,1.0,112,頭份派出所,
HQA00056,台灣土地銀行頭份分行,信義里11鄰,苗栗縣頭份市信義里11鄰中華路932號,1.0,200,頭份派出所,
HQA00057,公寓,信義里11鄰,苗栗縣頭份市信義里11鄰中華路928號,1.0,133,頭份派出所,
HQA00058,公寓,信義里11鄰,苗栗縣頭份市信義里11鄰中華路926號,1.0,392,頭份派出所,
HQA00060,公寓,信義里8鄰,苗栗縣頭份市信義里8鄰信義路68號,1.0,18,頭份派出所,
HQA00061,公寓,信義里2鄰,苗栗縣頭份市信義里中山路79號,1.0,58,頭份派出所,
HQA00062,公寓,信義里2鄰,苗栗縣頭份市中山路81號,1.0,41,頭份派出所,
HQA00063,公寓,信義里9鄰,苗栗縣頭份市和平路50號,1.0,333,頭份派出所,
HQA00064,中華電信頭份服務中心,信義里11鄰,苗栗縣頭份市信義里11鄰和平路70號,1.0,266,頭份派出所,
HQA00065,公寓,信義里4鄰,苗栗縣頭份市中山路115巷5號之7,1.0,89,頭份派出所,
HQA00066,公寓,自強里7鄰,苗栗縣頭份市忠孝二路76號,1.0,38,頭份派出所,
HQA00067,公寓,自強里7鄰,苗栗縣頭份市長安街20號,1.0,30,頭份派出所,
HQA00068,公寓,自強里10鄰,苗栗縣頭份市信東路212號,1.0,37,頭份派出所,
HQA00069,公寓,自強里10鄰,苗栗縣頭份市信東路210號,1.0,37,頭份派出所,
HQA00070,公寓,自強里10鄰,苗栗縣頭份市信東路218號,1.0,42,頭份派出所,
HQA00071,公寓,自強里7鄰,"24.69128425132741, 120.90894683374559",1.0,16,頭份派出所,"24.69128425132741, 120.90894683374559"
HQA00072,公寓,自強里10鄰,苗栗縣頭份市自強里10鄰信東路222號,1.0,45,頭份派出所,
HQA00073,公寓,自強里10鄰,苗栗縣頭份市自強里10鄰長泰街3號,1.0,61,頭份派出所,
HQA00074,公寓,自強里10鄰,苗栗縣頭份市自強里10鄰信東路178號,1.0,33,頭份派出所,
HQA00075,公寓,自強里10鄰,苗栗縣頭份市自強里10鄰信東路220號,1.0,52,頭份派出所,
HQA00076,公寓,自強里10鄰,苗栗縣頭份市自強里10鄰信東路214號,1.0,46,頭份派出所,
HQA00077,公寓,自強里7鄰,苗栗縣頭份市自強里7鄰忠孝二路70號,1.0,29,頭份派出所,
HQA00078,公寓,自強里7鄰,苗栗縣頭份市自強里7鄰長安街22號,1.0,30,頭份派出所,
HQA00079,公寓,自強里7鄰,苗栗縣頭份市自強里7鄰長安街16號,1.0,38,頭份派出所,
HQA00080,公寓,自強里7鄰,苗栗縣頭份市自強里7鄰忠孝一路129號,1.0,66,頭份派出所,
HQA00081,公寓,忠孝里1鄰,苗栗縣頭份市忠孝里1鄰長安街113號,1.0,382,頭份派出所,
HQA00082,公寓,自強里5鄰,苗栗縣頭份市自強里5鄰長生街14號,1.0,36,頭份派出所,
HQA00083,公寓,忠孝里9鄰,苗栗縣頭份市忠孝里9鄰長安街96號,1.0,22,頭份派出所,
HQA00084,公寓,自強里6鄰,苗栗縣頭份市自強里6鄰長安街106號,1.0,24,頭份派出所,
HQA00085,公寓,自強里6鄰,苗栗縣頭份市自強里6鄰忠孝一路195號,1.0,20,頭份派出所,
HQA00086,公寓,自強里6鄰,苗栗縣頭份市自強里6鄰長安街80弄1號,1.0,236,頭份派出所,
HQA00087,公寓,自強里6鄰,苗栗縣頭份市自強里6鄰忠孝二路74號,1.0,40,頭份派出所,
HQA00088,公寓,忠孝里9鄰,苗栗縣頭份市忠孝里9鄰長安街9號,1.0,22,頭份派出所,
HQA00089,公寓,自強里7鄰,苗栗縣頭份市自強里7鄰忠孝一路121號,1.0,25,頭份派出所,
HQA00090,公寓,忠孝里8鄰,苗栗縣頭份市忠孝里8鄰忠孝二路66號,1.0,38,頭份派出所,
HQA00091,公寓,忠孝里8鄰,苗栗縣頭份市忠孝里8鄰忠孝二路68號,1.0,40,頭份派出所,
HQA00092,公寓,民權里2鄰,苗栗縣頭份市民權里2鄰中華路815號,1.0,24,頭份派出所,
HQA00093,公寓,民權里2鄰,苗栗縣頭份市民權里2鄰中華路827號,1.0,37,頭份派出所,
HQA00094,公寓,民權里2鄰,苗栗縣頭份市民權里2鄰中華路829號,1.0,29,頭份派出所,
HQA00095,公寓,民權里6鄰,苗栗縣頭份市民權里6鄰東民路19號,1.0,37,頭份派出所,
HQA00096,公寓,民權里1鄰,苗栗縣頭份市民權里1鄰中華路885巷6號,1.0,93,頭份派出所,
HQA00097,公寓,民權里1鄰,苗栗縣頭份市民權里1鄰中華路885巷2號,1.0,102,頭份派出所,
HQA00098,公寓,民權里1鄰,苗栗縣頭份市民權里1鄰中華路891號,1.0,30,頭份派出所,
HQA00099,公寓,民權里2鄰,苗栗縣頭份市民權里2鄰東民路28號,1.0,280,頭份派出所,
HQA00100,大樓,民權里2鄰,苗栗縣頭份市民權里2鄰東民路35號,1.0,1104,頭份派出所,
HQA00101,公寓,民權里1鄰,苗栗縣頭份市民權里1鄰東民路29號,1.0,37,頭份派出所,
HQA00102,公寓,民權里2鄰,苗栗縣頭份市民權里2鄰東興路97號,1.0,64,頭份派出所,
HQA00103,公寓,民權里2鄰,苗栗縣頭份市民權里2鄰東興路99號,1.0,26,頭份派出所,
HQA00107,公寓,民權里8鄰,苗栗縣頭份市民權里8鄰東興路165巷22號,1.0,26,頭份派出所,
HQA00108,公寓,民權里2鄰,苗栗縣頭份市民權里2鄰東興路60巷4號,1.0,65,頭份派出所,
HQA00111,公寓,民權里8鄰,苗栗縣頭份市民權里8鄰三份9號之15,1.0,33,頭份派出所,
HQA00112,公寓,民權里8鄰,苗栗縣頭份市民權里8鄰三份9號之16,1.0,40,頭份派出所,
HQA00114,公寓,民權里5鄰,苗栗縣頭份市民權里5鄰中華路693號,1.0,22,頭份派出所,
HQA00115,公寓,民生里5鄰,苗栗縣頭份市民生街5號,1.0,25,頭份派出所,
HQA00116,公寓,民生里5鄰,苗栗縣頭份市民生街3號,1.0,26,頭份派出所,
HQA00117,進南萬公司,民生里3鄰,苗栗縣頭份市民生里3鄰光華街31弄7號,1.0,638,頭份派出所,
HQA00118,公寓,東庄里19鄰,苗栗縣頭份市華隆路29號,1.0,48,頭份派出所,
HQA00119,公寓,東庄里19鄰,苗栗縣頭份市東庄里19鄰民族路252號,1.0,160,頭份派出所,
HQA00120,台灣電力公司變電所,東庄里19鄰,苗栗縣頭份市東庄里19鄰民族路370號,1.0,314,頭份派出所,
HQA00121,公寓,東庄里6鄰,苗栗縣頭份市東庄里6鄰民族路313號,1.0,54,頭份派出所,
HQA00122,公寓,東庄里6鄰,苗栗縣頭份市東庄里6鄰自強路2段68號,1.0,426,頭份派出所,
HQA00123,大樓,東庄里6鄰,苗栗縣頭份市東庄里6鄰自強路2段25號,2.0,3521,頭份派出所,
HQA00124,公寓,東庄里9鄰,苗栗縣頭份市東庄里9鄰民族路414號,1.0,33,頭份派出所,
HQA00126,公寓,東庄里9鄰,苗栗縣頭份市東庄里9鄰民族路418號,1.0,41,頭份派出所,
HQA00127,公寓,東庄里9鄰,苗栗縣頭份市東庄里9鄰民族路426號,1.0,52,頭份派出所,
HQA00128,公寓,東庄里9鄰,苗栗縣頭份市東庄里9鄰民族路436號,1.0,26,頭份派出所,
HQA00129,公寓,東庄里9鄰,苗栗縣頭份市東庄里9鄰民族路438號,1.0,29,頭份派出所,
HQA00130,公寓,東庄里9鄰,苗栗縣頭份市東庄里9鄰民族路440號,1.0,20,頭份派出所,
HQA00134,公寓,東庄里15鄰,苗栗縣頭份市東庄里15鄰信義路195號,1.0,45,頭份派出所,
HQA00136,公寓,蟠桃里3鄰,苗栗縣頭份市蟠桃里3鄰蟠桃63號,1.0,269,頭份派出所,
HQA00137,公寓,蟠桃里4鄰,"24.69075189414212, 120.89792066756605",1.0,26,頭份派出所,"24.69075189414212, 120.89792066756605"
HQA00138,公寓,蟠桃里4鄰,苗栗縣頭份市蟠桃里4鄰擁翠庭13號,1.0,400,頭份派出所,
HQA00139,公寓,蟠桃里6鄰,苗栗縣頭份市蟠桃100號之18,1.0,33,頭份派出所,
HQA00140,公寓,建國里10鄰,苗栗縣頭份市建國里10鄰信義路345號之3,1.0,53,頭份派出所,
HQA00142,公寓,建國里10鄰,苗栗縣頭份市建國里10鄰信義路343號,1.0,53,頭份派出所,
HQA00143,公寓,田寮里18鄰,苗栗縣頭份市田寮里18鄰蘆竹路430號,1.0,26,尖山派出所,
HQA00144,公寓,田寮里18鄰,苗栗縣頭份市田寮里18鄰蘆竹路434號,1.0,26,尖山派出所,
HQA00145,公寓,田寮里18鄰,苗栗縣頭份市田寮里18鄰蘆竹路436號,1.0,26,尖山派出所,
HQA00146,公寓,田寮里18鄰,苗栗縣頭份市田寮里18鄰蘆竹路432號,1.0,26,尖山派出所,
HQA00147,公寓,田寮里19鄰,苗栗縣頭份市田寮里19鄰自強路531號,1.0,93,尖山派出所,
HQA00149,公寓,田寮里18鄰,苗栗縣頭份市田寮里18鄰蘆竹路340號,1.0,36,尖山派出所,
HQA00150,公寓,田寮里21鄰,苗栗縣頭份市田寮里21鄰蘆竹路453號,1.0,200,尖山派出所,
HQA00151,公寓,田寮里18鄰,苗栗縣頭份市田寮里18鄰蘆竹路353號,1.0,40,尖山派出所,
HQA00152,公寓,田寮里18鄰,苗栗縣頭份市田寮里18鄰蘆竹路355號,1.0,60,尖山派出所,
HQA00153,公寓,田寮里18鄰,苗栗縣頭份市田寮里18鄰蘆竹路359號,1.0,42,尖山派出所,
HQA00154,公寓,田寮里18鄰,苗栗縣頭份市田寮里18鄰蘆竹路338號,1.0,36,尖山派出所,
HQA00155,公寓,田寮里21鄰,苗栗縣頭份市田寮里21鄰蘆竹路339巷15號,1.0,57,尖山派出所,
HQA00156,公寓,田寮里8鄰,苗栗縣頭份市田寮里南田街175號,1.0,26,尖山派出所,
HQA00157,公寓,田寮里21鄰,苗栗縣頭份市田寮里21鄰蘆竹路453號,1.0,33,尖山派出所,
HQA00158,公寓,田寮里18鄰,苗栗縣頭份市田寮里18鄰蘆竹路438號,1.0,37,尖山派出所,
HQA00160,公寓,田寮里10鄰,苗栗縣頭份市田寮里10鄰維新街20號,1.0,65,尖山派出所,
HQA00161,公寓,田寮里21鄰,苗栗縣頭份市田寮里21鄰蘆竹路295號,1.0,180,尖山派出所,
HQA00163,公寓,民權里3鄰,苗栗縣頭份市民權里3鄰中華路720號,1.0,73,頭份派出所,
HQA00166,公寓,民權里3鄰,苗栗縣頭份市民權里3鄰中華路756號,1.0,26,頭份派出所,
HQA00167,公寓,民權里3鄰,苗栗縣頭份市民權里3鄰中華路784號,1.0,16,頭份派出所,
HQA00168,公寓,民權里3鄰,苗栗縣頭份市民權里3鄰中華路764號,1.0,16,頭份派出所,
HQA00169,公寓,民權里3鄰,苗栗縣頭份市民權里3鄰中華路788號,1.0,16,頭份派出所,
HQA00170,公寓,民權里3鄰,苗栗縣頭份市民權里3鄰中華路790號,1.0,26,頭份派出所,
HQA00171,公寓,民權里3鄰,苗栗縣頭份市民權里3鄰中華路794號,1.0,46,頭份派出所,
HQA00172,公寓,民權里4鄰,苗栗縣頭份市民權里4鄰中華路734巷27號,1.0,22,頭份派出所,
HQA00173,公寓,民權里3鄰,苗栗縣頭份市民權里3鄰中華路734巷46號,1.0,25,頭份派出所,
HQA00174,公寓,民權里4鄰,苗栗縣頭份市民權里4鄰中華路734巷48號,1.0,25,頭份派出所,
HQA00175,公寓,民生里10鄰,苗栗縣頭份市民生里10鄰中華路533號,1.0,337,頭份派出所,
HQA00176,公寓,民生里9鄰,苗栗縣頭份市民生里9鄰中華路641號,1.0,133,頭份派出所,
HQA00177,公寓,民生里10鄰,苗栗縣頭份市民生里10鄰中華路521巷12號,1.0,54,頭份派出所,
HQA00178,公寓,民權里3鄰,苗栗縣頭份市民權里3鄰中華路736號,1.0,50,頭份派出所,
HQA00180,公寓,民權里3鄰,苗栗縣頭份市民權里3鄰中華路718號,1.0,40,頭份派出所,
HQA00184,公寓,仁愛里4鄰,苗栗縣頭份市仁愛里4鄰銀河路50號,1.0,30,頭份派出所,
HQA00185,公寓,仁愛里6鄰,苗栗縣頭份市仁愛里6鄰信義路3號,1.0,57,頭份派出所,
HQA00186,公寓,仁愛里5鄰,苗栗縣頭份市仁愛里5鄰信義路12號,1.0,46,頭份派出所,
HQA00187,公寓,仁愛里9鄰,苗栗縣頭份市仁愛里9鄰和平路19號,1.0,46,頭份派出所,
HQA00188,頭份市公所體育館,仁愛里1鄰,苗栗縣頭份市仁愛里1鄰中山路234號,1.0,260,頭份派出所,
HQA00189,公寓,仁愛里11鄰,苗栗縣頭份市仁愛里11鄰中興巷32號之16,1.0,28,頭份派出所,
HQA00190,公寓,仁愛里11鄰,苗栗縣頭份市仁愛里11鄰中興巷32號之14,1.0,28,頭份派出所,
HQA00191,公寓,仁愛里10鄰,苗栗縣頭份市仁愛里10鄰民族路1號,1.0,96,頭份派出所,
HQA00192,公寓,仁愛里9鄰,苗栗縣頭份市仁愛里9鄰和平路13號,1.0,106,頭份派出所,
HQA00193,公寓,仁愛里3鄰,苗栗縣頭份市仁愛里3鄰仁愛路8號,1.0,60,頭份派出所,
HQA00194,公寓,仁愛里11鄰,苗栗縣頭份市仁愛里11鄰中興巷32號之6,1.0,44,頭份派出所,
HQA00195,公寓,仁愛里11鄰,苗栗縣頭份市仁愛里11鄰中興巷32號之12,1.0,29,頭份派出所,
HQA00196,公寓,仁愛里12鄰,苗栗縣頭份市仁愛里12鄰銀河路30號,1.0,80,頭份派出所,
HQA00197,公寓,仁愛里12鄰,苗栗縣頭份市仁愛里12鄰日新街11號,1.0,50,頭份派出所,
HQA00198,公寓,仁愛里9鄰,苗栗縣頭份市仁愛里中山路64號,1.0,18,頭份派出所,
HQA00199,公寓,仁愛里9鄰,苗栗縣頭份市仁愛里9鄰中山路66號,1.0,37,頭份派出所,
HQA00200,公寓,仁愛里3鄰,苗栗縣頭份市仁愛里3鄰仁愛路11號,1.0,85,頭份派出所,
HQA00201,公寓,仁愛里1鄰,苗栗縣頭份市仁愛里1鄰中山路218號,1.0,21,頭份派出所,
HQA00202,公寓,仁愛里8鄰,苗栗縣頭份市仁愛里8鄰和平路14號,1.0,28,頭份派出所,
HQA00203,頭份市公所,仁愛里8鄰,苗栗縣頭份市仁愛里8鄰中山路234號,1.0,401,頭份派出所,
HQA00204,公寓,仁愛里11鄰,苗栗縣頭份市仁愛里11鄰銀河路106號,1.0,62,頭份派出所,
HQA00205,公寓,仁愛里14鄰,苗栗縣頭份市仁愛里14鄰中山路187號,1.0,50,頭份派出所,
HQA00206,公寓,仁愛里2鄰,苗栗縣頭份市中山路175號,1.0,30,頭份派出所,
HQA00207,公寓,仁愛里2鄰,苗栗縣頭份市仁愛里2鄰信東路31號,1.0,50,頭份派出所,
HQA00208,公寓,仁愛里2鄰,苗栗縣頭份市中山路175號,1.0,52,頭份派出所,
HQA00209,公寓,仁愛里2鄰,苗栗縣頭份市仁愛里2鄰信東路33號,1.0,41,頭份派出所,
HQA00210,公寓,仁愛里12鄰,苗栗縣頭份市仁愛里12鄰銀河路33號,1.0,354,頭份派出所,
HQA00211,公寓,仁愛里13鄰,苗栗縣頭份市仁愛里13鄰中山路212號,1.0,68,頭份派出所,
HQA00212,大樓,仁愛里11鄰,苗栗縣頭份市仁愛里11鄰銀河路92號,2.0,684,頭份派出所,
HQA00213,公寓,成功里10鄰,苗栗縣頭份市成功里10鄰建國路183號,1.0,30,頭份派出所,
HQA00214,公寓,成功里10鄰,苗栗縣頭份市成功里10鄰建國路185號,1.0,30,頭份派出所,
HQA00219,公寓,成功里7鄰,苗栗縣頭份市成功里7鄰信東路316號,1.0,30,頭份派出所,
HQA00220,公寓,成功里7鄰,苗栗縣頭份市成功里7鄰山下街69號,1.0,169,頭份派出所,
HQA00221,公寓,成功里7鄰,苗栗縣頭份市成功里蟠桃47之20號,1.0,26,頭份派出所,
HQA00222,公寓,成功里3鄰,苗栗縣頭份市成功里3鄰節約街34號,1.0,24,頭份派出所,
HQA00223,公寓,成功里3鄰,苗栗縣頭份市成功里3鄰節約街29號,1.0,22,頭份派出所,
HQA00224,公寓,成功里7鄰,苗栗縣頭份市成功里中興路60號,1.0,20,頭份派出所,
HQA00225,大樓,成功里2鄰,苗栗縣頭份市成功里2鄰建國路119號,2.0,2704,頭份派出所,
HQA00226,公寓,成功里2鄰,苗栗縣頭份市成功里2鄰成功路111號,1.0,33,頭份派出所,
HQA00227,公寓,成功里1鄰,苗栗縣頭份市成功里1鄰忠孝一路290號,1.0,34,頭份派出所,
HQA00229,公寓,成功里4鄰,苗栗縣頭份市成功里4鄰成功路41號,1.0,34,頭份派出所,
HQA00230,公寓,成功里4鄰,苗栗縣頭份市成功里4鄰成功路53號,1.0,42,頭份派出所,
