電腦編號,類別,村里,地址,地下層數,容量,轄管所別,備註
HMA00611,大樓,建功里,苗栗縣苗栗市中正路240號,2.0,"1090 ",北苗所,
HMA00210,公寓,建功里,苗栗縣苗栗市中正路264號,1.0,"30 ",北苗所,
HMA00613,建功國小,建功里,苗栗縣苗栗市中正路241號,1.0,"465 ",北苗所,
HMA00614,公寓,建功里,苗栗縣苗栗市中正路328號,1.0,"26 ",北苗所,
HMA00616,公寓,建功里,苗栗縣苗栗市中山路253號,1.0,"156 ",北苗所,
HMA00617,公寓,建功里,苗栗縣苗栗市中正路336號,1.0,"106 ",北苗所,
HMA00619,公寓,建功里,苗栗縣苗栗市中山路269號,1.0,"13 ",北苗所,
HMA00620,公寓,建功里,苗栗縣苗栗市中山路267號,1.0,"13 ",北苗所,
HMA00621,縣立體育館,建功里,苗栗縣苗栗市中正路191號,1.0,"1333 ",北苗所,
HMA00622,公寓,建功里,苗栗縣苗栗市建功街11號,1.0,"49 ",北苗所,
HMA00623,公寓,建功里,苗栗縣苗栗市中正路310號,1.0,"36 ",北苗所,
HMA00624,建功國小,建功里,苗栗縣苗栗市中正路241號,1.0,"40 ",北苗所,
HMA00625,公寓,建功里,苗栗縣苗栗市中正路265號,1.0,"64 ",北苗所,
HMA00625-1,公寓,建功里,苗栗縣苗栗市中正路222號,1.0,"17 ",北苗所,
HMA00626,公寓,建功里,苗栗縣苗栗市建功街31號,1.0,"38 ",北苗所,
HMA00628,公寓,建功里,苗栗縣苗栗市中正路335號,1.0,"26 ",北苗所,
HMA00629,公寓,建功里,苗栗縣苗栗市中正路315號,1.0,"30 ",北苗所,
HMA00630,公寓,建功里,苗栗縣苗栗市中正路325號,1.0,"66 ",北苗所,
HMA00631,公寓,建功里,苗栗縣苗栗市中正路327號,1.0,"62 ",北苗所,
HMA00632,公寓,建功里,苗栗縣苗栗市中正路323號,1.0,"109 ",北苗所,
HMA00633,公寓,建功里,苗栗縣苗栗市中正路319號,1.0,"53 ",北苗所,
HMA00634,公寓,建功里,苗栗縣苗栗市中正路331號,1.0,"33 ",北苗所,
HMA00635,公寓,建功里,苗栗縣苗栗市中正路289巷19號,1.0,"46 ",北苗所,
HMA00636,公寓,建功里,苗栗縣苗栗市建功街32巷19號,1.0,"30 ",北苗所,
HMA00638,公寓,建功里,苗栗縣苗栗市建功街32巷15號,1.0,"25 ",北苗所,
HMA00639,公寓,建功里,苗栗縣苗栗市中正路275號,1.0,"164 ",北苗所,
HMA00640,公寓,建功里,苗栗縣苗栗市中正路333巷6-1號,1.0,"36 ",北苗所,
HMA00641,公寓,建功里,苗栗縣苗栗市中正路26號,1.0,"120 ",北苗所,
HMA00643,公寓,建功里,苗栗縣苗栗市中正路354巷1號,1.0,"24 ",北苗所,
HMA00644,公寓,建功里,苗栗縣苗栗市中正路339號,1.0,"36 ",北苗所,
HMA00645,公寓,建功里,苗栗縣苗栗市中正路344號,1.0,"45 ",北苗所,
HMA00646,公寓,建功里,苗栗縣苗栗市中正路289巷21弄7號,1.0,"53 ",北苗所,
HMA001218,大樓,北苗里,苗栗縣苗栗市自治路567巷80號,1.0,"390 ",北苗所,
HMA00649,公寓,北苗里,苗栗縣苗栗市北苗11-1號,1.0,"26 ",北苗所,
HMA00651,公寓,北苗里,苗栗縣苗栗市蕉嶺街16號,1.0,"26 ",北苗所,
HMA00652,公寓,北苗里,苗栗縣苗栗市蕉嶺街18號,1.0,"26 ",北苗所,
HMA00653,公寓,北苗里,苗栗縣苗栗市蕉嶺街20號,1.0,"26 ",北苗所,
HMA00654,公寓,北苗里,苗栗縣苗栗市蕉嶺街22號,1.0,"26 ",北苗所,
HMA00655,公寓,北苗里,苗栗縣苗栗市蕉嶺街23號,1.0,"80 ",北苗所,
HMA00656,公寓,北苗里,苗栗縣苗栗市自治路86號,1.0,"108 ",北苗所,
HMA00657,公寓,北苗里,苗栗縣苗栗市自治路90號,1.0,"108 ",北苗所,
HMA00658,公寓,北苗里,苗栗縣苗栗市自治路62巷31號,1.0,"46 ",北苗所,
HMA00659,公寓,北苗里,苗栗縣苗栗市自治路62巷33號,1.0,"46 ",北苗所,
HMA006599,公寓,北苗里,苗栗縣苗栗市自治路62巷29號,1.0,"48 ",北苗所,
HMA00660,公寓,北苗里,苗栗縣苗栗市自治路62巷15號,1.0,"794 ",北苗所,
HMA00661,公寓,北苗里,苗栗縣苗栗市自治路62巷26號,1.0,"77 ",北苗所,
HMA00662,公寓,北苗里,苗栗縣苗栗市自治路62巷11號,1.0,"38 ",北苗所,
HMA00663,公寓,北苗里,苗栗縣苗栗市自治路62巷22號,1.0,"77 ",北苗所,
HMA00664,公寓,北苗里,苗栗縣苗栗市自治路62巷2號,1.0,"64 ",北苗所,
HMA00665,公寓,北苗里,苗栗縣苗栗市自治路62巷8號,1.0,"58 ",北苗所,
HMA00666,公寓,北苗里,苗栗縣苗栗市自治路62巷12號,1.0,"54 ",北苗所,
HMA00667,中正圖書館,北苗里,苗栗縣苗栗市自治路50號,1.0,"266 ",北苗所,
HMA00668,都市發展局,北苗里,苗栗縣苗栗市英才路45號,1.0,"2062 ",北苗所,
HMA00669,公寓,北苗里,苗栗縣苗栗市自治路52巷47號,1.0,"36 ",北苗所,
HMA00670,公寓,北苗里,苗栗縣苗栗市龍川街11號,1.0,"80 ",北苗所,
HMA00671,大樓,北苗里,苗栗縣苗栗市文峰街32號,1.0,"622 ",北苗所,
HMA00672,公寓,北苗里,苗栗縣苗栗市自治路52巷37號,1.0,"40 ",北苗所,
HMA00673,公寓,北苗里,苗栗縣苗栗市自治路52巷35號,1.0,"40 ",北苗所,
HMA00674,公寓,北苗里,苗栗縣苗栗市自治路52巷9號之5,1.0,"70 ",北苗所,
HMA00675,公寓,北苗里,苗栗縣苗栗市自治路182巷2弄1號,1.0,"106 ",北苗所,
HMA00676,公寓,北苗里,苗栗縣苗栗市自治路182巷2弄23號,1.0,"66 ",北苗所,
HMA00677,公寓,北苗里,苗栗縣苗栗市自治路182巷2弄20號,1.0,"38 ",北苗所,
HMA00677-1,公寓,北苗里,苗栗縣苗栗市自治路182巷2弄22號,1.0,"38 ",北苗所,
HMA00678,公寓,北苗里,苗栗縣苗栗市自治路82巷6號,1.0,"120 ",北苗所,
HMA00679,公寓,北苗里,苗栗縣苗栗市自治路82巷24號,1.0,"80 ",北苗所,
HMA00680,公寓,北苗里,苗栗縣苗栗市自治路82巷53號,1.0,"48 ",北苗所,
HMA00681,公寓,建功里,苗栗縣苗栗市縣府路122號,1.0,"54 ",北苗所,
HMA00682,公寓,建功里,苗栗縣苗栗市忠孝路21號,1.0,"34 ",北苗所,
HMA00683,公寓,建功里,苗栗縣苗栗市忠孝路1號,1.0,"16 ",北苗所,
HMA00684,公寓,建功里,苗栗縣苗栗市忠孝路27號,1.0,"94 ",北苗所,
HMA00685,公寓,建功里,苗栗縣苗栗市和平路131號,1.0,"27 ",北苗所,
HMA00686,苗栗稅捐處,建功里,苗栗縣苗栗市府前路46號,1.0,"462 ",北苗所,
HMA00687,公寓,建功里,苗栗縣苗栗市民族路66巷17弄10號,1.0,"19 ",北苗所,
HMA00688,公寓,建功里,苗栗縣苗栗市民族路66巷17弄11號,1.0,"19 ",北苗所,
HMA00689,公寓,建功里,苗栗縣苗栗市民族路66巷17弄12號,1.0,"19 ",北苗所,
HMA00690,公寓,建功里,苗栗縣苗栗市民族路54號,1.0,"51 ",北苗所,
HMA00691,公寓,建功里,苗栗縣苗栗市民族路58號,1.0,"240 ",北苗所,
HMA00692,農田水利會,建功里,苗栗縣苗栗市民族路61號,1.0,"668 ",北苗所,
HMA00693,公寓,建功里,苗栗縣苗栗市府東路2-6號,1.0,"28 ",北苗所,
HMA00694,公寓,建功里,苗栗縣苗栗市府東路6號,1.0,"30 ",北苗所,
HMA00695,公寓,建功里,苗栗縣苗栗市府東路8號,1.0,"20 ",北苗所,
HMA00696,公寓,建功里,苗栗縣苗栗市府東路10號,1.0,"74 ",北苗所,
HMA00697,公寓,建功里,苗栗縣苗栗市府東路23號,1.0,"174 ",北苗所,
HMA00698,公寓,建功里,苗栗縣苗栗市和平路67號,1.0,"59 ",北苗所,
HMA00699,苗栗市公所,建功里,苗栗縣苗栗市和平路63號,1.0,"31 ",北苗所,
HMA00700,公寓,建功里,苗栗縣苗栗市縣府路141號,1.0,"67 ",北苗所,
HMA00701,公寓,建功里,苗栗縣苗栗市縣府路134號,1.0,"57 ",北苗所,
HMA00702,公寓,建功里,苗栗縣苗栗市縣府路140號,1.0,"71 ",北苗所,
HMA00703,公寓,建功里,苗栗縣苗栗市縣府路142號,1.0,"71 ",北苗所,
HMA00704,公寓,建功里,苗栗縣苗栗市縣府路154號,1.0,"63 ",北苗所,
HMA00705,公寓,建功里,苗栗縣苗栗市縣府路156號,1.0,"62 ",北苗所,
HMA00706,公寓,建功里,苗栗縣苗栗市縣府路158號,1.0,"47 ",北苗所,
HMA00707,公寓,建功里,苗栗縣苗栗市縣府路160號,1.0,"47 ",北苗所,
HMA00708,苗栗稅捐處,建功里,苗栗縣苗栗市府前路46號,1.0,"32 ",北苗所,
HMA00709,公寓,建功里,苗栗縣苗栗市府前路86號,1.0,"40 ",北苗所,
HMA00710,公寓,建功里,苗栗縣苗栗市府前路90號,1.0,"46 ",北苗所,
HMA00711,公寓,建功里,苗栗縣苗栗市府前路94號,1.0,"28 ",北苗所,
HMA00712,公寓,建功里,苗栗縣苗栗市府前路96號,1.0,"32 ",北苗所,
HMA00713,公寓,建功里,苗栗縣苗栗市和平路113號,1.0,"42 ",北苗所,
HMA00714,公寓,建功里,苗栗縣苗栗市和平路115號,1.0,"42 ",北苗所,
HMA00715,公寓,建功里,苗栗縣苗栗市和平路121號,1.0,"67 ",北苗所,
HMA00716,公寓,建功里,苗栗縣苗栗市和平路125號,1.0,"67 ",北苗所,
HMA00717,公寓,建功里,苗栗縣苗栗市和平路129號,1.0,"34 ",北苗所,
HMA00718,公寓,建功里,苗栗縣苗栗市和平路137號,1.0,"38 ",北苗所,
HMA00719,公寓,建功里,苗栗縣苗栗市饒平街16號,1.0,"200 ",北苗所,
HMA00720,公寓,建功里,苗栗縣苗栗市忠孝路3號,1.0,"154 ",北苗所,
HMA00721,公寓,建功里,苗栗縣苗栗市忠孝路7號,1.0,"107 ",北苗所,
HMA00722,公寓,建功里,苗栗縣苗栗市忠孝路15巷9號,1.0,"167 ",北苗所,
HMA00723,公寓,建功里,苗栗縣苗栗市忠孝路15巷16號,1.0,"134 ",北苗所,
HMA00724,公寓,建功里,苗栗縣苗栗市自治路59號,1.0,"134 ",北苗所,
HMA00725,公寓,建功里,苗栗縣苗栗市民族路66巷17弄9號,1.0,"19 ",北苗所,
HMA00726,公寓,建功里,苗栗縣苗栗市民族路66巷17弄8號,1.0,"19 ",北苗所,
HMA00727,公寓,北苗里,苗栗縣苗栗市自治路82巷55號,1.0,"48 ",北苗所,
HMA001222,大樓,北苗里,苗栗縣苗栗市文峯街95號,1.0,"300 ",北苗所,
HMA001224,建功國小,建功里,苗栗縣苗栗市中正路241號,1.0,"379 ",北苗所,
HMA00728,公寓,文山里,苗栗縣苗栗市橫車路323號,1.0,"17 ",文山所,
HMA00729,公寓,文山里,苗栗縣苗栗市橫車路323號,1.0,"16 ",文山所,
HMA00732,公寓,文山里,苗栗縣苗栗市文山11號,1.0,"41 ",文山所,
HMA00733,公寓,文山里,苗栗縣苗栗市文發路76巷7號,1.0,"53 ",文山所,
HMA00734,公寓,文山里,苗栗縣苗栗市文發路82號,1.0,"33 ",文山所,
HMA00735,公寓,文山里,苗栗縣苗栗市文發路98巷18弄10號,1.0,"29 ",文山所,
HMA00736,公寓,文山里,苗栗縣苗栗市文發路98巷18弄11號,1.0,"33 ",文山所,
HMA00737,公寓,文山里,苗栗縣苗栗市文發路98巷18弄9號,1.0,"34 ",文山所,
HMA00738,公寓,文山里,苗栗縣苗栗市至公路3號,1.0,"18 ",文山所,
HMA00739,公寓,文山里,苗栗縣苗栗市至公路566號,1.0,"33 ",文山所,
HMA00740,公寓,文山里,苗栗縣苗栗市至公路584號,1.0,"20 ",文山所,
HMA00741,公寓,文山里,苗栗縣苗栗市至公路586號,1.0,"20 ",文山所,
HMA00742,公寓,文山里,苗栗縣苗栗市至公路588號,1.0,"20 ",文山所,
HMA00743,公寓,文山里,苗栗縣苗栗市至公路590號,1.0,"20 ",文山所,
HMA00744,公寓,文山里,苗栗縣苗栗市至公路592號,1.0,"26 ",文山所,
HMA00745,公寓,文山里,苗栗縣苗栗市至公路594巷1號,1.0,"18 ",文山所,
HMA00746,公寓,文山里,苗栗縣苗栗市至公路594巷2號,1.0,"18 ",文山所,
HMA00747,公寓,文山里,苗栗縣苗栗市至公路594巷4號,1.0,"18 ",文山所,
HMA00748,公寓,文山里,苗栗縣苗栗市至公路594巷5號,1.0,"18 ",文山所,
HMA00749,公寓,文山里,苗栗縣苗栗市至公路594巷6號,1.0,"18 ",文山所,
HMA00750,公寓,文山里,苗栗縣苗栗市至公路594巷7號,1.0,"18 ",文山所,
HMA00751,公寓,文山里,苗栗縣苗栗市至公路594巷8號,1.0,"17 ",文山所,
HMA001192,公寓,文山里,苗栗縣苗栗市國華路776號,1.0,"194 ",文山所,
HMA00756,公寓,文山里,苗栗縣苗栗市文城街231號,1.0,"30 ",文山所,
HMA00757,公寓,文山里,苗栗縣苗栗市文城街232號,1.0,"32 ",文山所,
HMA00758,公寓,文山里,苗栗縣苗栗市文城街235號,1.0,"34 ",文山所,
HMA00759,公寓,文山里,苗栗縣苗栗市文發路100號,1.0,"24 ",文山所,
HMA00760,公寓,文山里,苗栗縣苗栗市國華路948號,1.0,"32 ",文山所,
HMA00761,公寓,文山里,苗栗縣苗栗市文城街101號,1.0,"50 ",文山所,
HMA00762,公寓,文山里,苗栗縣苗栗市文城街105號,1.0,"45 ",文山所,
HMA00763,公寓,文山里,苗栗縣苗栗市文城街106號,1.0,"46 ",文山所,
HMA00764,公寓,文山里,苗栗縣苗栗市文城街107號,1.0,"30 ",文山所,
HMA00765,公寓,文山里,苗栗縣苗栗市文城街117號,1.0,"41 ",文山所,
HMA00766,公寓,文山里,苗栗縣苗栗市文城街126號,1.0,"57 ",文山所,
HMA00767,公寓,文山里,苗栗縣苗栗市文城街136號,1.0,"37 ",文山所,
HMA00768,公寓,文山里,苗栗縣苗栗市文城街137號,1.0,"37 ",文山所,
HMA00769,公寓,文山里,苗栗縣苗栗市文城街1-45號,1.0,"301 ",文山所,
HMA00770,公寓,文山里,苗栗縣苗栗市文城街146號,1.0,"33 ",文山所,
HMA00771,公寓,文山里,苗栗縣苗栗市文城街202號,1.0,"201 ",文山所,
HMA00772,公寓,文山里,苗栗縣苗栗市文城街203-1號,1.0,"60 ",文山所,
HMA00773,公寓,文山里,苗栗縣苗栗市文城街26號,1.0,"29 ",文山所,
HMA00774,公寓,文山里,苗栗縣苗栗市文城街72號,1.0,"30 ",文山所,
HMA00775,公寓,文山里,苗栗縣苗栗市文城街82號,1.0,"34 ",文山所,
HMA00776,公寓,文山里,苗栗縣苗栗市文城街83號,1.0,"33 ",文山所,
HMA00777,公寓,文山里,苗栗縣苗栗市文城街84號,1.0,"32 ",文山所,
HMA00778,公寓,文山里,苗栗縣苗栗市文城街87號,1.0,"48 ",文山所,
HMA00779,公寓,文山里,苗栗縣苗栗市文城街88號,1.0,"32 ",文山所,
HMA00780,公寓,文山里,苗栗縣苗栗市文城街89號,1.0,"32 ",文山所,
HMA00781,公寓,文山里,苗栗縣苗栗市文城街98號,1.0,"48 ",文山所,
HMA00782,公寓,文山里,苗栗縣苗栗市國華路202號,1.0,"3978 ",文山所,
HMA00783,公寓,文山里,苗栗縣苗栗市國華路871號,1.0,"29 ",文山所,
HMA00784,公寓,文山里,苗栗縣苗栗市國華路903號,1.0,"29 ",文山所,
HMA00785,公寓,文山里,苗栗縣苗栗市國華路923號,1.0,"29 ",文山所,
HMA00786,苗栗魚市場,文山里,苗栗縣苗栗市至公路602號,1.0,"276 ",文山所,
HMA001217,大樓,文山里,苗栗縣苗栗市自治路408巷37號,1.0,"635 ",文山所,
HMA00788,公寓,文聖里,苗栗縣苗栗市文發路294號,1.0,"74 ",文山所,
HMA00789,公寓,文聖里,苗栗縣苗栗市文發路296號,1.0,"74 ",文山所,
HMA00790,公寓,文聖里,苗栗縣苗栗市文發路298號,1.0,"74 ",文山所,
HMA00792,亨衢公司,文聖里,"24.578366171747327, 120.8250425580856",1.0,"93 ",文山所,"24.578366171747327, 120.8250425580856"
HMA00793,長春化學,文聖里,苗栗縣苗栗市文山245號,1.0,"329 ",文山所,
HMA00794,永原製材,文聖里,"24.59026646304099, 120.81050799515079",1.0,"58 ",文山所,"24.59026646304099, 120.81050799515079"
HMA00795,新菊利,文聖里,苗栗縣苗栗市文山228號,1.0,"86 ",文山所,
HMA00797,長春化學,文聖里,苗栗縣苗栗市文山245號,1.0,"505 ",文山所,
HMA00798,長春化學,文聖里,苗栗縣苗栗市文山245號,1.0,"510 ",文山所,
HMA00799,長春化學,文聖里,苗栗縣苗栗市文山245號,1.0,"8833 ",文山所,
HMA00800,長春化學,文聖里,苗栗縣苗栗市文山246之1號,1.0,"40 ",文山所,
HMA00804,長春化學,文聖里,苗栗縣苗栗市文山245號,1.0,"1054 ",文山所,
HMA00806,惠元陶瓷,文聖里,苗栗縣苗栗市橫車路226號,1.0,"60 ",文山所,
HMA00808,雷光金屬,文聖里,苗栗縣苗栗市橫車路332巷190號,1.0,"52 ",文山所,
HMA00809,公寓,文聖里,苗栗縣苗栗市文發路285號,1.0,"93 ",文山所,
HMA00810,公寓,福麗里,苗栗縣苗栗市民族路101巷22號,1.0,"84 ",文山所,
HMA00816,寶順塑膠,南勢里,苗栗縣苗栗市坪頂東32號,1.0,"273 ",文山所,
HMA00817,苗栗看守所,南勢里,苗栗縣苗栗市南勢100號,1.0,"446 ",文山所,"24.52251799293775, 120.78963098265494"
HMA00818,聯合大學,南勢里,苗栗縣苗栗市聯大2號,1.0,"2885 ",南苗所,
HMA00819,聯合大學,南勢里,苗栗縣苗栗市聯大2號,1.0,"517 ",南苗所,
HMA00820,苗栗氧氣場,南勢里,苗栗縣苗栗市新勝11-1號,1.0,"97 ",文山所,
HMA00822,新英國小,南勢里,苗栗縣苗栗市新勝8號,1.0,"33 ",文山所,
HMA00823,新晉發公司,新川里,苗栗縣苗栗市大坑18號,1.0,"101 ",文山所,
HMA00825,苗栗高中,福麗里,苗栗縣苗栗市至公路183號,1.0,"18740 ",文山所,
HMA00826,公寓,福麗里,苗栗縣苗栗市至公路294-1號,1.0,"76 ",文山所,
HMA00827,公寓,福麗里,苗栗縣苗栗市至公路294號,1.0,"20 ",文山所,
HMA00828,公寓,福麗里,苗栗縣苗栗市至公路296號,1.0,"70 ",文山所,
HMA00829,公寓,福麗里,苗栗縣苗栗市至公路348號,1.0,"53 ",文山所,
HMA00829-1,公寓,福麗里,苗栗縣苗栗市至公路356號,1.0,"60 ",文山所,
HMA00830,公寓,福麗里,苗栗縣苗栗市國華路1138巷12號,1.0,"1372 ",文山所,
HMA00831,公寓,福麗里,苗栗縣苗栗市至公路359號,1.0,"32 ",文山所,
HMA00832,公寓,福麗里,苗栗縣苗栗市至公路389號,1.0,"36 ",文山所,
HMA00833,公寓,福麗里,苗栗縣苗栗市至公路413號,1.0,"45 ",文山所,
HMA00834,公寓,福麗里,苗栗縣苗栗市至公路1412號,1.0,"54 ",文山所,
HMA00836,公寓,福麗里,苗栗縣苗栗市至公路1438號,1.0,"30 ",文山所,
HMA00838,公寓,福麗里,苗栗縣苗栗市至公路577號,1.0,"20 ",文山所,
HMA00839,公寓,福麗里,苗栗縣苗栗市至公路579號,1.0,"22 ",文山所,
HMA00840,公寓,福麗里,苗栗縣苗栗市至公路581號,1.0,"14 ",文山所,
HMA00841,苗栗監理站,福麗里,苗栗縣苗栗市至公路98號,1.0,"229 ",文山所,
HMA00842,苗栗監理站,福麗里,苗栗縣苗栗市福麗98號,1.0,"120 ",文山所,
HMA00843,苗栗監理站,福麗里,苗栗縣苗栗市福麗98號,1.0,"388 ",文山所,
HMA00844,公寓,福麗里,苗栗縣苗栗市府前路166號,1.0,"45 ",文山所,
HMA00845,公寓,福麗里,苗栗縣苗栗市府前路168號,1.0,"40 ",文山所,
HMA00846,公寓,福麗里,苗栗縣苗栗市饒平街13號,1.0,"182 ",文山所,
HMA00847,公寓,福麗里,苗栗縣苗栗市饒平街5號,1.0,"48 ",文山所,
HMA00848,公寓,福麗里,苗栗縣苗栗市饒平街21號,1.0,"50 ",文山所,
HMA00849,公寓,福麗里,苗栗縣苗栗市饒平街23號,1.0,"38 ",文山所,
HMA00850,公寓,福麗里,苗栗縣苗栗市饒平街25號,1.0,"40 ",文山所,
HMA00851,公寓,福麗里,苗栗縣苗栗市饒平街27號,1.0,"40 ",文山所,
HMA00852,公寓,福麗里,苗栗縣苗栗市饒平街11號,1.0,"69 ",文山所,
HMA00853,公寓,福麗里,苗栗縣苗栗市饒平街9號,1.0,"189 ",文山所,
HMA00854,公寓,福麗里,苗栗縣苗栗市至公路114號,1.0,"28 ",文山所,
HMA00855,公寓,福麗里,苗栗縣苗栗市至公路120-1號,1.0,"45 ",文山所,
HMA00856,公寓,福麗里,苗栗縣苗栗市至公路136-1號,1.0,"20 ",文山所,
HMA00857,公寓,福麗里,苗栗縣苗栗市至公路136號,1.0,"20 ",文山所,
HMA00858,公寓,福麗里,苗栗縣苗栗市至公路136號,1.0,"42 ",文山所,
HMA00859,公寓,福麗里,苗栗縣苗栗市至公路180號,1.0,"80 ",文山所,
HMA00860,公寓,福麗里,苗栗縣苗栗市至公路184號,1.0,"29 ",文山所,
HMA00861,公寓,福麗里,苗栗縣苗栗市至公路188號,1.0,"110 ",文山所,
HMA00862,公寓,福麗里,苗栗縣苗栗市至公路192號,1.0,"48 ",文山所,
HMA00863,公寓,福麗里,苗栗縣苗栗市府前路181號,1.0,"64 ",文山所,
HMA00864,公寓,福麗里,苗栗縣苗栗市府前路183號,1.0,"45 ",文山所,
HMA00865,公寓,福麗里,苗栗縣苗栗市府前路185號,1.0,"34 ",文山所,
HMA00866,公寓,福麗里,苗栗縣苗栗市莊敬街14號,1.0,"266 ",文山所,
HMA00867,公寓,福麗里,苗栗縣苗栗市府前路160巷42號,1.0,"28 ",文山所,
HMA00868,公寓,福麗里,苗栗縣苗栗市府前路160巷42號,1.0,"28 ",文山所,
HMA00869,公寓,福麗里,苗栗縣苗栗市府前路160巷44號,1.0,"26 ",文山所,
HMA00870,公寓,福麗里,苗栗縣苗栗市府前路160巷45號,1.0,"66 ",文山所,
HMA00871,公寓,福麗里,苗栗縣苗栗市饒平街51巷18號,1.0,"29 ",文山所,
HMA00872,正得鋼鐵,福麗里,苗栗縣苗栗市饒平街51巷31號,1.0,"20 ",文山所,
HMA00873,公寓,福麗里,苗栗縣苗栗市饒平街83巷18號,1.0,"28 ",文山所,
HMA00874,公寓,福麗里,苗栗縣苗栗市饒平街83巷18號,1.0,"24 ",文山所,
HMA00875,公寓,福麗里,苗栗縣苗栗市饒平街83巷4號,1.0,"61 ",文山所,
HMA00876,公寓,福麗里,苗栗縣苗栗市饒平街85-2號,1.0,"48 ",文山所,
HMA00877,公寓,福麗里,苗栗縣苗栗市饒平街99號,1.0,"21 ",文山所,
HMA00878,公寓,福麗里,苗栗縣苗栗市饒平街87號,1.0,"26 ",文山所,
HMA00879,公寓,福麗里,苗栗縣苗栗市饒平街89號,1.0,"26 ",文山所,
HMA00880,公寓,福麗里,苗栗縣苗栗市饒平街91號,1.0,"26 ",文山所,
HMA00881,公寓,福麗里,苗栗縣苗栗市北安街121號,1.0,"25 ",文山所,
HMA00428,公寓,福麗里,苗栗縣苗栗市北安街125號,1.0,"53 ",文山所,
HMA00883,公寓,福麗里,苗栗縣苗栗市北安街127號,1.0,"53 ",文山所,
HMA00884,公寓,福麗里,苗栗縣苗栗市北安街148號,2.0,"546 ",文山所,
HMA00885,公寓,福麗里,苗栗縣苗栗市北安街151號,1.0,"54 ",文山所,
HMA00886,公寓,福麗里,苗栗縣苗栗市北安街48號,1.0,"56 ",文山所,
HMA00887,公寓,福麗里,苗栗縣苗栗市北安街92號,1.0,"30 ",文山所,
HMA00888,公寓,福麗里,苗栗縣苗栗市北安街94號,1.0,"30 ",文山所,
HMA00889,公寓,福麗里,苗栗縣苗栗市民族路100號,1.0,"26 ",文山所,
HMA00890,公寓,福麗里,苗栗縣苗栗市民族路101巷15號,1.0,"113 ",文山所,
HMA00891,公寓,福麗里,苗栗縣苗栗市民族路101巷19號,1.0,"69 ",文山所,
HMA00892,公寓,福麗里,苗栗縣苗栗市民族路101巷19號,1.0,"69 ",文山所,
HMA00893,公寓,福麗里,苗栗縣苗栗市民族路101巷號,1.0,"36 ",文山所,
HMA00894,公寓,福麗里,苗栗縣苗栗市民族路101巷3號,1.0,"33 ",文山所,
HMA00895,公寓,福麗里,苗栗縣苗栗市民族路101巷36號,1.0,"34 ",文山所,
HMA00896,公寓,福麗里,苗栗縣苗栗市民族路101巷38號,1.0,"34 ",文山所,
HMA00897,公寓,福麗里,苗栗縣苗栗市民族路101巷40號,1.0,"36 ",文山所,
HMA00898,公寓,福麗里,苗栗縣苗栗市民族路101巷4號,1.0,"36 ",文山所,
HMA00899,公寓,福麗里,苗栗縣苗栗市民族路101巷50號,1.0,"26 ",文山所,
HMA00900,公寓,福麗里,苗栗縣苗栗市民族路101巷8號,1.0,"32 ",文山所,
HMA00901,公寓,福麗里,苗栗縣苗栗市民族路10號,1.0,"26 ",文山所,
HMA00902,公寓,福麗里,苗栗縣苗栗市民族路103號,1.0,"30 ",文山所,
HMA00903,公寓,福麗里,苗栗縣苗栗市民族路103號,1.0,"30 ",文山所,
HMA00904,公寓,福麗里,苗栗縣苗栗市民族路104號,1.0,"26 ",文山所,
HMA00905,公寓,福麗里,苗栗縣苗栗市民族路107號,1.0,"30 ",文山所,
HMA00906,公寓,福麗里,苗栗縣苗栗市民族路11號,1.0,"36 ",文山所,
HMA00907,公寓,福麗里,苗栗縣苗栗市和平路138巷11號,1.0,"52 ",文山所,
HMA00908,公寓,福麗里,苗栗縣苗栗市和平路138巷36號,1.0,"26 ",文山所,
HMA00909,公寓,福麗里,苗栗縣苗栗市和平路86號,1.0,"213 ",文山所,
HMA00910,公寓,福麗里,苗栗縣苗栗市華民路43號,1.0,"45 ",文山所,
HMA00911,公寓,福麗里,苗栗縣苗栗市華民路45號,1.0,"42 ",文山所,
HMA00912,公寓,福麗里,苗栗縣苗栗市華民路45號,1.0,"41 ",文山所,
HMA00913,精美適有限公司(TOTO),福麗里,苗栗縣苗栗市華民路49號,1.0,"36 ",文山所,
HMA00914,精美適有限公司(TOTO),福麗里,苗栗縣苗栗市華民路49號,1.0,"36 ",文山所,
HMA00915,精美適有限公司(TOTO),福麗里,苗栗縣苗栗市華民路51號,1.0,"36 ",文山所,
HMA00916,公寓,福麗里,苗栗縣苗栗市饒平街64號,1.0,"30 ",文山所,
HMA00917,公寓,福麗里,苗栗縣苗栗市饒平街66號,1.0,"24 ",文山所,
HMA00918,公寓,福麗里,苗栗縣苗栗市饒平街74號,1.0,"38 ",文山所,
HMA00919,公寓,福麗里,苗栗縣苗栗市饒平街76號,1.0,"93 ",文山所,
HMA00920,公寓,福麗里,苗栗縣苗栗市饒平街80號,1.0,"81 ",文山所,
HMA00921,公寓,福麗里,苗栗縣苗栗市民族路156號,1.0,"38 ",文山所,
HMA00922,公寓,福麗里,苗栗縣苗栗市華民路85巷9號,1.0,"25 ",文山所,
HMA00923,福麗活動中心,福麗里,苗栗縣苗栗市國華路111號,2.0,"23489 ",文山所,
