編號,里別,地址,可容納人數,經度,緯度,避難所在之地下樓層數,轄管分局
265.0,民生里,臺中市西區民生里17鄰自由路一段106號,123.0,120.676434,24.134336,1.0,第一分局
266.0,公舘里,臺中市西區公舘里022鄰樂群街415號,372.0,120.6670226,24.13123276,1.0,第一分局
267.0,利民里,臺中市西區利民里08鄰林森路24巷61號,1343.0,120.675248,24.13574,1.0,第一分局
268.0,公民里,臺中市西區公民里11鄰柳川東路二段119號,425.0,120.668575,24.137101,2.0,第一分局
269.0,藍興里,臺中市西區藍興里22鄰公館路31號,78.0,120.6717303,24.13241248,1.0,第一分局
270.0,公民里,臺中市西區公民里03鄰五廊街6號,192.0,120.670572,24.142037,1.0,第一分局
271.0,東昇里,臺中市西區東昇里17鄰柳川東路二段103號,96.0,120.667907,24.136437,1.0,第一分局
272.0,民生里,臺中市西區民生里14鄰居仁街10號,87.0,120.680695,24.135916,1.0,第一分局
273.0,利民里,臺中市西區利民里02鄰市府路35號,628.0,120.677109,24.136869,1.0,第一分局
274.0,利民里,臺中市西區利民里02鄰市府路25號,148.0,120.676948,24.136683,1.0,第一分局
275.0,公舘里,臺中市西區公館里29鄰五權西一街116號,419.0,120.664261,24.134423,1.0,第一分局
276.0,東昇里,臺中市西區東昇里05鄰朝陽街92號,268.0,120.669207,24.136312,1.0,第一分局
277.0,公民里,臺中市西區公民里29鄰五權五街48號,1080.0,120.66453,24.136742,1.0,第一分局
278.0,東昇里,臺中市西區東昇里04鄰貴和街40號,268.0,120.669799,24.137191,1.0,第一分局
279.0,公舘里,臺中市西區公館里20鄰五權路1-139號,301.0,120.665302,24.134995,1.0,第一分局
280.0,平和里,臺中市西區平和里21鄰林森路100號,1062.0,120.670666,24.137903,1.0,第一分局
281.0,平和里,臺中市西區平和里08鄰金山路25-5號,208.0,120.670931,24.140695,1.0,第一分局
282.0,廣民里,臺中市西區廣民里19鄰大全街12號,169.0,120.671954,24.137084,1.0,第一分局
283.0,平和里,臺中市西區平和里08鄰自立街70號,165.0,120.670663,24.140585,1.0,第一分局
284.0,民生里,臺中市西區民生里07鄰自由路一段97號,1527.0,120.678726,24.137074,1.0,第一分局
285.0,公民里,臺中市西區公民里14鄰五廊街41號,481.0,120.669989,24.140937,1.0,第一分局
286.0,利民里,臺中市西區利民里24鄰府後街1之5號,765.0,120.6742,24.13539,12.0,第一分局
287.0,藍興里,臺中市西區藍興里09鄰大全街127號,1156.0,120.66835,24.132558,2.0,第一分局
288.0,公民里,臺中市西區公民里16鄰自治街120號,184.0,120.668739,24.140872,1.0,第一分局
289.0,藍興里,臺中市西區藍興里18鄰自由路一段28號之1,777.0,120.67009,24.131802,1.0,第一分局
290.0,公民里,臺中市西區公民里23鄰五權路2-108號,2486.0,120.66591,24.139147,4.0,第一分局
291.0,藍興里,臺中市西區藍興里17鄰正福街29號,167.0,120.66887,24.13156,1.0,第一分局
292.0,平和里,臺中市西區平和里01鄰民權路177巷22號,179.0,120.673202,24.142595,1.0,第一分局
293.0,平和里,臺中市西區平和里20鄰自治街45號,112.0,120.67119,24.138477,1.0,第一分局
294.0,三民里,臺中市西區三民里10鄰三民路一段158號,1783.0,120.673921,24.136472,3.0,第一分局
295.0,平和里,臺中市西區平和里08鄰四維街117號,790.0,120.671665,24.140792,1.0,第一分局
296.0,三民里,臺中市西區三民里05鄰三民路一段159號,174.0,120.67296308269546,24.13618391235069,1.0,第一分局
297.0,平和里,臺中市西區平和里7鄰民生路140號,2556.0,120.67213627260634,24.142654732094286,2.0,第一分局
298.0,廣民里,臺中市西區廣民里02鄰民權路105號,589.0," 120.67586552794155",24.14111199328779,2.0,第一分局
299.0,公舘里,臺中市西區公館里21鄰五權西三街125號,533.0,120.66307788286981,24.13347906817558,3.0,第一分局
300.0,藍興里,臺中市西區藍興里11鄰五權路2之192巷2號,991.0,120.6675917,24.141533901055528,1.0,第一分局
301.0,藍興里,臺中市西區藍興里05鄰樂群街249號,1565.0,120.667304,24.133994,1.0,第一分局
302.0,廣民里,臺中市西區廣民里02鄰民權路103號,1528.0,120.675748,24.140782,1.0,第一分局
303.0,公舘里,臺中市西區公館里33鄰五權六街1號,508.0,120.664976,24.135691,1.0,第一分局
304.0,三民里,臺中市西區三民里03鄰三民路一段171號,219.0,120.67366,24.137805,1.0,第一分局
305.0,利民里,臺中市西區利民里24鄰林森路26號,645.0,120.673914,24.135127,2.0,第一分局
306.0,三民里,臺中市西區三民里08鄰朝陽街2號,681.0,120.671032,24.134791,1.0,第一分局
307.0,三民里,臺中市西區三民里12鄰三民路一段166號,781.0,120.674586,24.137428,1.0,第一分局
308.0,公舘里,臺中市西區公館里24鄰柳川東路二段78號,162.0,120.665578,24.134201,1.0,第一分局
309.0,藍興里,臺中市西區西區藍興里023鄰自由路一段23號,585.0,120.672050729478,24.1320087149185,1.0,第一分局
310.0,公舘里,臺中市西公館里21鄰五權西三街115號,229.0,120.6635177,24.13429435,1.0,第一分局
311.0,公民里,臺中市西公民里13鄰五廊街107號,677.0,120.667158,24.1384,1.0,第一分局
312.0,公舘里,臺中市西公館里16鄰三民西路85號,889.0,120.66579353412075,24.130667806375634,1.0,第一分局
313.0,公民里,臺中市西區公民里10鄰柳川西路二段77號,774.0,120.66714,24.136838,1.0,第一分局
314.0,民生里,臺中市西區民生里25鄰自由路一段138號,878.0,120.678251,24.135635,1.0,第一分局
315.0,公舘里,臺中市西區公舘里04柳川東路二段35巷42號,207.0,120.664968,24.132735,1.0,第一分局
316.0,民生里,臺中市西區民生里15鄰建國路49號,266.0,120.675949,24.133384,1.0,第一分局
317.0,公舘里,臺中市西公館里09鄰樂群街407號,346.0,120.6663084,24.1316795,1.0,第一分局
318.0,廣民里,臺中市西區廣民里2鄰三民路一段199號,1560.0,120.675711,24.140225,2.0,第一分局
319.0,藍興里,臺中市西藍興里23鄰自由路一段40之6號,281.0,120.671121,24.131733,1.0,第一分局
320.0,公舘里,臺中市西區公舘里9鄰南屯路一段31巷15之1號,127.0,120.666489,24.131629,1.0,第一分局
321.0,公舘里,臺中市西區公館里35鄰五權路1之146號,268.0,120.666302,24.13448851,1.0,第一分局
322.0,東昇里,臺中市西區東昇里15鄰公館路162號,346.0,120.669127,24.135085,1.0,第一分局
323.0,三民里,臺中市西區三民里12鄰四維街33號,512.0,120.675407,24.137551,2.0,第一分局
324.0,民生里,臺中市西區民生里14鄰居仁街12號,134.0,120.6806226,24.13618098,1.0,第一分局
325.0,公民里,臺中市西區公民里30鄰五權路2-117號,742.0,120.6660074,24.13845479,1.0,第一分局
326.0,三民里,臺中市西區三民里10鄰三民路一段152之3號,817.0,120.6732929,24.13611278,1.0,第一分局
327.0,公舘里,臺中市西區公館里15鄰三民西路116巷7弄18號,388.0,120.6640598,24.13098974,1.0,第一分局
328.0,公民里,臺中市西區公民里9鄰三民西路58之1號,109.0,120.6664507,24.13194973,1.0,第一分局
329.0,公民里," 臺中市西區公民里27鄰五權路2-145號",357.0,120.6659174,24.13735556,1.0,第一分局
330.0,藍興里,"臺中市西區藍興里1鄰柳川東路二段86
號",1419.0,120.6665285,24.13503849,1.0,第一分局
331.0,公民里,臺中市西區公民里29鄰五權五街36號,657.0,120.6646735,24.13673414,2.0,第一分局
332.0,廣民里,臺中市西區廣民里7鄰樂群街34巷3號,210.0,120.67258596396071,24.13982264879965,1.0,第一分局
333.0,綠川里,臺中市中區綠川里006鄰建國路111號,1730.0,120.683994,24.137039,1.0,第一分局
334.0,綠川里,臺中市中區綠川里17鄰綠川東街110.112號,193.0,120.685613,24.139436,1.0,第一分局
335.0,綠川里,臺中市中區綠川里17鄰建國路197號,188.0,120.685869,24.13915,1.0,第一分局
336.0,綠川里,臺中市中區綠川里17鄰建國路195號,307.0,120.685868,24.139095,1.0,第一分局
337.0,綠川里,臺中市中區綠川里17鄰綠川東街110號,111.0,120.685613,24.139436,1.0,第一分局
338.0,綠川里,臺中市中區綠川里6鄰成功路99號,216.0,120.684158,24.139527,1.0,第一分局
339.0,綠川里,臺中市中區綠川里16鄰成功路10號,386.0,120.685934,24.138345,2.0,第一分局
340.0,綠川里,臺中市中區綠川里22鄰光復路15號,400.0,120.685601,24.140017,1.0,第一分局
341.0,綠川里,臺中市中區綠川里22鄰光復路17號,222.0,120.685565,24.140007,1.0,第一分局
342.0,綠川里,臺中市中區綠川里22鄰光復路39號,21.0,120.684912,24.140239,1.0,第一分局
343.0,綠川里,臺中市中區綠川里26鄰民權路32號,333.0,120.681606,24.136752,1.0,第一分局
344.0,綠川里,臺中市中區綠川里29鄰中山路26號,101.0,120.683036,24.138119,1.0,第一分局
345.0,繼光里,臺中市中區繼光里10鄰民權路48號,84.0,120.681207,24.137032,1.0,第一分局
346.0,繼光里,臺中市中區繼光里11鄰民權路66號,586.0,120.68069,24.13753,1.0,第一分局
347.0,繼光里,臺中市中區繼光里10鄰民族路45號,620.0,120.681516,24.137793,1.0,第一分局
348.0,繼光里,臺中市中區繼光里4鄰繼光街73號,219.0,120.682413,24.139057,1.0,第一分局
349.0,繼光里,臺中市中區繼光里11鄰民族路47號,268.0,120.681276,24.137948,1.0,第一分局
350.0,繼光里,臺中市中區繼光里11鄰繼光街39號,269.0,120.6816293,24.13806284,1.0,第一分局
351.0,公園里,臺中市中區公園里2鄰自由路2段38號,170.0,120.68208,24.139564,1.0,第一分局
352.0,公園里,臺中市中區公園里5鄰自由路2段1號,377.0,120.679901,24.138252,1.0,第一分局
353.0,公園里,臺中市中區公園里6鄰自由路2段48號,266.0,120.682785,24.140412,1.0,第一分局
354.0,公園里,臺中市中區公園里1鄰民族路50號,385.0,120.6813077,24.13856466,2.0,第一分局
355.0,繼光里,臺中市中區繼光里10鄰繼光街56號,214.0,120.68191,24.138058,1.0,第一分局
356.0,繼光里,臺中市中區繼光里10鄰繼光街43號,86.0,120.681555,24.138148,1.0,第一分局
357.0,繼光里,臺中市中區繼光里10鄰繼光街41號,311.0,120.681242,24.137817,1.0,第一分局
358.0,繼光里,臺中市中區繼光里8鄰繼光街54號,86.0,120.6818215,24.13829473,1.0,第一分局
359.0,繼光里,臺中市中區繼光里10鄰民權路52號,93.0,120.681139,24.137108,1.0,第一分局
360.0,繼光里,臺中市中區繼光里11鄰民權路64號,136.0,120.680805,24.137401,1.0,第一分局
361.0,綠川里,臺中市中區綠川里29鄰綠川西街115號,1261.0,120.68337,24.138411,2.0,第一分局
362.0,綠川里,臺中市中區綠川里26鄰民權路44巷2號,217.0,120.681447,24.137004,1.0,第一分局
363.0,綠川里,臺中市中區綠川里30鄰綠川西街97號,122.0,120.682627,24.137756,1.0,第一分局
364.0,綠川里,臺中市中區綠川里29鄰台灣大道1段79號,90.0,120.683353,24.138902,1.0,第一分局
365.0,綠川里,臺中市中區綠川里26鄰綠川西街61號,359.0,120.681892,24.136979,1.0,第一分局
366.0,綠川里,臺中市中區綠川里30鄰民族路16號,120.0,120.6822032,24.1379506,1.0,第一分局
367.0,綠川里,臺中市中區綠川里29鄰中山路32號,148.0,120.682968,24.138261,1.0,第一分局
368.0,繼光里,臺中市中區繼光里16鄰繼光街133號,177.0,120.683944,24.140419,1.0,第一分局
369.0,繼光里,臺中市中區繼光里12鄰公園路2號,4534.0,120.684281,24.140801,1.0,第一分局
370.0,繼光里,臺中市中區繼光里16鄰繼光街155號,164.0,120.683646,24.140512,1.0,第一分局
371.0,繼光里,臺中市中區繼光里19鄰成功路128巷4號,147.0,120.683803,24.140677,1.0,第一分局
372.0,繼光里,臺中市中區繼光里19鄰成功路128巷12號,170.0,120.683964,24.140799,1.0,第一分局
373.0,繼光里,臺中市中區繼光里19鄰成功路128巷18號,156.0,120.683757,24.140229,1.0,第一分局
374.0,繼光里,臺中市中區繼光里19鄰繼光街123號,161.0,120.683549,24.140428,1.0,第一分局
375.0,繼光里,臺中市中區繼光里21鄰成功路120號,333.0,120.684219,24.140134,1.0,第一分局
376.0,繼光里,臺中市中區繼光里18鄰綠川西街175巷31號,98.0,120.684186,24.140159,1.0,第一分局
377.0,繼光里,臺中市中區繼光里18鄰綠川西路175巷33號,106.0,120.682841,24.139761,1.0,第一分局
378.0,繼光里,臺中市中區繼光里22鄰台灣大道1段138號,1321.0,120.684307,24.14007,1.0,第一分局
379.0,繼光里,臺中市中區繼光里18鄰綠川西路175巷27號,94.0,120.684307,24.14007,1.0,第一分局
380.0,繼光里,臺中市中區繼光里18鄰綠川西路175巷27號之１,94.0,120.682346,24.139315,1.0,第一分局
381.0,繼光里,臺中市中區繼光里5鄰繼光街78號,120.0,120.682524,24.138712,1.0,第一分局
382.0,繼光里,臺中市中區繼光里5鄰繼光街86號,158.0,120.682692,24.138811,1.0,第一分局
383.0,繼光里,臺中市中區繼光里4鄰台灣大道1段141巷19號,135.0,120.682276,24.139249,1.0,第一分局
384.0,繼光里,臺中市中區繼光里5鄰中山路50號,105.0,120.682632,24.138539,1.0,第一分局
385.0,繼光里,臺中市中區繼光里4鄰台灣大道1段141巷5號,129.0,120.682416,24.139443,1.0,第一分局
386.0,繼光里,臺中市中區繼光里10鄰民權路58號,333.0,120.6812937,24.13743959,1.0,第一分局
387.0,繼光里,臺中市中區繼光里10鄰民權路44巷3號,83.0,120.681377,24.137215,1.0,第一分局
388.0,繼光里,臺中市中區繼光里5鄰繼光街92號,176.0,120.682764,24.138895,1.0,第一分局
389.0,繼光里,臺中市中區繼光里5鄰繼光街108號,99.0,120.682956,24.139136,1.0,第一分局
390.0,繼光里,臺中市中區繼光里2鄰台灣大道1段99號,177.0,120.683002,24.139213,1.0,第一分局
391.0,繼光里,臺中市中區繼光里4鄰中山路72號,196.0,120.682042,24.139021,1.0,第一分局
392.0,公園里,臺中市中區公園里2鄰中山路77號,173.0,120.681755,24.138911,1.0,第一分局
393.0,公園里,臺中市中區公園里2鄰中山路81號,122.0,120.681693,24.138953,1.0,第一分局
394.0,公園里,臺中市中區公園里2鄰中山路83號,108.0,120.681665,24.138978,1.0,第一分局
395.0,公園里,臺中市中區公園里2鄰中山路85號,125.0,120.681627,24.139005,1.0,第一分局
396.0,公園里,臺中市中區公園里1鄰自由路2段8號,672.0,120.680734,24.138387,23.0,第一分局
397.0,公園里,臺中市中區公園里3鄰中山路76號,106.0,120.681907,24.139109,1.0,第一分局
398.0,公園里,臺中市中區公園里1鄰民族路46號,155.0,120.681304,24.1383,1.0,第一分局
399.0,公園里,臺中市中區公園里1鄰自由路2段12號,239.0,120.680969,24.138605,1.0,第一分局
400.0,公園里,臺中市中區公園里2鄰自由路2段34號,179.0,120.681772,24.139388,1.0,第一分局
401.0,公園里,臺中市中區公園里2鄰自由路2段36號,192.0,120.681819,24.139429,1.0,第一分局
402.0,公園里,臺中市中區公園里8鄰自由路2段86號,2423.0,120.684573,24.141728,123.0,第一分局
403.0,公園里,臺中市中區公園里8鄰自由路2段86號,98.0,120.684573,24.141728,1.0,第一分局
404.0,公園里,臺中市中區公園里8鄰自由路2段86號,2423.0,120.684573,24.141728,1.0,第一分局
405.0,公園里,臺中市中區公園里10鄰公園路17號,574.0,120.683941,24.142446,1.0,第一分局
406.0,公園里,臺中市中區公園里10鄰自由路2段131號,306.0,120.683757,24.141871,1.0,第一分局
407.0,公園里,臺中市中區公園里10鄰自由路2段129號,392.0,120.6836606,24.14201165,12.0,第一分局
408.0,公園里,臺中市中區公園里15鄰光復路56號,161.0,120.683239,24.14205,1.0,第一分局
409.0,公園里,臺中市中區公園里8鄰光復路85號,268.0,120.683779,24.141242,1.0,第一分局
410.0,公園里,臺中市中區公園里8鄰自由路2段66號,580.0,120.683432,24.14124677,1.0,第一分局
411.0,公園里,臺中市中區公園里10鄰自由路2段135之1號,245.0,120.6841109,24.14238184,2.0,第一分局
412.0,公園里,臺中市中區公園里15鄰公園路19號,534.0,120.683682,24.14269,2.0,第一分局
413.0,公園里,臺中市中區公園里11鄰成功路160號,224.0,120.682785,24.141355,1.0,第一分局
414.0,公園里,臺中市中區公園里13鄰成功路115號,88.0,120.682565,24.140898,1.0,第一分局
415.0,公園里,臺中市中區公園里11鄰自由路2段117號,111.0,120.683235,24.141369,1.0,第一分局
416.0,公園里,臺中市中區公園里11鄰自由路2段111號,600.0,120.683083,24.141358,1.0,第一分局
417.0,公園里,臺中市中區公園里6鄰自由路2段1號,470.0,120.679901,24.138252,1.0,第一分局
418.0,公園里,臺中市中區公園里9鄰自由路2段37號,418.0,120.681,24.13954674,1.0,第一分局
419.0,公園里,臺中市中區公園里12鄰自由路2段43號,418.0,120.681245,24.139361,1.0,第一分局
420.0,公園里,臺中市中區公園里12鄰自由路2段21號,98.0,120.681517,24.139655,1.0,第一分局
421.0,公園里,臺中市中區公園里12鄰自由路2段63號,867.0,120.680302,24.139137,2.0,第一分局
422.0,公園里,臺中市中區公園里9鄰民族路64號,97.0,120.6804091,24.13919105,1.0,第一分局
423.0,公園里,臺中市中區公園里16鄰市府路38號,499.0,120.680435,24.13993462,1.0,第一分局
424.0,公園里,臺中市中區公園里16鄰台灣大道1段199巷6號,248.0,120.681359,24.140238,1.0,第一分局
425.0,公園里,臺中市中區公園里5鄰民權路84號,304.0,120.679491,24.138676,1.0,第一分局
426.0,公園里,臺中市中區公園里17鄰民權路86號,1294.0,120.679027,24.138973,1.0,第一分局
427.0,公園里,臺中市中區公園里17鄰中山路133號,85.0,120.6804169,24.14044939,1.0,第一分局
428.0,公園里,臺中市中區公園里17鄰中山路135號,87.0,120.6802688,24.1406327,1.0,第一分局
429.0,公園里,臺中市中區公園里17鄰中山路137號,109.0,120.6801935,24.14043236,1.0,第一分局
430.0,公園里,臺中市中區公園里17鄰中山路139號,222.0,120.6802036,24.1405107,1.0,第一分局
431.0,公園里,臺中市中區公園里17鄰中山路141號,88.0,120.680169,24.14077464,1.0,第一分局
432.0,公園里,臺中市中市公園里19鄰中山路148號,16.0,120.680348,24.14047,1.0,第一分局
433.0,公園里,臺中市中區公園里19鄰市府路97號,157.0,120.6809294,24.14103047,1.0,第一分局
434.0,公園里,臺中市中區公園里19鄰市府路71號,97.0,120.6801239,24.13996376,1.0,第一分局
435.0,公園里,臺中市中區公園里16鄰市府路59-1號,1245.0,120.68025144358913,"24.139408185776688 ",1.0,第一分局
436.0,公園里,臺中市中區公園里16鄰市府路75號,222.0,120.680251,24.139965,1.0,第一分局
437.0,公園里,臺中市中區公園里18鄰市府路56號,104.0,120.6810268,24.14053716,1.0,第一分局
438.0,公園里,臺中市中區公園里18鄰市府路58號,96.0,120.6809268,24.14087745,1.0,第一分局
439.0,公園里,臺中市中區公園里18鄰市府路60號,86.0,120.6811521,24.1407818,1.0,第一分局
440.0,公園里,臺中市中區公園里18鄰市府路62號,90.0,120.681181,24.140393,1.0,第一分局
441.0,公園里,臺中市中區公園里18鄰市府路64號,111.0,120.681214,24.140429,1.0,第一分局
442.0,公園里,臺中市中區公園里20鄰台灣大道1段215號,157.0,120.681422,24.140567,1.0,第一分局
443.0,公園里,臺中市中區公園里18鄰中山路122號,89.0,120.6808568,24.14021316,1.0,第一分局
444.0,公園里,臺中市中區公園里19鄰台灣大道1段247號,240.0,120.6809988,24.14119095,1.0,第一分局
445.0,公園里,臺中市中區公園里17鄰市府路63號,360.0,120.679882,24.139537,1.0,第一分局
446.0,公園里,臺中市中區公園里17鄰市府路65號,123.0,120.679936,24.139606,1.0,第一分局
447.0,公園里,臺中市中區公園里17鄰市府路67號,1539.0,120.6800856,24.13986682,1.0,第一分局
448.0,公園里,臺中市中區公園里11鄰市府路110號,124.0,120.68236,24.141575,1.0,第一分局
449.0,公園里,臺中市中區公園里15鄰公園路19號之2,444.0,120.6836758,24.14307515,1.0,第一分局
450.0,公園里,臺中市中區公園里15鄰市府路148號,282.0,120.6831696,24.14257696,1.0,第一分局
451.0,公園里,臺中市中區公園里23鄰市府路106號,90.0,120.6820284,24.14206405,1.0,第一分局
452.0,光復里,臺中市中區光復里4鄰中山路175巷5號2,84.0,120.67934,24.140768,1.0,第一分局
453.0,光復里,臺中市中區光復里1鄰民權路102號,472.0,120.678011,24.139844,1.0,第一分局
454.0,光復里,臺中市中區光復里4鄰中山路175巷17號,493.0,120.67934,24.140768,1.0,第一分局
455.0,光復里,臺中市中區光復里4鄰中山路175巷23號,216.0,120.678926,24.140623,1.0,第一分局
456.0,光復里,臺中市中區光復里1鄰平等街1號,406.0,120.678357,24.13951,1.0,第一分局
457.0,光復里,臺中市中區光復里2鄰平等街41號,500.0,120.679184,24.14036,1.0,第一分局
458.0,光復里,臺中市中區光復里2鄰民族路100號,143.0,120.6796306,24.14036157,1.0,第一分局
459.0,光復里,臺中市中區光復里2鄰平等街57號,110.0,120.679603,24.140667,1.0,第一分局
460.0,光復里,臺中市中區光復里3鄰台灣大道1段299巷8號,85.0,120.68006,24.141573,1.0,第一分局
461.0,光復里,臺中市中區光復里1鄰平等街7號,187.0,120.678449,24.139589,1.0,第一分局
462.0,光復里,臺中市中區光復里6鄰台灣大道1段267號,388.0,120.680638,24.141219,1.0,第一分局
463.0,光復里,臺中市中區光復里6鄰台灣大道1段269號,383.0,120.680629,24.141271,1.0,第一分局
464.0,光復里,臺中市中區光復里3鄰台灣大道1段299巷1號,277.0,120.680265,24.141475,1.0,第一分局
465.0,光復里,臺中市中區光復里5鄰中山路143巷14號,79.0,120.679744,24.140093,1.0,第一分局
466.0,光復里,臺中市中區光復里5鄰中山路143巷16號,408.0,120.679649,24.139973,1.0,第一分局
467.0,光復里,臺中市中區光復里5鄰中山路143巷14之1號,134.0,120.679744,24.140093,1.0,第一分局
468.0,光復里,臺中市中區光復里9鄰中山路166號,383.0,120.680009,24.140764,1.0,第一分局
469.0,光復里,臺中市中區光復里9鄰中山路174號,187.0,120.679753,24.140972,1.0,第一分局
470.0,光復里,臺中市中區光復里9鄰平等街48號,258.0,120.680218,24.140844,1.0,第一分局
471.0,光復里,臺中市中區光復里5鄰平等街36號,113.0,120.679755,24.140445,1.0,第一分局
472.0,光復里,臺中市中區光復里5鄰平等街38號,120.0,120.679762,24.140495,1.0,第一分局
473.0,光復里,臺中市中區光復里5鄰中山路157號,137.0,120.679818,24.14058,1.0,第一分局
474.0,光復里,臺中市中區光復里5鄰民族路92號,460.0,120.679343,24.140055,2.0,第一分局
475.0,光復里,臺中市中區光復里5鄰平等街32號,209.0,120.679683,24.140347,2.0,第一分局
476.0,光復里,臺中市中區光復里9鄰平等街44號,93.0,120.680092,24.140802,1.0,第一分局
477.0,光復里,臺中市中區光復里5鄰平等街34號,96.0,120.679734,24.140387,1.0,第一分局
478.0,光復里,臺中市中區光復里9鄰平等街50號,200.0,120.680246,24.140944,1.0,第一分局
479.0,光復里,臺中市中區光復里11鄰平等街63號,182.0,120.679902,24.140967,1.0,第一分局
480.0,光復里,臺中市中區光復里11鄰平等街67號,143.0,120.679939,24.141037,1.0,第一分局
481.0,光復里,臺中市中區光復里11鄰平等街69號,277.0,120.67997,24.141055,1.0,第一分局
482.0,光復里,臺中市中區光復里6鄰平等街72號,90.0,120.678865,24.139576,1.0,第一分局
483.0,光復里,臺中市中區光復里5鄰平等街22號,150.0,120.683244,24.143056,1.0,第一分局
484.0,光復里,臺中市中區光復里5鄰平等街24號,241.0,120.679539,24.140207,1.0,第一分局
485.0,光復里,臺中市中區光復里5鄰民族路91號,152.0,120.679337,24.139647,1.0,第一分局
486.0,光復里,臺中市中區光復里5鄰民族路93號,200.0,120.679295,24.139679,1.0,第一分局
487.0,光復里,臺中市中區光復里5鄰民族路95號,208.0,120.679253,24.139707,1.0,第一分局
488.0,光復里,臺中市中區光復里5鄰民族路97.99號,151.0,120.679226,24.139731,1.0,第一分局
489.0,光復里,臺中市中區光復里15鄰台灣大道1段258巷11號,244.0,120.681302,24.14157,1.0,第一分局
490.0,光復里,臺中市中區光復里15鄰台灣大道1段258巷13號,406.0,120.681327,24.141594,1.0,第一分局
491.0,光復里,臺中市中區光復里19鄰台灣大道1段306巷38號,122.0,120.680887,24.142232,1.0,第一分局
492.0,光復里,臺中市中區光復里19鄰台灣大道1段306巷36號,122.0,120.680835,24.142181,1.0,第一分局
493.0,光復里,臺中市中區光復里012鄰臺灣大道一段306巷35號,616.0,120.6807114,24.14254282,3.0,第一分局
494.0,光復里,臺中市中區光復里16鄰成功路199號,97.0,120.680867,24.142429,1.0,第一分局
495.0,光復里,臺中市中區光復里16鄰成功路201號,348.0,120.680836,24.142455,1.0,第一分局
496.0,光復里,臺中市中區光復里15鄰市府路107巷16號,232.0,120.68125,24.141689,1.0,第一分局
497.0,光復里,臺中市中區公園里22鄰台灣大道1段256號,336.0,120.681145,24.141221,1.0,第一分局
498.0,光復里,臺中市中區光復里15鄰台灣大道1段306巷25號,55.0,120.680603,24.142188,1.0,第一分局
499.0,光復里,臺中市中區光復里19鄰平等街111號,85.0,120.6814697,24.1422729,1.0,第一分局
500.0,光復里,臺中市中區光復里19鄰平等街107號,187.0,120.680875,24.1421979,1.0,第一分局
501.0,光復里,臺中市中區光復里21鄰平等路139號,105.0,120.6817474,24.14277613,1.0,第一分局
502.0,光復里,臺中市中區光復里25鄰光復路62號,500.0,120.682586,24.14261,1.0,第一分局
503.0,光復里,臺中市中區光復里22鄰成功路238號,2054.0,120.681113,24.142811,1.0,第一分局
504.0,光復里,臺中市中區光復里24鄰光復路145號,493.0,120.681313,24.14339,1.0,第一分局
505.0,光復里,臺中市中區光復里24鄰成功路248巷16號,128.0,120.681297,24.143276,1.0,第一分局
506.0,光復里,臺中市中區光復里24鄰成功路248巷18號,92.0,120.681276,24.143291,1.0,第一分局
507.0,光復里,臺中市中區光復里22鄰成功路216號,222.0,120.681312,24.142333,1.0,第一分局
508.0,光復里,臺中市中區光復里22鄰平等街129號,91.0,120.681262,24.14310159,1.0,第一分局
509.0,光復里,臺中市中區光復里21鄰平等街110號,197.0,120.6817366,24.14251968,1.0,第一分局
510.0,繼光里,臺中市中區繼光里15鄰繼光街168巷1號之1,108.0,120.6848627,24.14125095,1.0,第一分局
511.0,繼光里,臺中市中區繼光里15鄰光復路47號,84.0,120.684734,24.140398,1.0,第一分局
512.0,繼光里,臺中市中區繼光里15鄰光復路51號,135.0,120.684627,24.140488,1.0,第一分局
513.0,繼光里,臺中市中區繼光里15鄰光復路59號,90.0,120.684539,24.140577,1.0,第一分局
514.0,繼光里,臺中市中區繼光里14鄰光復路32號,155.0,120.684971,24.140542,1.0,第一分局
515.0,繼光里,臺中市中區繼光里14鄰光復路36號,102.0,120.684906,24.140597,1.0,第一分局
516.0,繼光里,臺中市中區繼光里14鄰光復路40號,206.0,120.684845,24.140661,1.0,第一分局
517.0,繼光里,臺中市中區繼光里14鄰繼光街166號,1208.0,120.684872,24.140958,12.0,第一分局
518.0,繼光里,臺中市中區繼光里24鄰公園路5號,572.0,120.685325,24.141252,12.0,第一分局
519.0,繼光里,臺中市中區繼光里14鄰繼光街166之1號,186.0,120.684872,24.140958,1.0,第一分局
520.0,繼光里,臺中市中區繼光里14鄰繼光街154號,216.0,120.684376,24.140491,1.0,第一分局
521.0,繼光里,臺中市中區繼光里15鄰成功路90巷13號,46.0,120.684616,24.140325,1.0,第一分局
522.0,繼光里,臺中市中區繼光里15鄰成功路90巷11號,49.0,120.684588,24.140297,1.0,第一分局
523.0,繼光里,臺中市中區繼光里24鄰雙十路1段29號,286.0,120.68558,24.140992,1.0,第一分局
524.0,繼光里,臺中市中區繼光里24鄰雙十路1段35號,172.0,120.685607,24.140518,1.0,第一分局
525.0,綠川里,臺中市中區綠川里3鄰民權路22號,90.0,120.682132,24.136267,1.0,第一分局
526.0,公園里,臺中市中區公園里8鄰自由路2段92號,1504.0,120.685107,24.142514,1.0,第一分局
527.0,綠川里,臺中市中區綠川里4鄰建國路89號,242.0,120.6829498,24.13652054,1.0,第一分局
