編號,里別,地址,可容納人數,經度,緯度,避難所在之地下樓層數,轄管分局
783.0,双龍里,臺中市西區双龍里10鄰模範街24巷2號,135.0,120.666846,24.148519,1.0,第一分局
784.0,双龍里,臺中市西區双龍里1鄰向上路一段38號,284.0,120.6665231,24.14726281,1.0,第一分局
785.0,双龍里,臺中市西區双龍里25鄰英才路499號,126.0,120.6656971,24.14886473,1.0,第一分局
786.0,双龍里,臺中市西區双龍里23鄰英才路501號,319.0,120.6654632,24.14863415,1.0,第一分局
787.0,和龍里,臺中市西區和龍里22鄰臺灣大道一段726號,888.0,120.673872,24.14712,1.0,第一分局
788.0,双龍里,臺中市西區双龍里23鄰模範街15號,75.0,120.666461,24.148344,1.0,第一分局
789.0,双龍里,臺中市西區双龍里模範街9巷2號,428.0,120.6664056,24.14824943,1.0,第一分局
790.0,双龍里,臺中市西區双龍里24鄰模範街17巷11號,92.0,120.665784,24.148451,1.0,第一分局
791.0,双龍里,臺中市西區双龍里2鄰模範街23巷2號,146.0,120.666336,24.149146,1.0,第一分局
792.0,土庫里,臺中市西區土庫里25鄰忠明南路451號,580.0,120.6574707,24.13803525,1.0,第一分局
793.0,民龍里,臺中市西區民龍里2鄰英才路470巷1號,775.0,120.665273,24.152041,1.0,第一分局
794.0,後龍里,臺中市西區後龍里6鄰民權路219號,766.0,120.669639,24.148026,1.0,第一分局
795.0,吉龍里,臺中市西區吉龍里31鄰五權七街59號,611.0,120.662396,24.135041,1.0,第一分局
796.0,土庫里,臺中市西區土庫里25鄰五權三街200號,358.0,120.6613616,24.13827991,1.0,第一分局
797.0,双龍里,臺中市西區双龍里4鄰模範街6號,378.0,120.666802,24.14759346,1.0,第一分局
798.0,土庫里,臺中市西區土庫里24鄰五權五街178號,811.0,120.658734,24.136675,1.0,第一分局
799.0,吉龍里,臺中市西區吉龍里五權西三街45號,630.0,120.6632189,24.13868285,1.0,第一分局
800.0,吉龍里,臺中市西區吉龍里2鄰五權一街7號,210.0,120.665248,24.139856,1.0,第一分局
801.0,後龍里,臺中市西區後龍里9鄰臺灣大道二段101號,888.0,120.670775,24.149721,1.0,第一分局
802.0,双龍里,臺中市西區双龍里1鄰向上路一段56號,406.0,120.6661246,24.14694399,1.0,第一分局
803.0,土庫里,臺中市西區土庫里12鄰忠明南路369號,531.0,120.65759865180642,24.14284097581459,1.0,第一分局
804.0,吉龍里,臺中市西區吉龍里16鄰忠明南路396號,515.0,120.657801,24.134485,1.0,第一分局
805.0,土庫里,臺中市西區土庫里10鄰五權西六街138號,514.0,120.658745,24.136011,1.0,第一分局
806.0,中興里,臺中市西區中興里1鄰公益路155巷102號,330.0,120.664447,24.150559,1.0,第一分局
807.0,民龍里,臺中市西區民龍里14鄰大和路22號,601.0,120.667479,24.151978,1.0,第一分局
808.0,民龍里,臺中市西區民龍里5鄰英才路458號,1693.0,120.665913,24.152622,1.0,第一分局
809.0,吉龍里,臺中市西區吉龍里27鄰美村路一段777號,2188.0,120.661818,24.132949,1.0,第一分局
810.0,双龍里,臺中市西區双龍里13鄰模範街34巷3號,284.0,120.666946,24.149144,1.0,第一分局
811.0,吉龍里,臺中市西區吉龍里31鄰美村路一段679號,885.0,120.661812,24.13549,1.0,第一分局
812.0,後龍里,臺中市西區後龍里10鄰民生北路130號,302.0,120.66826,24.149336,1.0,第一分局
813.0,吉龍里,臺中市西區吉龍里2鄰五權一街3號之1,1011.0,120.665243,24.139133,1.0,第一分局
814.0,双龍里,臺中市西區双龍里019鄰英才路509號,111.0,120.6654242,24.14780204,1.0,第一分局
815.0,土庫里,臺中市西區土庫里33鄰五權三街210號,133.0,120.660718,24.138078,1.0,第一分局
816.0,吉龍里,臺中市西區吉龍里19鄰南屯路一段128號,1001.0,120.661295,24.132535,1.0,第一分局
817.0,後龍里,臺中市西區後龍里10鄰民生北路151號,330.0,120.6681512,24.14993634,1.0,第一分局
818.0,後龍里,臺中市西區後龍里31鄰五權路60號,328.0,120.6724088,24.14647369,1.0,第一分局
819.0,後龍里,臺中市西區後龍里10鄰民生北路155號,408.0,120.668097,24.149933,1.0,第一分局
820.0,吉龍里,臺中市西區吉龍里12鄰五權西四街27號,1190.0,120.66252,24.138749,1.0,第一分局
821.0,安龍里,臺中市西區安龍里8鄰忠勤街346號,367.0,120.670123,24.143174,1.0,第一分局
822.0,安龍里,臺中市西區安龍里6鄰自治街198號,287.0,120.666876,24.142607,1.0,第一分局
823.0,後龍里,臺中市西區後龍里7鄰民權路229巷1號,761.0,120.669363,24.148889,1.0,第一分局
824.0,後龍里,臺中市西區後龍里30鄰五權路72號,676.0,120.672726,24.146525,1.0,第一分局
825.0,後龍里,臺中市西區後龍里24鄰五權路92號,257.0,120.6732372,24.14713191,1.0,第一分局
826.0,土庫里,臺中市西區土庫里17鄰忠明南路439號,379.0,120.657501,24.138629,1.0,第一分局
827.0,民龍里,臺中市西區民龍里3英才路518號,955.0,120.665131,24.150393,1.0,第一分局
828.0,安龍里,臺中市西區安龍里16鄰梅川東路一段42號,442.0,120.669706,24.145264,1.0,第一分局
829.0,土庫里,臺中市西區土庫里2鄰存中街28號,649.0,120.659512,24.141672,1.0,第一分局
830.0,後龍里,臺中市西區後龍里6鄰民權路225巷11號,378.0,120.6685877,24.14875384,1.0,第一分局
831.0,土庫里,臺中市西區土庫里36鄰存中街68號,484.0,120.657794,24.141732,1.0,第一分局
832.0,吉龍里,臺中市西區吉龍里19鄰五權八街171號,640.0,120.659961,24.134242,1.0,第一分局
833.0,土庫里,臺中市西區土庫里4鄰五權一街93號,218.0,120.659409,24.139132,1.0,第一分局
834.0,後龍里,臺中市西區後龍里06鄰民權路217巷6號,482.0,120.669045,24.148012,1.0,第一分局
835.0,安龍里,臺中市西區安龍里19鄰自治街126號,183.0,120.668426,24.14111,1.0,第一分局
836.0,土庫里,臺中市西區土庫里3鄰五權西路一段2號,2586.0,120.663569,24.141525,1.0,第一分局
837.0,民龍里,臺中市西區民龍里3鄰英才路532號,1475.0,120.665025,24.149923,1.0,第一分局
838.0,民龍里,臺中市西區民龍里25鄰博館2街207號,625.0,120.671215,24.150735,1.0,第一分局
839.0,吉龍里,臺中市西區吉龍里31鄰五權西四街130號,350.0,120.662491,24.134823,1.0,第一分局
840.0,大忠里,臺中市西區大忠里8五權西路一段271號,968.0,120.655534,24.13989,1.0,第一分局
841.0,民龍里,臺中市西區民龍里8鄰日盛街22號,172.0,120.672184,24.152082,1.0,第一分局
842.0,吉龍里,臺中市西區吉龍里23鄰五權七街123號,1533.0,120.66114,24.13503,1.0,第一分局
843.0,双龍里,臺中市西區双龍里14鄰向上路一段71號,832.0,120.669422,24.146567,1.0,第一分局
844.0,大忠里,臺中市西區大忠里5鄰五權西路一段230號,559.0,120.656166,24.140291,1.0,第一分局
845.0,後龍里,臺中市西區後龍里14鄰民生北路146號,310.0,120.668273,24.149965,1.0,第一分局
846.0,土庫里,臺中市西區土庫里30鄰中美街8號,2202.0,120.660059,24.141961,1.0,第一分局
847.0,土庫里,臺中市西區土庫里30鄰存中街3號,2471.0,120.661308,24.141055,1.0,第一分局
848.0,民龍里,臺中市西區民龍里15鄰英才路423號,330.0,120.666109,24.151886,1.0,第一分局
849.0,民龍里,臺中市西區民龍里2鄰英才路423號,330.0,120.666109,24.151886,1.0,第一分局
850.0,民龍里,臺中市西區民龍里2鄰英才路423號,3419.0,120.666109,24.151886,1.0,第一分局
851.0,土庫里,臺中市西區土庫里3鄰五權西路一段111號,1263.0,120.661475,24.139872,1.0,第一分局
852.0,双龍里,臺中市西區双龍里14鄰民生路168號,4507.0,120.6673,24.145233,1.0,第一分局
853.0,大忠里,臺中市西區大忠里6鄰大忠南街75號,3690.0,120.65557,24.139551,1.0,第一分局
854.0,土庫里,臺中市西區土庫里30鄰存中街53號,629.0,120.659195,24.140992,1.0,第一分局
855.0,後龍里,臺中市西區後龍里10鄰民權路229巷18號,1068.0,120.668625,24.149125,1.0,第一分局
856.0,吉龍里,臺中市西區吉龍里01鄰五權西路23號,313.0,120.664371,24.139727,1.0,第一分局
857.0,吉龍里,臺中市西區吉龍里10鄰五權三街57號,386.0,120.663453,24.137875,1.0,第一分局
858.0,安龍里,臺中市西區安龍里13鄰梅川西路一段63號,403.0,120.668451,24.143947,1.0,第一分局
859.0,吉龍里,臺中市西區吉龍里25鄰南屯路一段158號,1638.0,120.659415,24.133717,1.0,第一分局
860.0,安龍里,臺中市西區安龍里19鄰自治街176號,320.0,120.667784,24.141752,1.0,第一分局
861.0,安龍里,臺中市西區安龍里2鄰自治街203號,150.0,120.666634,24.142816,1.0,第一分局
862.0,土庫里,臺中市西區土庫里13鄰美村路一段500號,949.0,120.661514,24.140867,1.0,第一分局
863.0,土庫里,臺中市西土庫里23鄰五權三街358號,924.0,120.658362,24.138148,1.0,第一分局
864.0,和龍里,臺中市西區和龍里01鄰臺灣大道二段80號,477.0,120.67241,24.148944,1.0,第一分局
865.0,土庫里,臺中市西區土庫里32鄰五權西路一段162號,3204.0," 120.65949860060778",24.140322878012736,1.0,第一分局
866.0,民龍里,臺中市西區民龍里21鄰英才路449號,245.0,120.665454,24.149726,1.0,第一分局
867.0,大忠里,臺中市西區大忠里13鄰五權五街275號,173.0,120.655769,24.136464,1.0,第一分局
868.0,民龍里,臺中市西區民龍里英才路445號,438.0,120.665432,24.149978,1.0,第一分局
869.0,後龍里,臺中市西後龍里1鄰向上路一段1號,423.0,120.669804,24.146505,1.0,第一分局
870.0,民龍里,臺中市西區民龍里4鄰民權路352號,377.0,120.670665,24.151432,1.0,第一分局
871.0,安龍里,臺中市西區安龍里3鄰民生路227號,2145.0,120.666474,24.144224,1.0,第一分局
872.0,大忠里,臺中市西區大忠里12鄰五權五街237巷38號,285.0,120.656659,24.135648,1.0,第一分局
873.0,土庫里,臺中市西區土庫里3鄰五權西路一段101號,1560.0,120.664286,24.134608,12.0,第一分局
874.0,後龍里,臺中市西區後龍里27鄰中山路470號,465.0,120.673146,24.146702,1.0,第一分局
875.0,吉龍里,臺中市西區吉龍里10鄰五權三街55巷5號,330.0,120.663422,24.137485,1.0,第一分局
876.0,和龍里,臺中市西區和龍里22鄰五權路150號,308.0,120.674693,24.148484,1.0,第一分局
877.0,吉龍里,臺中市西區吉龍里18鄰五權西五街83號,102.0,120.66322,24.137063,1.0,第一分局
878.0,和龍里,臺中市西區和龍里15鄰篤信街27號,470.0,120.6721451,24.14973049,1.0,第一分局
879.0,安龍里,臺中市西區安龍里4鄰英才路601號,561.0,120.6654916,24.1428926,1.0,第一分局
880.0,後龍里,臺中市西區後龍里1鄰向上路一段23號,345.0,120.6686067,24.14706187,1.0,第一分局
881.0,後龍里,臺中市西區後龍里20鄰民族路325號,284.0,120.671443,24.146574,1.0,第一分局
882.0,民龍里,臺中市西區民龍里1鄰臺灣大道二段250號,563.0,120.667779,24.15299695,1.0,第一分局
883.0,民龍里,臺中市西區民龍里24鄰文化街148號,749.0,120.672287,24.152342,1.0,第一分局
884.0,民龍里,臺中市西區民龍里14鄰公益路75號,823.0,120.667708,24.15066,1.0,第一分局
885.0,民龍里,臺中市西區民龍里4鄰日進街128號,371.0,120.670959,24.151658,1.0,第一分局
886.0,大忠里,臺中市西區大忠里10鄰五權五街256號,244.0,120.656066,24.136669,1.0,第一分局
887.0,後龍里,臺中市西區後龍里25鄰民權路228號,319.0,120.672081,24.145019,1.0,第一分局
888.0,安龍里,臺中市西區安龍里13鄰梅川西路一段23號,493.0,120.667305,24.142423,1.0,第一分局
889.0,後龍里,臺中市西區後龍里16鄰梅川西路一段130號,98.0,120.6709291,24.14894143,1.0,第一分局
890.0,民龍里,臺中市西區民龍里5鄰臺灣大道二段311巷1弄36號,459.0,120.6655761,24.15311906,1.0,第一分局
891.0,民龍里,臺中市西區民龍里24鄰文化街121號,595.0,120.672506,24.15325857,1.0,第一分局
892.0,安龍里,臺中市西區安龍里22鄰自治街238號,542.0,120.667535,24.143257,2.0,第一分局
893.0,双龍里,臺中市西區双龍里013鄰模範街34巷7號,186.0,120.6672447,24.14971856,1.0,第一分局
894.0,民龍里,臺中市西區民龍里6鄰館前路77號,4677.0,120.6636622,24.15229741,34.0,第一分局
895.0,民龍里,臺中市西區民龍里18鄰西屯路一段167巷20號,746.0,120.6693974,24.15300575,5.0,第一分局
896.0,大誠里,臺中市中區大誠里16鄰公園路38號,1293.0,120.680229,24.146204,1.0,第一分局
897.0,大誠里,臺中市中區大誠里23鄰公園路105號,91.0,120.679406,24.146393,1.0,第一分局
898.0,大誠里,臺中市中區大誠里16鄰公園路36號,422.0,120.680404,24.146051,1.0,第一分局
899.0,大誠里,臺中市中區大誠里21鄰光復路142號,83.0,120.679364,24.145444,1.0,第一分局
900.0,大誠里,臺中市中區大誠里24鄰公園路99號,92.0,120.6796903,24.14649048,1.0,第一分局
901.0,大誠里,臺中市中區大誠里25鄰大誠街108號,140.0,120.680499,24.146609,1.0,第一分局
902.0,大誠里,臺中市中區大誠里25鄰光復路152號,97.0,120.679045,24.145906,1.0,第一分局
903.0,大誠里,臺中市中區大誠里25鄰大誠街67號,112.0,120.67936,24.145942,1.0,第一分局
904.0,大誠里,臺中市中區大誠里24鄰中華路二段24巷8號,147.0,120.679837,24.146837,1.0,第一分局
905.0,大誠里,臺中市中區大誠里16鄰大誠街67號,88.0,120.67936,24.145942,1.0,第一分局
906.0,大誠里,臺中市中區大誠里25鄰福音街29號,96.0,120.680824,24.146552,1.0,第一分局
907.0,大誠里,臺中市中區大誠里22鄰成功路306巷1號,105.0,120.678943,24.14451,1.0,第一分局
908.0,大誠里,臺中市中區大誠里20鄰大誠街88號,95.0,120.679764,24.14592,1.0,第一分局
909.0,大誠里,臺中市中區大誠里20鄰大誠街86號之1,266.0,120.679737,24.145885,1.0,第一分局
910.0,大誠里,臺中市中區大誠里19鄰成功路306巷10號,617.0,120.678706,24.144893,1.0,第一分局
911.0,大誠里,臺中市中區大誠里20鄰大誠街78號,220.0,120.67959,24.145745,1.0,第一分局
912.0,大誠里,臺中市中區大誠里2鄰大誠街11巷15號,83.0,120.677581,24.144615,1.0,第一分局
913.0,大誠里,臺中市中區大誠里8鄰臺灣大道一段501號,529.0,120.677201,24.144044,1.0,第一分局
914.0,大誠里,臺中市中區大誠里15鄰興民街18號,202.0,120.67771,24.144969,1.0,第一分局
915.0,大誠里,臺中市中區大誠里15鄰臺灣大道一段516號,146.0,120.67903,24.146284,1.0,第一分局
916.0,大誠里,臺中市中區大誠里12鄰成功路315號,191.0,120.67815,24.14481,1.0,第一分局
917.0,大誠里,臺中市中區大誠里15鄰臺灣大道一段502號,97.0,120.677529,24.144369,1.0,第一分局
918.0,大誠里,臺中市中區大誠里8鄰大誠街3號,83.0,120.677718,24.144352,1.0,第一分局
919.0,大誠里,臺中市中區大誠里8鄰大誠街5號,123.0,120.677792,24.144424,1.0,第一分局
920.0,大誠里,臺中市中區大誠里8鄰大誠街7號,110.0,120.677817,24.144452,1.0,第一分局
921.0,大誠里,臺中市中區大誠里2鄰民族路190號,225.0,120.676314,24.142655,1.0,第一分局
922.0,中華里,臺中市中區中華里11鄰民族路231號,88.0,120.675245661776,24.14315257334624,1.0,第一分局
923.0,大誠里,臺中市中區大誠里6鄰中山路285號,90.0,120.676402,24.143574,1.0,第一分局
924.0,大誠里,臺中市中區大誠里3鄰仁愛街8號,97.0,120.676032,24.142951,1.0,第一分局
925.0,大誠里,臺中市中區大誠里2鄰柳川西路三段23號,432.0,120.67677,24.143077,1.0,第一分局
926.0,大誠里,臺中市中區大誠里2鄰柳川西路三段20號,328.0,120.67679,24.142817,1.0,第一分局
927.0,大誠里,臺中市中區大誠里2鄰柳川西路三段16號,374.0,120.6765738,24.14269618,1.0,第一分局
928.0,大誠里,臺中市中區大誠里3鄰仁愛街16號,121.0,120.676478,24.143294,1.0,第一分局
929.0,大誠里,臺中市中區大誠里2鄰民族路184號,246.0,120.676441,24.142496,1.0,第一分局
930.0,大誠里,臺中市中區大誠里1鄰民族路207號,296.0,120.675942,24.142572,1.0,第一分局
931.0,大誠里,臺中市中區大誠里5鄰仁愛街35號,141.0,120.676193,24.143383,1.0,第一分局
932.0,大誠里,臺中市中區大誠里5鄰仁愛街33號,94.0,120.676148,24.143353,1.0,第一分局
933.0,柳川里,臺中市中區柳川里13鄰臺灣大道一段410號,170.0,120.678894,24.143194,1.0,第一分局
934.0,柳川里,臺中市中區柳川里11鄰吉祥街1號,120.0,120.679474,24.144252,1.0,第一分局
935.0,柳川里,臺中市中區柳川里011鄰成功路270號,56.0,120.6800246,24.14343915,1.0,第一分局
936.0,柳川里,臺中市中區柳川里12鄰成功路300號,621.0,120.679526,24.143929,1.0,第一分局
937.0,柳川里,臺中市中區柳川里13鄰臺灣大道一段400號,182.0,120.67897,24.143132,1.0,第一分局
938.0,柳川里,臺中市中區柳川里014鄰吉祥街3號,74.0,120.6794548,24.14462259,1.0,第一分局
939.0,柳川里,臺中市中區柳川里13鄰興中街60號之13,110.0,120.679402,24.143443,1.0,第一分局
940.0,柳川里,臺中市中區柳川里13鄰興中街66號,93.0,120.679205,24.14366,1.0,第一分局
941.0,柳川里,臺中市中區柳川里14鄰興中街92號,169.0,120.6800642,24.14447926,1.0,第一分局
942.0,柳川里,臺中市中區柳川里14鄰光復路189號,34.0,120.6802161,24.14453142,1.0,第一分局
943.0,柳川里,臺中市中區柳川里15鄰光復路183號,185.0,120.68028,24.144313,1.0,第一分局
944.0,柳川里,臺中市中區柳川里15鄰興中街65號,79.0,120.6795945,24.14449057,1.0,第一分局
945.0,柳川里,臺中市中區柳川里15鄰成功路290號,76.0,120.6796879,24.14391189,1.0,第一分局
946.0,柳川里,臺中市中區柳川里15鄰光復路215號,44.0,120.679573,24.144919,1.0,第一分局
947.0,柳川里,臺中市中區柳川里16鄰光復路136號,134.0,120.679551,24.145275,1.0,第一分局
948.0,柳川里,臺中市中區柳川里16鄰光復路86號,122.0,120.680623,24.144293,1.0,第一分局
949.0,柳川里,臺中市中區柳川里16鄰光復路88巷1號,108.0,120.6805407,24.14462793,1.0,第一分局
950.0,柳川里,臺中市中區柳川里16鄰光復路88巷3號,112.0,120.6805407,24.14462793,1.0,第一分局
951.0,柳川里,臺中市中區柳川里17鄰公園路77號,166.0,120.680329,24.145505,1.0,第一分局
952.0,柳川里,臺中市中區柳川里17鄰興中街93號,174.0,120.68015,24.145021,1.0,第一分局
953.0,柳川里,臺中市中區柳川里17鄰興中街99號,252.0,120.680227,24.145091,1.0,第一分局
954.0,柳川里,臺中市中區柳川里18鄰光復路92號,67.0,120.6805083,24.14437699,1.0,第一分局
955.0,柳川里,臺中市中區柳川里022鄰三民路二段183巷23號,67.0,120.680922,24.14732961,1.0,第一分局
956.0,中華里,臺中市中區中華里23鄰臺灣大道一段566號,126.0,120.676907,24.144977,1.0,第一分局
957.0,中華里,臺中市中區中華里28鄰中華路171號,93.0,120.676826,24.145716,1.0,第一分局
958.0,中華里,臺中市中區中華里27鄰成功路359號之2,984.0,120.6768743,24.14609617,1.0,第一分局
959.0,中華里,臺中市中區中華里27鄰025鄰中華西街８６號,108.0,120.6772135,24.14636675,1.0,第一分局
960.0,中華里,臺中市中區中華里27鄰中華路一段126號,373.0,120.6770399,24.14559944,1.0,第一分局
961.0,中華里,臺中市中區中華里23鄰臺灣大道一段580號,101.0,120.6763527,24.1456384,1.0,第一分局
962.0,中華里,臺中市中區中華里20鄰中華路一段193巷2號,111.0,120.677492,24.146318,1.0,第一分局
963.0,中華里,臺中市中區中華里24鄰興民街1號,130.0,120.677162,24.144701,1.0,第一分局
964.0,中華里,臺中市中區中華里25鄰中華路一段185號,453.0,120.677364,24.146165,1.0,第一分局
965.0,中華里,臺中市中區中華里25鄰中華路一段183號,88.0,120.677345,24.146052,1.0,第一分局
966.0,中華里,臺中市中區中華里25鄰中華路一段181號,88.0,120.677314,24.146027,1.0,第一分局
967.0,中華里,臺中市中區中華里25鄰中華路一段156號,85.0,120.677812,24.145976,1.0,第一分局
968.0,中華里,臺中市中區中華里22鄰中華路一段154巷1號,200.0,120.677953,24.14589,1.0,第一分局
969.0,柳川里,臺中市中區柳川里10鄰中山路272號,120.0,120.677727,24.142706,1.0,第一分局
970.0,柳川里,臺中市中區柳川里8鄰臺灣大道一段441號,173.0,120.678139,24.143456,1.0,第一分局
971.0,柳川里,臺中市中區柳川里1鄰民權路156號,144.0,120.676886,24.140795,1.0,第一分局
972.0,柳川里,臺中市中區柳川里8鄰臺灣大道一段433號,230.0,120.678254,24.143346,1.0,第一分局
973.0,柳川里,臺中市中區柳川里6鄰柳川東路三段33號,229.0,120.677815,24.143115,1.0,第一分局
974.0,柳川里,臺中市中區柳川里3鄰民族路176號,133.0,120.677169,24.141871,1.0,第一分局
975.0,柳川里,臺中市中區柳川里6鄰柳川東路三段5號,247.0,120.676714,24.141518,1.0,第一分局
976.0,柳川里,臺中市中區柳川里3鄰民族路156號,96.0,120.677656,24.141377,1.0,第一分局
977.0,柳川里,臺中市中區柳川里3鄰民族路160號,312.0,120.677515,24.141587,1.0,第一分局
978.0,中華里,臺中市中區中華里4鄰中山路348號,90.0,120.675658,24.144591,1.0,第一分局
979.0,中華里,臺中市中區中華里4鄰中山路346號,98.0,120.675687,24.144563,1.0,第一分局
980.0,中華里,臺中市中區中華里8鄰中華路一段109號,134.0,120.675743,24.144477,1.0,第一分局
981.0,中華里,臺中市中區中華里7鄰中華路137號,107.0,120.676182,24.144881,1.0,第一分局
982.0,中華里,臺中市中區中華里9鄰中華路一段121號,883.0,120.675864,24.144772,1.0,第一分局
983.0,中華里,臺中市中區中華里7鄰民權路188號,415.0,120.674707,24.142648,1.0,第一分局
984.0,中華里,臺中市中區中華里7鄰民族路235號,421.0,120.675185,24.14326,1.0,第一分局
985.0,中華里,臺中市中區中華里10鄰中山路320號,145.0,120.676394,24.143964,1.0,第一分局
986.0,中華里,臺中市中區中華里10鄰中華路一段36號,108.0,120.674722,24.143039,1.0,第一分局
987.0,中華里,臺中市中區中華里10鄰中華路一段42號,85.0,120.674888,24.143135,1.0,第一分局
988.0,中華里,臺中市中區中華里10鄰中華路一段54號,85.0,120.675064,24.143329,1.0,第一分局
989.0,中華里,臺中市中區中華里10鄰中華路一段70號,83.0,120.675576,24.143865,1.0,第一分局
990.0,中華里,臺中市中區中華里12鄰中華路一段52號,153.0,120.675036,24.143294,1.0,第一分局
991.0,中華里,臺中市中區中華里12鄰中華路一段62號,125.0,120.675452,24.143497,1.0,第一分局
992.0,中華里,臺中市中區中華里12鄰中華路一段64號,127.0,120.675499,24.143771,1.0,第一分局
993.0,中華里,臺中市中區中華里14鄰民族路206號,303.0,120.675693,24.143197,1.0,第一分局
994.0,中華里,臺中市中區中華里14鄰民族路186巷2號,104.0,120.675867,24.14307,1.0,第一分局
995.0,中華里,臺中市中區中華里17鄰中山路313號,211.0,120.675948,24.144003,1.0,第一分局
996.0,中華里,臺中市中區中華里17鄰中華路一段102巷5號,97.0,120.676587,24.144417,1.0,第一分局
997.0,中華里,臺中市中區中華里17鄰民族路233號,167.0,120.675209,24.143218,1.0,第一分局
998.0,中華里,臺中市中區中華里1鄰中華路一段45號,110.0,120.674408,24.14317,1.0,第一分局
999.0,中華里,臺中市中區中華里1鄰民權路216號,835.0,120.674124,24.143336,1.0,第一分局
1000.0,中華里,臺中市中區中華里1鄰民族路241號,94.0,120.674693,24.143622,1.0,第一分局
1001.0,中華里,臺中市中區中華里1鄰民族路241號之1,93.0,120.674701,24.143674,1.0,第一分局
1002.0,中華里,臺中市中區中華里8鄰中華路一段99號,117.0,120.6754,24.144093,1.0,第一分局
1003.0,大誠里,臺中市中區大誠里30鄰公園路111號,86.0,120.679287,24.146498,1.0,第一分局
1004.0,大誠里,臺中市中區大誠里32鄰中華路二段20號,122.0,120.679278,24.147341,1.0,第一分局
1005.0,大誠里,臺中市中區大誠里29鄰光復路160號,85.0,120.678909,24.146128,1.0,第一分局
1006.0,大誠里,臺中市中區大誠里29鄰中華路二段24巷5號,170.0,120.679641,24.147344,1.0,第一分局
1007.0,大誠里,臺中市中區大誠里29鄰中華路二段61號,157.0,120.679378,24.14796,1.0,第一分局
1008.0,大誠里,臺中市中區大誠里32鄰光復路164號,160.0,120.6790096,24.14930304,1.0,第一分局
1009.0,大誠里,臺中市中區大誠里29鄰中華路二段35號,159.0,120.678918,24.147545,2.0,第一分局
1010.0,大墩里,臺中市中區大墩里1鄰三民路二段1號,146.0,120.677242,24.140461,1.0,第一分局
1011.0,大墩里,臺中市中區大墩里5鄰三民路二段17巷2號,93.0,120.677435,24.140903,1.0,第一分局
1012.0,大墩里,臺中市中區大墩里5鄰三民路二段17巷4號,218.0,120.677368,24.140972,1.0,第一分局
1013.0,大墩里,臺中市中區大墩里5鄰三民路二段29號,458.0,120.6779093,24.14164255,1.0,第一分局
1014.0,大墩里,臺中市中區大墩里4鄰三民路二段11號,172.0,120.6775068,24.14108435,1.0,第一分局
1015.0,大墩里,臺中市中區大墩里5鄰三民路二段25號,126.0,120.67765,24.140906,1.0,第一分局
1016.0,大墩里,臺中市中區大墩里1鄰民權路120號,91.0,120.677732,24.140115,1.0,第一分局
1017.0,大墩里,臺中市中區大墩里5鄰民族路127號,90.0,120.67841,24.140459,1.0,第一分局
1018.0,大墩里,臺中市中區大墩里5鄰民族路139號,91.0,120.678248,24.140599,1.0,第一分局
1019.0,大墩里,臺中市中區大墩里5鄰民族路153號,184.0,120.677706,24.141058,1.0,第一分局
1020.0,大墩里,臺中市中區大墩里17鄰民族路106號,435.0,120.677871,24.141418,1.0,第一分局
1021.0,大墩里,臺中市中區大墩里11鄰三民路二段62號,97.0,120.679117,24.141729,1.0,第一分局
1022.0,大墩里,臺中市中區大墩里11鄰三民路二段80號,113.0,120.679346,24.142022,1.0,第一分局
1023.0,大墩里,臺中市中區大墩里12鄰三民路二段68號,275.0,120.679247,24.141833,1.0,第一分局
1024.0,大墩里,臺中市中區大墩里12鄰臺灣大道一段325號,256.0,120.679824,24.141891,1.0,第一分局
1025.0,大墩里,臺中市中區大墩里13鄰三民路二段76號,289.0,120.679346,24.142022,1.0,第一分局
1026.0,大墩里,臺中市中區大墩里13鄰三民路二段74巷5號,87.0,120.679537,24.141881,1.0,第一分局
1027.0,大墩里,臺中市中區大墩里12鄰臺灣大道一段329號,123.0,120.6798,24.141981,1.0,第一分局
1028.0,大墩里,臺中市中區大墩里24鄰光復路169號之1,86.0,120.680571,24.14402,1.0,第一分局
1029.0,大墩里,臺中市中區大墩里18鄰三民路二段141號,87.0,120.680307,24.143488,1.0,第一分局
1030.0,大墩里,臺中市中區大墩里18鄰三民路二段145號,331.0,120.680359,24.143564,1.0,第一分局
1031.0,大墩里,臺中市中區大墩里18鄰三民路二段123號,107.0,120.67979,24.142949,1.0,第一分局
1032.0,大墩里,臺中市中區大墩里18鄰三民路二段125號,104.0,120.679818,24.142983,1.0,第一分局
1033.0,大墩里,臺中市中區大墩里18鄰三民路二段127號,107.0,120.679855,24.14301,1.0,第一分局
1034.0,大墩里,臺中市中區大墩里18鄰三民路二段129號,88.0,120.679886,24.143039,1.0,第一分局
1035.0,大墩里,臺中市中區大墩里21鄰臺灣大道一段348號,140.0,120.679858,24.142375,1.0,第一分局
1036.0,大墩里,臺中市中區大墩里20鄰成功路256號,170.0,120.680606,24.142994,1.0,第一分局
1037.0,大墩里,臺中市中區大墩里20鄰成功路260號,83.0,120.680494,24.14308,1.0,第一分局
1038.0,大墩里,臺中市中區大墩里20鄰三民路二段138號,653.0,120.68089,24.143512,1.0,第一分局
1039.0,大墩里,臺中市中區大墩里18鄰臺灣大道一段388號,242.0,120.679143,24.142966,1.0,第一分局
1040.0,大墩里,臺中市中區大墩里18鄰臺灣大道一段360號,96.0,120.679534,24.142637,1.0,第一分局
