電腦編號,建築物名稱,縣(市),鄉鎮市區,村里別,緯度,經度,避難樓層,防空避難設備面積,是否兼作停車空間,容量,類別,依建築物類型分類,依容納人數分類,進出口2處(含)以上,有發電機,有通風設備,有照明設備,轄管分局,建檔日期,最後修正日期,備註
E17-01-061,大樓,桃園市,龜山區,樂善里,25.047611,121.382582,6.0,4221.62,V,2931.0,E2,E,4.0,,v,v,v,龜山分局,4/19/2023,12/31/2023,
E18-01-062,大樓,桃園市,龜山區,樂善里,25.049073,121.381294,5.0,7397.68,V,5137.0,F2,F,4.0,,v,v,v,龜山分局,4/19/2023,12/31/2023,
E18-01-063,"工廠 (致茂電子)",桃園市,龜山區,樂善里,25.050212,121.388958,2.0,906.13,V,629.0,F2,F,2.0,,v,v,v,龜山分局,4/19/2023,12/31/2023,
E18-01-064,大樓,桃園市,龜山區,樂善里,25.050973,121.386,5.0,2922.14,V,2029.0,E2,E,3.0,,v,v,v,龜山分局,4/19/2023,12/31/2023,
E18-01-065,大樓,桃園市,龜山區,樂善里,25.052115,121.383346,4.0,2039.94,V,1416.0,E2,E,2.0,,v,v,v,龜山分局,4/19/2023,12/31/2023,
E18-01-066,大樓,桃園市,龜山區,樂善里,25.046475,121.38526,4.0,2894.19,V,2009.0,E2,E,4.0,v,v,v,v,龜山分局,4/19/2023,12/31/2023,
E17-01-067,大樓,桃園市,龜山區,文青里,25.040926,121.386047,3.0,2169.63,V,1506.0,E2,E,4.0,v,v,v,v,龜山分局,4/19/2023,12/31/2023,
E18-01-068,大樓,桃園市,龜山區,文青里,25.040062,121.387726,4.0,11465.59,V,7962.0,E3,E,3.0,v,v,v,v,龜山分局,4/19/2023,12/31/2023,
E17-01-069,大樓,桃園市,龜山區,樂善里,25.049288,121.381675,1.0,456.11,V,316.0,E2,E,4.0,v,v,v,v,龜山分局,4/19/2023,12/31/2023,
E18-01-070,大樓,桃園市,龜山區,長庚里,25.05302,121.383963,5.0,3153.99,V,2190.0,E2,E,4.0,v,v,v,v,龜山分局,4/19/2023,12/31/2023,
E22-01-071,大樓,桃園市,龜山區,樂善里,25.051193,121.385009,4.0,2099.75,V,1458.0,E2,E,4.0,v,v,v,v,龜山分局,4/19/2023,12/31/2023,
E22-01-072,大樓,桃園市,龜山區,長庚里,25.053058,121.383614,4.0,2109.42,V,1464.0,E2,E,4.0,v,v,v,v,龜山分局,4/19/2023,12/31/2023,
E22-01-073,大樓,桃園市,龜山區,樂善里,25.04587,121.385402,4.0,3560.37,V,2472.0,F2,F,4.0,v,v,v,v,龜山分局,4/19/2023,12/31/2023,
E22-01-074,大樓,桃園市,龜山區,樂善里,25.04889,121.393783,1.0,414.51,V,287.0,E3,E,2.0,v,v,v,v,龜山分局,4/19/2023,12/31/2023,
E22-01-075,大樓,桃園市,龜山區,樂善里,25.048234,121.382577,4.0,4524.23,V,3141.0,E2,E,3.0,v,v,v,v,龜山分局,4/19/2023,12/31/2023,
E22-01-076,大樓,桃園市,龜山區,長庚里,25.055371,121.384808,4.0,1369.11,V,950.0,E2,E,2.0,v,v,v,v,龜山分局,4/19/2023,12/31/2023,
E22-01-077,大樓,桃園市,龜山區,樂善里,25.044739,121.389116,1.0,533.0,V,370.0,E2,E,4.0,v,v,v,v,龜山分局,4/19/2023,12/31/2023,
E22-01-078,大樓,桃園市,龜山區,樂善里,25.046191,121.388043,4.0,1375.44,V,955.0,F2,F,3.0,v,v,v,v,龜山分局,4/19/2023,12/31/2023,
E22-01-079,大樓,桃園市,龜山區,樂善里,25.055796,121.379676,4.0,2716.21,V,1886.0,E3,E,4.0,v,v,v,v,龜山分局,4/19/2023,12/31/2023,
E22-02-080,大樓,桃園市,龜山區,樂善里,25.046244,121.391282,4.0,2201.14,V,1528.0,E2,E,3.0,,,,,龜山分局,4/19/2023,12/31/2023,
E22-02-081,大樓,桃園市,龜山區,樂善里,25.044275,121.388171,2.0,868.7,V,603.0,F3,F,2.0,v,v,v,v,龜山分局,4/19/2023,12/31/2023,
E22-02-082,大樓,桃園市,龜山區,樂善里,25.050732,121.393865,1.0,31878.69,V,22137.0,E3,E,3.0,v,v,v,v,龜山分局,4/19/2023,12/31/2023,
E22-02-083,大樓,桃園市,龜山區,文青里,25.038436,121.388632,4.0,2041.16,V,1417.0,E3,E,2.0,v,v,v,v,龜山分局,4/19/2023,12/31/2023,
E22-02-084,大樓,桃園市,龜山區,樂善里,25.051066,121.386224,4.0,1120.43,V,778.0,E2,E,2.0,v,v,v,v,龜山分局,4/19/2023,12/31/2023,
E22-03-085,大樓,桃園市,龜山區,長庚里,25.05461,121.383021,4.0,2580.56,V,1792.0,F2,F,3.0,v,v,v,v,龜山分局,4/19/2023,12/31/2023,
E22-03-086,工廠,桃園市,龜山區,樂善里,25.050957,121.394284,4.0,6366.34,V,4421.0,F3,F,2.0,v,v,v,v,龜山分局,4/19/2023,12/31/2023,
E22-03-087,工廠,桃園市,龜山區,樂善里,25.051997,121.390979,3.0,6429.38,V,4464.0,E2,E,2.0,v,v,v,v,龜山分局,4/19/2023,12/31/2023,
E22-03-088,大樓,桃園市,龜山區,樂善里,25.045078,121.3933,3.0,287.26,V,199.0,E2,E,3.0,v,v,v,v,龜山分局,6/28/2023,12/31/2023,
E22-03-089,大樓,桃園市,龜山區,樂善里,25.047784,121.392688,4.0,3671.2,V,2549.0,E3,E,2.0,v,v,v,v,龜山分局,4/19/2023,12/31/2023,
E22-03-090,大樓,桃園市,龜山區,樂善里,25.045821,121.392609,4.0,3389.93,V,2354.0,E2,E,2.0,v,v,v,v,龜山分局,4/19/2023,12/31/2023,
E22-03-091,大樓,桃園市,龜山區,樂善里,25.047775,121.383412,4.0,1539.55,V,1069.0,F2,E,2.0,v,v,v,v,龜山分局,4/19/2023,12/31/2023,
E22-02-092,大樓,桃園市,龜山區,樂善里,25.05188,121.390522,5.0,3182.37,V,2209.0,E2,E,2.0,v,v,v,v,龜山分局,4/19/2023,12/31/2023,
F08-01-009,大樓,桃園市,龜山區,山頂里,24.982526,121.33425,1.0,228.0,V,158.0,E3,E,3.0,,,v,v,龜山分局,4/19/2023,12/31/2023,
F08-02-010,大樓,桃園市,龜山區,山頂里,24.982774,121.333362,1.0,142.0,V,98.0,E4,E,4.0,,,v,v,龜山分局,4/19/2023,12/31/2023,
F10-01-011,"學校 (幸福國小)",桃園市,龜山區,山福里,24.98887,121.330687,1.0,123.0,V,85.0,C4,C,4.0,,,v,v,龜山分局,4/19/2023,12/31/2023,
F14-01-013,工廠,桃園市,龜山區,山頂里,24.983663,121.327126,1.0,34.0,V,23.0,F4,F,4.0,,,v,v,龜山分局,4/19/2023,12/31/2023,
F14-02-014,工廠,桃園市,龜山區,山頂里,24.984246,121.328306,1.0,66.0,V,45.0,F4,F,4.0,,,v,v,龜山分局,4/19/2023,12/31/2023,
F14-05-017,工廠,桃園市,龜山區,山頂里,24.983906,121.327714,1.0,44.0,V,30.0,F3,F,4.0,,,v,v,龜山分局,4/19/2023,12/31/2023,
F14-06-018,私人住宅,桃園市,龜山區,山頂里,24.983642,121.326995,1.0,2534.0,V,1759.0,E4,E,3.0,v,,v,v,龜山分局,4/19/2023,12/31/2023,
F14-07-019,私人住宅,桃園市,龜山區,山頂里,24.980929,121.330326,1.0,165.0,V,114.0,F4,F,3.0,v,v,v,v,龜山分局,4/19/2023,12/31/2023,
F14-08-020,工廠,桃園市,龜山區,山頂里,24.983828,121.327472,1.0,1777.0,V,1234.0,F4,F,2.0,v,v,v,v,龜山分局,4/19/2023,12/31/2023,
F14-09-021,"工廠 (銓銘金屬)",桃園市,龜山區,山頂里,24.981105,121.330229,1.0,116.0,V,80.0,F4,F,3.0,,v,v,v,龜山分局,4/19/2023,12/31/2023,
F14-10-022,工廠,桃園市,龜山區,山頂里,24.983886,121.330727,1.0,713.0,V,495.0,F4,F,3.0,v,v,v,v,龜山分局,4/19/2023,12/31/2023,
F14-13-025,"工廠 (美光)",桃園市,龜山區,山頂里,24.985261,121.322936,1.0,63.0,V,43.0,F2,F,3.0,,,v,v,龜山分局,4/19/2023,12/31/2023,
F14-14-026,工廠,桃園市,龜山區,山頂里,24.983423,121.328772,2.0,900.0,V,625.0,F3,F,3.0,v,v,v,v,龜山分局,4/19/2023,12/31/2023,
F14-17-029,"工廠 (晶碩)",桃園市,龜山區,山頂里,24.988135,121.328744,2.0,6165.0,V,4281.0,F2,F,2.0,v,v,v,v,龜山分局,4/19/2023,12/31/2023,
F14-18-030,"工廠 (晟峰精密)",桃園市,龜山區,山頂里,24.98422,121.330896,1.0,304.0,V,211.0,F4,F,3.0,,v,v,v,龜山分局,4/19/2023,12/31/2023,
F14-19-031,"工廠 (和碩聯合科技桃園三甲廠)",桃園市,龜山區,山頂里,24.981324,121.329294,3.0,6872.0,V,4772.0,F3,F,2.0,v,,v,v,龜山分局,4/19/2023,12/31/2023,
F14-20-032,"工廠 (欣興電子 山鶯廠)",桃園市,龜山區,山頂里,24.983358,121.329903,3.0,7239.0,V,5027.0,F4,F,3.0,v,,v,v,龜山分局,4/19/2023,12/31/2023,
F14-21-033,"工廠 (欣興電子)",桃園市,龜山區,山頂里,24.981664,121.330134,2.0,1384.0,V,961.0,F3,F,2.0,v,,v,v,龜山分局,4/19/2023,12/31/2023,
F14-22-034,"工廠 (欣興電子)",桃園市,龜山區,山頂里,24.981808,121.330459,3.0,6872.0,V,4772.0,F2,F,3.0,v,,v,v,龜山分局,4/19/2023,12/31/2023,
F14-23-035,私人住宅,桃園市,龜山區,山德里,24.988781,121.323881,2.0,4925.0,V,3420.0,F3,F,3.0,v,v,v,v,龜山分局,4/19/2023,12/31/2023,
F14-24-036,"工廠 (台達電桃二廠)",桃園市,龜山區,山頂里,24.985291,121.326548,1.0,622.0,V,431.0,F2,F,3.0,v,,v,v,龜山分局,4/19/2023,12/31/2023,
F14-25-037,"工廠 (視陽光學)",桃園市,龜山區,山頂里,24.987571,121.326882,3.0,6872.0,V,4772.0,F2,F,3.0,v,,v,v,龜山分局,4/19/2023,12/31/2023,
F14-27-039,"工廠 (晶碩光學)",桃園市,龜山區,山頂里,24.988047,121.327836,3.0,8399.0,V,5832.0,F3,F,3.0,v,v,v,v,龜山分局,4/19/2023,12/31/2023,
F14-28-040,"工廠 (台達電桃二廠)",桃園市,龜山區,山頂里,24.985289,121.326552,1.0,1508.0,V,1047.0,F2,F,2.0,v,,v,v,龜山分局,4/19/2023,12/31/2023,
F14-29-041,"工廠 (欣興電子)",桃園市,龜山區,山頂里,24.982308,121.329948,1.0,2025.0,V,1406.0,E2,E,3.0,v,v,v,v,龜山分局,4/19/2023,12/31/2023,
F14-30-042,私人住宅,桃園市,龜山區,山頂里,24.987043,121.329915,1.0,56.0,V,38.0,F3,F,4.0,,,v,v,龜山分局,4/19/2023,12/31/2023,
F14-31-043,"工廠 (台達電桃二廠)",桃園市,龜山區,山頂里,24.985288,121.326555,1.0,1507.0,V,1046.0,F2,F,2.0,,v,v,v,龜山分局,4/19/2023,12/31/2023,
F14-32-044,工廠,桃園市,龜山區,山頂里,24.987576,121.326885,1.0,1848.0,V,1283.0,E2,E,2.0,v,,v,v,龜山分局,4/19/2023,12/31/2023,
F16-01-045,商貿新城,桃園市,龜山區,新興里,24.989585,121.332793,1.0,726.0,V,504.0,E2,E,2.0,v,,v,v,龜山分局,4/19/2023,12/31/2023,
F16-02-046,商貿新城,桃園市,龜山區,新興里,24.990164,121.333461,2.0,767.08,V,532.0,E2,E,2.0,v,v,v,v,龜山分局,4/19/2023,12/31/2023,
F16-03-047,私人住宅,桃園市,龜山區,新興里,24.992531,121.332608,1.0,195.0,V,135.0,E4,E,2.0,v,,v,v,龜山分局,4/19/2023,12/31/2023,
F16-04-048,大樓,桃園市,龜山區,新興里,24.989848,121.332671,1.0,687.0,V,477.0,E2,E,2.0,v,v,v,v,龜山分局,4/19/2023,12/31/2023,
F16-05-049,商貿新城,桃園市,龜山區,新興里,24.989846,121.332671,1.0,566.0,V,393.0,E2,E,2.0,v,v,v,v,龜山分局,4/19/2023,12/31/2023,
F17-01-050,工廠,桃園市,龜山區,新興里,24.988823,121.341239,2.0,7643.0,V,5307.0,E3,E,2.0,v,v,v,v,龜山分局,4/19/2023,12/31/2023,
F18-04-054,活力城市社區,桃園市,龜山區,中興里,24.993573,121.33164,2.0,3288.16,V,2283.0,E3,E,3.0,v,v,v,v,龜山分局,4/19/2023,12/31/2023,
F19-02-056,私人住宅,桃園市,龜山區,中興里,24.993231,121.325557,1.0,3560.31,V,2472.0,D3,D,3.0,v,v,v,v,龜山分局,4/19/2023,12/31/2023,
F03-01-058,"學校 (幸福國中)",桃園市,龜山區,幸福里,24.987957,121.332539,3.0,3305.76,V,2295.0,D3,D,3.0,v,v,v,v,龜山分局,4/19/2023,12/31/2023,
F14-34-061,大樓,桃園市,龜山區,山頂里,24.987186,121.324141,2.0,1134.05,V,787.0,E2,E,2.0,,v,v,v,龜山分局,4/19/2023,12/31/2023,
F14-04-062,大樓,桃園市,龜山區,山頂里,24.987478,121.330434,3.0,2782.64,V,1932.0,E2,E,2.0,v,v,v,v,龜山分局,4/19/2023,12/31/2023,
F14-36-063,工廠,桃園市,龜山區,山頂里,24.987574,121.328136,1.0,3063.24,V,2127.0,F2,F,2.0,v,v,v,v,龜山分局,4/19/2023,12/31/2023,
F14-37-064,大樓,桃園市,龜山區,山頂里,24.987148,121.331067,2.0,6720.45,V,4666.0,E2,E,2.0,v,v,v,v,龜山分局,4/19/2023,12/31/2023,
F24-01-065,龍脉社區大樓,桃園市,龜山區,新興里,24.992255,121.340391,1.0,1904.93,V,1322.0,F3,F,3.0,v,v,v,v,龜山分局,4/19/2023,12/31/2023,
F19-04-066,大樓,桃園市,龜山區,中興里,24.994308,121.325389,3.0,2384.79,V,1656.0,F2,F,2.0,,v,v,v,龜山分局,4/19/2023,12/31/2023,
F14-38-067,私人住宅,桃園市,龜山區,山頂里,24.986777,121.326176,2.0,1644.82,V,1142.0,F2,F,1.0,,v,,v,龜山分局,4/19/2023,12/31/2023,
F14-39-068,"工廠 (台達電桃五廠)",桃園市,龜山區,山頂里,24.984834,121.327356,3.0,1322.65,V,918.0,E2,E,3.0,v,v,v,v,龜山分局,4/19/2023,12/31/2023,
F13-02-070,西班牙廣場社區,桃園市,龜山區,山福里,24.992852,121.328423,2.0,1245.35,V,864.0,E2,E,3.0,v,v,v,v,龜山分局,4/19/2023,12/31/2023,
F13-02-71,私人住宅,桃園市,龜山區,幸福里,24.986471,121.335391,2.0,2057.99,V,1429.0,E2,E,3.0,v,v,v,v,龜山分局,4/19/2023,12/31/2023,
F22-14-072,太和官邸社區,桃園市,龜山區,中興里,24.993509,121.331338,1.0,247.06,V,171.0,E3,E,2.0,,v,v,v,龜山分局,4/19/2023,12/31/2023,
F12-56-73,大樓,桃園市,龜山區,幸福里,24.986838,121.335299,1.0,1229.93,V,854.0,E3,E,2.0,v,v,v,v,龜山分局,4/19/2023,12/31/2023,
F21-01-074,工廠,桃園市,龜山區,山德里,24.992089,121.323925,1.0,1169.84,V,812.0,F2,F,2.0,,v,v,v,龜山分局,4/19/2023,12/31/2023,
F13-14-75,私人住宅,桃園市,龜山區,山頂里,24.985656,121.31833,1.0,961.47,V,667.0,F3,F,3.0,,v,v,v,龜山分局,4/19/2023,12/31/2023,
F11-01-076,"工廠 (欣興電子)",桃園市,龜山區,山頂里,24.985189,121.329544,2.0,3909.24,V,2714.0,E3,E,3.0,,v,v,v,龜山分局,4/19/2023,12/31/2023,
F11-12-077,私人住宅,桃園市,龜山區,新興里,24.989191,121.333055,2.0,1409.49,V,978.0,E3,E,2.0,v,v,v,v,龜山分局,4/19/2023,12/31/2023,
F13-14-078,H(龜山分局),桃園市,龜山區,新興里,24.991421,121.337983,3.0,4436.66,V,3081.0,H2,H,2.0,v,v,v,v,龜山分局,4/19/2023,12/31/2023,
F13-14-079,大樓,桃園市,龜山區,山頂里,24.986644,121.328664,1.0,238.64,V,165.0,E2,E,3.0,v,v,v,v,龜山分局,4/19/2023,12/31/2023,
G04-01-001,私人住宅,桃園市,龜山區,文化里,25.05358,121.371873,1.0,1659.0,V,1152.0,E3,E,3.0,v,v,v,v,龜山分局,4/19/2023,12/31/2023,
G08-01-002,"工廠 (禾聯碩)",桃園市,龜山區,文化里,25.052044,121.374801,1.0,341.86,V,237.0,E2,E,3.0,v,v,v,v,龜山分局,4/19/2023,12/31/2023,
G07-01-004,私人住宅,桃園市,龜山區,文化里,25.055254,121.37503,1.0,512.08,V,355.0,E3,E,3.0,v,v,v,v,龜山分局,4/19/2023,12/31/2023,
G01-01-005,私人住宅,桃園市,龜山區,文化里,25.059403,121.370566,1.0,227.0,,252.0,E2,E,3.0,v,v,v,v,龜山分局,4/19/2023,12/31/2023,
G05-01-006,私人住宅,桃園市,龜山區,文化里,25.05512,121.373358,1.0,321.0,,356.0,E3,E,3.0,v,v,v,v,龜山分局,4/19/2023,12/31/2023,
G01-02-007,私人住宅,桃園市,龜山區,文化里,25.058511,121.369796,1.0,131.0,,145.0,E3,E,3.0,v,v,v,v,龜山分局,4/19/2023,12/31/2023,
G01-03-008,私人住宅,桃園市,龜山區,文化里,25.057602,121.37277,1.0,986.0,,1095.0,E3,E,2.0,v,v,v,v,龜山分局,4/19/2023,12/31/2023,
G02-01-010,私人住宅,桃園市,龜山區,文化里,25.058469,121.369318,1.0,296.0,,328.0,E3,E,3.0,v,v,v,v,龜山分局,4/19/2023,12/31/2023,
G03-02-011,私人住宅,桃園市,龜山區,文化里,25.05623,121.368401,1.0,87.28,,96.0,E4,E,4.0,,v,v,v,龜山分局,4/19/2023,12/31/2023,
G02-02-013,私人住宅,桃園市,龜山區,文化里,25.057377,121.367381,1.0,6977.0,V,4845.0,E2,E,2.0,v,v,v,v,龜山分局,4/19/2023,12/31/2023,
G07-01-015,工廠,桃園市,龜山區,文化里,25.054666,121.374691,2.0,8374.0,,9304.0,F2,F,2.0,v,v,v,v,龜山分局,4/19/2023,12/31/2023,
G08-02-016,"工廠 (中環股份有限公司)",桃園市,龜山區,文化里,25.048467,121.376368,1.0,2367.0,V,1643.0,F2,F,2.0,,v,v,v,龜山分局,4/19/2023,12/31/2023,
G08-03-017,"工廠 (神達電腦)",桃園市,龜山區,文化里,25.047217,121.375954,1.0,2997.0,,3330.0,F2,F,2.0,v,v,v,v,龜山分局,4/19/2023,12/31/2023,
G08-04-018,"工廠 (飛宏科技)",桃園市,龜山區,文化里,25.039834,121.372538,3.0,3383.96,V,2349.0,F2,F,2.0,v,v,v,v,龜山分局,4/19/2023,12/31/2023,
G08-05-020,"工廠 (穩懋)",桃園市,龜山區,文化里,25.04133,121.374666,1.0,4697.0,V,3261.0,F2,F,2.0,v,v,v,v,龜山分局,4/19/2023,12/31/2023,
G08-06-021,"工廠 (神準科技)",桃園市,龜山區,文化里,25.041889,121.37093,1.0,1927.0,V,1338.0,F2,F,3.0,v,v,v,v,龜山分局,4/19/2023,12/31/2023,
G08-07-022,"工廠 (台灣美光晶圓)",桃園市,龜山區,文化里,25.038149,121.373934,2.0,1602.0,,1780.0,F2,F,2.0,v,v,v,v,龜山分局,4/19/2023,12/31/2023,
G08-08-023,"工廠 (台灣美光晶圓)",桃園市,龜山區,文化里,25.038151,121.373934,2.0,643.0,V,446.0,F3,F,3.0,,v,v,v,龜山分局,4/19/2023,12/31/2023,
G08-09-024,"工廠 (穩懋)",桃園市,龜山區,文化里,25.040393,121.372121,2.0,529.43,V,367.0,F3,F,3.0,v,v,v,v,龜山分局,4/19/2023,12/31/2023,
G07-02-025,私人住宅,桃園市,龜山區,文化里,25.054226,121.374692,2.0,1089.83,V,756.0,E3,E,3.0,v,v,v,v,龜山分局,4/19/2023,12/31/2023,
G06-01-026,私人住宅,桃園市,龜山區,文化里,25.053409,121.372615,1.0,3962.37,V,2751.0,E3,E,3.0,v,v,v,v,龜山分局,4/19/2023,12/31/2023,
G01-04-027,大樓,桃園市,龜山區,文化里,25.055967,121.372376,1.0,2997.0,V,2081.0,E3,E,3.0,v,v,v,v,龜山分局,4/19/2023,12/31/2023,
G08-10-029,"工廠 (大世紀塗料)",桃園市,龜山區,文化里,25.042406,121.372015,1.0,7058.0,,7842.0,F2,F,3.0,v,v,v,v,龜山分局,4/19/2023,12/31/2023,
G08-11-030,"工廠 (穩懋B廠)",桃園市,龜山區,文化里,25.04133,121.37467,2.0,5789.0,,6432.0,F2,F,3.0,v,v,v,v,龜山分局,4/19/2023,12/31/2023,
G08-12-031,"工廠 (廣達)",桃園市,龜山區,文化里,25.048986,121.373954,2.0,2298.0,V,1595.0,F2,F,2.0,v,v,v,v,龜山分局,4/19/2023,12/31/2023,
G08-13-032,"工廠 (致茂電子)",桃園市,龜山區,文化里,25.040688,121.37279,1.0,489.0,V,339.0,F2,F,3.0,v,v,v,v,龜山分局,4/19/2023,12/31/2023,
G08-14-033,"工廠 (廣達)",桃園市,龜山區,文化里,25.048991,121.373953,1.0,6912.0,,7680.0,F2,F,3.0,v,v,v,v,龜山分局,4/19/2023,12/31/2023,
G08-15-034,"工廠 (聯友友機電)",桃園市,龜山區,文化里,25.042263,121.375101,1.0,26813.0,V,18620.0,F1,F,2.0,,v,v,v,龜山分局,4/19/2023,12/31/2023,
G08-16-035,"工廠 (鈺德科技)",桃園市,龜山區,文化里,25.0457,121.37474,2.0,313.0,,347.0,F2,F,3.0,,v,v,v,龜山分局,4/19/2023,12/31/2023,
G08-17-036,工廠,桃園市,龜山區,文化里,25.044302,121.373831,2.0,2319.0,V,1610.0,F2,F,3.0,,v,v,v,龜山分局,4/19/2023,12/31/2023,
G08-18-037,工廠(MITAC),桃園市,龜山區,文化里,25.047903,121.375485,1.0,352.0,V,244.0,F3,F,3.0,v,v,v,v,龜山分局,4/19/2023,12/31/2023,
G08-19-038,"工廠 (精技)",桃園市,龜山區,文化里,25.043924,121.37512,1.0,1345.17,V,934.0,F2,F,3.0,v,v,v,v,龜山分局,4/19/2023,12/31/2023,
G08-20-039,"工廠 (穩懋)",桃園市,龜山區,文化里,25.04187,121.374979,1.0,7211.35,V,5007.0,F3,F,3.0,v,v,v,v,龜山分局,4/19/2023,12/31/2023,
G08-21-040,工廠,桃園市,龜山區,文化里,25.043908,121.371892,1.0,7146.23,V,4962.0,F2,F,3.0,v,v,v,v,龜山分局,4/19/2023,12/31/2023,
G08-22-041,工廠,桃園市,龜山區,文化里,25.043133,121.374015,2.0,1505.87,V,1045.0,F3,F,3.0,v,v,v,v,龜山分局,4/19/2023,12/31/2023,
G08-23-042,工廠,桃園市,龜山區,文化里,25.051433,121.375848,1.0,251.35,,279.0,F3,F,3.0,v,v,v,v,龜山分局,4/19/2023,12/31/2023,
G08-24-043,工廠,桃園市,龜山區,文化里,25.040692,121.372794,1.0,202.59,,225.0,F3,F,3.0,v,v,v,v,龜山分局,4/19/2023,12/31/2023,
G01-05-046,私人住宅,桃園市,龜山區,文化里,25.059312,121.369985,1.0,2197.0,,2441.0,E3,E,3.0,v,v,v,v,龜山分局,4/19/2023,12/31/2023,
G01-05-047,私人住宅,桃園市,龜山區,文化里,25.058926,121.370447,2.0,339.8,,377.0,E3,E,3.0,v,v,v,v,龜山分局,4/19/2023,12/31/2023,
G06-02-048,大樓,桃園市,龜山區,文化里,25.054504,121.372581,1.0,281.26,V,195.0,E2,E,3.0,v,v,v,v,龜山分局,4/19/2023,12/31/2023,
G02-04-049,私人住宅,桃園市,龜山區,文化里,25.059166,121.367943,2.0,400.0,,444.0,E3,E,3.0,v,,v,v,龜山分局,4/19/2023,12/31/2023,
G07-03-050,私人住宅,桃園市,龜山區,文化里,25.055265,121.373621,1.0,385.0,,427.0,E3,E,3.0,v,,v,v,龜山分局,4/19/2023,12/31/2023,
G30-08-058,工廠,桃園市,龜山區,大華里,25.045359,121.359923,1.0,401.0,,445.0,F3,F,3.0,v,,v,v,龜山分局,4/19/2023,12/31/2023,
G30-09-059,工廠,桃園市,龜山區,大華里,25.039955,121.364925,1.0,300.0,,333.0,F3,F,3.0,v,,v,v,龜山分局,4/19/2023,12/31/2023,
G30-10-060,工廠,桃園市,龜山區,大華里,25.040984,121.366548,1.0,384.0,,426.0,F3,F,3.0,v,,v,v,龜山分局,4/19/2023,12/31/2023,
G30-11-061,私人住宅,桃園市,龜山區,大華里,25.044046,121.361374,1.0,345.0,,383.0,F3,F,2.0,,,v,v,龜山分局,4/19/2023,12/31/2023,
G30-14-064,工廠,桃園市,龜山區,大華里,25.041007,121.363154,2.0,1528.0,V,1061.0,E3,E,3.0,v,,v,v,龜山分局,4/19/2023,12/31/2023,
G30-17-067,工廠,桃園市,龜山區,大華里,25.046502,121.360498,1.0,303.0,,336.0,E3,E,3.0,v,v,v,v,龜山分局,4/19/2023,12/31/2023,
G30-22-072,工廠,桃園市,龜山區,大華里,25.043499,121.359639,1.0,102.0,,113.0,F2,F,3.0,,,v,v,龜山分局,4/19/2023,12/31/2023,
G30-24-074,工廠,桃園市,龜山區,大華里,25.046106,121.365262,1.0,190.0,,211.0,F3,F,3.0,v,,v,v,龜山分局,4/19/2023,12/31/2023,
G30-29-079,工廠,桃園市,龜山區,大華里,25.048624,121.362067,1.0,45.0,,50.0,F3,F,2.0,,,v,v,龜山分局,4/19/2023,12/31/2023,
G30-33-083,工廠,桃園市,龜山區,大華里,25.044111,121.361153,1.0,72.0,,80.0,F3,F,3.0,v,,v,v,龜山分局,4/19/2023,12/31/2023,
G30-34-084,工廠,桃園市,龜山區,大華里,25.041627,121.359681,1.0,190.0,,211.0,F4,F,3.0,,,v,v,龜山分局,4/19/2023,12/31/2023,
G30-42-092,工廠,桃園市,龜山區,大華里,25.038392,121.364294,1.0,74.0,,82.0,F4,F,3.0,v,,v,v,龜山分局,4/19/2023,12/31/2023,
G30-43-093,工廠,桃園市,龜山區,大華里,25.038406,121.36768,1.0,68.0,,75.0,F3,F,3.0,v,,v,v,龜山分局,4/19/2023,12/31/2023,
G30-45-095,工廠,桃園市,龜山區,大華里,25.03856,121.364257,1.0,4037.0,V,2803.0,F4,F,3.0,v,,v,v,龜山分局,4/19/2023,12/31/2023,
G30-49-099,工廠,桃園市,龜山區,大華里,25.041009,121.363158,1.0,685.0,V,475.0,F4,F,3.0,v,v,v,v,龜山分局,4/19/2023,12/31/2023,
G30-50-100,工廠,桃園市,龜山區,大華里,25.039557,121.362003,1.0,4373.0,,4858.0,F2,F,3.0,v,v,v,v,龜山分局,4/19/2023,12/31/2023,
G30-59-109,工廠,桃園市,龜山區,大華里,25.04799,121.365098,1.0,501.0,V,347.0,F3,F,3.0,,v,v,v,龜山分局,4/19/2023,12/31/2023,
G30-61-111,工廠,桃園市,龜山區,大華里,25.039181,121.362952,1.0,592.0,,657.0,F2,F,3.0,v,,v,v,龜山分局,4/19/2023,12/31/2023,
G18-01-112,"大樓 (明日之星)",桃園市,龜山區,大華里,25.049995,121.368761,1.0,998.0,V,693.0,F3,F,3.0,v,v,v,v,龜山分局,4/19/2023,12/31/2023,
G30-63-114,工廠,桃園市,龜山區,大華里,25.048917,121.364743,1.0,329.0,V,228.0,E3,E,3.0,,v,v,v,龜山分局,4/19/2023,12/31/2023,
G22-01-115,私人住宅,桃園市,龜山區,大華里,25.05591,121.362846,1.0,342.0,V,237.0,E3,E,3.0,,v,v,v,龜山分局,4/19/2023,12/31/2023,
G23-01-116,私人住宅,桃園市,龜山區,大華里,25.054962,121.362514,1.0,789.0,V,547.0,E3,E,3.0,,v,v,v,龜山分局,4/19/2023,12/31/2023,
G24-01-117,私人住宅,桃園市,龜山區,大華里,25.055193,121.362702,3.0,784.0,V,544.0,E3,E,3.0,,v,v,v,龜山分局,4/19/2023,12/31/2023,
