類別,電腦編號,村里別,地址,地下層數層數,可容納人數,備註
公寓,306.0,山外里,金門縣金湖鎮山外里下莊新生街31之3號,1.0,26人,
公寓,307.0,山外里,金門縣金湖鎮山外里下莊新生街32號,1.0,25人,
公寓,308.0,山外里,金門縣金湖鎮山外里下莊新生街38號,1.0,10人,
公寓,309.0,山外里,金門縣金湖鎮山外里下莊新生街40號,1.0,10人,
公寓,310.0,山外里,金門縣金湖鎮山外里下莊新生街42號,1.0,10人,
公寓,311.0,山外里,金門縣金湖鎮下莊5號,1.0,10人,
公寓,312.0,山外里,金門縣金湖鎮山外里下莊19號,1.0,50人,
公寓,313.0,山外里,金門縣金湖鎮安民19號,1.0,20人,
公寓,314.0,瓊林里,金門縣金湖鎮瓊林里瓊林10號,1.0,7人,
公寓,315.0,瓊林里,金門縣金湖鎮瓊林17號,1.0,5人,
公寓,316.0,瓊林里,金門縣金湖鎮瓊林70號,1.0,30人,
公寓,317.0,瓊林里,金門縣金湖鎮瓊林71號,1.0,30人,
公寓,318.0,瓊林里,金門縣金湖鎮瓊林里瓊林106號,1.0,3人,
公寓,319.0,瓊林里,金門縣金湖鎮瓊林里瓊林120號,1.0,30人,
公寓,320.0,瓊林里,金門縣金湖鎮瓊林里瓊林147號,1.0,7人,
公寓,321.0,瓊林里,金門縣金湖鎮瓊林170號,1.0,7人,
公寓,322.0,瓊林里,金門縣金湖鎮瓊林182號,1.0,30人,
公寓,323.0,瓊林里,金門縣金湖鎮瓊林198之2號,1.0,30人,
公寓,324.0,瓊林里,金門縣金湖鎮瓊林里小徑8號,1.0,30人,
公寓,325.0,瓊林里,金門縣金湖鎮瓊林里小徑16號,1.0,30人,
公寓,326.0,瓊林里,金門縣金湖鎮瓊林里小徑22號,1.0,7人,
公寓,327.0,瓊林里,金門縣金湖鎮瓊林里小徑32號,1.0,7人,
公寓,328.0,瓊林里,金門縣金湖鎮瓊林里小徑65號,1.0,30人,
公寓,329.0,正義里,金門縣金湖鎮正義里成功2號,1.0,13人,
公寓,330.0,正義里,金門縣金湖鎮成功4號,1.0,13人,
公寓,331.0,正義里,金門縣金湖鎮正義里成功7號,1.0,26人,
公寓,332.0,正義里,金門縣金湖鎮正義里成功7之1號,1.0,13人,
公寓,333.0,正義里,金門縣金湖鎮成功26號,1.0,20人,
公寓,334.0,正義里,金門縣金湖鎮正義里成功28號,1.0,20人,
公寓,335.0,正義里,金門縣金湖鎮正義里成功29號,1.0,20人,
公寓,336.0,正義里,金門縣金湖鎮成功30號,1.0,26人,
公寓,337.0,正義里,金門縣金湖鎮成功33號,1.0,20人,
公寓,338.0,正義里,金門縣金湖鎮成功38之2號,1.0,13人,
公寓,339.0,正義里,金門縣金湖鎮正義里成功39號,1.0,33人,
公寓,340.0,正義里,金門縣金湖鎮成功45號,1.0,13人,
公寓,341.0,正義里,金門縣金湖鎮成功51之1號,1.0,12人,
公寓,342.0,正義里,金門縣金湖鎮成功75號,1.0,8人,
公寓,343.0,正義里,金門縣金湖鎮成功67號,1.0,10人,
公寓,344.0,正義里,金門縣金湖鎮正義里成功83號,1.0,24人,
公寓,345.0,正義里,金門縣金湖鎮成功85號,1.0,26人,
公寓,346.0,正義里,金門縣金湖鎮成功85之1號,1.0,13人,
公寓,347.0,正義里,金門縣金湖鎮成功85之4號,1.0,20人,
公寓,348.0,正義里,金門縣金湖鎮成功91之1號,1.0,10人,
公寓,349.0,正義里,金門縣金湖鎮正義里成功92號,1.0,40人,
公寓,350.0,正義里,金門縣金湖鎮成功99之4號,1.0,6人,
公寓,351.0,正義里,金門縣金湖鎮成功109號,1.0,9人,
公寓,352.0,正義里,金門縣金湖鎮成功124號,1.0,12人,
公寓,353.0,正義里,金門縣金湖鎮成功125號,1.0,13人,
公寓,354.0,正義里,金門縣金湖鎮成功133之5號,1.0,13人,
公寓,355.0,正義里,金門縣金湖鎮成功138號,1.0,22人,
公寓,356.0,正義里,金門縣金湖鎮成功139號,1.0,20人,
公寓,357.0,正義里,金門縣金湖鎮成功141號,1.0,17人,
公寓,358.0,正義里,金門縣金湖鎮成功142號,1.0,22人,
公寓,359.0,正義里,金門縣金湖鎮成功147號,1.0,22人,
公寓,360.0,正義里,金門縣金湖鎮正義里成功150號,1.0,26人,
公寓,361.0,正義里,金門縣金湖鎮正義里尚義3號,1.0,5人,
公寓,362.0,正義里,金門縣金湖鎮正義里尚義6號,1.0,6人,
公寓,363.0,正義里,金門縣金湖鎮尚義8號,1.0,9人,
公寓,364.0,正義里,金門縣金湖鎮尚義8-1號,1.0,13人,
公寓,365.0,正義里,金門縣金湖鎮正義里尚義11號,1.0,9人,
公寓,366.0,正義里,金門縣金湖鎮正義里尚義15號,1.0,9人,
公寓,367.0,正義里,金門縣金湖鎮正義里尚義15號,1.0,12人,
公寓,368.0,正義里,金門縣金湖鎮尚義17號,1.0,8人,
公寓,369.0,正義里,金門縣金湖鎮尚義18號,1.0,24人,
公寓,370.0,正義里,金門縣金湖鎮尚義19號,1.0,14人,
公寓,371.0,正義里,金門縣金湖鎮尚義25之4號,1.0,5人,
公寓,372.0,正義里,金門縣金湖鎮正義里尚義32號,1.0,17人,
公寓,373.0,正義里,金門縣金湖鎮尚義42號,1.0,6人,
公寓,374.0,正義里,金門縣金湖鎮尚義42號,1.0,5人,
公寓,375.0,正義里,金門縣金湖鎮正義里夏興37號,1.0,20人,
公寓,376.0,正義里,金門縣金湖鎮夏興53號,1.0,20人,
公寓,377.0,正義里,金門縣金湖鎮正義里夏興54號,1.0,13人,
公寓,378.0,正義里,金門縣金湖鎮夏興55號,1.0,13人,
公寓,379.0,正義里,金門縣金湖鎮正義里夏興64號,1.0,6人,
公寓,380.0,正義里,金門縣金湖鎮夏興65號,1.0,10人,
公寓,381.0,正義里,金門縣金湖鎮夏興66號,1.0,10人,
公寓,382.0,正義里,金門縣金湖鎮正義里夏興67號,1.0,20人,
公寓,383.0,正義里,金門縣金湖鎮正義里夏興68號,1.0,13人,
公寓,384.0,正義里,金門縣金湖鎮夏興69號,1.0,20人,
公寓,385.0,正義里,金門縣金湖鎮正義里夏興70號,1.0,12人,
公寓,386.0,正義里,金門縣金湖鎮正義里夏興71號,1.0,9人,
公寓,387.0,正義里,金門縣金湖鎮正義里夏興72號,1.0,8人,
公寓,388.0,正義里,金門縣金湖鎮正義里夏興73號,1.0,10人,
公寓,389.0,正義里,金門縣金湖鎮正義里夏興74號,1.0,12人,
公寓,390.0,正義里,金門縣金湖鎮正義里夏興75號,1.0,9人,
公寓,391.0,料羅里,金門縣金湖鎮料羅6之3號,1.0,10人,
公寓,392.0,料羅里,金門縣金湖鎮料羅6之3號,1.0,10人,
公寓,393.0,料羅里,金門縣金湖鎮料羅里料羅16號,1.0,20人,
公寓,394.0,料羅里,金門縣金湖鎮料羅里料羅16之2號,1.0,10人,
公寓,395.0,料羅里,金門縣金湖鎮料羅里料羅16之3號,1.0,10人,
公寓,396.0,料羅里,金門縣金湖鎮料羅里料羅23之1號,1.0,10人,
公寓,397.0,料羅里,金門縣金湖鎮料羅里料羅52號,1.0,10人,
公寓,398.0,料羅里,金門縣金湖鎮料羅里料羅53號,1.0,20人,
公寓,399.0,料羅里,金門縣金湖鎮料羅里料羅58號,1.0,20人,
公寓,400.0,料羅里,金門縣金湖鎮料羅里料羅59號,1.0,20人,
公寓,401.0,料羅里,金門縣金湖鎮料羅里料羅60號,1.0,10人,
公寓,402.0,料羅里,金門縣金湖鎮料羅里料羅66號,1.0,20人,
公寓,403.0,料羅里,金門縣金湖鎮料羅里料羅105號,1.0,26人,
公寓,404.0,料羅里,金門縣金湖鎮料羅里料羅106號,1.0,10人,
公寓,405.0,料羅里,金門縣金湖鎮料羅里料羅107號,1.0,20人,
公寓,406.0,料羅里,金門縣金湖鎮料羅里料羅108號,1.0,10人,
公寓,407.0,料羅里,金門縣金湖鎮料羅里料羅109號,1.0,8人,
公寓,408.0,料羅里,金門縣金湖鎮料羅里料羅110號,1.0,20人,
公寓,409.0,料羅里,金門縣金湖鎮料羅里料羅111號,1.0,26人,
公寓,410.0,料羅里,金門縣金湖鎮料羅里料羅112號,1.0,10人,
公寓,411.0,料羅里,金門縣金湖鎮料羅里料羅114號,1.0,10人,
公寓,412.0,料羅里,金門縣金湖鎮料羅里料羅113號,1.0,20人,
公寓,413.0,料羅里,金門縣金湖鎮料羅里料羅115號,1.0,20人,
公寓,414.0,料羅里,金門縣金湖鎮料羅里料羅116號,1.0,26人,
公寓,415.0,料羅里,金門縣金湖鎮料羅里料羅117號,1.0,20人,
公寓,416.0,料羅里,金門縣金湖鎮料羅里料羅118號,1.0,26人,
公寓,417.0,料羅里,金門縣金湖鎮料羅里料羅119號,1.0,13人,
公寓,418.0,料羅里,金門縣金湖鎮料羅里料羅121號,1.0,26人,
公寓,419.0,料羅里,金門縣金湖鎮料羅里料羅126號,1.0,40人,
公寓,420.0,料羅里,金門縣金湖鎮料羅里新興街12號,1.0,26人,
公寓,421.0,料羅里,金門縣金湖鎮料羅里新塘17號,1.0,10人,
公寓,422.0,溪湖里,金門縣金湖鎮下湖6號,1.0,8人,
公寓,423.0,溪湖里,金門縣金湖鎮溪湖里下湖31號,1.0,10人,
公寓,424.0,溪湖里,金門縣金湖鎮下湖33號,1.0,10人,
公寓,425.0,溪湖里,金門縣金湖鎮溪邊13號,1.0,10人,
公寓,426.0,溪湖里,金門縣金湖鎮溪湖里溪邊17號,1.0,10人,
公寓,427.0,溪湖里,金門縣金湖鎮溪湖里溪邊43號,1.0,8人,
公寓,428.0,溪湖里,金門縣金湖鎮溪湖里溪邊51號,1.0,10人,
公寓,429.0,溪湖里,金門縣金湖鎮溪邊66號,1.0,13人,
公寓,430.0,溪湖里,金門縣金湖鎮溪邊78之1號,1.0,13人,
公寓,431.0,溪湖里,金門縣金湖鎮溪湖里溪邊81號,1.0,13人,
公寓,432.0,溪湖里,金門縣金湖鎮溪湖里后壟19號,1.0,13人,
公寓,433.0,溪湖里,金門縣金湖鎮溪湖里復國墩1之1號,1.0,10人,
公寓,434.0,溪湖里,金門縣金湖鎮復國墩10號,1.0,10人,
公寓,435.0,溪湖里,金門縣金湖鎮溪湖里復國墩26號,1.0,10人,
公寓,436.0,溪湖里,金門縣金湖鎮溪湖里復國墩28號,1.0,10人,
公寓,437.0,溪湖里,金門縣金湖鎮復國墩30號,1.0,10人,
公寓,438.0,蓮庵里,金門縣金湖鎮蓮庵里東村5號,1.0,26人,
公寓,439.0,蓮庵里,金門縣金湖鎮蓮庵里東村6號,1.0,26人,
公寓,440.0,蓮庵里,金門縣金湖鎮蓮庵里東村7號,1.0,20人,
公寓,441.0,蓮庵里,金門縣金湖鎮蓮庵里東村9號,1.0,20人,
公寓,442.0,蓮庵里,金門縣金湖鎮東村12之1號,1.0,20人,
公寓,443.0,蓮庵里,金門縣金湖鎮蓮庵里東村15號,1.0,26人,
公寓,444.0,蓮庵里,金門縣金湖鎮蓮庵里東村15號,1.0,40人,
公寓,445.0,蓮庵里,金門縣金湖鎮蓮庵里東村17號,1.0,33人,
公寓,446.0,蓮庵里,金門縣金湖鎮蓮庵里東村17號,1.0,33人,
公寓,447.0,蓮庵里,金門縣金湖鎮蓮庵里東村26號,1.0,33人,
公寓,448.0,蓮庵里,金門縣金湖鎮蓮庵里東村27號,1.0,26人,
公寓,449.0,蓮庵里,金門縣金湖鎮蓮庵里東村27號,1.0,33人,
公寓,450.0,蓮庵里,金門縣金湖鎮蓮庵里東村28號,1.0,20人,
公寓,451.0,蓮庵里,金門縣金湖鎮蓮庵里東村32號,1.0,40人,
公寓,452.0,蓮庵里,金門縣金湖鎮蓮庵里東村36號,1.0,20人,
公寓,453.0,蓮庵里,金門縣金湖鎮蓮庵里東村37號,1.0,20人,
公寓,454.0,蓮庵里,金門縣金湖鎮蓮庵里東村39號,1.0,33人,
公寓,455.0,蓮庵里,金門縣金湖鎮蓮庵里東村39號,1.0,40人,
公寓,456.0,蓮庵里,金門縣金湖鎮蓮庵里東村42號,1.0,33人,
公寓,457.0,蓮庵里,金門縣金湖鎮東村42之1號,1.0,26人,
公寓,458.0,蓮庵里,金門縣金湖鎮蓮庵里東村43號,1.0,30人,
公寓,459.0,蓮庵里,金門縣金湖鎮蓮庵里東村45號,1.0,20人,
公寓,460.0,蓮庵里,金門縣金湖鎮西村25號,1.0,53人,
公寓,461.0,蓮庵里,金門縣金湖鎮西村25號,1.0,53人,
公寓,462.0,蓮庵里,金門縣金湖鎮西村26號,1.0,33人,
公寓,463.0,蓮庵里,金門縣金湖鎮西村36號,1.0,26人,
公寓,464.0,蓮庵里,金門縣金湖鎮西村52號,1.0,49人,
公寓,465.0,蓮庵里,金門縣金湖鎮西村52號,1.0,49人,
公寓,466.0,蓮庵里,金門縣金湖鎮蓮庵里惠民農莊3號,1.0,33人,
公寓,467.0,蓮庵里,金門縣金湖鎮惠民農莊3號,1.0,26人,
公寓,468.0,蓮庵里,金門縣金湖鎮蓮庵里三谿橋2號,1.0,26人,
公寓,469.0,蓮庵里,金門縣金湖鎮蓮庵里三谿橋5號,1.0,20人,
公寓,470.0,蓮庵里,金門縣金湖鎮庵邊1之1號,1.0,33人,
公寓,471.0,蓮庵里,金門縣金湖鎮庵邊5之1號,1.0,33人,
公寓,472.0,蓮庵里,金門縣金湖鎮庵邊8號,1.0,20人,
公寓,473.0,蓮庵里,金門縣金湖鎮庵邊9之1號,1.0,53人,
公寓,474.0,蓮庵里,金門縣金湖鎮庵邊16號,1.0,40人,
公寓,475.0,蓮庵里,金門縣金湖鎮庵邊19號,1.0,20人,
公寓,476.0,蓮庵里,金門縣金湖鎮庵邊29號,1.0,33人,
公寓,477.0,蓮庵里,金門縣金湖鎮蓮庵里峰上3號,1.0,20人,
公寓,478.0,蓮庵里,金門縣金湖鎮峰上6號,1.0,20人,
公寓,479.0,蓮庵里,金門縣金湖鎮峰上8之1號,1.0,13人,
公寓,480.0,蓮庵里,金門縣金湖鎮峰上12號,1.0,20人,
公寓,481.0,蓮庵里,金門縣金湖鎮峰上13號,1.0,13人,
公寓,482.0,蓮庵里,金門縣金湖鎮峰上14號,1.0,20人,
公寓,483.0,蓮庵里,金門縣金湖鎮峰上14號,1.0,20人,
公寓,484.0,蓮庵里,金門縣金湖鎮蓮庵里峰上15號,1.0,26人,
公寓,485.0,蓮庵里,金門縣金湖鎮峰上15之1號,1.0,33人,
公寓,486.0,蓮庵里,金門縣金湖鎮峰上16號,1.0,13人,
公寓,487.0,蓮庵里,金門縣金湖鎮蓮庵里峰上17號,1.0,20人,
公寓,489.0,蓮庵里,"24.431736469598032, 118.44903105047108",1.0,12人,金門縣金湖鎮西埔12號
公寓,490.0,汶沙里,金門縣金沙鎮汶沙里三民路6號,1.0,5人,
公寓,491.0,汶沙里,金門縣金沙鎮汶沙里三民路12號,1.0,10人,
公寓,492.0,汶沙里,金門縣金沙鎮汶沙里三民路16巷4號,1.0,5人,
公寓,493.0,汶沙里,金門縣金沙鎮汶沙里三民路25號,1.0,11人,
公寓,494.0,汶沙里,金門縣金沙鎮汶沙里三民路51號,1.0,5人,
公寓,495.0,汶沙里,金門縣金沙鎮汶沙里三民路52號,1.0,11人,
公寓,496.0,汶沙里,金門縣金沙鎮汶沙里復興街3號,1.0,11人,
公寓,497.0,汶沙里,金門縣金沙鎮汶沙里復興街15號,1.0,5人,
公寓,498.0,汶沙里,金門縣金沙鎮汶沙里復興20號,1.0,5人,
公寓,499.0,汶沙里,金門縣金沙鎮汶沙里復興街28號,1.0,5人,
公寓,500.0,汶沙里,金門縣金沙鎮汶沙里復興街29號,1.0,5人,
公寓,501.0,汶沙里,金門縣金沙鎮汶沙里復興街29號,1.0,10人,
公寓,502.0,汶沙里,金門縣金沙鎮汶沙里復興街29號,1.0,5人,
公寓,503.0,汶沙里,金門縣金沙鎮汶沙里復興街46號,1.0,5人,
公寓,504.0,汶沙里,金門縣金沙鎮汶沙里復興街46號,1.0,5人,
公寓,505.0,汶沙里,金門縣金沙鎮汶沙里博愛街10號,1.0,5人,
公寓,506.0,汶沙里,金門縣金沙鎮汶沙里博愛街15號,1.0,5人,
公寓,507.0,汶沙里,金門縣金沙鎮汶沙里博愛街19號,1.0,5人,
公寓,508.0,汶沙里,金門縣金沙鎮汶沙博愛街20號,1.0,5人,
公寓,509.0,汶沙里,金門縣金沙鎮汶沙里博愛街24號,1.0,5人,
公寓,510.0,汶沙里,金門縣金沙鎮汶沙里博愛街25號,1.0,13人,
公寓,511.0,汶沙里,金門縣金沙鎮汶沙里博愛街25號,1.0,5人,
公寓,512.0,汶沙里,金門縣金沙鎮汶沙里博愛街36號,1.0,5人,
公寓,513.0,汶沙里,金門縣金沙鎮汶沙里博愛街45號,1.0,5人,
公寓,514.0,汶沙里,金門縣金沙鎮沙美10號,1.0,10人,
公寓,515.0,汶沙里,金門縣金沙鎮沙美28號,1.0,10人,
公寓,516.0,汶沙里,金門縣金沙鎮沙美54號,1.0,10人,
公寓,517.0,汶沙里,金門縣金沙鎮沙美57號,1.0,10人,
公寓,518.0,汶沙里,金門縣金沙鎮汶沙里沙美103號,1.0,13人,
公寓,519.0,汶沙里,金門縣金沙鎮汶沙里中興街12號,1.0,11人,
公寓,520.0,汶沙里,金門縣金沙鎮汶沙里仁愛街12號,1.0,5人,
公寓,521.0,汶沙里,金門縣金沙鎮汶沙里成功路1號,1.0,10人,
公寓,522.0,汶沙里,金門縣金沙鎮汶沙里成功路4號,1.0,10人,
公寓,523.0,汶沙里,金門縣金沙鎮榮光新村7號,1.0,5人,
公寓,524.0,汶沙里,金門縣金沙鎮榮光新村8號,1.0,5人,
公寓,525.0,汶沙里,金門縣金沙鎮榮光新村9號,1.0,5人,
公寓,526.0,汶沙里,金門縣金沙鎮榮光新村11號,1.0,5人,
公寓,527.0,汶沙里,金門縣金沙鎮榮光新村12號,1.0,5人,
公寓,528.0,汶沙里,金門縣金沙鎮榮光新村13號,1.0,5人,
公寓,529.0,汶沙里,金門縣金沙鎮榮光新村15號,1.0,5人,
公寓,530.0,汶沙里,金門縣金沙鎮榮光新村16號,1.0,5人,
公寓,531.0,汶沙里,金門縣金沙鎮榮光新村17號,1.0,5人,
公寓,532.0,汶沙里,金門縣金沙鎮榮光新村18號,1.0,5人,
公寓,533.0,汶沙里,金門縣金沙鎮榮光新村19號,1.0,5人,
公寓,534.0,汶沙里,金門縣金沙鎮榮光新村20號,1.0,5人,
公寓,535.0,汶沙里,金門縣金沙鎮榮光新村21號,1.0,5人,
公寓,536.0,汶沙里,金門縣金沙鎮榮光新村22號,1.0,5人,
公寓,537.0,汶沙里,金門縣金沙鎮榮光新村24號,1.0,5人,
公寓,538.0,汶沙里,金門縣金沙鎮榮光新村25號,1.0,5人,
公寓,539.0,汶沙里,金門縣金沙鎮榮光新村26號,1.0,5人,
公寓,540.0,汶沙里,金門縣金沙鎮榮光新村27號,1.0,5人,
公寓,541.0,汶沙里,金門縣金沙鎮榮光新村28號,1.0,5人,
公寓,542.0,汶沙里,金門縣金沙鎮榮光新村29號,1.0,5人,
公寓,543.0,汶沙里,金門縣金沙鎮榮光新村30號,1.0,5人,
公寓,544.0,汶沙里,金門縣金沙鎮榮光新村31號,1.0,5人,
公寓,545.0,汶沙里,金門縣金沙鎮榮光新村32號,1.0,5人,
公寓,546.0,汶沙里,金門縣金沙鎮榮光新村33號,1.0,5人,
公寓,547.0,汶沙里,金門縣金沙鎮榮光新村34號,1.0,5人,
公寓,548.0,汶沙里,金門縣金沙鎮榮光新村35號,1.0,5人,
公寓,549.0,汶沙里,金門縣金沙鎮榮光新村36號,1.0,5人,
公寓,550.0,汶沙里,金門縣金沙鎮榮光新村37號,1.0,5人,
公寓,551.0,汶沙里,金門縣金沙鎮榮光新村38號,1.0,5人,
公寓,552.0,汶沙里,金門縣金沙鎮榮光新村39號,1.0,5人,
公寓,553.0,汶沙里,金門縣金沙鎮榮光新村40號,1.0,5人,
公寓,554.0,汶沙里,金門縣金沙鎮榮光新村41號,1.0,5人,
公寓,555.0,汶沙里,金門縣金沙鎮榮光新村42號,1.0,5人,
公寓,556.0,汶沙里,金門縣金沙鎮榮光新村43號,1.0,5人,
公寓,557.0,大洋里,金門縣金沙鎮大洋里大地10號,1.0,12人,
公寓,558.0,大洋里,金門縣金沙鎮大洋里大地26號,1.0,11人,
公寓,559.0,大洋里,金門縣金沙鎮大洋里內洋32號,1.0,11人,
公寓,560.0,大洋里,金門縣金沙鎮田埔5號,1.0,12人,
公寓,561.0,大洋里,金門縣金沙鎮田埔20號,1.0,11人,
公寓,562.0,大洋里,金門縣金沙鎮田埔23號,1.0,14人,
公寓,563.0,大洋里,金門縣金沙鎮東山21號,1.0,11人,
公寓,564.0,大洋里,金門縣金沙鎮東山39號,1.0,5人,
公寓,565.0,大洋里,金門縣金沙鎮大洋里東沙尾2號,1.0,11人,
公寓,566.0,大洋里,金門縣金沙鎮東溪3號,1.0,11人,
公寓,567.0,大洋里,金門縣金沙鎮大洋里新前墩11號,1.0,11人,
公寓,568.0,大洋里,金門縣金沙鎮新前墩21號,1.0,11人,
金門醫院,569.0,新市里,金門縣金湖鎮新市里復興路2號,1.0,584人,
榮民服務處,570.0,新市里,金門縣金湖鎮新市里自強路2之1號,1.0,192人,
金湖國小,571.0,新市里,金門縣金湖鎮新市里林森路12號,1.0,133人,
金湖國小,572.0,新市里,金門縣金湖鎮新市里林森路12號,1.0,266人,
金湖國小,573.0,新市里,金門縣金湖鎮新市里林森路12號,1.0,20人,
金湖鎮公所,574.0,新市里,金門縣金湖鎮新市里林森路6號,1.0,1166人,
金湖國小,575.0,新市里,金門縣金湖鎮新市里林森路12號,1.0,13人,
金湖國小,576.0,新市里,金門縣金湖鎮新市里林森路12號,1.0,13人,
金門監獄,577.0,新市里,金門縣金湖鎮新市里復興路1之5號,1.0,100人,
山外里公所,578.0,山外里,金門縣金湖鎮山外里山外1之1號,1.0,26人,
山外車站,579.0,山外里,"24.44229637757268, 118.41411540136995",1.0,106人,金門縣金湖鎮山外里黃海路90之2號
金湖分局,580.0,山外里,"24.441888107833062, 118.41374051611703",1.0,133人,金門縣金湖鎮山外里黃海路90之3號
緊急避難所,581.0,山外里,金門縣金湖鎮山外里黃海路103號,1.0,267人,
開瑄國小,582.0,瓊林里,金門縣金湖鎮瓊林里瓊林9之1號,1.0,237人,
正義里辦公室,583.0,正義里,金門縣金湖鎮正義里成功65之1號,1.0,150人,
正義國小,584.0,正義里,金門縣金湖鎮正義里成功129號,1.0,200人,
柏村國小,585.0,料羅里,金門縣金湖鎮料羅里新塘10號,1.0,259人,
多年國小,586.0,溪湖里,金門縣金湖鎮溪湖里后壟32號,1.0,50人,
金沙鎮公所,587.0,汶沙里,"金門縣金沙鎮汶沙里環島東路112 號",1.0,200人,
金沙國中,588.0,汶沙里,金門縣金沙鎮汶沙里國中路61號,1.0,18人,
金沙國小,589.0,汶沙里,金門縣金沙鎮汶沙里后浦頭117號,1.0,293人,
安瀾國小,590.0,三山里,金門縣金沙鎮三山里碧山81號,1.0,68人,
台灣銀行,591.0,新市里,金門縣金湖鎮新市里復興路4號,1.0,100人,
山外郵局,592.0,新市里,金門縣金湖鎮新市里林森路39號,1.0,589人,
僑聲戲院,593.0,新市里,金門縣金湖鎮新市里中正路19號,1.0,500人,
金湖大飯店,594.0,新市里,金門縣金湖鎮新市里太湖路二段198號,1.0,18562人,
7-11超商,595.0,山外里,金門縣金湖鎮山外里復興西路2號,1.0,50人,
台灣工商發展股份有限公司,596.0,瓊林里,金門縣金湖鎮瓊林144號,1.0,1850人,
防空洞,597.0,山外里,金門縣金湖鎮山外76之4號,1.0,66人,
防空洞,598.0,正義里,金門縣金湖鎮正義里成功43號,1.0,13人,
防空洞,599.0,正義里,金門縣金湖鎮成功161號,1.0,40人,
防空洞,600.0,正義里,金門縣金湖鎮正義里尚義3號,1.0,8人,
防空洞,601.0,正義里,金門縣金湖鎮夏興19號,1.0,20人,
防空洞,602.0,正義里,金門縣金湖鎮夏興24號,1.0,16人,
防空洞,603.0,正義里,金門縣金湖鎮正義里夏興27號,1.0,20人,
防空洞,604.0,正義里,金門縣金湖鎮夏興31之1號,1.0,20人,
防空洞,605.0,正義里,金門縣金湖鎮正義里夏興41號,1.0,10人,
防空洞,606.0,正義里,金門縣金湖鎮正義里夏興54號,1.0,8人,
防空洞,607.0,正義里,金門縣金湖鎮正義里夏興93號,1.0,20人,
防空洞,608.0,汶沙里,金門縣金沙鎮汶沙里后浦頭4號,1.0,10人,
防空洞,609.0,汶沙里,金門縣金沙鎮后浦頭5號,1.0,12人,
防空洞,610.0,汶沙里,金門縣金沙鎮汶沙里后浦頭8號,1.0,12人,
防空洞,611.0,汶沙里,金門縣金沙鎮汶沙里后浦頭13號,1.0,13人,
防空洞,612.0,汶沙里,金門縣金沙鎮汶沙里后浦頭30號,1.0,12人,
防空洞,613.0,汶沙里,金門縣金沙鎮汶沙里后浦頭34號,1.0,12人,
防空洞,614.0,汶沙里,金門縣金沙鎮汶沙里后浦頭37號,1.0,12人,
防空洞,615.0,汶沙里,金門縣金沙鎮汶沙里后浦頭47號,1.0,10人,
防空洞,616.0,汶沙里,金門縣金沙鎮汶沙里后浦頭49號,1.0,12人,
防空洞,617.0,汶沙里,金門縣金沙鎮汶沙里后浦頭51號,1.0,12人,
防空洞,618.0,汶沙里,金門縣金沙鎮汶沙里后浦頭71號,1.0,10人,
防空洞,619.0,汶沙里,金門縣金沙鎮汶沙里后浦頭73號,1.0,12人,
防空洞,620.0,汶沙里,金門縣金沙鎮汶沙里后浦頭77號,1.0,13人,
防空洞,621.0,汶沙里,金門縣金沙鎮汶沙里后浦頭91號,1.0,12人,
防空洞,622.0,汶沙里,金門縣金沙鎮汶沙里后浦頭95號,1.0,13人,
防空洞,623.0,汶沙里,金門縣金沙鎮汶沙里后浦頭97號,1.0,13人,
防空洞,624.0,汶沙里,金門縣金沙鎮汶沙里東埔3號,1.0,13人,
防空洞,625.0,汶沙里,金門縣金沙鎮汶沙里東埔8號,1.0,13人,
防空洞,626.0,汶沙里,金門縣金沙鎮汶沙里英坑2號,1.0,12人,
防空洞,627.0,光前里,金門縣金沙鎮陽翟46之1號,1.0,12人,
防空洞,628.0,光前里,金門縣金沙鎮光前里陽翟116號,1.0,12人,
防空洞,629.0,光前里,金門縣金沙鎮光前里陽翟18號,1.0,12人,
防空洞,630.0,光前里,金門縣金沙鎮光前里陽翟24號,1.0,11人,
防空洞,631.0,光前里,金門縣金沙鎮陽翟51號,1.0,12人,
防空洞,632.0,光前里,金門縣金沙鎮陽翟83之1號,1.0,5人,
防空洞,633.0,光前里,金門縣金沙鎮陽翟83之2號,1.0,11人,
防空洞,634.0,光前里,金門縣金沙鎮光前里陽翟130號,1.0,5人,
防空洞,635.0,光前里,金門縣金沙鎮光前里陽翟203號,1.0,12人,
防空洞,636.0,光前里,金門縣金沙鎮陽翟85之10號,1.0,12人,
防空洞,637.0,光前里,金門縣金沙鎮光前里陽翟122號,1.0,5人,
防空洞,638.0,光前里,金門縣金沙鎮陽翟83之1號,1.0,26人,
防空洞,639.0,光前里,金門縣金沙鎮光前里陽翟85號,1.0,26人,
防空洞,640.0,光前里,金門縣金沙鎮光前里陽翟120號,1.0,5人,
防空洞,641.0,光前里,金門縣金沙鎮光前里陽翟61號,1.0,12人,
防空洞,642.0,光前里,金門縣金沙鎮陽翟116之2號,1.0,12人,
防空洞,643.0,光前里,金門縣金沙鎮陽翟17之1號,1.0,12人,
防空洞,644.0,光前里,金門縣金沙鎮光前里陽翟203之5號,1.0,12人,
防空洞,645.0,光前里,金門縣金沙鎮東珩6號,1.0,12人,
防空洞,646.0,光前里,金門縣金沙鎮光前里蔡厝44號,1.0,12人,
