類別,建築物名稱,電腦編號,村里別,地址,地下樓層數,可容納人數,轄管分局,備註,"unnamed (1)","unnamed (2)"
一般建築,皇甫國際商業大樓,LY3747,尚義里,高雄市苓雅區尚義里光華一路232號,2,748,苓雅分局,,,
一般建築,民權特區大樓,LY4013,普照里,高雄市苓雅區普照里民權一路39巷11號,1,754,苓雅分局,,,
一般建築,三信三多大廈,LY1590,林西里,高雄市苓雅區林西里三多二路224號,1,760,苓雅分局,,,
一般建築,,LY3841,林德里,高雄市苓雅區林德里和平一路72號,1,761,苓雅分局,,,
一般建築,鳳凰麗榭華廈,LY3576,林富里,高雄市苓雅區林富里福建街223巷4號,1,776,苓雅分局,,,
一般建築,堅山中正大廈,LY3802,福南里,高雄市苓雅區福南里中正一路249號,2,784,苓雅分局,,,
一般建築,中正企業總部,LY3620,福南里,高雄市苓雅區福南里中正一路263號,2,788,苓雅分局,,,
一般建築,啓悅大樓,LY3644,普照里,高雄市苓雅區普照里民權一路59號,1,791,苓雅分局,,,
一般建築,,LY3376,仁政里,高雄市苓雅區仁政里青年一路261號,1,796,苓雅分局,,,
一般建築,佳聯大廈,LY0772,五福里,高雄市苓雅區五福里大順三路218號,1,797,苓雅分局,,,
一般建築,中正一品大樓,LY3799,正言里,高雄市苓雅區正言里中正一路372號,1,812,苓雅分局,,,
一般建築,住宅大賞,LY4016,城北里,高雄市苓雅區城北里興中二路146號,1,817,苓雅分局,,,
宗教設施,財團法人中華基督教衛理公會,LY4179,林華里,高雄市苓雅區林華里和平二路437號,1,827,苓雅分局,,,
一般建築,青耘大樓,LY4227,晴朗里,高雄市苓雅區晴朗里復興二路142號,1.2.3,829,苓雅分局,,,
一般建築,松廈易居大樓,LY3934,苓中里,高雄市苓雅區苓中里苓中路153號,1,833,苓雅分局,,,
一般建築,,LY3849,正道里,高雄市苓雅區正道里福德一路63巷2號,1,835,苓雅分局,,,
學校,苓洲國民小學,LY3176,城西里,高雄市苓雅區城西里四維四路61號,1,836,苓雅分局,,,
一般建築,振安金融大樓,LY2267,人和里,高雄市苓雅區人和里四維四路2號,2,840,苓雅分局,,,
一般建築,國家四維新廈,LY3446,仁政里,高雄市苓雅區仁政里四維三路198之5號,1,845,苓雅分局,,,
一般建築,,LY3951,正大里,高雄市苓雅區正大里建民路26號,2,845,苓雅分局,,,
一般建築,"國聯I DO 大樓",LY4185,普照里,高雄市苓雅區普照里復興二路8號,1,847,苓雅分局,,,
一般建築,百主帝國華廈,LY3242,林中里,高雄市苓雅區林中里廣東一街70號,1,857,苓雅分局,,,
一般建築,,LY1415,衛武里,高雄市苓雅區衛武里澄清路9巷2號,1,857,苓雅分局,,,
一般建築,聖田首府大廈,LY4048,晴朗里,高雄市苓雅區晴朗里復興二路128號,2,861,苓雅分局,,,
一般建築,敦煌名宮華廈,LY3066,林富里,高雄市苓雅區林富里四維二路124號,1,862,苓雅分局,,,
一般建築,首府大廈,LY2964,普天里,高雄市苓雅區普天里民權一路30號,1,862,苓雅分局,,,
一般建築,金鼎大樓,LY0244,人和里,高雄市苓雅區人和里四維四路22之1號,1,863,苓雅分局,,,
一般建築,中國庭園大廈,LY2606,中正里,高雄市苓雅區中正里林南街22號,1,870,苓雅分局,,,
一般建築,,LY3852,城西里,高雄市苓雅區城西里中華四路51號,2,870,苓雅分局,,,
一般建築,,LY3603,正文里,高雄市苓雅區正文里褔德二路20之4號,2,877,苓雅分局,,,
一般建築,,LY4051,正道里,高雄市苓雅區正道里建國一路64巷56號,1,882,苓雅分局,,,
一般建築,鳳凰麗榭華廈,LY3307,林富里,高雄市苓雅區林富里苓雅一路27號,1,898,苓雅分局,,,
一般建築,百星尊爵大樓,LY4008,普天里,高雄市苓雅區普天里四維二路331號,1,900,苓雅分局,,,
一般建築,摩登個性大樓,LY3914,苓東里,高雄市苓雅區苓東里苓南路7號,1,903,苓雅分局,,,
一般建築,,LY3179,安祥里,高雄市苓雅區安祥里中正二路56巷4號,1,907,苓雅分局,,,
一般建築,真善美大廈,LY1228,林圍里,高雄市苓雅區林圍里青年一路8之4號,1,909,苓雅分局,,,
一般建築,崑庭雲頂管理,LY4041,人和里,高雄市苓雅區人和里仁義街151號,1,914,苓雅分局,,,
一般建築,白雲天廈管理,LY3628,尚義里,高雄市苓雅區尚義里中正二路91號,1,933,苓雅分局,,,
一般建築,,LY3686,安祥里,高雄市苓雅區安祥里中正二路72號,1,935,苓雅分局,,,
一般建築,,LY2966,中正里,高雄市苓雅區中正里林南街31號,1,939,苓雅分局,,,
一般建築,國際港務聯盟,LY3815,博仁里,高雄市苓雅區博仁里海邊路65號,2,940,苓雅分局,,,
一般建築,鳳凰怡園華廈,LY3982,林安里,高雄市苓雅區林安里惠安街48號,1,942,苓雅分局,,,
一般建築,和馨大樓管理,LY3806,安祥里,高雄市苓雅區安祥里中正二路58號,2,944,苓雅分局,,,
一般建築,土銀苓雅分行,LY3999,日中里,高雄市苓雅區日中里忠孝二路18號,2,946,苓雅分局,,,
一般建築,龍鳳大廈,LY2912,人和里,高雄市苓雅區人和里苓雅二路40號,2,955,苓雅分局,,,
學校,褔康國民小學,LY3068,福隆里,高雄市苓雅區福隆里漢陽街17號,1,962,苓雅分局,,,
一般建築,文化靜園I華廈,LY3517,普天里,高雄市苓雅區普天里福建街31號,1,971,苓雅分局,,,
一般建築,展新大廈管理,LY1931,苓洲里,高雄市苓雅區苓洲里海邊路48號,1,972,苓雅分局,,,
一般建築,中正凱旋總部,LY3781,安祥里,高雄市苓雅區安祥里中正二路20號,2,982,苓雅分局,,,
一般建築,維仁大廈管理,LY2835,苓雅里,高雄市苓雅區苓雅里四維四路176號,1,987,苓雅分局,,,
一般建築,,LY3917,林榮里,高雄市苓雅區林榮里英祥街24號,1,994,苓雅分局,,,
一般建築,企業家資訊廣場,LY3722,苓中里,高雄市苓雅區苓中里四維四路190之1號,1,1003,苓雅分局,,,
一般建築,四維鑲波大樓,LY4236,鼓中里,高雄市苓雅區鼓中里永昌街2號,4,1011,苓雅分局,,,
一般建築,萬國商業大樓,LY0058,博仁里,高雄市苓雅區博仁里五福三路101號,1,1017,苓雅分局,,,
一般建築,黃普新廈,LY3177,城北里,高雄市苓雅區城北里興中二路106號,1,1035,苓雅分局,,,
一般建築,全聯實業,LY0187,意誠里,高雄市苓雅區意誠里三多四路123號,1,1044,苓雅分局,,,
一般建築,,LY3906,林榮里,高雄市苓雅區林榮里英義街301號,1,1050,苓雅分局,,,
學校,成功國民小學,LY3969,苓東里,高雄市苓雅區苓東里華新街59號,1,1050,苓雅分局,,,
一般建築,,LY3874,人和里,高雄市苓雅區人和里四維四路8號,3,1065,苓雅分局,,,
一般建築,頂洲好鄰居管,LY3928,苓中里,高雄市苓雅區苓中里苓中路159號,1,1077,苓雅分局,,,
一般建築,,LY4046,福東里,高雄市苓雅區褔東里三多一路35號,3,1079,苓雅分局,,,
一般建築,中正翰林管理,LY3863,文昌里,高雄市苓雅區文昌里正義路247號,1,1090,苓雅分局,,,
一般建築,苓雅大樓,LY4005,美田里,高雄市苓雅區美田里青年一路193號,2,1094,苓雅分局,,,
一般建築,新馥華大廈,LY4100,普天里,高雄市苓雅區普天里三多二路308號,1,1100,苓雅分局,,,
一般建築,,LY3612,尚義里,高雄市苓雅區尚義里中正二路105號之1,1,1102,苓雅分局,,,
一般建築,柏林愛樂大廈,LY4109,苓洲里,高雄市苓雅區苓洲里光明街83號,1,1108,苓雅分局,,,
一般建築,,LY3918,安祥里,高雄市苓雅區安祥里中正二路56巷8號,1,1110,苓雅分局,,,
一般建築,,LY3822,正言里,高雄市苓雅區正言里中正一路304號,2,1123,苓雅分局,,,
一般建築,,LY3919,正義里,高雄市苓雅區正義里建國一路19號之1,1,1135,苓雅分局,,,
一般建築,,LY1724,正言里,高雄市苓雅區正言里中正一路326號,1,1139,苓雅分局,,,
一般建築,阮綜合醫院,LY3302,鼓中里,高雄市苓雅區鼓中里四維四路166號,2,1143,苓雅分局,,,
一般建築,和平樺園名廈,LY1749,林華里,高雄市苓雅區林華里和平二路307號,1,1148,苓雅分局,,,
一般建築,百里凱薩天地大廈,LY3520,普照里,高雄市苓雅區普照里興中一路110號,1,1151,苓雅分局,,,
一般建築,溫莎宮庭大廈,LY4009,正大里,高雄市苓雅區正大里建國一路113之2號,2,1160,苓雅分局,,,
一般建築,高雄中華辦公室大樓,LY4074,意誠里,高雄市苓雅區意誠里中華四路2號,2,1165,苓雅分局,,,
一般建築,市政首席王座大廈,LY3803,和煦里,高雄市苓雅區和煦里四維三路80號,2,1167,苓雅分局,,,
一般建築,,LY2528,中正里,高雄市苓雅區中正里廣州一街149之3號,1,1178,苓雅分局,,,
一般建築,鳳凰香榭華廈,LY3109,林富里,高雄市苓雅區林富里苓雅一路29號,1,1180,苓雅分局,,,
一般建築,,LY3981,正仁里,高雄市苓雅區正仁里文昌路62號,1,1183,苓雅分局,,,
一般建築,,LY1737,苓中里,高雄市苓雅區苓中里苓中路179號,1,1184,苓雅分局,,,
一般建築,華谷馨園大樓,LY3209,普天里,高雄市苓雅區普天里興中一路52號之1,1,1210,苓雅分局,,,
一般建築,康橋飯店,LY3850,日中里,高雄市苓雅區日中里林森二路10號,1,1230,苓雅分局,,,
一般建築,,LY4105,中正里,高雄市苓雅區中正里林南街27巷20號,4,1231,苓雅分局,,,
一般建築,國家海景名廈,LY3966,意誠里,高雄市苓雅區意誠里新光路142號,2,1231,苓雅分局,,,
一般建築,,LY4130,田西里,高雄市苓雅區田西里青年二路75號,1,1236,苓雅分局,,,
學校,國立高雄師範,LY4044,同慶里,高雄市苓雅區同慶里凱旋二路89號,1,1268,苓雅分局,,,
一般建築,太普TOP大樓管,LY4050,苓洲里,高雄市苓雅區苓洲里新田路391號,3,1273,苓雅分局,,,
一般建築,,LY4214,同慶里,高雄市苓雅區同慶里和平一路144巷21號,3,1277,苓雅分局,,,
一般建築,,LY3630,正言里,高雄市苓雅區正言里武廟路129號之1,1,1280,苓雅分局,,,
一般建築,愛丁堡名廈大廈,LY3214,普天里,高雄市苓雅區普天里興中一路22號,1,1304,苓雅分局,,,
一般建築,中華長安大樓,LY0512,普照里,高雄市苓雅區普照里永定街85號,1,1328,苓雅分局,,,
一般建築,福懋圓方大樓,LY4158,城北里,高雄市苓雅區城北里興中二路125號,1,1331,苓雅分局,,,
一般建築,堅山建設大樓,LY3684,美田里,高雄市苓雅區美田里林森二路89號,1.2,1340,苓雅分局,,,
一般建築,,LY3561,林泉里,高雄市苓雅區林泉里林泉街179號,2,1343,苓雅分局,,,
一般建築,海景180大樓管,LY3977,苓雅里,高雄市苓雅區苓雅里四維四路178號,2,1364,苓雅分局,,,
一般建築,聖田大樓公寓,LY4066,廣澤里,高雄市苓雅區廣澤里四維三路251號,2,1365,苓雅分局,,,
一般建築,日東文化廣場,LY2397,林南里,高雄市苓雅區林南里和平一路149之15號,1,1366,苓雅分局,,,
一般建築,地國餐廳舞場,LY3980,城東里,高雄市苓雅區城東里中華四路140號,1,1371,苓雅分局,,,
一般建築,灣建築大樓,LY4225,苓洲里,高雄市苓雅區苓洲里允文街120號,1.2,1372,苓雅分局,,,
一般建築,百立首府宮廷大樓,LY3955,普照里,高雄市苓雅區普照里民權一路11號,1,1373,苓雅分局,,,
一般建築,超群大廈,LY2173,普天里,高雄市苓雅區普天里永靖街113號,1,1380,苓雅分局,,,
學校,道明高級中學,LY3444,民主里,高雄市苓雅區民主里建國一路354號,1,1395,苓雅分局,,,
一般建築,,LY4039,正大里,高雄市苓雅區正大里中正一路192號,2,1421,苓雅分局,,,
一般建築,愛上悅讀大廈,LY4107,苓洲里,高雄市苓雅區苓洲里光明街89號,1,1436,苓雅分局,,,
一般建築,嘉年華大廈,LY3882,文昌里,高雄市苓雅區文昌里正義路261號,1,1444,苓雅分局,,,
學校,國際商工,LY1327,林靖里,高雄市苓雅區林靖里三多二路84號,1,1453,苓雅分局,,,
一般建築,日榮大樓,LY0773,人和里,高雄市苓雅區人和里中山二路489號,1,1460,苓雅分局,,,
一般建築,海德堡,LY3925,福東里,高雄市苓雅區福東里武營路693號,1,1466,苓雅分局,,,
一般建築,,LY3903,城西里,高雄市苓雅區城西里中華四路45號,3,1472,苓雅分局,,,
一般建築,九福電子遊藝場,LY4020,人和里,高雄市苓雅區人和里中山二路455號,1,1473,苓雅分局,,,
一般建築,,LY3973,福東里,高雄市苓雅區福東里武嶺街50巷36號,1,1476,苓雅分局,,,
一般建築,鴛鴦雙子星大廈,LY2073,普照里,高雄市苓雅區普照里復興二路3號,1,1485,苓雅分局,,,
一般建築,,LY3912,正大里,高雄市苓雅區正大里武廟路69之1號,2,1489,苓雅分局,,,
一般建築,,LY4028,正道里,高雄市苓雅區正道里福德一路48巷1號,1,1492,苓雅分局,,,
一般建築,極品大樓,LY4145,林圍里,高雄市苓雅區林圍里福建街308號,1,1506,苓雅分局,,,
一般建築,中山大廈,LY0823,人和里,高雄市苓雅區人和里中山二路463號,1,1514,苓雅分局,,,
一般建築,,LY2469,林泉里,高雄市苓雅區林泉里林泉街57號,1,1514,苓雅分局,,,
一般建築,聯宏成功大樓,LY1410,意誠里,高雄市苓雅區意誠里新光路126號,1,1520,苓雅分局,,,
一般建築,,LY3609,正言里,高雄市苓雅區正言里正言路37號,1,1532,苓雅分局,,,
一般建築,台鳳帝門大樓,LY4238,田西里,高雄市苓雅區田西里成功一路232號,3,1537,苓雅分局,,,
一般建築,,LY3968,正大里,高雄市苓雅區正大里輔仁路128號,1,1550,苓雅分局,,,
一般建築,,LY4092,正文里,高雄市苓雅區正文里建國一路167之2號,3,1578,苓雅分局,,,
一般建築,遠東御海管理,LY4231,城北里,高雄市苓雅區城北里成功一路6號,4,1587,苓雅分局,,,
一般建築,,LY3979,永康里,高雄市苓雅區永康里福安路33號,2,1664,苓雅分局,,,
一般建築,寶家大謙大樓,LY4224,普天里,高雄市苓雅區普天里永靖街85號,4,1665,苓雅分局,,,
一般建築,碼頭公寓大廈,LY2029,福西里,高雄市苓雅區福西里明德街23號,1,1667,苓雅分局,,,
一般建築,百立生日公園,LY4190,仁政里,高雄市苓雅區仁政里苓雅一路365號,1,1694,苓雅分局,,,
學校,五權國民小學,LY3821,林德里,高雄市苓雅區林德里三多二路100號,1,1695,苓雅分局,,,
一般建築,皇甫世家社區大樓,LY3942,普天里,高雄市苓雅區普天里福建街61號,1,1736,苓雅分局,,,
一般建築,友利園大廈,LY2058,日中里,高雄市苓雅區日中里林森二路48號,1,1738,苓雅分局,,,
一般建築,京城財經大樓,LY3814,正大里,高雄市苓雅區正大里中正一路120號,2,1757,苓雅分局,,,
一般建築,亞信青海大廈,LY1163,苓洲里,高雄市苓雅區苓洲里海邊路46號,1,1817,苓雅分局,,,
一般建築,,LY3948,城東里,高雄市苓雅區城東里中華四路100號,2,1821,苓雅分局,,,
一般建築,裕藏富邑大廈,LY4143,建軍里,高雄市苓雅區建軍里至誠路73號,1,1821,苓雅分局,,,
一般建築,,LY3606,林榮里,高雄市苓雅區林榮里英義街113號,1,1829,苓雅分局,,,
一般建築,華尚star,LY4232,苓雅里,高雄市苓雅區苓雅里四維四路170號,1.2.3.4,1859,苓雅分局,,,
一般建築,美麗Party管理,LY4085,城東里,高雄市苓雅區城東里仁義街23號,2,1861,苓雅分局,,,
一般建築,,LY4147,正大里,高雄市苓雅區正大里中正一路226之2號,1,1879,苓雅分局,,,
一般建築,,LY3699,正大里,高雄市苓雅區正大里中正一路134號,1.2,1894,苓雅分局,,,
一般建築,,LY3475,林南里,高雄市苓雅區林南里林泉街36號,1,1894,苓雅分局,,,
醫院照護,高雄市立民生醫院,LY4178,奏捷里,高雄市苓雅區奏捷里凱旋二路134號,1,1894,苓雅分局,,,
一般建築,,LY3213,安祥里,高雄市苓雅區安祥里中正二路56巷33弄8號,1,1917,苓雅分局,,,
一般建築,,LY3998,建軍里,高雄市苓雅區建軍里澄清路173號,1,1932,苓雅分局,,,
一般建築,,LY3829,城東里,高雄市苓雅區城東里四維四路7號,2,1953,苓雅分局,,,
一般建築,,LY4047,民主里,高雄市苓雅區民主里樂仁路107號,2,1957,苓雅分局,,,
一般建築,雙星名園大廈,LY1869,華堂里,高雄市苓雅區華堂里林森二路17巷7號,1,1965,苓雅分局,,,
一般建築,,LY3429,同慶里,高雄市苓雅區同慶里四維二路28號,1,1967,苓雅分局,,,
一般建築,觀海大廈,LY3220,博仁里,高雄市苓雅區博仁里海邊路109號,1,1967,苓雅分局,,,
醫院照護,阮綜合醫院,LY4075,鼓中里,高雄市苓雅區鼓中里四維四路136號,2,1969,苓雅分局,,,
一般建築,,LY3845,文昌里,高雄市苓雅區文昌里文昌路90號,1,1996,苓雅分局,,,
一般建築,璟文化大樓管,LY4150,林榮里,高雄市苓雅區林榮里英明路200號,1,2002,苓雅分局,,,
一般建築,,LY3480,安祥里,高雄市苓雅區安祥里泰順街3號十之1,1,2013,苓雅分局,,,
一般建築,維士比大樓管,LY4043,尚義里,高雄市苓雅區尚義里中正二路175號,2,2021,苓雅分局,,,
一般建築,麗尊酒店,LY4031,林安里,高雄市苓雅區林安里五福一路105號,4,2031,苓雅分局,,,
一般建築,琢真園大樓,LY4080,城東里,高雄市苓雅區城東里仁德街29號,3,2037,苓雅分局,,,
學校,中正國小,LY3961,正大里,高雄市苓雅區正大里輔仁路100號,1,2050,苓雅分局,,,
一般建築,世紀雙星大樓,LY3395,林富里,高雄市苓雅區林富里四維二路146號,1,2055,苓雅分局,,,
一般建築,名人新巷卓越樓華廈,LY3795,林富里,高雄市苓雅區林富里林富街11號,1.2,2056,苓雅分局,,,
一般建築,樂仁幼兒園,LY4180,博仁里,高雄市苓雅區博仁里五福三路149號,1,2072,苓雅分局,,,
一般建築,首長寶座大廈,LY3964,普天里,高雄市苓雅區普天里民權一路26巷1號之1,4,2094,苓雅分局,,,
一般建築,,LY3445,林泉里,高雄市苓雅區林泉里四維二路94之18號,1,2097,苓雅分局,,,
一般建築,,LY3938,正心里,高雄市苓雅區正心里建國一路90之15號,1,2108,苓雅分局,,,
一般建築,中正公園館大,LY4052,福東里,高雄市苓雅區福東里武智街58號,2,2115,苓雅分局,,,
一般建築,,LY4032,民主里,高雄市苓雅區民主里憲政路233巷1號,1,2130,苓雅分局,,,
一般建築,,LY4002,鼓中里,高雄市苓雅區鼓中里四維四路30號,2,2133,苓雅分局,,,
一般建築,,LY3937,正大里,高雄市苓雅區正大里建國一路113號之1,1,2162,苓雅分局,,,
一般建築,,LY4106,正大里,高雄市苓雅區正大里中正一路100號,4,2210,苓雅分局,,,
一般建築,福懋賦語大樓,LY4132,林西里,高雄市苓雅區林西里五權街137號,1,2256,苓雅分局,,,
一般建築,城揚大樓,LY4084,城東里,高雄市苓雅區城東里興中二路35號,2,2260,苓雅分局,,,
學校,中正國小,LY3924,正大里,高雄市苓雅區正大里輔仁路100號,1,2261,苓雅分局,,,
一般建築,,LY3945,林榮里,高雄市苓雅區林榮里英明路258號,1,2286,苓雅分局,,,
一般建築,京城環球企業大樓,LY4237,苓雅里,高雄市苓雅區苓雅里苓雅二路203號,1,2291,苓雅分局,,,
一般建築,曼哈頓財經總部,LY3870,城北里,高雄市苓雅區城北里三多四路110號,2,2292,苓雅分局,,,
一般建築,築人間大樓管,LY4167,正文里,高雄市苓雅區正文里武廟路178號,1.2.3,2343,苓雅分局,,,
一般建築,凱薩帝苑視聽歌唱行,LY0630,意誠里,高雄市苓雅區意誠里自強三路62號,2,2405,苓雅分局,,,
學校,四維國民小學,LY4129,林富里,高雄市苓雅區林富里青年一路103號,1,2414,苓雅分局,,,
一般建築,,LY4220,福西里,高雄市苓雅區福西里明德街27號,3,2423,苓雅分局,,,
一般建築,京華富邑公寓大樓,LY3926,日中里,高雄市苓雅區日中里忠孝二路3號,2,2477,苓雅分局,,,
政府機關,法務部行政執行署高雄分署,LY4217,福西里,高雄市苓雅區福西里政南街2號,1,2479,苓雅分局,,,
一般建築,,LY3782,正大里,高雄市苓雅區正大里輔仁路155號,1,2484,苓雅分局,,,
一般建築,,LY3939,正仁里,高雄市苓雅區正仁里正義路172巷8弄1號之1,1,2487,苓雅分局,,,
一般建築,中正豪門大廈,LY3424,林圍里,高雄市苓雅區林圍里青年一路32號,1,2502,苓雅分局,,,
一般建築,,LY3661,正心里,高雄市苓雅區正心里正言路111號,1,2507,苓雅分局,,,
一般建築,太普君品大樓,LY4144,普照里,高雄市苓雅區普照里興中一路120號,1,2548,苓雅分局,,,
一般建築,百立首府帝國大廈,LY4067,晴朗里,高雄市苓雅區晴朗里民權一路87號,3,2552,苓雅分局,,,
一般建築,台灣領航企業大樓,LY3860,苓昇里,高雄市苓雅區苓昇里海邊路29號,4,2558,苓雅分局,,,
一般建築,,LY4049,奏捷里,高雄市苓雅區奏捷里同慶路2號,1,2573,苓雅分局,,,
一般建築,,LY4025,林靖里,高雄市苓雅區林靖里四維一路157號,2,2581,苓雅分局,,,
一般建築,和平賞大廈管,LY4090,福地里,高雄市苓雅區福地里和平一路76號,1,2590,苓雅分局,,,
學校,國立高雄師範大學附屬高級中學,LY4079,同慶里,高雄市苓雅區同慶里凱旋二路89號,1,2595,苓雅分局,,,
一般建築,民生富韻大樓,,尚義里,高雄市苓雅區尚義里光華一路210號,1.2.3.4,2628,苓雅分局,,,
一般建築,金龍大廈,LY0103,意誠里,高雄市苓雅區意誠里三多四路79號,1,2629,苓雅分局,,,
一般建築,寒軒國際大飯店,LY3940,普照里,高雄市苓雅區普照里四維三路33號,3,2631,苓雅分局,,,
一般建築,,LY4119,正義里,高雄市苓雅區正義里建國一路73號,1,2679,苓雅分局,,,
學校,高雄市私立三信高級家事商業職業學校,LY0826,福祥里,高雄市苓雅區福祥里三多一路186號,1,2686,苓雅分局,,,
一般建築,明帝視聽歌唱城,LY3892,城東里,高雄市苓雅區城東里中山二路361號,1,2711,苓雅分局,,,
學校,高雄市立中正高級中學,LY3920,正義里,高雄市苓雅區正義里中正一路8號,1,2739,苓雅分局,,,
政府機關,財政部高雄國稅局,LY3867,林南里,高雄市苓雅區林南里廣州一街148號,3,2767,苓雅分局,,,
一般建築,高雄雪梨大廈,LY3872,苓中里,高雄市苓雅區苓中里永平路27巷17號,1.2,2804,苓雅分局,,,
一般建築,,LY3965,林榮里,高雄市苓雅區林榮里英明路176號,2,2820,苓雅分局,,,
一般建築,,LY3830,中正里,高雄市苓雅區中正里光華一路148之83號,3,2824,苓雅分局,,,
一般建築,,LY3956,正道里,高雄市苓雅區正道里輔仁路186號,1,2835,苓雅分局,,,
一般建築,新銳樓華廈,LY3793,林富里,高雄市苓雅區林富里林富街10號,1.2,2844,苓雅分局,,,
一般建築,四季淳大樓,LY4187,普天里,高雄市苓雅區普天里光華一路53號,1,2856,苓雅分局,,,
一般建築,百立海洋帝國大廈,LY4229,苓東里,高雄市苓雅區苓東里四維四路239號,3,2867,苓雅分局,,,
一般建築,,LY3029,五權里,高雄市苓雅區五權里武廟路205號,1,2900,苓雅分局,,,
一般建築,台灣領袖企業大樓,LY4230,苓昇里,高雄市苓雅區苓昇里海邊路31號,4,2921,苓雅分局,,,
一般建築,,LY3716,英明里,高雄市苓雅區英明里英明路120號,1,2925,苓雅分局,,,
醫院照護,高雄市政府衛局長期照顧中心,LY4216,奏捷里,高雄市苓雅區奏捷里凱旋二路132號,2,2985,苓雅分局,,,
一般建築,,LY4226,民主里,高雄市苓雅區民主里憲政路130號,1.2,2988,苓雅分局,,,
學校,高雄市立五褔國民中學,LY4156,尚義里,高雄市苓雅區尚義里五福一路12號,1,3020,苓雅分局,,,
一般建築,世紀之星大樓,LY3804,華堂里,高雄市苓雅區華堂里永樂街139號,1.2,3042,苓雅分局,,,
宗教設施,高雄浸宣武昌教會,LY4098,普天里,高雄市苓雅區普天里民權一路38號,1,3130,苓雅分局,,,
一般建築,,LY4228,田西里,高雄市苓雅區田西里自強三路189號,5,3138,苓雅分局,,,
一般建築,,LY4175,林貴里,高雄市苓雅區林貴里和平二路336號,1,3141,苓雅分局,,,
一般建築,,LY4234,民主里,高雄市苓雅區民主里憲政路175號,1,3171,苓雅分局,,,
一般建築,,LY3983,正大里,高雄市苓雅區正大里心正路5號,1.2,3193,苓雅分局,,,
一般建築,,LY4030,林德里,高雄市苓雅區林德里四維二路51號,2,3198,苓雅分局,,,
一般建築,,LY4010,五權里,高雄市苓雅區五權里建國一路199號,1,3232,苓雅分局,,,
醫院照護,天主教聖功醫療財團法人聖功醫院,LY4077,民主里,高雄市苓雅區民主里建國一路352號,2,3261,苓雅分局,,,
一般建築,文化皇家大樓,LY3491,林圍里,高雄市苓雅區林圍里廈門街23號,1,3335,苓雅分局,,,
醫院照護,國軍高雄總醫院,LY4149,正義里,高雄市苓雅區正義里中正一路2號,2,3377,苓雅分局,,,
一般建築,國泰人壽四維財經大樓,LY4069,晴朗里,高雄市苓雅區晴朗里四維三路6號,2,3404,苓雅分局,,,
一般建築,,LY4235,苓東里,高雄市苓雅區苓東里永泰路8號,1.2,3449,苓雅分局,,,
一般建築,,LY4213,城北里,高雄市苓雅區城北里興中二路140號,4,3464,苓雅分局,,,
一般建築,,LY3783,正心里,高雄市苓雅區正心里輔仁路357巷120號,2,3467,苓雅分局,,,
一般建築,民權永富大樓,LY4194,普天里,高雄市苓雅區普天里永富街51號,1,3576,苓雅分局,,,
一般建築,苓雅香榭大樓,LY4095,正心里,高雄市苓雅區正心里輔仁路345號,1.2,3598,苓雅分局,,,
一般建築,藍天大廈,LY3717,林圍里,高雄市苓雅區林圍里光華一路261號,1.2,3618,苓雅分局,,,
一般建築,,LY4222,正文里,高雄市苓雅區正文里家齊路49號,3,3633,苓雅分局,,,
一般建築,南和興產業辦公大樓,LY4004,林中里,高雄市苓雅區林中里和平一路87號,2,3648,苓雅分局,,,
一般建築,亞太財經廣場大樓,LY3856,意誠里,高雄市苓雅區意誠里新光路40號,2,3684,苓雅分局,,,
一般建築,,LY3972,同慶里,高雄市苓雅區同慶里四維二路52號,1,3700,苓雅分局,,,
一般建築,鳳凰灣大樓,LY4239,田西里,高雄市苓雅區田西里青年二路123號,1.2.3.4,3702,苓雅分局,,,
一般建築,,LY4055,安祥里,高雄市苓雅區安祥里和平一路218號,5,3753,苓雅分局,,,
一般建築,鳳凰交響曲大廈,LY4121,日中里,高雄市苓雅區日中里仁愛三街225號,2,3779,苓雅分局,,,
一般建築,成功大樓,LY4088,苓東里,高雄市苓雅區苓東里苓南路2號,2.3,3854,苓雅分局,,,
一般建築,,LY3104,林南里,高雄市苓雅區林南里林泉街38巷7之1號,1,3958,苓雅分局,,,
一般建築,,LY2495,中正里,高雄市苓雅區中正里林南街18號,1,4008,苓雅分局,,,
一般建築,溫哥華大樓,LY3840,安祥里,高雄市苓雅區安祥里河南路228號,2,4058,苓雅分局,,,
學校,英明國中,LY3908,林貴里,高雄市苓雅區林貴里英明路147號,2,4064,苓雅分局,,,
一般建築,百利皇宮大樓,LY4021,林富里,高雄市苓雅區林富里青年一路29號,4,4116,苓雅分局,,,
學校,國立高雄師範大學,LY2386,同慶里,高雄市苓雅區同慶里和平一路116號,1,4174,苓雅分局,,,
一般建築,,LY3854,尚義里,高雄市苓雅區尚義里光華一路204號,1.2,4230,苓雅分局,,,
一般建築,文化綻大樓,LY4211,普天里,高雄市苓雅區普天里光華一路109號,4,4286,苓雅分局,,,
一般建築,,LY4087,同慶里,高雄市苓雅區同慶里同慶路82號,2,4329,苓雅分局,,,
一般建築,,LY4219,正文里,高雄市苓雅區正文里身修路47號,3,4483,苓雅分局,,,
一般建築,國泰三多三星大廈,LY1897,華堂里,高雄市苓雅區華堂里三多三路220號,1,4697,苓雅分局,,,
一般建築,,LY3831,安祥里,高雄市苓雅區安祥里中正二路30號,2.3.4,4710,苓雅分局,,,
