類別,建築物名稱,電腦編號,村里別,地址,地下樓層數,可容納人數,轄管分局,備註,"unnamed (1)","unnamed (2)"
一般建築,七賢華廈管理,QJ0096,新生里,高雄市前金區新生里七賢二路254號,1,306,新興分局,,,
一般建築,御宿商旅中央公園館,QJ0550,長生里,高雄市前金區長生里中華三路15號,1.2,307,新興分局,,,
一般建築,雙橡園公寓,XX1105,長驛里,高雄市新興區長驛里自立二路146號,1,308,新興分局,,,
一般建築,,QJ0366,後金里,高雄市前金區後金里中正四路264號,1,308,新興分局,,,
一般建築,文化名仕,XX0710,振成里,高雄市新興區振成里文化路65號,1,309,新興分局,,,
一般建築,,QJ0611,民生里,高雄市前金區民生里文武二街196號,1,311,新興分局,,,
辦公室,國賓藝術家大,QJ0456,國民里,高雄市前金區國民里大同二路135之1號,1,312,新興分局,,,
一般建築,,XX1199,德生里,高雄市新興區德生里德順街11號,1.2,313,新興分局,,,
一般建築,,XX1437,中東里,高雄市新興區中東里六合一路90之1號,1,314,新興分局,,,
一般建築,,QJ0305,博孝里,高雄市前金區博孝里市中一路39號,1,315,新興分局,,,
一般建築,,XX0627,成功里,高雄市新興區成功里中正三路110號,1,316,新興分局,,,
一般建築,,XX0657,成功里,高雄市新興區成功里中正三路78之1號,1,318,新興分局,,,
一般建築,律司樓管理,QJ0639,國民里,高雄市前金區國民里市中一路166號,1,319,新興分局,,,
一般建築,,XX0635,開平里,高雄市新興區開平里錦田路135巷33號,1,319,新興分局,,,
一般建築,,XX1255,黎明里,高雄市新興區黎明里南華路136號,1,319,新興分局,,,
一般建築,,XX1451,仁聲里,高雄市新興區仁聲里復興一路1號,1.2,320,新興分局,,,
旅館,比歐緻居旅店,XX1525,玉衡里,高雄市新興區玉衡里中山一路14之26號,1.2,320,新興分局,,,
一般建築,,XX1403,建華里,高雄市新興區建華里八德二路90號,1,320,新興分局,,,
辦公室,,XX0043,開平里,高雄市新興區開平里錦田路142號,1,320,新興分局,,,
一般建築,雄觀天下大樓,QJ0582,社西里,高雄市前金區社西里民生二路203號,1,324,新興分局,,,
旅館,御宿大飯店五褔館,QJ0179,社東里,高雄市前金區社東里五福三路102號,1,325,新興分局,,,
一般建築,,QJ0073,長生里,高雄市前金區長生里中華三路17號,1,325,新興分局,,,
一般建築,,XX1364,德望里,高雄市新興區德望里復橫一路143號,1,325,新興分局,,,
一般建築,華樹唐寧名廈,QJ0485,青山里,高雄市前金區青山里瑞源路35號,1,331,新興分局,,,
一般建築,民生伯爵大樓,XX1357,德望里,高雄市新興區德望里民生一路208號,1.2,332,新興分局,,,
學校,七賢國小,XX0136,中東里,高雄市新興區中東里七賢一路393號,1,333,新興分局,,,
學校,七賢國小,XX0758,中東里,高雄市新興區中東里七賢一路393號,1,333,新興分局,,,
辦公室,,QJ0390,東金里,高雄市前金區東金里中正四路174號,1,334,新興分局,,,
一般建築,,XX1164,蕉園里,高雄市新興區蕉園里復橫一路240號,1,337,新興分局,,,
一般建築,,XX1310,長驛里,高雄市新興區長驛里南台路89號,1,338,新興分局,,,
辦公室,,QJ0513,民生里,高雄市前金區民生里文武二街163號,1.2,342,新興分局,,,
一般建築,金色年代大廈,XX1345,黎明里,高雄市新興區黎明里中山一路200號,1.2,342,新興分局,,,
一般建築,,XX1385,光耀里,高雄市新興區光耀里東海街73號,1,344,新興分局,,,
學校,前金國民小學,QJ0573,國民里,高雄市前金區國民里大同二路61號,1,346,新興分局,,,
一般建築,家欣大廈管理,QJ0113,長城里,高雄市前金區長城里新盛一街12號,1,348,新興分局,,,
一般建築,,XX0927,振成里,高雄市新興區振成里文化路83號,1,349,新興分局,,,
一般建築,,XX0608,文昌里,高雄市新興區文昌里中正二路190號,1,352,新興分局,,,
一般建築,,XX1023,秋山里,高雄市新興區秋山里六合二路66號,1,353,新興分局,,,
一般建築,,QJ0022,國民里,高雄市前金區國民里大同二路131號,1,354,新興分局,,,
一般建築,,XX0312,成功里,高雄市新興區成功里仁愛一街137號,1,355,新興分局,,,
辦公室,,XX1434,開平里,高雄市新興區開平里錦田路142號,1,355,新興分局,,,
一般建築,,XX1409,長驛里,高雄市新興區長驛里明星街70號之1,1,358,新興分局,,,
一般建築,三華士賓大廈,XX0359,中東里,高雄市新興區中東里復興一路74號,1,360,新興分局,,,
一般建築,統帥大廈管理,QJ0315,長生里,高雄市前金區長生里中華三路5號,1,361,新興分局,,,
一般建築,,XX1276,榮治里,高雄市新興區榮治里大同一路205號,1,365,新興分局,,,
一般建築,,QJ0033,草江里,高雄市前金區草江里新盛一街55號,1,366,新興分局,,,
一般建築,獨立宣言公寓,QJ0625,青山里,高雄市前金區青山里新盛二街87號,1,367,新興分局,,,
一般建築,永暉大樓管理,XX0231,中東里,高雄市新興區中東里復興一路72號,1,368,新興分局,,,
一般建築,黃絲帶大樓管,XX1382,長驛里,高雄市新興區長驛里自立二路150號,1.2,368,新興分局,,,
一般建築,,QJ0406,新生里,高雄市前金區新生里自強一路153號,1,372,新興分局,,,
一般建築,金興大樓管理,XX0357,仁聲里,高雄市新興區仁聲里仁愛一街98號,1,376,新興分局,,,
一般建築,福記大樓管理,XX1399,明莊里,高雄市新興區明莊里中山橫路42號,1,376,新興分局,,,
一般建築,,QJ0023,青山里,高雄市前金區青山里中正四路105號,1,377,新興分局,,,
一般建築,,XX1162,蕉園里,高雄市新興區蕉園里球庭路35號,1,377,新興分局,,,
一般建築,,QJ0426,復元里,高雄市前金區復元里自強二路104號,1,380,新興分局,,,
一般建築,,XX1471,黎明里,高雄市新興區黎明里林森一路237號,1.2,380,新興分局,,,
一般建築,陽光門第管理,XX1123,南港里,高雄市新興區南港里南華橫二路27號,1,381,新興分局,,,
學校,高雄高商,XX1268,浩然里,高雄市新興區浩然里五福二路3號,1,382,新興分局,,,
一般建築,市中企業總部,QJ0469,新生里,高雄市前金區新生里七賢二路389號,1,383,新興分局,,,
辦公室,,XX1218,文昌里,高雄市新興區文昌里信守街104號,1,384,新興分局,,,
一般建築,,XX1445,興昌里,高雄市新興區興昌里中東街201號,1.2,384,新興分局,,,
一般建築,,XX1175,南港里,高雄市新興區南港里忠孝一路482號,1,386,新興分局,,,
一般建築,,XX1456,新江里,高雄市新興區新江里南華路196號,1.2,386,新興分局,,,
一般建築,綠豆大廈管理,QJ0188,長城里,高雄市前金區長城里瑞源路75號,1,390,新興分局,,,
一般建築,,XX1245,德生里,高雄市新興區德生里民生一路77號,1.2,390,新興分局,,,
商場,,XX1433,興昌里,高雄市新興區興昌里七賢一路178號,1.2,391,新興分局,,,
一般建築,愛生大廈管理,XX0977,南港里,高雄市新興區南港里七賢一路432號,1,395,新興分局,,,
一般建築,前金學府華廈,QJ0410,草江里,高雄市前金區草江里瑞源路115號,1,395,新興分局,,,
學校,七賢國小,XX0934,中東里,高雄市新興區中東里七賢一路393號,1,400,新興分局,,,
一般建築,永恆鳳凰,QJ0632,東金里,高雄市前金區東金里永恆街12號之1,1,401,新興分局,,,
一般建築,,QJ0333,長城里,高雄市前金區長城里中華三路126號,1,401,新興分局,,,
一般建築,中正豪門大廈,XX1438,德望里,高雄市新興區德望里達仁街89號,1.2,403,新興分局,,,
一般建築,,XX0358,秋山里,高雄市新興區秋山里六合二路30號,1,405,新興分局,,,
一般建築,,XX1125,秋山里,高雄市新興區秋山里民主路18號,1,407,新興分局,,,
旅館,高雄喜悅飯店,QJ0415,長城里,高雄市前金區長城里七賢二路178號,2.3,408,新興分局,,,
一般建築,,XX0871,德政里,高雄市新興區德政里中正三路93號,1,412,新興分局,,,
一般建築,好萊塢大廈管,XX1379,順昌里,高雄市新興區順昌里七賢一路37號,1.2,413,新興分局,,,
一般建築,,QJ0205,長城里,高雄市前金區長城里瑞源路88號,1,416,新興分局,,,
一般建築,華樹中央大樓,QJ0447,復元里,高雄市前金區復元里中華三路79號,1,416,新興分局,,,
一般建築,最佳女主角大,XX1427,德生里,高雄市新興區德生里復興二路356號,1,417,新興分局,,,
一般建築,聚美大廈管理,XX0712,成功里,高雄市新興區成功里中正三路84號,1,418,新興分局,,,
一般建築,萬壽大廈管理,XX0237,順昌里,高雄市新興區順昌里七賢一路73號,1,418,新興分局,,,
辦公室,,QJ0268,林投里,高雄市前金區林投里中正四路261號,1,422,新興分局,,,
一般建築,,QJ0135,榮復里,高雄市前金區榮復里成功一路286號,1,425,新興分局,,,
一般建築,,QJ0216,長城里,高雄市前金區長城里瑞源路72號,1,432,新興分局,,,
一般建築,,QJ0228,博孝里,高雄市前金區博孝里市中一路7號,1,432,新興分局,,,
一般建築,,XX1457,開平里,高雄市新興區開平里八德一路125號,1,432,新興分局,,,
一般建築,,XX1390,開平里,高雄市新興區開平里開封路379號,1,433,新興分局,,,
一般建築,,XX1328,開平里,高雄市新興區開平里八德一路59號,1,437,新興分局,,,
一般建築,,XX0049,振成里,高雄市新興區振成里五福二路147號,1,440,新興分局,,,
一般建築,,QJ0468,復元里,高雄市前金區復元里自強二路102之5號,1,440,新興分局,,,
一般建築,龍享一品居,XX1213,振華里,高雄市新興區振華里民享街102號,1,444,新興分局,,,
一般建築,,XX0827,南港里,高雄市新興區南港里七賢一路424號,1,445,新興分局,,,
一般建築,,XX0370,愛平里,高雄市新興區愛平里興華路62號,1,445,新興分局,,,
一般建築,先鋒大樓管理,XX0705,成功里,高雄市新興區成功里中正三路129號,1,446,新興分局,,,
一般建築,,QJ0170,三川里,高雄市前金區三川里七賢二路118號,1.2,452,新興分局,,,
一般建築,,XX0558,振成里,高雄市新興區振成里文化路58之3號,1,452,新興分局,,,
辦公室,金像獎大廈管,QJ0284,三川里,高雄市前金區三川里七賢二路156號,1,454,新興分局,,,
一般建築,四季FORMOSA,XX1482,東坡里,高雄市新興區東坡里球庭路68號,1.2,454,新興分局,,,
一般建築,,QJ0450,復元里,高雄市前金區復元里民生二路76巷42號,1,457,新興分局,,,
一般建築,,XX0377,振成里,高雄市新興區振成里文化路97號,1,458,新興分局,,,
一般建築,,XX1421,文昌里,高雄市新興區文昌里尚義街132號,1,459,新興分局,,,
一般建築,,XX0813,光耀里,高雄市新興區光耀里民生一路52號,1,461,新興分局,,,
一般建築,六合金鑽管理,XX1236,長驛里,高雄市新興區長驛里六合二路86號,1.2,461,新興分局,,,
旅館,,QJ0695,新生里,高雄市前金區新生里七賢二路358號,1.2.3,463,新興分局,,,
一般建築,國匯大廈管理,QJ0015,新生里,高雄市前金區新生里市中一路242號,1,463,新興分局,,,
一般建築,,XX1374,光耀里,高雄市新興區光耀里開封路39號,1,469,新興分局,,,
一般建築,,XX1394,德望里,高雄市新興區德望里東海街188號,1,469,新興分局,,,
一般建築,,XX0058,順昌里,高雄市新興區順昌里七賢一路100號,1,470,新興分局,,,
辦公室,,XX0374,德望里,高雄市新興區德望里錦田路43號,1,472,新興分局,,,
一般建築,,XX1319,建華里,高雄市新興區建華里南台橫路32號,1,474,新興分局,,,
一般建築,test,XX0556,秋山里,高雄市新興區秋山里民主路9號,1,474,新興分局,,,
一般建築,大同總統套房,XX1386,榮治里,高雄市新興區榮治里大同一路185號,1.2,474,新興分局,,,
一般建築,,QJ0603,新生里,高雄市前金區新生里鼎盛街84號,1.2,475,新興分局,,,
一般建築,,XX0047,榮治里,高雄市新興區榮治里大同一路179號,1,476,新興分局,,,
一般建築,萬寶立華廈管,XX1322,順昌里,高雄市新興區順昌里民族二路166號,1,477,新興分局,,,
一般建築,大立商業華廈,QJ0448,文西里,高雄市前金區文西里中華四路349號,1.2,479,新興分局,,,
一般建築,,XX1104,永寧里,高雄市新興區永寧里德智街1號,1,482,新興分局,,,
一般建築,友仁大廈管理,XX0651,秋山里,高雄市新興區秋山里七賢二路71號,1,489,新興分局,,,
一般建築,,XX1246,永寧里,高雄市新興區永寧里五福二路116號,1.2,490,新興分局,,,
一般建築,南台大樓管理,XX0715,長驛里,高雄市新興區長驛里明星街66號,1,490,新興分局,,,
一般建築,,XX1341,德望里,高雄市新興區德望里東海街206號,1,494,新興分局,,,
辦公室,,QJ0176,民生里,高雄市前金區民生里中華三路81號,1,495,新興分局,,,
辦公室,,XX0823,成功里,高雄市新興區成功里中正三路88號,1,495,新興分局,,,
一般建築,,QJ0684,榮復里,高雄市前金區榮復里青年二路150號,1.2.3,495,新興分局,,,
一般建築,大立新廈管理,QJ0477,文西里,高雄市前金區文西里新田路303號,1,498,新興分局,,,
旅館,,QJ0708,長生里,高雄市前金區長生里五福三路38號,1,498,新興分局,,,
一般建築,鳳凰鼎榭大樓,XX1206,振華里,高雄市新興區振華里民享街67號,1,499,新興分局,,,
一般建築,帝與后大樓管,XX1388,仁聲里,高雄市新興區仁聲里仁愛一街102號,1.2,500,新興分局,,,
一般建築,東豐大樓管理,XX0888,興昌里,高雄市新興區興昌里六合一路27號,1,500,新興分局,,,
一般建築,京城御華園大,XX1112,振華里,高雄市新興區振華里新田路93號,1,502,新興分局,,,
一般建築,,XX1317,浩然里,高雄市新興區浩然里文化路5號,1,503,新興分局,,,
一般建築,銳揚Yes大樓,XX1519,愛平里,高雄市新興區愛平里六合一路129號,1.2,504,新興分局,,,
一般建築,,QJ0441,文西里,高雄市前金區文西里文武三街145號,1,507,新興分局,,,
一般建築,中華財經廣場,QJ0494,文東里,高雄市前金區文東里中華四路282號,1.2,508,新興分局,,,
一般建築,,QJ0313,草江里,高雄市前金區草江里新盛一街47號,1,508,新興分局,,,
一般建築,,XX0129,新江里,高雄市新興區新江里南華路188號,1,509,新興分局,,,
一般建築,民生Life大樓,XX1488,華聲里,高雄市新興區華聲里新興路41號,1,510,新興分局,,,
一般建築,華尚DEAR大樓,XX1522,順昌里,高雄市新興區順昌里七賢一路1號,1.2.3,510,新興分局,,,
一般建築,高賞大廈管理,XX1432,興昌里,高雄市新興區興昌里信守街172號,1.2,512,新興分局,,,
辦公室,安慶大樓管理,XX1267,新江里,高雄市新興區新江里八德一路332號,1,518,新興分局,,,
辦公室,,XX1020,開平里,高雄市新興區開平里錦田路142號,1,519,新興分局,,,
一般建築,,QJ0552,東金里,高雄市前金區東金里七賢二路207號,1.2,520,新興分局,,,
一般建築,中華總統套房大樓,QJ0600,北金里,高雄市前金區北金里中華三路217號,1.2,521,新興分局,,,
辦公室,西海岸華廈管,XX0325,玉衡里,高雄市新興區玉衡里中山一路12號,1,522,新興分局,,,
一般建築,,QJ0707,青山里,高雄市前金區青山里自立二路35號,1.2.3,527,新興分局,,,
辦公室,紅寶石(A)大樓,QJ0292,三川里,高雄市前金區三川里七賢二路122號,1,528,新興分局,,,
一般建築,總統套房大廈,XX1406,秋山里,高雄市新興區秋山里七賢二路21號,1.2,536,新興分局,,,
一般建築,,XX1443,蕉園里,高雄市新興區蕉園里球庭路46號之1,1.2,540,新興分局,,,
一般建築,學苑名宮管理,QJ0400,民生里,高雄市前金區民生里文武二街161之1號,1,541,新興分局,,,
一般建築,,XX1360,文昌里,高雄市新興區文昌里尚義街159號,1.2,542,新興分局,,,
一般建築,仁義御品大樓,QJ0656,文東里,高雄市前金區文東里仁義街293號,1.2,543,新興分局,,,
一般建築,,XX1249,成功里,高雄市新興區成功里仁愛一街134號,1.2,543,新興分局,,,
一般建築,向陽小築公寓,XX1193,黎明里,高雄市新興區黎明里南華橫一路43號,1,543,新興分局,,,
一般建築,,QJ0335,東金里,高雄市前金區東金里中華三路129號,1.2,545,新興分局,,,
一般建築,百齡大廈,QJ0257,長生里,高雄市前金區長生里中華三路53號,1,546,新興分局,,,
一般建築,,XX0841,長驛里,高雄市新興區長驛里南台路127號,1,547,新興分局,,,
辦公室,,QJ0584,新生里,高雄市前金區新生里七賢二路295號,1,549,新興分局,,,
一般建築,永信中正金融,QJ0553,青山里,高雄市前金區青山里中正四路139號,1.2.3,551,新興分局,,,
一般建築,,XX1467,開平里,高雄市新興區開平里興邦路62號,1,551,新興分局,,,
一般建築,觀邸管理委員,QJ0566,新生里,高雄市前金區新生里成功一路549號,1,551,新興分局,,,
一般建築,閣廈大樓管理,XX1336,德政里,高雄市新興區德政里忠孝一路233號,1.2,551,新興分局,,,
一般建築,,XX1324,成功里,高雄市新興區成功里林森一路196號,1.2,554,新興分局,,,
一般建築,遠東商業大樓,QJ0350,長城里,高雄市前金區長城里中正四路136號,1,555,新興分局,,,
一般建築,紅豆大廈管理,XX0564,順昌里,高雄市新興區順昌里七賢一路25號,1,556,新興分局,,,
旅館,黑鮪魚大飯店,XX0440,建華里,高雄市新興區建華里八德二路10號,1,559,新興分局,,,
辦公室,富邦大樓,QJ0414,長生里,高雄市前金區長生里中華三路21號,1,563,新興分局,,,
一般建築,洪福通商大樓,XX0473,仁聲里,高雄市新興區仁聲里中正三路61號,1.2.3,569,新興分局,,,
一般建築,首富大廈管理,A0650,新生里,高雄市前金區新生里河東路300號,1.2.3,575,新興分局,,,
一般建築,,XX0674,大明里,高雄市新興區大明里大同一路180號,1,576,新興分局,,,
一般建築,,QJ0311,長城里,高雄市前金區長城里六合二路145號之1,1,578,新興分局,,,
一般建築,慾望城市大廈,A0176,民生里,高雄市前金區民生里文武二街200號,1.2,580,新興分局,,,
一般建築,摩登經濟家大,XX1369,明莊里,高雄市新興區明莊里六合二路37號,1.2,580,新興分局,,,
一般建築,碧富麗大樓管,QJ0616,草江里,高雄市前金區草江里七賢二路157號,1.2.3,581,新興分局,,,
學校,信義國民小學,XX1264,興昌里,高雄市新興區興昌里中正三路32號,1,583,新興分局,,,
旅館,宜都大飯店,XX0228,建華里,高雄市新興區建華里南台橫路31號,1,584,新興分局,,,
一般建築,,QJ0551,長城里,高雄市前金區長城里河南二路97之2號,1,588,新興分局,,,
一般建築,,XX1325,秋山里,高雄市新興區秋山里民主路26號,1.2,592,新興分局,,,
一般建築,,QJ0487,民生里,高雄市前金區民生里自強二路182號,1,598,新興分局,,,
一般建築,,XX1329,德望里,高雄市新興區德望里黃海街183號,1,600,新興分局,,,
一般建築,,QJ0634,博孝里,高雄市前金區博孝里市中一路15號之1,1,602,新興分局,,,
學校,前金國民小學,QJ0379,國民里,高雄市前金區國民里大同二路61號,1,604,新興分局,,,
一般建築,,XX0853,文昌里,高雄市新興區文昌里尚義街138號,1,608,新興分局,,,
辦公室,永信企業新銳,XX1273,文昌里,高雄市新興區文昌里六合路183號,1.2,609,新興分局,,,
醫院照護,重仁骨科醫院,QJ0604,北金里,高雄市前金區北金里中華三路247號,1,610,新興分局,,,
一般建築,百庭園,XX1356,振華里,高雄市新興區振華里新田路145號,1.2,610,新興分局,,,
一般建築,歐帝前金大廈,QJ0396,新生里,高雄市前金區新生里七賢二路311號,1,610,新興分局,,,
一般建築,,QJ0218,新生里,高雄市前金區新生里七賢二路328號,1,612,新興分局,,,
一般建築,,QJ0705,長興里,高雄市前金區長興里新盛一街21號,1.2.3,2767,新興分局,,,
一般建築,高旋晶華大廈,XX1453,長驛里,高雄市新興區長驛里明星街71號,1,615,新興分局,,,
一般建築,,XX1417,黎明里,高雄市新興區黎明里南華橫一路14號之1,1.2,615,新興分局,,,
辦公室,南榮中正大樓,QJ0521,長城里,高雄市前金區長城里中正四路148號,1.2,616,新興分局,,,
一般建築,,XX0441,建華里,高雄市新興區建華里八德二路6號,1,616,新興分局,,,
一般建築,謙邑大廈,XX1472,成功里,高雄市新興區成功里忠孝一路271號,1.2.3,620,新興分局,,,
一般建築,,QJ0545,新生里,高雄市前金區新生里旺盛街186之1號,1,620,新興分局,,,
一般建築,,QJ0271,長生里,高雄市前金區長生里五福三路60號,1,621,新興分局,,,
學校,高雄高商,XX1127,浩然里,高雄市新興區浩然里五福二路3號,1,625,新興分局,,,
一般建築,天星大樓管理,QJ0633,榮復里,高雄市前金區榮復里允文街51號,1.2,626,新興分局,,,
一般建築,,XX1165,振成里,高雄市新興區振成里文橫二路162之1號,1.2,628,新興分局,,,
學校,高雄高商,XX0135,浩然里,高雄市新興區浩然里五福二路3號,1,630,新興分局,,,
一般建築,,XX0105,大明里,高雄市新興區大明里南台路16號,1,634,新興分局,,,
一般建築,遠見經濟家大,QJ0620,青山里,高雄市前金區青山里中華三路86號,1,634,新興分局,,,
宗教設施,台灣基督教長老教會六合教會,QJ0638,長城里,高雄市前金區長城里六合二路121號,1,637,新興分局,,,
一般建築,元大高雄大樓,QJ0256,青山里,高雄市前金區青山里中正四路143號,1,639,新興分局,,,
一般建築,歐克七賢大樓,XX0701,建華里,高雄市新興區建華里七賢二路86號,1,641,新興分局,,,
一般建築,翠玉園管理委,XX1361,德政里,高雄市新興區德政里復橫一路209號,1,642,新興分局,,,
一般建築,香檳雙星名廈,XX1154,中東里,高雄市新興區中東里復興一路78號,1,643,新興分局,,,
一般建築,流行領袖大樓,QJ0615,文東里,高雄市前金區文東里中華四路302號,1,646,新興分局,,,
一般建築,東寶大樓管理,XX1405,建華里,高雄市新興區建華里中山一路279號,1.2,647,新興分局,,,
一般建築,六合錢大樓管,XX1308,秋山里,高雄市新興區秋山里六合二路10號,1.2,648,新興分局,,,
一般建築,,XX0740,開平里,高雄市新興區開平里河南一路1之1號,1,651,新興分局,,,
一般建築,,QJ0583,博孝里,高雄市前金區博孝里五福三路148號,1,652,新興分局,,,
商場,婦幼大樓管理,XX0059,明莊里,高雄市新興區明莊里中山一路117號,1,653,新興分局,,,
一般建築,,QJ0572,草江里,高雄市前金區草江里七賢二路191號,1,654,新興分局,,,
一般建築,棋琴文賢苑,XX1500,秋山里,高雄市新興區秋山里七賢二路39號,1.2.3,659,新興分局,,,
一般建築,,XX1034,黎明里,高雄市新興區黎明里六合一路154之5號,1,660,新興分局,,,
一般建築,,QJ0624,文東里,高雄市前金區文東里仁義街281號,1.2,662,新興分局,,,
一般建築,皇后華廈大樓,QJ0198,東金里,高雄市前金區東金里文武一街18號,1,665,新興分局,,,
一般建築,,QJ0549,復元里,高雄市前金區復元里中華三路77之1號,1.2,666,新興分局,,,
旅館,三華大飯店,XX0188,中東里,高雄市新興區中東里六合一路92號,1.2,671,新興分局,,,
一般建築,,QJ0217,社西里,高雄市前金區社西里民生二路227號,1,675,新興分局,,,
辦公室,富家企業廣場,XX1247,黎明里,高雄市新興區黎明里六合一路158號,1.2,675,新興分局,,,
一般建築,緯城上第大廈,QJ0614,新生里,高雄市前金區新生里七賢二路366號,1.2,676,新興分局,,,
一般建築,白光大廈管理,QJ0199,東金里,高雄市前金區東金里七賢二路203號,1,678,新興分局,,,
一般建築,,XX1069,大明里,高雄市新興區大明里自立二路4號,1,680,新興分局,,,
一般建築,,QJ0297,長生里,高雄市前金區長生里五福三路50號,1,680,新興分局,,,
一般建築,翡翠華廈,XX0257,振成里,高雄市新興區振成里文化路53號,1,680,新興分局,,,
辦公室,中正南憲大廈,XX0607,文昌里,高雄市新興區文昌里中正二路192號,1,683,新興分局,,,
一般建築,,QJ0018,長城里,高雄市前金區長城里新盛一街9號,1.2,684,新興分局,,,
辦公室,華銀七賢大樓,QJ0361,草江里,高雄市前金區草江里七賢二路189號,1,685,新興分局,,,
一般建築,,QJ0413,青山里,高雄市前金區青山里新盛二街73號,1,686,新興分局,,,
一般建築,,QJ0544,文西里,高雄市前金區文西里中華四路293號,1,697,新興分局,,,
一般建築,民生大廈,XX0502,德生里,高雄市新興區德生里民生一路31號,1,698,新興分局,,,
一般建築,,XX1000,文昌里,高雄市新興區文昌里中正二路220號,1,699,新興分局,,,
旅館,喜迎旅店,QJ0692,東金里,高雄市前金區東金里六合二路161號,1.2.3,699,新興分局,,,
辦公室,,QJ0629,草江里,高雄市前金區草江里新盛一街57號,1.2,699,新興分局,,,
一般建築,,QJ0435,長城里,高雄市前金區長城里自立二路89號,1,700,新興分局,,,
一般建築,歌德名廈管理,QJ0393,國民里,高雄市前金區國民里民生二路163號,1,702,新興分局,,,
一般建築,,XX1463,振成里,高雄市新興區振成里林森一路41號,1.2.3.4,708,新興分局,,,
醫院照護,中正脊椎骨科醫院,QJ0662,長城里,高雄市前金區長城里中正四路100號,1,709,新興分局,,,
一般建築,市中華廈大樓,QJ0178,新生里,高雄市前金區新生里市中一路272號,1,712,新興分局,,,
一般建築,八克拉大廈,XX0425,南港里,高雄市新興區南港里八德一路194號,1,714,新興分局,,,
旅館,高雄商旅,XX1279,光耀里,高雄市新興區光耀里民族二路35號,1.2,715,新興分局,,,
一般建築,,QJ0276,長城里,高雄市前金區長城里中華三路232號,1.2,715,新興分局,,,
辦公室,,XX0792,南港里,高雄市新興區南港里七賢一路430號,1,718,新興分局,,,
一般建築,高屋中正大樓,XX0242,文昌里,高雄市新興區文昌里中正二路218號,1,720,新興分局,,,
一般建築,,QJ0433,新生里,高雄市前金區新生里自強一路139巷11號,1,723,新興分局,,,
一般建築,,QJ0204,青山里,高雄市前金區青山里新盛二街83號,1,725,新興分局,,,
一般建築,,QJ0565,復元里,高雄市前金區復元里福音街104之2號,1.2,726,新興分局,,,
一般建築,,QJ0685,民生里,高雄市前金區民生里中華三路103號,1.2.3,727,新興分局,,,
一般建築,,QJ0577,青山里,高雄市前金區青山里自立橫路75號,1,736,新興分局,,,
一般建築,中華世昌大廈,QJ0283,青山里,高雄市前金區青山里中華三路98號,1,737,新興分局,,,
一般建築,MyOcean社區管,QJ0698,新生里,高雄市前金區新生里七賢二路397號,1.2.3,737,新興分局,,,
一般建築,愛琴河社區管,QJ0670,新生里,高雄市前金區新生里七賢二路288號,1.2.3,738,新興分局,,,
辦公室,百隆民生大樓,XX1313,德望里,高雄市新興區德望里民生一路206號,1.2.3.4,738,新興分局,,,
一般建築,國賓家祉華廈,QJ0215,博孝里,高雄市前金區博孝里河東路2號,1,744,新興分局,,,
一般建築,,XX0721,新江里,高雄市新興區新江里八德一路330號,1,745,新興分局,,,
一般建築,京城企業大樓,XX1227,興昌里,高雄市新興區興昌里民族二路97號,1.2,746,新興分局,,,
辦公室,鈞怡大飯店,QJ0626,博孝里,高雄市前金區博孝里河東路10號,1.2.3,750,新興分局,,,
一般建築,航聯保險大樓,QJ0277,文東里,高雄市前金區文東里中山二路533號,1,754,新興分局,,,
辦公室,財團法人喜憨,XX1452,浩然里,高雄市新興區浩然里復興二路286號,1,754,新興分局,,,
一般建築,,XX0833,德政里,高雄市新興區德政里球庭路7之1號,1,754,新興分局,,,
一般建築,大統投資華廈,XX0238,永寧里,高雄市新興區永寧里五福二路146號,1,765,新興分局,,,
一般建築,和盛麗晶大廈,QJ0610,長城里,高雄市前金區長城里中正四路118號,1,770,新興分局,,,
一般建築,,XX1508,浩然里,高雄市新興區浩然里復興二路161號之1,1.2.3,772,新興分局,,,
一般建築,福祿壽大廈管,XX0355,德望里,高雄市新興區德望里復興一路42號,1,772,新興分局,,,
商場,高雄麗緻金典,QJ0554,東金里,高雄市前金區東金里六合二路160號,1.2,778,新興分局,,,
一般建築,玉見大樓,XX1475,振華里,高雄市新興區振華里民享街109號,1.2,785,新興分局,,,
一般建築,得月大樓管理,QJ0663,復元里,高雄市前金區復元里文武二街138號,1.2,786,新興分局,,,
一般建築,協進實業大樓,QJ0606,民生里,高雄市前金區民生里大同二路20號,1.2,792,新興分局,,,
一般建築,,XX0243,文昌里,高雄市新興區文昌里和平一路215之4號,1,793,新興分局,,,
一般建築,,XX1305,德生里,高雄市新興區德生里五福一路106號,1.2,793,新興分局,,,
一般建築,,XX1120,浩然里,高雄市新興區浩然里林森一路10之1號,1,794,新興分局,,,
辦公室,高雄基督徒七賢路禮拜堂,XX1428,黎明里,高雄市新興區黎明里七賢一路467之1號,1,794,新興分局,,,
政府機關,,QJ0458,民生里,高雄市前金區民生里中正四路191號,1,798,新興分局,,,
一般建築,帝國大樓,XX1013,愛平里,高雄市新興區愛平里中正三路156號,1,800,新興分局,,,
一般建築,妙芳鄰管理委,XX1338,開平里,高雄市新興區開平里河南一路19號,1,801,新興分局,,,
一般建築,,XX0527,德望里,高雄市新興區德望里中正三路45號,1.2,805,新興分局,,,
