"unnamed (1)",類別,經緯度,村里別,地址,地下層數位址,可容納人數,轄管分局,備註,placemark_address
135.0,大樓,"25.07537, 121.26405",菓林里,337桃園市大園區菓林里三民路二段595巷22號,3.0,1953,大園分局,,"大樓 ENA05013 菓林里 337桃園市大園區菓林里三民路二段595巷22號 1953 大園分局"
136.0,大樓,"25.07518, 121.26061",菓林里,337桃園市大園區菓林里拔子林一路93巷21號,3.0,1210,大園分局,,"大樓 ENA05014 菓林里 337桃園市大園區菓林里拔子林一路93巷21號 1210 大園分局"
137.0,大樓,"25.07598, 121.25801",三菓里,337桃園市大園區菓林里拔子林二路17巷18-1號,1.0,1417,大園分局,,"大樓 ENA05015 三菓里 337桃園市大園區菓林里拔子林二路17巷18-1號 1417 大園分局"
138.0,大樓,"25.03806, 121.07701",觀音里,328桃園市觀音區觀音里5鄰光明路47號,1.0,327,大園分局,,"大樓 ENA06001 觀音里 328桃園市觀音區觀音里5鄰光明路47號 327 大園分局"
139.0,大樓,"25.02795, 121.08308",觀音里,328桃園市觀音區觀音里7鄰中正路252號,1.0,55,大園分局,,"大樓 ENA06002 觀音里 328桃園市觀音區觀音里7鄰中正路252號 55 大園分局"
140.0,大樓,"24.86704, 121.23632",廣興里,328桃園市觀音區廣興里2鄰廣興一路30巷55號,1.0,92,大園分局,,"大樓 ENA06004 廣興里 328桃園市觀音區廣興里2鄰廣興一路30巷55號 92 大園分局"
141.0,工廠,"25.03526, 121.10515",廣興里,桃園市觀音區廣興里1鄰坑子背1-19號,1.0,71,大園分局,,"工廠 ENA06005 廣興里 桃園市觀音區廣興里1鄰坑子背1-19號 71 大園分局"
142.0,大樓,"25.03655, 121.08209",觀音里,328桃園市觀音區觀音里6鄰仁愛路31號,1.0,710,大園分局,,"大樓 ENA06007 觀音里 328桃園市觀音區觀音里6鄰仁愛路31號 710 大園分局"
143.0,大樓觀音郵局,,觀音里,(機敏單位),1.0,170,大園分局,328桃園市觀音區觀音里11鄰中山路40號,"大樓觀音郵局 ENA06008 觀音里 (機敏單位) 170 大園分局"
144.0,公寓（中華電信）,,觀音里,(機敏單位),1.0,662,大園分局,328桃園市觀音區觀音里11鄰中山路38號,"公寓（中華電信） ENA06009 觀音里 (機敏單位) 662 大園分局"
145.0,大樓,"25.03586, 121.05807",大潭里,328桃園市觀音區大潭里1鄰環科路231號,1.0,208,大園分局,,"大樓 ENA06012 大潭里 328桃園市觀音區大潭里1鄰環科路231號 208 大園分局"
146.0,大樓,"25.03373, 121.09492",廣興里,328桃園市觀音區廣興里8鄰中山路一段320號,1.0,90,大園分局,,"大樓 ENA06014 廣興里 328桃園市觀音區廣興里8鄰中山路一段320號 90 大園分局"
147.0,工廠,"25.03373, 121.09492",廣興里,328桃園市觀音區廣興里8鄰中山路一段320號,1.0,181,大園分局,,"工廠 ENA06015 廣興里 328桃園市觀音區廣興里8鄰中山路一段320號 181 大園分局"
148.0,工廠,"25.01178, 121.13751",廣興里,桃園市觀音區廣興里1鄰保興路一段220號,1.0,82,大園分局,,"工廠 ENA06020 廣興里 桃園市觀音區廣興里1鄰保興路一段220號 82 大園分局"
149.0,工廠,"25.03526, 121.10515",廣興里,桃園市觀音區廣興里1鄰廣興一路205巷36號,1.0,350,大園分局,,"工廠 ENA06021 廣興里 桃園市觀音區廣興里1鄰廣興一路205巷36號 350 大園分局"
150.0,工廠,"25.03135, 121.098",廣興里,328桃園市觀音區廣興里1鄰廣興一路137號,1.0,148,大園分局,,"工廠 ENA06026 廣興里 328桃園市觀音區廣興里1鄰廣興一路137號 148 大園分局"
151.0,工廠,"25.03627, 121.0925",廣興里,桃園市觀音區廣興里溝尾路31之3號,1.0,184,大園分局,,"工廠 ENA06027 廣興里 桃園市觀音區廣興里溝尾路31之3號 184 大園分局"
152.0,大樓,"25.0317, 121.08683",廣興里,328桃園市觀音區廣興里1鄰廣興一路163號,1.0,97,大園分局,,"大樓 ENA06028 廣興里 328桃園市觀音區廣興里1鄰廣興一路163號 97 大園分局"
153.0,工廠,"25.03379, 121.09736",坑尾里,328桃園市觀音區坑尾里濱海路廣興段187號,1.0,127,大園分局,,"工廠 ENA06029 坑尾里 328桃園市觀音區坑尾里濱海路廣興段187號 127 大園分局"
154.0,大樓,"25.03221, 121.08895",廣興里,328桃園市觀音區廣興里8鄰中山路一段280巷96號,1.0,188,大園分局,,"大樓 ENA06030 廣興里 328桃園市觀音區廣興里8鄰中山路一段280巷96號 188 大園分局"
155.0,大樓,"25.03157, 121.08698",廣興里,328桃園市觀音區廣興里2鄰廣興一路100號,1.0,157,大園分局,,"大樓 ENA06031 廣興里 328桃園市觀音區廣興里2鄰廣興一路100號 157 大園分局"
156.0,大樓,"25.03055, 121.08851",廣興里,328桃園市觀音區廣興里2鄰中正路55號,1.0,377,大園分局,,"大樓 ENA06033 廣興里 328桃園市觀音區廣興里2鄰中正路55號 377 大園分局"
157.0,工廠,"25.03114, 121.0872",廣興里,328桃園市觀音區廣興里8鄰中山路一段280巷90號,1.0,459,大園分局,,"工廠 ENA06034 廣興里 328桃園市觀音區廣興里8鄰中山路一段280巷90號 459 大園分局"
158.0,大樓,"25.03008, 121.09492",坑尾里,328桃園市觀音區坑尾里13鄰坑尾二路382巷170號,1.0,2698,大園分局,,"大樓 ENA06035 坑尾里 328桃園市觀音區坑尾里13鄰坑尾二路382巷170號 2698 大園分局"
159.0,大樓,"25.03096, 121.05196",大潭里,桃園市觀音區大潭里9鄰電廠路1號,1.0,468,大園分局,,"大樓 ENA06037 大潭里 桃園市觀音區大潭里9鄰電廠路1號 468 大園分局"
160.0,工廠,"25.03096, 121.05196",大潭里,桃園市觀音區大潭里9鄰電廠路1-3號,1.0,725,大園分局,,"工廠 ENA06038 大潭里 桃園市觀音區大潭里9鄰電廠路1-3號 725 大園分局"
161.0,工廠,"25.03096, 121.05196",大潭里,桃園市觀音區大潭里9鄰電廠路1-5號,1.0,127,大園分局,,"工廠 ENA06039 大潭里 桃園市觀音區大潭里9鄰電廠路1-5號 127 大園分局"
162.0,工廠,"25.03096, 121.05196",大潭里,桃園市觀音區大潭里9鄰電廠路1號,1.0,545,大園分局,,"工廠 ENA06040 大潭里 桃園市觀音區大潭里9鄰電廠路1號 545 大園分局"
163.0,工廠,"25.03096, 121.05196",大潭里,328桃園市觀音區大潭里9鄰電廠路1號,1.0,100,大園分局,,"工廠 ENA06041 大潭里 328桃園市觀音區大潭里9鄰電廠路1號 100 大園分局"
164.0,大樓,"25.03096, 121.05196",大潭里,桃園市觀音區大潭里9鄰電廠路1號,1.0,684,大園分局,,"大樓 ENA06042 大潭里 桃園市觀音區大潭里9鄰電廠路1號 684 大園分局"
165.0,工廠,"25.02493, 121.05778",大潭里,328桃園市觀音區大潭里大潭三路12巷2號,1.0,1933,大園分局,,"工廠 ENA06043 大潭里 328桃園市觀音區大潭里大潭三路12巷2號 1933 大園分局"
166.0,工廠,"25.06393, 121.19727",大潭里,328桃園市觀音區大潭里8鄰電廠路1號,1.0,44,大園分局,,"工廠 ENA06044 大潭里 328桃園市觀音區大潭里8鄰電廠路1號 44 大園分局"
167.0,工廠,"25.02506, 121.05798",大潭里,328桃園市觀音區大潭里1鄰桃科二路288號,1.0,176,大園分局,,"工廠 ENA06045 大潭里 328桃園市觀音區大潭里1鄰桃科二路288號 176 大園分局"
168.0,工廠,"25.03557, 121.05828",大潭里,328桃園市觀音區大潭里環科路218號,1.0,2191,大園分局,,"工廠 ENA06046 大潭里 328桃園市觀音區大潭里環科路218號 2191 大園分局"
169.0,大樓,"25.04588, 121.09117",白玉里,328桃園市觀音區白玉里玉林路一段521號,1.0,173,大園分局,,"大樓 ENA06047 白玉里 328桃園市觀音區白玉里玉林路一段521號 173 大園分局"
170.0,大樓,"25.03674, 121.07534",觀音里,328桃園市觀音區觀音里信義路156巷68號,1.0,390,大園分局,,"大樓 ENA06048 觀音里 328桃園市觀音區觀音里信義路156巷68號 390 大園分局"
171.0,大樓,"25.03204, 121.10015",坑尾里,328桃園市觀音區坑尾里14鄰中山路一段739巷5號,2.0,1044,大園分局,,"大樓 ENA06049 坑尾里 328桃園市觀音區坑尾里14鄰中山路一段739巷5號 1044 大園分局"
172.0,大樓,"25.04985, 121.08848",白玉里,328桃園市觀音區白玉里桃科九路58號,1.0,520,大園分局,,"大樓 ENA06050 白玉里 328桃園市觀音區白玉里桃科九路58號 520 大園分局"
173.0,工廠,"25.03647, 121.05903",大潭里,328桃園市觀音區大潭里環科路259號,1.0,108,大園分局,,"工廠 ENA06051 大潭里 328桃園市觀音區大潭里環科路259號 108 大園分局"
174.0,大樓,"25.03759, 121.06266",大潭里,328桃園市觀音區大潭里1鄰環科路331號,1.0,1933,大園分局,,"大樓 ENA06052 大潭里 328桃園市觀音區大潭里1鄰環科路331號 1933 大園分局"
175.0,大樓,"25.03096, 121.05196",大潭里,桃園市觀音區大潭里電廠路1號,1.0,5075,大園分局,,"大樓 ENA06054 大潭里 桃園市觀音區大潭里電廠路1號 5075 大園分局"
176.0,大樓,"25.03439, 121.0993",廣興里,桃園市觀音區廣興里11鄰大觀路四段115號,1.0,235,大園分局,,"大樓 ENA06055 廣興里 桃園市觀音區廣興里11鄰大觀路四段115號 235 大園分局"
177.0,大樓,"25.050765, 121.091804",白玉里,桃園市觀音區白玉里1鄰桃科十路100號,1.0,6346,大園分局,,"大樓 ENA06056 白玉里 桃園市觀音區白玉里1鄰桃科十路100號 6346 大園分局"
178.0,大樓,"25.02146, 121.11881",金湖里,328桃園市觀音區金湖里中山路一段1568之1號,1.0,1208,大園分局,,"大樓 ENA07001 金湖里 328桃園市觀音區金湖里中山路一段1568之1號 1208 大園分局"
179.0,大樓,"24.99314, 121.13101",富源里,328桃園市觀音區富源里新富路606號,1.0,40,大園分局,,"大樓 ENA07002 富源里 328桃園市觀音區富源里新富路606號 40 大園分局"
180.0,工廠,"25.01474, 121.13277",新坡里,328桃園市觀音區新坡里新生路110號,1.0,52,大園分局,,"工廠 ENA07003 新坡里 328桃園市觀音區新坡里新生路110號 52 大園分局"
181.0,大樓,"25.02146, 121.11881",金湖里,328桃園市觀音區金湖里中山路一段1568之1號,1.0,411,大園分局,,"大樓 ENA07004 金湖里 328桃園市觀音區金湖里中山路一段1568之1號 411 大園分局"
182.0,大樓,"24.97186, 121.14263",富源里,328桃園市觀音區富源里新富路1786號,1.0,240,大園分局,,"大樓 ENA07005 富源里 328桃園市觀音區富源里新富路1786號 240 大園分局"
183.0,工廠,"24.98523, 121.13007",富源里,328桃園市觀音區富源里新富路161號,1.0,133,大園分局,,"工廠 ENA07006 富源里 328桃園市觀音區富源里新富路161號 133 大園分局"
184.0,大樓,"  24.97186,121.14263",富源里,328桃園市觀音區富源里3鄰新富路855號,1.0,758,大園分局,,"大樓 ENA07007 富源里 328桃園市觀音區富源里3鄰新富路855號 758 大園分局"
185.0,大樓,"25.01261, 121.13628",富源里,桃園市觀音區富源里7鄰富源三路66號,1.0,1323,大園分局,,"大樓 ENA07008 富源里 桃園市觀音區富源里7鄰富源三路66號 1323 大園分局"
186.0,工廠,"24.97369, 121.14017",富源里,328桃園市觀音區富源里新富路606號,1.0,45,大園分局,,"工廠 ENA07010 富源里 328桃園市觀音區富源里新富路606號 45 大園分局"
187.0,工廠,"24.97406, 121.15967",上大里,328桃園市觀音區上大里中觀路一段767號,1.0,37,大園分局,,"工廠 ENA07013 上大里 328桃園市觀音區上大里中觀路一段767號 37 大園分局"
188.0,大樓,"24.99513, 121.16246",崙坪里,328桃園市觀音區崙坪里忠愛路123巷9弄2號,1.0,863,大園分局,,"大樓 ENA07014 崙坪里 328桃園市觀音區崙坪里忠愛路123巷9弄2號 863 大園分局"
189.0,工廠,"24.99513, 121.16246",崙坪里,328桃園市觀音區崙坪里忠愛路123巷9弄7號,1.0,768,大園分局,,"工廠 ENA07015 崙坪里 328桃園市觀音區崙坪里忠愛路123巷9弄7號 768 大園分局"
190.0,工廠,"24.99439, 121.16279",崙坪里,328桃園市觀音區崙坪里忠愛路123巷9弄6號,1.0,928,大園分局,,"工廠 ENA07016 崙坪里 328桃園市觀音區崙坪里忠愛路123巷9弄6號 928 大園分局"
191.0,大樓,"24.99467, 121.16234",崙坪里,328桃園市觀音區崙坪里忠愛路123巷10弄2號,1.0,731,大園分局,,"大樓 ENA07017 崙坪里 328桃園市觀音區崙坪里忠愛路123巷10弄2號 731 大園分局"
192.0,大樓,"24.99427, 121.16208",崙坪里,328桃園市觀音區崙坪里忠愛路123巷9弄5號,1.0,822,大園分局,,"大樓 ENA07018 崙坪里 328桃園市觀音區崙坪里忠愛路123巷9弄5號 822 大園分局"
193.0,工廠,"24.99467, 121.16225",崙坪里,328桃園市觀音區崙坪里忠愛路123巷8弄2號,1.0,861,大園分局,,"工廠 ENA07019 崙坪里 328桃園市觀音區崙坪里忠愛路123巷8弄2號 861 大園分局"
194.0,工廠,"24.99439, 121.16219",崙坪里,328桃園市觀音區崙坪里忠愛路123巷8弄18號,1.0,858,大園分局,,"工廠 ENA07020 崙坪里 328桃園市觀音區崙坪里忠愛路123巷8弄18號 858 大園分局"
195.0,工廠,"24.9944, 121.16201",崙坪里,328桃園市觀音區崙坪里忠愛路123巷10弄1號,1.0,901,大園分局,,"工廠 ENA07021 崙坪里 328桃園市觀音區崙坪里忠愛路123巷10弄1號 901 大園分局"
196.0,工廠,"24.99513, 121.16246",崙坪里,328桃園市觀音區崙坪里忠愛路123巷9弄18號,1.0,732,大園分局,,"工廠 ENA07022 崙坪里 328桃園市觀音區崙坪里忠愛路123巷9弄18號 732 大園分局"
197.0,大樓,"24.99404, 121.16215",崙坪里,328桃園市觀音區崙坪里忠愛路123巷8弄28號,1.0,632,大園分局,,"大樓 ENA07023 崙坪里 328桃園市觀音區崙坪里忠愛路123巷8弄28號 632 大園分局"
198.0,工廠,"25.01138, 121.13907",大同里,328桃園市觀音區大同里中山路二段805-1號,1.0,241,大園分局,,"工廠 ENA07025 大同里 328桃園市觀音區大同里中山路二段805-1號 241 大園分局"
199.0,大樓（觀音農會）,,大同里,(機敏單位),1.0,576,大園分局,328桃園市觀音區大同里中山路二段833號,"大樓（觀音農會） ENA07026 大同里 (機敏單位) 576 大園分局"
200.0,工廠,"25.02969, 121.10569",金湖里,328桃園市觀音區金湖里中山路一段968號,1.0,73,大園分局,,"工廠 ENA07027 金湖里 328桃園市觀音區金湖里中山路一段968號 73 大園分局"
201.0,大樓,"25.0228, 121.11718",金湖里,328桃園市觀音區金湖里中山路一段1471號,1.0,48,大園分局,,"大樓 ENA07028 金湖里 328桃園市觀音區金湖里中山路一段1471號 48 大園分局"
202.0,大樓,"25.017, 121.11871",金湖里,328桃園市觀音區金湖里中山路一段1568號,1.0,661,大園分局,,"大樓 ENA07030 金湖里 328桃園市觀音區金湖里中山路一段1568號 661 大園分局"
203.0,大樓,"24.99839, 121.12008",藍埔里,328桃園市觀音區藍埔里新華路一段855巷16號,1.0,988,大園分局,,"大樓 ENA07031 藍埔里 328桃園市觀音區藍埔里新華路一段855巷16號 988 大園分局"
204.0,工廠,"25.0213, 121.11972",金湖里,328桃園市觀音區金湖里中山路一段1579巷20號,1.0,363,大園分局,,"工廠 ENA07032 金湖里 328桃園市觀音區金湖里中山路一段1579巷20號 363 大園分局"
205.0,工廠,"25.02398, 121.11227",金湖里,328桃園市觀音區金湖里2鄰金橋路育仁段905-1號,1.0,56,大園分局,,"工廠 ENA07034 金湖里 328桃園市觀音區金湖里2鄰金橋路育仁段905-1號 56 大園分局"
206.0,工廠（中華電信）,,崙坪里,(機敏單位),1.0,302,大園分局,328桃園市觀音區崙坪里學府路23號,"工廠（中華電信） ENA07036 崙坪里 (機敏單位) 302 大園分局"
207.0,工廠（電信總局）,,崙坪里,(機敏單位),1.0,504,大園分局,328桃園市觀音區崙坪里忠愛路260巷60號,"工廠（電信總局） ENA07037 崙坪里 (機敏單位) 504 大園分局"
208.0,工廠,"25.00587, 121.13038",大堀里,328桃園市觀音區大同里新華路二段225號,1.0,92,大園分局,,"工廠 ENA07039 大堀里 328桃園市觀音區大同里新華路二段225號 92 大園分局"
209.0,大樓,"25.01448, 121.13664",新坡里,328桃園市觀音區新坡里文中路32巷26號,1.0,854,大園分局,,"大樓 ENA07040 新坡里 328桃園市觀音區新坡里文中路32巷26號 854 大園分局"
210.0,工廠,"25.01448, 121.13664",新坡里,328桃園市觀音區新坡里新生路76巷5弄2號,1.0,559,大園分局,,"工廠 ENA07042 新坡里 328桃園市觀音區新坡里新生路76巷5弄2號 559 大園分局"
211.0,工廠郵政總局,,大同里,(機敏單位),1.0,377,大園分局,328桃園市觀音區大同里新華路二段596號,"工廠郵政總局 ENA07043 大同里 (機敏單位) 377 大園分局"
212.0,大樓電信總局,,大同里,(機敏單位),2.0,1161,大園分局,328桃園市觀音區大同里新華路二段586號,"大樓電信總局 ENA07044 大同里 (機敏單位) 1161 大園分局"
213.0,大樓,"24.97573, 121.13736",富源里,328桃園市觀音區富源里富源七路125號,1.0,784,大園分局,,"大樓 ENA07045 富源里 328桃園市觀音區富源里富源七路125號 784 大園分局"
214.0,大樓,"25.02775, 121.10914",金湖里,328桃園市觀音區金湖里中山路一段1119號,1.0,213,大園分局,,"大樓 ENA07046 金湖里 328桃園市觀音區金湖里中山路一段1119號 213 大園分局"
215.0,工廠觀音高中,"25.01545, 121.13592",新坡里,328桃園市觀音區新坡里中山路二段519號,1.0,52,大園分局,,"工廠觀音高中 ENA07047 新坡里 328桃園市觀音區新坡里中山路二段519號 52 大園分局"
216.0,工廠觀音高中,"25.01261, 121.13628",新坡里,328桃園市觀音區新坡里中山路二段519號,1.0,1484,大園分局,,"工廠觀音高中 ENA07048 新坡里 328桃園市觀音區新坡里中山路二段519號 1484 大園分局"
217.0,工廠,"24.97802, 121.16162",上大里,桃園市觀音區上大里中觀路二段185巷36號,1.0,1522,大園分局,,"工廠 ENA07049 上大里 桃園市觀音區上大里中觀路二段185巷36號 1522 大園分局"
218.0,工廠,"25.00939, 121.14218",大同里,桃園市觀音區大同里福新路1225巷11號,1.0,647,大園分局,,"工廠 ENA07050 大同里 桃園市觀音區大同里福新路1225巷11號 647 大園分局"
219.0,大樓,"24.967, 121.14799",富源里,328桃園市觀音區富源里忠富路富源段361號,1.0,350,大園分局,,"大樓 ENA07051 富源里 328桃園市觀音區富源里忠富路富源段361號 350 大園分局"
220.0,大樓,"25.00045, 121.15962",崙坪里,328桃園市觀音區崙坪里忠愛路二段198-196號,1.0,843,大園分局,,"大樓 ENA07052 崙坪里 328桃園市觀音區崙坪里忠愛路二段198-196號 843 大園分局"
221.0,大樓,"25.00045, 121.15962",崙坪里,328桃園市觀音區崙坪里忠愛路二段198-116號,1.0,1406,大園分局,,"大樓 ENA07053 崙坪里 328桃園市觀音區崙坪里忠愛路二段198-116號 1406 大園分局"
222.0,大樓,"25.00585, 121.11966",藍埔里,桃園市觀音區藍埔里石牌路665號,2.0,504,大園分局,
223.0,大樓,"24.97791, 121.15652",上大里,桃園市觀音區上大里福恩路一段118巷51號,1.0,2965,大園分局,,"大樓 ENA07055 上大里 桃園市觀音區上大里福恩路一段118巷51號 2965 大園分局"
224.0,大樓,"25.003789, 121.127306",大堀里,桃園市大堀里4鄰新華路二段110巷127號,1.0,1376,大園分局,,"大樓 ENA07056 大堀里 桃園市大堀里4鄰新華路二段110巷127號 1376 大園分局"
225.0,工廠,"25.04718, 121.14298",草漯里,328桃園市觀音區草漯里大同一路1號,1.0,685,大園分局,,"工廠 ENA08001 草漯里 328桃園市觀音區草漯里大同一路1號 685 大園分局"
226.0,大樓,"25.05764, 121.13031",草漯里,328桃園市觀音區草漯里大同一路6號,1.0,136,大園分局,,"大樓 ENA08002 草漯里 328桃園市觀音區草漯里大同一路6號 136 大園分局"
227.0,工廠,"25.05228, 121.12681",草漯里,328桃園市觀音區草漯里大同ㄧ路8號,1.0,255,大園分局,,"工廠 ENA08003 草漯里 328桃園市觀音區草漯里大同ㄧ路8號 255 大園分局"
228.0,大樓,"25.05119, 121.12685",草漯里,328桃園市觀音區草漯里大同ㄧ路10號,1.0,373,大園分局,,"大樓 ENA08004 草漯里 328桃園市觀音區草漯里大同ㄧ路10號 373 大園分局"
229.0,工廠,"25.05024, 121.12748",草漯里,328桃園市觀音區草漯里大同ㄧ路15號,1.0,100,大園分局,,"工廠 ENA08005 草漯里 328桃園市觀音區草漯里大同ㄧ路15號 100 大園分局"
230.0,工廠,"25.04613, 121.13315",草漯里,328桃園市觀音區草漯里大同一路23之1號,1.0,110,大園分局,,"工廠 ENA08007 草漯里 328桃園市觀音區草漯里大同一路23之1號 110 大園分局"
231.0,大樓,"25.04626, 121.13228",草漯里,328桃園市觀音區草漯里大同一路28號,1.0,412,大園分局,,"大樓 ENA08009 草漯里 328桃園市觀音區草漯里大同一路28號 412 大園分局"
232.0,大樓,"25.0458, 121.13307",草漯里,328桃園市觀音區草漯里榮工北路6號,1.0,36,大園分局,,"大樓 ENA08010 草漯里 328桃園市觀音區草漯里榮工北路6號 36 大園分局"
233.0,工廠,"25.05881, 121.12896",草漯里,328桃園市觀音區草漯里榮工北路10號,1.0,190,大園分局,,"工廠 ENA08011 草漯里 328桃園市觀音區草漯里榮工北路10號 190 大園分局"
234.0,工廠,"25.05783, 121.12969",草漯里,328桃園市觀音區草漯里榮工北路11號,1.0,340,大園分局,,"工廠 ENA08012 草漯里 328桃園市觀音區草漯里榮工北路11號 340 大園分局"
235.0,大樓,"25.05839, 121.12983",草漯里,328桃園市觀音區草漯里榮工北路12號,1.0,475,大園分局,,"大樓 ENA08013 草漯里 328桃園市觀音區草漯里榮工北路12號 475 大園分局"
236.0,大樓,"25.05495, 121.13042",草漯里,328桃園市觀音區草漯里榮工南路2號,1.0,221,大園分局,,"大樓 ENA08014 草漯里 328桃園市觀音區草漯里榮工南路2號 221 大園分局"
237.0,工廠,"25.04639, 121.13548",草漯里,328桃園市觀音區草漯里榮工南路6號,1.0,475,大園分局,,"工廠 ENA08016 草漯里 328桃園市觀音區草漯里榮工南路6號 475 大園分局"
238.0,大樓,"25.04883, 121.13606",草漯里,328桃園市觀音區草漯里榮工南路15號,1.0,191,大園分局,,"大樓 ENA08017 草漯里 328桃園市觀音區草漯里榮工南路15號 191 大園分局"
239.0,工廠,"25.05563, 121.13052",草漯里,328桃園市觀音區草漯里榮工南路17號,1.0,139,大園分局,,"工廠 ENA08018 草漯里 328桃園市觀音區草漯里榮工南路17號 139 大園分局"
240.0,工廠,"25.05387, 121.13019",草漯里,328桃園市觀音區草漯里大同二路1號,1.0,100,大園分局,,"工廠 ENA08019 草漯里 328桃園市觀音區草漯里大同二路1號 100 大園分局"
241.0,工廠,"25.04718, 121.14298",草漯里,328桃園市觀音區草漯里大同二路5號,1.0,438,大園分局,,"工廠 ENA08020 草漯里 328桃園市觀音區草漯里大同二路5號 438 大園分局"
242.0,大樓,"25.04872, 121.13519",草漯里,328桃園市觀音區草漯里大同二路18號,1.0,90,大園分局,,"大樓 ENA08023 草漯里 328桃園市觀音區草漯里大同二路18號 90 大園分局"
243.0,工廠,"25.05512, 121.12434",草漯里,328桃園市觀音區草漯里大同二路19號,1.0,31,大園分局,,"工廠 ENA08024 草漯里 328桃園市觀音區草漯里大同二路19號 31 大園分局"
244.0,大樓,"25.04907, 121.13513",草漯里,328桃園市觀音區草漯里大同二路20號,1.0,646,大園分局,,"大樓 ENA08025 草漯里 328桃園市觀音區草漯里大同二路20號 646 大園分局"
245.0,工廠,"25.05007, 121.13039",草漯里,328桃園市觀音區草漯里大同二路21號,1.0,106,大園分局,,"工廠 ENA08026 草漯里 328桃園市觀音區草漯里大同二路21號 106 大園分局"
246.0,大樓,"25.04954, 121.13554",草漯里,328桃園市觀音區草漯里大同二路24號,1.0,71,大園分局,,"大樓 ENA08027 草漯里 328桃園市觀音區草漯里大同二路24號 71 大園分局"
247.0,工廠,"25.04746, 121.13338",草漯里,328桃園市觀音區草漯里大同二路36號,1.0,121,大園分局,,"工廠 ENA08028 草漯里 328桃園市觀音區草漯里大同二路36號 121 大園分局"
248.0,大樓,"25.04753, 121.13546",草漯里,328桃園市觀音區草漯里大同二路39號,1.0,44,大園分局,,"大樓 ENA08029 草漯里 328桃園市觀音區草漯里大同二路39號 44 大園分局"
249.0,工廠,"25.05889, 121.13647",草漯里,328桃園市觀音區草漯里忠孝路546號,1.0,211,大園分局,,"工廠 ENA08030 草漯里 328桃園市觀音區草漯里忠孝路546號 211 大園分局"
250.0,大樓,"25.04718, 121.14298",草漯里,328桃園市觀音區草漯里大觀路二段189號,1.0,3465,大園分局,,"大樓 ENA08032 草漯里 328桃園市觀音區草漯里大觀路二段189號 3465 大園分局"
251.0,大樓,"25.05546, 121.13598",草漯里,328桃園市觀音區草漯里13鄰成功路一段408號,1.0,115,大園分局,,"大樓 ENA08033 草漯里 328桃園市觀音區草漯里13鄰成功路一段408號 115 大園分局"
252.0,工廠,"25.05075, 121.12821",草漯里,328桃園市觀音區草漯里源遠街7號,1.0,181,大園分局,,"工廠 ENA08035 草漯里 328桃園市觀音區草漯里源遠街7號 181 大園分局"
253.0,工廠,"25.05542, 121.13162",草漯里,328桃園市觀音區草漯里源遠街8號,1.0,754,大園分局,,"工廠 ENA08036 草漯里 328桃園市觀音區草漯里源遠街8號 754 大園分局"
254.0,工廠,"25.04987, 121.12878",草漯里,328桃園市觀音區草漯里源遠街12號,1.0,195,大園分局,,"工廠 ENA08037 草漯里 328桃園市觀音區草漯里源遠街12號 195 大園分局"
255.0,大樓,"25.06491, 121.12908",樹林里,328桃園市觀音區樹林里工業一路1號,1.0,147,大園分局,,"大樓 ENA08038 樹林里 328桃園市觀音區樹林里工業一路1號 147 大園分局"
256.0,大樓,"25.06588, 121.12812",樹林里,328桃園市觀音區樹林里工業一路5號,1.0,250,大園分局,,"大樓 ENA08039 樹林里 328桃園市觀音區樹林里工業一路5號 250 大園分局"
257.0,大樓,"25.06198, 121.12837",樹林里,328桃園市觀音區樹林里工業一路12號,1.0,577,大園分局,,"大樓 ENA08040 樹林里 328桃園市觀音區樹林里工業一路12號 577 大園分局"
258.0,工廠,"25.06839, 121.12765",樹林里,328桃園市觀音區樹林里工業一路16號,1.0,40,大園分局,,"工廠 ENA08041 樹林里 328桃園市觀音區樹林里工業一路16號 40 大園分局"
259.0,工廠,"25.06576, 121.12627",樹林里,328桃園市觀音區樹林里工業二路12號,1.0,32,大園分局,,"工廠 ENA08045 樹林里 328桃園市觀音區樹林里工業二路12號 32 大園分局"
260.0,工廠,"25.06697, 121.1259",樹林里,328桃園市觀音區樹林里工業二路18號,1.0,169,大園分局,,"工廠 ENA08048 樹林里 328桃園市觀音區樹林里工業二路18號 169 大園分局"
261.0,工廠,"25.06713, 121.12478",樹林里,328桃園市觀音區樹林里工業二路22號,1.0,119,大園分局,,"工廠 ENA08049 樹林里 328桃園市觀音區樹林里工業二路22號 119 大園分局"
262.0,大樓,"25.06674, 121.12371",樹林里,328桃園市觀音區樹林里工業二路23號,1.0,76,大園分局,,"大樓 ENA08050 樹林里 328桃園市觀音區樹林里工業二路23號 76 大園分局"
263.0,大樓,"25.06706, 121.12335",樹林里,328桃園市觀音區樹林里工業二路25號,1.0,175,大園分局,,"大樓 ENA08051 樹林里 328桃園市觀音區樹林里工業二路25號 175 大園分局"
264.0,大樓,"25.06198, 121.12837",樹林里,328桃園市觀音區樹林里工業二路28號,1.0,224,大園分局,,"大樓 ENA08052 樹林里 328桃園市觀音區樹林里工業二路28號 224 大園分局"
265.0,工廠,"25.05764, 121.12566",樹林里,328桃園市觀音區樹林里工業三路1號,1.0,117,大園分局,,"工廠 ENA08053 樹林里 328桃園市觀音區樹林里工業三路1號 117 大園分局"
