類別,電腦編號,編號,村里別,地址,緯經度,地下樓層數,可容納人數,備註
大樓,WXA01423,14511.0,中華里,臺北市松山區敦化北路155巷9號,"25.054216,121.550415",3,"629 ",
大樓,WXA01817,14512.0,中華里,臺北市松山區敦化北路165巷21號,"25.054879,121.551435",1,"2630 ",
大樓,WXA01914,14513.0,中華里,臺北市松山區敦化北路129號,"25.052323,121.549406",5,"7941 ",
大樓,WXA01921,14514.0,中華里,臺北市松山區敦化北路145巷23弄3號,"25.053201,121.550363",1,"641 ",
民生國小,WXA00512,14723.0,中華里,臺北市松山區民生東路四段56巷5弄2號,"25.057407,121.551706",1,"1330 ",
大樓,WXA00475,14457.0,介壽里,臺北市松山區民生東路五段120號,"25.058571,121.561068",1,"2004 ",
大樓,WXA00565,14458.0,介壽里,臺北市松山區民生東路五段36巷4弄2號,"25.057749,121.559179",1,"3044 ",
大樓,WXA00567,14459.0,介壽里,臺北市松山區民生東路五段36巷8弄1號,"25.05731,121.559208",1,"1521 ",
大樓,WXA01482,14460.0,介壽里,"臺北市松山區新中街7號之1 ","25.057427,121.560496",1,"4220 ",
大樓,WXA00747,14461.0,介壽里,臺北市松山區光復北路167號,"25.057383,121.555554",1,"1069 ",
公寓,WXA00912,14462.0,介壽里,臺北市松山區延壽街389號,"25.056504,121.557586",1,"1101 ",
民生立體停車場,WXA00468,14716.0,介壽里,臺北市松山區民生東路五段84號,"25.058425,121.559479",1,"2137 ",
臺北市政府警察局,WXA00906,14717.0,介壽里,臺北市松山區延壽街339號,"25.056677,121.559642",1,"1097 ",
介壽國中,WXA00913,14718.0,介壽里,臺北市松山區延壽街401號,"25.056405,121.556529",1,"758 ",
大樓,WXA00425,14069.0,民有里,臺北市松山區民生東路三段101號,"25.057987,121.544448",1,"124 ",
大樓,WXA00426,14070.0,民有里,臺北市松山區民生東路三段103-105號,"25.057984,121.544661",1,"860 ",
公寓,WXA00432,14071.0,民有里,臺北市松山區民生東路三段109號,"25.058077,121.54518",3,"2096 ",
公寓,WXA00719,14072.0,民有里,臺北市松山區民權東路三段104號,"25.061883,121.544839",1,"130 ",
公寓,WXA00698,14073.0,民有里,臺北市松山區民權東路三段106巷12號,"25.061076,121.544764",1,"601 ",
公寓,WXA00700,14074.0,民有里,臺北市松山區民權東路三段106巷36號,"25.059602,121.544754",1,"290 ",
公寓,WXA00783,14075.0,民有里,臺北市松山區復興北路315號,"25.059114,121.544416",1,"520 ",
公寓,WXA01311,14076.0,民有里,臺北市松山區復興北路305號,"25.05842,121.54441",1,"40 ",
" 大樓",WXA01312,14077.0,民有里,臺北市松山區復興北路307號,"25.058584,121.544404",1,"189 ",
大樓,WXA01313,14078.0,民有里,臺北市松山區復興北路309號,"25.058657,121.5444",1,"593 ",
公寓,WXA01315,14079.0,民有里,臺北市松山區復興北路331號,"25.059683,121.544417",1,"550 ",
公寓,WXA01316,14080.0,民有里,臺北市松山區復興北路333號,"25.059805,121.544421",1,"790 ",
公寓,WXA01317,14081.0,民有里,臺北市松山區復興北路337號,"25.060217,121.544512",2,"1240 ",
公寓,WXA01318,14082.0,民有里,臺北市松山區復興北路363號,"25.06088,121.544449",3,"2366 ",
公寓,WXA01319,14083.0,民有里,臺北市松山區復興北路365號,"25.061011,121.544447",1,"308 ",
公寓,WXA01320,14084.0,民有里,臺北市松山區復興北路367號,"25.061693,121.544495",1,"754 ",
公寓,WXA01348,14085.0,民有里,臺北市松山區復興北路313巷5號,"25.059076,121.54499",1,"1460 ",
公寓,WXA01349,14086.0,民有里,臺北市松山區復興北路313巷6號,"25.058872,121.544972",1,"4161 ",
公寓,WXA01893,14087.0,民有里,臺北市松山區民生東路三段101號,"25.057987,121.544448",1,"480 ",
公寓,WXA00699,14088.0,民有里,"臺北市松山區民權東路三段106巷17號 ","25.05975,121.544988",1,"1125 ",
公寓,WXA01705,14089.0,民有里,臺北市松山區民權東路三段106巷15弄14號,"25.059847,121.545745",1,"761 ",
公寓,WXA00706,14090.0,民有里,"臺北市松山區民權東路三段106巷15弄6號 ","25.059846,121.545311",1,"2261 ",
公寓,WXA00707,14091.0,民有里,"臺北市松山區民權東路三段106巷15弄9號 ","25.060067,121.545398",1,"308 ",
公寓,WXA00708,14092.0,民有里,臺北市松山區民權東路三段106巷21弄10號,"25.059388,121.545398",1,"200 ",
公寓,WXA00709,14093.0,民有里,臺北市松山區民權東路三段106巷21弄2號,"25.059398,121.545015",1,"484 ",
公寓,WXA00710,14094.0,民有里,臺北市松山區民權東路三段106巷21弄6號,"25.059394,121.545244",1,"277 ",
公寓,WXA01342,14095.0,民有里,臺北市松山區復興北路313巷21號,"25.059066,121.545886",1,"49 ",
公寓,WXA00704,14096.0,民有里,臺北市松山區民權東路三段106巷15弄1號,"25.060071,121.545075",1,"5156 ",
公寓,WXA01446,14097.0,民有里,臺北市松山區敦化北路222巷52號,"25.060084,121.546931",1,"2596 ",
公寓,WXA00433,14098.0,民有里,臺北市松山區民生東路三段115號,"25.058129,121.546361",1,"217 ",
公寓,WXA00434,14099.0,民有里,臺北市松山區民生東路三段117號,"25.058064,121.546431",1,"88 ",
公寓,WXA00435,14100.0,民有里,臺北市松山區民生東路三段119號,"25.05796,121.546919",1,"382 ",
公寓,WXA00436,14101.0,民有里,臺北市松山區民生東路三段115號,"25.058129,121.546361",1、2,"2072 ",
公寓,WXA00438,14102.0,民有里,臺北市松山區民生東路三段123號,"25.05798,121.547122",1,"213 ",
公寓,WXA00439,14103.0,民有里,臺北市松山區民生東路三段129號,"25.058012,121.547734",2、3,"1912 ",
大樓,WXA00441,14104.0,民有里,臺北市松山區民生東路三段133號,"25.057952,121.548239",1、3,"129 ",
大樓,WXA00443,14105.0,民有里,臺北市松山區民生東路三段135號,"25.05796,121.548428",1,"577 ",
大樓,WXA00492,14106.0,民有里,臺北市松山區民生東路三段113巷11號,"25.058786,121.546256",1,"418 ",
大樓,WXA00493,14107.0,民有里,臺北市松山區民生東路三段113巷23號,"25.059362,121.546242",1,"1348 ",
大樓,WXA00494,14108.0,民有里,臺北市松山區民生東路三段113巷9號,"25.05857,121.546285",1,"197 ",
大樓,WXA00495,14109.0,民有里,臺北市松山區民生東路三段113巷25弄53號,"25.05866,121.547942",1,"573 ",
大樓,WXA00496,14110.0,民有里,臺北市松山區民生東路三段113巷7弄1號,"25.058568,121.546387",1,"428 ",
大樓,WXA00497,14111.0,民有里,臺北市松山區民生東路三段113巷7弄11號,"25.058561,121.546919",1,"196 ",
大樓,WXA00498,14112.0,民有里,臺北市松山區民生東路三段113巷7弄15號,"25.058565,121.547023",1,"198 ",
公寓,WXA00499,14113.0,民有里,臺北市松山區民生東路三段113巷7弄17號,"25.058562,121.547123",1,"182 ",
公寓,WXA00500,14114.0,民有里,臺北市松山區民生東路三段113巷7弄2號,"25.058567,121.546696",1,"33 ",
公寓,WXA00501,14115.0,民有里,臺北市松山區民生東路三段113巷7弄2號之1,"25.058567,121.546696",1,"65 ",
公寓,WXA00502,14116.0,民有里,臺北市松山區民生東路三段113巷7弄5號,"25.058568,121.546614",1,"48 ",
公寓,WXA00503,14117.0,民有里,臺北市松山區民生東路三段113巷7弄7號,"25.058567,121.546696",1,"322 ",
公寓,WXA00504,14118.0,民有里,臺北市松山區民生東路三段113巷7弄8號,"25.058354,121.546796",1,"266 ",
公寓,WXA00505,14119.0,民有里,臺北市松山區民生東路三段127巷6號,"25.058544,121.547408",1,"1077 ",
公寓,WXA01343,14120.0,民有里,臺北市松山區復興北路313巷25號,"25.059059,121.546266",1,"693 ",
公寓,WXA01344,14121.0,民有里,臺北市松山區復興北路313巷31號,"25.059056,121.546544",1,"30 ",
大樓,WXA01345,14122.0,民有里,臺北市松山區復興北路313巷32號,"25.058845,121.546504",1,"410 ",
大樓,WXA01346,14123.0,民有里,臺北市松山區復興北路313巷36號,"25.058841,121.546694",1,"230 ",
大樓,WXA01347,14124.0,民有里,臺北市松山區復興北路313巷37號,"25.059062,121.546643",1,"1573 ",
大樓,WXA01385,14125.0,民有里,臺北市松山區化北路214號,"25.058171,121.548676",2,"865 ",
大樓,WXA01386,14126.0,民有里,臺北市松山區化北路216號,"25.058496,121.548816",1,"326 ",
大樓,WXA01387,14127.0,民有里,臺北市松山區敦化北路218號,"25.058456,121.54883",1,"216 ",
大樓,WXA01441,14128.0,民有里,臺北市松山區敦化北路222巷2號,"25.058703,121.548706",1,"222 ",
大樓,WXA01447,14129.0,民有里,臺北市松山區化北路222巷6號,"25.05887,121.5485498",1,"97 ",
公寓,WXA01833,14130.0,民有里,臺北市松山區復興北路313巷40號,"25.058838,121.546874",1,"516 ",
公寓,WXA01437,14131.0,民有里,"臺北市松山區敦化北路222巷1號 ","25.059086,121.548508",1,"322 ",
公寓,WXA01438,14132.0,民有里,臺北市松山區敦化北路222巷11號,"25.059241,121.548308",1,"842 ",
公寓,WXA01439,14133.0,民有里,臺北市松山區化北路222巷12號,"25.059237,121.54818",1,"2338 ",
公寓,WXA01440,14134.0,民有里,臺北市松山區敦化北路222巷19號,"25.0595,121.548168",1,"1029 ",
公寓,WXA01442,14135.0,民有里,臺北市松山區敦化北路222巷20號,"25.059446,121.547743",1,"2432 ",
公寓,WXA01443,14136.0,民有里,臺北市松山區敦化北路222巷27號,"25.059833,121.547704",1,"454 ",
公寓,WXA01444,14137.0,民有里,臺北市松山區敦化北路222巷31號,"25.059896,121.547466",1,"361 ",
公寓,WXA01445,14138.0,民有里,臺北市松山區敦化北路222巷32號,"25.059754,121.547344",1,"2432 ",
公寓,WXA01448,14139.0,民有里,臺北市松山區化北路222巷7號,"25.059209,121.548467",1,"280 ",
公寓,WXA01449,14140.0,民有里,臺北市松山區化北路222巷8號,"25.059035,121.548372",1,"554 ",
公寓,"        WXA01457",14141.0,民有里,臺北市松山區民權東路三段160巷19弄1號,"25.060372,121.547848",1,"2525 ",
公寓,"        WXA00735",14142.0,民有里,臺北市松山區民權東路三段160巷19弄2號,"25.060358,121.547522",1,"2753 ",
公寓," WXA01389",14143.0,民有里,臺北市松山區敦化北路228號,"25.0589,121.548722",1,"424 ",
公寓,WXA01390,14144.0,民有里,臺北市松山區敦化北路230號,"25.058993,121.549019",1,"308 ",
公寓,WXA01391,14145.0,民有里,臺北市松山區敦化北路236號,"25.059692,121.54946",2,"1050 ",
公寓,WXA01392,14146.0,民有里,臺北市松山區敦化北路242號,"25.060075,121.549488",1,"768 ",
公寓,WXA01450,14147.0,民有里,臺北市松山區敦化北路238巷12號,"25.060226,121.548579",1,"364 ",
公寓,WXA01451,14148.0,民有里,臺北市松山區敦化北路238巷16號,"25.060334,121.548445",1,"296 ",
公寓,WXA01452,14149.0,民有里,臺北市松山區敦化北路238巷20號,"25.060442,121.548308",1,"302 ",
公寓,WXA01453,14150.0,民有里,臺北市松山區敦化北路238巷24號,"25.060525,121.548203",1,"302 ",
公寓,WXA01454,14151.0,民有里,臺北市松山區敦化北路238巷25號,"25.060669,121.548286",1,"653 ",
公寓,WXA01455,14152.0,民有里,臺北市松山區敦化北路238巷28號,"25.060614,121.548087",1,"154 ",
公寓,WXA01456,14153.0,民有里,臺北市松山區敦化北路238巷32號,"25.06069,121.547993",1,"520 ",
公寓,WXA01458,14154.0,民有里,臺北市松山區敦化北路238巷7號,"25.060357,121.548725",1,"309 ",
公寓,WXA01458,14155.0,民有里,臺北市松山區敦化北路238巷8號,"25.060127,121.548705",1,"344 ",
公寓,WXA01459,14156.0,民有里,臺北市松山區敦化北路238巷6弄5號,"25.059708,121.548621",1,"85 ",
公寓,WXA01470,14157.0,民有里,臺北市松山區敦化北路244巷8號,"25.060579,121.549277",1,"84 ",
公寓,WXA00663,14158.0,民有里,臺北市松山區民權東路三段162號,"25.061765,121.548077",1、2,"488 ",
公寓,WXA00665,14159.0,民有里,臺北市松山區民權東路三段170號,"25.061615,121.548937",1,"973 ",
公寓,WXA00719,14160.0,民有里,臺北市松山區民權東路三段106巷3弄32號,"25.061312,121.548066",1,"226 ",
公寓,WXA00720,14161.0,民有里,臺北市松山區民權東路三段106巷3弄34號,"25.061294,121.548142",1,"166 ",
公寓,WXA00721,14162.0,民有里,臺北市松山區民權東路三段106巷3弄36號,"25.06123,121.548291",1,"1065 ",
公寓,WXA00722,14163.0,民有里,臺北市松山區民權東路三段106巷3弄48號,"25.061584,121.545143",1,"384 ",
公寓,WXA00724,14164.0,民有里,臺北市松山區民權東路三段106巷3弄57號,"25.061357,121.548709",1,"585 ",
公寓,WXA00725,14165.0,民有里,臺北市松山區民權東路三段106巷3弄65號,"25.061302,121.549085",1,"272 ",
公寓,WXA00733,14166.0,民有里,臺北市松山區民權東路三段160巷7號,"25.061043,121.548001",1,"68 ",
公寓,WXA00736,14167.0,民有里,臺北市松山區民權東路三段184巷1號,"25.061346,121.549847",1,"690 ",
公寓,WXA01217,14168.0,民有里,臺北市松山區民權東路三段160巷1號,"25.061588,121.548046",1,"625 ",
公寓,WXA01395,14169.0,民有里,臺北市松山區敦化北路260號,"25.060948,121.550044",2,"1262 ",
公寓,WXA01460,14170.0,民有里,臺北市松山區敦化北路244巷12號,"25.060601,121.549077",1,"28 ",
公寓,WXA01461,14171.0,民有里,臺北市松山區敦化北路244巷16號,"25.060642,121.548917",1,"332 ",
公寓,WXA01462,14172.0,民有里,臺北市松山區敦化北路244巷21號,"25.060921,121.548464",1,"165 ",
公寓,WXA01463,14173.0,民有里,臺北市松山區敦化北路244巷27號,"25.060981,121.548185",1,"284 ",
公寓,WXA01464,14174.0,民有里,臺北市松山區敦化北路244巷28號,"25.060759,121.548455",1,"48 ",
公寓,WXA01471,14175.0,民有里,臺北市松山區敦化北路244巷9號,"25.060815,121.548961",1,"854 ",
公寓,WXA01778,14176.0,民有里,臺北市松山區民權東路三段178號,"25.061461,121.549549",2,"1054 ",
公寓,WXA01471,14177.0,民有里,臺北市松山區敦化北路244巷5號,"25.060907,121.549398",3,"3066 ",
公寓,WXA01897,14178.0,民有里,台北市松山區敦化北路256號,"25.060635,121.549903",3,"612 ",
公寓,WXA00657,14179.0,民有里,臺北市松山區民權東路三段124號,"25.061836,121.545739",1,"737 ",
公寓,WXA00658,14180.0,民有里,臺北市松山區民權東路三段134號,"25.061838,121.546319",1,"258 ",
公寓,WXA00659,14181.0,民有里,臺北市松山區民權東路三段136號,"25.061869,121.546401",1,"948 ",
公寓,WXA00712,14182.0,民有里,臺北市松山區民權東路三段106巷3弄12號,"25.061337,121.547023",1,"726 ",
公寓,WXA00723,14183.0,民有里,臺北市松山區民權東路三段106巷3弄51號,"25.06152,121.547274",1,"94 ",
公寓,WXA00660,14184.0,民有里,臺北市松山區民權東路三段142號,"25.061723,121.546856",1,"1788 ",
公寓,WXA00662,14185.0,民有里,臺北市松山區民權東路三段160巷2號,"25.061689,121.547687",1,"1182 ",
公寓,WXA00697,14186.0,民有里,臺北市松山區民權東路三段106巷1號,"25.061767,121.544985",1,"1104 ",
公寓,WXA00711,14187.0,民有里,臺北市松山區民權東路三段106巷3弄1號,"25.061584,121.545047",1,"852 ",
公寓,WXA00713,14188.0,民有里,臺北市松山區民權東路三段106巷3弄13號,"25.061564,121.545553",1,"100 ",
公寓,WXA00714,14189.0,民有里,臺北市松山區民權東路三段106巷3弄19號,"25.061563,121.545728",1,"214 ",
公寓,WXA00715,14190.0,民有里,臺北市松山區民權東路三段106巷3弄21號,"25.06156,121.545803",1,"60 ",
公寓,WXA00716,14191.0,民有里,臺北市松山區民權東路三段106巷3弄23號,"25.061572,121.545959",1,"308 ",
公寓,WXA00717,14192.0,民有里,臺北市松山區民權東路三段106巷3弄27號,"25.061554,121.546203",1,"102 ",
公寓,WXA00718,14193.0,民有里,臺北市松山區民權東路三段106巷3弄29號,"25.061551,121.546243",1,"176 ",
公寓,WXA01465,14194.0,民有里,臺北市松山區敦化北路244巷31號,"25.061015,121.547827",1,"1969 ",
公寓,WXA01466,14195.0,民有里,臺北市松山區敦化北路244巷41號之1,"25.061033,121.547312",1,"70 ",
公寓,WXA01467,14196.0,民有里,臺北市松山區敦化北路244巷43號,"25.061038,121.547227",1,"265 ",
公寓,WXA01468,14197.0,民有里,臺北市松山區敦化北路244巷47號,"25.061043,121.547141",1,"289 ",
公寓,WXA01469,14198.0,民有里,臺北市松山區敦化北路244巷53號,"25.061049,121.546823",1,"1052 ",
台北市塯公農田水利會,WXA00702,14707.0,民有里,臺北市松山區民權東路三段107巷6號,"25.062297,121.545098",1、2,"1078 ",
民有市場,WXA00726,14708.0,民有里,臺北市松山區民權東路三段140巷15號,"25.0605,121.546741",1、4,"3158 ",
台北市立中山國中,WXA01353,14709.0,民有里,臺北市松山區復興北路361巷7號,"25.06054,121.545533",1,"1902 ",
交通部運輸研究所,WXA01392,14710.0,民有里,臺北市松山區敦化北路240號,"25.060075,121.549488",2、3,"1329 ",
公寓,WXA01468,14199.0,民福里,臺北市松山區五常街267號,"25.064395,121.544721",1,"57 ",
公寓,WXA01321,14200.0,民福里,臺北市松山區復興北路369號,"25.062448,121.544773",2,"1542 ",
公寓,WXA01322,14201.0,民福里,臺北市松山區復興北路415號,"25.063029,121.544624",1,"797 ",
公寓,WXA01323,14202.0,民福里,臺北市松山區復興北路431號,"25.063497,121.544425",1,"293 ",
公寓,WXA01325,14203.0,民福里,臺北市松山區復興北路443號,"25.063808,121.544433",1,"308 ",
公寓,WXA01820,14204.0,民福里,臺北市松山區復興北路469號,"25.064565,121.544473",1,"18 ",
公寓,WXA01822,14205.0,民福里,臺北市松山區復興北路473號,"25.06465,121.544473",1,"64 ",
公寓,WXA01820,14206.0,民福里,臺北市松山區復興北路489號,"25.065071,121.544475",1,"736 ",
公寓,"WXA01328 ",14207.0,民福里,臺北市松山區復興北路509號,"25.065684,121.544479",1,"49 ",
公寓,WXA00378,14208.0,民福里,臺北市松山區五常街370號,"25.06424,121.545272",1,"94 ",
公寓,WXA00683,14209.0,民福里,臺北市松山區民權東路三段103巷31號,"25.063948,121.545257",1,"198 ",
公寓,WXA00684,14210.0,民福里,臺北市松山區民權東路三段103巷33號,"25.063953,121.545165",1,"61 ",
公寓,WXA00696,14211.0,民福里,臺北市松山區民權東路三段103巷5弄1號,"25.062898,121.545103",1,"1833 ",
公寓,WXA00738,14212.0,民福里,臺北市松山區民權東路三段103巷25弄2號,"25.063662,121.545471",1,"1590 ",
公寓,WXA00739,14213.0,民福里,臺北市松山區民權東路三段103巷5弄81號,"25.062887,121.546969",1,"244 ",
公寓,WXA01354,14214.0,民福里,臺北市松山區復興北路427巷14號,"25.063275,121.545276",1,"1233 ",
公寓,WXA01355,14215.0,民福里,臺北市松山區復興北路427巷30號,"25.06323,121.546422",1,"1205 ",
公寓,WXA01835,14216.0,民福里,臺北市松山區復興北路427巷25號,"25.063413,121.546383",1,"384 ",
公寓,WXA00682,14217.0,民福里,臺北市松山區民權東路三段103巷3號,"25.062562,121.54512",1,"2865 ",
公寓,WXA00610,14218.0,民福里,臺北市松山區民族東路630號,"25.065731,121.545182",1,"146 ",
公寓,WXA00611,14219.0,民福里,臺北市松山區民族東路650號,"25.065176,121.545882",1,"820 ",
公寓,WXA00612,14220.0,民福里,臺北市松山區民族東路665號,"25.064226,121.547345",1,"3458 ",
公寓,WXA00615,14221.0,民福里,臺北市松山區民族東路680號,"25.064416,121.546859",1,"810 ",
公寓,WXA00616,14222.0,民福里,臺北市松山區民族東路712號之1,"25.063794,121.547605",1,"180 ",
公寓,WXA00614,14223.0,民福里,臺北市松山區民族東路693號,"25.063299,121.54852",1,"1784 ",
公寓,WXA00617,14224.0,民福里,臺北市松山區民族東路733號之1,"25.062923,121.54901",1,"1958 ",
公寓,WXA00618,14225.0,民福里,臺北市松山區民族東路750號,"25.062505,121.549234",1,"49 ",
公寓,WXA00620,14226.0,民福里,臺北市松山區民族東路753號,"25.062453,121.549595",1,"1538 ",
公寓,WXA00622,14227.0,民福里,臺北市松山區民權東路三段177號,"25.061551,121.549049",1,"457 ",
公寓,WXA00623,14228.0,民福里,臺北市松山區民權東路三段191巷10號,"25.062556,121.54832",1,"36 ",
公寓,WXA00729,14229.0,民福里,臺北市松山區民權東路三段191巷6號,"25.062421,121.548319",1,"314 ",
公寓,WXA01905,14230.0,民福里,臺北市松山區民權東路三段191巷12號,"25.062622,121.548074",1,"92 ",
公寓,WXA00730,14231.0,民福里,臺北市松山區民權東路三段191巷43弄2號,"25.064052,121.546771",1,"124 ",
公寓,WXA00733,14232.0,民福里,臺北市松山區民權東路三段191巷7弄7號,"25.062684,121.548886",1,"62 ",
公寓,WXA00737,14233.0,民福里,臺北市松山區民權東路三段189號,"25.062135,121.548596",2,"500 ",
公寓,WXA01787,14234.0,民福里,臺北市松山區民權東路三段179-181號,"25.06219,121.548168",1,"816 ",
大樓,WXA00083,13725.0,吉仁里," 臺北市松山區八德路三段116號","25.048054,121.553963",1,"422 ",
大樓,WXA00099,13726.0,吉仁里," 臺北市松山區八德路三段106巷1號","25.047663,121.553731",2,"806 ",
大樓," WXA00178",13727.0,吉仁里," 臺北市松山區八德路三段74巷11號","25.047305,121.552578",1,"81 ",
大樓,WXA00179,13728.0,吉仁里," 臺北市松山區八德路三段74巷15號","25.04717,121.552591",1,"140 ",
大樓," WXA00180",13729.0,吉仁里," 臺北市松山區八德路三段74巷21號","25.047051,121.552588",1,"113 ",
大樓,WXA00181,13730.0,吉仁里," 臺北市松山區八德路三段74巷47號","25.04605,121.552548",1,"34 ",
大樓," WXA00188",13731.0,吉仁里," 臺北市松山區八德路三段74巷35弄1號","25.04671,121.552673",1,"172 ",
大樓," WXA00189",13732.0,吉仁里," 臺北市松山區八德路三段74巷35弄3號","25.046714,121.552832",1,"224 ",
大樓,WXA00675,13733.0,吉仁里," 臺北市松山區延吉街9巷12號之1","25.047086,121.553928",1,"234 ",
大樓," WXA00676",13734.0,吉仁里," 臺北市松山區延吉街9號之3","25.046837,121.553569",1,"33 ",
大樓," WXA00874",13735.0,吉仁里," 臺北市松山區延吉街20號","25.046813,121.553415",1,"61 ",
大樓,WXA00887,13736.0,吉仁里," 臺北市松山區延吉街7號之1","25.047464,121.553494",1,"762 ",
大樓,WXA00888,13737.0,吉仁里," 臺北市松山區延吉街8號之3","25.047308,121.553368",1,"854 ",
大樓," WXA00890",13738.0,吉仁里," 臺北市松山區鄰延吉街10巷3號","25.047227,121.553169",1,"1229 ",
大樓," WXA00891",13739.0,吉仁里," 臺北市松山區延吉街22巷7號","25.046582,121.553039",1,"197 ",
大樓,WXA00893,13740.0,吉仁里," 臺北市松山區延吉街30巷10號","25.046265,121.55295",1,"188 ",
大樓,WXA00894,13741.0,吉仁里," 臺北市松山區延吉街30巷12號","25.046268,121.552859",1,"110 ",
大樓,WXA00895,13742.0,吉仁里," 臺北市松山區延吉街30巷2號","25.046264,121.553149",1,"364 ",
大樓,WXA00623,13743.0,吉仁里," 臺北市松山區八德路三段74巷91-95號","25.04491,121.552533",1,"144 ",
大樓,WXA00624,13744.0,吉仁里," 臺北市松山延吉街37號","25.045783,121.553737",1,"64 ",
大樓,WXA00625,13745.0,吉仁里," 臺北市松山區延吉街39號","25.045567,121.553743",1,"192 ",
大樓,WXA00626,13746.0,吉仁里," 臺北市松山區延吉街47號","25.045293,121.553763",1,"68 ",
大樓," WXA00627",13747.0,吉仁里," 臺北市松山區延吉街55號","25.044985,121.553816",1,"62 ",
大樓,WXA00628,13748.0,吉仁里," 臺北市松山區延吉街59號","25.044858,121.553833",1,"36 ",
大樓," WXA00629",13749.0,吉仁里," 臺北市松山區延吉街67.69號","25.044734,121.553848",1,"200 ",
大樓,WXA00853,13750.0,吉仁里," 臺北市松山區延吉街50號","25.044658,121.553693",1,"208 ",
大樓,WXA00882,13751.0,吉仁里," 臺北市松山區延吉街51號","25.045148,121.553796",1,"40 ",
大樓,WXA00885,13752.0,吉仁里," 臺北市松山區延吉街61號","25.044778,121.553843",1,"112 ",
大樓," WXA00899",13753.0,吉仁里," 臺北市松山區延吉街48巷9號","25.044843,121.553254",1,"1985 ",
大樓,WXA01851,13754.0,吉仁里," 臺北市松山區延吉街53號","25.045075,121.553796",1,"166 ",
大樓,WXA00185,13755.0,吉仁里," 臺北市松山區延吉街30巷11號","25.046074,121.552794",1,"40 ",
大樓,WXA00319,13756.0,吉仁里," 臺北市松山區延吉街46巷12號","25.045399,121.552902",1,"26 ",
大樓,WXA00877,13757.0,吉仁里," 臺北市松山區延吉街42號","25.045646,121.553559",1,"32 ",
大樓,WXA00878,13758.0,吉仁里," 臺北市松山區延吉街44號","25.04551,121.553574",1,"100 ",
大樓," WXA00879",13759.0,吉仁里," 臺北市松山區延吉街46號","25.045151,121.553603",1,"1769 ",
大樓,WXA00892,13760.0,吉仁里," 臺北市松山區延吉街30巷1號","25.046088,121.553337",1,"30 ",
大樓,WXA00896,13761.0,吉仁里," 臺北市松山區延吉街30巷9號","25.046085,121.552892",1,"100 ",
大樓,WXA00897,13762.0,吉仁里," 臺北市松山區延吉街46巷10號","25.045407,121.552983",1,"30 ",
大樓,WXA00898,13763.0,吉仁里," 臺北市松山區延吉街46巷5號","25.045258,121.553359",1,"80 ",
大樓,WXA01200,13764.0,吉仁里," 臺北市松山區延吉街30巷11號","25.046074,121.552794",1,"28 ",
大樓,WXA01201,13765.0,吉仁里," 臺北市松山區延吉街32.38號","25.044734,121.553848",1,"154 ",
大樓,WXA01367,13766.0,吉仁里," 臺北市松山區延吉街46巷12號","25.045399,121.552902",1,"26 ",
大樓,WXA01834,13767.0,吉仁里," 臺北市松山區延吉街40號","25.045729,121.553541",1,"196 ",
大樓,WXA01899,13768.0,吉仁里," 臺北市松山區八德路三段76號","25.047865,121.552826",6,"1821 ",
大樓,WXA00244,13470.0,吉祥里,臺北市松山區八德路四段111號,"25.048679,121.561435",1,"862 ",
大樓,WXA00244,13471.0,吉祥里,臺北市松山區八德路四段111號,"25.048679,121.561435",2,"917 ",
大樓,WXA00203,13472.0,吉祥里,臺北市松山區八德路四段123號,"25.04871,121.561749",2,"838 ",
大樓,WXA01165,13473.0,吉祥里,臺北市松山區南京東路五段66巷20號,"25.049696,121.560682",1,"1397 ",
大樓,WXA01175,13474.0,吉祥里,臺北市松山區南京東路五段66巷22弄20號,"25.049382,121.559833",2,"1561 ",
大樓,WXA00316,13475.0,吉祥里,臺北市松山區八德路四段245巷52弄21號,"25.050436,121.563089",1,"1229 ",
大樓,WXA01025,13476.0,吉祥里,臺北市松山區南京東路五段154號,"25.051221,121.562665",1,"1506 ",
大樓,WXA010126,13477.0,吉祥里,臺北市松山區南京東路五段154號,"25.051221,121.562665",2,"1506 ",
大樓,WXA01031,13478.0,吉祥里,臺北市松山區南京東路五段166號,"25.051227,121.563231",1,"245 ",
大樓,WXA01036,13479.0,吉祥里,臺北市松山區南京東路五段188號,"25.051213,121.563747",5,"666 ",
大樓,WXA00244,13480.0,吉祥里,臺北市松山區八德路四段55號,"25.048501,121.559608",1,"212 ",
大樓,WXA00274,13481.0,吉祥里,臺北市松山區八德路四段9號,"25.048404,121.558333",1,"336 ",
大樓,WXA00278,13482.0,吉祥里,臺北市松山區八德路四段17巷5號,"25.048719,121.558336",1,"840 ",
大樓,WXA00340,13483.0,吉祥里,臺北市松山區八德路四段75巷2號,"25.04881,121.56012",1,"5518 ",
大樓,WXA00349,13484.0,吉祥里,臺北市松山區八德路四段91巷3弄33號,"25.048916,121.559999",1,"954 ",
大樓,WXA00744,13485.0,吉祥里,臺北市松山區光復北路15號,"25.049706,121.558064",1,"56 ",
大樓,WXA00749,13486.0,吉祥里,臺北市松山區光復北路3號,"25.048687,121.558057",1,"545 ",
大樓,WXA00750,13487.0,吉祥里,臺北市松山區光復北路35號,"25.04989,121.558066",2,"589 ",
公寓,WXA00754,13488.0,吉祥里,臺北市松山區光復北路87號,"25.050567,121.558044",1,"1078 ",
