類別,電腦編號,村里別,地址,緯經度,可容納人數,轄管分局,備註
一般住宅,FMA00247,曲溪里,新竹市北區曲溪里崧嶺路35巷156號,"24.7948029,120.9559442",249.0,第一分局,
一般住宅,FMA00248,曲溪里,新竹市北區曲溪里崧嶺路2號,"24.7960312,120.9558279",4668.0,第一分局,
公有建築物,FMA00249,客雅里,新竹市北區客雅里凌雲街110號,"24.8027746,120.9535888",35849.0,第一分局,
一般住宅,FMA00250,育英里,新竹市北區育英里中山路393巷17號,"24.7997478,120.9589936",50.0,第一分局,
一般住宅,FMA00251,育英里,新竹市北區育英里中山路431巷36號,"24.7998462,120.958662",380.0,第一分局,
一般住宅,FMA00252,育英里,新竹市北區育英里中山路431巷70號,"24.8004999,120.9594187",109.0,第一分局,
一般住宅,FMA00253,育英里,新竹市北區育英里中山路431巷39號,"24.8002542,120.9588824",49.0,第一分局,
一般住宅,FMA00254,育英里,新竹市北區育英里中山路431巷36號,"24.7998462,120.958662",474.0,第一分局,
一般住宅,FMA00255,育英里,新竹市北區育英里西門街299巷10號,"24.7986354,120.9596961",405.0,第一分局,
一般住宅,FMA00256,育英里,新竹市北區育英里中山路319巷6號,"24.8003225,120.9597228",21.0,第一分局,
一般住宅,FMA00257,育英里,新竹市北區育英里西門街299巷8弄3號,"24.7988395,120.959598",29.0,第一分局,
一般住宅,FMA00258,育英里,新竹市北區育英里中山路319巷25弄6號,"24.7998728,120.9599044",85.0,第一分局,
一般住宅,FMA00259,育英里,新竹市北區育英里中山路393巷10弄7號,"24.7995218,120.9589351",161.0,第一分局,
一般住宅,FMA00260,育英里,新竹市北區育英里中山路431巷50號,"24.8000143,120.9589924",46.0,第一分局,
一般住宅,FMA00261,育英里,新竹市北區育英里中華路三段142巷25號,"24.7972482,120.9593924",33.0,第一分局,
一般住宅,FMA00262,西門里,新竹市北區西門里3鄰仁化街5號,"24.805018,120.9645348",34.0,第一分局,
一般住宅,FMA00263,西門里,新竹市北區西門里西大路520號,"24.805481,120.963271",48.0,第一分局,
一般住宅,FMA00264,西門里,新竹市北區西門里江山街31號,"24.8044421,120.964217",46.0,第一分局,
一般住宅,FMA00265,西門里,新竹市北區西門里中山路136號,"24.8042141,120.9646538",44.0,第一分局,
一般住宅,FMA00266,西門里,新竹市北區西門里仁化街26號,"24.8047204,120.9647998",29.0,第一分局,
一般住宅,FMA00267,西門里,新竹市北區西門里長安街29號,"24.8054554,120.9652642",17.0,第一分局,
一般住宅,FMA00268,中央里,新竹市北區中央里西安街31巷13號,"24.8033896,120.9651505",81.0,第一分局,
一般住宅,FMA00269,中央里,新竹市北區中央里西大路408號,"24.8032045,120.964797",21.0,第一分局,
一般住宅,FMA00270,中央里,新竹市北區中央里西大路432號,"24.8036745,120.9647228",32.0,第一分局,
一般住宅,FMA00271,中央里,新竹市北區中央里西大路434號,"24.803713,120.964664",26.0,第一分局,
一般住宅,FMA00272,中央里,新竹市北區中央里10鄰中山路111號,"24.803821,120.964829",66.0,第一分局,
一般住宅,FMA00273,文雅里,新竹市北區文雅里5鄰城北街107號,"24.8118462,120.963249",41.0,第一分局,
一般住宅,FMA00274,中央里,新竹市北區中央里西安街40號,"24.803919,120.965333",18.0,第一分局,
一般住宅,FMA00275,中央里,新竹市北區中央里中山路121號,"24.8038184,120.9644424",37.0,第一分局,
供公眾使用建築物,FMA00276,中央里,新竹市北區中央里西門街16號,"24.8032288,120.9659548",345.0,第一分局,
一般住宅,FMA00277,中央里,新竹市北區中央里西安街31巷5號,"24.8035707,120.9650066",52.0,第一分局,
一般住宅,FMA00278,湳中里,新竹市北區湳中里7鄰湳中街30巷11之1號,"24.8207782,120.9663182",114.0,第一分局,
一般住宅,FMA00279,湳中里,新竹市北區湳中里7鄰湳中街30巷11之2號,"24.8207782,120.9663182",118.0,第一分局,
一般住宅,FMA00280,湳中里,新竹市北區湳中里7鄰湳中街30巷11之3號,"24.8207782,120.9663182",116.0,第一分局,
一般住宅,FMA00281,湳中里,新竹市北區湳中里7鄰湳中街30巷15號,"24.8209209,120.9664224",57.0,第一分局,
一般住宅,FMA00282,湳中里,新竹市北區湳中里7鄰湳中街30巷27號,"24.8211713,120.9667534",42.0,第一分局,
一般住宅,FMA00283,湳中里,新竹市北區湳中里1鄰湳中街35號,"24.8199343,120.9662329",481.0,第一分局,
一般住宅,FMA00284,湳中里,新竹市北區湳中里1鄰湳中街37號,"24.8200971,120.9662321",425.0,第一分局,
一般住宅,FMA00285,湳中里,新竹市北區湳中里6鄰湳中街42號,"24.8208497,120.9656015",210.0,第一分局,
一般住宅,FMA00288,湳中里,新竹市北區湳中里1鄰湳中街63號之1,"24.8204451,120.9657316",346.0,第一分局,
一般住宅,FMA00289,石坊里,新竹市北區石坊里西門街82號,"24.8021932,120.9643019",34.0,第一分局,
一般住宅,FMA00290,湳中里,新竹市北區湳中里5鄰湳中街68巷20-22號,"24.8218997,120.965347",117.0,第一分局,
一般住宅,FMA00291,湳中里,新竹市北區湳中里5鄰湳中街68巷54-56號,"24.8217696,120.9650262",76.0,第一分局,
一般住宅,FMA00292,湳中里,新竹市北區湳中里5鄰湳中街86號,"24.8218328,120.9644849",62.0,第一分局,
一般住宅,FMA00293,湳中里,新竹市北區湳中里2鄰湳中街65巷1號,"24.8205785,120.9655533",52.0,第一分局,
一般住宅,FMA00295,湳中里,新竹市北區湳中里1鄰湳中街9號,"24.819586,120.9666621",481.0,第一分局,
一般住宅,FMA00296,湳中里,新竹市北區湳中里3鄰湳中街89-91號,"24.8210458,120.9649827",69.0,第一分局,
一般住宅,FMA00298,湳中里,新竹市北區湳中里2鄰湳中街65巷12號,"24.8204942,120.9652932",84.0,第一分局,
一般住宅,FMA00299,湳中里,新竹市北區湳中里7鄰湳中街30巷17號,"24.8210073,120.966457",262.0,第一分局,
一般住宅,FMA00300,湳中里,新竹市北區湳中里10鄰武陵路171號,"24.8209259,120.9681016",3016.0,第一分局,
一般住宅,FMA00301,湳中里,新竹市北區湳中里5鄰湳中街68巷48-52號,"24.8217696,120.9650262",105.0,第一分局,
一般住宅,FMA00302,湳中里,新竹市北區湳中里8鄰湳中街22巷90號,"24.8202386,120.9667735",22.0,第一分局,
一般住宅,FMA00303,湳中里,新竹市北區湳中里9鄰湳中街4-12號,"24.8198021,120.9667593",1568.0,第一分局,
一般住宅,FMA00305,湳中里,新竹市北區湳中里2鄰湳中街65巷20號,"24.8203878,120.965016",77.0,第一分局,
一般住宅,FMA00306,湳中里,新竹市北區湳中里3鄰湳中街107號,"24.8215643,120.9643393",34.0,第一分局,
一般住宅,FMA00307,湳中里,新竹市北區湳中里2鄰湳中街65巷3-5號,"24.8203795,120.9655606",136.0,第一分局,
一般住宅,FMA00308,湳中里,新竹市北區湳中里4鄰湳中街87巷14弄57號,"24.8210071,120.9635437",74.0,第一分局,
一般住宅,FMA00309,湳中里,新竹市北區湳中里1鄰湳中街9-11號,"24.819586,120.9666621",348.0,第一分局,
一般住宅,FMA00310,湳中里,新竹市北區湳中里3鄰湳中街87巷1號,"24.8206617,120.9649474",233.0,第一分局,
一般住宅,FMA00311,湳中里,新竹市北區湳中里3鄰湳中街71號,"24.820777,120.9654414",321.0,第一分局,
一般住宅,FMA00312,境福里,新竹市北區境福里14鄰成功路65巷5號,"24.8149704,120.9560649",270.0,第一分局,
一般住宅,FMA00313,境福里,新竹市北區境福里14鄰成功路65巷9號,"24.8148961,120.9565371",242.0,第一分局,
一般住宅,FMA00314,境福里,新竹市北區境福里18鄰成功路65巷12號,"24.814691,120.9564616",536.0,第一分局,
一般住宅,FMA00316,境福里,新竹市北區境福里12鄰中正路391號,"24.815429,120.960885",20.0,第一分局,
一般住宅,FMA00318,境福里,新竹市北區境福里13鄰中正路485巷2號,"24.815803,120.9582201",242.0,第一分局,
一般住宅,FMA00319,境福里,新竹市北區境福里23鄰中正路485巷19號,"24.8161723,120.9583474",2565.0,第一分局,
一般住宅,FMA00320,境福里,新竹市北區境福里13鄰中正路489號,"24.8161705,120.9580561",2773.0,第一分局,
一般住宅,FMA00321,境福里,新竹市北區境福里14鄰成功路9號,"24.8161233,120.9572906",97.0,第一分局,
一般住宅,FMA00322,境福里,新竹市北區境福里14鄰成功路7號之20,"24.8161482,120.9573174",84.0,第一分局,
一般住宅,FMA00323,境福里,新竹市北區境福里2鄰成功路13巷11弄10號,"24.8155718,120.9581771",525.0,第一分局,
一般住宅,FMA00324,境福里,新竹市北區境福里17鄰成功路123號,"24.8140659,120.9552585",62.0,第一分局,
一般住宅,FMA00325,境福里,新竹市北區境福里17鄰成功路129號,"24.8139501,120.955094",58.0,第一分局,
一般住宅,FMA00326,境福里,新竹市北區境福里14鄰成功路51號,"24.8153492,120.9564199",61.0,第一分局,
一般住宅,FMA00327,境福里,新竹市北區境福里17鄰成功路143號,"24.8137176,120.9547091",228.0,第一分局,
一般住宅,FMA00328,境福里,新竹市北區境福里17鄰成功路95巷13號,"24.8141971,120.9557896",746.0,第一分局,
一般住宅,FMA00329,武陵里,新竹市北區武陵里22鄰東大路二段334號,"24.8191006,120.9626641",210.0,第一分局,
一般住宅,FMA00330,光田里,新竹市北區光田里18鄰水田街150巷18弄43號,"24.8146815,120.9700873",46.0,第一分局,
一般住宅,FMA00331,光田里,新竹市北區光田里10鄰水田街172號,"24.8157513,120.9684497",40.0,第一分局,
一般住宅,FMA00332,光田里,新竹市北區光田里8鄰水田街150巷8弄2號,"24.814927,120.967611",110.0,第一分局,
一般住宅,FMA00333,福林里,新竹市北區福林里4鄰境福街176巷9號,"24.8200387,120.9599748",372.0,第一分局,
一般住宅,FMA00334,福林里,新竹市北區福林里4鄰境福街176巷26號,"24.8199498,120.9602304",369.0,第一分局,
一般住宅,FMA00335,福林里,新竹市北區福林里1鄰境福街56巷2弄1-5號,"24.8171312,120.9617253",164.0,第一分局,
公有建築物,FMA00337,境福里,新竹市北區境福里6鄰東大路二段449號,"24.8203898,120.9606322",1000.0,第一分局,
一般住宅,FMA00338,福林里,新竹市北區福林里3鄰東大路二段369號,"24.8188759,120.9619208",54.0,第一分局,
一般住宅,FMA00339,福林里,新竹市北區福林里9鄰東大路二段243號,"24.816622,120.9644606",24.0,第一分局,
一般住宅,FMA00340,福林里,新竹市北區福林里1鄰境福街54號,"24.8170673,120.961426",41.0,第一分局,
一般住宅,FMA00342,福林里,新竹市北區福林里1鄰境福街58號,"24.8171345,120.9613139",29.0,第一分局,
一般住宅,FMA00343,福林里,新竹市北區福林里7鄰東大路二段307號,"24.8179276,120.9631669",21.0,第一分局,
一般住宅,FMA00344,福林里,新竹市北區福林里東大路2段339號,"24.8183634,120.9624473",65.0,第一分局,
一般住宅,FMA00345,福林里,新竹市北區福林里9鄰東大路二段261號,"24.8168325,120.9640928",622.0,第一分局,
一般住宅,FMA00347,福林里,新竹市北區福林里東大路二段217巷32號,"24.8156371,120.9641822",24.0,第一分局,
一般住宅,FMA00348,福林里,新竹市北區福林里20鄰東大路二段217巷54弄2號,"24.8152981,120.9637618",229.0,第一分局,
一般住宅,FMA00349,福林里,新竹市北區福林里7鄰東大路二段333號,"24.8184192,120.9626657",88.0,第一分局,
一般住宅,FMA00350,光華里,新竹市北區光華里9鄰光華北街84號,"24.817041,120.9712584",445.0,第一分局,
一般住宅,FMA00353,光華里,新竹市北區光華里5鄰光華街90號,"24.8175222,120.9723429",108.0,第一分局,
一般住宅,FMA00354,光華里,新竹市北區光華里3鄰光華街52巷15號,"24.8154978,120.9736466",126.0,第一分局,
一般住宅,FMA00360,光華里,新竹市北區光華里4鄰光華南街51-53號,"24.8165582,120.9730809",93.0,第一分局,
一般住宅,FMA00361,光華里,新竹市北區光華里8鄰光華街93之3號,"24.817768,120.971932",1357.0,第一分局,
一般住宅,FMA00363,光華里,新竹市北區光華里8鄰光華街91號,"24.817242,120.97202",143.0,第一分局,
一般住宅,FMA00364,光華里,新竹市北區光華里8鄰光華街93號,"24.8173908,120.9721154",454.0,第一分局,
一般住宅,FMA00365,光華里,新竹市北區光華里10鄰光華街95巷11號,"24.8175105,120.9715023",729.0,第一分局,
一般住宅,FMA00367,光華里,新竹市北區光華里7鄰光華南街92號,"24.8166317,120.9710203",426.0,第一分局,
一般住宅,FMA00368,光華里,新竹市北區光華里20鄰光華南街56號,"24.8167834,120.9731779",4041.0,第一分局,
一般住宅,FMA00369,光華里,新竹市北區光華里7鄰光華南街76號,"24.8166527,120.9720436",318.0,第一分局,
一般住宅,FMA00370,光華里,新竹市北區光華里5鄰光華街78巷3號,"24.8171687,120.9728659",2805.0,第一分局,
一般住宅,FMA00371,光華里,新竹市北區光華里9鄰光華北街64-66號,"24.8176566,120.9718629",40.0,第一分局,
一般住宅,FMA00372,光華里,新竹市北區光華里7鄰光華南街92號,"24.8166317,120.9710203",93.0,第一分局,
一般住宅,FMA00373,光華里,新竹市北區光華里9鄰經國路一段824號,"24.8140934,120.9686899",278.0,第一分局,
一般住宅,FMA00374,光田里,新竹市北區光田里13鄰水田街220號,"24.8166362,120.9692448",70.0,第一分局,
一般住宅,FMA00375,光田里,新竹市北區光田里13鄰水田街216號,"24.8165286,120.9692469",124.0,第一分局,
一般住宅,FMA00376,光田里,新竹市北區光田里10鄰水田街198號,"24.8162897,120.9688269",156.0,第一分局,
一般住宅,FMA00377,光田里,新竹市北區光田里13鄰水田街218號,"24.8165024,120.9693498",124.0,第一分局,
一般住宅,FMA00378,光田里,新竹市北區光田里17鄰水田街206巷22號,"24.8157244,120.9694695",8.0,第一分局,
一般住宅,FMA00379,光田里,新竹市北區光田里15鄰水田街162號,"24.8156949,120.9681081",200.0,第一分局,
一般住宅,FMA00380,光田里,新竹市北區光田里13鄰水田街214之1號,"24.8164609,120.9691294",222.0,第一分局,
一般住宅,FMA00381,光田里,新竹市北區光田里15鄰水田街168號,"24.8157451,120.9683146",70.0,第一分局,
公有建築物,FMA00382,光田里,新竹市北區光田里8鄰水田街150巷6號,"24.8150682,120.9676671",222.0,第一分局,
一般住宅,FMA00383,光田里,新竹市北區光田里10鄰水田街196巷1-4號,"24.8160799,120.9689332",693.0,第一分局,
一般住宅,FMA00384,光田里,新竹市北區光田里8鄰水田街132號,"24.8148711,120.967321",57.0,第一分局,
一般住宅,FMA00385,光田里,新竹市北區光田里12鄰水田街150巷16弄3號,"24.8153714,120.9687539",105.0,第一分局,
公有建築物,FMA00387,金華里,新竹市北區金華里21經國路一段442巷47號,"24.8173384,120.9799847",749.0,第一分局,
一般住宅,FMA00388,金華里,新竹市北區金華里16鄰光華二街72巷25弄12號,"24.8194624,120.9773319",501.0,第一分局,
一般住宅,FMA00389,金華里,新竹市北區金華里17鄰光華二街72巷45號,"24.8183542,120.9784231",294.0,第一分局,
公有建築物,FMA00390,金華里,新竹市北區金華里21鄰經國路一段442巷25號,"24.8174645,120.9799468",408.0,第一分局,
一般住宅,FMA00391,金華里,新竹市北區金華里21鄰經國路一段454巷42號,"24.815967,120.979345",906.0,第一分局,
一般住宅,FMA00392,金華里,新竹市北區金華里21鄰經國路一段454巷41號,"24.8161278,120.978692",620.0,第一分局,
公有建築物,FMA00393,金華里,新竹市北區金華里21鄰經國路一段442巷25號,"24.8174645,120.9799468",4422.0,第一分局,
一般住宅,FMA00394,金華里,新竹市北區金華里26鄰光華二街72巷38之1號,"24.8173398,120.9791869",3833.0,第一分局,
一般住宅,FMA00395,金華里,新竹市北區金華里15鄰光華二街76號,"24.8196524,120.9761",382.0,第一分局,
公有建築物,FMA00396,金華里,新竹市北區金華里21鄰經國路一段442巷25之1號,"24.8152746,120.9800043",644.0,第一分局,
公有建築物,FMA00397,金華里,新竹市北區金華里21鄰經國路一段442巷31號,"24.8152746,120.9800043",456.0,第一分局,
一般住宅,FMA00398,金竹里,新竹市北區金竹里12鄰湳雅街311巷50弄9號,"24.8238414,120.974117",234.0,第一分局,
一般住宅,FMA00399,金竹里,新竹市北區金竹里8鄰武陵路265-269號,"24.8241234,120.9707974",853.0,第一分局,
公有建築物,FMA00411,光華里,新竹市北區光華里16鄰光華北街10號,"24.8179332,120.9738593",1461.0,第一分局,
公有建築物,FMA00413,光華里,新竹市北區光華里16鄰光華北街14號,"24.8179079,120.9736186",80.0,第一分局,
公有建築物,FMA00414,光華里,新竹市北區光華里16鄰光華北街16號,"24.8178908,120.9735592",653.0,第一分局,
公有建築物,FMA00415,光華里,新竹市北區光華里16鄰光華北街10號,"24.8179332,120.9738593",33.0,第一分局,
一般住宅,FMA00416,金華里,新竹市北區金華里光華二街1號,"24.8168339,120.9741942",98.0,第一分局,
公有建築物,FMA00417,金華里,新竹市北區光華里光華北街14號,"24.816544,120.9766601",109.0,第一分局,
一般住宅,FMA00418,舊社里,新竹市北區舊社里2鄰湳雅街238號,"24.8224219,120.9764569",137.0,第一分局,
一般住宅,FMA00419,舊社里,新竹市北區舊社里3鄰湳雅街242號,"24.8223029,120.9766305",5490.0,第一分局,
一般住宅,FMA00420,舊社里,新竹市北區舊社里5鄰湳雅街263號,"24.822127,120.975508",137.0,第一分局,
一般住宅,FMA00421,光田里,新竹市北區光田里1鄰水田街55號,"24.8150652,120.9671404",16.0,第一分局,
一般住宅,FMA00422,光田里,新竹市北區光田里6鄰水田街157號,"24.8167241,120.968877",48.0,第一分局,
一般住宅,FMA00423,光田里,新竹市北區光田里2鄰水田街87號,"24.815681,120.967685",21.0,第一分局,
一般住宅,FMA00424,光田里,新竹市北區光田里2鄰水田街75號,"24.8156074,120.9674098",45.0,第一分局,
一般住宅,FMA00425,光田里,新竹市北區光田里1鄰東大路二段166號,"24.8155509,120.9662335",24.0,第一分局,
公有建築物,FMA00426,民富里,新竹市北區民富里1鄰西大路561號,"24.8084309,120.9605035",2477.0,第一分局,
公有建築物,FMA00428,南寮里,新竹市北區南寮里3鄰東大路三段465號,"24.8388178,120.939602",998.0,第一分局,
一般住宅,FMA00429,海濱里,新竹市北區海濱里海濱路55巷12號,"24.8440395,120.9270092",561.0,第一分局,
供公眾使用建築物,FMA00430,南寮里,新竹市北區南寮里東大路三段467巷52號,"24.8385273,120.9382626",90.0,第一分局,
一般住宅,FMA00431,南寮里,新竹市北區南寮里東大路四段268-1號,"24.8451835,120.9289331",87.0,第一分局,
一般住宅,FMA00432,南寮里,新竹市北區南寮里延平路三段669號,"24.8404365,120.936107",426.0,第一分局,
一般住宅,FMA00433,康樂里,新竹市北區康樂里東大路三段510巷8號,"24.8376112,120.9422817",2114.0,第一分局,
一般住宅,FMA00434,康樂里,新竹市北區康樂里東大路三段510巷8號,"24.8376112,120.9422817",608.0,第一分局,
一般住宅,FMA00435,康樂里,新竹市北區康樂里東大路三段510巷8號,"24.8376112,120.9422817",137.0,第一分局,
一般住宅,FMA00436,康樂里,新竹市北區康樂里東大路三段397號,"24.8372049,120.9423165",2138.0,第一分局,
一般住宅,FMA00437,康樂里,新竹市北區康樂里東大路三段470號,"24.8369641,120.9430898",233.0,第一分局,
一般住宅,FMA00438,海濱里,新竹市北區海濱里延平路三段433巷02號,"24.8367571,120.9313376",654.0,第一分局,
公有建築物,FMA00439,海濱里,新竹市北區海濱里11鄰海濱路55號,"24.8440459,120.9274134",560.0,第一分局,
一般住宅,FMA00440,康樂里,新竹市北區康樂里7鄰東大路三段406號,"24.8360682,120.9444782",637.0,第一分局,
一般住宅,FMA00441,康樂里,新竹市北區康樂里7鄰東大路三段402號,"24.8359702,120.9446018",184.0,第一分局,
一般住宅,FMA00442,南寮里,新竹市北區南寮里1鄰東大路三段439巷9號,"24.8376841,120.941091",625.0,第一分局,
一般住宅,FMA00443,水田里,新竹市北區水田里2鄰北大路150號,"24.8101701,120.968127",386.0,第一分局,
一般住宅,FMA00444,金竹里,新竹市北區金竹里22鄰武陵路271巷17號,"24.8244857,120.9704872",1024.0,第一分局,
供公眾使用建築物,FMA00445,中山里,新竹市北區中山里12鄰北門街6號,"24.8048768,120.9661909",628.0,第一分局,
一般住宅,FMA00446,金華里,新竹市北區金華里10鄰田美三街62號,"24.8167408,120.9768703",57.0,第一分局,
一般住宅,FMA00447,北門里,新竹市北區北門里17鄰中正路257號,"24.8127972,120.963721",33.0,第一分局,
一般住宅,FMA00448,北門里,新竹市北區北門里16鄰中正路225號,"24.8116064,120.9646307",570.0,第一分局,
一般住宅,FMA00449,水田里,新竹市北區水田里16鄰經國路2段72號,"24.8125971,120.965046",1030.0,第一分局,
一般住宅,FMA00450,民富里,新竹市北區民富里西大路553號,"24.8070975,120.9614905",29.0,第一分局,
一般住宅,FMA00452,民富里,新竹市北區民富里西大路547號,"24.806815,120.961564",22.0,第一分局,
一般住宅,FMA00453,文雅里,新竹市北區文雅里竹光路124巷49弄14號,"24.8130187,120.9587569",116.0,第一分局,
一般住宅,FMA00454,中興里,新竹市北區中興里北門街69號,"24.806495,120.965619",24.0,第一分局,
一般住宅,FMA00455,文雅里,新竹市北區文雅里竹光路69號,"24.813636,120.960412",28.0,第一分局,
一般住宅,FMA00456,文雅里,新竹市北區文雅里竹光路67號,"24.8136721,120.960456",28.0,第一分局,
一般住宅,FMA00457,水田里,新竹市北區水田里經國路2段3號,"24.8135204,120.9673937",269.0,第一分局,
一般住宅,FMA00458,文雅里,新竹市北區文雅里竹光路75號,"24.813527,120.960287",28.0,第一分局,
一般住宅,FMA00459,水田里,新竹市北區水田里水田街86.88號,"24.8140413,120.9664208",217.0,第一分局,
一般住宅,FMA00460,文雅里,新竹市北區文雅里竹光路42號,"24.8145893,120.960742",34.0,第一分局,
一般住宅,FMA00461,新雅里,新竹市北區新雅里和平路87-89號,"24.8085773,120.9554211",65.0,第一分局,
一般住宅,FMA00462,民富里,新竹市北區民富里經國路2段350巷5弄7-11號,"24.8078883,120.9580956",86.0,第一分局,
一般住宅,FMA00463,民富里,新竹市北區民富里少年街51號,"24.8062135,120.9590576",202.0,第一分局,
一般住宅,FMA00464,大同里,新竹市北區大同里中正路121號,"24.8079157,120.9675051",25.0,第一分局,
一般住宅,FMA00466,中山里,新竹市北區中山里北門街6號,"24.8048768,120.9661909",628.0,第一分局,
公有建築物,FMA00467,大同里,新竹市北區大同里中正路120號,"24.8067131,120.9688414",294.0,第一分局,
公有建築物,FMA00468,大同里,新竹市北區大同里中山路2號,"24.80664,120.968283",60.0,第一分局,
一般住宅,FMA00469,大同里,新竹市北區大同里世界街5號,"24.8106442,120.972373",516.0,第一分局,
一般住宅,FMA00472,湳中里,新竹市北區湳中里10鄰武陵路173-3號,"24.8211193,120.9683786",51125.0,第一分局,
公有建築物,FMA00474,大同里,新竹市北區大同里1鄰中山路1號,"24.8063021,120.9685431",1459.0,第一分局,
一般住宅,FMA00475,民富里,新竹市北區民富里西大路563號,"24.8092586,120.9598832",30.0,第一分局,
供公眾使用建築物,FMA00476,水田里,新竹市北區水田里中正路156號,"24.8093802,120.9666626",20.0,第一分局,
供公眾使用建築物,FMA00477,水田里,新竹市北區水田里中正路156號,"24.8093802,120.9666626",33.0,第一分局,
一般住宅,FMA00478,文雅里,新竹市北區文雅里中正路333號,"24.8143181,120.962308",34.0,第一分局,
一般住宅,FMA00479,水田里,新竹市北區水田里經國路2段43號,"24.8129892,120.9665391",28.0,第一分局,
供公眾使用建築物,FMA00480,大同里,新竹市北區大同里中正路105號,"24.8071632,120.9680502",466.0,第一分局,
公有建築物,FMA00481,水田里,新竹市北區水田里東大路2段15巷1號,"24.8114733,120.9681945",29.0,第一分局,
一般住宅,FMA00482,北門里,新竹市北區北門里北門街137號,"24.8166128,120.9645396",10.0,第一分局,
一般住宅,FMA00484,水田里,新竹市北區水田里中正路240號,"24.8112873,120.9652064",648.0,第一分局,
一般住宅,FMA00485,中興里,新竹市北區中興里北門街72號,"24.8065,120.966078",10.0,第一分局,
一般住宅,FMA00486,中興里,新竹市北區中興里北門街102號,"24.8072456,120.9657641",18.0,第一分局,
一般住宅,FMA00487,中興里,新竹市北區中興里北門街113號,"24.8074515,120.9652926",21.0,第一分局,
一般住宅,FMA00488,中興里,新竹市北區中興里北門街134號,"24.807761,120.9654223",10.0,第一分局,
供公眾使用建築物,FMA00490,磐石里,新竹市北區磐石里11鄰西大路683號,"24.8108931,120.9569043",100.0,第一分局,
一般住宅,FMA00492,民富里,新竹市北區民富里經國路2段420-422號,"24.8069827,120.956348",121.0,第一分局,
公有建築物,FMA00493,水田里,新竹市北區水田里14鄰水田街33號,"24.8136744,120.9657959",196.0,第一分局,
一般住宅,FMA00495,北門里,新竹市北區北門里中正路175號之6,"24.8097273,120.9656098",1208.0,第一分局,
一般住宅,FMA00496,中興里,新竹市北區中興里大同路175-77號,"24.807347,120.9665807",17.0,第一分局,
公有建築物,FMA00497,民富里,新竹市北區民富里1鄰西大路561號,"24.8084309,120.9605035",177.0,第一分局,
供公眾使用建築物,FMA00499,大同里,新竹市北區大同里英明街10號,"24.8067849,120.9674461",118.0,第一分局,
一般住宅,FMA00500,民富里,新竹市北區民富里經國路2段249號,"24.8100608,120.9619742",50.0,第一分局,
一般住宅,FMA00501,北門里,新竹市北區北門里中正路295號,"24.8100608,120.9619742",8.0,第一分局,
供公眾使用建築物,FMA00502,北門里,新竹市北區北門里北大路202號,"24.8084954,120.9656749",29.0,第一分局,
一般住宅,FMA00503,新民里,新竹市北區新民里民富街125號,"24.8081102,120.9617523",58.0,第一分局,
一般住宅,FMA00504,民富里,新竹市北區民富里經國路2段236號,"24.809895,120.960785",346.0,第一分局,
一般住宅,FMA00505,民富里,新竹市北區民富里經國路2段266號,"24.8093461,120.9600871",29.0,第一分局,
一般住宅,FMA00506,民富里,新竹市北區民富里少年街29-1號,"24.805986,120.960216",126.0,第一分局,
一般住宅,FMA00507,民富里,新竹市北區民富里少年街29號,"24.805986,120.960216",108.0,第一分局,
一般住宅,FMA00508,中興里,新竹市北區中興里北門街124號,"24.8100608,120.9619742",662.0,第一分局,
一般住宅,FMA00509,民富里,新竹市北區民富里經國路2段250號,"24.809582,120.960478",1058.0,第一分局,
公有建築物,FMA00511,民富里,新竹市北區民富里1鄰西大路561號,"24.8084309,120.9605035",192.0,第一分局,
一般住宅,FMA00512,民富里,新竹市北區民富里經國路2段253號,"24.8100221,120.9619061",104.0,第一分局,
供公眾使用建築物,FMA00513,大同里,新竹市北區大同里中正路135號,"24.8085312,120.9670144",692.0,第一分局,
供公眾使用建築物,FMA00514,水田里,新竹市北區水田里經國路二段106號,"24.8120681,120.964152",638.0,第一分局,
一般住宅,FMA00515,民富里,新竹市北區民富里經國路2段350巷5弄1-5號,"24.8078883,120.9580956",125.0,第一分局,
供公眾使用建築物,FMA00516,大同里,新竹市北區大同里中正路117號,"24.8077812,120.9675752",17.0,第一分局,
一般住宅,FMA00517,中興里,新竹市北區中興里北門街21號,"24.8054291,120.965752",9.0,第一分局,
供公眾使用建築物,FMA00518,大同里,新竹市北區大同里英明街7號,"24.8065446,120.9674217",828.0,第一分局,
一般住宅,FMA00519,民富里,新竹市北區民富里少年街23號,"24.8059601,120.9603079",72.0,第一分局,
一般住宅,FMA00520,中山里,新竹市北區中山里中山路47號,"24.8052088,120.9667295",28.0,第一分局,
一般住宅,FMA00521,民富里,新竹市北區民富里西大路599巷1弄13號,"24.8093766,120.9593804",94.0,第一分局,
一般住宅,FMA00523,大同里,新竹市北區大同里世界街12巷6-10號,"24.806781,120.9674643",174.0,第一分局,
一般住宅,FMA00524,民富里,新竹市北區民富里少年街19號,"24.8058008,120.9604678",110.0,第一分局,
一般住宅,FMA00525,中山里,新竹市北區中山里中山路51號,"24.8051672,120.9666793",26.0,第一分局,
一般住宅,FMA00526,民富里,新竹市北區民富里經國路2段356號,"24.8052088,120.9667295",37.0,第一分局,
一般住宅,FMA00527,民富里,新竹市北區民富里民富街178巷11弄19號,"24.8067305,120.9584028",262.0,第一分局,
