建築物名稱,里別,地址,緯度,經度,避難樓層,可容納人數,轄管分局,備註
集盛實業服份有限公司,樹林里,桃園市觀音區樹林里13鄰永吉街281號,"25.052646 ","121.122491 ",B01,1106,大園分局,
和境建設股份有限公司負責人:曾繁碩,草新里,桃園市觀音區草新里2鄰草新一路358號十二樓,"25.046215 ","121.145470 ",B01B02,2257,大園分局,
中華航空股份有限公司,埔心里,桃園市大園區埔心里航勤南路15號,25.08631969,121.2464176,B01B02,6662,航空警察局,
長榮航空股份有限公司,埔心里,桃園市大園區埔心里航勤南路3-1號,25.08840657,121.2501605,B01B02,2016,航空警察局,
長榮航太科技股份有限公司,埔心里,桃園市大園區埔心里航站北路600巷8號,25.07577023,121.2295119,B01B02,652,航空警察局,
華航園區股份有限公司,埔心里,桃園市大園區埔心里航站南路1-1號,25.06896653,121.2214551,B01B02,1714,航空警察局,
長榮航空股份有限公司,埔心里,桃園市大園區埔心里航勤北路8-5號,25.09128727,121.2484143,B01B02,6362,航空警察局,
長榮空廚股份有限公司,埔心里,桃園市大園區埔心里航勤北路3號,25.08949435,121.2488928,B01B02,11512,航空警察局,
長榮航勤股份有限公司,埔心里,桃園市大園區埔心里航站北路608號,25.06750881,121.2178473,B01B02,2020,航空警察局,
長榮航太科技股份有限公司,埔心里,桃園市大園區埔心里航站南路2號,25.06599389,121.2192218,B01B02,3019,航空警察局,
