電腦編號,建築物名稱,里別,地址,經度,避難樓層,防空避難設備面積,可容納人數,轄管分局,備註,placemark_address
C04-01-002,"學校 (中央警察大學)",大崗里,桃園市龜山區樹人路56-1號,"121.351383 ",B01B02,3812.89,2647.0,龜山分局,,桃園市龜山區樹人路56-1號
C08-04-033,私人住宅大樓,大湖里,桃園市龜山區文興路78號,"121.364319 ",B01B02B03,849.64,590.0,龜山分局,,桃園市龜山區文興路78號
C10-09-34,私人住宅大樓,大崗里,桃園市龜山區大湖一路130號,"121.356201 ",B01B02,1996.08,1386.0,龜山分局,,桃園市龜山區大湖一路130號
C13-06-035,雅致小築社區大樓,大湖里,桃園市龜山區大湖一路17號(同住址),"121.359154 ",B01B02,1696.46,1178.0,龜山分局,,桃園市龜山區大湖一路17號(同住址)
C05-01-001,私人住宅大樓,大湖里,桃園市龜山區文三三街5巷6號,"121.360540 ",B01,639.65,444.0,龜山分局,,桃園市龜山區文三三街5巷6號
C10-07-015,工廠,大崗里,桃園市龜山區大湖路99號,"121.352866 ",B01,107.0,118.0,龜山分局,,桃園市龜山區大湖路99號
C03-02-037,私人住宅大樓,公西里,桃園市龜山區文化三路20-7號,"121.361131 ",B01B02,1049.53,728.0,龜山分局,,桃園市龜山區文化三路20-7號
C03-02-038,私人住宅大樓,公西里,桃園市龜山區文化三路1-36號,"121.361832 ",B01B02,1088.54,755.0,龜山分局,,桃園市龜山區文化三路1-36號
C03-01-017,私人住宅大樓,公西里,桃園市龜山區復興街5-2號,"121.367547 ",B01,11919.55,8277.0,龜山分局,,桃園市龜山區復興街5-2號
C10-10-039,私人住宅大樓,大崗里,桃園市龜山區大湖一路138巷86號四樓,"121.355194 ",B01B02,3901.43,4334.0,龜山分局,,桃園市龜山區大湖一路138巷86號四樓
G19-08-172,私人住宅大樓,公西里,桃園市龜山區文化二路11-5號,"121.365291 ",B01B02B03,12561.82,8723.0,龜山分局,,桃園市龜山區文化二路11-5號
G19-08-177,私人住宅大樓,公西里,桃園市龜山區文化二路11-39號,"121.364896 ",B01B02B03,995.43,691.0,龜山分局,,桃園市龜山區文化二路11-39號
G10-10-35,私人住宅大樓,大崗里,桃園市龜山區大湖一路138巷39號,"121.355250 ",B01B02,1518.2,1054.0,龜山分局,,桃園市龜山區大湖一路138巷39號
G10-10-36,私人住宅大樓,大湖里,桃園市龜山區文化三路51號5樓,"121.362638 ",B01B02,1635.91,1136.0,龜山分局,,桃園市龜山區文化三路51號5樓
G10-10-37,九揚華典社區大樓,大湖里,桃園市龜山區復興ㄧ路221號,"121.364951 ",B01B02B03B04,544.83,378.0,龜山分局,,桃園市龜山區復興ㄧ路221號
DO1-01-001,透天,南上里,桃園市龜山區民生北路一段472號,"121.299284 ",B01,25.0,27.0,龜山分局,,桃園市龜山區民生北路一段472號
DO1-02-002,工廠,南上里,桃園市龜山區民生北路一段505號,"121.298410 ",B01,53.0,58.0,龜山分局,,桃園市龜山區民生北路一段505號
DO1-03-003,工廠,南上里,桃園市龜山區民生北路一段362號,"121.300200 ",B01,461.0,512.0,龜山分局,,桃園市龜山區民生北路一段362號
DO1-04-004,透天,南上里,桃園市龜山區民生北路一段467號,"121.298925 ",B01,23.0,25.0,龜山分局,,桃園市龜山區民生北路一段467號
DO1-05-005,透天,南上里,桃園市龜山區民生北路一段459號,"121.299178 ",B01,39.0,43.0,龜山分局,,桃園市龜山區民生北路一段459號
DO1-07-007,工廠,南上里,桃園市龜山區民生北路一段468號,"121.299917 ",B01,836.0,928.0,龜山分局,,桃園市龜山區民生北路一段468號
DO1-08-008,工廠,南上里,桃園市龜山區民生北路一段386號,"121.299953 ",B01,488.0,542.0,龜山分局,,桃園市龜山區民生北路一段386號
DO1-09-009,透天,南上里,桃園市龜山區民生北路一段長春巷1號,"121.298605 ",B01,18.0,20.0,龜山分局,,桃園市龜山區民生北路一段長春巷1號
DO1-10-010,透天,南上里,桃園市龜山區民生北路一段541號,"121.297736 ",B01,26.0,28.0,龜山分局,,桃園市龜山區民生北路一段541號
DO1-11-011,私人住宅大樓,南上里,桃園市龜山區民生北路一段530號,"121.297974 ",B01B02B03,5755.0,3996.0,龜山分局,,桃園市龜山區民生北路一段530號
DO2-01-013,工廠,南上里,桃園市龜山區民生北路一段54巷2弄17號,"121.304974 ",B01,66.0,73.0,龜山分局,,桃園市龜山區民生北路一段54巷2弄17號
DO2-03-015,工廠,南上里,桃園市龜山區民生北路一段101號,"121.302510 ",B01,14.0,15.0,龜山分局,,桃園市龜山區民生北路一段101號
DO2-04-016,工廠,南上里,桃園市龜山區民生北路一段40-2號,"121.305326 ",B01B02,8365.0,5809.0,龜山分局,,桃園市龜山區民生北路一段40-2號
DO2-05-017,"台灣中油股份有限公司
煉製事業部桃園煉油廠",南上里,桃園市龜山區民生北路一段50號,"121.305917 ",B01,1214.0,1348.0,龜山分局,,桃園市龜山區民生北路一段50號
DO2-06-018,工廠,南上里,桃園市龜山區民生北路一段42號,"121.304185 ",B01B02,708.0,491.0,龜山分局,,桃園市龜山區民生北路一段42號
DO2-10-022,工廠,南上里,桃園市龜山區民生北路一段164號,"121.302350 ",B01,318.0,220.0,龜山分局,,桃園市龜山區民生北路一段164號
DO2-11-023,工廠(生技公司A棟),南上里,桃園市龜山區民生北路一段54巷11號(同住址),"121.303381 ",B01,197.0,136.0,龜山分局,,桃園市龜山區民生北路一段54巷11號(同住址)
DO2-12-024,工廠,南上里,桃園市龜山區民生北路一段206號,"121.302001 ",B01,840.0,933.0,龜山分局,,桃園市龜山區民生北路一段206號
DO2-13-025,透天,南上里,桃園市龜山區民生北路一段199號,"121.301724 ",B01,89.0,98.0,龜山分局,,桃園市龜山區民生北路一段199號
DO2-14-026,工廠,南上里,桃園市龜山區民生北路一段166巷40號,"121.303274 ",B01,53.0,36.0,龜山分局,,桃園市龜山區民生北路一段166巷40號
DO2-16-028,工廠,南上里,桃園市龜山區民生北路一段111號,"121.302586 ",B01,24.0,26.0,龜山分局,,桃園市龜山區民生北路一段111號
DO2-17-029,透天,南上里,桃園市龜山區民生北路一段133號,"121.302140 ",B01,3.0,2.0,龜山分局,,桃園市龜山區民生北路一段133號
DO2-18-030,"台灣中油股份有限公司
煉製事業部桃園煉油廠",南上里,桃園市龜山區民生北路一段50號,,B01,828.0,575.0,龜山分局,不對外開放,桃園市龜山區民生北路一段50號
DO2-19-031,工廠,南上里,桃園市龜山區民生北路一段38號,"121.304164 ",B01,790.0,877.0,龜山分局,,桃園市龜山區民生北路一段38號
DO3-01-032,透天,大坑里,桃園市龜山區南上路520巷6弄18號,"121.306677 ",B01,16.0,17.0,龜山分局,,桃園市龜山區南上路520巷6弄18號
DO3-02-033,透天,大坑里,桃園市龜山區南上路400巷2號,"121.304421 ",B01,77.0,85.0,龜山分局,,桃園市龜山區南上路400巷2號
DO3-03-034,工廠,大坑里,桃園市龜山區南上路520巷6弄6號,"121.306960 ",B01,16.0,17.0,龜山分局,,桃園市龜山區南上路520巷6弄6號
DO5-02-041,工廠,南美里,桃園市龜山區南上路350巷57號,"121.303663 ",B01,848.0,942.0,龜山分局,,桃園市龜山區南上路350巷57號
DO3-09-042,透天,大坑里,桃園市龜山區南上路520巷28弄6號,"121.307045 ",B01,1500.0,1041.0,龜山分局,,桃園市龜山區南上路520巷28弄6號
DO3-11-044,工廠,大坑里,桃園市龜山區南上路520巷6弄34號,"121.306063 ",B01,213.0,236.0,龜山分局,,桃園市龜山區南上路520巷6弄34號
DO3-13-046,透天,大坑里,桃園市龜山區南上路566巷36號,"121.309551 ",B01,112.0,124.0,龜山分局,,桃園市龜山區南上路566巷36號
DO3-14-047,工廠,大坑里,桃園市龜山區南上路455號,"121.305693 ",B01,258.0,286.0,龜山分局,,桃園市龜山區南上路455號
DO3-15-048,工廠,大坑里,桃園市龜山區南上路524號,"121.307503 ",B01,52.0,57.0,龜山分局,,桃園市龜山區南上路524號
DO3-16-049,工廠,大坑里,桃園市龜山區南上路407號,"121.304767 ",B01,33.0,36.0,龜山分局,,桃園市龜山區南上路407號
DO3-18-051,工廠,大坑里,桃園市龜山區南上路498號,"121.306733 ",B01,30.0,33.0,龜山分局,,桃園市龜山區南上路498號
DO3-19-052,工廠(協易機械工業A棟),大坑里,桃園市龜山區南上路446號,"121.305651 ",B01,360.0,400.0,龜山分局,,桃園市龜山區南上路446號
DO3-20-053,"學校 (大坑國小)",大坑里,桃園市龜山區大坑路1段850號,"121.314624 ",B01,695.0,482.0,龜山分局,,桃園市龜山區大坑路1段850號
DO5-03-054,私人住宅大樓,南美里,桃園市龜山區南上路280巷11號,"121.301078 ",B01B02,1335.0,927.0,龜山分局,,桃園市龜山區南上路280巷11號
DO5-04-055,工廠,南美里,桃園市龜山區南上路299號,"121.302000 ",B01,64.0,71.0,龜山分局,,桃園市龜山區南上路299號
DO5-05-056,私人住宅大樓,南美里,桃園市龜山區南祥路95號,"121.300011 ",B01B02,334.0,371.0,龜山分局,,桃園市龜山區南祥路95號
DO5-06-057,宜誠晶華社區大樓,南美里,桃園市龜山區南祥路87巷10號,"121.299470 ",B01B02,564.0,391.0,龜山分局,,桃園市龜山區南祥路87巷10號
DO6-01-058,私人住宅大樓,南上里,桃園市龜山區南上路62號,"121.296195 ",B01B02,321.0,356.0,龜山分局,,桃園市龜山區南上路62號
DO5-07-059,私人住宅大樓,南美里,桃園市龜山區南祥路81號,"121.299400 ",B01B02B03,1101.01,764.0,龜山分局,,桃園市龜山區南祥路81號
DO3-17-060,工廠,大坑里,桃園市龜山區南上路417號,"121.304909 ",B01,33.0,36.0,龜山分局,,桃園市龜山區南上路417號
DO2-20-061,"台灣中油股份有限公司
煉製事業部桃園煉油廠",南上里,桃園市龜山區民生北路一段50號,,B01,294.73,327.0,龜山分局,不對外開放,桃園市龜山區民生北路一段50號
DO1-13-062,私人住宅大樓,南上里,桃園市龜山區民生北路一段528號,"121.298571 ",B01B02B03,2612.05,1813.0,龜山分局,,桃園市龜山區民生北路一段528號
D03-17-063,工廠,大坑里,桃園市龜山區南上路350巷54號,"121.303401 ",B01B02,1131.53,785.0,龜山分局,,桃園市龜山區南上路350巷54號
D02-21-063,工廠(生技公司B棟),南上里,桃園市龜山區民生北路一段54巷11號,"121.303373 ",B01,655.24,455.0,龜山分局,,桃園市龜山區民生北路一段54巷11號
D03-22-064,工廠,南上里,桃園市龜山區民生北路一段54巷2弄19號,"121.304948 ",B01,698.16,484.0,龜山分局,,桃園市龜山區民生北路一段54巷2弄19號
D02-21-065,工廠(協易機械工業B棟),大坑里,桃園市龜山區南上路446號,"121.305694 ",B01,472.38,328.0,龜山分局,,桃園市龜山區南上路446號
D21-06-066,透天,南上里,桃園市龜山區南上路50巷62號,"121.296406 ",B01,276.01,191.0,龜山分局,,桃園市龜山區南上路50巷62號
D22-03-067,工廠,南美里,桃園市龜山區南上路350巷23號,"121.303194 ",B01,976.95,1085.0,龜山分局,,桃園市龜山區南上路350巷23號
E01-01-001,工廠,舊路里,桃園市龜山區振興路321號,"121.354895 ",B01,179.0,198.0,龜山分局,,桃園市龜山區振興路321號
E01-02-002,長庚醫院桃園分院,舊路里,桃園市龜山區東舊路坑26-8號(頂湖路123號),"121.366871 ",B01B02,4743.0,3293.0,龜山分局,,桃園市龜山區東舊路坑26-8號(頂湖路123號)
E01-03-003,工廠,舊路里,桃園市龜山區東舊路街100號,"121.366485 ",B01,732.0,813.0,龜山分局,,桃園市龜山區東舊路街100號
E01-04-004,長庚養生村,舊路里,桃園市龜山區長青路2號(長庚養生村),"121.370401 ",B01,4874.0,3384.0,龜山分局,,桃園市龜山區長青路2號(長庚養生村)
E02-01-005,"學校 (大埔國小)",舊路里,桃園市龜山區振興路1169號(大埔國小),"121.362923 ",B01,446.0,495.0,龜山分局,,桃園市龜山區振興路1169號(大埔國小)
E03-01-006,"學校 (長庚大學)",文青里,桃園市龜山區文化一路259號(醫學大樓),"121.389790 ",B01,1309.0,909.0,龜山分局,,桃園市龜山區文化一路259號(醫學大樓)
E03-02-007,"學校 (國立體育大學)",舊路里,桃園市龜山區文化一路250號(國立體育學院),"121.387690 ",B01,275.0,190.0,龜山分局,,桃園市龜山區文化一路250號(國立體育學院)
E03-04-008,"學校 (長庚大學)",文青里,桃園市龜山區文青里文化一路259-2號(聚德樓),"121.391670 ",B01B02,1871.0,1299.0,龜山分局,,桃園市龜山區文青里文化一路259-2號(聚德樓)
E03-05-009,"學校 (國立體育大學)",舊路里,桃園市龜山區舊路里文化一路250號(國立體育學院),"121.383490 ",B01,1359.0,1510.0,龜山分局,,桃園市龜山區舊路里文化一路250號(國立體育學院)
E03-06-010,"學校 (長庚大學)",文青里,桃園市龜山區文青里文化一路259號B棟(管理中心),"121.389210 ",B01B02B03,2588.42,2876.0,龜山分局,,桃園市龜山區文青里文化一路259號B棟(管理中心)
E03-07-011,"學校 (長庚大學)",文青里,桃園市龜山區文青里文化一路259號A棟(二醫),"121.387960 ",B01B02B03,7498.87,5207.0,龜山分局,,桃園市龜山區文青里文化一路259號A棟(二醫)
E05-01-012,工廠,樂善里,桃園市龜山區樂善里文明路21號(天田實業),"121.375859 ",B01,500.0,555.0,龜山分局,,桃園市龜山區樂善里文明路21號(天田實業)
E05-02-013,工廠,樂善里,桃園市龜山區樂善里文化一路77號之1(鼎眾公司),"121.381893 ",B01,45.0,50.0,龜山分局,,桃園市龜山區樂善里文化一路77號之1(鼎眾公司)
E05-03-014,工廠,樂善里,桃園市龜山區文明路15號,"121.374303 ",B01,168.0,186.0,龜山分局,,桃園市龜山區文明路15號
E05-04-015,"工廠 (台灣菸酒公司)",樂善里,桃園市龜山區文化一路55號,"121.375197 ",B01,494.0,343.0,龜山分局,,桃園市龜山區文化一路55號
E05-06-017,工廠,樂善里,桃園市龜山區文明路6號(南亞塑膠),"121.371706 ",B01,507.0,352.0,龜山分局,,桃園市龜山區文明路6號(南亞塑膠)
E05-07-018,工廠,樂善里,桃園市龜山區文化一路51號(台灣電力),"121.371404 ",B01,160.0,177.0,龜山分局,,桃園市龜山區文化一路51號(台灣電力)
E05-11-022,工廠,文青里,桃園市龜山區文青路339號(麗寶快樂家),"120.988108 ",B01B02B03,549.0,610.0,龜山分局,,桃園市龜山區文青路339號(麗寶快樂家)
E06-02-023,工廠,舊路里,桃園市龜山區振興路577號(中央造幣廠),"121.359041 ",B01,4107.0,2852.0,龜山分局,,桃園市龜山區振興路577號(中央造幣廠)
E08-01-024,私人透天大樓,長庚里,桃園市龜山區長庚醫謢新村7號,"121.382998 ",B01B02,1114.0,773.0,龜山分局,,桃園市龜山區長庚醫謢新村7號
E08-02-025,私人住宅大樓,長庚里,桃園市龜山區長庚醫謢新村101號,"121.383990 ",B01B02,2558.0,1776.0,龜山分局,,桃園市龜山區長庚醫謢新村101號
E09-01-026,私人住宅大樓,長庚里,桃園市龜山區長庚醫謢新村60-80號,"121.384647 ",B01B02,315.0,218.0,龜山分局,,桃園市龜山區長庚醫謢新村60-80號
E09-02-027,私人住宅大樓,長庚里,桃園市龜山區長庚醫謢新村62-64號,"121.384950 ",B01B02,424.0,294.0,龜山分局,,桃園市龜山區長庚醫謢新村62-64號
E09-03-028,私人住宅大樓,長庚里,桃園市龜山區長庚醫謢新村82-84號,"121.385070 ",B01B02,832.0,577.0,龜山分局,,桃園市龜山區長庚醫謢新村82-84號
E09-04-029,私人住宅大樓,長庚里,桃園市龜山區長庚醫謢新村141-147號,"121.383395 ",B01B02,1146.0,795.0,龜山分局,,桃園市龜山區長庚醫謢新村141-147號
E09-05-030,私人住宅大樓,長庚里,桃園市龜山區長庚醫謢新村102號之136,"121.384339 ",B01B02,341.0,236.0,龜山分局,,桃園市龜山區長庚醫謢新村102號之136
E10-01-032,私人住宅大樓,長庚里,桃園市龜山區長庚醫謢新村86-90號,"121.385100 ",B01B02,360.0,250.0,龜山分局,,桃園市龜山區長庚醫謢新村86-90號
E10-02-033,私人住宅大樓,長庚里,桃園市龜山區長庚醫謢新村329-331號,"121.387990 ",B01B02,710.0,493.0,龜山分局,
E10-03-034,私人住宅大樓,長庚里,桃園市龜山區長庚醫謢新村2-12號,"121.386750 ",B01B02,720.0,500.0,龜山分局,,桃園市龜山區長庚醫謢新村2-12號
E10-04-035,私人住宅大樓,長庚里,桃園市龜山區長庚醫謢新村332-337號,"121.387790 ",B01B02,816.67,567.0,龜山分局,
E11-01-036,私人住宅大樓,長庚里,桃園市龜山區長庚醫謢新村425號,"121.386770 ",B01,4997.0,3470.0,龜山分局,,桃園市龜山區長庚醫謢新村425號
E03-07-037,"學校 (長庚醫學大學德明樓)",文青里,桃園市龜山區文化一路259號,"121.389773 ",B01B02B03,817.0,567.0,龜山分局,,桃園市龜山區文化一路259號
E11-02-038,學校(長庚國小桌球教室),長庚里,桃園市龜山區長庚醫謢新村425號,"121.387073 ",B01,816.67,567.0,龜山分局,,桃園市龜山區長庚醫謢新村425號
E01-05-039,私人住宅大樓,舊路里,桃園市龜山區長青路7號(長庚養生村),"121.370313 ",B01,603.85,419.0,龜山分局,,桃園市龜山區長青路7號(長庚養生村)
E05-11-040,工廠,樂善里,桃園市龜山區文明路29巷8號,"121.381772 ",B01,7196.74,4997.0,龜山分局,,桃園市龜山區文明路29巷8號
E01-06-041,長庚養生村,舊路里,桃園市龜山區長青路9號(長庚養生村),"121.370261 ",B01B02B03,197.25,136.0,龜山分局,,桃園市龜山區長青路9號(長庚養生村)
E05-12-042,學校(國立體育大學行政教學大樓),舊路里,桃園市龜山區舊路里文化一路250號,"121.387711 ",B01,476.0,330.0,龜山分局,,桃園市龜山區舊路里文化一路250號
E16-01-043,私人住宅大樓,樂善里,桃園市龜山區樂善里文德路80號,"121.382318 ",B01B02,476.0,330.0,龜山分局,,桃園市龜山區樂善里文德路80號
E16-10-045,工廠,樂善里,桃園市龜山區樂善里文明路72-1號,"121.379691 ",B01,2049.33,2277.0,龜山分局,,桃園市龜山區樂善里文明路72-1號
E16-10-046,私人住宅大樓,樂善里,桃園市龜山區樂善里文德路27-3號,"121.381854 ",B01B02B03,3418.21,2373.0,龜山分局,,桃園市龜山區樂善里文德路27-3號
E17-01-047,學校(長庚國小汽機車停車場),長庚里,桃園市龜山區長庚醫護新村425號,"121.387121 ",B01,816.67,567.0,龜山分局,,桃園市龜山區長庚醫護新村425號
E17-07-048,私人住宅大樓,樂善里,桃園市龜山區文康街107號,"121.380854 ",B01B02B03,1043.09,724.0,龜山分局,,桃園市龜山區文康街107號
E17-01-049,醫院(林口長庚),樂善里,桃園市龜山區文化一路15號,"121.370316 ",B01B02,4557.51,3164.0,龜山分局,,桃園市龜山區文化一路15號
E17-01-050,私人住宅大樓,樂善里,桃園市龜山區文禾路188號(順達科技),"121.388397 ",B01B02B03,4243.69,2947.0,龜山分局,,桃園市龜山區文禾路188號(順達科技)
E17-01-051,私人住宅大樓,文青里,桃園市龜山區文青路380號11樓(竹城宇治),"121.392556 ",B01B02B03,1476.65,1025.0,龜山分局,
E17-01-052,私人住宅大樓,長庚里,桃園市龜山區長慶三街28號十一樓之1(樂捷市),"121.383567 ",B01B02B03,3991.44,2771.0,龜山分局,,桃園市龜山區長慶三街28號十一樓之1(樂捷市)
E17-01-053,工廠,樂善里,桃園市龜山區文工一路298巷13號,"121.394128 ",B01,486.45,337.0,龜山分局,,桃園市龜山區文工一路298巷13號
E17-01-054,工廠,樂善里,桃園市龜山區文工一路298巷15號,"121.394093 ",B01B02,534.4,371.0,龜山分局,,桃園市龜山區文工一路298巷15號
E17-01-055,工廠,樂善里,桃園市龜山區文信路289號(禾聯工地),"121.390886 ",B01B02B03,287.26,199.0,龜山分局,,桃園市龜山區文信路289號(禾聯工地)
E17-01-056,竹城明治社區大樓,文青里,桃園市龜山區文青路342號2樓(竹城明治),"121.391255 ",B01B02B03,2177.36,1512.0,龜山分局,,桃園市龜山區文青路342號2樓(竹城明治)
E17-01-057,"學校 (樂善國小)",樂善里,桃園市龜山區樂安街71號(樂善國小),"121.382765 ",B01,1202.97,835.0,龜山分局,,桃園市龜山區樂安街71號(樂善國小)
E17-01-058,私人住宅大樓,長庚里,桃園市龜山區長慶二街105號(奇幻莊園),"121.384345 ",B01B02B03B04,2206.89,1532.0,龜山分局,,桃園市龜山區長慶二街105號(奇幻莊園)
E17-01-060,私人住宅大樓,樂善里,桃園市龜山區牛角坡路258號6樓之1(富御捷境),"121.388338 ",B01B02B03B04,2817.78,1956.0,龜山分局,,桃園市龜山區牛角坡路258號6樓之1(富御捷境)
E17-01-061,私人住宅大樓,樂善里,桃園市龜山區樂善三路102號(根津苑),"121.382592 ",B01B02B03B04,2088.19,1450.0,龜山分局,,桃園市龜山區樂善三路102號(根津苑)
E18-01-062,私人住宅大樓,樂善里,桃園市龜山區華亞三路39巷12號五樓之1(新潤鉑麗),"121.381497 ",B01B02B03B04,2536.18,1761.0,龜山分局,,桃園市龜山區華亞三路39巷12號五樓之1(新潤鉑麗)
E18-01-063,"工廠 (致茂電子)",樂善里,桃園市龜山區文茂路86號(致茂電子),"121.389100 ",B01B02,5866.74,4074.0,龜山分局,,桃園市龜山區文茂路86號(致茂電子)
E18-01-064,私人住宅大樓,樂善里,桃園市龜山區樂學路109號(耀台比),"121.386036 ",B01B02B03B04,1847.81,1283.0,龜山分局,,桃園市龜山區樂學路109號(耀台比)
E18-01-065,私人住宅大樓,樂善里,桃園市龜山區樂學三路91號14樓之3(富宇敦峰),"121.384130 ",B01B02B03,4003.88,2780.0,龜山分局,,桃園市龜山區樂學三路91號14樓之3(富宇敦峰)
E18-01-066,私人住宅大樓,樂善里,桃園市龜山區樂善二路219號23樓(金捷市),"121.383866 ",B01B02B03B04,4221.62,2931.0,龜山分局,,桃園市龜山區樂善二路219號23樓(金捷市)
E17-01-067,私人住宅大樓,文青里,桃園市龜山區文化一路529號12樓之9(遠雄新未來),"121.386024 ",B01B02,7397.68,5137.0,龜山分局,,桃園市龜山區文化一路529號12樓之9(遠雄新未來)
E18-01-068,私人住宅大樓,文青里,桃園市龜山區文青路198號(和煦隆陞),"121.387718 ",B01B02,906.13,629.0,龜山分局,,桃園市龜山區文青路198號(和煦隆陞)
E17-01-069,私人住宅大樓,樂善里,桃園市龜山區華亞三路39巷37號5樓(新潤翡麗),"121.381670 ",B01,2922.14,2029.0,龜山分局,,桃園市龜山區華亞三路39巷37號5樓(新潤翡麗)
E18-01-070,私人住宅大樓,長庚里,桃園市龜山區長慶一街45巷28號十一樓(台北國際村),"121.384066 ",B01B02B03B04,2039.94,1416.0,龜山分局,,桃園市龜山區長慶一街45巷28號十一樓(台北國際村)
E22-01-071,私人住宅大樓,樂善里,桃園市龜山區文達路302號11樓(皇普MVP),"121.385225 ",B01B02B03B04,2894.19,2009.0,龜山分局,,桃園市龜山區文達路302號11樓(皇普MVP)
E22-01-072,私人住宅大樓,長庚里,桃園市龜山區樂學路476號七樓之2(玉子園),"121.383254 ",B01B02B03,2169.63,1506.0,龜山分局,
E22-01-073,私人住宅大樓,樂善里,桃園市龜山區文化一路222號11樓(竹城甲子園),"121.385041 ",B01B02B03B04,11465.59,7962.0,龜山分局,
E22-01-074,私人住宅大樓,樂善里,桃園市龜山區文工一路220號5樓,"121.393745 ",B01,456.11,316.0,龜山分局,,桃園市龜山區文工一路220號5樓
E22-01-075,私人住宅大樓,樂善里,桃園市龜山區華亞三路39巷68號七樓(水悅青青),"121.382391 ",B01,3153.99,2190.0,龜山分局,,桃園市龜山區華亞三路39巷68號七樓(水悅青青)
E22-01-076,私人住宅大樓,長庚里,桃園市龜山區長慶二街123號六樓(樂田田),"121.384904 ",B01B02B03B04,2099.75,1458.0,龜山分局,,桃園市龜山區長慶二街123號六樓(樂田田)
E22-01-077,私人住宅大樓,樂善里,桃園市龜山區牛角坡路117號6樓(頤昌豐岳),"121.389121 ",B01B02B03B04,2109.42,1464.0,龜山分局,,桃園市龜山區牛角坡路117號6樓(頤昌豐岳)
E22-01-078,私人住宅大樓,樂善里,桃園市龜山區樂善二路538號十二樓(鴻廣A7),"121.388345 ",B01B02B03B04,3560.37,2472.0,龜山分局,,桃園市龜山區樂善二路538號十二樓(鴻廣A7)
E22-01-079,私人住宅大樓,樂善里,桃園市龜山區文山街5號,"121.379615 ",B01,414.51,287.0,龜山分局,,桃園市龜山區文山街5號
E22-02-080,私人住宅大樓,樂善里,桃園市龜山區樂善二路483號18樓(遠雄新未來2),"121.391456 ",B01B02B03B04,4524.23,3141.0,龜山分局,,桃園市龜山區樂善二路483號18樓(遠雄新未來2)
E22-02-081,私人住宅大樓,樂善里,桃園市龜山區牛角坡路171號二樓(合謙學),"121.388250 ",B01B02B03B04,1369.11,950.0,龜山分局,,桃園市龜山區牛角坡路171號二樓(合謙學)
E22-02-082,私人住宅大樓,樂善里,桃園市龜山區文工一路296號二樓,"121.393872 ",B01,533.0,370.0,龜山分局,,桃園市龜山區文工一路296號二樓
E22-02-083,私人住宅大樓,文青里,桃園市龜山區文青二路98號(櫻花樹),"121.388311 ",B01B02B03B04,1375.44,955.0,龜山分局,,桃園市龜山區文青二路98號(櫻花樹)
E22-02-084,私人住宅大樓,樂善里,桃園市龜山區樂學路115號10樓(合耀恆美),"121.386367 ",B01B02B03B04,2716.21,1886.0,龜山分局,,桃園市龜山區樂學路115號10樓(合耀恆美)
E22-03-085,私人住宅大樓,長庚里,桃園市龜山區桃園市龜山區長庚里4鄰樂學路560號(鴻築鴻典),"121.382906 ",B01B02B03B04,2201.14,1528.0,龜山分局,,桃園市龜山區桃園市龜山區長庚里4鄰樂學路560號(鴻築鴻典)
E22-03-086,工廠,樂善里,桃園市龜山區文工一路298巷25號2~5樓,"121.393990 ",B01B02,868.7,603.0,龜山分局,,桃園市龜山區文工一路298巷25號2~5樓
E22-03-087,工廠,樂善里,桃園市龜山區文信路288號,"121.393092 ",B01,31878.69,22137.0,龜山分局,,桃園市龜山區文信路288號
E22-03-088,私人住宅大樓,樂善里,桃園市龜山區文吉路146號(君邑-丘比特),"121.393092 ",B01B02B03B04,2041.16,1417.0,龜山分局,,桃園市龜山區文吉路146號(君邑-丘比特)
E22-03-089,私人住宅大樓,樂善里,桃園市龜山區文桃路476巷18號(頤昌璞岳),"121.392645 ",B01B02B03B04,1120.43,778.0,龜山分局,,桃園市龜山區文桃路476巷18號(頤昌璞岳)
E22-03-090,私人住宅大樓,樂善里,桃園市龜山區樂善二路818號(和州金剛),"121.392764 ",B01B02B03B04,2580.56,1792.0,龜山分局,,桃園市龜山區樂善二路818號(和州金剛)
E22-03-091,私人住宅大樓,樂善里,桃園市龜山區樂善三路97號13樓(興富發-華悅城),"121.382835 ",B01B02B03B04,6366.34,4421.0,龜山分局,,桃園市龜山區樂善三路97號13樓(興富發-華悅城)
E22-02-092,私人住宅大樓,樂善里,桃園市龜山區文禾路289號,"121.390301 ",B01B02B03,6429.38,4464.0,龜山分局,,桃園市龜山區文禾路289號
E22-02-093,私人住宅大樓,樂善里,桃園市龜山區文信路289號3樓,"121.390886 ",B01B02B03,287.26,199.0,龜山分局,,桃園市龜山區文信路289號3樓
E22-02-086,私人住宅大樓,長庚里,桃園市龜山區長慶三街65號三樓,"121.390846 ",B01B02B03B04,3671.2,2549.0,龜山分局,,桃園市龜山區長慶三街65號三樓
E22-02-094,透天,文青里,桃園市龜山區文青二路202號12樓,"121.383761 ",B01B02B03B04,3389.93,2354.0,龜山分局,,桃園市龜山區文青二路202號12樓
E22-02-095,私人住宅大樓,樂善里,桃園市龜山區樂學一路58號十五樓,"121.384174 ",B01B02B03B04,1539.55,1069.0,龜山分局,,桃園市龜山區樂學一路58號十五樓
E22-02-096,私人住宅大樓,樂善里,桃園市龜山區樂善二路525號4樓,"121.392424 ",B01,3182.37,2209.0,龜山分局,,桃園市龜山區樂善二路525號4樓
