類別,村里別,地址,緯經度,地下樓層數,可容納人數,轄管分局,備註,placemark_address
民宅,興寮里,基隆市安樂區基金一路112巷110弄15之11號,"25.14125, 121.7159",1.0,2004,第四分局,
民宅,興寮里,基隆市安樂區基金一路112巷110弄14之3號,"25.1413, 121.71587",3.0,951,第四分局,
民宅,興寮里,基隆市安樂區基金一路112巷110弄19之2號,"25.14073, 121.71586",2.0,1685,第四分局,,"民宅 興寮011 興寮里 基隆市安樂區基金一路112巷110弄19之2號 1685 第四分局"
民宅,興寮里,基隆市安樂區基金一路129巷26號,"25.13937, 121.71236",1.0,1588,第四分局,,"民宅 興寮012 興寮里 基隆市安樂區基金一路129巷26號 1588 第四分局"
民宅,興寮里,基隆市安樂區基金一路129巷15號,"25.13948, 121.7124",1.0,166,第四分局,
橘郡社區,鶯安里,基隆市安樂區麥金路161號,"25.12089, 121.72169",4.0,10366,第四分局,
果菜市場,鶯安里,基隆市安樂區麥金路127巷8之1號,"25.12033, 121.72116",1.0,2369,第四分局,
民宅,鶯安里,基隆市安樂區麥金路127巷135號,"25.11844, 121.71864",1.0,257,第四分局,,"民宅 鶯安003 鶯安里 基隆市安樂區麥金路127巷135號 257 第四分局"
城上城社區,鶯安里,基隆市安樂區麥金路297號,"25.12344, 121.72159",7.0,13258,第四分局,,"城上城社區 鶯安004 鶯安里 基隆市安樂區麥金路297號 13258 第四分局"
民宅,鶯歌里,基隆市安樂區安樂路二段181之5號,"25.1208, 121.72387",1.0,2869,第四分局,,"民宅 鶯歌001 鶯歌里 基隆市安樂區安樂路二段181之5號 2869 第四分局"
民宅,鶯歌里,基隆市安樂區麥金路240號,"25.12278, 121.72182",1.0,185,第四分局,
富景天下社區,鶯歌里,基隆市安樂區麥金路34號,"25.11617, 121.72685",2.0,4980,第四分局,
稅務局,鶯歌里,基隆市安樂區安樂路二段162號,"25.12103, 121.72332",2.0,983,第四分局,
民宅,鶯歌里,基隆市安樂區麥金路160號,"25.11896, 121.72375",1.0,185,第四分局,
轟動天下社區,鶯歌里,基隆市安樂區麥金路82號,"25.11692, 121.72609",2.0,1342,第四分局,
匯豐汽車,鶯歌里,基隆市安樂區麥金路146號,"25.1189, 121.72452",1.0,31,第四分局,
民宅,鶯歌里,基隆市安樂區麥金路236號,"25.12264, 121.72179",2.0,373,第四分局,
民宅,中崙里,基隆市安樂區基金二路3巷9號,"25.14338, 121.70211",1.0,656,第四分局,,"民宅 中崙021 中崙里 基隆市安樂區基金二路3巷9號 656 第四分局"
臻璽社區,中和里,基隆市中山區中和路83號,"24.99621, 121.48531",3.0,1094,第四分局,,"臻璽社區 中和006 中和里 基隆市中山區中和路83號 1094 第四分局"
夢悅城社區,德和里,基隆市中山區復興路245號,"25.14917, 121.72501",5.0,6140,第四分局,,"夢悅城社區 德和017 德和里 基隆市中山區復興路245號 6140 第四分局"
民宅,健民里,基隆市中山區健民街14巷11弄6之1號,"25.14242, 121.73625",1.0,122,第四分局,,"民宅 健民001 健民里 基隆市中山區健民街14巷11弄6之1號 122 第四分局"
民宅,樂一里,基隆市安樂區樂一路65號,"25.13019, 121.7346",1.0,837,第四分局,,"民宅 樂一002 樂一里 基隆市安樂區樂一路65號 837 第四分局"
