電腦編號,鄉鎮市區,村里別,地址,經緯度,地下樓層數,可容納人數,轄管分局
SS8791,三民區,正順里,高雄市三民區建昌路33號,"22.641078,120.320567","  2 ",545.0,三民二分局
SS8799,三民區,正興里,高雄市三民區正興路39號,"22.647112,120.323099","  3 ",1302.0,三民二分局
SS8799,三民區,正興里,高雄市三民區正興路163巷6號,"22.645292,120.322115","  2 ",2437.0,三民二分局
SS8804,三民區,灣華里,高雄市三民區建工路625號,"22.646709,120.319726","  2 ",3306.0,三民二分局
SS8808,三民區,灣興里,高雄市三民區民族一路235號,"22.648123,120.318941","  1 ",5353.0,三民二分局
SS8813,三民區,正興里,高雄市三民區興隆街82號,"22.65041,120.313678","  3 ",1913.0,三民二分局
SS8821,三民區,灣興里,高雄市三民區民族一路427號,"22.646989,120.317134","  2 ",6274.0,三民二分局
SS8832,三民區,安吉里,高雄市三民區延慶街121號,"22.65622,120.314873","  1 ",325.0,三民二分局
SS8844,三民區,灣華里,高雄市三民區建工路610號,"22.642446,120.317706","  3 ",1978.0,三民二分局
SS8836,三民區,灣華里,高雄市三民區建工路582號,"22.64077594,120.31565818056","  1 ",238.0,三民二分局
SS8846,三民區,正興里,高雄市三民區興隆街96號,"22.647068,120.316659","  2 ",893.0,三民二分局
SS8853,三民區,安吉里,高雄市三民區堯山街62號,"22.647048,120.316661","  2 ",1033.0,三民二分局
SS8857,三民區,寶中里,高雄市三民區大順二路199之1號,"22.641618,120.316548","  2 ",1013.0,三民二分局
SS8859,三民區,灣興里,高雄市三民區聯興路48號,"22.643068,120.325981","  2 ",841.0,三民二分局
SS8860,三民區,灣復里,高雄市三民區民族一路312巷30號,"22.657018,120.31415","  2 ",550.0,三民二分局
SS8862,三民區,灣興里,高雄市三民區聯興路157號,"22.650241,120.315927","  2 ",948.0,三民二分局
SS8867,三民區,灣中里,高雄市三民區灣中街259號,"22.659445,120.313821","  2 ",2282.0,三民二分局
SS8876,三民區,灣中里,高雄市三民區愛國路97號之1,"22.649332,120.318442","  1 ",772.0,三民二分局
SS8877,三民區,灣復里,高雄市三民區鼎華路222號,"22.65079399,120.319224867347","  3 ",1209.0,三民二分局
SS8880,三民區,灣中里,高雄市三民區建工路778號,"22.652341,120.316935","  2 ",2274.0,三民二分局
SS8882,三民區,安發里,高雄市三民區平等路121之3號,"22.648488,120.318665","  3 ",1713.0,三民二分局
SS8883,三民區,正興里,高雄市三民區民族一路186之2號,"22.641667,120.320702","  2 ",1464.0,三民二分局
SS8886,三民區,正興里,高雄市三民區建興路419巷3號,"22.646823,120.314943","  3 ",3511.0,三民二分局
SS8894,三民區,灣中里,高雄市三民區鼎山街575號,"22.647455,120.321095","  3 ",2407.0,三民二分局
SS8897,三民區,灣中里,高雄市三民區順昌街89號,"22.651185,120.317491","  2 ",364.0,三民二分局
SS8907,三民區,正興里,高雄市三民區建興路85號,"22.650912,120.318271","  3 ",592.0,三民二分局
SS8913,三民區,正順里,高雄市三民區華德街51號,"22.642513,120.328774","  3 ",1913.0,三民二分局
SS8920,三民區,灣中里,高雄市三民區莊敬路240號,"22.647535,120.322871","  2 ",273.0,三民二分局
SS8922,三民區,灣興里,高雄市三民區灣興街55巷19號,"22.651229,120.319047","  1 ",252.0,三民二分局
SS8928,三民區,正興里,高雄市三民區建興路51號,"22.650214,120.310757","  6 ",524.0,三民二分局
SS8946,三民區,正興里,高雄市三民區興昌街41號,"22.642049,120.330077","  2 ",468.0,三民二分局
SS8974,三民區,寶龍里,高雄市三民區華德街26號,"22.645415,120.318854","  2 ",327.0,三民二分局
SS8979,三民區,安發里,高雄市三民區九如一路815號,"22.64666,120.324089","  2 ",327.0,三民二分局
SS9017,三民區,鼎盛里,高雄市三民區鼎中路751巷41號,"22.639897135692657, 120.32043029731422","  1 ",40.0,三民二分局
SS8390,三民區,鼎盛里,高雄市三民區鼎中路751巷43號,"22.67414097905372, 120.32058686758198","  1 ",40.0,三民二分局
SS8391,三民區,鼎盛里,高雄市三民區鼎中路751巷45號,"22.642188,120.333063","  1 ",40.0,三民二分局
SS8392,三民區,鼎強里,高雄市三民區鼎強街221號,"22.66965467938066, 120.32350916758193","  1 ",284.0,三民二分局
SS8395,三民區,鼎強里,高雄市三民區鼎金後路495號,"22.672515479682794, 120.32233533874684","  1 ",1091.0,三民二分局
SS8412,三民區,鼎金里,高雄市三民區鼎金後路13號,"22.667106079296236, 120.3251510964172","  1 ",163.0,三民二分局
SS8423,三民區,鼎中里,高雄市三民區鼎力路39號,"22.666989,120.325112","  1 ",142.0,三民二分局
SS8424,三民區,鼎盛里,高雄市三民區鼎中路711巷18弄8號,"22.663118,120.32158","  1 ",628.0,三民二分局
SS8430,三民區,鼎泰里,高雄市三民區鼎和街11號,"22.666539580141094, 120.3189167675819","  1 ",887.0,三民二分局
SS8438,三民區,鼎力里,高雄市三民區民族一路900號,"22.666466,120.318959","  1 ",2460.0,三民二分局
SS8439,三民區,鼎力里,高雄市三民區鼎力路183號,"22.667529879535596, 120.3222276099115","  1 ",325.0,三民二分局
SS8440,三民區,鼎力里,高雄市三民區鼎強街270號,"22.6701636812127, 120.31814171748712","  1 ",390.0,三民二分局
SS8442,三民區,鼎泰里,高雄市三民區鼎泰街240號,"22.6660839794318, 120.31858199641695","  1 ",816.0,三民二分局
SS8571,三民區,鼎泰里,高雄市三民區明哲路42巷2號,"22.666184,120.318521","  3 ",3312.0,三民二分局
SS8463,三民區,鼎盛里,高雄市三民區大中一路386號,"22.66180095,120.312004834353","  1 ",421.0,三民二分局
SS8466,三民區,鼎西里,高雄市三民區鼎新路180號,"22.67978094,120.322392754446","  1 ",561.0,三民二分局
SS8575,三民區,鼎盛里,高雄市三民區鼎金後路532巷6號,"22.6654,120.323365","  1 ",476.0,三民二分局
SS8484,三民區,鼎力里,高雄市三民區鼎力路267巷2號,"22.673065,120.322931","  1 ",85.0,三民二分局
SS8594,三民區,鼎盛里,高雄市三民區鼎貴路31巷2弄11號,"22.668779,120.323353","  1 ",1596.0,三民二分局
SS8600,三民區,鼎泰里,高雄市三民區金山路427號,"22.672771,120.324421","  1 ",123.0,三民二分局
SS8611,三民區,鼎盛里,高雄市三民區鼎貴路7號,"22.672637,120.32625","  1 ",541.0,三民二分局
SS8615,三民區,鼎金里,高雄市三民區鼎新路229號,"22.66742,120.323395","  1 ",148.0,三民二分局
SS8527,三民區,鼎盛里,高雄市三民區大中一路235巷20號,"22.674104,120.320539","  1 ",1346.0,三民二分局
SS8626,三民區,鼎力里,高雄市三民區民族一路882號,"22.675768,120.323386","  2 ",381.0,三民二分局
SS8633,三民區,鼎盛里,高雄市三民區鼎中路751巷39號,"22.66868,120.317448","  1 ",40.0,三民二分局
SS8389,三民區,鼎西里,高雄市三民區鼎昌街88號,"22.674177,120.320622","  1 ",138.0,三民二分局
SS8547,三民區,鼎泰里,高雄市三民區明哲路33號B,"22.666156,120.322646","  4 ",4655.0,三民二分局
SS8551,三民區,鼎金里,高雄市三民區鼎金二巷8之12號,"22.66132709,120.312713067347","  1 ",759.0,三民二分局
SS8554,三民區,鼎強里,高雄市三民區鼎強街515巷10之1號,"22.671135479118245, 120.3271288252523","  1 ",901.0,三民二分局
SS8663,三民區,鼎金里,高雄市三民區鼎新路201號,"22.671106,120.327194","  1 ",85.0,三民二分局
SS8664,三民區,鼎泰里,高雄市三民區明吉路15號,"22.659949,120.315422","  2 ",1610.0,三民二分局
SS8681,三民區,鼎泰里,高雄市三民區鼎正街6號,"22.662337,120.313066","  1 ",1289.0,三民二分局
SS8685,三民區,鼎盛里,高雄市三民區鼎富路46號,"22.66307,120.316332","  1 ",1156.0,三民二分局
SS8575,三民區,鼎泰里,高雄市三民區明仁路68號,"22.6654,120.323365","  1 ",1014.0,三民二分局
SS8585,三民區,鼎盛里,高雄市三民區大中一路233號,"22.662777,120.313845","  2 ",1585.0,三民二分局
SS8594,三民區,鼎泰里,高雄市三民區明賢街77號,"22.668779,120.323353","  2 ",1963.0,三民二分局
SS8600,三民區,鼎強里,高雄市三民區鼎金後路420巷99號,"22.672771,120.324421","  1 ",1661.0,三民二分局
SS8611,三民區,鼎金里,高雄市三民區鼎新路199巷2號,"22.672637,120.32625","  2 ",1081.0,三民二分局
SS8615,三民區,鼎力里,高雄市三民區鼎信街19號,"22.66742,120.323395","  1 ",680.0,三民二分局
SS8624,三民區,鼎泰里,高雄市三民區明仁路18號,"22.668752,120.321538","  2 ",2934.0,三民二分局
SS8626,三民區,鼎中里,高雄市三民區鼎強街79巷15號,"22.675768,120.323386","  2 ",1320.0,三民二分局
SS8633,三民區,鼎泰里,高雄市三民區鼎泰街60號,"22.66868,120.317448","  2 ",1040.0,三民二分局
SS8634,三民區,鼎金里,高雄市三民區鼎新路201號,"22.6672250793048, 120.32361072525222","  2 ",890.0,三民二分局
SS8644,三民區,鼎泰里,高雄市三民區鼎泰街217號,"22.665918079653018, 120.31824516758181","  1 ",826.0,三民二分局
SS8727,三民區,鼎泰里,高雄市三民區民族一路465號,"22.665911,120.318207","  1 ",193.0,三民二分局
SS8729,三民區,鼎盛里,高雄市三民區鼎中路738號,"22.659958,120.315513","  1 ",1227.0,三民二分局
SS8663,三民區,鼎泰里,高雄市三民區明誠二路10號,"22.671106,120.327194","  2 ",2260.0,三民二分局
SS8664,三民區,鼎西里,高雄市三民區金鼎路138號,"22.659949,120.315422","  1 ",701.0,三民二分局
SS8739,三民區,鼎泰里,高雄市三民區民族一路702之1號,"22.663436,120.326911","  2 ",1468.0,三民二分局
SS8685,三民區,鼎泰里,高雄市三民區明賢街106號,"22.66307,120.316332","  2 ",3624.0,三民二分局
SS8688,三民區,鼎泰里,高雄市三民區金鼎路353號,"22.663497,120.313115","  1 ",18.0,三民二分局
SS8326,三民區,鼎力里,高雄市三民區天祥一路148號,"22.664915625008778, 120.31884022766108","  1 ",419.0,三民二分局
SS8755,三民區,鼎金里,高雄市三民區天祥一路68號,"22.667866,120.319014","  2 ",213.0,三民二分局
SS8758,三民區,鼎盛里,高雄市三民區鼎中路668號,"22.666915,120.32261","  2 ",1056.0,三民二分局
SS8712,三民區,鼎盛里,高雄市三民區鼎中路751巷37號,"22.673504,120.321803","  1 ",40.0,三民二分局
SS8388,三民區,鼎泰里,高雄市三民區民族一路543巷13號,"22.674195,120.32065","  2 ",932.0,三民二分局
SS8773,三民區,鼎泰里,高雄市三民區明福街9之2號,"22.666155,120.315966","  2 ",2336.0,三民二分局
SS8718,三民區,鼎盛里,高雄市三民區大中一路141號,"22.661603,120.313619","  1 ",1505.0,三民二分局
SS8723,三民區,鼎泰里,高雄市三民區民族一路812之1號,"22.664069,120.320284","  2 ",3129.0,三民二分局
SS8781,三民區,鼎西里,高雄市三民區金鼎路81號,"22.664345,120.321963","  1 ",3022.0,三民二分局
SS8783,三民區,鼎泰里,高雄市三民區鼎祥街71號,"22.663103,120.326721","  2 ",2313.0,三民二分局
SS8727,三民區,鼎泰里,高雄市三民區明仁路32之7號,"22.665911,120.318207","  1 ",265.0,三民二分局
SS8729,三民區,鼎盛里,高雄市三民區鼎中路710號,"22.659958,120.315513","  2 ",1089.0,三民二分局
SS8730,三民區,鼎盛里,高雄市三民區鼎中路751巷35號,"22.674979,120.322394","  1 ",40.0,三民二分局
SS8387,三民區,鼎西里,高雄市三民區鼎力路92號,"22.674222,120.320678","  2 ",260.0,三民二分局
SS8781,三民區,鼎泰里,高雄市三民區鼎瑞街78號,"22.664345,120.321963","  1 ",928.0,三民二分局
SS8740,三民區,鼎泰里,高雄市三民區鼎瑞街116號,"22.665322,120.31531","  2 ",1048.0,三民二分局
SS8741,三民區,鼎金里,高雄市三民區金鼎路180號,"22.664359879433025, 120.32532246758176","  1 ",492.0,三民二分局
SS8803,三民區,鼎泰里,高雄市三民區民族一路543巷27號,"22.664362,120.325278","  2 ",4116.0,三民二分局
SS8811,三民區,鼎金里,高雄市三民區鼎金後路36巷50弄5號,"22.66455,120.316067","  1 ",200.0,三民二分局
SS8812,三民區,鼎泰里,高雄市三民區河堤路512號,"22.659934,120.327108","  2 ",8569.0,三民二分局
SS8816,三民區,鼎泰里,高雄市三民區明福街56之1號,"22.665361,120.313826","  2 ",1182.0,三民二分局
SS8817,三民區,鼎泰里,高雄市三民區河堤路540號,"22.662192,120.312762","  2 ",3056.0,三民二分局
SS8794,三民區,鼎泰里,高雄市三民區河堤路502號,"22.664035,120.32408","  2 ",7874.0,三民二分局
SS8778,三民區,鼎泰里,高雄市三民區河堤路296號,"22.665016,120.313548","  4 ",3999.0,三民二分局
SS8824,三民區,鼎西里,高雄市三民區鼎力路90號,"22.661279,120.311801","  2 ",1130.0,三民二分局
SS8923,三民區,鼎西里,高雄市三民區鼎新路145號,"22.666069579642013, 120.32306950991143","  1 ",187.0,三民二分局
SS8783,三民區,鼎泰里,高雄市三民區明仁路23號,"22.663103,120.326721","  2 ",2571.0,三民二分局
SS8788,三民區,鼎金里,高雄市三民區鼎金一巷15號,"22.660848,120.313783","  1 ",1339.0,三民二分局
SS8789,三民區,鼎金里,高雄市三民區金鼎路66號,"22.660875,120.314792","  2 ",960.0,三民二分局
SS8792,三民區,鼎西里,高雄市三民區金陵街115號,"22.662894,120.32843","  2 ",406.0,三民二分局
SS8794,三民區,鼎泰里,高雄市三民區民族一路569之2號,"22.664035,120.32408","  2 ",1185.0,三民二分局
SS8795,三民區,鼎泰里,高雄市三民區民族一路521號,"22.667389,120.316637","  4 ",1054.0,三民二分局
SS8797,三民區,鼎泰里,高雄市三民區明誠二路96號,"22.665209,120.316169","  4 ",1978.0,三民二分局
SS8801,三民區,鼎泰里,高雄市三民區鼎和街43號,"22.660326,120.312847","  2 ",2506.0,三民二分局
SS8803,三民區,鼎泰里,高雄市三民區民族一路509號,"22.664362,120.325278","  3 ",1280.0,三民二分局
SS8811,三民區,鼎西里,高雄市三民區明誠一路186號,"22.66455,120.316067","  2 ",4373.0,三民二分局
SS8812,三民區,鼎力里,高雄市三民區鼎信街50號,"22.659934,120.327108","  2 ",1629.0,三民二分局
SS8887,三民區,鼎西里,高雄市三民區鼎新路65號,"22.662379,120.311895","  2 ",353.0,三民二分局
SS8888,三民區,鼎金里,高雄市三民區本館路600巷22號,"22.675108,120.323852","  1 ",650.0,三民二分局
SS8818,三民區,鼎盛里,高雄市三民區鼎中路672巷15號,"22.662299,120.323111","  1 ",841.0,三民二分局
SS8820,三民區,鼎盛里,高雄市三民區鼎富路51號,"22.673753,120.322123","  2 ",1510.0,三民二分局
SS8891,三民區,鼎泰里,高雄市三民區民族一路525號,"22.674433,120.323494","  2 ",1374.0,三民二分局
SS8827,三民區,鼎西里,高雄市三民區金鼎路122號,"22.665516,120.316258","  2 ",480.0,三民二分局
SS8830,三民區,鼎西里,高雄市三民區明誠一路388號,"22.66329,120.327284","  2 ",1251.0,三民二分局
SS8835,三民區,鼎金里,高雄市三民區鼎金中街29之1號,"22.660257,120.32334","  1 ",270.0,三民二分局
SS8839,三民區,鼎泰里,高雄市三民區明誠一路528號,"22.665748,120.325238","  2 ",1802.0,三民二分局
SS8840,三民區,鼎盛里,高雄市三民區鼎中路753之27號,"22.660412,120.320252","  2 ",1851.0,三民二分局
SS8843,三民區,鼎西里,高雄市三民區金鼎路66巷91號,"22.675073,120.322001","  1 ",482.0,三民二分局
SS8847,三民區,鼎金里,高雄市三民區天祥一路9號,"22.663564,120.32735","  1 ",640.0,三民二分局
SS8849,三民區,鼎西里,高雄市三民區鼎新路88號,"22.666263,120.324687","  2 ",2179.0,三民二分局
SS8855,三民區,鼎西里,高雄市三民區鼎昌街16號,"22.662932,120.323419","  2 ",511.0,三民二分局
SS8866,三民區,鼎西里,高雄市三民區明誠一路102號,"22.660025,120.329031","  2 ",3066.0,三民二分局
SS8866,三民區,鼎盛里,高雄市三民區鼎中路762巷25號,"22.660025,120.329031","  2 ",1052.0,三民二分局
SS8869,三民區,鼎盛里,高雄市三民區鼎金後路510之2號,"22.675045,120.323572","  1 ",1007.0,三民二分局
SS8870,三民區,鼎泰里,高雄市三民區河堤路316號,"22.672611,120.323132","  3 ",2401.0,三民二分局
SS8887,三民區,鼎盛里,高雄市三民區鼎中路762巷79號,"22.662379,120.311895","  2 ",1103.0,三民二分局
SS8888,三民區,鼎泰里,高雄市三民區民族一路647巷35號,"22.675108,120.323852","  1 ",180.0,三民二分局
SS8889,三民區,鼎力里,高雄市三民區民族一路900號,"22.661123,120.33489","  2 ",3753.0,三民二分局
SS8890,三民區,鼎金里,高雄市三民區鼎新路191號,"22.669276,120.316278","  1 ",202.0,三民二分局
SS8891,三民區,鼎西里,高雄市三民區鼎新路168號,"22.674433,120.323494","  1 ",22.0,三民二分局
SS8892,三民區,鼎泰里,高雄市三民區民族一路702之7號,"22.667033,120.323414","  3 ",2174.0,三民二分局
SS8893,三民區,鼎力里,高雄市三民區民族一路886巷52弄5號之1,"22.663333,120.3164","  1 ",147.0,三民二分局
SS8895,三民區,鼎西里,高雄市三民區鼎新路33號,"22.66825234,120.318591227203","  2 ",633.0,三民二分局
SS8902,三民區,鼎中里,高雄市三民區天祥一路125巷30號,"22.666596579603592, 120.32002830991149","  1 ",67.0,三民二分局
SS8386,三民區,鼎力里,高雄市三民區民族一路900號,"22.666588,120.32013","  1 ",260.0,三民二分局
SS8908,三民區,鼎西里,高雄市三民區鼎力路66號,"22.66387227869794, 120.32223346758182","  3 ",1106.0,三民二分局
SS8923,三民區,鼎泰里,高雄市三民區鼎泰里明仁路36號之1,"22.661339880538744, 120.31452003874661","  4 ",2128.0,三民二分局
SS8924,三民區,鼎金里,高雄市三民區天祥一路30號,"22.66110119,120.314276267347","  3 ",991.0,三民二分局
SS8926,三民區,鼎強里,高雄市三民區鼎金後路432號,"22.666739,120.323939","  2 ",1980.0,三民二分局
SS8929,三民區,鼎泰里,高雄市三民區裕誠路1號,"22.671261,120.324546","  1 ",1066.0,三民二分局
SS8933,三民區,鼎泰里,高雄市三民區天祥二路42號,"22.663454,120.315486","  3 ",2475.0,三民二分局
SS8938,三民區,鼎西里,高雄市三民區鼎力路176號,"22.668697,120.315928","  3 ",895.0,三民二分局
SS8940,三民區,鼎西里,高雄市三民區金鼎路227巷1號,"22.674327,120.322029","  1 ",25.0,三民二分局
SS8367,三民區,鼎中里,高雄市三民區天祥一路125巷28號,"22.664408,120.323785","  1 ",67.0,三民二分局
SS8385,三民區,鼎泰里,高雄市三民區民族一路547號,"22.666661,120.320142","  3 ",679.0,三民二分局
SS8943,三民區,鼎中里,高雄市三民區天祥一路99號,"22.666399,120.316453","  1 ",204.0,三民二分局
SS8355,三民區,鼎泰里,高雄市三民區民族一路826號,"22.666886,120.321369","  1 ",243.0,三民二分局
SS8366,三民區,鼎泰里,高雄市三民區河堤路598號,"22.666774,120.317025","  2 ",819.0,三民二分局
SS8948,三民區,鼎泰里,高雄市三民區鼎中路265號,"22.667071,120.315267","  1 ",706.0,三民二分局
SS8336,三民區,鼎西里,高雄市三民區鼎金中街42巷21號,"22.664724,120.319152","  2 ",490.0,三民二分局
SS8953,三民區,鼎泰里,高雄市三民區民族一路551號,"22.665666,120.324031","  3 ",1107.0,三民二分局
SS8954,三民區,鼎強里,高雄市三民區鼎強街429號,"22.666616,120.316471","  1 ",17.0,三民二分局
SS8333,三民區,鼎泰里,高雄市三民區民族一路567號,"22.670529,120.325264","  3 ",494.0,三民二分局
SS8956,三民區,鼎強里,高雄市三民區鼎強街425號,"22.667012,120.316573","  1 ",17.0,三民二分局
SS8331,三民區,鼎強里,高雄市三民區鼎強街427號,"22.670501,120.32519","  1 ",17.0,三民二分局
SS8332,三民區,鼎泰里,高雄市三民區鼎泰里民族一路854巷25號,"22.67052,120.325228","  2 ",500.0,三民二分局
SS8959,三民區,鼎強里,高雄市三民區鼎金後路110號,"22.667383,120.317809","  1 ",27.0,三民二分局
SS8330,三民區,鼎泰里,高雄市三民區民族一路639號,"22.670425,120.325124","  3 ",964.0,三民二分局
SS8961,三民區,鼎強里,高雄市三民區鼎金後路114號,"22.669312,120.316991","  1 ",17.0,三民二分局
SS8328,三民區,鼎強里,高雄市三民區鼎金後路112號,"22.6707305,120.324842040963","  1 ",17.0,三民二分局
SS8329,三民區,鼎盛里,高雄市三民區鼎盛里大中一路193巷1號,"22.670475,120.325121","  3 ",1178.0,三民二分局
SS8967,三民區,鼎泰里,高雄市三民區金鼎路355號,"22.675515,120.324505","  1 ",19.0,三民二分局
SS8327,三民區,鼎中里,高雄市三民區鼎中路176號,"22.664929,120.318794","  3 ",1526.0,三民二分局
SS8969,三民區,鼎中里,高雄市三民區金鼎路319號,"22.662378,120.319435","  3 ",532.0,三民二分局
SS9013,三民區,本和里,高雄市三民區本和里大享路5號,"22.664307,120.325398",1,13.0,三民二分局
SS8352,三民區,本館里,高雄市三民區本館里大豐一路49巷20號,"22.654591880478172, 120.33057980991127",1,43.0,三民二分局
SS8353,三民區,本館里,高雄市三民區本館里大豐一路49巷22號,"22.654571831096938, 120.330606477919",1,43.0,三民二分局
SS8354,三民區,寶珠里,高雄市三民區寶珠里正氣街18號,"22.654558,120.330569",1,583.0,三民二分局
SS8358,三民區,本館里,高雄市三民區本館里大豐一路286號,"22.646179,120.330905",1,699.0,三民二分局
SS8359,三民區,本館里,高雄市三民區本館里大豐一路340號,"22.65920346,120.329542460193",1,609.0,三民二分局
SS8360,三民區,本館里,高雄市三民區本館里昌裕街2巷31弄10號,"22.659510078071534, 120.33058840991134",1,134.0,三民二分局
SS8393,三民區,寶珠里,高雄市三民區寶珠里正氣街102號,"22.659524,120.330614",1,317.0,三民二分局
SS8393,三民區,本和里,高雄市三民區本和里大豐一路451巷22號,"22.64721,120.331376",1,23.0,三民二分局
SS8396,三民區,灣成里,高雄市三民區灣成里鼎山街375號,"22.658225,120.32661",1,126.0,三民二分局
SS8397,三民區,寶珠里,高雄市三民區寶珠里春陽街215號,"22.656588644271604, 120.32126495453541",2,171.0,三民二分局
SS8398,三民區,本和里,高雄市三民區本和里大裕路171號,"22.64674,120.331149",1,190.0,三民二分局
SS8415,三民區,本館里,高雄市三民區本館里大德街142號,"22.657114,120.328494",1,484.0,三民二分局
SS8425,三民區,寶珠里,高雄市三民區寶珠里正氣街27號,"22.656143,120.331776",2,682.0,三民二分局
SS8428,三民區,本館里,高雄市三民區本館里大豐一路296號,"22.646448,120.331098",2,802.0,三民二分局
SS8431,三民區,本和里,高雄市三民區本和里大裕路161號,"22.659213,120.32935",1,825.0,三民二分局
SS8441,三民區,灣子里,高雄市三民區灣子里大昌一路345號,"22.657042,120.328494",1,47.0,三民二分局
SS8445,三民區,灣子里,高雄市三民區灣子里和順街27號,"22.658237,120.318599",1,815.0,三民二分局
SS8456,三民區,灣子里,高雄市三民區灣子里民族一路560巷21號,"22.652556,120.316148",1,66.0,三民二分局
SS8481,三民區,寶珠里,高雄市三民區寶珠里建工路415之4號,"22.656797,120.317798",1,696.0,三民二分局
SS8483,三民區,灣子里,高雄市三民區灣子里日全街27號,"22.651577,120.328344",1,436.0,三民二分局
SS8485,三民區,本館里,高雄市三民區本館里大興街65號,"22.653068,120.317654",1,573.0,三民二分局
SS8489,三民區,本和里,高雄市三民區本和里大豐一路389號,"22.654779,120.329718",1,649.0,三民二分局
SS8494,三民區,灣子里,高雄市三民區灣子里大順二路973號,"22.658836,120.327946",1,185.0,三民二分局
SS8497,三民區,本館里,高雄市三民區本館里大興街124號,"22.65503,120.316095",1,586.0,三民二分局
SS8501,三民區,本文里,高雄市三民區本文里莊敬路66號,"22.655138,120.329058",1,166.0,三民二分局
SS8507,三民區,本館里,高雄市三民區本館里昌富街9號,"22.654997,120.322954",1,840.0,三民二分局
SS8508,三民區,本館里,高雄市三民區本館里大豐一路111之4號,"22.656637,120.331346",1,845.0,三民二分局
SS8519,三民區,本和里,高雄市三民區本和街大福街237號,"22.656165,120.330563",1,397.0,三民二分局
SS8522,三民區,本和里,高雄市三民區本和里大福街209巷9號,"22.658034,120.325989",1,1513.0,三民二分局
SS8532,三民區,本和里,高雄市三民區本和里大福街89之1號,"22.657427,120.3258",1,1043.0,三民二分局
SS8534,三民區,本館里,高雄市三民區本館里大豐一路125巷22號,"22.655798,120.326991",1,1250.0,三民二分局
SS8535,三民區,本館里,高雄市三民區本館里大豐一路109之15號,"22.656552,120.330161",1,80.0,三民二分局
SS8539,三民區,本文里,高雄市三民區本文里建工路462號,"22.655964,120.330224",1,420.0,三民二分局
SS8540,三民區,本館里,高雄市三民區本館里大興街88號,"22.651491,120.327194",1,679.0,三民二分局
SS8564,三民區,本和里,高雄市三民區本和里大德街119號,"22.655159,120.329802",1,111.0,三民二分局
SS8565,三民區,本和里,高雄市三民區本和里大享路46號,"22.655819,120.331951",1,661.0,三民二分局
SS8567,三民區,灣子里,高雄市三民區灣子里大昌一路327號,"22.657233,120.32762",1,1797.0,三民二分局
SS8568,三民區,灣子里,高雄市三民區灣子里民族一路560巷33號,"22.657896,120.319351",1,184.0,三民二分局
SS8570,三民區,灣愛里,高雄市三民區灣愛里鼎中路46號,"22.656987,120.317848",1,196.0,三民二分局
SS8572,三民區,灣子里,高雄市三民區灣子里鼎山街546巷8弄6號,"22.659503,120.319187",1,471.0,三民二分局
SS8578,三民區,寶珠里,高雄市三民區寶珠里正忠路232號,"22.65295975,120.317902715363",1,153.0,三民二分局
SS8581,三民區,本館里,高雄市三民區本館里大豐一路298號,"22.646356,120.330395",1,811.0,三民二分局
SS8595,三民區,本和里,高雄市三民區本和里大豐一路320號,"22.659213,120.329297",1,1035.0,三民二分局
SS8599,三民區,本和里,高雄市三民區本和里大享路136號,"22.659181,120.328258",1,1555.0,三民二分局
SS8602,三民區,本和里,高雄市三民區本和里大昌一路147號,"22.658681,120.327529",1,592.0,三民二分局
SS8603,三民區,灣成里,高雄市三民區灣成里鼎山街375號,"22.654119,120.325162",1,666.0,三民二分局
SS8605,三民區,本和里,高雄市三民區本和里大昌一路71號,"22.656129,120.321982",1,122.0,三民二分局
SS8610,三民區,本和里,高雄市三民區本和里大豐一路344號,"22.652774,120.327462",1,742.0,三民二分局
SS8616,三民區,本和里,高雄市三民區本和里大福街6號,"22.65918789,120.327683996183",1,583.0,三民二分局
SS8641,三民區,本館里,高雄市三民區本館里大豐一路333號,"22.65617,120.329528",1,377.0,三民二分局
SS8643,三民區,灣利里,高雄市三民區灣利里鼎山街306號,"22.658833,120.329569",1,61.0,三民二分局
SS8649,三民區,本文里,高雄市三民區本文里大昌一路221號,"22.65804119,120.321740496183",1,73.0,三民二分局
SS8658,三民區,寶珠里,高雄市三民區寶珠里大豐二路193號,"22.655657,120.323346",2,1540.0,三民二分局
SS8659,三民區,寶珠里,高雄市三民區寶珠里大昌二路419號,"22.646038,120.329724",2,903.0,三民二分局
SS8662,三民區,寶珠里,高雄市三民區寶珠里正忠路240號,"22.649632,120.331658",2,1269.0,三民二分局
SS8665,三民區,本和里,高雄市三民區本和里大福街144號,"22.64652072692985, 120.33030298746256",1,503.0,三民二分局
SS8667,三民區,本文里,高雄市三民區本文里立忠路36號,"22.65725,120.326471",1,2386.0,三民二分局
SS8670,三民區,本和里,高雄市三民區本和里大昌一路106巷1之1號,"22.653109,120.325204",1,1490.0,三民二分局
SS8671,三民區,灣愛里,高雄市三民區灣愛里鼎中路36號,"22.65408,120.326421",1,41.0,三民二分局
SS8673,三民區,灣成里,高雄市三民區灣成里鼎勇街35號,"22.65926,120.319156",1,1787.0,三民二分局
SS8674,三民區,寶珠里,高雄市三民區寶珠里正忠路313號,"22.657554,120.32367",1,503.0,三民二分局
SS8680,三民區,本館里,高雄市三民區本館里大豐一路37號,"22.64697,120.330028",1,2034.0,三民二分局
SS8683,三民區,本和里,高雄市三民區本和里大享路56號,"22.65396,120.331025",1,639.0,三民二分局
