類別,村里別,地址,緯經度,地下樓層數,可容納人數,轄管分局,備註
羅傑亞瑟王,碇安里,基隆市暖暖區源遠路279之3號,"25.0992332,121.7559956",B01,717,第三分局,
基督門徒訓練神學院,碇安里,基隆市暖暖區源遠路297巷100號,"25.1008237,121.7558207",B01,470,第三分局,
公寓,碇安里,基隆市暖暖區源遠路290之4號,"25.099221,121.7581346",B01,232,第三分局,
藝觀天廈,碇安里,基隆市暖暖區暖碇路199號,"25.0964121,121.7559558",B01,4085,第三分局,
白天鵝花園廣場,碇安里,基隆市暖暖區源遠路297巷91號,"25.1006577,121.7563899",B01,1685,第三分局,
芳堤名邸,碇安里,基隆市暖暖區源遠路292巷133號,"25.0982907,121.7581353",B01,2170,第三分局,
台北Online,碇安里,基隆市暖暖區源遠路277巷72號,"25.1005546,121.7557078",B01,1722,第三分局,
暖暖達麗,碇安里,基隆市暖暖區源遠路378號,"25.0994821,121.7590815",B01,1758,第三分局,
鎮海宮,碇安里,基隆市暖暖區暖碇路251號,"25.0988957,121.7548735",B01,190,第三分局,
橙品富鼎,碇安里,基隆市暖暖區暖碇路300號,"25.0975875,121.7570571",B01,246,第三分局,
世界貨櫃,碇和里,基隆市暖暖區源遠路124號,"25.0986877,121.7472354",B01,181,第三分局,
三禾倉儲,碇和里,基隆市暖暖區源遠路102巷2號,"25.098188,121.7447764",B01,128,第三分局,
碧嵐大地II,碇和里,基隆市暖暖區源遠路152巷3號,"25.0980261,121.7489447",B01,2268,第三分局,
皇家極品,碇和里,基隆市暖暖區源遠路152巷23至57號,"25.0974213,121.749261",B01,617,第三分局,
琦麗,碇和里,基隆市暖暖區源遠路152巷59弄1號,"25.0974017,121.7495634",B01,420,第三分局,
國產江山,碇和里,基隆市暖暖區源遠路165號,"25.0984085,121.7498722",B01,2842,第三分局,
基隆市立碇內國民中學-專科大樓,碇和里,基隆市暖暖區源遠路152巷75號,"25.0959177,121.7492129",B01,386,第三分局,
基隆市立碇內國民中學-教學大樓,碇和里,基隆市暖暖區源遠路152巷75號,"25.0961827,121.7494745",B01,160,第三分局,
林園,碇和里,基隆市暖暖區源遠路192號,"25.0983038,121.7505768",B01,259,第三分局,
琉璃圓-A棟,碇和里,基隆市暖暖區東碇路503號,"25.0954903,121.7506913",B01,1245,第三分局,
琉璃圓-C棟,碇和里,基隆市暖暖區東碇路533號,"25.0958225,121.7505791",B01,69,第三分局,
琉璃圓-B棟,碇和里,基隆市暖暖區東碇路535號,"25.0960694,121.7504144",B02,79,第三分局,
海光一村-甲社區,碇和里,基隆市暖暖區暖碇路38巷95號,"25.0967102,121.7502452",B01,5849,第三分局,
海光一村-乙社區,碇和里,基隆市暖暖區暖碇路38巷102號,"25.0964029,121.750567",B01,1196,第三分局,
高門大心,碇和里,基隆市暖暖區源遠路179之9號,"25.0990096,121.7506044",B01,1757,第三分局,
綠第,碇祥里,基隆市暖暖區碇內街110號之14,"25.0946164,121.7544427",B01,1257,第三分局,
幸福華城-A棟,碇祥里,基隆市暖暖區碇內街314號之6,"25.0894778,121.7526069",B01,536,第三分局,
幸福華城-K棟,碇祥里,基隆市暖暖區碇內街287號,"25.0896234,121.7528456",B01,3465,第三分局,
碧嵐皇家香榭,碇祥里,基隆市暖暖區東碇路366號,"25.095134,121.7494027",B01,350,第三分局,
幸福華城-M棟,碇祥里,基隆市暖暖區碇內街257號之6,"25.0899005,121.7530065",B01,2976,第三分局,
幸福華城-B棟,碇祥里,基隆市暖暖區碇內街342號,"25.0891888,121.7525613",B01,3606,第三分局,
碧嵐皇家桂冠座,碇祥里,基隆市暖暖區東碇路302號,"25.095147,121.7489468",B01,279,第三分局,
幸福華城-U棟,碇祥里,基隆市暖暖區碇內街222號之10,"25.0909596,121.7528966",B01,5299,第三分局,
幸福華城-XY棟,碇祥里,基隆市暖暖區碇內街210號,"25.0907551,121.7533141",B01,481,第三分局,
羅傑天母,碇祥里,基隆市暖暖區東碇路358號之9,"25.0947956,121.7493368",B01,2143,第三分局,
皇族麗星,碇祥里,基隆市暖暖區碇內街31號,"25.0946518,121.7548224",B01,317,第三分局,
台北大鎮,碇祥里,基隆市暖暖區碇內街105之2號,"25.0917313,121.7544807",B01,5139,第三分局,
好吉市,碇祥里,基隆市暖暖區碇內街188之8號,"25.0920254,121.7542293",B01,1032,第三分局,
暖暖高中-活動中心,過港里,基隆市暖暖區暖中路112號,"25.108151,121.7377234",B01,132,第三分局,
公寓,過港里,基隆市暖暖區暖中路35之5號,"25.1056067,121.7392495",B01,83,第三分局,
璟園大廈,過港里,基隆市暖暖區過港路337號,"25.1081586,121.7349607",B01,181,第三分局,
碧園,過港里,基隆市暖暖區暖中路9號,"25.1048973,121.7397827",B01,185,第三分局,
嵐園公寓大廈,過港里,基隆市暖暖區過港路5號,"25.1038437,121.7401459",B01,257,第三分局,
公寓,過港里,基隆市暖暖區寧靜街60巷6號,"25.1043197,121.740658",B01,269,第三分局,
暖江國小-活動中心,過港里,基隆市暖暖區寧靜街3號,"25.1053761,121.7378684",B01,158,第三分局,
羅傑摩爾A區,過港里,基隆市暖暖區過港路10巷142號,"25.1055623,121.7423073",B01B02,3028,第三分局,
羅傑摩爾B區,過港里,基隆市暖暖區過港路10巷182號,"25.1057746,121.7432084",B01B02,2723,第三分局,
羅傑摩爾C區,過港里,基隆市暖暖區過港路10巷230號,"25.106168,121.7434659",B01,1251,第三分局,
公寓,過港里,基隆市暖暖區過港路216號,"25.1086361,121.7348746",B01,119,第三分局,
公寓,過港里,基隆市暖暖區過港路182號,"25.1077213,121.7358186",B01,44,第三分局,
暖江國小,過港里,基隆市暖暖區寧靜街3號,"25.1056066,121.7378518",B01,73,第三分局,
永念庭生命典藏館,過港里,基隆市暖暖區興隆街14之15號,"25.1056066,121.7378518",B01,531,第三分局,
彥緯,過港里,基隆市暖暖區過港路20號,"25.1040113,121.7402174",B01,135,第三分局,
公寓,實踐里,基隆市七堵區福一街20巷29號,"25.0802111,121.6958664",B01,91,第三分局,
五堵國小-博雅樓,實踐里,基隆市七堵區百一街25號,"25.0800311,121.6946782",B01,260,第三分局,
五堵國小-活動中心,實踐里,基隆市七堵區百一街25號,"25.079748,121.6945374",B01,170,第三分局,
龍城豪景,實踐里,基隆市七堵區福一街37號,"25.080927,121.6949633",B01B02,982,第三分局,
百福新象,實踐里,基隆市七堵區實踐路76號,"25.0812727,121.6941514",B01B02,1111,第三分局,
公寓,實踐里,基隆市七堵區福六街27號,"25.0823264,121.7002599",B01,1089,第三分局,
公寓,實踐里,基隆市七堵區百一街195號,"25.0812623,121.7002271",B01,150,第三分局,
公寓,實踐里,基隆市七堵區百二街26號,"25.0807018,121.6959981",B01,107,第三分局,
摩登雙星,實踐里,基隆市七堵區實踐路86號,"25.0817087,121.6943303",B01,745,第三分局,
五堵國小-活動中心,實踐里,基隆市七堵區百一街25號,"25.0797565,121.6946527",B01,156,第三分局,
五堵國小-活力樓,實踐里,基隆市七堵區百一街25號,"25.0798501,121.6939674",B01,252,第三分局,
首相一期,實踐里,基隆市七堵區百一街147號,"25.0805806,121.6979203",B01,376,第三分局,
首相二期,實踐里,基隆市七堵區百三街146號,"25.0817687,121.6988091",B01,287,第三分局,
公園京站,實踐里,基隆市七堵區百二街6之1號,"25.0807359,121.6954898",B01,338,第三分局,
青山艾美,實踐里,基隆市七堵區實踐路56號,"25.0807596,121.6938135",B01B02,431,第三分局,
里山鑽,長安里,基隆市七堵區長安街210巷26號,"25.0749147, 121.6943822",B01B02,821,第三分局,
礦工醫院,八堵里,基隆市暖暖區源遠路29之1號,"25.1079653,121.7332458",B01,518,第三分局,
