類別,電腦編號,里別,防空疏散避難設施地址,緯經度,可容納人數,轄管分局,備註
一般住宅,FNA01502,新莊里,新竹市東區新莊里11鄰關新路21號,"24.7848042,121.0178701",27974.0,第二分局,
一般住宅,FNA01503,豐功里,新竹市東區豐功里東美路89號,"24.8019054,121.0008978",1675.0,第二分局,
一般住宅,FNA01504,新莊里,新竹市東區新莊里關新路19巷2號,"24.784965,121.0172274",11978.0,第二分局,
一般住宅,FNA01505,東勢里,新竹市東區東勢里八德路233號,"24.8034292,120.9857052",22136.0,第二分局,
一般住宅,FNA01506,中正里,新竹市東區中正里3鄰中正路96巷24號,"24.8057588,120.9704688",319.0,第二分局,
一般住宅,FNA01507,中正里,新竹市東區中正里3鄰中正路96巷1號,"24.8060685,120.9705404",552.0,第二分局,
公有建築物,FNA01508,科園里,新竹市東區科園里科學園路171號,"24.7820058,121.0118819",2355.0,第二分局,
公有建築物,FNA01509,科園里,新竹市東區科園里26鄰湖濱二路28號,"24.7777591,121.0134649",1583.0,第二分局,
供公眾使用建築物,FNA01510,光復里,新竹市東區光復里光復路二段690號,"24.8000704,120.9907507",2694.0,第二分局,
一般住宅,FNA01511,科園里,新竹市東區科園里工業三路3號,"24.7823005,121.0062859",8337.0,第二分局,
一般住宅,FNA01512,錦華里,新竹市東區錦華里6鄰錦華街49號,"24.8106396,120.9714788",2917.0,第二分局,
一般住宅,FNA01513,新莊里,新竹市東區新莊里12鄰光復路一段360號,"24.7836404,121.0164562",9817.0,第二分局,
一般住宅,FNA01514,光復里,新竹市東區光復里新光路42巷5號,"24.8026353,120.9892677",2025.0,第二分局,
一般住宅,FNA01515,新莊里,新竹市東區新莊里21鄰新莊街185巷80號,"24.78837,121.0174243",4417.0,第二分局,
一般住宅,FNA01516,新莊里,新竹市東區新莊里6鄰關新西街192號,"24.7887217,121.0196654",2674.0,第二分局,
一般住宅,FNA01517,豐功里,新竹市東區豐功里公道五路二段315號,"24.8026199,120.9976321",25100.0,第二分局,
一般住宅,FNA01518,復興里,新竹市東區復興里15鄰中華路一段384巷2弄2號之1,"24.8127539,120.9855656",3568.0,第二分局,
公有建築物,FNA01519,公園里,新竹市東區公園里公園路356號之1,"24.8002584,120.9755643",454.0,第二分局,
供公眾使用建築物,FNA01520,文華里,新竹市東區文華里北大路52號,"24.8126514,120.9723996",298.0,第二分局,
公有建築物,FNA01521,關東里,新竹市東區關東里關東路53號,"24.7840474,121.0222036",1950.0,第二分局,
一般住宅,FNA01522,仙宮里,新竹市東區仙宮里寶山路452巷2弄1號,"24.7843085,120.9904103",3155.0,第二分局,
一般住宅,FNA01523,光明里,新竹市東區光明里大學路214號,"24.789722,120.999443",235.0,第二分局,
公有建築物,FNA01524,金山里,新竹市東區金山里19鄰光復路一段89巷88-1號,"24.7802672,121.0241642",3302.0,第二分局,
一般住宅,FNA01525,埔頂里,新竹市東區埔頂里1鄰公道五路二段99號,"24.7982973,121.0065269",9854.0,第二分局,
一般住宅,FNA01526,文華里,新竹市東區文華里北大路21號,"24.8130333,120.9738851",778.0,第二分局,
一般住宅,FNA01527,新莊里,新竹市東區新莊里4鄰關新路181號,"24.7873136,121.0192924",5607.0,第二分局,
供公眾使用建築物,FNA01528,錦華里,新竹市東區錦華里北大路61號,"24.811149,120.9728262",1930.0,第二分局,
一般住宅,FNA01529,新莊里,新竹市東區新莊里6鄰關新東路356號,"24.7863345,121.0204662",6746.0,第二分局,
公有建築物,FNA01530,光明里,新竹市東區光明里光復路二段101號,"24.792968,120.9931349",3663.0,第二分局,
供公眾使用建築物,FNA01531,三民里,新竹市東區三民里18鄰民族路67巷1弄12號,"24.8068786,120.9744181",255.0,第二分局,
公有建築物,FNA01532,建華里,新竹市東區建華里1鄰學府路4號,"24.7943066,120.9780354",2149.0,第二分局,
一般住宅,FNA01533,埔頂里,新竹市東區埔頂里慈祥路80號,"24.7931511,121.0069957",3831.0,第二分局,
一般住宅,FNA01534,三民里,新竹市東區三民里民權路13號,"24.805619,120.976457",1523.0,第二分局,
一般住宅,FNA01535,龍山里,新竹市東區龍山里2鄰立鵬路81號,"24.7907149,121.0104265",7491.0,第二分局,
一般住宅,FNA01536,中正里,新竹市東區中正里3鄰府後街21號,"24.8054811,120.970482",860.0,第二分局,
一般住宅,FNA01537,埔頂里,新竹市東區埔頂里13鄰世傑路298號,"24.7920223,121.0099651",5563.0,第二分局,
一般住宅,FNA01538,東園里,新竹市東區東園里9鄰公園路226號,"24.80409,120.9807809",496.0,第二分局,
一般住宅,FNA01539,新莊里,新竹市東區新莊里6鄰關東路127號,"24.787021,121.020696",9413.0,第二分局,
一般住宅,FNA01540,新莊里,新竹市東區新莊里6鄰關新西路67號,"24.7880936,121.0191781",897.0,第二分局,
一般住宅,FNA01541,新莊里,新竹市東區新莊里關新路63巷1-1號,"24.786051,121.0186432",415.0,第二分局,
一般住宅,FNA01542,復中里,新竹市東區復中里7鄰中央路245巷58號,"24.8100689,120.976272",959.0,第二分局,
一般住宅,FNA01543,關東里,新竹市東區關東里16鄰關新東路1段178號,"24.7840133,121.0193428",11979.0,第二分局,
一般住宅,FNA01544,光復里,新竹市東區光復里11鄰忠孝路52號,"24.8017701,120.9907238",2356.0,第二分局,
一般住宅,FNA01545,埔頂里,新竹市東區埔頂里13鄰慈祥路70號,"24.7929564,121.0065698",2365.0,第二分局,
公有建築物,FNA01546,建功里,新竹市東區建功里1鄰金城一路75號,"24.7950894,121.0039042",35012.0,第二分局,
一般住宅,FNA01547,龍山里,新竹市東區龍山里6鄰龍山東路286號,"24.787326,121.014183",12064.0,第二分局,
供公眾使用建築物,FNA01548,錦華里,新竹市東區錦華里3鄰北大路95號,"24.8108756,120.9704178",1491.0,第二分局,
一般住宅,FNA01549,新莊里,新竹市東區新莊里29鄰關新北路151號,"24.7866398,121.0192231",4057.0,第二分局,
一般住宅,FNA01550,關東里,新竹市東區關東里15鄰關新東路181號,"24.7843359,121.0193095",3852.0,第二分局,
一般住宅,FNA01551,錦華里,新竹市東區錦華里20鄰經國路一段479巷51號,"24.8137399,120.9750436",2315.0,第二分局,
一般住宅,FNA01552,復興里,新竹市東區復興里8鄰經國路一段379巷16號,"24.8139242,120.9791991",620.0,第二分局,
一般住宅,FNA01553,親仁里,新竹市東區親仁里15鄰文化街100號,"24.808885,120.969384",1114.0,第二分局,
一般住宅,FNA01554,東園里,新竹市東區東園里20鄰中華路一段289號,"24.810213,120.9855465",6346.0,第二分局,
公有建築物,FNA01555,三民里,新竹市東區三民里中華路二段270號,"24.8047755,120.9756282",1353.0,第二分局,
一般住宅,FNA01556,龍山里,新竹市東區龍山里11鄰埔頂路502號,"24.7924464,121.0167163",4202.0,第二分局,
一般住宅,FNA01557,新莊里,新竹市東區新莊里6鄰關新路216號,"24.8078488,120.9867121",3505.0,第二分局,
一般住宅,FNA01558,東園里,新竹市東區東園里15鄰鐵道路一段28巷93號,"24.8129739,120.9829081",13602.0,第二分局,
一般住宅,FNA01559,東園里,新竹市東區東園里11鄰中華路一段320號之2,"24.8118345,120.9878742",2769.0,第二分局,
一般住宅,FNA01560,關新里,新竹市東區關新里5鄰關新路65號,"24.786239,121.018851",5046.0,第二分局,
一般住宅,FNA01561,公園里,新竹市東區公園里7鄰公園路318號,"24.8018201,120.977194",2912.0,第二分局,
公有建築物,FNA01562,光明里,新竹市東區光明里大學路1001號,"24.7884305,120.9986143",1690.0,第二分局,
一般住宅,FNA01563,三民里,新竹市東區三民里9鄰中華路二段185號,"24.8062752,120.9789871",1979.0,第二分局,
公有建築物,FNA01564,光明里,新竹市東區光明里光復路二段101號,"24.792968,120.9931349",2873.0,第二分局,
一般住宅,FNA01565,光明里,新竹市東區光明里大學路16號,"24.7891059,121.0026823",7196.0,第二分局,
一般住宅,FNA01566,文華里,新竹市東區文華里2鄰北大路92巷59號,"24.8129356,120.9689685",1436.0,第二分局,
一般住宅,FNA01567,光復里,新竹市東區光復里11鄰忠孝路9-2號,"24.8007127,120.9898074",199.0,第二分局,
一般住宅,FNA01568,埔頂里,新竹市東區埔頂里22鄰慈雲路95號,"24.791913,121.0120058",4438.0,第二分局,
一般住宅,FNA01569,光復里,新竹市東區光復里11鄰忠孝路72巷1號,"24.8026527,120.9912213",4077.0,第二分局,
一般住宅,FNA01570,光復里,新竹市東區光復里11鄰忠孝路27巷25號,"24.8015488,120.9900821",1458.0,第二分局,
一般住宅,FNA01571,光復里,新竹市東區光復里10鄰水源街65號,"24.8009539,120.9914724",1104.0,第二分局,
一般住宅,FNA01572,埔頂里,新竹市東區埔頂里6鄰慈祥路99號,"24.794021,121.008919",382.0,第二分局,
一般住宅,FNA01573,榮光里,新竹市東區榮光里4鄰林森路18號,"24.8021098,120.9704184",4807.0,第二分局,
一般住宅,FNA01574,龍山里,新竹市東區龍山里5鄰慈雲路68號,"24.7899363,121.0117595",5111.0,第二分局,
一般住宅,FNA01575,東園里,新竹市東區東園里13鄰八德路19巷21號,"24.8067492,120.9832658",1678.0,第二分局,
一般住宅,FNA01576,東園里,新竹市東區東園里13鄰八德路29巷22號,"24.8057206,120.9824322",1645.0,第二分局,
一般住宅,FNA01577,埔頂里,新竹市東區埔頂里25鄰慈雲路118號,"24.7912671,121.0125144",5758.0,第二分局,
供公眾使用建築物,FNA01578,文華里,新竹市東區文華里民權路267號,"24.8131642,120.9704671",1936.0,第二分局,
公有建築物,FNA01579,龍山里,新竹市東區龍山里光復路一段512號,"24.7860605,121.011721",3375.0,第二分局,
一般住宅,FNA01580,東園里,新竹市東區東園里4鄰光復路二段808號,"24.8023674,120.9847245",1433.0,第二分局,
一般住宅,FNA01581,埔頂里,新竹市東區埔頂里6鄰世傑路99號,"24.7925345,121.0097283",3597.0,第二分局,
公有建築物,FNA01582,光明里,新竹市東區光明里光復路二段101號,"24.792968,120.9931349",2435.0,第二分局,
一般住宅,FNA01583,光復里,新竹市東區光復里7鄰公道五路三段1號,"24.8057334,120.9913996",9771.0,第二分局,
一般住宅,FNA01584,錦華里,新竹市東區錦華里15鄰錦華街36號,"24.8100485,120.9721516",1317.0,第二分局,
公有建築物,FNA01585,綠水里,新竹市東區綠水里7鄰光復路二段321號,"24.8004074,120.9883064",3145.0,第二分局,
供公眾使用建築物,FNA01586,錦華里,新竹市東區錦華里18鄰北大路61號,"24.811149,120.9728262",2000.0,第二分局,
公有建築物,FNA01587,綠水里,新竹市東區綠水里博愛路75號,"24.798352,120.9833302",1614.0,第二分局,
公有建築物,FNA01588,光明里,新竹市東區光明里大學路1001號,"24.7884305,120.9986143",4956.0,第二分局,
公有建築物,FNA01589,育賢里,新竹市東區育賢里民族路33號,"24.8046376,120.9721473",1858.0,第二分局,
一般住宅,FNA01590,龍山里,新竹市東區龍山里埔頂一路203號,"24.7914081,121.0173673",249.0,第二分局,
一般住宅,FNA01591,建功里,新竹市東區建功里金城一路52巷2號,"24.794984,121.0044591",18537.0,第二分局,
一般住宅,FNA01592,復興里,新竹市東區復興里7鄰自由路95巷18弄6號,"24.8131673,120.9794302",786.0,第二分局,
一般住宅,FNA01593,東園里,新竹市東區東園里13鄰八德路19巷51號,"24.8072772,120.9839934",4235.0,第二分局,
一般住宅,FNA01594,建功里,新竹市東區建功里12鄰金城三路119號,"24.7935147,121.0045326",5422.0,第二分局,
一般住宅,FNA01595,光復里,新竹市東區光復里12鄰新光路42巷29號,"24.8025314,120.9895978",574.0,第二分局,
一般住宅,FNA01596,仙水里,新竹市東區仙水里6鄰光復路一段335巷17弄15號,"24.7817911,121.0185466",405.0,第二分局,
一般住宅,FNA01597,關新里,新竹市東區關新里6鄰關新路45號,"24.7878314,121.0196648",3700.0,第二分局,
一般住宅,FNA01598,龍山里,新竹市東區龍山里11鄰埔頂一路252號,"24.7912717,121.0161357",3687.0,第二分局,
一般住宅,FNA01599,東山里,新竹市東區東山里11鄰學府路115號,"24.795183,120.9791221",421.0,第二分局,
供公眾使用建築物,FNA01600,育賢里,新竹市東區育賢里10鄰東門街102號,"24.8042518,120.9714364",1728.0,第二分局,
一般住宅,FNA01601,龍山里,新竹市東區龍山里5鄰慈雲路76號,"24.7900186,121.011776",4083.0,第二分局,
一般住宅,FNA01602,建功里,新竹市東區建功里7鄰金城一路125巷8號,"24.7967695,121.0049856",3415.0,第二分局,
一般住宅,FNA01603,光復里,新竹市東區光復里10鄰水源街71號,"24.8010853,120.9916147",1648.0,第二分局,
一般住宅,FNA01604,關新里,新竹市東區關新里關新路225號,"24.7868968,121.0186227",2240.0,第二分局,
一般住宅,FNA01605,立功里,新竹市東區立功里8鄰光復路二段194巷16號,"24.7944273,121.0016973",1992.0,第二分局,
一般住宅,FNA01606,復興里,新竹市東區復興里9鄰自由路97號地下一層,"24.8113515,120.981953",952.0,第二分局,
一般住宅,FNA01607,龍山里,新竹市東區龍山里18鄰龍山西路99號,"24.790984,121.0092833",3899.0,第二分局,
一般住宅,FNA01608,錦華里,新竹市東區錦華里18鄰北大路41號,"24.8125102,120.9721963",814.0,第二分局,
一般住宅,FNA01609,埔頂里,新竹市東區埔頂里17鄰埔頂一路103號地下三層,"24.7908012,121.0170733",7642.0,第二分局,
一般住宅,FNA01610,親仁里,新竹市東區親仁里2鄰文化街12號地下一層,"24.8048458,120.9710604",266.0,第二分局,
一般住宅,FNA01611,龍山里,新竹市東區龍山里18鄰龍山西路181巷23號地下一層,"24.7910786,121.0084683",304.0,第二分局,
一般住宅,FNA01612,關東里,新竹市東區關東里08鄰關新北路168號,"24.7866072,121.0181721",1998.0,第二分局,
一般住宅,FNA01613,金山里,新竹市東區金山里11鄰介壽路21號2樓之1,"24.7792698,121.0203078",5741.0,第二分局,
一般住宅,FNA01614,金山里,新竹市東區金山里3鄰金山18街23號,"24.777343,121.0250449",73.0,第二分局,
一般住宅,FNA01615,金山里,新竹市東區金山里15鄰金山北一街116號,"24.7769897,121.0244679",304.0,第二分局,
一般住宅,FNA01616,關東里,新竹市東區關東里22鄰關新一街6號,"24.7840573,121.0183976",318.0,第二分局,
一般住宅,FNA01617,東園里,新竹市東區東園里3鄰光復路二段876號,"24.8027681,120.9824266",426.0,第二分局,
公有建築物,FNA01618,綠水里,新竹市東區綠水里10鄰光復路二段321號,"24.8004074,120.9883064",7895.0,第二分局,
一般住宅,FNA01619,東勢里,新竹市東區東勢里4鄰東新路82號等678戶,"24.8072323,120.9871533",15045.0,第二分局,
一般住宅,FNA01620,埔頂里,新竹市東區埔頂里24鄰占梅路12號,"24.7915677,121.0133654",13906.0,第二分局,
一般住宅,FNA01621,綠水里,新竹市東區綠水里05鄰綠水路66號,"24.8008527,120.9839396",1835.0,第二分局,
一般住宅,FNA01622,東門里,新竹市東區東門里2鄰東前街43號,"24.8040032,120.9674676",458.0,第二分局,
供公眾使用建築物,FNA01623,建功里,新竹市東區建功里3鄰建功二路28號之地下第三層,"24.797372,121.0026069",6843.0,第二分局,
