電腦編號,座落,緯度,經度,地下樓層數,可容納人數,轄管分局,placemark_address
TQA0040,宜蘭縣蘇澳鎮龍德里自強路19號,24.6327074,121.8249609,1.0,50.0,蘇澳分局,宜蘭縣蘇澳鎮龍德里自強路19號
TQA0041,宜蘭縣蘇澳鎮龍德里自強路23號,24.6326506,121.8242029,1.0,199.0,蘇澳分局,宜蘭縣蘇澳鎮龍德里自強路23號
TQA0042,宜蘭縣蘇澳鎮永榮里大同路108號,24.6215957,121.8345477,1.0,262.0,蘇澳分局,宜蘭縣蘇澳鎮永榮里大同路108號
TQA0043,宜蘭縣蘇澳鎮隘丁里仁愛路14號,24.6109869,121.8356666,0.0,592.0,蘇澳分局,宜蘭縣蘇澳鎮隘丁里仁愛路14號
TQA0044,宜蘭縣蘇澳鎮永榮里新馬路2號,24.6181961,121.8324637,1.0,105.0,蘇澳分局,宜蘭縣蘇澳鎮永榮里新馬路2號
TQA0045,宜蘭縣蘇澳鎮龍德里福德路244號,24.6425531,121.8307153,1.0,167.0,蘇澳分局,宜蘭縣蘇澳鎮龍德里福德路244號
TQA0046,宜蘭縣蘇澳鎮龍德里福德路134號,24.6397131,121.8320861,1.0,310.0,蘇澳分局,宜蘭縣蘇澳鎮龍德里福德路134號
TQA0047,宜蘭縣蘇澳鎮龍德里德興七路14號,24.6352135,121.8286569,1.0,80.0,蘇澳分局,宜蘭縣蘇澳鎮龍德里德興七路14號
TQA0048,宜蘭縣蘇澳鎮龍德里德興一路45號,24.6242672,121.8208355,1.0,105.0,蘇澳分局,宜蘭縣蘇澳鎮龍德里德興一路45號
TQA0049,宜蘭縣蘇澳鎮龍德里德興一路17號,24.6290464,121.8250604,1.0,128.0,蘇澳分局,宜蘭縣蘇澳鎮龍德里德興一路17號
TQA0052,宜蘭縣蘇澳鎮隘丁里忠孝路166巷16號,24.6142247,121.8374795,1.0,291.0,蘇澳分局,宜蘭縣蘇澳鎮隘丁里忠孝路166巷16號
TQA0053,宜蘭縣蘇澳鎮隘丁里隘丁路12號,24.6180774,121.835055,1.0,505.0,蘇澳分局,宜蘭縣蘇澳鎮隘丁里隘丁路12號
TQA0055,宜蘭縣蘇澳鎮龍德里德興八路5號,24.6363949,121.8296087,1.0,189.0,蘇澳分局,宜蘭縣蘇澳鎮龍德里德興八路5號
TQA0056,宜蘭縣蘇澳鎮永榮里隘界路75號,24.6195226,121.8369349,1.0,24.0,蘇澳分局,宜蘭縣蘇澳鎮永榮里隘界路75號
TQA0057,宜蘭縣蘇澳鎮永榮里隘界路77號,24.6195166,121.8369677,1.0,24.0,蘇澳分局,宜蘭縣蘇澳鎮永榮里隘界路77號
TQA0058,宜蘭縣蘇澳鎮永榮里隘界路79號,24.6194993,121.8369962,1.0,25.0,蘇澳分局,宜蘭縣蘇澳鎮永榮里隘界路79號
TQA0065,宜蘭縣蘇澳鎮港邊里嶺腳路140號,24.6138855,121.8533741,1.0,162.0,蘇澳分局,宜蘭縣蘇澳鎮港邊里嶺腳路140號
TQA0075,宜蘭縣蘇澳鎮龍德里自強路15號,24.6326591,121.825971,1.0,58.0,蘇澳分局,宜蘭縣蘇澳鎮龍德里自強路15號
TQA0076,宜蘭縣蘇澳鎮龍德里德興三路5號,24.62653,121.8213528,1.0,187.0,蘇澳分局,宜蘭縣蘇澳鎮龍德里德興三路5號
TQA0082,宜蘭縣蘇澳鎮海山西路500號,24.6163015,121.8278465,1.0,153.0,蘇澳分局,宜蘭縣蘇澳鎮海山西路500號
TQA0066,宜蘭縣南澳鄉南澳村蘇花路二段181號,24.4641976,121.7985772,1.0,328.0,蘇澳分局,宜蘭縣南澳鄉南澳村蘇花路二段181號
TQA0067,宜蘭縣蘇澳鎮南強里南澳路93號,24.465348,121.803321,1.0,43.0,蘇澳分局,宜蘭縣蘇澳鎮南強里南澳路93號
TQA0071,宜蘭縣南澳鄉東岳村蘇花路3段101號,24.516755,121.829478,1.0,1011.0,蘇澳分局,宜蘭縣南澳鄉東岳村蘇花路3段101號
TQA0064,宜蘭縣蘇澳鎮南安里漁港路48號,24.5826306,121.8680141,1.0,121.0,蘇澳分局,宜蘭縣蘇澳鎮南安里漁港路48號
TQA0072,宜蘭縣蘇澳鎮南安里南安路74巷10號,24.583341,121.867563,1.0,56.0,蘇澳分局,宜蘭縣蘇澳鎮南安里南安路74巷10號
TQA0077,宜蘭縣蘇澳鎮南建里學府路122號,24.578909,121.8684428,2.0,3402.0,蘇澳分局,宜蘭縣蘇澳鎮南建里學府路122號
TQA0078,宜蘭縣蘇澳鎮南安里海邊路126號,24.5833868,121.8659277,1.0,911.0,蘇澳分局,宜蘭縣蘇澳鎮南安里海邊路126號
TQA0086,宜蘭縣蘇澳鎮南建里跨港路1號,24.5855361,121.8722738,1.0,151.0,蘇澳分局,宜蘭縣蘇澳鎮南建里跨港路1號
TMA0001,宜蘭縣宜蘭市大新里光復路4號,24.7549383,121.7573491,1.0,379.0,宜蘭分局,宜蘭縣宜蘭市大新里光復路4號
TMA0002,宜蘭縣宜蘭市新民里昇平街12巷6號,24.754844,121.75365,1.0,148.0,宜蘭分局,宜蘭縣宜蘭市新民里昇平街12巷6號
TMA0003,宜蘭縣宜蘭市新民里昇平街38號,24.755893,121.753555,1.0,190.0,宜蘭分局,宜蘭縣宜蘭市新民里昇平街38號
TMA0005,宜蘭縣宜蘭市新民里康樂路103號,24.7561602,121.7541948,1.0,1101.0,宜蘭分局,宜蘭縣宜蘭市新民里康樂路103號
TMA0006,宜蘭縣宜蘭市新民里光復路50號,24.7553737,121.7553875,1.0,521.0,宜蘭分局,宜蘭縣宜蘭市新民里光復路50號
TMA0010,宜蘭縣宜蘭市大新里光復路48號,24.755437,121.753156,1.0,815.0,宜蘭分局,宜蘭縣宜蘭市大新里光復路48號
TMA0011,宜蘭縣宜蘭市大新里和睦路93號,24.7575005,121.7575183,1.0,312.0,宜蘭分局,宜蘭縣宜蘭市大新里和睦路93號
TMA0012,宜蘭縣宜蘭市大新里和睦路107號,24.757768,121.7576273,1.0,582.0,宜蘭分局,宜蘭縣宜蘭市大新里和睦路107號
TMA0013,宜蘭縣宜蘭市民權里女中路二段309號,24.7458145,121.7543966,1.0,963.0,宜蘭分局,宜蘭縣宜蘭市民權里女中路二段309號
TMA0021,宜蘭縣宜蘭市神農里崇聖街2號,24.7531529,121.7540924,1.0,562.0,宜蘭分局,宜蘭縣宜蘭市神農里崇聖街2號
TMA0022,宜蘭縣宜蘭市民權里神農路二段76號,24.7517126,121.751249,1.0,139.0,宜蘭分局,宜蘭縣宜蘭市民權里神農路二段76號
TMA0023,宜蘭縣宜蘭市民權里11鄰中山路二段261號,24.7522009,121.7527533,1.0,402.0,宜蘭分局,宜蘭縣宜蘭市民權里11鄰中山路二段261號
TMA0024,宜蘭縣宜蘭市神農里自強新路95號,24.7456377,121.7576186,1.0,2370.0,宜蘭分局,宜蘭縣宜蘭市神農里自強新路95號
TMA0033,宜蘭縣宜蘭市民權里中華路100號,24.7481598,121.7535212,1.0,185.0,宜蘭分局,宜蘭縣宜蘭市民權里中華路100號
TMA0034,宜蘭縣宜蘭市民權里中山路二段167號,24.7493397,121.7539883,1.0,340.0,宜蘭分局,宜蘭縣宜蘭市民權里中山路二段167號
TMA0035,宜蘭縣宜蘭市民權里中山路二段167號,24.7493397,121.7539883,1.0,872.0,宜蘭分局,宜蘭縣宜蘭市民權里中山路二段167號
TMA0036,宜蘭縣宜蘭市民權里中山路二段55號,24.7450829,121.7555575,1.0,1050.0,宜蘭分局,宜蘭縣宜蘭市民權里中山路二段55號
TMA0040,宜蘭縣宜蘭市神農里復興路66號,24.7499707,121.7544355,1.0,100.0,宜蘭分局,宜蘭縣宜蘭市神農里復興路66號
TMA0042,宜蘭縣宜蘭市大新里新民路75號,24.7568157,121.7565307,1.0,302.0,宜蘭分局,宜蘭縣宜蘭市大新里新民路75號
TMA0043,宜蘭縣宜蘭市大新里舊城東路50號,24.7577931,121.7566483,2.0,2750.0,宜蘭分局,宜蘭縣宜蘭市大新里舊城東路50號
TMA0044,宜蘭縣宜蘭市民權里中華路146號,24.7491154,121.7531048,1.0,505.0,宜蘭分局,宜蘭縣宜蘭市民權里中華路146號
TMA0046,宜蘭縣宜蘭市民權里中山路二段261號,24.7522009,121.7527533,1.0,170.0,宜蘭分局,宜蘭縣宜蘭市民權里中山路二段261號
TMA0048,宜蘭縣宜蘭市民權里農權路90號,24.747787,121.7539603,1.0,805.0,宜蘭分局,宜蘭縣宜蘭市民權里農權路90號
TMA0049,宜蘭縣宜蘭市民權里自強路18巷3-1號,24.7445593,121.7549796,1.0,160.0,宜蘭分局,宜蘭縣宜蘭市民權里自強路18巷3-1號
TMA0051,宜蘭縣宜蘭市神農里中山路二段482號,24.7533504,121.7527402,2.0,7265.0,宜蘭分局,宜蘭縣宜蘭市神農里中山路二段482號
TMA0053,宜蘭縣宜蘭市神農里中山路二段318號,24.7500576,121.753928,1.0,2076.0,宜蘭分局,宜蘭縣宜蘭市神農里中山路二段318號
TMA0055,宜蘭縣宜蘭市大新里光復路30號,24.755192,121.756501,1.0,268.0,宜蘭分局,宜蘭縣宜蘭市大新里光復路30號
TMA0056,宜蘭縣宜蘭市神農里中山路二段432號,24.7519859,121.7533884,1.0,487.0,宜蘭分局,宜蘭縣宜蘭市神農里中山路二段432號
TMA0057,宜蘭縣宜蘭市大新里宜興路一段366號,24.7577096,121.7589454,1.0,354.0,宜蘭分局,宜蘭縣宜蘭市大新里宜興路一段366號
TMA0059,宜蘭縣宜蘭市大新里新民路79號,24.7568175,121.756469,1.0,465.0,宜蘭分局,宜蘭縣宜蘭市大新里新民路79號
TMA0060,宜蘭縣宜蘭市中山里城隍街27號,24.7589821,121.7522188,1.0,110.0,宜蘭分局,宜蘭縣宜蘭市中山里城隍街27號
TMA0062,宜蘭縣宜蘭市西門里中山路三段217號,24.7610257,121.7533615,1.0,294.0,宜蘭分局,宜蘭縣宜蘭市西門里中山路三段217號
TMA0064,宜蘭縣宜蘭市中山里城隍路59號,24.7591166,121.7512179,1.0,101.0,宜蘭分局,宜蘭縣宜蘭市中山里城隍路59號
TMA0065,宜蘭縣宜蘭市西門里舊城西路111號,24.7602488,121.7502626,1.0,1752.0,宜蘭分局,宜蘭縣宜蘭市西門里舊城西路111號
TMA0066,宜蘭縣宜蘭市中山里城隍街52號,24.759383,121.7511253,1.0,245.0,宜蘭分局,宜蘭縣宜蘭市中山里城隍街52號
TMA0067,宜蘭縣宜蘭市中山里碧霞街42號,24.7601621,121.7514704,1.0,69.0,宜蘭分局,宜蘭縣宜蘭市中山里碧霞街42號
TMA0068,宜蘭縣宜蘭市中山里城隍街16號,24.759316,121.752078,1.0,138.0,宜蘭分局,宜蘭縣宜蘭市中山里城隍街16號
TMA0071,宜蘭縣宜蘭市慈安里慈安路41之7號,24.7596405,121.7626194,1.0,601.0,宜蘭分局,宜蘭縣宜蘭市慈安里慈安路41之7號
TMA0072,宜蘭縣宜蘭市慈安里林森路311巷2號,24.7607438,121.7620721,1.0,1109.0,宜蘭分局,宜蘭縣宜蘭市慈安里林森路311巷2號
TMA0076,宜蘭縣宜蘭市小東里新興路86號,24.7601756,121.7580102,1.0,804.0,宜蘭分局,宜蘭縣宜蘭市小東里新興路86號
TMA0077,宜蘭縣宜蘭市東門里聖後街118號,24.7588042,121.7555299,1.0,794.0,宜蘭分局,宜蘭縣宜蘭市東門里聖後街118號
TMA0078,宜蘭縣宜蘭市新民里新民路143號,24.7574326,121.7539962,1.0,73.0,宜蘭分局,宜蘭縣宜蘭市新民里新民路143號
TMA0079,宜蘭縣宜蘭市慈安里林森路203號,24.7576965,121.7607292,1.0,318.0,宜蘭分局,宜蘭縣宜蘭市慈安里林森路203號
TMA0080,宜蘭縣宜蘭市新民里中山路三段中央商場53之5號,24.7565948,121.7524009,1.0,136.0,宜蘭分局,宜蘭縣宜蘭市新民里中山路三段中央商場53之5號
TMA0081,宜蘭縣宜蘭市東門里力新路42號,24.7597584,121.7542996,1.0,283.0,宜蘭分局,宜蘭縣宜蘭市東門里力新路42號
TMA0082,宜蘭縣宜蘭市新民里崇聖街63-2號,24.756975,121.754778,2.0,1223.0,宜蘭分局,宜蘭縣宜蘭市新民里崇聖街63-2號
TMA0084,宜蘭縣宜蘭市慈安里林森路336巷37號,24.7598929,121.761785,1.0,3205.0,宜蘭分局,宜蘭縣宜蘭市慈安里林森路336巷37號
TMA0086,宜蘭縣宜蘭市東門里新民路108號,24.757275,121.755616,1.0,484.0,宜蘭分局,宜蘭縣宜蘭市東門里新民路108號
TMA0087,宜蘭縣宜蘭市新民里崇聖街53號,24.7565092,121.7549546,1.0,147.0,宜蘭分局,宜蘭縣宜蘭市新民里崇聖街53號
TMA0090,宜蘭縣宜蘭市東門里崇聖街83號,24.7582272,121.7556818,1.0,625.0,宜蘭分局,宜蘭縣宜蘭市東門里崇聖街83號
TMA0091,宜蘭縣宜蘭市東門里中山路三段128號,24.7582992,121.7529174,2.0,4350.0,宜蘭分局,宜蘭縣宜蘭市東門里中山路三段128號
TMA0092,宜蘭縣宜蘭市東門里中山路三段152號,24.7591086,121.753092,1.0,930.0,宜蘭分局,宜蘭縣宜蘭市東門里中山路三段152號
TMA0093,宜蘭縣宜蘭市小東里新興路20號,24.7589349,121.7586429,1.0,604.0,宜蘭分局,宜蘭縣宜蘭市小東里新興路20號
TMA0094,宜蘭縣宜蘭市小東里樹人路37號,24.7619228,121.7584437,1.0,1236.0,宜蘭分局,宜蘭縣宜蘭市小東里樹人路37號
TMA0095,宜蘭縣宜蘭市小東里小東路6之1號,24.7590405,121.7570268,1.0,1603.0,宜蘭分局,宜蘭縣宜蘭市小東里小東路6之1號
TMA0096,宜蘭縣宜蘭市神農里舊城南路1號,24.7544274,121.7536907,1.0,942.0,宜蘭分局,宜蘭縣宜蘭市神農里舊城南路1號
TMA0097,宜蘭縣宜蘭市民權里中山路二段31號,24.7445456,121.7557573,1.0,708.0,宜蘭分局,宜蘭縣宜蘭市民權里中山路二段31號
TMA0098,宜蘭縣宜蘭市民權里女中路二段287號,24.7459017,121.7547974,1.0,1076.0,宜蘭分局,宜蘭縣宜蘭市民權里女中路二段287號
TMA0099,宜蘭縣宜蘭市小東里樹人路50號,24.7619245,121.758679,2.0,5432.0,宜蘭分局,宜蘭縣宜蘭市小東里樹人路50號
TMA0100,宜蘭縣宜蘭市小東里光復路43號,24.7550259,121.7556833,1.0,1525.0,宜蘭分局,宜蘭縣宜蘭市小東里光復路43號
TMA0110,宜蘭縣宜蘭市大新里和睦路146號,24.7598483,121.7591403,1.0,765.0,宜蘭分局,宜蘭縣宜蘭市大新里和睦路146號
TMA0111,宜蘭縣宜蘭市小東里樹人路37號,24.7619228,121.7584437,1.0,1364.0,宜蘭分局,宜蘭縣宜蘭市小東里樹人路37號
TMA0113,宜蘭縣宜蘭市民權里中山路二段305號,24.7538649,121.7522621,1.0,548.0,宜蘭分局,宜蘭縣宜蘭市民權里中山路二段305號
TMA0114,宜蘭縣宜蘭市西門里同慶街95號,24.7616726,121.7507401,1.0,2696.0,宜蘭分局,宜蘭縣宜蘭市西門里同慶街95號
TMA0115,宜蘭縣宜蘭市思源里農權路101號,24.7498963,121.7395796,2.0,2322.0,宜蘭分局,宜蘭縣宜蘭市思源里農權路101號
TMA0116,宜蘭縣宜蘭市民權里弘志路26號,24.7461981,121.7531555,1.0,1252.0,宜蘭分局,宜蘭縣宜蘭市民權里弘志路26號
TMA0117,宜蘭縣宜蘭市東門里中山路三段112號,24.7579003,121.7528161,1.0,230.0,宜蘭分局,宜蘭縣宜蘭市東門里中山路三段112號
TMA0118,宜蘭縣宜蘭市神農里民權路一段65號,24.7525466,121.7538829,1.0,442.0,宜蘭分局,宜蘭縣宜蘭市神農里民權路一段65號
TMC0001,宜蘭縣宜蘭市北津里大坡路一段27號,24.7690774,121.7554639,1.0,842.0,宜蘭分局,宜蘭縣宜蘭市北津里大坡路一段27號
TMC0002,宜蘭縣宜蘭市梅洲里梅洲二路71號,24.7804761,121.734288,1.0,18.0,宜蘭分局,宜蘭縣宜蘭市梅洲里梅洲二路71號
TMC0004,宜蘭縣宜蘭市茭白里中山路五段151巷8號,24.7709876,121.7564647,1.0,3732.0,宜蘭分局,宜蘭縣宜蘭市茭白里中山路五段151巷8號
TMC0007,宜蘭縣宜蘭市北津里津梅路180巷1號,24.7674766,121.7503218,1.0,1074.0,宜蘭分局,宜蘭縣宜蘭市北津里津梅路180巷1號
TMC0009,宜蘭縣宜蘭市新生里中山路五段276號,24.774463,121.7583503,1.0,2140.0,宜蘭分局,宜蘭縣宜蘭市新生里中山路五段276號
TMC0010,宜蘭縣宜蘭市北津里津梅路58號,24.7674085,121.7533157,1.0,493.0,宜蘭分局,宜蘭縣宜蘭市北津里津梅路58號
TMC0011,宜蘭縣宜蘭市茭白里大坡路一段28號,24.769192,121.755797,1.0,840.0,宜蘭分局,宜蘭縣宜蘭市茭白里大坡路一段28號
TMC0012,宜蘭縣宜蘭市北津里大坡路一段31號,24.7692521,121.7552873,1.0,1972.0,宜蘭分局,宜蘭縣宜蘭市北津里大坡路一段31號
TMC0014,宜蘭縣宜蘭市梅洲里梅洲二路92號,24.7807186,121.7344129,1.0,144.0,宜蘭分局,宜蘭縣宜蘭市梅洲里梅洲二路92號
TMC0015,宜蘭縣宜蘭市梅洲里梅洲一路18-1號,24.7767311,121.7366388,1.0,242.0,宜蘭分局,宜蘭縣宜蘭市梅洲里梅洲一路18-1號
TMC0017,宜蘭縣宜蘭市梅洲里梅洲二路59號,24.7805108,121.735051,1.0,137.0,宜蘭分局,宜蘭縣宜蘭市梅洲里梅洲二路59號
TMC0018,宜蘭縣宜蘭市北津里大坡路一段121巷31號,24.7696154,121.7528883,1.0,3117.0,宜蘭分局,宜蘭縣宜蘭市北津里大坡路一段121巷31號
TMC0021,宜蘭縣宜蘭市梅洲里梅洲二路99號,24.7807708,121.7327962,1.0,26.0,宜蘭分局,宜蘭縣宜蘭市梅洲里梅洲二路99號
TMC0022,宜蘭縣宜蘭市梅洲里梅洲二路122號,24.7808952,121.7323256,1.0,81.0,宜蘭分局,宜蘭縣宜蘭市梅洲里梅洲二路122號
TMC0023,宜蘭縣宜蘭市梅洲里梅洲一路14-6號,24.7776619,121.7382904,1.0,54.0,宜蘭分局,宜蘭縣宜蘭市梅洲里梅洲一路14-6號
TMC0031,宜蘭縣宜蘭市北門里同興街119號,24.7632953,121.7537056,1.0,325.0,宜蘭分局,宜蘭縣宜蘭市北門里同興街119號
TMC0039,宜蘭縣宜蘭市北門里中山路三段257號,24.762344,121.7538519,3.0,2978.0,宜蘭分局,宜蘭縣宜蘭市北門里中山路三段257號
TMC0040,宜蘭縣宜蘭市孝廉里中山路三段290號,24.7624252,121.7541246,2.0,2282.0,宜蘭分局,宜蘭縣宜蘭市孝廉里中山路三段290號
TMC0041,宜蘭縣宜蘭市菜園里力行路106巷10號,24.7631486,121.7576752,1.0,771.0,宜蘭分局,宜蘭縣宜蘭市菜園里力行路106巷10號
TMC0045,宜蘭縣宜蘭市孝廉里舊城北路110號,24.7602412,121.7541617,1.0,180.0,宜蘭分局,宜蘭縣宜蘭市孝廉里舊城北路110號
TMC0046,宜蘭縣宜蘭市菜園里吉祥路126號,24.7609316,121.7560999,1.0,1069.0,宜蘭分局,宜蘭縣宜蘭市菜園里吉祥路126號
TMC0048,宜蘭縣宜蘭市孝廉里舊城北路30號,24.7592252,121.7559477,1.0,393.0,宜蘭分局,宜蘭縣宜蘭市孝廉里舊城北路30號
TMC0051,宜蘭縣宜蘭市菜園里吉祥路99號,24.7602653,121.7557102,1.0,28.0,宜蘭分局,宜蘭縣宜蘭市菜園里吉祥路99號
TMC0052,宜蘭縣宜蘭市孝廉里東後街2號,24.7604892,121.7538111,1.0,455.0,宜蘭分局,宜蘭縣宜蘭市孝廉里東後街2號
TMC0053,宜蘭縣宜蘭市孝廉里新興路175號,24.7620754,121.7553223,1.0,396.0,宜蘭分局,宜蘭縣宜蘭市孝廉里新興路175號
TMC0054,宜蘭縣宜蘭市孝廉里新興路216號,24.7625035,121.754722,1.0,565.0,宜蘭分局,宜蘭縣宜蘭市孝廉里新興路216號
TMC0060,宜蘭縣宜蘭市孝廉里力行路152號,24.7640667,121.7541406,1.0,759.0,宜蘭分局,宜蘭縣宜蘭市孝廉里力行路152號
TMC0061,宜蘭縣宜蘭市菜園里環河東路93號,24.7639372,121.7574291,1.0,208.0,宜蘭分局,宜蘭縣宜蘭市菜園里環河東路93號
TMC0062,宜蘭縣宜蘭市茭白里中山路五段123號,24.7698454,121.7564582,1.0,2318.0,宜蘭分局,宜蘭縣宜蘭市茭白里中山路五段123號
TMC0063,宜蘭縣宜蘭市菜園里吉祥路88巷1號,24.7597765,121.7557659,2.0,3804.0,宜蘭分局,宜蘭縣宜蘭市菜園里吉祥路88巷1號
TMC0064,宜蘭縣宜蘭市北門里新興路268號,24.7631028,121.7530085,1.0,1855.0,宜蘭分局,宜蘭縣宜蘭市北門里新興路268號
TMC0066,宜蘭縣宜蘭市菜園里4鄰幸福路50號,24.7603833,121.756201,1.0,31.0,宜蘭分局,宜蘭縣宜蘭市菜園里4鄰幸福路50號
TMC0068,宜蘭縣宜蘭市菜園里力行路106巷8號,24.7638761,121.7574967,1.0,1701.0,宜蘭分局,宜蘭縣宜蘭市菜園里力行路106巷8號
TMC0069,宜蘭縣宜蘭市新生里宜興路三段9號,24.7653834,121.7616059,1.0,3077.0,宜蘭分局,宜蘭縣宜蘭市新生里宜興路三段9號
TMC0070,宜蘭縣宜蘭市新生里大福路二段142巷5弄3號,24.767942,121.758042,2.0,4707.0,宜蘭分局,宜蘭縣宜蘭市新生里大福路二段142巷5弄3號
TMB0001,宜蘭縣宜蘭市思源里神農路1段1號,24.7462924,121.7475856,1.0,16972.0,宜蘭分局,宜蘭縣宜蘭市思源里神農路1段1號
TMB0002,宜蘭縣宜蘭市文化里復興路2段258號,24.7502451,121.7440239,2.0,567.0,宜蘭分局,宜蘭縣宜蘭市文化里復興路2段258號
TMB0003,宜蘭縣宜蘭市思源里神農路一段1號,24.7462924,121.7475856,1.0,3526.0,宜蘭分局,宜蘭縣宜蘭市思源里神農路一段1號
TMB0004,宜蘭縣宜蘭市文化里宜中路218號,24.7504321,121.743997,1.0,311.0,宜蘭分局,宜蘭縣宜蘭市文化里宜中路218號
TMB0005,宜蘭縣宜蘭市泰山里民權新路497號,24.7540346,121.7412051,1.0,1561.0,宜蘭分局,宜蘭縣宜蘭市泰山里民權新路497號
TMB0006,宜蘭縣宜蘭市民族里神農路二段55號,24.751922,121.751019,1.0,600.0,宜蘭分局,宜蘭縣宜蘭市民族里神農路二段55號
TMB0008,宜蘭縣宜蘭市復興里弘志路13號,24.7462721,121.752998,1.0,83.0,宜蘭分局,宜蘭縣宜蘭市復興里弘志路13號
TMB0010,宜蘭縣宜蘭市泰山里泰山路112巷2弄1號,24.7546385,121.7360522,1.0,327.0,宜蘭分局,宜蘭縣宜蘭市泰山里泰山路112巷2弄1號
TMB0011,宜蘭縣宜蘭市思源里女中路三段84號,24.7463455,121.740221,1.0,5667.0,宜蘭分局,宜蘭縣宜蘭市思源里女中路三段84號
TMB0014,宜蘭縣宜蘭市文化里軍民路5巷33號,24.7497576,121.7489098,1.0,148.0,宜蘭分局,宜蘭縣宜蘭市文化里軍民路5巷33號
TMB0017,宜蘭縣宜蘭市泰山里金六結路491號,24.7497663,121.7341129,1.0,1868.0,宜蘭分局,宜蘭縣宜蘭市泰山里金六結路491號
TMB0018,宜蘭縣宜蘭市文化里民族路328號,24.751231,121.7459271,1.0,893.0,宜蘭分局,宜蘭縣宜蘭市文化里民族路328號
TMB0019,宜蘭縣宜蘭市復興里女中路二段370號,24.745537,121.752763,1.0,393.0,宜蘭分局,宜蘭縣宜蘭市復興里女中路二段370號
TMB0020,宜蘭縣宜蘭市思源里4鄰宜中路79巷23號,24.7474986,121.7426214,1.0,2939.0,宜蘭分局,宜蘭縣宜蘭市思源里4鄰宜中路79巷23號
TMB0021,宜蘭縣宜蘭市思源里宜中路100號,24.7468745,121.7427908,1.0,1300.0,宜蘭分局,宜蘭縣宜蘭市思源里宜中路100號
TMB0024,宜蘭縣宜蘭市負郭里泰山路94號,24.75427,121.7441674,1.0,152.0,宜蘭分局,宜蘭縣宜蘭市負郭里泰山路94號
TMB0025,宜蘭縣宜蘭市思源里神農路一段1號,24.7462924,121.7475856,1.0,298.0,宜蘭分局,宜蘭縣宜蘭市思源里神農路一段1號
TMB0026,宜蘭縣宜蘭市民族里文化路79號,24.7510576,121.7484446,1.0,635.0,宜蘭分局,宜蘭縣宜蘭市民族里文化路79號
TMB0028,宜蘭縣宜蘭市思源里嵐峰路三段438號,24.746895,121.7338225,2.0,954.0,宜蘭分局,宜蘭縣宜蘭市思源里嵐峰路三段438號
TMB0029,宜蘭縣宜蘭市負郭里民權新路252號,24.7523599,121.7449705,1.0,2042.0,宜蘭分局,宜蘭縣宜蘭市負郭里民權新路252號
TMB0030,宜蘭縣宜蘭市文化里復興路二段49號,24.7486958,121.7484167,1.0,298.0,宜蘭分局,宜蘭縣宜蘭市文化里復興路二段49號
TMB0031,宜蘭縣宜蘭市泰山里建軍路16號,24.7524841,121.73637,1.0,861.0,宜蘭分局,宜蘭縣宜蘭市泰山里建軍路16號
TMB0032,宜蘭縣宜蘭市負郭里負郭路25巷30號,24.7525877,121.7458756,1.0,219.0,宜蘭分局,宜蘭縣宜蘭市負郭里負郭路25巷30號
TMB0033,宜蘭縣宜蘭市泰山里泰山路112巷12號,24.7531947,121.7403535,1.0,170.0,宜蘭分局,宜蘭縣宜蘭市泰山里泰山路112巷12號
TMB0037,宜蘭縣宜蘭市文化里復興路二段15巷13號,24.7484575,121.7494674,1.0,131.0,宜蘭分局,宜蘭縣宜蘭市文化里復興路二段15巷13號
TMB0038,宜蘭縣宜蘭市文化里復興路二段15巷1號,24.7482907,121.7494901,1.0,246.0,宜蘭分局,宜蘭縣宜蘭市文化里復興路二段15巷1號
TMB0039,宜蘭縣宜蘭市思源里民族路497號,24.7483438,121.7406142,1.0,282.0,宜蘭分局,宜蘭縣宜蘭市思源里民族路497號
TMB0040,宜蘭縣宜蘭市文化里民族路338號,24.7511193,121.7456327,1.0,1143.0,宜蘭分局,宜蘭縣宜蘭市文化里民族路338號
TMB0041,宜蘭縣宜蘭市思源里民族路499號,24.748239,121.740443,1.0,2581.0,宜蘭分局,宜蘭縣宜蘭市思源里民族路499號
TMB0042,宜蘭縣宜蘭市文化里復興路二段2-1號,24.7485598,121.7498358,1.0,206.0,宜蘭分局,宜蘭縣宜蘭市文化里復興路二段2-1號
TMB0046,宜蘭縣宜蘭市建軍里復興路3段92號,24.751525,121.739289,1.0,328.0,宜蘭分局,宜蘭縣宜蘭市建軍里復興路3段92號
TMB0047,宜蘭縣宜蘭市民族里民權新路184號,24.7520004,121.7468038,1.0,544.0,宜蘭分局,宜蘭縣宜蘭市民族里民權新路184號
TMB0048,宜蘭縣宜蘭市泰山里泰山路112巷4弄3號,24.7528018,121.7403255,1.0,190.0,宜蘭分局,宜蘭縣宜蘭市泰山里泰山路112巷4弄3號
TMB0049,宜蘭縣宜蘭市建軍里民族路427號,24.749292,121.743044,2.0,5041.0,宜蘭分局,宜蘭縣宜蘭市建軍里民族路427號
TMB0050,宜蘭縣宜蘭市七結里農權路3段77號,24.749636,121.740383,1.0,600.0,宜蘭分局,宜蘭縣宜蘭市七結里農權路3段77號
TMB0051,宜蘭縣宜蘭市文化里民權新路303號,24.7523416,121.7444391,1.0,527.0,宜蘭分局,宜蘭縣宜蘭市文化里民權新路303號
