建築物名稱,縣(市),鄉鎮市區,村里別,地址,"避難 樓層","防空避難 設備面積(平方公尺)",是否兼作停車空間,"容量 （自動計算）",轄管分局,緯經度,備註
民宅公寓,苗栗縣,苗栗市,玉苗里,苗栗縣苗栗市中山路687號,1.0,13,,14.0,苗栗分局,"24.556136047507298, 120.81810604008444",
民宅公寓,苗栗縣,苗栗市,玉苗里,苗栗縣苗栗市博愛街12號,1.0,68,,75.0,苗栗分局,"24.555092424808784, 120.81838353638152",
民宅公寓,苗栗縣,苗栗市,玉苗里,苗栗縣苗栗市中山路726巷2-1號,1.0,15,,16.0,苗栗分局,"24.556041581595803, 120.81734356892044",
民宅公寓,苗栗縣,苗栗市,玉苗里,苗栗縣苗栗市光復路198巷4號,1.0,34,,37.0,苗栗分局,"24.557050512468095, 120.81597646706895",
大同國小,苗栗縣,苗栗市,高苗里,苗栗縣苗栗市大同路80號,1.0,300,,333.0,苗栗分局,"24.554318508955426, 120.81517722474075",
苗栗市立圖書館,苗栗縣,苗栗市,高苗里,苗栗縣苗栗市大同路82號,1.0,108,,120.0,苗栗分局,"24.552644811691497, 120.81510992474064",
民宅公寓,苗栗縣,苗栗市,高苗里,苗栗縣苗栗市中山路991號,1.0,39,,43.0,苗栗分局,"24.55161495454622, 120.81416009590461",
民宅公寓,苗栗縣,苗栗市,高苗里,苗栗縣苗栗市中山路993號,1.0,49,,54.0,苗栗分局,"24.551757289599482, 120.81427602288915",
民宅公寓,苗栗縣,苗栗市,高苗里,苗栗縣苗栗市中山路995號,1.0,39,,43.0,苗栗分局,"24.551742889626464, 120.8141884824126",
民宅公寓,苗栗縣,苗栗市,高苗里,苗栗縣苗栗市中山路997號,1.0,40,,44.0,苗栗分局,"24.551496184055114, 120.81404493638132",
民宅公寓,苗栗縣,苗栗市,高苗里,苗栗縣苗栗市中山路999號,1.0,70,,77.0,苗栗分局,"24.551574389941234, 120.81413416706884",
苗栗國中,苗栗縣,苗栗市,高苗里,苗栗縣苗栗市木鐸山18號,1.0,39,,43.0,苗栗分局,"24.554254500184793, 120.8124990939359",
民宅公寓,苗栗縣,苗栗市,水源里,苗栗縣苗栗市中正路1401巷17號,1.0,23,,25.0,苗栗分局,"24.540737911801898, 120.81747318241209",
民宅公寓,苗栗縣,苗栗市,水源里,苗栗縣苗栗市中正路1401巷18號,1.0,18,,20.0,苗栗分局,"24.54077480899147, 120.81749032182647",
民宅公寓,苗栗縣,苗栗市,水源里,苗栗縣苗栗市中正路1401巷19號,1.0,23,,25.0,苗栗分局,"24.540737911801898, 120.81747318241209",
民宅公寓,苗栗縣,苗栗市,水源里,苗栗縣苗栗市中正路1401巷20號,1.0,12,,13.0,苗栗分局,"24.540855027657972, 120.81747318241209",
民宅公寓,苗栗縣,苗栗市,水源里,苗栗縣苗栗市中正路1337號,1.0,12,,13.0,苗栗分局,"24.542275171318835, 120.81709939405296",
民宅公寓,苗栗縣,苗栗市,水源里,苗栗縣苗栗市中正路1345號,1.0,22,,24.0,苗栗分局,"24.542041431161216, 120.81749020939662",
民宅公寓,苗栗縣,苗栗市,水源里,苗栗縣苗栗市中正路1357號,1.0,25,,27.0,苗栗分局,"24.541712050764097, 120.81718926706844",
民宅公寓,苗栗縣,苗栗市,水源里,苗栗縣苗栗市中正路1319巷19號,1.0,25,,27.0,苗栗分局,"24.542810606309285, 120.81793900939671",
民宅公寓,苗栗縣,苗栗市,恭敬里,苗栗縣苗栗市中正路1132號,1.0,62,,68.0,苗栗分局,"24.54655256632521, 120.81610066706865",
住宅大樓,苗栗縣,苗栗市,恭敬里,苗栗縣苗栗市中正路1170巷12號,1.0,156,,173.0,苗栗分局,"24.545897685629956, 120.8156366824124",
民宅公寓,苗栗縣,苗栗市,恭敬里,苗栗縣苗栗市中正路1212巷1-1號,1.0,19,,21.0,苗栗分局,"24.545021664809358, 120.8163938382327",
民宅公寓,苗栗縣,苗栗市,恭敬里,苗栗縣苗栗市中正路1054號,1.0,50,,55.0,苗栗分局,"24.548199364402503, 120.81595391124834",
民宅公寓,苗栗縣,苗栗市,恭敬里,苗栗縣苗栗市中正路1150號,1.0,36,,40.0,苗栗分局,"24.54621976294442, 120.81620103638126",
民宅公寓,苗栗縣,苗栗市,恭敬里,苗栗縣苗栗市中正路1146號,1.0,30,,33.0,苗栗分局,"24.5462601889468, 120.81622973823268",
住宅大樓,苗栗縣,苗栗市,恭敬里,苗栗縣苗栗市中正路1170巷3號,1.0,150,,166.0,苗栗分局,"24.54543000141771, 120.81560359590449",
住宅大樓,苗栗縣,苗栗市,恭敬里,苗栗縣苗栗市恭敬路161號,1.0,55,,61.0,苗栗分局,"24.546157374130765, 120.8150632112482",
民宅公寓,苗栗縣,苗栗市,恭敬里,苗栗縣苗栗市恭敬路151號,1.0,30,,33.0,苗栗分局,"24.546416499575322, 120.8149931247406",
住宅大樓,苗栗縣,苗栗市,恭敬里,苗栗縣苗栗市中正路1154號,1.0,680,,755.0,苗栗分局,"24.54611212609246, 120.8161655382327",
住宅大樓,苗栗縣,苗栗市,恭敬里,苗栗縣苗栗市中正路1102號,1.0,35,,38.0,苗栗分局,"24.547276783805202, 120.8161161400842",
民宅公寓,苗栗縣,苗栗市,恭敬里,苗栗縣苗栗市中正路1100號,1.0,35,,38.0,苗栗分局,"24.54734592035241, 120.81607172474045",
民宅公寓,苗栗縣,苗栗市,恭敬里,苗栗縣苗栗市中正路1218巷1號,1.0,73,,81.0,苗栗分局,"24.54504320214003, 120.81583283638125",
苗栗地方法院,苗栗縣,苗栗市,恭敬里,苗栗縣苗栗市中正路1149號,1.0,5500,v,3819.0,苗栗分局,"24.546530007131942, 120.81643405172501",
苗栗地方法院,苗栗縣,苗栗市,恭敬里,苗栗縣苗栗市中正路1149-8號,1.0,384,,426.0,苗栗分局,"24.54654952554784, 120.81647696706872",
苗栗地方法院,苗栗縣,苗栗市,恭敬里,苗栗縣苗栗市中正路1149-8號,1.0,499,,554.0,苗栗分局,"24.54654952554784, 120.81647696706872",
住宅大樓,苗栗縣,苗栗市,恭敬里,苗栗縣苗栗市中正路1096號,2.0,3238,v,2248.0,苗栗分局,"24.54751832989842, 120.81606206706863",
民宅公寓,苗栗縣,苗栗市,恭敬里,苗栗縣苗栗市國福路2號,1.0,131,,145.0,苗栗分局,"24.541687371664153, 120.8202189419469",
住宅大樓,苗栗縣,苗栗市,勝利里,苗栗縣苗栗市金陽街30號,1.0,132,,146.0,苗栗分局,"24.540910956959692, 120.819059746346",
住宅大樓,苗栗縣,苗栗市,勝利里,"苗栗縣苗栗市金陽街30號  ",1.0,812,,902.0,苗栗分局,"24.540910956959692, 120.819059746346",
苗栗家畜防治所,苗栗縣,苗栗市,勝利里,"苗栗縣苗栗市國福路10號 ",1.0,201,,223.0,苗栗分局,"24.54180223919429, 120.82050444840692",
民宅公寓,苗栗縣,苗栗市,勝利里,苗栗縣苗栗市龜山橋30之2號,1.0,131,,145.0,苗栗分局,"24.539441634398187, 120.81499776706835",
民宅公寓,苗栗縣,苗栗市,勝利里,苗栗縣苗栗市龜山橋31之1號,1.0,71,,78.0,苗栗分局,"24.539175793500018, 120.81495791124807",
民宅公寓,苗栗縣,苗栗市,勝利里,苗栗縣苗栗市中正路1474號,1.0,59,,65.0,苗栗分局,"24.539097032855036, 120.81634085172468",
中華電信,苗栗縣,苗栗市,勝利里,苗栗縣苗栗市愛國路1號,2.0,1395,,1550.0,苗栗分局,"24.539829531373396, 120.81794211124804",
民宅公寓,苗栗縣,苗栗市,勝利里,苗栗縣苗栗市金鳳街42號,1.0,1077,,1196.0,苗栗分局,"24.540322630376014, 120.81916658426367",
住宅大樓,苗栗縣,苗栗市,勝利里,苗栗縣苗栗市金龍街92號,1.0,1749,,1943.0,苗栗分局,"24.540698431215123, 120.81862330939661",
住宅大樓,苗栗縣,苗栗市,勝利里,苗栗縣苗栗市金朝街47號,1.0,1320,,1466.0,苗栗分局,"24.540208111168855, 120.81935829590428",
明慧居1大樓,苗栗縣,苗栗市,文山里,苗栗縣苗栗市自治路420號,1.0,"1616 ",v,1122.0,苗栗分局,"24.57005838345495, 120.8161483434436",
住宅大樓,苗栗縣,苗栗市,水源里,苗栗縣苗栗市恭敬路69號,1.0,326,v,226.0,苗栗分局,"24.548794772288957, 120.81520170939672",
龍淳富居大樓,苗栗縣,苗栗市,文山里,苗栗縣苗栗市自治路403號,2.0,2211,v,1535.0,苗栗分局,"24.569559656444717, 120.81560758234795",
長春化學,苗栗縣,苗栗市,福安里,苗栗縣苗栗市福安里福星246號,1.0,161,,178.0,苗栗分局,"24.59381098880328, 120.81977756707018",
明慧2居大樓,苗栗縣,苗栗市,文山里,苗栗縣苗栗市自治路426巷1號,1.0,1802,v,1251.0,苗栗分局,"24.570596367635066, 120.81631188181566",
明慧3居大樓,苗栗縣,苗栗市,北苗里,苗栗縣苗栗市北苗里40鄰文峯街12巷16號,1.0,442,v,306.0,苗栗分局,"24.567789642214926, 120.82044036245584",
福星國小,苗栗縣,苗栗市,福星里,苗栗縣苗栗市中華東街62號,1.0,1086,,1206.0,苗栗分局,"24.578549299132263, 120.82552916892121",
民宅公寓,苗栗縣,苗栗市,建功里,苗栗縣苗栗市府前路110號,1.0,201,,223.0,苗栗分局,"24.560848575315415, 120.81833858241293",
苗栗衛生所,苗栗縣,苗栗市,上苗里,苗栗縣苗栗市建民街28號,1.0,400,,444.0,苗栗分局,"24.56614730501146, 120.82490293638185",
苗栗縣農會,苗栗縣,苗栗市,中苗里,苗栗縣苗栗市中山路538號,1.0,4815,,5350.0,苗栗分局,"24.559050484719837, 120.81998886706913",
民宅公寓,苗栗縣,苗栗市,福星里,苗栗縣苗栗市中華東街396號,2.0,3737,v,2595.0,苗栗分局,"24.585591913984683, 120.82592420939804",
住宅大樓,苗栗縣,苗栗市,建功里,苗栗縣苗栗市縣府路106號,1.0,1233,,1370.0,苗栗分局,"24.565012591469596, 120.81941626706914",
苗栗縣政府,苗栗縣,苗栗市,建功里,苗栗縣苗栗市縣府路100號,2.0,6038,v,4193.0,苗栗分局,"24.565030618088667, 120.82077118241283",
民宅公寓,苗栗縣,苗栗市,北苗里,苗栗縣苗栗市國華路582號,1.0,1506,,1673.0,苗栗分局,"24.575397017505995, 120.81800432474151",
住宅大樓,苗栗縣,苗栗市,"建功里 ",苗栗縣苗栗市民族路934號之1,2.0,880,,977.0,苗栗分局,"24.564182324237613, 120.81583239405357",
郵政總局,苗栗縣,苗栗市,中苗里,苗栗縣苗栗市中正路532號,2.0,1573,,1747.0,苗栗分局,"24.558687393215777, 120.8207103498738",
苗栗醫院,苗栗縣,苗栗市,"嘉盛里 ",苗栗縣苗栗市為公路747號之30,1.0,978,,1086.0,苗栗分局,"24.575704817026338, 120.84098878056189",
苗栗醫院,苗栗縣,苗栗市,"嘉盛里 ",苗栗縣苗栗市為公路747號之30,1.0,4991,,5545.0,苗栗分局,"24.575665789268673, 120.8410746112493",
苗栗市公所,苗栗縣,苗栗市,北苗里,苗栗縣苗栗市中華路45號,2.0,2230,v,1548.0,苗栗分局,"24.571345510290836, 120.82432956706937",
國光客運站,苗栗縣,苗栗市,上苗里,苗栗縣苗栗市為公路8號,1.0,633,,703.0,苗栗分局,"24.56974734114374, 120.8229121959053",
民宅公寓,苗栗縣,苗栗市,中苗里,苗栗縣苗栗市中正路433巷6號,1.0,545,,605.0,苗栗分局,"24.560268999226775, 120.82293245357687",
住宅大樓,苗栗縣,苗栗市,北苗里,苗栗縣苗栗市自治路181巷26號,1.0,197,,218.0,苗栗分局,"24.566478862091742, 120.81758506892076",
民宅公寓,苗栗縣,苗栗市,建功里,苗栗縣苗栗市府前路99號,1.0,40,,44.0,苗栗分局,"24.56148173918295, 120.81930969590512",
民宅公寓,苗栗縣,苗栗市,"嘉盛里 ",苗栗縣苗栗市嘉盛街34號,1.0,27,,30.0,苗栗分局,"24.572887592732, 120.83176842474136",
民宅公寓,苗栗縣,苗栗市,建功里,苗栗縣苗栗市民族路66巷17弄7號,1.0,14,,15.0,苗栗分局,"24.563731851450616, 120.81936931124889",
民宅公寓,苗栗縣,苗栗市,北苗里,苗栗縣苗栗市自治路8號,1.0,17,,18.0,苗栗分局,"24.565561675085956, 120.82168935172554",
民宅公寓,苗栗縣,苗栗市,建功里,苗栗縣苗栗市莊敬街77巷17號,1.0,28,,31.0,苗栗分局,"24.56026219923794, 120.8199092400848",
民宅公寓,苗栗縣,苗栗市,建功里,苗栗縣苗栗市長春街26號,1.0,20,,22.0,苗栗分局,"24.561923838494423, 120.8211412670693",
民宅公寓,苗栗縣,苗栗市,建功里,苗栗縣苗栗市長春街30號,1.0,40,,44.0,苗栗分局,"24.56188888052044, 120.82118982474103",
民宅公寓,苗栗縣,苗栗市,建功里,苗栗縣苗栗市長春街26號,1.0,36,,40.0,苗栗分局,"24.561923838494423, 120.8211412670693",
民宅公寓,苗栗縣,苗栗市,建功里,苗栗縣苗栗市長春街24號,1.0,21,,23.0,苗栗分局,"24.561995570470483, 120.82108409590498",
民宅公寓,苗栗縣,苗栗市,建功里,苗栗縣苗栗市長春街22號,1.0,27,,30.0,苗栗分局,"24.56204021236753, 120.82097212288953",
民宅公寓,苗栗縣,苗栗市,建功里,苗栗縣苗栗市長春街12號,1.0,40,,44.0,苗栗分局,"24.562227170037772, 120.82063260754578",
民宅公寓,苗栗縣,苗栗市,建功里,苗栗縣苗栗市成功路6巷5號,1.0,40,,44.0,苗栗分局,"24.563142194528478, 120.8219696689207",
民宅公寓,苗栗縣,苗栗市,建功里,苗栗縣苗栗市莊敬街6巷1號,1.0,34,,37.0,苗栗分局,"24.561847580581617, 120.81989038241281",
民宅公寓,苗栗縣,苗栗市,建功里,苗栗縣苗栗市莊敬街8號,1.0,36,,40.0,苗栗分局,"24.56190752866597, 120.81985589590509",
民宅公寓,苗栗縣,苗栗市,建功里,苗栗縣苗栗市莊敬街10巷4號,1.0,48,,53.0,苗栗分局,"24.56186384482144, 120.81979945172549",
民宅公寓,苗栗縣,苗栗市,建功里,苗栗縣苗栗市莊敬街10巷26號,1.0,26,,28.0,苗栗分局,"24.561360765165155, 120.81942612474107",
民宅公寓,苗栗縣,苗栗市,建功里,苗栗縣苗栗市莊敬街10巷28號,1.0,26,,28.0,苗栗分局,"24.561369645860267, 120.81931565172539",
福苗診所,苗栗縣,苗栗市,建功里,苗栗縣苗栗市建功里7鄰180號,1.0,550,v,381.0,苗栗分局,"24.56141242598661, 120.81936402389795",
民宅公寓,苗栗縣,苗栗市,建功里,苗栗縣苗栗市莊敬街19號,1.0,33,,36.0,苗栗分局,"24.561734454872358, 120.82049128426428",
民宅公寓,苗栗縣,苗栗市,建功里,苗栗縣苗栗市莊敬街20號,1.0,133,,147.0,苗栗分局,"24.561661722811245, 120.82019081124882",
民宅公寓,苗栗縣,苗栗市,建功里,苗栗縣苗栗市莊敬街10巷24號,1.0,13,,14.0,苗栗分局,"24.561406981233507, 120.81936583453039",
民宅公寓,苗栗縣,苗栗市,建功里,苗栗縣苗栗市莊敬街29巷2號,1.0,28,,31.0,苗栗分局,"24.561407832853234, 120.8205163554283",
民宅公寓,苗栗縣,苗栗市,建功里,苗栗縣苗栗市莊敬街33號,1.0,34,,37.0,苗栗分局,"24.56140584578428, 120.82045256706918",
民宅公寓,苗栗縣,苗栗市,建功里,苗栗縣苗栗市府前路137號,1.0,50,,55.0,苗栗分局,"24.56079019837451, 120.81858979590503",
民宅公寓,苗栗縣,苗栗市,建功里,苗栗縣苗栗市莊敬街39號,1.0,278,,308.0,苗栗分局,"24.561189181555623, 120.82059814378752",
民宅公寓,苗栗縣,苗栗市,建功里,苗栗縣苗栗市莊敬街48號,1.0,46,,51.0,苗栗分局,"24.561247688033063, 120.81998562288949",
民宅公寓,苗栗縣,苗栗市,建功里,苗栗縣苗栗市莊敬街52號,1.0,207,,230.0,苗栗分局,"24.56105633984544, 120.82000958241288",
民宅公寓,苗栗縣,苗栗市,建功里,苗栗縣苗栗市莊敬街56號,1.0,242,,268.0,苗栗分局,"24.56096143999317, 120.81979913638172",
民宅公寓,苗栗縣,苗栗市,建功里,苗栗縣苗栗市莊敬街84號,1.0,96,,106.0,苗栗分局,"24.560418891992626, 120.81954875357677",
民宅公寓,苗栗縣,苗栗市,建功里,苗栗縣苗栗市莊敬街88號,1.0,96,,106.0,苗栗分局,"24.56030536656223, 120.81917806706906",
民宅公寓,苗栗縣,苗栗市,建功里,苗栗縣苗栗市莊敬街95號,1.0,29,,32.0,苗栗分局,"24.56009755050707, 120.81923005172536",
民宅公寓,苗栗縣,苗栗市,建功里,苗栗縣苗栗市精武街16號,1.0,73,,81.0,苗栗分局,"24.560883204995662, 120.81928901310023",
民宅公寓,苗栗縣,苗栗市,建功里,苗栗縣苗栗市精武街17巷2號,1.0,19,,21.0,苗栗分局,"24.560748040325468, 120.81898059775654",
民宅公寓,苗栗縣,苗栗市,建功里,苗栗縣苗栗市莊敬街136號,1.0,130,,144.0,苗栗分局,"24.559588967510624, 120.81816008056133",
民宅公寓,苗栗縣,苗栗市,建功里,苗栗縣苗栗市莊敬街138號,1.0,30,,33.0,苗栗分局,"24.559662442016137, 120.81815648241279",
民宅公寓,苗栗縣,苗栗市,建功里,苗栗縣苗栗市精武街17巷34號,1.0,28,,31.0,苗栗分局,"24.560884672546553, 120.81901029590499",
民宅公寓,苗栗縣,苗栗市,建功里,苗栗縣苗栗市精武街17巷42號,1.0,26,,28.0,苗栗分局,"24.5601321412846, 120.81816393823316",
民宅公寓,苗栗縣,苗栗市,建功里,苗栗縣苗栗市精武街17巷26號,1.0,21,,23.0,苗栗分局,"24.560339950223945, 120.8184081517254",
民宅公寓,苗栗縣,苗栗市,建功里,苗栗縣苗栗市精武街17巷31號,1.0,42,,46.0,苗栗分局,"24.55988133439875, 120.81854063823326",
民宅公寓,苗栗縣,苗栗市,建功里,苗栗縣苗栗市精武街17巷33號,1.0,30,,33.0,苗栗分局,"24.55998234877665, 120.81854258241279",
民宅公寓,苗栗縣,苗栗市,建功里,苗栗縣苗栗市精武街17巷32號,1.0,24,,26.0,苗栗分局,"24.560426005992408, 120.81848769775642",
民宅公寓,苗栗縣,苗栗市,建功里,苗栗縣苗栗市精武街17巷12號,1.0,22,,24.0,苗栗分局,"24.560571066210503, 120.81863105172555",
民宅公寓,苗栗縣,苗栗市,建功里,苗栗縣苗栗市精武街17巷24號,1.0,48,,53.0,苗栗分局,"24.560426998968374, 120.81848016706897",
民宅公寓,苗栗縣,苗栗市,建功里,苗栗縣苗栗市精武街17巷25號,1.0,21,,23.0,苗栗分局,"24.56019237384023, 120.81860023823315",
民宅公寓,苗栗縣,苗栗市,建功里,苗栗縣苗栗市精武街17巷28號,1.0,21,,23.0,苗栗分局,"24.560884672546553, 120.81891373638166",
民宅公寓,苗栗縣,苗栗市,建功里,苗栗縣苗栗市精武街17巷14號,1.0,29,,32.0,苗栗分局,"24.560535308126475, 120.81856133638169",
民宅公寓,苗栗縣,苗栗市,建功里,苗栗縣苗栗市精武街17巷16號,1.0,29,,32.0,苗栗分局,"24.560546140639875, 120.81855339405351",
民宅公寓,苗栗縣,苗栗市,建功里,苗栗縣苗栗市精武街17巷18號,1.0,24,,26.0,苗栗分局,"24.560508540698507, 120.81859019590495",
民宅公寓,苗栗縣,苗栗市,建功里,苗栗縣苗栗市精武街17巷20號,1.0,24,,26.0,苗栗分局,"24.56048624073318, 120.818554767069",
民宅公寓,苗栗縣,苗栗市,建功里,苗栗縣苗栗市精武街17巷23號,1.0,21,,23.0,苗栗分局,"24.560177241214436, 120.81852716706892",
民宅公寓,苗栗縣,苗栗市,建功里,苗栗縣苗栗市精武街17巷8號,1.0,29,,32.0,苗栗分局,"24.560872376814153, 120.81888519960798",
民宅公寓,苗栗縣,苗栗市,建功里,苗栗縣苗栗市精武街10號,1.0,29,,32.0,苗栗分局,"24.56058680806222, 120.81861563638164",
民宅公寓,苗栗縣,苗栗市,建功里,苗栗縣苗栗市精武街17巷4號,1.0,29,,32.0,苗栗分局,"24.56071871473415, 120.81873958056136",
民宅公寓,苗栗縣,苗栗市,建功里,苗栗縣苗栗市精武街17巷6號,1.0,29,,32.0,苗栗分局,"24.560673840441158, 120.81870835172548",
民宅公寓,苗栗縣,苗栗市,建功里,苗栗縣苗栗市府前路135號,1.0,125,,138.0,苗栗分局,"24.560735473124385, 120.81854837798622",
民宅公寓,苗栗縣,苗栗市,建功里,苗栗縣苗栗市府前路143號,1.0,46,,51.0,苗栗分局,"24.560656221474435, 120.81840338658841",
民宅公寓,苗栗縣,苗栗市,建功里,苗栗縣苗栗市府前路145號,1.0,138,,153.0,苗栗分局,"24.560596398691487, 120.81835601124882",
民宅公寓,苗栗縣,苗栗市,建功里,苗栗縣苗栗市府前路149號,1.0,26,,28.0,苗栗分局,"24.56038870830905, 120.81842856706909",
民宅公寓,苗栗縣,苗栗市,建功里,苗栗縣苗栗市府前路151號,1.0,29,,32.0,苗栗分局,"24.560465140766137, 120.81818226706919",
民宅公寓,苗栗縣,苗栗市,建功里,苗栗縣苗栗市府前路165號,1.0,33,,36.0,苗栗分局,"24.56024586664103, 120.81793110939728",
民宅公寓,苗栗縣,苗栗市,建功里,苗栗縣苗栗市成功路1號,1.0,45,,50.0,苗栗分局,"24.56352060440661, 120.8219370159008",
民宅公寓,苗栗縣,苗栗市,建功里,苗栗縣苗栗市成功路6號,1.0,53,,58.0,苗栗分局,"24.56344246319551, 120.82203128867965",
民宅公寓,苗栗縣,苗栗市,建功里,苗栗縣苗栗市成功路13號,1.0,166,,184.0,苗栗分局,"24.563476316761417, 120.82216501642081",
民宅公寓,苗栗縣,苗栗市,北苗里,苗栗縣苗栗市自治路82巷66號,1.0,44,,48.0,苗栗分局,"24.567642560328853, 120.81914624291574",
民宅公寓,苗栗縣,苗栗市,北苗里,苗栗縣苗栗市自治路82巷55號,1.0,24,,26.0,苗栗分局,"24.567461199495696, 120.81866516521784",
民宅公寓,苗栗縣,苗栗市,北苗里,苗栗縣苗栗市義民街1巷26-1號,1.0,49,,54.0,苗栗分局,"24.57203765770213, 120.82403593924154",
民宅公寓,苗栗縣,苗栗市,北苗里,苗栗縣苗栗市中華路76號,1.0,19,,21.0,苗栗分局,"24.57193703133028, 120.82475861301694",
民宅公寓,苗栗縣,苗栗市,北苗里,苗栗縣苗栗市中華路143號,1.0,18,,20.0,苗栗分局,"24.57391817690276, 120.82467308241328",
民宅公寓,苗栗縣,苗栗市,北苗里,苗栗縣苗栗市中華路60號,1.0,20,,22.0,苗栗分局,"24.57176655138662, 120.82484086706947",
民宅公寓,苗栗縣,苗栗市,北苗里,苗栗縣苗栗市義民街1巷3號,1.0,32,,35.0,苗栗分局,"24.572027900478282, 120.8240573969132",
民宅公寓,苗栗縣,苗栗市,北苗里,苗栗縣苗栗市中華路106號,1.0,20,,22.0,苗栗分局,"24.57289303575315, 120.82495168241329",
民宅公寓,苗栗縣,苗栗市,北苗里,苗栗縣苗栗市中華路141號,1.0,20,,22.0,苗栗分局,"24.573963548100377, 120.8245089517258",
民宅公寓,苗栗縣,苗栗市,北苗里,苗栗縣苗栗市中華路62號,1.0,20,,22.0,苗栗分局,"24.57178459410697, 120.82486192474128",
民宅公寓,苗栗縣,苗栗市,北苗里,苗栗縣苗栗市三東巷18號,1.0,26,,28.0,苗栗分局,"24.571232723994225, 120.82278108241316",
民宅公寓,苗栗縣,苗栗市,北苗里,苗栗市北苗里034鄰義民街16號,1.0,"20 ",,22.0,苗栗分局,"24.57218856527847, 120.8241292805617",
民宅公寓,苗栗縣,苗栗市,北苗里,苗栗縣苗栗市中華路52號,1.0,27,,30.0,苗栗分局,"24.571631924282645, 120.82477462474118",
民宅公寓,苗栗縣,苗栗市,北苗里,苗栗縣苗栗市為公路91巷10號,1.0,20,,22.0,苗栗分局,"24.57254207915395, 120.8248282670695",
民宅公寓,苗栗縣,苗栗市,北苗里,苗栗市北苗里034鄰中山北路69號,1.0,"200 ",,222.0,苗栗分局,"24.571761459993496, 120.82377908012344",
民宅公寓,苗栗縣,苗栗市,北苗里,苗栗縣苗栗市義民街2巷75號,1.0,21,,23.0,苗栗分局,"24.573242654101673, 120.82235485048533",
民宅公寓,苗栗縣,苗栗市,北苗里,苗栗市北苗里020鄰中山北路78號,1.0,"21 ",,23.0,苗栗分局,"24.57197932560295, 120.82409849942569",
民宅公寓,苗栗縣,苗栗市,北苗里,苗栗市北苗里34鄰中山北路69號,1.0,"21 ",,23.0,苗栗分局,"24.571995909024228, 120.82373348056174",
住宅大樓,苗栗縣,苗栗市,北苗里,苗栗縣苗栗市自治路567巷80之2號,1.0,292,,324.0,苗栗分局,"24.571810230351257, 120.81822121892094",
民宅公寓,苗栗縣,苗栗市,北苗里,苗栗縣苗栗市為公路91巷32號,1.0,21,,23.0,苗栗分局,"24.57248572204206, 120.82497033823357",
民宅公寓,苗栗縣,苗栗市,北苗里,苗栗縣苗栗市義民街3巷29號,1.0,21,,23.0,苗栗分局,"24.573860434425928, 120.82426470939771",
民宅公寓,苗栗縣,苗栗市,北苗里,苗栗縣苗栗市義民街3巷29號,1.0,21,,23.0,苗栗分局,"24.573860434425928, 120.82426470939771",
民宅公寓,苗栗縣,苗栗市,北苗里,苗栗縣苗栗市義民街3巷28號,1.0,21,,23.0,苗栗分局,"24.573924191079566, 120.8242846670695",
民宅公寓,苗栗縣,苗栗市,北苗里,苗栗縣苗栗市三東巷33號,1.0,59,,65.0,苗栗分局,"24.571644466982114, 120.82275388241308",
民宅公寓,苗栗縣,苗栗市,北苗里,苗栗縣苗栗市義民街3巷27號,1.0,20,,22.0,苗栗分局,"24.57445363307849, 120.82401432659287",
住宅大樓,苗栗縣,苗栗市,北苗里,苗栗縣苗栗市中華路83號,1.0,528,,586.0,苗栗分局,"24.572738236018374, 120.82453743823363",
民宅公寓,苗栗縣,苗栗市,北苗里,苗栗縣苗栗市中華路145號,1.0,28,,31.0,苗栗分局,"24.574026647982485, 120.8246490247414",
中油,苗栗縣,苗栗市,北苗里,苗栗縣苗栗市中華路50號,1.0,537,,596.0,苗栗分局,"24.57122265322443, 120.82468242288984",
民宅公寓,苗栗縣,苗栗市,北苗里,苗栗縣苗栗市北苗26號,1.0,968,,1075.0,苗栗分局,"24.57208671812902, 120.81958218128952",
民宅公寓,苗栗縣,苗栗市,北苗里,苗栗縣苗栗市站後南路30號,1.0,20,,22.0,苗栗分局,"24.56913911458713, 120.81992315172576",
民宅公寓,苗栗縣,苗栗市,北苗里,苗栗縣苗栗市自治路2巷26號,1.0,19,,21.0,苗栗分局,"24.56569919152826, 120.82207337970085",
民宅公寓,苗栗縣,苗栗市,北苗里,苗栗縣苗栗市英才路36號,1.0,50,,55.0,苗栗分局,"24.56688843343998, 120.82111798414032",
民宅公寓,苗栗縣,苗栗市,北苗里,苗栗縣苗栗市英才路62號,1.0,18,,20.0,苗栗分局,"24.56722833023229, 120.82132651310036",
民宅公寓,苗栗縣,苗栗市,北苗里,苗栗縣苗栗市8鄰自治路523號,1.0,35,,38.0,苗栗分局,"24.57147395275473, 120.81897718241314",
民宅公寓,苗栗縣,苗栗市,北苗里,苗栗縣苗栗市站後南路19巷6號,1.0,19,,21.0,苗栗分局,"24.568740185373073, 120.81999622288976",
民宅公寓,苗栗縣,苗栗市,北苗里,苗栗縣苗栗市北安街165號,1.0,29,,32.0,苗栗分局,"24.56520482224695, 120.8162549517256",
民宅公寓,苗栗縣,苗栗市,北苗里,苗栗縣苗栗市北安街29號,1.0,25,,27.0,苗栗分局,"24.56587350147446, 120.81461047077231",
民宅公寓,苗栗縣,苗栗市,北苗里,苗栗縣苗栗市北安街214號,1.0,43,,47.0,苗栗分局,"24.56593010140392, 120.817072182413",
