電腦編號,建築物名稱,地址,緯度,經度,避難樓層,容量,轄管分局,備註
EMA01366,公寓,桃園市桃園區福元里13鄰大業路一段250號,25.008278,121.3154937,B1、B2、B3,3643.0,桃園分局,
EMA01367,皇家花園,桃園市桃園區忠義里7鄰民富一街8號,25.004238,121.318848,B1、B2,1406.0,桃園分局,
EMA01379,布洛瓦城,桃園市桃園區大有里10鄰大有路426號,25.011197,121.3193789,B1,1656.0,桃園分局,
EMA01388,臺北榮民總醫院桃園分院,桃園市桃園區三元里8鄰成功路三段100號,25.003769,121.3254597,B1,750.0,桃園分局,
EMA01389,公寓,桃園市桃園區福元里5鄰民光東路151號,25.007558,121.3171713,B1,700.0,桃園分局,
EMA01390,公寓,桃園市桃園區青溪里10鄰鎮四街87號,25.000590,121.3152329,B1,622.0,桃園分局,
EMA01405,大有可觀,桃園市桃園區大業里14鄰民有十二街47號,25.010834,121.3140619,B1、B2、B3,3475.0,桃園分局,
EMA01406,輕井澤,桃園市桃園區大興里12鄰大業路一段323號,25.011413,121.312704,B1、B2,3758.0,桃園分局,
EMA01407,大有可觀,桃園市桃園區大有里11鄰民有十五街2號,25.010409,121.3214963,B1,2372.0,桃園分局,
EMA11417,公寓,桃園市桃園區忠義里8鄰福元街127號,25.005117,121.3184716,B1、B2,1805.0,桃園分局,
EMA11419,長昇里居,桃園市桃園區大有里10鄰民富十三街47號,25.012571,121.3193073,B1、B2,322.0,桃園分局,
EMA01433,臻星,桃園市桃園區大業里15鄰寶山街261號,25.011530,121.3143309,B1、B2、B3,5668.0,桃園分局,
EMA01442,桃園市桃園區大業國民小學,桃園市桃園區福元里3鄰大業路一段135號,25.006712,121.3160189,B1,529.0,桃園分局,
EMA01446,昇捷麗舍,桃園市桃園區大興里24鄰大業路一段426號,25.014928,121.3118233,B1、B2,698.0,桃園分局,
EMA01454,長昇采居,桃園市桃園區大有里8鄰大有路466號,25.012314,121.3189397,B1、B2、B3,4814.0,桃園分局,
EMA01455,中悅,桃園市桃園區青溪里32鄰三民路一段121號,25.000058,121.3197933,B1、B2、B3,4273.0,桃園分局,
EMA01461,桃園市政府養護工程處,桃園市桃園區青溪里15鄰三民路一段200號,25.000268,121.3201695,B1,916.0,桃園分局,
EMA01464,翫賞苑,桃園市桃園區三民里14鄰三民路一段140號,24.999323,121.3206131,B1、B2,1257.0,桃園分局,
EMA01465,樸玉,桃園市桃園區福元里14鄰大業路一段272號,25.008894,121.3152001,B1、B2、B3,674.0,桃園分局,
T97102,公寓,桃園市桃園區大業里4鄰大業路一段301巷6號,25.0091533,121.3137095,B1,102.0,桃園分局,
T97111,哲禮,桃園市桃園區大業里13鄰寶山街375號,25.010860,121.3122186,B1、B2,1720.0,桃園分局,
T97212,自強京都,桃園市桃園區成功里22鄰自強路77號,24.996761,121.3184901,B1,233.0,桃園分局,
T97214,公寓,桃園市桃園區三民里17鄰成功路二段181巷28號,24.995745,121.3201815,B1、B2,842.0,桃園分局,
T97222,公寓,桃園市桃園區朝陽里3鄰東興街31號,24.997470,121.3142339,B1、B2,517.0,桃園分局,
T97430,國家美學館,桃園市桃園區三民里17鄰成功路二段205號,24.995635,121.3209262,B1、B2,2801.0,桃園分局,
T97431,財政部北區國稅局桃園分局,桃園市桃園區忠義里14鄰三元街152號,25.003624,121.3212695,B1、B2、B3,4211.0,桃園分局,
T97433,公寓,桃園市桃園區成功里23鄰自強路31號,24.995627,121.3189661,B1,123.0,桃園分局,
T98105,昇捷逸品,桃園市桃園區大興里9鄰春日路848號,25.014774,121.30979,B1、B2,1495.0,桃園分局,
T98206,天母光點,桃園市桃園區寶民里10鄰民有五街102號,25.008784,121.317881,B1、B2,975.0,桃園分局,
T98207,公寓,桃園市桃園區成功里3鄰中山東路93號,24.996771,121.3163006,B1、B2、B3,2257.0,桃園分局,
T98418,聯邦銀行大業分行,桃園市桃園區大興里21鄰大業路一段388號,25.013755,121.3120935,B1,359.0,桃園分局,
T98422,天母之星,桃園市桃園區寶民里10鄰民有五街120號,25.009129,121.3177417,B1、B2,2772.0,桃園分局,
EMA00180,公寓,桃園市桃園區寶安里永安北路441號,25.017907,121.2925937,B1,229.0,桃園分局,
EMA00184,公寓,桃園市桃園區永安里中正三街188號,24.999240,121.3036548,B1,208.0,桃園分局,
EMA00186,富榮天下,桃園市桃園區永安里永康街57號,25.000272,121.304259,B1,1180.0,桃園分局,
EMA00188,富榮名人天下,桃園市桃園區永安里永光街133號,25.000436,121.3044879,B1,234.0,桃園分局,
EMA00191,亞曼尼社區,桃園市桃園區寶慶里大興西路二段198號,25.009825,121.2955399,B1、B2,238.0,桃園分局,
EMA00195,公寓,桃園市桃園區同德里中正路1025號,25.015011,121.2988173,B1、B2、B3,660.0,桃園分局,
EMA00203,企業勳章大廈,桃園市桃園區明德里中正路1215號,25.019791,121.2966023,B1,18.0,桃園分局,
EMA00204,公寓,桃園市桃園區西埔里永安路1306號,25.011466,121.2783505,B1,140.0,桃園分局,
EMA00214,公寓,桃園市桃園區中興里保定一街22號,24.996903,121.2994734,B1,668.0,桃園分局,
EMA00226,豪門貴族社區,桃園市桃園區明德里同德十二街179號,25.020519,121.2949698,B1,272.0,桃園分局,
EMA00743,公寓,桃園市桃園區長德里中正五街154號,25.006016,121.3022119,B1,381.0,桃園分局,
EMA01056,中正學府社區,桃園市桃園區瑞慶里敬二街22號,25.022360,121.2934897,B1,1555.0,桃園分局,
EMA01057,早安公園社區,桃園市桃園區瑞慶里中埔一街355號,25.01871,121.2931421,B1、B2,2092.0,桃園分局,
EMA01058,公寓,桃園市桃園區同德里南平路445號之1,25.016683,121.2951711,B1、B2,1304.0,桃園分局,
EMA01059,微堤花園,桃園市桃園區長德里中正路703號,25.007016,121.3031755,B1、B2、B3,752.0,桃園分局,
EMA01085,德源世代,桃園市桃園區長安里中正五街141號,25.005743,121.3022186,B1、B2,768.0,桃園分局,
EMA01101,大三元食堂,桃園市桃園區同德里中埔六街34巷1號,25.016593,121.2963209,B1,587.0,桃園分局,
EMA01102,富榮名園,桃園市桃園區寶慶里寶慶路152號,25.012755,121.2934587,B1、B2,1788.0,桃園分局,
EMA01103,羅丹映象社區,桃園市桃園區北埔里莊敬路二段66號,25.022972,121.2936989,B1、B2,1453.0,桃園分局,
EMA01116,寶佳名門社區,桃園市桃園區北埔里敬三街185號,25.021725,121.2899648,B1、B2,3337.0,桃園分局,
EMA01134,桃園市桃園區同德國民小學,桃園市桃園區同德里同德六街175號,25.014736,121.2958724,B1,370.0,桃園分局,
EMA01136,城品社區,桃園市桃園區南埔里大興西路二段225號,25.009091,121.2951753,B1、B2,1051.0,桃園分局,
EMA01138,電信機構,桃園市桃園區中埔里富國路218號,25.013752,121.2865307,B1、B2,649.0,桃園分局,
EMA01139,中華塑膠工業股份有限公司,桃園市桃園區中埔里永安路1015號,25.009244,121.2844167,B1,613.0,桃園分局,
EMA01146,建國國宅社區,桃園市桃園區中成里永安路385巷11號,25.000707,121.2986245,B1、B2,4246.0,桃園分局,
EMA01148,中國龍社區,桃園市桃園區中興里永安路223號,24.998269,121.3034572,B1、B2,254.0,桃園分局,
EMA01150,中國龍社區,桃園市桃園區寶慶里寶慶路282號,25.014741,121.2921882,B1,1276.0,桃園分局,
EMA01151,竹城賞社區,桃園市桃園區寶安里南平路452號,25.016991,121.2952964,B1、B2、B3,2401.0,桃園分局,
EMA01172,生活家社區,桃園市桃園區寶安里中埔一街339巷1號,25.017893,121.293573,B1、B2,3484.0,桃園分局,
EMA01173,中正晶華社區,桃園市桃園區北埔里莊二街95號,25.023629,121.2935513,B1,1068.0,桃園分局,
EMA01180," 公寓",桃園市桃園區寶慶里中埔二街121號,25.011861,121.2959075,B1、B2,277.0,桃園分局,
EMA01181,世界花園社區,桃園市桃園區中成里永安路401號,25.001601,121.2983359,B1、B2、B3,2626.0,桃園分局,
EMA01195,米羅花園社區,桃園市桃園區寶慶里中埔二街125號,25.012053,121.2958171,B1、B2,919.0,桃園分局,
EMA01197,金融機構,桃園市桃園區中寧里大興西路二段36號,25.011891,121.2988147,B1,1135.0,桃園分局,
EMA01321,世紀風華社區,桃園市桃園區瑞慶里莊敬路二段169號,25.021560,121.2907486,B1、B2、B3,3673.0,桃園分局,
EMA01331,竹城御賞社區,桃園市桃園區寶慶里大興西路二段122號,25.010761,121.2968689,B1、B2、B3,3674.0,桃園分局,
EMA01200,公寓,桃園市桃園區南埔里永順街115號,25.009080,121.2969624,B1,514.0,桃園分局,
EMA01202,漂亮社區,桃園市桃園區寶安里同德十街20巷1號,25.018601,121.2940713,B1、B2、B3,4972.0,桃園分局,
EMA01205,瑞昇全家福社區,桃園市桃園區慈文里慈光街101巷12號,25.006364,121.2987975,B1,72.0,桃園分局,
EMA01206,林內廚具,桃園市桃園區同德里同德五街220號,25.013272,121.2969903,B1、B2,1663.0,桃園分局,
EMA01211,桃園市桃園區同德國民小學,桃園市桃園區同德里同德六街175號,25.014736,121.2958724,B1,843.0,桃園分局,
EMA01212,中正綠園邸社區,桃園市桃園區北埔里中正路1393號,25.024257,121.2945176,B1、B2,1767.0,桃園分局,
EMA01215,竹城和賞社區,桃園市桃園區明德里中正路1333號,25.022145,121.2955113,B1、B2、B3,1650.0,桃園分局,
EMA01218,上華文理語文數學短期補習班,桃園市桃園區同德里同德六街148號,25.015920,121.2978463,B1、B2,790.0,桃園分局,
EMA01220,電信機構,桃園市桃園區中埔里富國路100號,25.012665,121.2874241,B1、B2、B3,1013.0,桃園分局,
EMA01222,昇捷臻品社區,桃園市桃園區寶慶里寶慶路122號,25.011848,121.2940349,B1、B2,2734.0,桃園分局,
EMA01224,綠色奇跡社區,桃園市桃園區慈文里慈光街93號,25.005757,121.2987472,B1、B2、B3,2340.0,桃園分局,
EMA01228,公寓,桃園市桃園區中興里中山北路201號,24.997367,121.3029542,B1,277.0,桃園分局,
EMA01237,珍愛麗源社區,桃園市桃園區北埔里敬二街23號,25.022946,121.2929729,B1,740.0,桃園分局,
EMA01255,公寓,桃園市桃園區中興里永安路333號,24.999685,121.3006825,B1、B2,537.0,桃園分局,
EMA01258,竹城箱根社區,桃園市桃園區同德里南平路402號,25.018188,121.2960982,B1、B2、B3,4156.0,桃園分局,
EMA01263,公寓,桃園市桃園區中寧里同德二街168號,25.010159,121.2998276,B1,210.0,桃園分局,
EMA01264,登瑞臻品社區,桃園市桃園區瑞慶里莊敬路二段113號,25.022246,121.2925431,B1、B2、B3,3046.0,桃園分局,
EMA01266,京采社區,桃園市桃園區寶安里永安北路450號之1,25.017762,121.2929545,B1、B2,946.0,桃園分局,
EMA01267,喜願社區,桃園市桃園區同德里中埔五街26號,25.015418,121.2978045,B1、B2,946.0,桃園分局,
EMA01272,公寓,桃園市桃園區永安里永康街141號,24.999496,121.30261,B1,314.0,桃園分局,
EMA01281,中正悅光,桃園市桃園區永安里永安路330號,24.999022,121.3026019,B1,346.0,桃園分局,
EMA01295,阿曼社區,桃園市桃園區寶慶里同德五街281號,25.012515,121.295506,B1、B2,1055.0,桃園分局,
EMA01296,桃園市立同德國民中學,桃園市桃園區寶慶里南平路487號,25.015893,121.2933362,B1,581.0,桃園分局,
EMA01301,懷石賞社區,桃園市桃園區同德里中埔六街10號,25.016075,121.296385,B1、B2,1252.0,桃園分局,
EMA01305,中悅音樂廣場社區,桃園市桃園區明德里中正路1309號,25.021633,121.2956994,B1、B2、B3,6415.0,桃園分局,
EMA01306,金和當舖,桃園市桃園區南埔里大興西路二段255號,25.008239,121.2941982,B1、B2、B3,1095.0,桃園分局,
EMA01318,桃園市桃園區莊敬國民小學,桃園市桃園區瑞慶里莊一街107號,25.021299,121.2926002,B1,1595.0,桃園分局,
EMA01332,亞曼尼社區,桃園市桃園區寶慶里大興西路二段192號,25.009917,121.2956418,B1、B2、B3,1224.0,桃園分局,
EMA01333,尊爵會館社區,桃園市桃園區北埔里敬二街61-71號,25.023948,121.2924775,B1,800.0,桃園分局,
EMA01334,上業記帳士事務所,桃園市桃園區寶慶里中埔二街200號,25.013964,121.2952179,B1、B2,673.0,桃園分局,
EMA01335,綠意心賞社區,桃園市桃園區北埔里莊二街168號,25.023811,121.293256,B1、B2,1484.0,桃園分局,
EMA01336,臻愛一世社區,桃園市桃園區同德里中正路1165號,25.0184522,121.2973095,B1、B2、B3,6226.0,桃園分局,
EMA01344,陽光凱悅社區,桃園市桃園區北埔里莊二街215號,25.023046,121.2920627,B1、B2,531.0,桃園分局,
EMA01345,梵谷與我社區,桃園市桃園區寶慶里中埔二街202號,25.013978,121.2951,B1,673.0,桃園分局,
EMA01346,中正御賞社區,桃園市桃園區長安里愛六街71號,25.004015,121.3019911,B1、B2,422.0,桃園分局,
EMA01347,涵碧賞社區,桃園市桃園區同德里中埔六街37號,25.016208,121.2961231,B1、B2,766.0,桃園分局,
EMA01348,竹城東京社區,桃園市桃園區同德里中正路1113號,25.017378,121.2977,B1、B2、B3,2542.0,桃園分局,
EMA01349,日光流域社區,桃園市桃園區慈文里慈德街110號,25.008064,121.2989213,B1、B2、B3,2876.0,桃園分局,
EMA01350,歐洲桂冠社區,桃園市桃園區寶安里中埔六街131號,25.018144,121.2949697,B1、B2,6102.0,桃園分局,
EMA01360,全家便利商店中寧店,桃園市桃園區同德里中正路1167號,25.018518,121.2968458,B1,413.0,桃園分局,
EMA01372,涵舍社區,桃園市桃園區明德里同德十一街76號,25.020610,121.2959618,B1、B2,1430.0,桃園分局,
EMA01374,金溪水晶,桃園市桃園區中興里民安路65號,24.997964,121.3000514,B1、B2,329.0,桃園分局,
EMA01375,竹城北京社區,桃園市桃園區寶慶里大興西路二段130號,25.010522,121.2964394,B1、B2、B3,3630.0,桃園分局,
EMA01385,公寓,桃園市桃園區慈文里蓮埔街22號,25.005836,121.2980116,B1、B2,159.0,桃園分局,
EMA01386,中正京華社區,桃園市桃園區同德里中埔六街79號,25.016802,121.2958346,B1,272.0,桃園分局,
EMA01387,紐約四季社區,桃園市桃園區寶安里永安北路381巷6弄1號,25.016439,121.2922362,B1,3728.0,桃園分局,
EMA01397,竹城兼六園社區,桃園市桃園區瑞慶里莊一街156號,25.021006,121.2912077,B1、B2,2252.0,桃園分局,
EMA01398,晶璽社區,桃園市桃園區同德里中埔六街59號,25.016312,121.29608,B1,261.0,桃園分局,
EMA01399,涵碧賞社區,桃園市桃園區同德里中埔六街17號,25.015803,121.2962765,B1、B2,2443.0,桃園分局,
EMA01413,公寓,桃園市桃園區南埔里蓮埔街11號,25.005480,121.2980161,B1,97.0,桃園分局,
EMA01414,中悅藝術廣場社區,桃園市桃園區瑞慶里莊一街25號,25.021916,121.2944979,B1,12428.0,桃園分局,
EMA01415,呂祖聖殿,桃園市桃園區中寧里中埔一街50號,25.012350,121.296501,B1,388.0,桃園分局,
EMA01416,竹城喜多社區,桃園市桃園區同德里中埔六街1號,25.015439,121.2964038,B1、B2,3722.0,桃園分局,
EMA01417,桃園市私立新興國際中小學,桃園市桃園區西埔里富國路437號,25.015904,121.2848523,B1、B2,1930.0,桃園分局,
EMA01418,吉品社區,桃園市桃園區永安里埔新路138號,25.003086,121.3048637,B1、B2、B3,889.0,桃園分局,
EMA01419,桃園市政府警察局,桃園市桃園區中成里力行路258號,25.000128,121.2990048,B1,1945.0,桃園分局,
EMA01436,演說家社區,桃園市桃園區中寧里大興西路二段29號,25.011568,121.2995322,B1,353.0,桃園分局,
EMA01447,公寓,桃園市桃園區同德里中埔一街86號,25.013459,121.2960065,B1,276.0,桃園分局,
EMA01448,桃園市桃園區永順國民小學,桃園市桃園區南埔里永順街100號,25.008729,121.297059,B1,1494.0,桃園分局,
EMA01463,竹城橫綱社區,桃園市桃園區同德里中埔ㄧ街88巷88號,25.013503,121.2959867,B1、B2、B3,2225.0,桃園分局,
T98209,桃園市政府消防局,桃園市桃園區中成里力行路280號,24.999667,121.298043,B1、B2,2670.0,桃園分局,
T98314,錢都,桃園市桃園區同德里南平路366號,25.0177771,121.2972076,B1、B2、B3,526.0,桃園分局,
T98417,天韻社區,桃園市桃園區寶慶里中埔一街105號,25.013371,121.2956794,B1、B2,2533.0,桃園分局,
T98419,藝文大觀社區,桃園市桃園區中寧里大興西路二段139巷91號,25.009442,121.2975664,B1、B2,5772.0,桃園分局,
T98420,德有爵品社區,桃園市桃園區同德里中埔六街67號,25.016463,121.2959203,B1、B2、B3,813.0,桃園分局,
T98423,百川十扇社區,桃園市桃園區寶慶里同德五街331號,25.011672,121.2947383,B1、B2,495.0,桃園分局,
T99102,百川十扇社區,桃園市桃園區寶慶里同德五街300號,25.011862,121.294308,B1、B2,972.0,桃園分局,
T099301,璟都群英會社區,桃園市桃園區長德里愛九街13號,25.004339,121.3005328,B1、B2,1675.0,桃園分局,
T099302,金融機構,桃園市桃園區同德里13鄰中正路1071號,25.016380,121.2977519,B1、B2、B3,512.0,桃園分局,
T099303,合雄首璽社區,桃園市桃園區寶安里中埔ㄧ街398號,25.019564,121.2931591,B1、B2、B3,4194.0,桃園分局,
T099305,品藏社區,桃園市桃園區慈文里慈光街26號,25.004372,121.2973466,B1、B2、B3,1276.0,桃園分局,
EMA00244,公寓,桃園市桃園區光興里莒光路84號,24.995607,121.3016658,B1,17.0,桃園分局,
EMA00245,公寓,桃園市桃園區光興里中山北路11號之1,24.992488,121.3033312,B1,27.0,桃園分局,
EMA00246,耶穌基督後期聖徒教會,桃園市桃園區光興里縣府路102號,24.994205,121.3026436,B1,71.0,桃園分局,
EMA00247,公寓,桃園市桃園區光興里忠一路66號,24.995881,121.3007538,B1,167.0,桃園分局,
EMA00248,88行館社區,桃園市桃園區光興里縣府路92號,24.993910,121.3027144,B1,70.0,桃園分局,
EMA00249,公寓,桃園市桃園區光興里文康街113號,24.995809,121.303564,B1,18.0,桃園分局,
EMA00250,基督教桃園市府靈糧堂,桃園市桃園區光興里縣府路110號,24.994324,121.3025242,B1、B2,510.0,桃園分局,
EMA00251,公寓,桃園市桃園區光興里中山北路83號,24.994037,121.302906,B1,291.0,桃園分局,
EMA01196,公寓,桃園市桃園區光興里忠一路51號,24.995792,121.3014649,B1,209.0,桃園分局,
EMA01201,桃園市桃園區中山國民小學,桃園市桃園區中山里國際路一段1070號,24.986239,121.2896871,B1,415.0,桃園分局,
EMA01238,桃園市政府環境保護局,桃園市桃園區光興里縣府路98號,24.994065,121.3025309,B1,192.0,桃園分局,
EMA01338,昇捷白金漢社區,桃園市桃園區光興里縣府路76號,24.993231,121.3025768,B1、B2,1555.0,桃園分局,
T97325,縣府敦品大樓,桃園市桃園區光興里孝一街5號,24.995721,121.3022228,B1、B2,1037.0,桃園分局,
EMA00252,公寓,桃園市桃園區光興里中山北路45號,24.993174,121.302996,B1,156.0,桃園分局,
EMA00253,公寓,桃園市桃園區光興里中山北路45號,24.993174,121.302996,B1,187.0,桃園分局,
EMA00254,桃園信用合作社,桃園市桃園區光興里育樂街61號,24.99265,121.30413,B1,120.0,桃園分局,
EMA00255,公寓,桃園市桃園區光興里中山北路42號,24.993063,121.303282,B1,67.0,桃園分局,
EMA00257,公寓,桃園市桃園區光興里勇一街17號,24.994622,121.302492,B1,30.0,桃園分局,
EMA00258,公寓,桃園市桃園區光興里文康街1號之9,24.992917,121.3038395,B1,62.0,桃園分局,
EMA00259,公寓,桃園市桃園區光興里中山路448巷2號,24.992260,121.3021379,B1,18.0,桃園分局,
EMA00260,公寓,桃園市桃園區光興里縣府路46號,24.992678,121.3022144,B1,169.0,桃園分局,
EMA00261,公寓,桃園市桃園區光興里縣府路132號,24.994739,121.3015219,B1,139.0,桃園分局,
EMA00262,公寓,桃園市桃園區光興里文康街2號,24.993379,121.3041408,B1,31.0,桃園分局,
EMA00263,公寓,桃園市桃園區光興里中山北路56號,24.993527,121.303467,B1,22.0,桃園分局,
EMA00264,公寓,桃園市桃園區光興里文康街10號,24.992990,121.3040171,B1,10.0,桃園分局,
EMA00265,公寓,桃園市桃園區光興里勇一街1號,24.994655,121.302869,B1,86.0,桃園分局,
EMA01042,公寓,桃園市桃園區光興里縣府路128號,24.994641,121.3016838,B1,47.0,桃園分局,
EMA01092,欣听園社區,桃園市桃園區光興里縣府路116號,24.994430,121.3021317,B1,238.0,桃園分局,
EMA01185,勞動部勞工保險局桃園辦事處,桃園市桃園區光興里縣府路26號,24.992466,121.301875,B1、B2,202.0,桃園分局,
EMA01249,私立普飛美語短期補習班,桃園市桃園區光興里中山北路14號,24.992485,121.3035904,B1,100.0,桃園分局,
EMA00266,公寓,桃園市桃園區光興里孝二街9號,24.996108,121.301279,B1,15.0,桃園分局,
EMA00267,市議員余信憲服務處,桃園市桃園區光興里忠一街72號,24.995867,121.300709,B1,26.0,桃園分局,
EMA00268,公寓,桃園市桃園區光興里仁一街14號,24.995392,121.300254,B1,13.0,桃園分局,
EMA00270,公寓,桃園市桃園區光興里縣府路192號,24.995050,121.300926,B1,83.0,桃園分局,
EMA00271,公寓,桃園市桃園區光興里忠二路53號,24.996442,121.3019111,B1,16.0,桃園分局,
EMA00272,公寓,桃園市桃園區光興里忠一路75號,24.995747,121.3007957,B1,15.0,桃園分局,
EMA00273,公寓,桃園市桃園區光興里忠一路63號,24.995758,121.3011967,B1,22.0,桃園分局,
EMA00274,公寓,桃園市桃園區光興里忠二路47號,24.996304,121.301999,B1,19.0,桃園分局,
EMA00275,公寓,桃園市桃園區光興里忠二路61號,24.996389,121.3017233,B1,81.0,桃園分局,
EMA00277,公寓,桃園市桃園區光興里忠一路93號,24.995609,121.300373,B1,11.0,桃園分局,
EMA00278,公寓,桃園市桃園區光興里忠一路67號,24.995646,121.3008662,B1,6.0,桃園分局,
EMA00279,公寓,桃園市桃園區光興里忠二路67號,24.996250,121.3012405,B1,14.0,桃園分局,
EMA00280,公寓,桃園市桃園區光興里忠二路47號,24.996304,121.301999,B1,19.0,桃園分局,
EMA00281,公寓,桃園市桃園區光興里忠二路97號,24.996293,121.3004472,B1,20.0,桃園分局,
EMA00269,公寓,桃園市桃園區光興里忠一路149號,24.995615,121.2992778,B1,56.0,桃園分局,
EMA00276,公寓,桃園市桃園區光興里忠一路161號,24.995629,121.2989903,B1,20.0,桃園分局,
EMA01043,公寓,桃園市桃園區光興里民安路102號,24.996264,121.299791,B1、B2,545.0,桃園分局,
EMA01233,縣府LV社區,桃園市桃園區中路里延壽街121-10巷17號,24.992999,121.29083,B1、B2,548.0,桃園分局,
EMA00341,中泰宏園社區,桃園市桃園區中平里中平路103號,24.988193,121.292808,B1、B2、B3,8333.0,桃園分局,
EMA01040,公寓,桃園市桃園區中平里宏昌五街7號之2,24.988016,121.294129,B1,217.0,桃園分局,
EMA01075,生活大賞社區,桃園市桃園區中平里宏昌六街124號,24.987647,121.294389,B1、B2,1162.0,桃園分局,
EMA01426,住通誠品A+社區,桃園市桃園區中平里泰昌七街90號,24.987850,121.2933857,B1、B2,580.0,桃園分局,
EMA00342,公寓,桃園市桃園區中原里宏昌十三街596號,24.984640,121.2931662,B1,541.0,桃園分局,
EMA00344,宏昌社區,桃園市桃園區中原里宏昌十三街566號,24.984934,121.294461,B1,506.0,桃園分局,
EMA00345,金色大地社區,桃園市桃園區中山里宏昌十二街530號,24.984637,121.2905841,B1,641.0,桃園分局,
EMA00346,公寓,桃園市桃園區中山里國際路一段1008號,24.984548,121.2896474,B1,198.0,桃園分局,
EMA01091,公寓,桃園市桃園區中山里中平路160號,24.985471,121.2934489,B1、B2,574.0,桃園分局,
EMA01242,尊貴嘉園社區,桃園市桃園區中山里泰昌十三街7號,24.985086,121.2904623,B1,337.0,桃園分局,
EMA01376,翰林雅築社區,桃園市桃園區中原里中平路178號,24.984954,121.2934837,B1,246.0,桃園分局,
EMA01153,廣元長照,桃園市桃園區泰山里潮州街78號,24.988161,121.2993864,B1,386.0,桃園分局,
EMA00349,公寓,桃園市桃園區玉山里大同西路69巷13號,24.987281,121.3024102,B1,142.0,桃園分局,
EMA00350,公寓,桃園市桃園區文中里文中路95巷2弄28號,24.995634,121.291715,B1,26.0,桃園分局,
EMA00351,公寓,桃園市桃園區文中里文中路107號,24.995746,121.2920838,B1,16.0,桃園分局,
EMA00352,公寓,桃園市桃園區文中里文中路109號,24.995795,121.2920414,B1,16.0,桃園分局,
EMA00353,公寓,桃園市桃園區文中里文中路111號,24.995801,121.2920156,B1,16.0,桃園分局,
EMA00354,公寓,桃園市桃園區文中里文中路97號,24.995798,121.292371,B1,16.0,桃園分局,
EMA00355,公寓,桃園市桃園區文中里文中路99號,24.995801,121.2922912,B1,16.0,桃園分局,
EMA00356,公寓,桃園市桃園區文中里文中路101號,24.995802,121.2922614,B1,16.0,桃園分局,
EMA00357,公寓,桃園市桃園區文中里文中路103號,24.995661,121.2922371,B1,16.0,桃園分局,
EMA00358,公寓,桃園市桃園區文中里文中路105號,24.995801,121.2921487,B1,16.0,桃園分局,
EMA00359,公寓,桃園市桃園區文中里文中路95巷2弄1號,24.995380,121.2922704,B1,16.0,桃園分局,
EMA00360,公寓,桃園市桃園區文中里文中路95巷2弄3號,24.995366,121.2922711,B1,16.0,桃園分局,
EMA00361,公寓,桃園市桃園區文中里文中路95巷2弄5號,24.995373,121.292224,B1,16.0,桃園分局,
EMA00362,公寓,桃園市桃園區文中里文中路95巷2弄7號,24.995395,121.29215,B1,16.0,桃園分局,
EMA00363,公寓,桃園市桃園區文中里文中路95巷2弄6號,24.995630,121.292244,B1,16.0,桃園分局,
EMA00364,公寓,桃園市桃園區文中里文中路95巷2弄9號,24.995382,121.2919692,B1,26.0,桃園分局,
EMA00365,公寓,桃園市桃園區文中里文中路95巷2弄8號,24.995631,121.292193,B1,16.0,桃園分局,
EMA00366,公寓,桃園市桃園區文中里文中路95巷2弄12號,24.995632,121.2920785,B1,16.0,桃園分局,
EMA00367,公寓,桃園市桃園區文中里文中路95巷2弄14號,24.995632,121.292051,B1,26.0,桃園分局,
EMA00368,公寓,桃園市桃園區文中里文中路95巷2弄16號,24.995633,121.292003,B1,16.0,桃園分局,
EMA00369,公寓,桃園市桃園區文中里文中路95巷2弄18號,24.995632,121.291959,B1,16.0,桃園分局,
EMA00370,公寓,桃園市桃園區文中里文中路95巷2弄20號,24.995632,121.291939,B1,26.0,桃園分局,
EMA00371,公寓,桃園市桃園區文中里文中路95巷2弄22號,24.995633,121.291862,B1,16.0,桃園分局,
EMA00372,公寓,桃園市桃園區文中里文中路95巷2弄24號,24.995634,121.291814,B1,16.0,桃園分局,
EMA00373,公寓,桃園市桃園區文中里文中路95巷2弄26號,24.995635,121.2917407,B1,16.0,桃園分局,
EMA00374,公寓,桃園市桃園區中正里仁愛路21號,24.993634,121.2942896,B1,16.0,桃園分局,
EMA00375,公寓,桃園市桃園區中正里正光街125號,24.994591,121.2949781,B1,16.0,桃園分局,
EMA00376,公寓,桃園市桃園區中正里正光街165號,24.995646,121.2950055,B1,16.0,桃園分局,
EMA00377,公寓,桃園市桃園區中正里正光街167號,24.995693,121.2949078,B1,16.0,桃園分局,
EMA00378,公寓,桃園市桃園區中正里正光街143巷2號,24.994867,121.294932,B1,16.0,桃園分局,
EMA01163,愛荷華社區,桃園市桃園區中正里仁愛路42號,24.993908,121.2938737,B1、B2,850.0,桃園分局,
EMA01330,翰林苑社區,桃園市桃園區中正里文中路25號,24.995768,121.29438,B1、B2、B3,5366.0,桃園分局,
EMA00379,公寓,桃園市桃園區中正里法院後街54號,24.995797,121.296192,B1,16.0,桃園分局,
EMA00380,公寓,桃園市桃園區中正里法院後街56號,24.995790,121.2963112,B1,6.0,桃園分局,
EMA00397,夢想家社區,桃園市桃園區玉山里秀山路96巷10號,24.988070,121.3013945,B1,458.0,桃園分局,
EMA00398,來鑫廣場大廈,桃園市桃園區泰山里復興路389號,24.990786,121.302485,B1,387.0,桃園分局,
