電腦編號,建築物名稱,地址,緯度,經度,避難樓層,容量,轄管分局,備註
T107101,明築向陽社區,桃園市桃園區中正里23鄰正光路186巷93號,24.997076,121.296634,B1、B2、B3、B4,873.0,桃園分局,
T107102,桃園市桃園區龍山國民小學,桃園市桃園區龍壽里3鄰龍泉二街36號,24.980932,121.2707162,B1,1000.0,桃園分局,
T107103,中央公園,桃園市桃園區中成里6鄰溫州一路298號,25.002353,121.2896896,B1、B2、B3,1223.0,桃園分局,
T107104,昭陽君匯社區,桃園市桃園區中正里22鄰文中一路166號,24.99931,1121.29384,B1、B2、B3,496.0,桃園分局,
T107105,寶程有限公司,桃園市桃園區南門里8鄰建國路348巷27號,24.985140,121.3026751,B1,478.0,桃園分局,
T107106,智滙,桃園市桃園區三元里3鄰民光東路43巷29號,25.007946,121.3221374,B1、B2、B3,924.0,桃園分局,
T107107,中島美家社區,桃園市桃園區中正里23鄰正光路86巷18號,24.994950,121.2958859,B1、B2、B3、B4,736.0,桃園分局,
T107108,桃園市政府警察局,桃園市桃園區汴洲里1鄰經國路799號,25.027905,121.3005116,B1、B2,259.0,桃園分局,
T107109,瑞御首席,桃園市桃園區寶慶里19鄰中埔一街121號,25.014264,121.2953737,B1、B2、B3,619.0,桃園分局,
T107110,桃園區寶興市民活動中心,桃園市桃園區寶山里14鄰民有三街501號,25.012655,121.3137985,B1,956.0,桃園分局,
T107111,公寓,桃園市桃園區文中里3鄰文中一路213巷13號,25.000172,121.2931747,B1,270.0,桃園分局,
T107112,桃園國民運動中心,桃園市桃園區三民里11鄰中山東路233號,24.998040,121.3208739,B1、B2,1227.0,桃園分局,
T107113,璟都柏悅,桃園市桃園區中埔里1鄰吉安一街181號,25.006523,121.290076,B1、B2、B3、B4,2024.0,桃園分局,
T107201,京懋會社區,桃園市桃園區同安里26鄰中正路1048號,25.014131,121.2997671,B1、B2、B3、B4,828.0,桃園分局,
T107202,京彩,桃園市桃園區南埔里8鄰吉安一街118號,25.005939,121.2924696,B1,102.0,桃園分局,
T107203,藝文森活社區,桃園市桃園區明德里5鄰中埔六街196巷42號,25.019969,121.2958451,B1,81.0,桃園分局,
T107204,正洸股份有限公司,桃園市桃園區大樹里5鄰建國東路26號,24.985993,121.3216217,B1,577.0,桃園分局,
T107205,桃園市桃園區成功國民小學,桃園市桃園區永興里14鄰三民路三段22號,24.998276,121.3070924,B1,1365.0,桃園分局,
T107206,君邑富疆社區,桃園市桃園區中正里23鄰文中東路81號,24.996033,121.2965473,B1、B2、B3、B4,1295.0,桃園分局,
T107207,公寓,桃園市桃園區中正里22鄰文中路2號,24.995634,121.2945751,B1、B2、B3,3097.0,桃園分局,
T107208,晴悅社區,桃園市桃園區中正里23鄰力行路385巷96號,24.996594,121.2967777,B1、B2、B3,761.0,桃園分局,
T107209,尊暘安社區,桃園市桃園區汴洲里1鄰水岸三街7號,25.029675,121.2966722,B1、B2,263.0,桃園分局,
T107210,衛生福利部桃園醫院,桃園市桃園區龍山里8鄰中山路1492號,24.978186,121.2685878,B1,1195.0,桃園分局,
T107211,鴻灃ART社區,桃園市桃園區同安里3鄰新埔三街38巷16號,25.011274,121.303875,B1、B2、B3,1693.0,桃園分局,
T107212,禮享城,桃園市桃園區龍壽里14鄰大慶街350號,24.98338,121.2731693,B1、B2、B3,2164.0,桃園分局,
T107213,昭揚家社區,桃園市桃園區龍安里10鄰國強一街458號,24.990613,121.2782469,B1、B2,2748.0,桃園分局,
T107214,鴻竹微風社區,桃園市桃園區龍祥里11鄰中山路1308巷369號,24.985987,121.2740139,B1、B2、B3,1699.0,桃園分局,
T107215,涵玥社區,桃園市桃園區莊敬里8鄰同安街558號,25.0220805,121.2990038,B1,251.0,桃園分局,
T107216,竹城祥鶴社區,桃園市桃園區汴洲里1鄰水岸二街98號,25.027379,121.298679,B1、B2、B3,627.0,桃園分局,
T107301,旭田,桃園市桃園區朝陽里5鄰朝陽街96號,24.998695,121.3132729,B1、B2,162.0,桃園分局,
T107302,市府采舍社區,桃園市桃園區中正里23鄰正光路86巷15號,24.994950,121.2958859,B1、B2、B3,1300.0,桃園分局,
T107303,慈文里里長服務處,桃園市桃園區慈文里1鄰永安路495號,25.003420,121.2968174,B1,149.0,桃園分局,
T107304,自遊人日上社區,桃園市桃園區汴洲里1鄰經國一路150號,25.030482,121.2995688,B1、B2、B3、B4,1438.0,桃園分局,
T107305,合展好市社區,桃園市桃園區文中里3鄰文中三路131號,24.998970,121.2889454,B1、B2、B3、B4,914.0,桃園分局,
T107306,公寓,桃園市桃園區汴洲里1鄰經國二路36號,25.029234,121.2983306,B1、B2、B3,593.0,桃園分局,
T107307,公寓,桃園市桃園區文化里6鄰中華路60號,24.990826,121.3101482,B1、B2、B3、B4,2904.0,桃園分局,
T107308,格林公園社區,桃園市桃園區中正里22鄰力行路469巷52號,24.997604,121.294232,B1、B2、B3、B4,801.0,桃園分局,
T107401,公寓,桃園市桃園區成功里19鄰園二街158號,24.998270,121.317584,B1、B2、B3,326.0,桃園分局,
T107402,"景上苑 紳鄰",桃園市桃園區中興里13鄰力行路337號,24.99865,121.2977051,B1、B2、B3,1039.0,桃園分局,
T107403,賓爵生活家社區,桃園市桃園區汴洲里21鄰春日路1615號,25.025334,121.3060092,B1、B2,267.0,桃園分局,
T107404,公寓,桃園市桃園區新埔里2鄰經國路413號,25.017833,121.304796,B1、B2,313.0,桃園分局,
T107405,永聆靚心社區,桃園市桃園區雲林里26鄰建國路61巷68號,24.987652,121.3205763,B1、B2,520.0,桃園分局,
T106101,東驊飛飛想社區,桃園市桃園區福林里23鄰介壽路495巷61號,24.976927,121.3049005,B1、B2、B3,2660.0,桃園分局,
T106102,竹城昭和,桃園市桃園區同德里14鄰中埔五街15號,25.014037,121.2984227,B1、B2,439.0,桃園分局,
T106103,桃園區農會(會稽分部),桃園市桃園區春日里2鄰春日路1038號,25.019118,121.3087057,B1、B2,525.0,桃園分局,
T106104,運泰電機有限公司,桃園市桃園區大林里6鄰大仁路50巷101號,24.971916,121.3198267,B1,555.0,桃園分局,
T106105,鴻竹微笑社區,桃園市桃園區龍祥里11鄰中山路1308巷330號,24.986794,121.2744387,B1、B2,768.0,桃園分局,
T106106,合輝雲門社區,桃園市桃園區同安里15鄰新埔八街70號,25.020757,121.2989032,B1、B2、B3,1061.0,桃園分局,
T106107,麗捷new1社區,桃園市桃園區東山里15鄰春日路77號,24.993073,121.3168661,B1、B2、B3、B4,681.0,桃園分局,
T106108,昭陽越社區,桃園市桃園區中正里24鄰保定三街91號,24.997765,121.2980635,B1、B2、B3,1271.0,桃園分局,
T106109,竹城表參道社區,桃園市桃園區汴洲里1鄰幸福路256號,25.028354,121.2982809,B1、B2、B3、B4,3086.0,桃園分局,
T106201,森鄰物語,桃園市桃園區慈文里3鄰慈光街91巷1號,25.005817,121.2984238,B1、B2、B3,1078.0,桃園分局,
T106202,尚固傳家社區,桃園市桃園區龍鳳里24鄰國強七街103號,24.988261,121.2787321,B1、B2,333.0,桃園分局,
T106203,家賀澄舍,桃園市桃園區大有里10鄰寶山街9號,25.013500,121.3194656,B1、B2、B3,1205.0,桃園分局,
T106204,擎亞首安社區,桃園市桃園區大林里26鄰榮華街64巷66弄1號,24.977388,121.3216335,B1、B2,287.0,桃園分局,
T106205,一巷青社區,桃園市桃園區瑞慶里6鄰瑞慶路379號,25.019348,121.2912586,B1、B2、B3,362.0,桃園分局,
T106301,公寓,桃園市桃園區玉山里16鄰秀山路15號,24.989631,121.3033803,B1,234.0,桃園分局,
T106302,瑜璟芳華社區,桃園市桃園區自強里26鄰經國路336巷2號,25.0235952,121.3029018,B1、B2、B3,954.0,桃園分局,
T106303,小王子社區,桃園市桃園區同安里26鄰藝文二街20號,25.015288,121.3000072,B1、B2、B3,326.0,桃園分局,
T106304,澄舍,桃園市桃園區大有里7鄰民有東路1巷2號,25.014615,121.3195154,B1、B2、B3,799.0,桃園分局,
T106305,早安藝文社區,桃園市桃園區北埔里12鄰莊二街212號,25.023468,121.292196,B1、B2,1535.0,桃園分局,
T106306,權視界PKONE社區,桃園市桃園區中正里24鄰保定三街95號,24.997556,121.297716,B1、B2、B3,1779.0,桃園分局,
T106307,幸福公園NO.3社區,桃園市桃園區汴洲里14鄰健行路110號,25.022484,121.3120726,B1、B2,619.0,桃園分局,
T106308,昭揚縱橫社區,桃園市桃園區經國里14鄰經國路88-7號,25.014296,121.3070551,B1、B2、B3,4237.0,桃園分局,
T106309,公寓,桃園市桃園區中德里5鄰國際一路152號,24.963628,121.2916544,B1、B2,190.0,桃園分局,
T106310,中悅麗舍花園社區,桃園市桃園區同安里26鄰同德六街5號,25.016781,121.300571,B1、B2、B3、B4,5015.0,桃園分局,
T106311,公寓,桃園市桃園區東門里13鄰園二街43號,24.997720,121.3146433,B1,130.0,桃園分局,
T106312,自遊人時上區,桃園市桃園區汴洲里1鄰經國一路110號,25.029649,121.2995067,B1、B2、B3、B4,818.0,桃園分局,
T106401,大滝藥局,桃園市桃園區龍壽里3鄰龍壽街74-2號,24.980056,121.268907,B1,135.0,桃園分局,
T106402,星光匯社區,桃園市桃園區大樹里17鄰桃鶯路349號,24.981282,121.3196263,B1、B2、B3、B4,754.0,桃園分局,
T106403,惠生保安婦幼中心,桃園市桃園區福林里23鄰介壽路493號,24.977275,121.3033284,B1、B2,902.0,桃園分局,
T106404,竹成真鶴,桃園市桃園區中興里13鄰力行路311號,24.999163,121.2980408,B1、B2、B3,2189.0,桃園分局,
T106405,極宸社區,桃園市桃園區中正里23鄰正光路186巷50號,24.9969549,121.2999735,B1、B2,166.0,桃園分局,
T106406,春日傳世社區,桃園市桃園區汴洲里5鄰春日路1434巷71號,25.029623,121.307103,B1,1419.0,桃園分局,
T106407,國際極社區,桃園市桃園區中平里12鄰泰昌三街31號,24.989142,121.2944479,B1、B2,823.0,桃園分局,
T105101,聚豐耘社區,桃園市桃園區中德里6鄰國際路一段65號,24.963321,121.2924692,B1、B2,763.0,桃園分局,
T105102,德友築跡社區,桃園市桃園區北埔里10鄰敬二街58號,25.023777,121.2926008,B1、B2、B3,538.0,桃園分局,
T105103,宜誠廣見社區,桃園市桃園區中路里10鄰國強一街6號,24.993146,121.2898038,B1、B2、B3,901.0,桃園分局,
T105104,公寓,桃園市桃園區大業里6鄰民富九街118號,25.008211,121.3121491,B1,70.0,桃園分局,
T105105,囍堂社區,桃園市桃園區中和里6鄰北新街51號,24.997872,121.3097025,B1,239.0,桃園分局,
T105106,桃府金鑽社區,桃園市桃園區泰山里6鄰泰成路62巷62號,24.988811,121.297379,B1、B2,696.0,桃園分局,
T105107,公寓,桃園市桃園區泰山里4鄰中山路507巷16號,24.990651,121.297065,B1、B2,955.0,桃園分局,
T105108,十悅社區,桃園市桃園區春日里21鄰大興路192巷30號,25.016738,121.3117816,B1,232.0,桃園分局,
T105109,美樂地社區,桃園市桃園區大豐里21鄰樹林八街22-1號,24.979400,121.3168869,B1、B2、B3,1143.0,桃園分局,
T105201,桃園地方檢察署,桃園市桃園區中埔里6鄰正光路898號,25.006490,121.2870163,B1、B2,5191.0,桃園分局,
T105202,法務部調查局桃園市調查站,桃園市桃園區光興里縣府路19號,24.994609,121.3008634,B1、B2,405.0,桃園分局,
T105203,公寓,桃園市桃園區經國里10鄰同安街108號,25.013019,121.3050745,B1,172.0,桃園分局,
T105204,無疆,桃園市桃園區忠義里16鄰三元街147號,25.004512,121.3207454,B1、B2、B3、B4,388.0,桃園分局,
T105301,合勤璞玉,桃園市桃園區福元里15鄰福元街212號,25.008990,121.316788,B1,115.0,桃園分局,
T105302,白朗峰社區,桃園市桃園區同安里9鄰同安街423號,25.018910,121.3012934,B1、B2、B3,1374.0,桃園分局,
T105303,成陽經貿大樓,桃園市桃園區汴洲里19鄰春日路1490號,25.029676,121.30457,B1,1819.0,桃園分局,
T105304,幸福公園NO.2社區,桃園市桃園區汴洲里14鄰健行路112號,25.022552,121.3122466,B1、B2、B3,970.0,桃園分局,
T105305,桃園市私立新興國際中小學,桃園市桃園區西埔里1鄰富國路437號,25.015904,121.2848523,B1,1716.0,桃園分局,
T105306,公寓,桃園市桃園區永安里15鄰中正三街146巷30號,24.999327,121.304428,B1、B2,106.0,桃園分局,
T105307,昭陽乾坤社區,桃園市桃園區同安里9鄰同德六街77號,25.016681,121.3003486,B1、B2、B3、B4,2538.0,桃園分局,
T105401,擎天匯社區,桃園市桃園區建國里10鄰桃鶯路62-2號,24.986845,121.317854,B1、B2、B3,2051.0,桃園分局,
T105402,公寓,桃園市桃園區文中里7鄰文中路159號,24.995781,121.289605,B1,138.0,桃園分局,
T105403,合遠家沁社區,桃園市桃園區龍安里2鄰國強11街63號,24.992464,121.2793225,B1、B2、B3,1004.0,桃園分局,
T105404,野翔企業大樓,桃園市桃園區龍祥里3鄰中山路1306號,24.980598,121.2743268,B1、B2、B3,2492.0,桃園分局,
T105405,全漢企業股份有限公司,桃園市桃園區大樹里5鄰興隆路7號,24.985023,121.321473,B1、B2,1236.0,桃園分局,
T105406,夏特蕾社區,桃園市桃園區永興里5鄰北新街83號,24.997359,121.3087727,B1、B2,117.0,桃園分局,
T105407,富萊敦品社區,桃園市桃園區建國里14鄰大林路5號,24.988242,121.317343,B1、B2,379.0,桃園分局,
T105408,昭揚飛社區,桃園市桃園區汴洲里3鄰水汴一路131號,25.0305893,121.3014666,B1、B2、B3,569.0,桃園分局,
T105409,晴空宿社區,桃園市桃園區東山里15鄰春日路85號,24.993581,121.3167249,B1、B2,137.0,桃園分局,
T105410,快樂學園社區,桃園市桃園區汴洲里13鄰大有路945巷27號,25.021782,121.3134753,B1、B2,1001.0,桃園分局,
T104101,振豐電子企業股份有限公司,桃園市桃園區龍祥里12鄰中山路1308-3號,24.980549,121.2734,B1、B2,1325.0,桃園分局,
T104102,漢東敦美社區,桃園市桃園區中平里20鄰壽昌街66號,24.989406,121.295267,B1、B2,664.0,桃園分局,
T104103,凡賽絲社區,桃園市桃園區瑞慶里6鄰同德十二街358號,25.019798,121.2918004,B1、B2、B3,2516.0,桃園分局,
T104104,府上社區,桃園市桃園區南埔里6鄰溫州街28號,25.005445,121.296873,B1、B2、B3,744.0,桃園分局,
T104105,宅美髮店,桃園市桃園區長安里8鄰中正五街129號,25.006058,121.3027069,B1、B2、B3,480.0,桃園分局,
T104106,公寓,桃園市桃園區中正里2鄰廈門街97號,24.994863,121.300044,B1、B2、B3,1604.0,桃園分局,
T104107,達爾菲社區,桃園市桃園區寶慶里5鄰中埔二街216號,25.012498,121.2958205,B1、B2、B3,513.0,桃園分局,
T104108,經國逸品社區,桃園市桃園區新埔里2鄰經國路200號,25.017531,121.3053472,B1、B2、B3,493.0,桃園分局,
T104109,經國逸品B區社區,桃園市桃園區新埔里2鄰經國路192號,25.017340,121.3054626,B1、B2、B3,586.0,桃園分局,
T104110,和瑞大安社區,桃園市桃園區中山里13鄰泰昌九街46號,24.985477,121.2924467,B1、B2,1372.0,桃園分局,
T104201,雋品社區,桃園市桃園區長德里16鄰愛二街182巷21號,25.001949,121.3004217,B1、B2,538.0,桃園分局,
T104202,麗寶芙蓉匯社區,桃園市桃園區同安里6鄰大興西路一段218號,25.013506,121.3020779,B1、B2、B3、B4,1496.0,桃園分局,
T104203,陽明ONE社區,桃園市桃園區福林里27鄰樹林一街10號,24.979896,121.311522,B1、B2,1604.0,桃園分局,
T104204,合輝國家美學館,桃園市桃園區三民里17鄰成功路二段207號,24.995639,121.3209379,B1、B2、B3,1685.0,桃園分局,
T104205,麗思卡登,桃園市桃園區南埔里9鄰永安路810-1巷38號,25.007256,121.2942778,B1、B2、B3,1164.0,桃園分局,
T104206,銘大臻品苑社區,桃園市桃園區南門里8鄰建國路348巷28-1號,24.985319,121.3029772,B1、B2,604.0,桃園分局,
T104207,公寓,桃園市桃園區龍安里8鄰國強十一街96巷28號,24.992548,121.2773839,B1,122.0,桃園分局,
T104208,市府双星社區,桃園市桃園區泰山里4鄰中山路507巷27號,24.990278,121.297488,B1、B2,267.0,桃園分局,
T104301,豐達藝社區,桃園市桃園區中平里12鄰壽昌街22號,24.989997,121.2942925,B1、B2、B3,912.0,桃園分局,
T104302,中山都匯社區,桃園市桃園區中山里29鄰中山路791號,24.990238,121.2897401,B1、B2、B3,2077.0,桃園分局,
T104303,慕朵微風,桃園市桃園區慈文里22鄰慈文路330號,25.004931,121.2999077,B1、B2、B3,1032.0,桃園分局,
T104304,公寓,桃園市桃園區青溪里10鄰三民路二段51號,25.000823,121.315149,B1,103.0,桃園分局,
T104305,公寓,桃園市桃園區文化里3鄰復興路166號,24.990431,121.312353,B1、B2、B3、B4,854.0,桃園分局,
T104306,豐達ONE社區,桃園市桃園區春日里18鄰大興路110號,25.015625,121.3097156,B1、B2、B3,662.0,桃園分局,
T104307,康鈞賦NO.2社區,桃園市桃園區大林里15鄰樹仁三街26號,24.974935,121.3226895,B1,376.0,桃園分局,
T104308,京澄晴朗,桃園市桃園區信光里3鄰民生路852號,25.009906,121.3081905,B1、B2、B3,433.0,桃園分局,
T104309,公寓,桃園市桃園區中德里15鄰國際路一段246號,24.967621,121.2924685,B1,49.0,桃園分局,
T104310,御景社區,桃園市桃園區龍岡里20鄰文中路495號,24.994424,121.2819274,B1、B2,753.0,桃園分局,
T104311,高層双星社區,桃園市桃園區大林里6鄰大仁路50巷15號,24.972344,121.3220179,B1、B2,532.0,桃園分局,
T104312,大清旭日社區,桃園市桃園區經國里1鄰慈文路30號,25.011287,121.307676,B1、B2、B3,1623.0,桃園分局,
T104401,中路御品社區,桃園市桃園區龍鳳里11鄰國豐三街106號,24.990163,121.2791723,B1、B2、B3,2903.0,桃園分局,
T104402,昱京科技股份有限公司,桃園市桃園區大林里6鄰大仁路50巷66號,24.972149,121.3203406,B1,360.0,桃園分局,
T104403,謙玉苑,桃園市桃園區青溪里3鄰鎮二街35號,24.999195,121.3141731,B1、B2,622.0,桃園分局,
T104404,中茂新天地,桃園市桃園區同安里9鄰同德五街61號,25.014576,121.30052,B1、B2、B3、B4,3343.0,桃園分局,
T104405,鴻竹新願社區,桃園市桃園區中信里12鄰中山路956巷156號,24.993206,121.2841192,B1、B2、B3,1076.0,桃園分局,
T104406,捷寶君品社區,桃園市桃園區同安里6鄰大興西路一段260號,25.013436,121.3008266,B1、B2、B3、B4,932.0,桃園分局,
T104407,定泰翫寶社區,桃園市桃園區同安里16鄰同德二街38號,25.011484,121.3026388,B1、B2、B3,2192.0,桃園分局,
T104408,經國City社區,桃園市桃園區新埔里20鄰經國路208巷16號,25.018247,121.306454,B1、B2、B3,983.0,桃園分局,
T104409,藝集社區,桃園市桃園區檜樂里16鄰大有路726號,25.018620,121.3159118,B1、B2、B3,1008.0,桃園分局,
T104410,印象羅芙社區,桃園市桃園區同安里6鄰大興西路一段266號,25.012680,121.3006435,B1、B2、B3、B4,976.0,桃園分局,
T104411,安芯醫學美容藥妝,桃園市桃園區龍安里8鄰龍安街157號,24.991748,121.2791444,B1,184.0,桃園分局,
T104412,京上澄社區,桃園市桃園區同安里18鄰慈文路192號,25.009118,121.3041213,B1、B2,690.0,桃園分局,
T104413,金莎堡汽車旅館,桃園市桃園區大林里14鄰樹仁三街133號,24.973932,121.3204912,B1,617.0,桃園分局,
T103101,鴻築心天母社區,桃園市桃園區會稽里7鄰大興路290巷33號,25.016469,121.3154414,B1、B2、B3,4477.0,桃園分局,
T103102,公寓,桃園市桃園區三民里17鄰成功路二段169號,24.995245,121.3195104,B1、B2、B3,1414.0,桃園分局,
T103103,新帝標社區,桃園市桃園區龍壽里4鄰龍泉二街49號,24.980515,121.2706702,B1、B2、B3、B4,3100.0,桃園分局,
T103104,英堡,桃園市桃園區青溪里4鄰鎮四街46號,25.000090,121.3139022,B1,477.0,桃園分局,
T103105,君頂會,桃園市桃園區南埔里8鄰大興西路二段293號,25.007255,121.2930683,B1、B2、B3,1263.0,桃園分局,
T103106,摩天芳鄰社區,桃園市桃園區莊敬里22鄰中正路1398-1號,25.022975,121.2955707,B1、B2、B3,3789.0,桃園分局,
T103201,美力城邦極美館社區,桃園市桃園區大林里11鄰樹仁三街15巷2號,24.973780,121.3223977,B1、B2、B3,2296.0,桃園分局,
T103202,大陸澄品,桃園市桃園區信光里8鄰大連二街166號,25.008581,121.3074779,B1、B2、B3,911.0,桃園分局,
T103203,新晶華,桃園市桃園區大有里10鄰民富十三街25號,25.012571,121.3193073,B1、B2、B3,2655.0,桃園分局,
T103204,昇陽商業大樓,桃園市桃園區同安里9鄰中正路1066號,25.013679,121.299962,B1、B2,1185.0,桃園分局,
T103205,尊聖首善社區,桃園市桃園區長美里1鄰民族路183號,24.993621,121.3081028,B1、B2、B3,831.0,桃園分局,
T103206,益展城心社區,桃園市桃園區東埔里9鄰正康二街66號,25.001910,121.3086833,B1、B2、B3,1074.0,桃園分局,
T103207,朝揚大器社區,桃園市桃園區莊敬里21鄰同安街568號,25.022602,121.2989508,B1、B2、B3,1791.0,桃園分局,
T103301,杜拜美學,桃園市桃園區大有里11鄰大有路348號,25.010202,121.3197641,B1、B2、B3,4628.0,桃園分局,
T103302,合遠京王社區,桃園市桃園區自強里11鄰經國路741-8號,25.0253296,121.301433,B1、B2、B3,2702.0,桃園分局,
T103303,悅龍莊社區,桃園市桃園區同安里3鄰同德一街9號,25.009801,121.3032242,B1、B2、B3,1762.0,桃園分局,
T103304,百川晶硯,桃園市桃園區大業里16鄰民有十二街12號,25.010036,121.3149456,B1、B2、B3,1297.0,桃園分局,
T103305,四季水花園,桃園市桃園區大業里16鄰民有十二街11號,25.010760,121.314094,B1、B2、B3,1942.0,桃園分局,
T103306,御集社區,桃園市桃園區東山里15鄰春日路21號,24.991308,121.317503,B1、B2,139.0,桃園分局,
T103307,陽明綜合大樓,桃園市桃園區福林里10鄰陽明三街33號,24.979503,121.3070793,B1,489.0,桃園分局,
T103308,朝陽銳商辦大樓,桃園市桃園區同安里9鄰同德六街89號,25.016207,121.299635,B1、B2、B3,735.0,桃園分局,
T103309,將相琚社區,桃園市桃園區永興里4鄰中正路273-1號,24.996845,121.309564,B1、B2、B3、B4,1194.0,桃園分局,
T103310,遇見鴻築社區,桃園市桃園區中信里12鄰國強一街170-1號,24.992614,121.2845106,B1、B2、B3,1224.0,桃園分局,
T103311,延平新站社區,桃園市桃園區大豐里4鄰金門三街7號,24.982075,121.3143935,B1,120.0,桃園分局,
T103312,耀時代社區,桃園市桃園區春日里7鄰大興路120巷21號,25.016049,121.3096801,B1、B2、B3,1289.0,桃園分局,
T103401,延平新站社區,桃園市桃園區大豐里4鄰金門三街7號,24.982075,121.3143935,B1,120.0,桃園分局,
T103402,大清椈月社區,桃園市桃園區北埔里5鄰莊敬路二段122號二樓,25.022368,121.2920109,B1、B2、B3,1336.0,桃園分局,
T103403,站前IHOME社區,桃園市桃園區東山里14鄰安東街32-1號,24.991503,121.316549,B1、B2,226.0,桃園分局,
T103404,禮玉苑,桃園市桃園區青溪里2鄰鎮二街32號,24.999045,121.3140481,B1、B2,188.0,桃園分局,
T103405,力璞悅月館,桃園市桃園區南埔里12鄰永順街113-1巷11號,25.008979,121.2967279,B1、B2、B3,979.0,桃園分局,
T103406,桃園市政府警察局,桃園市桃園區中正里11鄰中山路706號,24.991343,121.2938538,B1、B2,392.0,桃園分局,
T103407,公寓,桃園市桃園區大林里15鄰榮華街33巷7號,24.975691,121.3220261,B1,82.0,桃園分局,
T103408,鉑悅社區,桃園市桃園區北門里6鄰民生路495號,25.002659,121.309446,B1、B2、B3,846.0,桃園分局,
T103409,康鈞賦NO.1社區,桃園市桃園區大林里15鄰樹仁三街56號,24.974652,121.3221267,B1、B2,890.0,桃園分局,
T103411,公寓,桃園市桃園區武陵里1鄰復興路115號,24.990321,121.313636,B1,94.0,桃園分局,
T103412,力璞悅日館,桃園市桃園區南埔里12鄰永順街99巷1號,25.008616,121.2963112,B1、B2、B3,1071.0,桃園分局,
T103413,永晟青澄社區,桃園市桃園區龍安里6鄰國強十三街75號,24.992334,121.2761395,B1、B2、B3,455.0,桃園分局,
T103414,歐風大郡NO.5,桃園市桃園區龍壽里15鄰龍泉六街8號,24.983917,121.272703,B1、B2、B3,2122.0,桃園分局,
T103415,陸昇威登,桃園市桃園區寶慶里2鄰中埔二街137號,25.012417,121.2955917,B1、B2,1259.0,桃園分局,
T103416,麗悅,桃園市桃園區大有里10鄰大有路458-2號,25.011982,121.3189856,B1、B2、B3,2419.0,桃園分局,
T103417,公寓,桃園市桃園區文中里7鄰文中路157號,24.995785,121.2897381,B1,138.0,桃園分局,
T103418,公寓,桃園市桃園區中和里2鄰桃源街30號,24.996399,121.311146,B1,39.0,桃園分局,
T102101,捷運金鑽社區,桃園市桃園區永興里2鄰和平路106號,24.995704,121.3089634,B1、B2,241.0,桃園分局,
T102103,中悅一品社區,桃園市桃園區同安里9鄰中正路1118號,25.015439,121.2990783,B1、B2、B3、B4,6750.0,桃園分局,
T102104,麗園道社區,桃園市桃園區中德里5鄰國際一路156號,24.963506,121.2909749,B1、B2、B3,828.0,桃園分局,
T102201,鴻築由心社區,桃園市桃園區會稽里8鄰大興路292號,25.016473,121.3156198,B1、B2、B3,687.0,桃園分局,
T102202,豐達謙邑社區,桃園市桃園區龍安里4鄰文中路623-1號,24.993588,121.2791089,B1、B2、B3,1559.0,桃園分局,
T102203,立凱電能科技股份有限公司,桃園市桃園區大樹里5鄰興華路2-1號,24.979521,121.323031,B1,177.0,桃園分局,
T102204,重久馥邦,桃園市桃園區大樹里10鄰大原路3號,24.979378,121.3203222,B1、B2,1422.0,桃園分局,
T102205,聖波得堡,桃園市桃園區寶慶里1鄰同德三街27號,25.011545,121.2957459,B1、B2、B3,501.0,桃園分局,
T102301,帝璽,桃園市桃園區中寧里2鄰同德二街130號,25.010454,121.3004251,B1、B2、B3、B4,2696.0,桃園分局,
T102302,漢生Room18,桃園市桃園區寶山里14鄰民有三街471號,25.012179,121.3140573,B1、B2,2700.0,桃園分局,
T102303,公寓,桃園市桃園區三民里1鄰自強路26號,24.998000,121.318343,B1,104.0,桃園分局,
T102304,英業達股份有限公司,桃園市桃園區大林里18鄰大智路88號,24.978663,121.3266666,B1、B2、B3、B4,8525.0,桃園分局,
T102305,公寓,桃園市桃園區中原里1鄰宏昌十二街88號,24.985524,121.2946246,B1,244.0,桃園分局,
T102306,達文西社區,桃園市桃園區龍壽里1鄰龍泉一街19號,24.979107,121.2707549,B1、B2、B3,2774.0,桃園分局,
T102307,美力城邦艾美館社區,桃園市桃園區大林里5鄰樹仁三街15巷101號,24.973652,121.3227513,B1、B2、B3,1058.0,桃園分局,
T102308,竹城早稻田,桃園市桃園區信光里12鄰大連一街81號,25.0081173,121.3068656,B1、B2、B3,3326.0,桃園分局,
T102401,天空樹社區,桃園市桃園區泰山里17鄰宏昌六街16號,24.989138,121.2994814,B1、B2,1812.0,桃園分局,
T102402,京城清朗社區,桃園市桃園區中聖里6鄰中山路881號,24.988673,121.2864806,B1、B2、B3,621.0,桃園分局,
T102403,知安社區,桃園市桃園區光興里36鄰中山路382號,24.992233,121.304107,B1、B2、B3,300.0,桃園分局,
T102404,富萊悅社區,桃園市桃園區雲林里21鄰桃鶯路249巷16號,24.983957,121.3192934,B1、B2,554.0,桃園分局,
T102405,"閱讀萊茵社區 ",桃園市桃園區龍壽里7鄰龍泉六街200號,24.983486,121.2691283,B1、B2、B3,1578.0,桃園分局,
T102406,桃大泰極社區,桃園市桃園區中德里9鄰桃智路6號,24.964654,121.2947109,B1、B2,1065.0,桃園分局,
T102407,葛里法五世社區,桃園市桃園區莊敬里11鄰新埔八街25號,25.0199153,121.2988502,B1、B2、B3,5553.0,桃園分局,
T102408,培德,桃園市桃園區大業里4鄰大業路一段277號,25.009018,121.3146206,B1、B2,326.0,桃園分局,
