類別,電腦編號,村里別,地址,地下層數,可容納數人,備註,placemark_address
公寓,202.0,西門里,"24.436887550633507, 118.32046672521165",1.0,15人,金門縣金城鎮北門里富康一村1巷4號,"24.436887550633507, 118.32046672521165"
公寓,203.0,西門里,"24.43693935178094, 118.3204098269683",1.0,15人,金門縣金城鎮北門里富康一村1巷5號,"24.43693935178094, 118.3204098269683"
公寓,204.0,西門里,"24.436979065979557, 118.32037189480606",1.0,15人,金門縣金城鎮西門里富康一村1巷6號,"24.436979065979557, 118.32037189480606"
公寓,205.0,西門里,"24.437046407418183, 118.32029603048163",1.0,15人,金門縣金城鎮西門里富康一村1巷8號,"24.437046407418183, 118.32029603048163"
公寓,206.0,西門里,"24.437144829456102, 118.3202030966842",1.0,15人,金門縣金城鎮西門里富康一村1巷10號,"24.437144829456102, 118.3202030966842"
公寓,207.0,西門里,"24.436820188862434, 118.32084864477764",1.0,15人,金門縣金城鎮北門里富康一村2巷1號,"24.436820188862434, 118.32084864477764"
公寓,208.0,西門里,"24.436857150260213, 118.32080128012059",1.0,15人,金門縣金城鎮北門里富康一村2巷2號,"24.436857150260213, 118.32080128012059"
公寓,209.0,西門里,"24.43689616505721, 118.32075842638324",1.0,15人,金門縣金城鎮北門里富康一村2巷3號,"24.43689616505721, 118.32075842638324"
公寓,210.0,西門里,"24.436929019613743, 118.3207189558357",1.0,15人,金門縣金城鎮北門里富康一村2巷4號,"24.436929019613743, 118.3207189558357"
公寓,211.0,西門里,"24.43697624802377, 118.32066482479905",1.0,15人,金門縣金城鎮北門里富康一村2巷5號,"24.43697624802377, 118.32066482479905"
公寓,212.0,西門里,"24.437013209375802, 118.32062535425149",1.0,15人,金門縣金城鎮北門里富康一村2巷6號,"24.437013209375802, 118.32062535425149"
公寓,213.0,西門里,"24.437044010494212, 118.32058926689373",1.0,15人,金門縣金城鎮北門里富康一村2巷7號,"24.437044010494212, 118.32058926689373"
公寓,214.0,西門里,"24.43710047919176, 118.32052949720743",1.0,15人,金門縣金城鎮北門里富康一村2巷8號,"24.43710047919176, 118.32052949720743"
公寓,215.0,西門里,"24.437157974566926, 118.32046521660142",1.0,15人,金門縣金城鎮北門里富康一村2巷9號,"24.437157974566926, 118.32046521660142"
公寓,216.0,西門里,"24.437214443213435, 118.32040544691512",1.0,15人,金門縣金城鎮西門里富康一村2巷10號,"24.437214443213435, 118.32040544691512"
公寓,217.0,西門里,"24.437319166818217, 118.32030169576156",1.0,15人,金門縣金城鎮北門里富康一村2巷12號,"24.437319166818217, 118.32030169576156"
公寓,218.0,西門里,"24.436960847457225, 118.32096367323051",1.0,15人,金門縣金城鎮北門里富康一村3巷1號,"24.436960847457225, 118.32096367323051"
公寓,219.0,西門里,"24.43700910255944, 118.32091405311358",1.0,15人,金門縣金城鎮北門里富康一村3巷2號,"24.43700910255944, 118.32091405311358"
公寓,220.0,西門里,"24.43705325082827, 118.32086894391638",1.0,15人,金門縣金城鎮北門里富康一村3巷3號,"24.43705325082827, 118.32086894391638"
公寓,221.0,西門里,"24.437105612708475, 118.32081819606954",1.0,15人,金門縣金城鎮北門里富康一村3巷4號,"24.437105612708475, 118.32081819606954"
公寓,222.0,西門里,"24.437151814349413, 118.32075842638324",1.0,15人,金門縣金城鎮北門里富康一村3巷5號,"24.437151814349413, 118.32075842638324"
公寓,223.0,西門里,"24.437202122783617, 118.32070542307652",1.0,15人,金門縣金城鎮北門里富康一村3巷6號,"24.437202122783617, 118.32070542307652"
公寓,224.0,西門里,"24.43732224692291, 118.32057573413456",1.0,15人,金門縣金城鎮西門里富康一村3巷8號,"24.43732224692291, 118.32057573413456"
公寓,225.0,西門里,"24.437365368380895, 118.32053062493736",1.0,15人,金門縣金城鎮北門里富康一村3巷9號,"24.437365368380895, 118.32053062493736"
公寓,226.0,西門里,"24.43741670343069, 118.32048100482044",1.0,15人,金門縣金城鎮西門里富康一村3巷10號,"24.43741670343069, 118.32048100482044"
公寓,227.0,西門里,"24.43746393165805, 118.32042528887617",1.0,15人,金門縣金城鎮北門里富康一村3巷11號,"24.43746393165805, 118.32042528887617"
公寓,228.0,西門里,"24.437499949955914, 118.32037969132465",1.0,15人,金門縣金城鎮北門里富康一村3巷12號,"24.437499949955914, 118.32037969132465"
公寓,229.0,西門里,"24.437096484206055, 118.32109683706327",1.0,15人,金門縣金城鎮北門里富康一村4巷1號,"24.437096484206055, 118.32109683706327"
公寓,230.0,西門里,"24.437129291547546, 118.32106649133347",1.0,15人,金門縣金城鎮北門里富康一村4巷2號,"24.437129291547546, 118.32106649133347"
公寓,231.0,西門里,"24.437165552283457, 118.32102476595503",1.0,15人,金門縣金城鎮北門里富康一村4巷3號,"24.437165552283457, 118.32102476595503"
公寓,232.0,西門里,"24.437210446513486, 118.32097545414413",1.0,15人,金門縣金城鎮北門里富康一村4巷4號,"24.437210446513486, 118.32097545414413"
公寓,233.0,西門里,"24.437269154328614, 118.32092234911703",1.0,15人,金門縣金城鎮北門里富康一村4巷5號,"24.437269154328614, 118.32092234911703"
公寓,234.0,西門里,"24.437319228619927, 118.32087114069802",1.0,15人,金門縣金城鎮北門里富康一村4巷6號,"24.437319228619927, 118.32087114069802"
公寓,235.0,西門里,"24.43735721600007, 118.32081803567091",1.0,15人,金門縣金城鎮西門里富康一村4巷7號,"24.43735721600007, 118.32081803567091"
公寓,236.0,西門里,"24.43745185769689, 118.32071259449489",1.0,15人,金門縣金城鎮西門里富康一村4巷8號,"24.43745185769689, 118.32071259449489"
公寓,237.0,西門里,"24.437492925710224, 118.32067425167725",1.0,15人,金門縣金城鎮北門里富康一村4巷9號,"24.437492925710224, 118.32067425167725"
公寓,238.0,西門里,"24.43753810050946, 118.32062801475011",1.0,15人,金門縣金城鎮西門里富康一村4巷10號,"24.43753810050946, 118.32062801475011"
公寓,239.0,西門里,"24.437579168494707, 118.3205862887427",1.0,15人,金門縣金城鎮北門里富康一村4巷11號,"24.437579168494707, 118.3205862887427"
公寓,240.0,西門里,"24.43763358355457, 118.32053102997615",1.0,15人,金門縣金城鎮北門里富康一村4巷12號,"24.43763358355457, 118.32053102997615"
公寓,241.0,西門里,"24.437227010086747, 118.32122120069336",1.0,15人,金門縣金城鎮北門里富康一村5巷1號,"24.437227010086747, 118.32122120069336"
公寓,242.0,西門里,"24.4372845054042, 118.32116594192676",1.0,15人,金門縣金城鎮北門里富康一村5巷2號,"24.4372845054042, 118.32116594192676"
公寓,243.0,西門里,"24.43732865357661, 118.32111406634998",1.0,15人,金門縣金城鎮北門里富康一村5巷3號,"24.43732865357661, 118.32111406634998"
公寓,244.0,西門里,"24.437383068744573, 118.3210621907732",1.0,15人,金門縣金城鎮北門里富康一村5巷4號,"24.437383068744573, 118.3210621907732"
公寓,245.0,西門里,"24.437432350385862, 118.32100354881683",1.0,15人,金門縣金城鎮北門里富康一村5巷5號,"24.437432350385862, 118.32100354881683"
公寓,246.0,西門里,"24.437486765509085, 118.32094829005027",1.0,15人,金門縣金城鎮北門里富康一村5巷6號,"24.437486765509085, 118.32094829005027"
公寓,247.0,西門里,"24.43757198159826, 118.3208603271157",1.0,15人,金門縣金城鎮北門里富康一村5巷7號,"24.43757198159826, 118.3208603271157"
公寓,248.0,西門里,"24.437617156369157, 118.32080957926887",1.0,15人,金門縣金城鎮西門里富康一村5巷8號,"24.437617156369157, 118.32080957926887"
公寓,249.0,西門里,"24.43766233112388, 118.32076334234173",1.0,15人,金門縣金城鎮北門里富康一村5巷9號,"24.43766233112388, 118.32076334234173"
公寓,250.0,西門里,"24.437716746147846, 118.32071259449489",1.0,15人,金門縣金城鎮西門里富康一村5巷10號,"24.437716746147846, 118.32071259449489"
公寓,251.0,西門里,"24.437755760678872, 118.32067086848748",1.0,15人,金門縣金城鎮北門里富康一村5巷11號,"24.437755760678872, 118.32067086848748"
公寓,252.0,西門里,"24.437812229057666, 118.32060997107125",1.0,15人,金門縣金城鎮北門里富康一村5巷12號,"24.437812229057666, 118.32060997107125"
公寓,253.0,西門里,"24.437353294410293, 118.32135540055502",1.0,15人,金門縣金城鎮西門里富康一村6巷1號,"24.437353294410293, 118.32135540055502"
公寓,254.0,西門里,"24.437395389156702, 118.32130803589794",1.0,15人,金門縣金城鎮西門里富康一村6巷2號,"24.437395389156702, 118.32130803589794"
公寓,255.0,西門里,"24.437435430487803, 118.32126743762048",1.0,15人,金門縣金城鎮西門里富康一村6巷3號,"24.437435430487803, 118.32126743762048"
公寓,256.0,西門里,"24.437479578607363, 118.32122232842326",1.0,15人,金門縣金城鎮西門里富康一村6巷4號,"24.437479578607363, 118.32122232842326"
公寓,257.0,西門里,"24.43752270001154, 118.32117721922606",1.0,15人,金門縣金城鎮西門里富康一村6巷5號,"24.43752270001154, 118.32117721922606"
公寓,258.0,西門里,"24.437576088396277, 118.32112421591935",1.0,15人,金門縣金城鎮西門里富康一村6巷6號,"24.437576088396277, 118.32112421591935"
公寓,259.0,西門里,"24.437703399073886, 118.32100016562454",1.0,15人,金門縣金城鎮西門里富康一村6巷7號,"24.437703399073886, 118.32100016562454"
公寓,260.0,西門里,"24.437788615016647, 118.32090994723012",1.0,15人,金門縣金城鎮西門里富康一村6巷9號,"24.437788615016647, 118.32090994723012"
公寓,261.0,西門里,"24.43783892319679, 118.3208524330037",1.0,15人,金門縣金城鎮西門里富康一村6巷10號,"24.43783892319679, 118.3208524330037"
公寓,262.0,西門里,"24.437925165744605, 118.32075770368957",1.0,15人,金門縣金城鎮西門里富康一村6巷14號,"24.437925165744605, 118.32075770368957"
公寓,263.0,西門里,"24.437947753068816, 118.32073289363112",1.0,15人,金門縣金城鎮西門里富康一村6巷15號,"24.437947753068816, 118.32073289363112"
公寓,264.0,西門里,"24.43796931369269, 118.32070357265293",1.0,15人,金門縣金城鎮西門里富康一村6巷16號,"24.43796931369269, 118.32070357265293"
公寓,265.0,西門里,"24.437479578612578, 118.32148960041418",1.0,15人,金門縣金城鎮北門里富康一村7巷1號,"24.437479578612578, 118.32148960041418"
公寓,266.0,西門里,"24.437514486417097, 118.32145576851627",1.0,15人,金門縣金城鎮北門里富康一村7巷2號,"24.437514486417097, 118.32145576851627"
公寓,267.0,西門里,"24.437573008302994, 118.32140163747964",1.0,15人,金門縣金城鎮北門里富康一村7巷3號,"24.437573008302994, 118.32140163747964"
公寓,268.0,西門里,"24.437617156374387, 118.32135652828244",1.0,15人,金門縣金城鎮北門里富康一村7巷4號,"24.437617156374387, 118.32135652828244"
公寓,269.0,西門里,"24.437665411225414, 118.3213102913553",1.0,15人,金門縣金城鎮北門里富康一村7巷5號,"24.437665411225414, 118.3213102913553"
公寓,270.0,西門里,"24.43771161266123, 118.3212572880486",1.0,15人,金門縣金城鎮北門里富康一村7巷6號,"24.43771161266123, 118.3212572880486"
公寓,271.0,西門里,"24.437808122272557, 118.32114677051545",1.0,15人,金門縣金城鎮北門里富康一村7巷8號,"24.437808122272557, 118.32114677051545"
公寓,272.0,西門里,"24.43783892319679, 118.32111970499714",1.0,15人,金門縣金城鎮北門里富康一村7巷9號,"24.43783892319679, 118.32111970499714"
公寓,273.0,西門里,"24.43787896438704, 118.32107459579993",1.0,15人,金門縣金城鎮西門里富康一村7巷10號,"24.43787896438704, 118.32107459579993"
公寓,274.0,西門里,"24.43791387208098, 118.32103625298231",1.0,15人,金門縣金城鎮北門里富康一村7巷11號,"24.43791387208098, 118.32103625298231"
公寓,275.0,西門里,"24.437948779765268, 118.32100354881432",1.0,15人,金門縣金城鎮北門里富康一村7巷12號,"24.437948779765268, 118.32100354881432"
公寓,276.0,西門里,"24.438068044755724, 118.32088882689187",1.0,15人,金門縣金城鎮西門里富康一村7巷15號,"24.438068044755724, 118.32088882689187"
公寓,277.0,西門里,"24.438096126684787, 118.32085529928045",1.0,15人,金門縣金城鎮北門里富康一村7巷16號,"24.438096126684787, 118.32085529928045"
公寓,278.0,西門里,金門縣金城鎮西門里富康一村8巷1號,1.0,15人,,金門縣金城鎮西門里富康一村8巷1號
公寓,279.0,西門里,金門縣金城鎮西門里富康一村8巷2號,1.0,15人,,金門縣金城鎮西門里富康一村8巷2號
公寓,280.0,西門里,金門縣金城鎮西門里富康一村8巷3號,1.0,15人,,金門縣金城鎮西門里富康一村8巷3號
公寓,281.0,西門里,金門縣金城鎮西門里富康一村8巷6號,1.0,15人,,金門縣金城鎮西門里富康一村8巷6號
公寓,282.0,西門里,金門縣金城鎮西門里富康一村8巷7號,1.0,15人,,金門縣金城鎮西門里富康一村8巷7號
公寓,283.0,西門里,金門縣金城鎮西門里富康一村8巷8號,1.0,15人,,金門縣金城鎮西門里富康一村8巷8號
公寓,284.0,西門里,金門縣金城鎮西門里富康一村8巷9號,1.0,15人,,金門縣金城鎮西門里富康一村8巷9號
公寓,285.0,西門里,金門縣金城鎮西門里富康一村8巷10號,1.0,15人,,金門縣金城鎮西門里富康一村8巷10號
公寓,286.0,西門里,金門縣金城鎮西門里富康一村8巷11號,1.0,15人,,金門縣金城鎮西門里富康一村8巷11號
公寓,287.0,西門里,金門縣金城鎮西門里富康一村8巷12號,1.0,15人,,金門縣金城鎮西門里富康一村8巷12號
公寓,288.0,西門里,金門縣金城鎮西門里富康一村8巷13號,1.0,15人,,金門縣金城鎮西門里富康一村8巷13號
公寓,289.0,西門里,金門縣金城鎮西門里富康一村9巷1號,1.0,15人,,金門縣金城鎮西門里富康一村9巷1號
公寓,290.0,西門里,金門縣金城鎮西門里富康一村9巷2號,1.0,15人,,金門縣金城鎮西門里富康一村9巷2號
公寓,291.0,西門里,金門縣金城鎮西門里富康一村9巷3號,1.0,15人,,金門縣金城鎮西門里富康一村9巷3號
公寓,292.0,西門里,金門縣金城鎮西門里富康一村9巷4號,1.0,15人,,金門縣金城鎮西門里富康一村9巷4號
公寓,293.0,西門里,金門縣金城鎮西門里富康一村9巷5號,1.0,15人,,金門縣金城鎮西門里富康一村9巷5號
公寓,294.0,西門里,金門縣金城鎮西門里富康一村9巷6號,1.0,15人,,金門縣金城鎮西門里富康一村9巷6號
公寓,295.0,西門里,金門縣金城鎮西門里富康一村9巷7號,1.0,15人,,金門縣金城鎮西門里富康一村9巷7號
公寓,296.0,西門里,金門縣金城鎮西門里富康一村9巷8號,1.0,15人,,金門縣金城鎮西門里富康一村9巷8號
公寓,297.0,西門里,金門縣金城鎮西門里富康一村9巷9號,1.0,15人,,金門縣金城鎮西門里富康一村9巷9號
公寓,298.0,西門里,金門縣金城鎮西門里富康一村9巷10號,1.0,15人,,金門縣金城鎮西門里富康一村9巷10號
公寓,299.0,西門里,金門縣金城鎮西門里富康一村9巷11號,1.0,15人,,金門縣金城鎮西門里富康一村9巷11號
公寓,300.0,西門里,金門縣金城鎮西門里富康一村9巷12號,1.0,15人,,金門縣金城鎮西門里富康一村9巷12號
公寓,301.0,西門里,金門縣金城鎮西門里富康一村9巷13號,1.0,15人,,金門縣金城鎮西門里富康一村9巷13號
公寓,302.0,西門里,金門縣金城鎮西門里富康一村9巷15號,1.0,15人,,金門縣金城鎮西門里富康一村9巷15號
公寓,303.0,西門里,金門縣金城鎮西門里富康一村9巷16號,1.0,15人,,金門縣金城鎮西門里富康一村9巷16號
公寓,304.0,西門里,金門縣金城鎮西門里富康一村9巷17號,1.0,15人,,金門縣金城鎮西門里富康一村9巷17號
公寓,305.0,西門里,金門縣金城鎮西門里富康一村9巷18號,1.0,15人,,金門縣金城鎮西門里富康一村9巷18號
公寓,306.0,南門里,金門縣金城鎮民族路183-1號,1.0,6人,,金門縣金城鎮民族路183-1號
公寓,307.0,南門里,金門縣金城鎮民族路224號,1.0,6人,,金門縣金城鎮民族路224號
公寓,308.0,南門里,"24.430625789403162, 118.31451260866525",1.0,6人,金門縣金城鎮民族路288號,"24.430625789403162, 118.31451260866525"
公寓,309.0,南門里,金門縣金城鎮民族路251號,1.0,32人,,金門縣金城鎮民族路251號
公寓,310.0,南門里,金門縣金城鎮民族路300號,1.0,32人,,金門縣金城鎮民族路300號
公寓,311.0,南門里,"24.430479137636055, 118.31728662708338",1.0,53人,金門縣金城鎮民族路162巷17號,"24.430479137636055, 118.31728662708338"
公寓,312.0,南門里,"24.431091284283013, 118.31710834591546",1.0,12人,金門縣金城鎮民族路180巷6弄5號,"24.431091284283013, 118.31710834591546"
公寓,313.0,南門里,"24.43081359539573, 118.31642397580563",1.0,20人,金門縣金城鎮民族路210巷02號,"24.43081359539573, 118.31642397580563"
公寓,314.0,南門里,金門縣金城鎮民族路266巷7號,1.0,6人,,金門縣金城鎮民族路266巷7號
公寓,315.0,南門里,金門縣金城鎮民權路46號,1.0,6人,,金門縣金城鎮民權路46號
公寓,316.0,南門里,金門縣金城鎮民權路48號,1.0,6人,,金門縣金城鎮民權路48號
公寓,317.0,南門里,金門縣金城鎮民權路50號,1.0,6人,,金門縣金城鎮民權路50號
公寓,318.0,南門里,"24.431933455223014, 118.31531705837332",1.0,6人,金門縣金城鎮珠浦南路44巷11號,"24.431933455223014, 118.31531705837332"
公寓,319.0,南門里,"24.43190470634769, 118.31532946340256",1.0,6人,金門縣金城鎮珠浦南路44巷9弄1號,"24.43190470634769, 118.31532946340256"
公寓,320.0,南門里,"24.431718865245454, 118.31484679499249",1.0,6人,金門縣金城鎮珠浦南路74巷18號,"24.431718865245454, 118.31484679499249"
公寓,321.0,南門里,"24.43142624195492, 118.31473627744711",1.0,26人,金門縣金城鎮珠浦南路74巷4號,"24.43142624195492, 118.31473627744711"
公寓,322.0,南門里,金門縣金城鎮民權路52號,1.0,8人,,金門縣金城鎮民權路52號
公寓,323.0,南門里,"24.431567505474852, 118.31642272006175",1.0,7人,金門縣金城鎮光前路17巷5號,"24.431567505474852, 118.31642272006175"
公寓,324.0,南門里,"24.433388794424236, 118.31186798951175",1.0,7人,金門縣金城鎮民權路70巷3弄16號,"24.433388794424236, 118.31186798951175"
公寓,325.0,南門里,"24.432863860365707, 118.31302112724333",1.0,13人,金門縣金城鎮民權路70巷2弄2號,"24.432863860365707, 118.31302112724333"
公寓,326.0,南門里,"24.43318158387268, 118.31249956001275",1.0,7人,金門縣金城鎮民權路70巷3弄8號,"24.43318158387268, 118.31249956001275"
公寓,327.0,南門里,"24.433064164409, 118.31238197030987",1.0,7人,金門縣金城鎮民權路70巷2弄9號,"24.433064164409, 118.31238197030987"
公寓,328.0,南門里,"24.433504486834078, 118.31245214481",1.0,7人,金門縣金城鎮民權路70巷5弄10號,"24.433504486834078, 118.31245214481"
公寓,329.0,南門里,"24.433551109118483, 118.31230800259354",1.0,7人,金門縣金城鎮民權路70巷5弄12號,"24.433551109118483, 118.31230800259354"
公寓,330.0,南門里,"24.433687522370185, 118.31235541779633",1.0,7人,金門縣金城鎮民權路70巷6弄12號,"24.433687522370185, 118.31235541779633"
公寓,331.0,南門里,"24.43374277832887, 118.31218472306632",1.0,13人,金門縣金城鎮民權路70巷6弄14號,"24.43374277832887, 118.31218472306632"
公寓,332.0,南門里,"24.433925813519128, 118.31162522367353",1.0,13人,金門縣金城鎮民權路70巷6弄21號,"24.433925813519128, 118.31162522367353"
公寓,333.0,南門里,"24.43387746462677, 118.31175798624132",1.0,13人,金門縣金城鎮民權路70巷6弄19號,"24.43387746462677, 118.31175798624132"
公寓,334.0,南門里,"24.433791127272883, 118.31156263560587",1.0,13人,金門縣金城鎮民權路70巷5弄21號,"24.433791127272883, 118.31156263560587"
公寓,335.0,南門里,"24.4337445050772, 118.31261335649944",1.0,7人,金門縣金城鎮民權路70巷7弄9號,"24.4337445050772, 118.31261335649944"
公寓,336.0,南門里,"24.433784220282007, 118.31250714644521",1.0,7人,金門縣金城鎮民權路70巷7弄11號,"24.433784220282007, 118.31250714644521"
公寓,337.0,南門里,"24.432888035008506, 118.31295474595943",1.0,13人,金門縣金城鎮民權路70巷2弄3號,"24.432888035008506, 118.31295474595943"
公寓,338.0,南門里,"24.433043443315828, 118.31242938551266",1.0,7人,金門縣金城鎮民權路70巷2弄8號,"24.433043443315828, 118.31242938551266"
公寓,339.0,南門里,"24.43322475276566, 118.31143935607867",1.0,13人,金門縣金城鎮民權路70巷1弄20號,"24.43322475276566, 118.31143935607867"
公寓,340.0,南門里,"24.433254107604448, 118.31135021549743",1.0,13人,金門縣金城鎮民權路70巷1弄21號,"24.433254107604448, 118.31135021549743"
公寓,341.0,南門里,"24.43402489543563, 118.31227570530312",1.0,13人,金門縣金城鎮民權路70巷8弄14號,"24.43402489543563, 118.31227570530312"
公寓,342.0,南門里,"24.4317262406921, 118.31673310458",1.0,7人,金門縣金城鎮光前路14號,"24.4317262406921, 118.31673310458"
公寓,343.0,南門里,金門縣金城鎮光前路24號,1.0,7人,,金門縣金城鎮光前路24號
公寓,344.0,南門里,"24.432808604021915, 118.31218851628255",1.0,13人,金門縣金城鎮民權路70巷1-1弄10號,"24.432808604021915, 118.31218851628255"
公寓,345.0,南門里,"24.43283795895757, 118.31212403160676",1.0,13人,金門縣金城鎮民權路70巷1-1弄11號,"24.43283795895757, 118.31212403160676"
公寓,346.0,南門里,"24.43312978118158, 118.3117200540791",1.0,13人,金門縣金城鎮民權路70巷1弄16號,"24.43312978118158, 118.3117200540791"
公寓,347.0,北門里,"24.434733987332496, 118.31931221302727",1.0,13人,金門縣金城鎮北門里民生路27巷1號,"24.434733987332496, 118.31931221302727"
公寓,348.0,北門里,金門縣金城鎮北門里民生路33-2號,1.0,13人,,金門縣金城鎮北門里民生路33-2號
公寓,349.0,北門里,"24.435569887485965, 118.31884820883874",1.0,6人,金門縣金城鎮北門里民生路45號1號,"24.435569887485965, 118.31884820883874"
公寓,350.0,北門里,金門縣金城鎮北門里中興路67巷8號,1.0,13人,,金門縣金城鎮北門里中興路67巷8號
公寓,351.0,北門里,金門縣金城鎮北門里中興路92號,1.0,8人,,金門縣金城鎮北門里中興路92號
公寓,352.0,北門里,金門縣金城鎮北門里中興路103號,1.0,5人,,金門縣金城鎮北門里中興路103號
公寓,353.0,北門里,"24.43422566478796, 118.31875852190454",1.0,13人,金門縣金城鎮北門里中興路161巷2號,"24.43422566478796, 118.31875852190454"
公寓,354.0,北門里,"24.434256189553736, 118.31872164153198",1.0,6人,金門縣金城鎮北門里中興路161巷4號,"24.434256189553736, 118.31872164153198"
公寓,355.0,北門里,金門縣金城鎮北門里中興路161巷6號,1.0,6人,,金門縣金城鎮北門里中興路161巷6號
公寓,356.0,北門里,金門縣金城鎮北門里中興路161巷8號,1.0,6人,,金門縣金城鎮北門里中興路161巷8號
公寓,357.0,北門里,金門縣金城鎮北門里中興路161巷12號,1.0,6人,,金門縣金城鎮北門里中興路161巷12號
公寓,358.0,北門里,金門縣金城鎮北門里中興路161巷14號,1.0,13人,,金門縣金城鎮北門里中興路161巷14號
公寓,359.0,北門里,金門縣金城鎮北門里中興路161巷22號,1.0,6人,,金門縣金城鎮北門里中興路161巷22號
公寓,360.0,北門里,金門縣金城鎮北門里中興路161巷24號,1.0,6人,,金門縣金城鎮北門里中興路161巷24號
公寓,361.0,北門里,金門縣金城鎮北門里中興路161巷26號,1.0,6人,,金門縣金城鎮北門里中興路161巷26號
公寓,362.0,北門里,金門縣金城鎮北門里中興路161巷28號,1.0,6人,,金門縣金城鎮北門里中興路161巷28號
公寓,363.0,北門里,金門縣金城鎮北門里中興路161巷30號,1.0,6人,,金門縣金城鎮北門里中興路161巷30號
公寓,364.0,北門里,金門縣金城鎮北門里中興路161巷32號,1.0,6人,,金門縣金城鎮北門里中興路161巷32號
公寓,365.0,北門里,金門縣金城鎮北門里中興路161巷34號,1.0,6人,,金門縣金城鎮北門里中興路161巷34號
公寓,366.0,北門里,"24.434554110879745, 118.31882289491844",1.0,6人,金門縣金城鎮北門里中興路173巷12號,"24.434554110879745, 118.31882289491844"
公寓,367.0,北門里,"24.43457914112304, 118.31880143724715",1.0,6人,金門縣金城鎮北門里中興路173巷13號,"24.43457914112304, 118.31880143724715"
公寓,368.0,北門里,"24.434637645344147, 118.3188402155618",1.0,6人,金門縣金城鎮北門里中興路173巷14弄2號,"24.434637645344147, 118.3188402155618"
公寓,369.0,北門里,金門縣金城鎮北門里中興路173巷14弄10號,1.0,6人,,金門縣金城鎮北門里中興路173巷14弄10號
公寓,370.0,北門里,金門縣金城鎮北門里中興路173巷14弄12號,1.0,6人,,金門縣金城鎮北門里中興路173巷14弄12號
公寓,371.0,北門里,金門縣金城鎮北門里中興路173巷14弄14號,1.0,6人,,金門縣金城鎮北門里中興路173巷14弄14號
公寓,372.0,北門里,金門縣金城鎮北門里中興路173巷14弄18號,1.0,6人,,金門縣金城鎮北門里中興路173巷14弄18號
公寓,373.0,北門里,金門縣金城鎮北門里中興路173巷14弄20號,1.0,7人,,金門縣金城鎮北門里中興路173巷14弄20號
公寓,374.0,北門里,金門縣金城鎮北門里中興路173巷16號,1.0,6人,,金門縣金城鎮北門里中興路173巷16號
公寓,375.0,北門里,"24.43481105330257, 118.31865549667636",1.0,13人,金門縣金城鎮北門里中興路173巷17號,"24.43481105330257, 118.31865549667636"
公寓,376.0,北門里,"24.43487676349364, 118.31862392023831",1.0,13人,金門縣金城鎮北門里中興路173巷19號,"24.43487676349364, 118.31862392023831"
公寓,377.0,北門里,金門縣金城鎮北門里中興路173巷20號,1.0,6人,,金門縣金城鎮北門里中興路173巷20號
公寓,378.0,北門里,金門縣金城鎮北門里中興路173巷22號,1.0,13人,,金門縣金城鎮北門里中興路173巷22號
公寓,379.0,北門里,金門縣金城鎮北門里中興路173巷22號,1.0,6人,,金門縣金城鎮北門里中興路173巷22號
公寓,380.0,北門里,"24.435012290654573, 118.31855851190235",1.0,13人,金門縣金城鎮北門里中興路173巷23號,"24.435012290654573, 118.31855851190235"
公寓,381.0,北門里,"24.435012290654573, 118.31855851190235",1.0,6人,金門縣金城鎮北門里中興路173巷23號,"24.435012290654573, 118.31855851190235"
公寓,382.0,北門里,金門縣金城鎮北門里中興路173巷24之1號,1.0,6人,,金門縣金城鎮北門里中興路173巷24之1號
公寓,383.0,北門里,"24.435080054180425, 118.31851565816503",1.0,6人,金門縣金城鎮北門里中興路173巷25號,"24.435080054180425, 118.31851565816503"
公寓,384.0,北門里,"24.435110855771043, 118.31848859264669",1.0,6人,金門縣金城鎮北門里中興路173巷25-1號,"24.435110855771043, 118.31848859264669"
公寓,385.0,北門里,金門縣金城鎮北門里中興路173巷26號,1.0,6人,,金門縣金城鎮北門里中興路173巷26號
公寓,386.0,北門里,"24.433457205815465, 118.31765129233929",1.0,13人,金門縣金城鎮北門里珠浦北路27之1號,"24.433457205815465, 118.31765129233929"
公寓,387.0,北門里,金門縣金城鎮北門里珠浦北路27之4號,1.0,13人,,金門縣金城鎮北門里珠浦北路27之4號
公寓,388.0,北門里,金門縣金城鎮北門里珠浦北路27巷5弄10號,1.0,13人,,金門縣金城鎮北門里珠浦北路27巷5弄10號
公寓,389.0,北門里,金門縣金城鎮北門里珠浦北路28號,1.0,13人,,金門縣金城鎮北門里珠浦北路28號
公寓,390.0,北門里,"24.433571173129785, 118.31762648228084",1.0,13人,金門縣金城鎮北門里珠浦北路28之4號,"24.433571173129785, 118.31762648228084"
公寓,391.0,北門里,"24.432893598230322, 118.31777917934292",1.0,7人,金門縣金城鎮北門里浯江街9巷11號,"24.432893598230322, 118.31777917934292"
公寓,392.0,北門里,金門縣金城鎮北門里莒光路62號,1.0,5人,,金門縣金城鎮北門里莒光路62號
大樓,393.0,北門里,金門縣金城鎮北門里民生路32號,1.0,17人,,金門縣金城鎮北門里民生路32號
大樓,394.0,北門里,"24.43562244885031, 118.31901612238352",1.0,176人,金門縣金城鎮北門里民生路43號,"24.43562244885031, 118.31901612238352"
公寓,395.0,北門里,金門縣金城鎮北門里民生路18號,1.0,27人,
公寓,396.0,北門里,金門縣金城鎮北門里民生路20號,1.0,13人,,金門縣金城鎮北門里民生路20號
