電腦編號,座落,緯度,經度,地下樓層數,可容納人數,管轄分局,placemark_address
TQA0028,宜蘭縣蘇澳鎮龍德里德興一路7號,24.6306876,121.8272142,1.0,80,蘇澳分局,"林建勝油品企業股份有限公司 TQA0028 宜蘭縣蘇澳鎮龍德里德興一路7號 80"
TQA0029,宜蘭縣蘇澳鎮龍德里德興一路23號 ,24.6280891,121.8245266,1.0,266,蘇澳分局,"家寶事業有限公司 TQA0029 宜蘭縣蘇澳鎮龍德里德興一路23號  266"
TQA0030,宜蘭縣蘇澳鎮龍德里德興一路29號,24.6268404,121.8231349,1.0,127,蘇澳分局,"和誠億水產股份有限公司 TQA0030 宜蘭縣蘇澳鎮龍德里德興一路29號 127"
TQA0031,宜蘭縣蘇澳鎮龍德里德興一路41號,24.625022,121.8215142,1.0,130,蘇澳分局,"銅座鑄造科技有限公司 TQA0031 宜蘭縣蘇澳鎮龍德里德興一路41號 130"
TQA0034,宜蘭縣蘇澳鎮龍德里德興六路8號 ,24.6314771,121.8259685,1.0,95,蘇澳分局,"晟豐龍德廠 TQA0034 宜蘭縣蘇澳鎮龍德里德興六路8號  95"
TQA0036,宜蘭縣蘇澳鎮龍德里德興七路6號,24.6351558,121.8297971,1.0,114,蘇澳分局,"東漢食品股份有限公司 TQA0036 宜蘭縣蘇澳鎮龍德里德興七路6號 114"
TQA0037,宜蘭縣蘇澳鎮龍德里德興六路11號,24.6309025,121.8239126,1.0,123,蘇澳分局,"隆盛食品冷凍股份有限公司 TQA0037 宜蘭縣蘇澳鎮龍德里德興六路11號 123"
TQA0039,宜蘭縣蘇澳鎮龍德里自強路17號,24.6327315,121.8254993,1.0,72,蘇澳分局,"鮮尚鮮冷凍食品股份有限公司 TQA0039 宜蘭縣蘇澳鎮龍德里自強路17號 72"
TQA0040,宜蘭縣蘇澳鎮龍德里自強路19號,24.6327074,121.8249609,1.0,50,蘇澳分局,"福寶冷凍食品股份有限公司 TQA0040 宜蘭縣蘇澳鎮龍德里自強路19號 50"
TQA0042,宜蘭縣蘇澳鎮永榮里大同路108號 ,24.6215957,121.8345477,1.0,262,蘇澳分局,"馬賽國小 TQA0042 宜蘭縣蘇澳鎮永榮里大同路108號  262"
TQA0044,宜蘭縣蘇澳鎮永榮里新馬路2號 ,24.6181961,121.8324637,1.0,105,蘇澳分局,"文化國中 TQA0044 宜蘭縣蘇澳鎮永榮里新馬路2號  105"
TQA0046,宜蘭縣蘇澳鎮龍德里福德路134號,24.6397131,121.8320861,1.0,310,蘇澳分局,"育英國小 TQA0046 宜蘭縣蘇澳鎮龍德里福德路134號 310"
TQA0048,宜蘭縣蘇澳鎮龍德里德興一路45號,24.6242672,121.8208355,1.0,105,蘇澳分局,"聯陽氣體工業股份有限公司 TQA0048 宜蘭縣蘇澳鎮龍德里德興一路45號 105"
TQA0049,宜蘭縣蘇澳鎮龍德里德興一路17號,24.6290464,121.8250604,1.0,128,蘇澳分局,"皇竣興業股份有限公司 TQA0049 宜蘭縣蘇澳鎮龍德里德興一路17號 128"
TQA0052,宜蘭縣蘇澳鎮隘丁里忠孝路166巷16號,24.6142247,121.8374795,1.0,291,蘇澳分局,"珊瑚家園 TQA0052 宜蘭縣蘇澳鎮隘丁里忠孝路166巷16號 291"
TQA0053,宜蘭縣蘇澳鎮隘丁里隘丁路12號,24.6180774,121.835055,1.0,505,蘇澳分局,"馬賽派出所 TQA0053 宜蘭縣蘇澳鎮隘丁里隘丁路12號 505"
TQA0054,宜蘭縣蘇澳鎮龍德里自強路10號,24.6338703,121.8291561,1.0,685,蘇澳分局,"中華電信 TQA0054 宜蘭縣蘇澳鎮龍德里自強路10號 685"
TQA0055,宜蘭縣蘇澳鎮龍德里德興八路5號,24.6363949,121.8296087,1.0,189,蘇澳分局,"新升股份有限公司 TQA0055 宜蘭縣蘇澳鎮龍德里德興八路5號 189"
TQA0065,宜蘭縣蘇澳鎮港邊里嶺腳路140號 ,24.6138855,121.8533741,1.0,162,蘇澳分局,"岳明國小 TQA0065 宜蘭縣蘇澳鎮港邊里嶺腳路140號  162"
TQA0075,宜蘭縣蘇澳鎮龍德里自強路15號,24.6326591,121.825971,1.0,58,蘇澳分局,"錦元益冷凍股份有限公司 TQA0075 宜蘭縣蘇澳鎮龍德里自強路15號 58"
TQA0076,宜蘭縣蘇澳鎮龍德里德興三路5號,24.62653,121.8213528,1.0,187,蘇澳分局,"工廠 TQA0076 宜蘭縣蘇澳鎮龍德里德興三路5號 187"
TQA0082,宜蘭縣蘇澳鎮新城里海山西路500號 ,24.6163015,121.8278465,1.0,153,蘇澳分局,"蜡藝蠟筆城堡 TQA0082 宜蘭縣蘇澳鎮新城里海山西路500號  153"
TQA0088,宜蘭縣蘇澳鎮港邊里三民路15-2號 ,24.6104406,121.8477551,1.0,1635,蘇澳分局,"美而快實業股份有限公司 TQA0088 宜蘭縣蘇澳鎮港邊里三民路15-2號  1635"
TQA0066,宜蘭縣南澳鄉南澳村蘇花路二段181號,24.4641976,121.7985772,1.0,328,蘇澳分局,"中華電信 TQA0066 宜蘭縣南澳鄉南澳村蘇花路二段181號 328"
TQA0067,宜蘭縣蘇澳鎮南強里南澳路93號,24.465348,121.803321,1.0,43,蘇澳分局,"華南購物中心 TQA0067 宜蘭縣蘇澳鎮南強里南澳路93號 43"
TQA0071,宜蘭縣南澳鄉東岳村蘇花路3段101號,24.516755,121.829478,1.0,1011,蘇澳分局,"幸福水泥股份有限公司 TQA0071 宜蘭縣南澳鄉東岳村蘇花路3段101號 1011"
TQA0064,宜蘭縣蘇澳鎮南安里漁港路48號,24.5826306,121.8680141,1.0,121,蘇澳分局,"南方澳派出所 TQA0064 宜蘭縣蘇澳鎮南安里漁港路48號 121"
TQA0072,宜蘭縣蘇澳鎮南安里南安路74巷10號 ,24.583341,121.867563,1.0,56,蘇澳分局,"公寓 TQA0072 宜蘭縣蘇澳鎮南安里南安路74巷10號  56"
TQA0077,宜蘭縣蘇澳鎮南建里學府路122號,24.578909,121.8684428,2.0,3402,蘇澳分局,"南安國小 TQA0077 宜蘭縣蘇澳鎮南建里學府路122號 3402"
TQA0078,宜蘭縣蘇澳鎮南安里海邊路126號,24.5833868,121.8659277,1.0,911,蘇澳分局,"蘇澳區漁會 TQA0078 宜蘭縣蘇澳鎮南安里海邊路126號 911"
TQA0086,宜蘭縣蘇澳鎮南建里跨港路1號 ,24.5855361,121.8722738,1.0,151,蘇澳分局,"光之旅 TQA0086 宜蘭縣蘇澳鎮南建里跨港路1號  151"
TMA0001,宜蘭縣宜蘭市大新里光復路4號 ,24.7549383,121.7573491,1.0,379,宜蘭分局,"公寓 TMA0001 宜蘭縣宜蘭市大新里光復路4號  379"
TMA0002,宜蘭縣宜蘭市新民里昇平街12巷6號,24.754844,121.75365,1.0,148,宜蘭分局,"公寓 TMA0002 宜蘭縣宜蘭市新民里昇平街12巷6號 148"
TMA0003,宜蘭縣宜蘭市新民里昇平街38號 ,24.755893,121.753555,1.0,190,宜蘭分局,"公寓 TMA0003 宜蘭縣宜蘭市新民里昇平街38號  190"
TMA0005,宜蘭縣宜蘭市新民里康樂路103號 ,24.7561602,121.7541948,1.0,1101,宜蘭分局,"蘭陽星鑽 TMA0005 宜蘭縣宜蘭市新民里康樂路103號  1101"
TMA0006,宜蘭縣宜蘭市新民里光復路50號,24.7553737,121.7553875,1.0,521,宜蘭分局,"宜蘭分局 TMA0006 宜蘭縣宜蘭市新民里光復路50號 521"
TMA0010,宜蘭縣宜蘭市大新里光復路48號 ,24.755437,121.753156,1.0,815,宜蘭分局,"新光人壽 TMA0010 宜蘭縣宜蘭市大新里光復路48號  815"
TMA0011,宜蘭縣宜蘭市大新里和睦路93號 ,24.7575005,121.7575183,1.0,312,宜蘭分局,"東川華夏 TMA0011 宜蘭縣宜蘭市大新里和睦路93號  312"
TMA0012,宜蘭縣宜蘭市大新里和睦路107號 ,24.757768,121.7576273,1.0,582,宜蘭分局,"大樓 TMA0012 宜蘭縣宜蘭市大新里和睦路107號  582"
TMA0013,宜蘭縣宜蘭市民權里女中路二段309號 ,24.7458145,121.7543966,1.0,963,宜蘭分局,"玫瑰校園 TMA0013 宜蘭縣宜蘭市民權里女中路二段309號  963"
TMA0021,宜蘭縣宜蘭市神農里崇聖街2號,24.7531529,121.7540924,1.0,562,宜蘭分局,"宜蘭國小 TMA0021 宜蘭縣宜蘭市神農里崇聖街2號 562"
TMA0022,宜蘭縣宜蘭市民權里神農路二段76號 ,24.7517126,121.751249,1.0,139,宜蘭分局,"大樓 TMA0022 宜蘭縣宜蘭市民權里神農路二段76號  139"
TMA0023,宜蘭縣宜蘭市民權里11鄰中山路二段261號 ,24.7522009,121.7527533,1.0,402,宜蘭分局,"宜蘭地院 TMA0023 宜蘭縣宜蘭市民權里11鄰中山路二段261號  402"
TMA0024,宜蘭縣宜蘭市神農里自強新路95號 ,24.7456377,121.7576186,1.0,2370,宜蘭分局,"鍾山春2 TMA0024 宜蘭縣宜蘭市神農里自強新路95號  2370"
TMA0033,宜蘭縣宜蘭市民權里中華路100號,24.7481598,121.7535212,1.0,185,宜蘭分局,"交通隊大樓 TMA0033 宜蘭縣宜蘭市民權里中華路100號 185"
TMA0034,宜蘭縣宜蘭市民權里中山路二段167號,24.7493397,121.7539883,1.0,340,宜蘭分局,"縣警局機動大樓 TMA0034 宜蘭縣宜蘭市民權里中山路二段167號 340"
TMA0035,宜蘭縣宜蘭市民權里中山路二段167號,24.7493397,121.7539883,1.0,872,宜蘭分局,"縣警局綜合大樓 TMA0035 宜蘭縣宜蘭市民權里中山路二段167號 872"
TMA0036,宜蘭縣宜蘭市民權里中山路二段55號 ,24.7450829,121.7555575,1.0,1050,宜蘭分局,"大樓 TMA0036 宜蘭縣宜蘭市民權里中山路二段55號  1050"
TMA0040,宜蘭縣宜蘭市神農里復興路66號,24.7499707,121.7544355,1.0,100,宜蘭分局,"建成骨科診所 TMA0040 宜蘭縣宜蘭市神農里復興路66號 100"
TMA0042,宜蘭縣宜蘭市大新里新民路75號 ,24.7568157,121.7565307,1.0,302,宜蘭分局,"大樓 TMA0042 宜蘭縣宜蘭市大新里新民路75號  302"
TMA0043,宜蘭縣宜蘭市大新里舊城東路50號 ,24.7577931,121.7566483,2.0,2750,宜蘭分局,"友愛百貨 TMA0043 宜蘭縣宜蘭市大新里舊城東路50號  2750"
TMA0044,宜蘭縣宜蘭市民權里中華路146號 ,24.7491154,121.7531048,1.0,505,宜蘭分局,"宜蘭市戶政事務所 TMA0044 宜蘭縣宜蘭市民權里中華路146號  505"
TMA0046,宜蘭縣宜蘭市民權里中山路二段261號,24.7522009,121.7527533,1.0,170,宜蘭分局,"行政執行署 TMA0046 宜蘭縣宜蘭市民權里中山路二段261號 170"
TMA0048,宜蘭縣宜蘭市民權里農權路90號 ,24.747787,121.7539603,1.0,805,宜蘭分局,"雅典娜名宮 TMA0048 宜蘭縣宜蘭市民權里農權路90號  805"
TMA0051,宜蘭縣宜蘭市神農里中山路二段482號,24.7533504,121.7527402,2.0,7265,宜蘭分局,"演藝廳 TMA0051 宜蘭縣宜蘭市神農里中山路二段482號 7265"
TMA0053,宜蘭縣宜蘭市神農里中山路二段318號 ,24.7500576,121.753928,1.0,2076,宜蘭分局,"大鵬新城 TMA0053 宜蘭縣宜蘭市神農里中山路二段318號  2076"
TMA0055,宜蘭縣宜蘭市大新里光復路30號,24.755192,121.756501,1.0,268,宜蘭分局,"大樓 TMA0055 宜蘭縣宜蘭市大新里光復路30號 268"
TMA0056,宜蘭縣宜蘭市神農里中山路二段432號,24.7519859,121.7533884,1.0,487,宜蘭分局,"宜蘭市公所 TMA0056 宜蘭縣宜蘭市神農里中山路二段432號 487"
TMA0057,宜蘭縣宜蘭市大新里宜興路一段366號,24.7577096,121.7589454,1.0,354,宜蘭分局,"伯斯飯店 TMA0057 宜蘭縣宜蘭市大新里宜興路一段366號 354"
TMA0059,宜蘭縣宜蘭市大新里新民路79號 ,24.7568175,121.756469,1.0,465,宜蘭分局,"招地大廈 TMA0059 宜蘭縣宜蘭市大新里新民路79號  465"
TMA0060,宜蘭縣宜蘭市中山里城隍街27號,24.7589821,121.7522188,1.0,110,宜蘭分局,"城隍廟 TMA0060 宜蘭縣宜蘭市中山里城隍街27號 110"
TMA0062,宜蘭縣宜蘭市西門里中山路三段217號,24.7610257,121.7533615,1.0,294,宜蘭分局,"國泰人壽大樓 TMA0062 宜蘭縣宜蘭市西門里中山路三段217號 294"
TMA0064,宜蘭縣宜蘭市中山里城隍路59號 ,24.7591166,121.7512179,1.0,101,宜蘭分局,"公寓 TMA0064 宜蘭縣宜蘭市中山里城隍路59號  101"
TMA0065,宜蘭縣宜蘭市西門里舊城西路111號,24.7602488,121.7502626,1.0,1752,宜蘭分局,"台電公司 TMA0065 宜蘭縣宜蘭市西門里舊城西路111號 1752"
TMA0066,宜蘭縣宜蘭市中山里城隍街52號,24.759383,121.7511253,1.0,245,宜蘭分局,"碧霞宮 TMA0066 宜蘭縣宜蘭市中山里城隍街52號 245"
TMA0068,宜蘭縣宜蘭市中山里城隍街16號 ,24.759316,121.752078,1.0,138,宜蘭分局,"公寓 TMA0068 宜蘭縣宜蘭市中山里城隍街16號  138"
TMA0070,宜蘭縣宜蘭市東門里新民路152號,24.7577958,121.7541648,1.0,1008,宜蘭分局,"陽明醫院 TMA0070 宜蘭縣宜蘭市東門里新民路152號 1008"
TMA0071,宜蘭縣宜蘭市慈安里慈安路41之7號 ,24.7596405,121.7626194,1.0,601,宜蘭分局,"快樂雅築 TMA0071 宜蘭縣宜蘭市慈安里慈安路41之7號  601"
TMA0072,宜蘭縣宜蘭市慈安里林森路311巷2號 ,24.7607438,121.7620721,1.0,1109,宜蘭分局,"快樂江山吉祥區 TMA0072 宜蘭縣宜蘭市慈安里林森路311巷2號  1109"
TMA0076,宜蘭縣宜蘭市小東里新興路86號 ,24.7601756,121.7580102,1.0,804,宜蘭分局,"公寓 TMA0076 宜蘭縣宜蘭市小東里新興路86號  804"
TMA0077,宜蘭縣宜蘭市東門里聖後街118號 ,24.7588042,121.7555299,1.0,794,宜蘭分局,"大樓 TMA0077 宜蘭縣宜蘭市東門里聖後街118號  794"
TMA0078,宜蘭縣宜蘭市新民里新民路143號,24.7574326,121.7539962,1.0,73,宜蘭分局,"宜蘭分局警備隊 TMA0078 宜蘭縣宜蘭市新民里新民路143號 73"
TMA0079,宜蘭縣宜蘭市慈安里林森路203號 ,24.7576965,121.7607292,1.0,318,宜蘭分局,"林森藝術家 TMA0079 宜蘭縣宜蘭市慈安里林森路203號  318"
TMA0080,宜蘭縣宜蘭市新民里中山路三段中央商場53之5號,24.7565948,121.7524009,1.0,136,宜蘭分局,"公寓 TMA0080 宜蘭縣宜蘭市新民里中山路三段中央商場53之5號 136"
TMA0081,宜蘭縣宜蘭市東門里力新路42號 ,24.7597584,121.7542996,1.0,283,宜蘭分局,"大樓 TMA0081 宜蘭縣宜蘭市東門里力新路42號  283"
TMA0082,宜蘭縣宜蘭市新民里崇聖街63-2號 ,24.756975,121.754778,2.0,1223,宜蘭分局,"大樓 TMA0082 宜蘭縣宜蘭市新民里崇聖街63-2號  1223"
TMA0084,宜蘭縣宜蘭市慈安里林森路336巷37號 ,24.7598929,121.761785,1.0,3205,宜蘭分局,"快樂江山富貴區 TMA0084 宜蘭縣宜蘭市慈安里林森路336巷37號  3205"
TMA0086,宜蘭縣宜蘭市東門里新民路108號,24.757275,121.755616,1.0,484,宜蘭分局,"長老教會 TMA0086 宜蘭縣宜蘭市東門里新民路108號 484"
TMA0087,宜蘭縣宜蘭市新民里崇聖街53號 ,24.7565092,121.7549546,1.0,147,宜蘭分局,"公寓 TMA0087 宜蘭縣宜蘭市新民里崇聖街53號  147"
TMA0088,宜蘭縣宜蘭市東門里新民路152號,24.7577958,121.7541648,1.0,1637,宜蘭分局,"陽明醫院 A TMA0088 宜蘭縣宜蘭市東門里新民路152號 1637"
TMA0090,宜蘭縣宜蘭市東門里崇聖街83號 ,24.7582272,121.7556818,1.0,625,宜蘭分局,"公寓 TMA0090 宜蘭縣宜蘭市東門里崇聖街83號  625"
TMA0091,宜蘭縣宜蘭市東門里中山路三段128號,24.7582992,121.7529174,2.0,4350,宜蘭分局,"宜蘭郵局 TMA0091 宜蘭縣宜蘭市東門里中山路三段128號 4350"
TMA0092,宜蘭縣宜蘭市東門里中山路三段152號 ,24.7591086,121.753092,1.0,930,宜蘭分局,"中山世貿大樓 TMA0092 宜蘭縣宜蘭市東門里中山路三段152號  930"
TMA0093,宜蘭縣宜蘭市小東里新興路20號 ,24.7589349,121.7586429,1.0,604,宜蘭分局,"大樓 TMA0093 宜蘭縣宜蘭市小東里新興路20號  604"
TMA0094,宜蘭縣宜蘭市小東里樹人路37號 ,24.7619228,121.7584437,1.0,1236,宜蘭分局,"宜蘭國中 TMA0094 宜蘭縣宜蘭市小東里樹人路37號  1236"
TMA0095,宜蘭縣宜蘭市小東里小東路6之1號,24.7590405,121.7570268,1.0,1603,宜蘭分局,"宜蘭市農會 TMA0095 宜蘭縣宜蘭市小東里小東路6之1號 1603"
TMA0096,宜蘭縣宜蘭市神農里舊城南路1號,24.7544274,121.7536907,1.0,942,宜蘭分局,"消防局 TMA0096 宜蘭縣宜蘭市神農里舊城南路1號 942"
TMA0097,宜蘭縣宜蘭市民權里中山路二段31號 ,24.7445456,121.7557573,1.0,708,宜蘭分局,"宜蘭人文基金會 TMA0097 宜蘭縣宜蘭市民權里中山路二段31號  708"
TMA0098,宜蘭縣宜蘭市民權里女中路二段287號,24.7459017,121.7547974,1.0,1076,宜蘭分局,"衛生局 TMA0098 宜蘭縣宜蘭市民權里女中路二段287號 1076"
TMA0099,宜蘭縣宜蘭市小東里樹人路50號 ,24.7619245,121.758679,2.0,5432,宜蘭分局,"歡歡喜喜 TMA0099 宜蘭縣宜蘭市小東里樹人路50號  5432"
TMA0100,宜蘭縣宜蘭市小東里光復路43號,24.7550259,121.7556833,1.0,1525,宜蘭分局,"土地銀行 TMA0100 宜蘭縣宜蘭市小東里光復路43號 1525"
TMA0110,宜蘭縣宜蘭市大新里和睦路146號,24.7598483,121.7591403,1.0,765,宜蘭分局,"信用合作社 TMA0110 宜蘭縣宜蘭市大新里和睦路146號 765"
TMA0111,宜蘭縣宜蘭市小東里樹人路37號 ,24.7619228,121.7584437,1.0,1364,宜蘭分局,"宜蘭國中信義樓 TMA0111 宜蘭縣宜蘭市小東里樹人路37號  1364"
TMA0112,宜蘭縣宜蘭市新民里新民路152號,24.7577958,121.7541648,2.0,3082,宜蘭分局,"新民醫院 TMA0112 宜蘭縣宜蘭市新民里新民路152號 3082"
TMA0113,宜蘭縣宜蘭市民權里中山路二段305號,24.7538649,121.7522621,1.0,548,宜蘭分局,"台灣企銀 TMA0113 宜蘭縣宜蘭市民權里中山路二段305號 548"
TMA0114,宜蘭縣宜蘭市西門里同慶街95號,24.7616726,121.7507401,1.0,2696,宜蘭分局,"社會處 TMA0114 宜蘭縣宜蘭市西門里同慶街95號 2696"
TMA0115,宜蘭縣宜蘭市思源里農權路101號 ,24.7498963,121.7395796,2.0,2322,宜蘭分局,"蘭陽新都心 TMA0115 宜蘭縣宜蘭市思源里農權路101號  2322"
TMA0116,宜蘭縣宜蘭市民權里弘志路26號 ,24.7461981,121.7531555,1.0,1252,宜蘭分局,"第一家庭社區 TMA0116 宜蘭縣宜蘭市民權里弘志路26號  1252"
TMA0117,宜蘭縣宜蘭市東門里中山路三段112號 ,24.7579003,121.7528161,1.0,230,宜蘭分局,"大樓 TMA0117 宜蘭縣宜蘭市東門里中山路三段112號  230"
TMA0118,宜蘭縣宜蘭市神農里民權路一段65號 ,24.7525466,121.7538829,1.0,442,宜蘭分局,"社福大樓 TMA0118 宜蘭縣宜蘭市神農里民權路一段65號  442"
TMC0001,宜蘭縣宜蘭市北津里大坡路一段27號 ,24.7690774,121.7554639,1.0,842,宜蘭分局,"天王星大樓 TMC0001 宜蘭縣宜蘭市北津里大坡路一段27號  842"
TMC0004,宜蘭縣宜蘭市茭白里中山路五段151巷8號 ,24.7709876,121.7564647,1.0,3732,宜蘭分局,"同昌高級大廈 TMC0004 宜蘭縣宜蘭市茭白里中山路五段151巷8號  3732"
TMC0007,宜蘭縣宜蘭市北津里津梅路180巷1號 ,24.7674766,121.7503218,1.0,1074,宜蘭分局,"蘭陽愛丁堡 TMC0007 宜蘭縣宜蘭市北津里津梅路180巷1號  1074"
TMC0009,宜蘭縣宜蘭市新生里中山路五段276號,24.774463,121.7583503,1.0,2140,宜蘭分局,"TOYOTA TMC0009 宜蘭縣宜蘭市新生里中山路五段276號 2140"
TMC0010,宜蘭縣宜蘭市北津里津梅路58號 ,24.7674085,121.7533157,1.0,493,宜蘭分局,"大樓 TMC0010 宜蘭縣宜蘭市北津里津梅路58號  493"
TMC0011,宜蘭縣宜蘭市茭白里大坡路一段28號 ,24.769192,121.755797,1.0,840,宜蘭分局,"龍王星 TMC0011 宜蘭縣宜蘭市茭白里大坡路一段28號  840"
TMC0012,宜蘭縣宜蘭市北津里大坡路一段31號 ,24.7692521,121.7552873,1.0,1972,宜蘭分局,"億固金門 TMC0012 宜蘭縣宜蘭市北津里大坡路一段31號  1972"
TMC0014,宜蘭縣宜蘭市梅洲里梅洲二路92號,24.7807186,121.7344129,1.0,144,宜蘭分局,"瑞陽鋼鐵公司 TMC0014 宜蘭縣宜蘭市梅洲里梅洲二路92號 144"
TMC0015,宜蘭縣宜蘭市梅洲里梅洲一路18-1號,24.7767311,121.7366388,1.0,242,宜蘭分局,"美元食品公司 TMC0015 宜蘭縣宜蘭市梅洲里梅洲一路18-1號 242"
TMC0017,宜蘭縣宜蘭市梅洲里梅洲二路59號,24.7805108,121.735051,1.0,137,宜蘭分局,"孟柏企業公司 TMC0017 宜蘭縣宜蘭市梅洲里梅洲二路59號 137"
TMC0018,宜蘭縣宜蘭市北津里大坡路一段121巷31號,24.7696154,121.7528883,1.0,3117,宜蘭分局,"御品天廈 TMC0018 宜蘭縣宜蘭市北津里大坡路一段121巷31號 3117"
TMC0031,宜蘭縣宜蘭市北門里同興街119號 ,24.7632953,121.7537056,1.0,325,宜蘭分局,"永興大廈 TMC0031 宜蘭縣宜蘭市北門里同興街119號  325"
TMC0039,宜蘭縣宜蘭市北門里中山路三段257號,24.762344,121.7538519,3.0,2978,宜蘭分局,"佛光大樓 TMC0039 宜蘭縣宜蘭市北門里中山路三段257號 2978"
TMC0040,宜蘭縣宜蘭市孝廉里中山路三段290號 ,24.7624252,121.7541246,2.0,2282,宜蘭分局,"大樓 TMC0040 宜蘭縣宜蘭市孝廉里中山路三段290號  2282"
TMC0041,宜蘭縣宜蘭市菜園里力行路106巷10號 ,24.7631486,121.7576752,1.0,771,宜蘭分局,"群發社區大樓 TMC0041 宜蘭縣宜蘭市菜園里力行路106巷10號  771"
TMC0045,宜蘭縣宜蘭市孝廉里舊城北路110號 ,24.7602412,121.7541617,1.0,180,宜蘭分局,"大樓 TMC0045 宜蘭縣宜蘭市孝廉里舊城北路110號  180"
TMC0046,宜蘭縣宜蘭市菜園里吉祥路126號 ,24.7609316,121.7560999,1.0,1069,宜蘭分局,"公寓 TMC0046 宜蘭縣宜蘭市菜園里吉祥路126號  1069"
TMC0048,宜蘭縣宜蘭市孝廉里舊城北路30號 ,24.7592252,121.7559477,1.0,393,宜蘭分局,"可青大飯店 TMC0048 宜蘭縣宜蘭市孝廉里舊城北路30號  393"
TMC0052,宜蘭縣宜蘭市孝廉里東後街2號 ,24.7604892,121.7538111,1.0,455,宜蘭分局,"三聖廟 TMC0052 宜蘭縣宜蘭市孝廉里東後街2號  455"
TMC0053,宜蘭縣宜蘭市孝廉里新興路175號 ,24.7620754,121.7553223,1.0,396,宜蘭分局,"大樓 TMC0053 宜蘭縣宜蘭市孝廉里新興路175號  396"
TMC0054,宜蘭縣宜蘭市孝廉里新興路216號 ,24.7625035,121.754722,1.0,565,宜蘭分局,"大樓 TMC0054 宜蘭縣宜蘭市孝廉里新興路216號  565"
TMC0060,宜蘭縣宜蘭市孝廉里力行路152號,24.7640667,121.7541406,1.0,759,宜蘭分局,"力行國小 TMC0060 宜蘭縣宜蘭市孝廉里力行路152號 759"
TMC0061,宜蘭縣宜蘭市菜園里環河東路93號 ,24.7639372,121.7574291,1.0,208,宜蘭分局,"大樓 TMC0061 宜蘭縣宜蘭市菜園里環河東路93號  208"
TMC0062,宜蘭縣宜蘭市茭白里中山路五段123號,24.7698454,121.7564582,1.0,2318,宜蘭分局,"悅川飯店 TMC0062 宜蘭縣宜蘭市茭白里中山路五段123號 2318"
TMC0063,宜蘭縣宜蘭市菜園里吉祥路88巷1號 ,24.7597765,121.7557659,2.0,3804,宜蘭分局,"京湛 TMC0063 宜蘭縣宜蘭市菜園里吉祥路88巷1號  3804"
TMC0064,宜蘭縣宜蘭市北門里新興路268號,24.7631028,121.7530085,1.0,1855,宜蘭分局,"蘭苑宿舍 TMC0064 宜蘭縣宜蘭市北門里新興路268號 1855"
TMC0068,宜蘭縣宜蘭市菜園里力行路106巷8號 ,24.7638761,121.7574967,1.0,1701,宜蘭分局,"大樓 TMC0068 宜蘭縣宜蘭市菜園里力行路106巷8號  1701"
TMC0069,宜蘭縣宜蘭市新生里宜興路三段9號 ,24.7653834,121.7616059,1.0,3077,宜蘭分局,"歡喜家園2 TMC0069 宜蘭縣宜蘭市新生里宜興路三段9號  3077"
TMC0070,宜蘭縣宜蘭市新生里大福路二段142巷5弄3號 ,24.767942,121.758042,2.0,4707,宜蘭分局,"明日馥2 TMC0070 宜蘭縣宜蘭市新生里大福路二段142巷5弄3號  4707"
TMC0071,宜蘭縣宜蘭市新生里中山路五段166巷12號,24.7697525,121.7574036,1.0,482,宜蘭分局,"宜蘭縣原住民事務所 TMC0071 宜蘭縣宜蘭市新生里中山路五段166巷12號 482"
TMB0001,宜蘭縣宜蘭市思源里神農路1段1號 ,24.7462924,121.7475856,1.0,16972,宜蘭分局,"宜蘭大學 停控中心 TMB0001 宜蘭縣宜蘭市思源里神農路1段1號  16972"
TMB0002,宜蘭縣宜蘭市文化里復興路2段258號 ,24.7502451,121.7440239,2.0,567,宜蘭分局,"文化新宿 TMB0002 宜蘭縣宜蘭市文化里復興路2段258號  567"
TMB0003,宜蘭縣宜蘭市思源里神農路一段1號 ,24.7462924,121.7475856,1.0,3526,宜蘭分局,"國立宜蘭大學教穡大樓 TMB0003 宜蘭縣宜蘭市思源里神農路一段1號  3526"
TMB0004,宜蘭縣宜蘭市文化里宜中路218號 ,24.7504321,121.743997,1.0,311,宜蘭分局,"文藝家大樓 TMB0004 宜蘭縣宜蘭市文化里宜中路218號  311"
TMB0005,宜蘭縣宜蘭市泰山里民權新路497號 ,24.7540346,121.7412051,1.0,1561,宜蘭分局,"南屏校園 TMB0005 宜蘭縣宜蘭市泰山里民權新路497號  1561"
TMB0006,宜蘭縣宜蘭市民族里神農路二段55號 ,24.751922,121.751019,1.0,600,宜蘭分局,"福郡大飯店 TMB0006 宜蘭縣宜蘭市民族里神農路二段55號  600"
TMB0010,宜蘭縣宜蘭市泰山里泰山路112巷2弄1號 ,24.7546385,121.7360522,1.0,327,宜蘭分局,"公寓 TMB0010 宜蘭縣宜蘭市泰山里泰山路112巷2弄1號  327"
TMB0011,宜蘭縣宜蘭市思源里女中路三段84號 ,24.7463455,121.740221,1.0,5667,宜蘭分局,"亞瑟王朝 TMB0011 宜蘭縣宜蘭市思源里女中路三段84號  5667"
TMB0014,宜蘭縣宜蘭市文化里軍民路5巷33號 ,24.7497576,121.7489098,1.0,148,宜蘭分局,"公寓 TMB0014 宜蘭縣宜蘭市文化里軍民路5巷33號  148"
