地址,經度,緯度,編號,里別,避難所在之地下樓層數,可容納人數,轄管分局
臺中市沙鹿區保寧路22巷1號,"120.564786 ","24.206742 ",JE00025,三鹿里,1.0,2273.0,清水分局
臺中市沙鹿區保安路57號,"120.566738 ","24.206759 ",JE00026,三鹿里,1.0,683.0,清水分局
臺中市沙鹿區正英路13巷1號之3,"120.571260 ","24.211940 ",JE00027,埔子里,1.0,35.0,清水分局
臺中市沙鹿區正英路13巷1號之6,"120.571260 ","24.211940 ",JE00028,埔子里,1.0,22.0,清水分局
臺中市沙鹿區正英路13巷1號之1,"120.571260 ","24.211940 ",JE00029,埔子里,1.0,22.0,清水分局
臺中市沙鹿區正英路13巷1號,"120.571260 ","24.211940 ",JE00030,埔子里,1.0,22.0,清水分局
臺中市沙鹿區正英路13巷1號之7,"120.571260 ","24.211940 ",JE00032,埔子里,1.0,2728.0,清水分局
臺中市沙鹿區臺灣大道六段989號,"120.580140 ","24.216530 ",JE00034,六路里,1.0,302.0,清水分局
臺中市沙鹿區保成二街27號,"120.568920 ","24.211550 ",JE00035,埔子里,1.0,635.0,清水分局
臺中市沙鹿區臺灣大道六段751號,"120.581024 ","24.209461 ",JE00036,六路里,1.0,793.0,清水分局
臺中市沙鹿區臺灣大道六段761號,"120.581024 ","24.210169 ",JE00037,六路里,1.0,1212.0,清水分局
臺中市沙鹿區東晉一街11號,"120.578239 ","24.219649 ",JE00038,晉江里,1.0,755.0,清水分局
臺中市沙鹿區向上路六段745號,"120.569641 ","24.200882 ",JE00039,三鹿里,1.0,399.0,清水分局
臺中市沙鹿區向上路六段733號,"120.569840 ","24.200609 ",JE00040,三鹿里,1.0,594.0,清水分局
臺中市沙鹿區保安路1號,"120.567285 ","24.205908 ",JE00041,三鹿里,1.0,1572.0,清水分局
臺中市沙鹿區臺灣大道六段1018號,"120.580820 ","24.217330 ",JE00042,晉江里,1.0,2445.0,清水分局
臺中市沙鹿區六路九街88號,"120.576370 ","24.212918 ",JE00043,六路里,1.0,287.0,清水分局
臺中市沙鹿區六路十街126號,"120.577620 ","24.212100 ",JE00045,六路里,1.0,615.0,清水分局
臺中市沙鹿區保安路55巷23號,"120.566690 ","24.206730 ",JE00046,三鹿里,1.0,1388.0,清水分局
臺中市沙鹿區自立路201號,"120.566160 ","24.199988 ",JE00047,三鹿里,1.0,2531.0,清水分局
臺中市沙鹿區北勢東路478號,"120.577400 ","24.223490 ",JE00048,晉江里,1.0,121.0,清水分局
臺中市沙鹿區臺灣大道6段926巷7弄2號,"120.581520 ","24.214780 ",JE00049,六路里,1.0,191.0,清水分局
臺中市沙鹿區保寧路8號,"120.564310 ","24.206650 ",JE00050,三鹿里,1.0,1863.0,清水分局
臺中市沙鹿區六路十街108號,"120.577680 ","24.212130 ",JE00051,六路里,1.0,533.0,清水分局
臺中市沙鹿區六路14街111號,"120.574690 ","24.213460 ",JE00052,六路里,1.0,984.0,清水分局
臺中市沙鹿區自強路780巷30號號,"120.559600 ","24.207988 ",JE00054,三鹿里,1.0,661.0,清水分局
臺中市沙鹿區晉文路148號,"120.582056 ","24.223899 ",JE00055,晉江里,1.0,180.0,清水分局
臺中市沙鹿區六路一街9號,"120.578429 ","24.215346 ",JE00056,六路里,1.0,196.0,清水分局
臺中市沙鹿區臺灣大道七段821號,"120.566930 ","24.237690 ",JF00002,竹林里,1.0,915.0,清水分局
臺中市沙鹿區七賢路33號,"120.568200 ","24.239630 ",JF00003,竹林里,1.0,17.0,清水分局
臺中市沙鹿區中華路二段428號,"120.556980 ","24.252750 ",JF00062,鹿寮里,1.0,1287.0,清水分局
臺中市沙鹿區七賢南路27號,"120.574430 ","24.241960 ",JF00063,犁分里,1.0,1374.0,清水分局
臺中市沙鹿區中山路669巷15號,"120.568270 ","24.257250 ",JF00064,鹿峰里,1.0,903.0,清水分局
臺中市沙鹿區中山路625號,"120.566610 ","24.242720 ",JF00065,鹿峰里,1.0,433.0,清水分局
臺中市沙鹿區星海路15巷39號,"120.566850 ","24.255290 ",JF00066,鹿峰里,1.0,943.0,清水分局
臺中市沙鹿區中山路485巷39號,"120.561130 ","24.245050 ",JF00067,鹿寮里,1.0,168.0,清水分局
臺中市沙鹿區福人街89號,"120.563870 ","24.243480 ",JF00075,鹿寮里,1.0,44.0,清水分局
臺中市沙鹿區中山路416號,"120.561710 ","24.243380 ",JF00076,鹿寮里,1.0,114.0,清水分局
臺中市沙鹿區光榮街79號,"120.564360 ","24.242970 ",JF00078,鹿寮里,1.0,273.0,清水分局
臺中市沙鹿區中山路482號1,"120.562620 ","24.246180 ",JF00080,鹿寮里,1.0,240.0,清水分局
臺中市沙鹿區錦華街62號,"120.564750 ","24.249710 ",JF00081,鹿寮里,1.0,195.0,清水分局
臺中市沙鹿區中山路628號,"120.569350 ","24.255200 ",JF00111,鹿峰里,1.0,651.0,清水分局
臺中市沙鹿區星河路423號,"120.572470 ","24.258590 ",JF00112,鹿峰里,1.0,28.0,清水分局
臺中市沙鹿區星河路58號,"120.569150 ","24.251670 ",JF00113,鹿峰里,1.0,1027.0,清水分局
臺中市沙鹿區中山路76巷16號,"120.571920 ","24.239290 ",JF00114,竹林里,1.0,2729.0,清水分局
臺中市沙鹿區中山路中峰南巷2號,"120.567820 ","24.254310 ",JF00121,鹿峰里,1.0,14.0,清水分局
臺中市沙鹿區中山路中峰南巷32號之1,"120.567100 ","24.254440 ",JF00122,鹿峰里,1.0,14.0,清水分局
臺中市沙鹿區中山路中峰南巷36號,"120.567100 ","24.254460 ",JF00123,鹿峰里,1.0,14.0,清水分局
臺中市沙鹿區光華路391巷57號之1,"120.568870 ","24.245780 ",JF00124,鹿寮里,1.0,726.0,清水分局
臺中市沙鹿區成功東街94號,"120.564570 ","24.241550 ",JF00125,鹿寮里,1.0,959.0,清水分局
臺中市沙鹿區臺灣大道7段823號,"120.565910 ","24.238720 ",JF00126,竹林里,1.0,734.0,清水分局
臺中市沙鹿區中山路428號,"120.561930 ","24.243790 ",JF00127,鹿峰里,1.0,76.0,清水分局
臺中市沙鹿區中山路664號,"120.570550 ","24.258010 ",JF00128,鹿峰里,1.0,428.0,清水分局
臺中市沙鹿區光華路385號,"120.566750 ","24.243780 ",JF00129,鹿寮里,1.0,700.0,清水分局
臺中市沙鹿區中山路533號,"120.563930 ","24.248730 ",JF00130,鹿寮里,1.0,4383.0,清水分局
臺中市沙鹿區光華路387號,"120.567760 ","24.244220 ",JF00131,鹿寮里,1.0,192.0,清水分局
臺中市沙鹿區中山路658號,"120.570110 ","24.257290 ",JF00132,鹿峰里,1.0,1237.0,清水分局
臺中市沙鹿區中山路689號,"120.569780 ","24.257790 ",JF00133,鹿峰里,1.0,490.0,清水分局
臺中市沙鹿區星河路209號,"120.569980 ","24.255570 ",JF00134,鹿峰里,1.0,1938.0,清水分局
臺中市沙鹿區光華路338號,"120.565300 ","24.242510 ",JF00135,鹿寮里,1.0,5236.0,清水分局
臺中市沙鹿區中山路522號,"120.565080 ","24.248830 ",JF00136,鹿寮里,1.0,612.0,清水分局
臺中市沙鹿區光大路252號,"120.565060 ","24.243600 ",JF00137,鹿寮里,1.0,1190.0,清水分局
臺中市沙鹿區中山路119之1號,"120.573130 ","24.263890 ",JF00138,竹林里,1.0,2989.0,清水分局
臺中市沙鹿區中山路665之1號,"120.568650 ","24.256180 ",JF00139,鹿峰里,1.0,874.0,清水分局
臺中市沙鹿區成功西街8號,"120.560800 ","24.242890 ",JF00140,鹿寮里,1.0,527.0,清水分局
臺中市沙鹿區民族路78號,"120.562902 ","24.257911 ",JF00141,鹿寮里,1.0,2020.0,清水分局
臺中市沙鹿區中山路655之2號,"120.591890 ","24.245676 ",JF00142,鹿峰里,1.0,1333.0,清水分局
臺中市沙鹿區臺灣大道7段818號,"120.567989 ","24.238674 ",JF00143,竹林里,1.0,1298.0,清水分局
臺中市沙鹿區忠貞路328號,"120.612586 ","24.242635 ",JG00002,清泉里,1.0,108.0,清水分局
臺中市沙鹿區忠貞路20巷173號,"120.604945 ","24.246180 ",JG00003,公明里,1.0,1749.0,清水分局
臺中市沙鹿區中清路信義巷6號之17,"120.607647 ","24.245802 ",JG00004,公明里,1.0,142.0,清水分局
臺中市沙鹿區中航路一段68號,"120.599216 ","24.252981 ",JG00005,西勢里,1.0,1071.0,清水分局
臺中市沙鹿區忠貞路213號,"120.609132 ","24.243563 ",JG00006,公明里,1.0,165.0,清水分局
臺中市沙鹿區東海路62號,"120.613409 ","24.243654 ",JG00007,清泉里,1.0,686.0,清水分局
臺中市沙鹿區中航路2段1號,"120.595560 ","24.260455 ",JG00009,西勢里,1.0,126.0,清水分局
臺中市梧棲區大仁路2段353巷8號,"120.534050 ","24.263353 ",JH00002,頂寮里,1.0,1146.0,清水分局
臺中市梧棲區大勇路228號,"120.532040 ","24.268994 ",JH00003,頂寮里,1.0,1005.0,清水分局
臺中市梧棲區大勇路214號,"120.532340 ","24.268900 ",JH00004,頂寮里,1.0,114.0,清水分局
臺中市梧棲區臨港路4段910號,"120.532404 ","24.271575 ",JH00035,頂寮里,1.0,80.0,清水分局
臺中市梧棲區臨港路4段908號,"120.532806 ","24.271504 ",JH00036,頂寮里,1.0,994.0,清水分局
臺中市梧棲區中和街200巷31號,"120.533510 ","24.257777 ",JH00048,中正里,1.0,97.0,清水分局
臺中市梧棲區頂橫街43巷1號,"120.528396 ","24.257674 ",JH00052,中正里,1.0,953.0,清水分局
臺中市梧棲區中和街187號,"120.532302 ","24.257960 ",JH00054,中正里,1.0,32.0,清水分局
臺中市梧棲區中和街185號,"120.532444 ","24.257779 ",JH00055,中正里,1.0,32.0,清水分局
臺中市梧棲區居仁街209巷16號,"120.533805 ","24.257665 ",JH00056,中正里,1.0,64.0,清水分局
臺中市梧棲區居仁街209巷18號,"120.533661 ","24.257625 ",JH00057,中正里,1.0,46.0,清水分局
臺中市梧棲區文化路2段182號,"120.531268 ","24.256118 ",JH00058,中正里,1.0,28.0,清水分局
臺中市梧棲區文化路2段180號,"120.531237 ","24.256061 ",JH00059,中正里,1.0,28.0,清水分局
臺中市梧棲區文化路2段320號,"120.532045 ","24.257969 ",JH00060,中正里,1.0,15.0,清水分局
臺中市梧棲區文化路2段322號,"120.532116 ","24.257970 ",JH00061,中正里,1.0,15.0,清水分局
臺中市梧棲區文化路2段178號,"120.531223 ","24.256066 ",JH00062,中正里,1.0,28.0,清水分局
臺中市梧棲區文化路2段318號,"120.532023 ","24.257969 ",JH00063,中正里,1.0,18.0,清水分局
臺中市梧棲區文化路2段316號,"120.532048 ","24.257854 ",JH00064,中正里,1.0,47.0,清水分局
臺中市梧棲區文化路2段314號,"120.532192 ","24.257801 ",JH00065,中正里,1.0,47.0,清水分局
臺中市梧棲區中和街183號,"120.532484 ","24.257553 ",JH00066,中正里,1.0,47.0,清水分局
臺中市梧棲區中和街115號,"120.531689 ","24.256267 ",JH00068,中正里,1.0,35.0,清水分局
臺中市梧棲區文化路2段130號,"120.530650 ","24.254940 ",JH00069,中正里,1.0,192.0,清水分局
臺中市梧棲區文化路2段176號,"120.531411 ","24.256017 ",JH00070,中正里,1.0,30.0,清水分局
臺中市梧棲區文化路2段174號,"120.531232 ","24.255989 ",JH00071,中正里,1.0,31.0,清水分局
臺中市梧棲區文化路2段172號,"120.531182 ","24.255930 ",JH00072,中正里,1.0,28.0,清水分局
臺中市梧棲區中和街103號,"120.531538 ","24.256009 ",JH00077,中正里,1.0,76.0,清水分局
臺中市梧棲區中和街119號,"120.531803 ","24.256367 ",JH00078,中正里,1.0,43.0,清水分局
臺中市梧棲區中和街100號,"120.531903 ","24.255816 ",JH00079,中正里,1.0,17.0,清水分局
臺中市梧棲區中和街98號,"120.531900 ","24.255731 ",JH00081,中正里,1.0,17.0,清水分局
臺中市梧棲區中和街107號,"120.531745 ","24.256127 ",JH00082,中正里,1.0,41.0,清水分局
臺中市梧棲區中和街109號,"120.531563 ","24.256215 ",JH00083,中正里,1.0,46.0,清水分局
臺中市梧棲區中和街111號,"120.531634 ","24.256238 ",JH00084,中正里,1.0,45.0,清水分局
臺中市梧棲區中和街110號,"120.531963 ","24.256094 ",JH00085,中正里,1.0,17.0,清水分局
臺中市梧棲區中和街108號,"120.532204 ","24.255919 ",JH00086,中正里,1.0,17.0,清水分局
臺中市梧棲區中和街160號,"120.532530 ","24.256879 ",JH00092,中正里,1.0,37.0,清水分局
臺中市梧棲區中和街191號,"120.532337 ","24.257740 ",JH00093,中正里,1.0,32.0,清水分局
臺中市梧棲區中和街189號,"120.532503 ","24.257721 ",JH00094,中正里,1.0,32.0,清水分局
臺中市梧棲區中和街220號,"120.533116 ","24.258093 ",JH00102,中正里,1.0,43.0,清水分局
臺中市梧棲區居仁街209巷80號,"120.533170 ","24.256473 ",JH00106,中正里,1.0,52.0,清水分局
臺中市梧棲區居仁街209巷78號,"120.533167 ","24.256480 ",JH00107,中正里,1.0,22.0,清水分局
臺中市梧棲區居仁街209巷76號,"120.533170 ","24.256502 ",JH00108,中正里,1.0,22.0,清水分局
臺中市梧棲區中和街105號,"120.531585 ","24.256047 ",JH00114,中正里,1.0,24.0,清水分局
臺中市梧棲區居仁街209巷52號,"120.533373 ","24.257042 ",JH00115,中正里,1.0,44.0,清水分局
臺中市梧棲區中和街106號,"120.531948 ","24.255876 ",JH00128,中正里,1.0,17.0,清水分局
臺中市梧棲區雲集街70巷3號,"120.531977 ","24.254899 ",JH00129,中正里,1.0,63.0,清水分局
臺中市梧棲區雲集街70巷1號,"120.532114 ","24.254751 ",JH00130,中正里,1.0,684.0,清水分局
臺中市梧棲區中和街66號,"120.531679 ","24.254945 ",JH00131,中正里,1.0,39.0,清水分局
臺中市梧棲區文化路2段87號,"120.530156 ","24.254535 ",JH00136,文化里,1.0,457.0,清水分局
臺中市梧棲區中和街25號,"120.530821 ","24.254189 ",JH00202,文化里,1.0,100.0,清水分局
臺中市梧棲區中和街27號,"120.530852 ","24.254229 ",JH00203,文化里,1.0,100.0,清水分局
臺中市梧棲區中和街29號,"120.530867 ","24.254257 ",JH00204,文化里,1.0,100.0,清水分局
臺中市梧棲區中和街39號,"120.530961 ","24.254570 ",JH00205,文化里,1.0,100.0,清水分局
臺中市梧棲區東建路39號,"120.529680 ","24.255509 ",JH00206,文化里,1.0,111.0,清水分局
臺中市梧棲區民生街45號,"120.531000 ","24.253180 ",JH00209,安仁里,1.0,773.0,清水分局
臺中市梧棲區民生街81號,"120.529350 ","24.254370 ",JH00210,安仁里,1.0,91.0,清水分局
臺中市梧棲區港埠路1段789號,"120.532582 ","24.242066 ",JH00261,草湳里,1.0,55.0,清水分局
臺中市梧棲區港埠路1段793號,"120.532677 ","24.242135 ",JH00263,草湳里,1.0,55.0,清水分局
臺中市梧棲區港埠路1段795號,"120.532637 ","24.242225 ",JH00264,草湳里,1.0,55.0,清水分局
臺中市梧棲區港埠路1段797號,"120.532531 ","24.242242 ",JH00265,草湳里,1.0,60.0,清水分局
臺中市梧棲區港埠路1段799號,"120.532677 ","24.242326 ",JH00266,草湳里,1.0,60.0,清水分局
臺中市梧棲區港埠路1段801號,"120.532597 ","24.242330 ",JH00267,草湳里,1.0,60.0,清水分局
臺中市梧棲區港埠路1段803號,"120.532719 ","24.242436 ",JH00268,草湳里,1.0,60.0,清水分局
臺中市梧棲區港埠路1段805號,"120.532723 ","24.242473 ",JH00269,草湳里,1.0,60.0,清水分局
臺中市梧棲區港埠路1段811號,"120.532704 ","24.242608 ",JH00272,草湳里,1.0,60.0,清水分局
臺中市梧棲區港埠路1段813號,"120.532704 ","24.242645 ",JH00273,草湳里,1.0,60.0,清水分局
臺中市梧棲區港埠路1段815號,"120.532738 ","24.242698 ",JH00274,草湳里,1.0,60.0,清水分局
臺中市梧棲區梧南路50號,"120.524042 ","24.242036 ",JH00275,草湳里,1.0,298.0,清水分局
臺中市梧棲區中興路32號,"120.535972 ","24.253152 ",JH00276,中正里,1.0,63.0,清水分局
臺中市梧棲區自立路388號,"120.526998 ","24.241544 ",JH00277,草湳里,1.0,277.0,清水分局
臺中市梧棲區自立路568號,"120.527310 ","24.243312 ",JH00279,草湳里,1.0,307.0,清水分局
臺中市梧棲區東建路81號,"120.530180 ","24.256756 ",JH00280,中和里,1.0,33.0,清水分局
臺中市梧棲區民權街關前巷14之1號,"120.527911 ","24.257004 ",JH00281,中和里,1.0,131.0,清水分局
臺中市梧棲區文化路2段400號,"120.532739 ","24.259571 ",JH00285,下寮里,1.0,28.0,清水分局
臺中市梧棲區中興路230號,"120.534039 ","24.255600 ",JH00291,中正里,1.0,47.0,清水分局
臺中市梧棲區中興路178巷157號,"120.535173 ","24.257169 ",JH00300,中正里,1.0,29.0,清水分局
臺中市梧棲區仁美街115號,"120.537519 ","24.254928 ",JH00301,中正里,1.0,120.0,清水分局
臺中市梧棲區中興路212號,"120.533817 ","24.255181 ",JH00309,中正里,1.0,67.0,清水分局
臺中市梧棲區建國北街288號,"120.531966 ","24.250962 ",JH00310,草湳里,1.0,282.0,清水分局
臺中市梧棲區建國北街282號,"120.532058 ","24.250882 ",JH00311,草湳里,1.0,282.0,清水分局
臺中市梧棲區建國北街350號,"120.530406 ","24.251391 ",JH00312,草湳里,1.0,28.0,清水分局
臺中市梧棲區建國北街348號,"120.530542 ","24.251468 ",JH00313,草湳里,1.0,28.0,清水分局
臺中市梧棲區四維東路149巷20號,"120.538485 ","24.261175 ",JH00314,頂寮里,1.0,1277.0,清水分局
臺中市梧棲區四維路2號,"120.536552 ","24.259320 ",JH00315,頂寮里,1.0,2614.0,清水分局
臺中市梧棲區四維東路71巷2號,"120.538647 ","24.260015 ",JH00316,頂寮里,1.0,68.0,清水分局
臺中市梧棲區四維東路159號,"120.538872 ","24.261153 ",JH00317,頂寮里,1.0,2101.0,清水分局
臺中市梧棲區四維中路337號,"120.532546 ","24.261977 ",JH00318,頂寮里,1.0,72.0,清水分局
臺中市梧棲區八德路24號,"120.532166 ","24.261390 ",JH00319,頂寮里,1.0,1096.0,清水分局
臺中市梧棲區四維西路113號,"120.534311 ","24.262105 ",JH00334,頂寮里,1.0,378.0,清水分局
臺中市梧棲區四維西路115號,"120.534314 ","24.262126 ",JH00335,頂寮里,1.0,378.0,清水分局
臺中市梧棲區港埠路2段419巷8號,"120.539511 ","24.259160 ",JH00347,頂寮里,1.0,340.0,清水分局
臺中市梧棲區八德路84號,"120.532624 ","24.262594 ",JH00348,頂寮里,1.0,1262.0,清水分局
臺中市梧棲區四維中路157巷1號,"120.536049 ","24.260965 ",JH00349,頂寮里,1.0,1192.0,清水分局
臺中市梧棲區大智路2段400號,"120.537529 ","24.259992 ",JH00350,頂寮里,1.0,1243.0,清水分局
臺中市梧棲區四維中路238號,"120.534453 ","24.261293 ",JH00351,頂寮里,1.0,904.0,清水分局
臺中市梧棲區永興路2段336巷41號,"120.524832 ","24.228225 ",JH00353,草湳里,1.0,111.0,清水分局
臺中市梧棲區永興路2段336巷22號,"120.524938 ","24.228096 ",JH00354,草湳里,1.0,111.0,清水分局
臺中市梧棲區港埠路1段715號,"120.531660 ","24.240176 ",JH00357,草湳里,1.0,66.0,清水分局
臺中市梧棲區港埠路1段711號,"120.531701 ","24.240136 ",JH00358,草湳里,1.0,66.0,清水分局
臺中市梧棲區港埠路1段717號,"120.531804 ","24.240295 ",JH00361,草湳里,1.0,66.0,清水分局
臺中市梧棲區港埠路1段731號,"120.531942 ","24.240631 ",JH00363,草湳里,1.0,18.0,清水分局
臺中市梧棲區港埠路1段505號,"120.528944 ","24.233858 ",JH00364,草湳里,1.0,200.0,清水分局
臺中市梧棲區自立路126號,"120.523717 ","24.233790 ",JH00369,草湳里,1.0,248.0,清水分局
臺中市梧棲區自強路322號,"120.522144 ","24.237403 ",JH00370,草湳里,1.0,390.0,清水分局
臺中市梧棲區港埠路1段497號,"120.528630 ","24.232926 ",JH00371,草湳里,1.0,110.0,清水分局
臺中市梧棲區自立路356號,"120.527287 ","24.242157 ",JH00372,草湳里,1.0,196.0,清水分局
臺中市梧棲區自強路99號,"120.527320 ","24.235107 ",JH00373,草湳里,1.0,111.0,清水分局
臺中市梧棲區港埠路1段609號,"120.530898 ","24.238265 ",JH00374,草湳里,1.0,85.0,清水分局
臺中市梧棲區港埠路1段509號,"120.529390 ","24.234758 ",JH00375,草湳里,1.0,85.0,清水分局
臺中市梧棲區港埠路1段517號,"120.529394 ","24.235236 ",JH00376,草湳里,1.0,110.0,清水分局
臺中市梧棲區港埠路1段619號,"120.530928 ","24.238459 ",JH00377,草湳里,1.0,141.0,清水分局
臺中市梧棲區港埠路1段629號,"120.531114 ","24.239013 ",JH00379,草湳里,1.0,151.0,清水分局
臺中市梧棲區自強路280號,"120.523178 ","24.237260 ",JH00380,草湳里,1.0,422.0,清水分局
臺中市梧棲區自強路330號,"120.521547 ","24.237605 ",JH00381,草湳里,1.0,71.0,清水分局
臺中市梧棲區臨港路3段596號,"120.517410 ","24.236847 ",JH00382,草湳里,1.0,333.0,清水分局
臺中市梧棲區港埠路1段627號,"120.531017 ","24.238577 ",JH00383,草湳里,1.0,133.0,清水分局
臺中市梧棲區自立二街392號,"120.528117 ","24.239786 ",JH00384,草湳里,1.0,221.0,清水分局
臺中市梧棲區梧南路11號,"120.521555 ","24.238260 ",JH00385,草湳里,1.0,191.0,清水分局
臺中市梧棲區港埠路1段787號,"120.532490 ","24.242037 ",JH00388,草湳里,1.0,60.0,清水分局
臺中市梧棲區自強一街146號,"120.527948 ","24.240351 ",JH00389,草湳里,1.0,188.0,清水分局
臺中市梧棲區仁美街100號,"120.537705 ","24.254763 ",JH00400,中正里,1.0,50.0,清水分局
臺中市梧棲區仁美街102號,"120.537716 ","24.254753 ",JH00401,中正里,1.0,50.0,清水分局
臺中市梧棲區仁美街113號,"120.537519 ","24.254928 ",JH00402,中正里,1.0,120.0,清水分局
臺中市梧棲區仁美街117號,"120.537782 ","24.255181 ",JH00403,中正里,1.0,120.0,清水分局
臺中市梧棲區文昌路773巷5號,"120.532040 ","24.246855 ",JH00408,草湳里,1.0,21.0,清水分局
臺中市梧棲區文昌路767號,"120.532473 ","24.246975 ",JH00410,草湳里,1.0,354.0,清水分局
臺中市梧棲區文昌路771號,"120.532286 ","24.247138 ",JH00411,草湳里,1.0,354.0,清水分局
臺中市梧棲區建國北街217巷45號,"120.533160 ","24.249202 ",JH00418,草湳里,1.0,167.0,清水分局
臺中市梧棲區建國北街217巷49號,"120.533050 ","24.248944 ",JH00419,草湳里,1.0,167.0,清水分局
臺中市梧棲區建國北街217巷53號,"120.532968 ","24.248767 ",JH00420,草湳里,1.0,167.0,清水分局
臺中市梧棲區建國北街217巷41號,"120.533181 ","24.249249 ",JH00421,草湳里,1.0,167.0,清水分局
臺中市梧棲區港埠路1段821巷3號,"120.533180 ","24.243655 ",JH00422,草湳里,1.0,21.0,清水分局
臺中市梧棲區港埠路1段821巷4號,"120.532962 ","24.243519 ",JH00423,草湳里,1.0,21.0,清水分局
臺中市梧棲區港埠路1段891號,"120.533833 ","24.245069 ",JH00431,草湳里,1.0,64.0,清水分局
臺中市梧棲區港埠路1段821巷02號,"120.533016 ","24.243472 ",JH00433,草湳里,1.0,21.0,清水分局
臺中市梧棲區港埠路1段821巷01號,"120.533032 ","24.243472 ",JH00434,草湳里,1.0,21.0,清水分局
臺中市梧棲區建國北街127號,"120.534645 ","24.248673 ",JH00435,草湳里,1.0,499.0,清水分局
臺中市梧棲區四維東路116號,"120.539008 ","24.260650 ",JH00436,頂寮里,1.0,706.0,清水分局
臺中市梧棲區大仁路二段245巷56號,"120.538452 ","24.261398 ",JH00438,頂寮里,1.0,756.0,清水分局
臺中市梧棲區八德路一段59號,"120.533434 ","24.265265 ",JH00439,頂寮里,1.0,3192.0,清水分局
臺中市梧棲區四維中路258號,"120.534463 ","24.261300 ",JH00440,頂寮里,1.0,1119.0,清水分局
臺中市梧棲區民生街45號,"120.531000 ","24.253180 ",JH00441,安仁里,1.0,1010.0,清水分局
臺中市梧棲區港埠路一段551號,"120.530639 ","24.237551 ",JH00442,草湳里,1.0,66.0,清水分局
臺中市梧棲區文化路一段88號,"120.528817 ","24.249699 ",JH00443,草湳里,1.0,5344.0,清水分局
臺中市梧棲區中興路67巷36號,"120.535234 ","24.252333 ",JH00444,文化里,1.0,594.0,清水分局
臺中市梧棲區文化路1段6號,"120.527619 ","24.244774 ",JH00445,草湳里,1.0,199.0,清水分局
臺中市梧棲區大勇路206號,"120.533005 ","24.268891 ",JH00446,頂寮里,1.0,2156.0,清水分局
臺中市梧棲區四維中路336號,"120.532520 ","24.262206 ",JH00447,頂寮里,1.0,813.0,清水分局
臺中市梧棲區四維中路303號,"120.532872 ","24.261773 ",JH00448,頂寮里,1.0,753.0,清水分局
臺中市梧棲區仁美街33巷50號,"120.535773 ","24.253837 ",JH00449,中正里,1.0,818.0,清水分局
臺中市梧棲區中興路49號,"120.536000 ","24.252730 ",JH00450,中正里,1.0,304.0,清水分局
臺中市梧棲區自立二街392號,"120.528117 ","24.239786 ",JH00451,草湳里,1.0,1045.0,清水分局
臺中市梧棲區草湳里自強路2號,"120.528358 ","24.234979 ",JH00453,草湳里,1.0,3173.0,清水分局
臺中市梧棲區頂寮里四維西路132號,"120.534770 ","24.262479 ",JH00454,頂寮里,1.0,999.0,清水分局
臺中市梧棲區大勇南路1號,"120.532159 ","24.266486 ",JH00455,頂寮里,1.0,4157.0,清水分局
臺中市梧棲區大仁路二段291巷50號,"120.535746 ","24.262225 ",JH00456,頂寮里,1.0,1128.0,清水分局
臺中市梧棲區八德路85號,"120.531992 ","24.262397 ",JH00457,頂寮里,1.0,1790.0,清水分局
臺中市梧棲區文昌路773巷8號,120.532004,24.24687,JH00459,草湳里,1.0,489.0,清水分局
臺中市沙鹿區斗潭路121號,"120.552384 ","24.222863 ",JI00001,斗抵里,1.0,37.0,清水分局
臺中市沙鹿區沙田路31之1號,"120.558030 ","24.227004 ",JI00002,斗抵里,1.0,179.0,清水分局
臺中市沙鹿區斗潭路82號,"120.552172 ","24.221279 ",JI00003,斗抵里,1.0,68.0,清水分局
臺中市沙鹿區沙田路5之6號,"120.553559 ","24.217630 ",JI00004,斗抵里,1.0,81.0,清水分局
臺中市沙鹿區太平路1號,"120.551566 ","24.217232 ",JI00006,斗抵里,1.0,136.0,清水分局
臺中市沙鹿區沙田路15號之3,"120.555387 ","24.221031 ",JI00007,斗抵里,1.0,18.0,清水分局
臺中市沙鹿區沙田路17號之5,"120.556659 ","24.223102 ",JI00008,斗抵里,1.0,18.0,清水分局
臺中市沙鹿區沙田路5號之8,"120.553030 ","24.217683 ",JI00009,斗抵里,1.0,30.0,清水分局
臺中市沙鹿區沙田路17號之4,"120.556659 ","24.223073 ",JI00010,斗抵里,1.0,18.0,清水分局
臺中市沙鹿區沙田路17號之3,"120.556648 ","24.223073 ",JI00011,斗抵里,1.0,18.0,清水分局
臺中市沙鹿區沙田路17號之1,"120.551642 ","24.217304 ",JI00012,斗抵里,1.0,18.0,清水分局
臺中市沙鹿區沙田路17號之9,"120.556665 ","24.223311 ",JI00013,斗抵里,1.0,18.0,清水分局
臺中市沙鹿區沙田路17號之14,"120.556637 ","24.223102 ",JI00014,斗抵里,1.0,18.0,清水分局
臺中市沙鹿區沙田路17號之8,"120.556659 ","24.223093 ",JI00015,斗抵里,1.0,18.0,清水分局
臺中市沙鹿區沙田路17號之12,"120.556637 ","24.223122 ",JI00017,斗抵里,1.0,18.0,清水分局
臺中市沙鹿區沙田路17號之6,"120.556680 ","24.223102 ",JI00018,斗抵里,1.0,18.0,清水分局
臺中市沙鹿區沙田路5號之9,"120.553052 ","24.217722 ",JI00019,斗抵里,1.0,30.0,清水分局
臺中市沙鹿區沙田路17號之24,"120.556659 ","24.223102 ",JI00020,斗抵里,1.0,20.0,清水分局
