類別,建築物名稱,電腦編號,村里別,地址,"地下 樓層數","可容納 人數",派出所,備註,經度,緯度
大樓,美國華城,DA07000121,連城里,新北市中和區連城里連城路89巷32號,3,771.0,錦和派出所,,121.49731,24.998838
大樓,我的故鄉,DA07000122,力行里,新北市中和區力行里圓通路240巷5號,2,1220.0,錦和派出所,,121.494344,24.992735
大樓,天下為公,DA07000123,力行里,新北市中和區力行里中正路267號,2,1221.0,錦和派出所,,121.495693,24.993318
大樓,美國華城C棟,DA07000124,連城里,新北市中和區連城里連城路89巷5號,3,2169.0,錦和派出所,,121.497161,24.999603
公寓,喜臨門NO.1,DA07000125,錦中里,新北市中和區錦中里圓通路252巷7號,1,162.0,錦和派出所,,121.493193,24.991517
公寓,公寓,DA07000126,連城里,新北市中和區連城里連城路109巷34號,1,231.0,錦和派出所,,121.497029,24.998103
大樓,銀河儷人,DA07000127,正行里,新北市中和區正行里圓通路135號,2,513.0,錦和派出所,,121.499035,24.995829
大樓,華廈,DA07000128,力行里,新北市中和區力行里圓通路162號,1,350.0,錦和派出所,,121.497524,24.995548
公寓,新喬福保齡球館,DA07000129,錦中里,新北市中和區錦中里錦和路388號,1,1587.0,錦和派出所,,121.490451,24.99059
大樓,國泰晶鑽,DA07000130,德行里,新北市中和區德行里圓通路297巷9弄2號,1、2,1359.0,錦和派出所,,121.4953,24.991564
大樓,瑞星牙醫,DA07000131,力行里,新北市中和區力行里安邦街130號,1,153.0,錦和派出所,,121.49739,24.995617
大樓,連勝華廈,DA07000132,力行里,新北市中和區力行里連勝街53號,1,168.0,錦和派出所,,121.49783,24.997254
大樓,龍田吉市,DA07000133,正行里,新北市中和區正行里中正路138號,3,1116.0,錦和派出所,,121.4993902,24.99422
大樓,錦和高中,DA07000134,錦中里,新北市中和區錦中里錦和路163號,1,4115.0,錦和派出所,,121.491089,24.99254
大樓,世紀皇家,DA07000135,力行里,新北市中和區力行里連勝街9號,3,6419.0,錦和派出所,,121.499117,24.998532
大樓,林園豪富,DA07000136,德行里,新北市中和區德行里中正路135號,1,361.0,錦和派出所,,121.499505,24.993445
大樓,天下為公A,DA07000137,力行里,新北市中和區力行里中正路277之7號,1,211.0,錦和派出所,,121.495152,24.993522
大樓,原宿大樓,DA07000138,力行里,新北市中和區力行里圓通路242號,1,312.0,錦和派出所,,121.494424,24.992236
雙和醫院,雙和醫院,DA07000139,力行里,新北市中和區力行里中正路291號,3,2433.0,錦和派出所,,,
大樓,錦和聚,DA07000140,錦中里,新北市中和區錦中里圓通路296巷7號,1,907.0,錦和派出所,,121.487745,24.989355
大樓,奧登科技公司,DA07000141,錦盛里,新北市中和區錦盛里圓通路305巷16號,1,79.0,錦和派出所,,121.494177,24.989444
大樓,錦和派出所,DA07000142,連城里,新北市中和區連城里安邦街20號,1,1288.0,錦和派出所,,,
大樓,將捷美華社區,DA07000143,建和里,新北市中和區建和里中正路426號,1,175.0,錦和派出所,,121.491495,24.994301
大樓,漢保雙捷贊,DA07000144,連城里,新北市中和區連城里景平路571號,4,350.0,錦和派出所,,121.497882,24.999875
大樓,連勝富邑,DA07000145,連城里,新北市中和區連城里連勝街93號,1,161.0,錦和派出所,,121.495561,24.996225
大樓,雙和醫院,DA07000146,錦盛里,新北市中和區錦盛里14鄰圓通路301號,2,3603.0,錦和派出所,,,
大樓,公寓,DA07000147,錦中里,新北市中和區錦中里5鄰圓通路252巷5弄1號,1,55.0,錦和派出所,,121.493407,24.991384
大樓,千德晴靚,DA07000148,錦昌里,新北市中和區錦昌里11鄰圓通路367巷13弄58號,1,335.0,錦和派出所,,121.493451,24.987492
大樓,,DA07000149,建和里,新北市中和區建和里1鄰連城路255號,1,675.0,錦和派出所,,121.492822,24.996654
大樓,飛躍21科技園區,DA08000001,員山里,新北市中和區員山里中山路三段102號,3,4141.0,積穗派出所,,121.476903,25.005955
大樓,亞財星科技藝術,DA08000002,員山里,新北市中和區員山里員山路504號,2,3600.0,積穗派出所,,121.479554,25.008096
公寓,哥德式國際,DA08000003,員山里,新北市中和區員山里新民街101號,1,407.0,積穗派出所,,121.480401,25.008175
大樓,大樓,DA08000004,積穗里,新北市中和區積穗里員山路477號,1,114.0,積穗派出所,,121.480114,25.005075
大樓,大樓,DA08000005,嘉新里,新北市中和區嘉新里員山路327巷68號,1,221.0,積穗派出所,,121.479884,25.002098
大樓,捷年高峰,DA08000006,積穗里,新北市中和區積穗里台新街37號,2,684.0,積穗派出所,,121.479575,25.005139
大樓,帝國大廈,DA08000007,員富里,新北市中和區員富里中正路1180號,3,1049.0,積穗派出所,,121.481316,25.009903
大樓,書香畫境,DA08000008,嘉新里,新北市中和區嘉新里民安街42巷7號,1,847.0,積穗派出所,,121.478294,25.001448
大樓,國際企業廣場,DA08000010,員山里,新北市中和區員山里員山路512號,1,1877.0,積穗派出所,,121.479299,25.009013
大樓,捷年高昇,DA08000011,積穗里,新北市中和區積穗里台新街5號,2,1781.0,積穗派出所,,121.479329,25.005547
大樓,美和診所,DA08000012,積穗里,新北市中和區積穗里中山路三段19號,2,198.0,積穗派出所,,121.479458,25.005891
大樓,大樓,DA08000013,積穗里,新北市中和區積穗里員山路396號,1,189.0,積穗派出所,,121.480561,25.004677
大樓,大樓,DA08000014,嘉新里,新北市中和區嘉新里員山路327巷72號,1,385.0,積穗派出所,,121.479745,25.002179
大樓,大樓,DA08000015,安穗里,新北市中和區安穗里員山路190號,1,400.0,積穗派出所,,121.48142,25.000407
大樓,蕙生醫院,DA08000016,積穗里,新北市中和區積穗里中山路551號,2,247.0,積穗派出所,,,
板橋監理站,齊一停車場,DA08000017,員富里,新北市中和區員富里中山路三段114巷7號,2,3856.0,積穗派出所,,121.475608,25.007702
大樓,北城親家,DA08000019,積穗里,新北市中和區積穗里中山路二段523巷32弄1號,3,928.0,積穗派出所,,121.48159,25.003602
大樓,大樓,DA08000020,民有里,新北市中和區民有里民有街19號,1,126.0,積穗派出所,,121.475829,25.005586
交通部公路總局,交通部公路總局,DA08000021,民有里,新北市中和區民有里中山路三段79號,1,543.0,積穗派出所,,121.475905,25.005739
民享藝文特區,民享藝文特區,DA08000022,民有里,新北市中和區民有里自治街67號,2,1771.0,積穗派出所,,121.475579,25.00349
大樓,大樓,DA08000026,民有里,新北市中和區民有里民享街31巷7號,1,133.0,積穗派出所,,121.474472,25.00437
大樓,法國經典,DA08000027,民安里,新北市中和區民安里民利街68巷5弄8號,1,1372.0,積穗派出所,,121.47754,24.999036
大樓,經典歐洲,DA08000028,安穗里,新北市中和區安穗里民樂路1號,4,1615.0,積穗派出所,,121.482095,25.0013
大樓,環球購物中心,DA08000029,員山里,新北市中和區員山里中山路三段120號,3,12747.0,積穗派出所,,121.475694,25.006053
大樓,法國經典,DA08000030,民安里,新北市中和區民安里民利街68巷5弄13號,1,391.0,積穗派出所,,121.477512,24.998736
大樓,麗寶水花園,DA08000031,安穗里,新北市中和區安穗里民樂路23號,2,1580.0,積穗派出所,,121.482914,25.001311
新北市政府養工處,養工處,DA08000032,積穗里,新北市中和區積穗里員山路471號,2,662.0,積穗派出所,,121.48015,25.00482
大樓,世紀雙星,DA08000033,員山里,新北市中和區員山里中山路三段58號,2,1150.0,積穗派出所,,121.478145,25.005876
大樓,全坤富貴賞,DA08000034,員富里,新北市中和區員富里中正路1203號,2,2269.0,積穗派出所,,121.48016,25.010038
大樓,元氣大鎮,DA08000035,積穗里,新北市中和區積穗里中山路三段35號,3,11692.0,積穗派出所,,121.478445,25.005926
大樓,三盛製衣廠,DA08000036,員山里,新北市中和區員山里中山路三段118-2號,2,778.0,積穗派出所,,121.475034,25.008364
大樓,環球薈館社區,DA08000038,員山里,新北市中和區員山里中山路三段118-3號,2,3288.0,積穗派出所,,121.475002,25.008639
大樓,環球薈館社區,DA08000039,員山里,新北市中和區員山里中山路三段118-18號,2,3254.0,積穗派出所,,121.474815,25.009052
公寓,公寓,DA08000044,員富里,新北市中和區員富里員山路611巷6弄1號,1,290.0,積穗派出所,,121.477536,25.010652
公寓,公寓,DA08000048,民享里,新北市中和區民享里民享街89巷9弄1號,1,91.0,積穗派出所,,121.474913,25.001795
公寓,公寓,DA08000049,民享里,新北市中和區民享里民享街89巷4弄1號,1,454.0,積穗派出所,,121.475129,25.00167
公寓,公寓,DA08000051,員富里,新北市中和區員富里員山路581巷31弄2-10號,1,167.0,積穗派出所,,121.477836,25.010314
公寓,公寓,DA08000052,員富里,新北市中和區員富里員山路581巷31弄2號,1,73.0,積穗派出所,,121.477205,25.01046
松下電子,松下電子,DA08000067,員山里,新北市中和區員山里員山路579號,1,1217.0,積穗派出所,,121.478788,25.008734
公寓,公寓,DA08000070,員富里,新北市中和區員富里員山路581巷31弄2號,1,78.0,積穗派出所,,121.477205,25.01046
積穗國中,積穗國中日新樓,DA08000071,嘉新里,新北市中和區嘉新里民安街66號,1,337.0,積穗派出所,,121.478927,25.000128
公寓,松下電子,DA08000096,員山里,新北市中和區員山里員山路579-2號,1,1388.0,積穗派出所,,121.478788,25.008734
公寓,夏威夷社區,DA08000097,民安里,新北市中和區民安里民利街120號,1,1547.0,積穗派出所,,121.476986,24.99709
大樓,大樓,DA08000099,員富里,新北市中和區員富里中正路1194巷1號,1,953.0,積穗派出所,,121.480545,25.010694
大樓,大樓,DA08000100,安穗里,新北市中和區安穗里員山路294巷1號,1,168.0,積穗派出所,,121.481738,25.002508
大樓,大樓,DA08000103,安穗里,新北市中和區安穗里員山路196號,1,202.0,積穗派出所,,121.481378,25.000759
大樓,大樓,DA08000104,民有里,新北市中和區民有里民享街47號,1,515.0,積穗派出所,,121.474114,25.002823
大樓,江南園林,DA08000105,積穗里,新北市中和區積穗里新生街112巷2號,1,2988.0,積穗派出所,,121.482995,25.003034
積穗國中,格致樓,DA08000106,嘉新里,新北市中和區嘉新里民安街66號,1,1358.0,積穗派出所,,121.478927,25.000128
大樓,大樓,DA08000108,員山里,新北市中和區員山里員山路506號,1,1708.0,積穗派出所,,121.479409,25.008627
積穗國中,科學樓,DA08000109,嘉新里,新北市中和區嘉新里民安街66號,1,607.0,積穗派出所,,121.478927,25.000128
大樓,大樓,DA08000110,員山里,新北市中和區員山里員山路466巷17弄17號,1,166.0,積穗派出所,,121.480426,25.007152
大樓,勤務大樓,DA08000111,員富里,新北市中和區員富里中正路1167號,1,663.0,積穗派出所,,,
大樓,大樓,DA08000112,嘉新里,新北市中和區嘉新里員山路437號,1,406.0,積穗派出所,,121.480685,25.003822
警察局勤務大樓,消防局(員山分隊),DA08000113,員富里,新北市中和區員富里中正路1163號,1,384.0,積穗派出所,,121.481614,25.009113
積穗國中,明道大樓,DA08000114,嘉新里,新北市中和區嘉新里民安街66號,1,1342.0,積穗派出所,,121.478927,25.000128
法民寺,法民寺,DA08000115,積穗里,新北市中和區積穗里新民街12號,1,282.0,積穗派出所,,121.482541,25.005973
積穗國中,明道大樓,DA08000116,嘉新里,新北市中和區嘉新里民安街66號,1,1639.0,積穗派出所,,121.478927,25.000128
大樓,大樓,DA08000117,積穗里,新北市中和區積穗里中山路二段479號,2,150.0,積穗派出所,,121.483003,25.00487
大樓,大樓,DA08000118,員富里,新北市中和區員富里員山路556號,1,115.0,積穗派出所,,121.478952,25.010455
大樓,國際工業園區,DA08000119,員山里,新北市中和區員山里員山路502號,2,3443.0,積穗派出所,,121.479774,25.007398
城隍會,城隍廟,DA08000120,安穗里,新北市中和區安穗里中山路二段523巷56號,1,206.0,積穗派出所,,121.482201,25.002921
大樓,大時代花園,DA08000121,民安里,新北市中和區民安里民安街53號,2,1197.0,積穗派出所,,121.479429,24.999877
交通部公路總局,教學大樓,DA08000122,民有里,新北市中和區民有里中山路三段79號,1,427.0,積穗派出所,,121.475905,25.005739
大樓,尊龍社區,DA08000123,安穗里,新北市中和區安穗里員山路176號,1,706.0,積穗派出所,,121.481409,25.000083
大樓,萬科隆社區,DA08000124,員山里,新北市中和區員山里中山路三段118號,2,1799.0,積穗派出所,,121.475758,25.006035
大樓,安穗里活動中心,DA08000125,安穗里,新北市中和區安穗里員山路294巷5號,2,1003.0,積穗派出所,,121.4819,25.002513
公寓,公寓,DA08000126,嘉新里,新北市中和區嘉新里員山路327巷13號,1,437.0,積穗派出所,,121.480624,25.001499
大樓,京華大廈,DA08000127,積穗里,新北市中和區積穗里員山路446號,2,475.0,積穗派出所,,121.480192,25.005643
大樓,大樓,DA08000128,積穗里,新北市中和區積穗里員山路428號,1,181.0,積穗派出所,,121.480285,25.005282
大樓,環球購物中心,DA08000129,員山里,新北市中和區員山里中山路三段120號,2,4125.0,積穗派出所,,121.4752756,25.0063155
大樓,植木賞社區,DA08000130,嘉新里,新北市中和區嘉新里員山路327巷88之1號,1、2,284.0,積穗派出所,,121.479353,25.00245
大樓,大樓,DA08000131,嘉新里,新北市中和區嘉新里員山路327巷8號,2,352.0,積穗派出所,,121.48105,25.001309
大樓,滿福堡大廈,DA08000132,嘉新里,新北市中和區嘉新里員山路387巷2號,2,1054.0,積穗派出所,,121.480891,25.002843
大樓,民享雅築,DA08000133,民有里,新北市中和區民有里民享街9號,1,127.0,積穗派出所,,121.474013,25.005614
公寓,龍興社區,DA08000134,員富里,新北市中和區員富里中山路三段114巷69號,2,250.0,積穗派出所,,121.475884,25.007821
大樓,大樓,DA08000135,安穗里,新北市中和區安穗里員山路294巷20號,1,160.0,積穗派出所,,121.482172,25.002264
大樓,郡騰民安,DA08000136,民安里,新北市中和區民安里民安街25巷12號,1,121.0,積穗派出所,,121.480553,24.999799
大樓,大樓,DA08000137,民安里,新北市中和區民安里民利街80號,1,136.0,積穗派出所,,121.478102,24.998225
大樓,慈濟,DA08000138,積穗里,新北市中和區積穗里中山路三段41號,1,3924.0,積穗派出所,,121.477438,25.004761
大樓,昇陽之冠,DA08000139,員山里,新北市中和區員山里中山路三段114巷56號,4,1037.0,積穗派出所,,121.475894,25.007354
大樓,源力時代,DA08000140,安穗里,新北市中和區安穗里員山路316號,1,989.0,積穗派出所,,121.481317,25.003051
亞財星科技大樓,默濤院社區,DA08000141,民安里,新北市中和區民安里民安街101號,1,697.0,積穗派出所,,121.477713,24.999453
大樓,九泰皇品,DA08000142,員富里,新北市中和區員富里員山路589號,5,2229.0,積穗派出所,,121.478537,25.009643
大樓,民有天玥,DA08000143,民有里,新北市中和區民有里民有街35號,1,144.0,積穗派出所,,121.475894,25.005057
大樓,漢寶雙星,DA08000144,民安里,新北市中和區民安里民利街68巷3號,3,1063.0,積穗派出所,,121.478058,24.998995
大樓,大佳中山高尚,DA08000145,積穗里,新北市中和區積穗里13鄰中山路二段515號,1,184.0,積穗派出所,,121.481997,25.005039
大樓,榮耀世家,DA21000001,秀士里,新北市中和區秀士里景平路111巷60弄22號,1,760.0,秀山派出所,,121.515155,24.99086
大樓,天空之城綜合大樓,DA21000002,秀明里,新北市中和區秀明里景平路258號,2,3796.0,秀山派出所,,121.514908,24.99255
大樓,旺築公寓,DA21000003,秀峰里,新北市中和區秀峰里景平路75號,3,546.0,秀山派出所,,121.518121,24.991732
公寓,沒有名字,DA21000004,秀福里,新北市中和區秀福里自立路12號,2,4947.0,秀山派出所,,121.522352,24.996312
大樓,翠提雙星大廈,DA21000005,秀景里,新北市中和區秀景里成功路25號,1,737.0,秀山派出所,,121.526338,24.9935
大樓,沒有名字,DA21000006,秀義里,新北市中和區秀義里秀朗路三段109號,1,44.0,秀山派出所,,121.526488,24.994634
大樓,基泰和里社區,DA21000007,秀山里,新北市中和區秀山里自立路30號,2,2823.0,秀山派出所,,121.522554,24.992864
大樓,翊盛大地,DA21000008,秀福里,新北市中和區秀福里秀朗路三段2之1號,2,748.0,秀山派出所,,121.52589,24.997389
大樓,敦南世中星公寓,DA21000009,秀景里,新北市中和區秀景里景平路40號,2,310.0,秀山派出所,,121.523026,24.990764
大樓,東安明廈,DA21000010,秀義里,新北市中和區秀義里秀朗路三段70巷33號,1,377.0,秀山派出所,,121.525504,24.994361
大樓,風雅頌二期社區,DA21000011,秀義里,新北市中和區秀義里秀朗路三段70巷6號,1,443.0,秀山派出所,,121.52623,24.99464
大樓,德意及第公寓,DA21000012,景本里,新北市中和區景本里景新街423巷33弄17號,2,405.0,秀山派出所,,121.513501,24.989793
大樓,唐三彩,DA21000013,秀景里,新北市中和區秀景里成功路86號,1,151.0,秀山派出所,,121.525831,24.991476
秀山國小,秀山國小,DA21000014,秀山里,新北市中和區秀山里立人街2號,1,2213.0,秀山派出所,,121.521164,24.994223
公寓,公寓,DA21000015,秀義里,新北市中和區秀義里秀朗路三段60巷69號,1,103.0,秀山派出所,,121.524056,24.994629
公寓,尊邸大樓,DA21000016,秀福里,新北市中和區秀福里秀朗路三段10巷31弄9號,2,325.0,秀山派出所,,121.524782,24.995788
公寓,富耀建設有限公司,DA21000017,秀景里,新北市中和區秀景里秀朗路三段147號,1,82.0,秀山派出所,,121.524909,24.992277
大樓,皇普大道東社區,DA21000018,秀峰里,新北市中和區秀峰里景平路59號,4,884.0,秀山派出所,,121.521043,24.991016
大樓,冠德旺築,DA21000019,秀峰里,新北市中和區秀峰里景平路73號,2,119.0,秀山派出所,,121.518386,24.99166
大樓,冠德住易,DA21000020,秀峰里,新北市中和區秀峰里景德街33號,2,888.0,秀山派出所,,121.518345,24.991235
公寓,警信新村,DA21000021,秀峰里,新北市中和區秀峰里秀峰街127巷1號,1,340.0,秀山派出所,,121.519722,24.990886
大樓,力霸山河社區,DA21000022,秀景里,新北市中和區秀景里成功路129號,4,2258.0,秀山派出所,,121.526022,24.990823
公寓,德意及第公寓,DA21000023,景本里,新北市中和區景本里景新街423巷31號,1,279.0,秀山派出所,,121.51383,24.989629
公寓,青年皇家大樓,DA21000024,秀景里,新北市中和區秀景里秀朗路三段135巷3號,1,79.0,秀山派出所,,121.525515,24.99237
大樓,東帝市大樓,DA21000026,秀明里,新北市中和區秀明里景平路170號,6,5941.0,秀山派出所,,121.516987,24.992813
大樓,佳易A社區,DA21000027,秀峰里,新北市中和區秀峰里景平路71-5號,4,1806.0,秀山派出所,,121.518873,24.991443
大樓,滿築公寓,DA21000028,秀山里,新北市中和區秀山里景平路64巷13弄2號,2,1022.0,秀山派出所,,121.521983,24.991411
公寓,德義精品,DA21000029,景本里,新北市中和區景本里景新街423巷27號,1,126.0,秀山派出所,,121.513607,24.989551
大樓,風雅頌一期,DA21000030,秀義里,新北市中和區秀義里秀朗路三段70巷9號,1,418.0,秀山派出所,,121.525851,24.994448
大樓,龍門居社區,DA21000031,秀士里,新北市中和區秀士里景平路111巷68號,1,966.0,秀山派出所,,121.515025,24.990421
大樓,景德名人錄公寓,DA21000032,秀峰里,新北市中和區秀峰里景德街29號,1,320.0,秀山派出所,,121.518528,24.99121
大樓,名人錄大廈,DA21000033,秀峰里,新北市中和區秀峰里景德街3號,1,68.0,秀山派出所,,121.51911,24.991316
大樓,皇家大道社區,DA21000034,秀山里,新北市中和區秀山里景平路76號,3,557.0,秀山派出所,,121.521814,24.990958
公寓,沒有名字,DA21000035,秀福里,新北市中和區秀福里秀朗路三段10巷12弄1之1號,1,165.0,秀山派出所,,121.525452,24.996679
大樓,上荷紀,DA21000036,秀仁里,新北市中和區秀仁里大勇街47號,1,1699.0,秀山派出所,,121.517923,24.994963
大樓,凱旋門社區,DA21000037,秀士里,新北市中和區秀士里景德街95之8號,1,142.0,秀山派出所,,121.515213,24.99114
大樓,杜樂麗社區,DA21000038,秀景里,新北市中和區秀景里成功路99號,2,535.0,秀山派出所,,121.526093,24.991633
大樓,萬事達社區,DA21000040,秀仁里,新北市中和區秀仁里大勇街78號,2,2129.0,秀山派出所,,121.518032,24.994879
大樓,采會一集社區,DA21000041,秀景里,新北市中和區秀景里成功路8號,1,538.0,秀山派出所,,121.52615,24.993811
大樓,秀山麗景公寓,DA21000042,秀仁里,新北市中和區秀仁里自強路18號,1,137.0,秀山派出所,,121.520104,24.995581
大樓,漢來喜朵,DA21000043,秀義里,新北市中和區秀義里秀朗路三段93號,1,117.0,秀山派出所,,121.52656,24.99515
大樓,森鄰綠社區,DA21000044,景南里,新北市中和區景南里景新街551號,1,748.0,秀山派出所,,121.515037,24.986698
大樓,雙捷金鑽社區,DA21000045,秀水里,新北市中和區秀水里景平路150號,1,357.0,秀山派出所,,121.518262,24.992114
公寓,遙居社區,DA21000046,秀水里,新北市中和區秀水里大仁街10巷9弄52號,1,91.0,秀山派出所,,121.520055,24.992917
大樓,秀峰苑,DA21000047,秀景里,新北市中和區秀景里景平路51號,1,92.0,秀山派出所,,121.521659,24.990509
大樓,青年住宅,DA21000048,秀峰里,新北市中和區秀峰里景德街5號,1,3465.0,秀山派出所,,121.51892,24.990735
大樓,蒔築大樓,DA21000049,秀山里,新北市中和區秀山里自立路16巷5號,1,104.0,秀山派出所,,121.521713,24.99362
大樓,亞璞心向,DA21000050,秀士里,新北市中和區秀士里景平路113號,1,278.0,秀山派出所,,121.516718,24.991893
景新停車場,景新立體停車場,DA21000051,景本里,新北市中和區景本里景新街399巷12號,1,808.0,秀山派出所,,121.513038,24.989857
大樓,晴好社區,DA21000052,秀仁里,新北市中和區秀仁里大勇街31巷35號,1,155.0,秀山派出所,,121.517063,24.995158
大樓,"勝瀚 秀山園社區",DA21000053,秀福里,新北市中和區秀福里自立路17號,1,403.0,秀山派出所,,121.522473,24.996041
大樓,仁和薈大樓,DA21000054,秀水里,新北市中和區秀水里28鄰大仁街66號,1,279.0,秀山派出所,,121.519305,24.993758
大樓,,DA21000055,秀福里,新北市中和區秀福里秀朗路3段28號2樓,1、2,165.0,秀山派出所,,121.5263706,24.99651568
大樓,金寶石大樓,DA23000001,平河里,新北市中和區平河里建一路173號,2,966.0,員山派出所,,121.48826,24.999048
大樓,中正福邸大樓,DA23000002,平河里,新北市中和區平河里中正路695號,1,614.0,員山派出所,,121.484811,24.998294
大樓,中和中正大樓,DA23000003,平河里,新北市中和區平河里中正路790號,2,605.0,員山派出所,,121.485529,25.001143
大樓,福利旺社區,DA23000004,嘉慶里,新北市中和區嘉慶里連城路571號,1,429.0,員山派出所,,121.479253,24.994464
大樓,蒲陽金鑽大樓,DA23000005,中山里,新北市中和區中山里中正路488號,2,495.0,員山派出所,,121.489197,24.994461
大樓,大樓,DA23000006,仁和里,新北市中和區仁和里中正路633號,2,206.0,員山派出所,,121.485214,24.99527
大樓,信豐大樓,DA23000007,平河里,新北市中和區平河里中山路二段419號,2,478.0,員山派出所,,121.485729,25.004738
大樓,公寓,DA23000008,信和里,新北市中和區信和里連城路340巷14弄20號,1,138.0,員山派出所,,121.482867,24.997249
公寓,公寓,DA23000009,仁和里,新北市中和區仁和里連城路469巷40號,1,104.0,員山派出所,,121.483416,24.994669
大樓,錦繡長江公寓大廈,DA23000010,信和里,新北市中和區信和里民樂路52號,2,1122.0,員山派出所,,121.483236,25.001075
大樓,心中市大廈,DA23000011,平河里,新北市中和區平河里中正路673號,1,3788.0,員山派出所,,121.485023,24.996883
大樓,中和夢想家大廈,DA23000012,平河里,新北市中和區平河里中正路803號,2,538.0,員山派出所,,121.484687,25.00146
大樓,遠東世紀廣場,DA23000013,平河里,新北市中和區平河里中正路726號,3,18461.0,員山派出所,,121.485562,24.997556
公寓,景實大廈,DA23000014,平河里,新北市中和區平河里建康路21號,2,410.0,員山派出所,,121.486279,25.000365
公寓,大樓,DA23000015,平河里,新北市中和區平河里建康路28號,1,178.0,員山派出所,,121.486746,25.000028
大樓,漢寶企業大樓,DA23000016,平河里,新北市中和區平河里建一路146號,1,418.0,員山派出所,,121.487909,24.999095
大樓,花園廣場社區,DA23000017,平河里,新北市中和區平河里中正路827號,3,6011.0,員山派出所,,121.484032,25.002218
大樓,翰林文教大樓,DA23000018,平河里,新北市中和區平河里建一路136號,2,1325.0,員山派出所,,121.487874,24.999493
大樓,凱悅廣場大樓,DA23000019,平河里,新北市中和區平河里中正路753號,2,2360.0,員山派出所,,121.48483,24.99979
公寓,公寓,DA23000020,文元里,新北市中和區文元里員山路148巷19號,1,100.0,員山派出所,,121.482064,24.997205
大樓,大贏家社區,DA23000021,嘉慶里,新北市中和區嘉慶里連城路559號,2,1799.0,員山派出所,,121.479808,24.994658
大樓,大七喜大廈(B區),DA23000022,信和里,新北市中和區信和里員山路148巷23弄30號,1,972.0,員山派出所,,121.482307,24.997913
大樓,大廈,DA23000023,信和里,新北市中和區信和里員山路148巷23弄7號,1,734.0,員山派出所,,121.482144,24.997631
大樓,遠東巨門大樓,DA23000024,平河里,新北市中和區平河里中正路782號,2,2501.0,員山派出所,,121.485263,25.000687
公寓,大樓,DA23000025,平河里,新北市中和區平河里建三路50號,1,392.0,員山派出所,,121.485929,25.001115
大樓,大七喜大廈,DA23000026,信和里,新北市中和區信和里員山路148巷23弄6號,1,1522.0,員山派出所,,121.482329,24.997556
中和高中,中和高中,DA23000027,嘉慶里,新北市中和區嘉慶里連城路460號,1,1374.0,員山派出所,,121.478344,24.993985
公寓,公寓,DA23000028,文元里,新北市中和區文元里連城路346號,1,193.0,員山派出所,,121.482621,24.995722
公寓,公寓,DA23000029,嘉慶里,新北市中和區嘉慶里連城路456巷6號,1,176.0,員山派出所,,121.478918,24.995026
大樓,鑽石名門大樓,DA23000030,平河里,新北市中和區平河里中正路797號,4,1562.0,員山派出所,,121.484733,25.000466
大樓,中和高中,DA23000031,嘉慶里,新北市中和區嘉慶里連城路460號,1,3801.0,員山派出所,,121.478344,24.993985
公寓,公寓,DA23000032,中山里,新北市中和區中山里錦和路176號,1,213.0,員山派出所,,121.489933,24.995544
大樓,巨龍御品公寓大廈,DA23000033,中山里,新北市中和區中山里中正路500號,3,391.0,員山派出所,,121.48886,24.994466
大樓,歡喜城社區,DA23000034,中正里,新北市中和區中正里連城路349號,2,1382.0,員山派出所,,121.488036,24.996059
公寓,公寓,DA23000035,中山里,新北市中和區中山里錦和路170號,1,93.0,員山派出所,,121.489904,24.995599
大樓,遠東世紀廣場,DA23000036,平河里,新北市中和區平河里中正路700號,4,17645.0,員山派出所,,121.485897,24.996516
大樓,景實大廈,DA23000037,平河里,新北市中和區平河里建三路66號,2,339.0,員山派出所,,121.485996,25.000853
公寓,公寓,DA23000038,嘉慶里,新北市中和區嘉慶里連城路569巷11號,1,134.0,員山派出所,,121.479305,24.994011
大樓,瓏山林飯店,DA23000039,仁和里,新北市中和區仁和里中正路631號,1,788.0,員山派出所,,121.485284,24.99493
大樓,員山富邑社區,DA23000040,嘉慶里,新北市中和區嘉慶里連城路456巷3號,2,1250.0,員山派出所,,121.47876,24.994985
公寓,岳霖食品公司,DA23000041,平河里,新北市中和區平河里錦和路134號,1,232.0,員山派出所,,121.489299,24.998027
大樓,智富連城工商園區,DA23000042,平河里,新北市中和區平河里連城路226號,3,2397.0,員山派出所,,121.489642,24.996524
公寓,公寓,DA23000043,嘉慶里,新北市中和區嘉慶里連城路446號,1,151.0,員山派出所,,121.479341,24.994795
公寓,公寓,DA23000044,信和里,新北市中和區信和里連城路340巷2號,1,172.0,員山派出所,,121.482901,24.99602
公寓,大樓,DA23000045,平河里,新北市中和區平河里建康路39號,1,45.0,員山派出所,,121.486419,25.000369
大樓,圓頂天下大樓,DA23000046,平河里,新北市中和區平河里連城路236號,2,1516.0,員山派出所,,121.488746,24.99651
大樓,福朋中央公園大廈,DA23000047,中山里,新北市中和區中山里中正路525號,3,677.0,員山派出所,,121.487896,24.994086
大樓,法國玫瑰公寓大樓,DA23000048,嘉慶里,新北市中和區嘉慶里連城路601號,1,695.0,員山派出所,,121.478478,24.993636
大樓,員山連城大樓,DA23000049,嘉慶里,新北市中和區嘉慶里連城路531號,1,884.0,員山派出所,,121.480803,24.994887
大樓,君迪商旅,DA23000050,仁和里,新北市中和區仁和里和城路一段230號,1,423.0,員山派出所,,121.484656,24.993957
