編號,里別,地址,可容納人數,經度,緯度,轄管分局,避難所在之地下樓層數
242.0,祥興里,臺中市大里區祥興里26鄰亞洲街147巷7號,26.0,120.688467,24.124033,霧峰分局,1.0
243.0,祥興里,臺中市大里區祥興里26鄰亞洲街147巷8號,28.0,120.688298,24.123966,霧峰分局,1.0
244.0,祥興里,臺中市大里區祥興里26鄰亞洲街147巷9號,26.0,120.688431,24.123978,霧峰分局,1.0
245.0,祥興里,臺中市大里區祥興里26鄰亞洲街147巷10號,28.0,120.688252,24.123903,霧峰分局,1.0
246.0,祥興里,臺中市大里區祥興里26鄰亞洲街147巷11號,26.0,120.688387,24.123926,霧峰分局,1.0
247.0,祥興里,臺中市大里區祥興里26鄰亞洲街147巷12號,26.0,120.688209,24.123854,霧峰分局,1.0
248.0,祥興里,臺中市大里區祥興里26鄰亞洲街147巷13號,26.0,120.68834,24.123866,霧峰分局,1.0
249.0,祥興里,臺中市大里區祥興里26鄰亞洲街147巷14號,28.0,120.688167,24.123801,霧峰分局,1.0
250.0,祥興里,臺中市大里區祥興里26鄰亞洲街147巷15號,26.0,120.688294,24.123802,霧峰分局,1.0
251.0,祥興里,臺中市大里區祥興里26鄰亞洲街147巷16號,28.0,120.688128,24.123745,霧峰分局,1.0
252.0,祥興里,臺中市大里區祥興里26鄰亞洲街147巷17號,26.0,120.688256,24.123758,霧峰分局,1.0
253.0,祥興里,臺中市大里區祥興里26鄰亞洲街147巷18號,28.0,120.68809,24.123686,霧峰分局,1.0
254.0,祥興里,臺中市大里區祥興里26鄰亞洲街147巷19號,26.0,120.68821,24.123702,霧峰分局,1.0
255.0,祥興里,臺中市大里區祥興里26鄰亞洲街147巷20號,28.0,120.688045,24.123632,霧峰分局,1.0
256.0,祥興里,臺中市大里區祥興里26鄰亞洲街147巷21號,26.0,120.688166,24.123652,霧峰分局,1.0
257.0,祥興里,臺中市大里區祥興里26鄰亞洲街147巷23號,26.0,120.688121,24.123595,霧峰分局,1.0
258.0,祥興里,臺中市大里區祥興里27鄰亞洲街148號,37.0,120.688551,24.124491,霧峰分局,1.0
259.0,祥興里,臺中市大里區祥興里27鄰亞洲街149號,27.0,120.688205,24.124264,霧峰分局,1.0
260.0,祥興里,臺中市大里區祥興里27鄰亞洲街150號,37.0,120.688456,24.124477,霧峰分局,1.0
261.0,祥興里,臺中市大里區祥興里27鄰亞洲街151號,28.0,120.688167,24.124213,霧峰分局,1.0
262.0,祥興里,臺中市大里區祥興里27鄰亞洲街152號,33.0,120.688361,24.124456,霧峰分局,1.0
263.0,祥興里,臺中市大里區祥興里27鄰亞洲街153號,28.0,120.688129,24.124158,霧峰分局,1.0
264.0,祥興里,臺中市大里區祥興里27鄰亞洲街154號,28.0,120.688294,24.124439,霧峰分局,1.0
265.0,祥興里,臺中市大里區祥興里27鄰亞洲街155號,28.0,120.688081,24.124102,霧峰分局,1.0
266.0,祥興里,臺中市大里區祥興里27鄰亞洲街156號,28.0,120.688217,24.124414,霧峰分局,1.0
267.0,祥興里,臺中市大里區祥興里27鄰亞洲街158號,18.0,120.688144,24.124376,霧峰分局,1.0
268.0,祥興里,臺中市大里區祥興里27鄰亞洲街159號,18.0,120.687995,24.123994,霧峰分局,1.0
269.0,祥興里,臺中市大里區祥興里27鄰亞洲街160號,23.0,120.688075,24.124337,霧峰分局,1.0
270.0,祥興里,臺中市大里區祥興里27鄰亞洲街161號,18.0,120.687957,24.12395,霧峰分局,1.0
271.0,祥興里,臺中市大里區祥興里27鄰亞洲街162號,23.0,120.687995,24.12432,霧峰分局,1.0
272.0,祥興里,臺中市大里區祥興里27鄰亞洲街157號,28.0,120.688036,24.124047,霧峰分局,1.0
273.0,祥興里,臺中市大里區祥興里27鄰亞洲街163號,28.0,120.687914,24.123893,霧峰分局,1.0
274.0,祥興里,臺中市大里區祥興里27鄰亞洲街164號,28.0,120.687922,24.124307,霧峰分局,1.0
275.0,祥興里,臺中市大里區祥興里27鄰亞洲街165號,37.0,120.687867,24.123838,霧峰分局,1.0
276.0,祥興里,臺中市大里區祥興里27鄰亞洲街166號,28.0,120.687842,24.124281,霧峰分局,1.0
277.0,祥興里,臺中市大里區祥興里27鄰亞洲街167號,28.0,120.687828,24.123785,霧峰分局,1.0
278.0,祥興里,臺中市大里區祥興里27鄰亞洲街168號,28.0,120.687858,24.124202,霧峰分局,1.0
279.0,祥興里,臺中市大里區祥興里27鄰亞洲街170號,28.0,120.687954,24.124137,霧峰分局,1.0
280.0,祥興里,臺中市大里區祥興里28鄰亞洲街172巷1號,28.0,120.687757,24.123924,霧峰分局,1.0
281.0,祥興里,臺中市大里區祥興里28鄰亞洲街172巷2號,28.0,120.687818,24.123992,霧峰分局,1.0
282.0,祥興里,臺中市大里區祥興里28鄰亞洲街172巷3號,28.0,120.687696,24.123961,霧峰分局,1.0
283.0,祥興里,臺中市大里區祥興里28鄰亞洲街172巷4號,28.0,120.687732,24.124053,霧峰分局,1.0
284.0,祥興里,臺中市大里區祥興里28鄰亞洲街172巷5號,28.0,120.687625,24.123995,霧峰分局,1.0
285.0,祥興里,臺中市大里區祥興里28鄰亞洲街172巷7號,28.0,120.687564,24.124043,霧峰分局,1.0
286.0,祥興里,臺中市大里區祥興里28鄰亞洲街172巷9號,28.0,120.687508,24.124088,霧峰分局,1.0
287.0,祥興里,臺中市大里區祥興里28鄰亞洲街172巷11號,28.0,120.687435,24.124135,霧峰分局,1.0
288.0,祥興里,臺中市大里區祥興里28鄰亞洲街172巷6號,28.0,120.68766,24.124103,霧峰分局,1.0
289.0,祥興里,臺中市大里區祥興里28鄰亞洲街178號,28.0,120.687416,24.123771,霧峰分局,1.0
290.0,祥興里,臺中市大里區祥興里28鄰亞洲街180號,37.0,120.687344,24.12381,霧峰分局,1.0
291.0,祥興里,臺中市大里區祥興里28鄰亞洲街182號,45.0,120.687205,24.123752,霧峰分局,1.0
292.0,祥興里,臺中市大里區祥興里28鄰亞洲街184號,57.0,120.687292,24.12392,霧峰分局,1.0
293.0,祥興里,臺中市大里區祥興里28鄰亞洲街188號,101.0,120.687089,24.123831,霧峰分局,1.0
294.0,祥興里,臺中市大里區祥興里28鄰亞洲街192號,85.0,120.686864,24.123735,霧峰分局,1.0
295.0,祥興里,臺中市大里區祥興里28鄰亞洲街193號,37.0,120.687508,24.123499,霧峰分局,1.0
296.0,祥興里,臺中市大里區祥興里28鄰亞洲街195號,37.0,120.687418,24.123535,霧峰分局,1.0
297.0,祥興里,臺中市大里區祥興里28鄰亞洲街196號,85.0,120.68677,24.123688,霧峰分局,1.0
298.0,祥興里,臺中市大里區祥興里28鄰亞洲街197號,37.0,120.687342,24.12355,霧峰分局,1.0
299.0,祥興里,臺中市大里區祥興里28鄰亞洲街200號,85.0,120.686661,24.123573,霧峰分局,1.0
300.0,祥興里,臺中市大里區祥興里28鄰亞洲街199號,37.0,120.687266,24.123577,霧峰分局,1.0
301.0,祥興里,臺中市大里區祥興里28鄰亞洲街201號,37.0,120.687182,24.123601,霧峰分局,1.0
302.0,祥興里,臺中市大里區祥興里28鄰亞洲街204號,85.0,120.686549,24.123469,霧峰分局,1.0
303.0,祥興里,臺中市大里區祥興里28鄰亞洲街205號,56.0,120.686973,24.123645,霧峰分局,1.0
304.0,祥興里,臺中市大里區祥興里28鄰亞洲街207號,85.0,120.686865,24.12359,霧峰分局,1.0
305.0,祥興里,臺中市大里區祥興里25鄰亞洲街8號,28.0,120.686804,24.123522,霧峰分局,1.0
306.0,祥興里,臺中市大里區祥興里28鄰亞洲街211號,86.0,120.686733,24.123473,霧峰分局,1.0
307.0,祥興里,臺中市大里區祥興里25鄰立德東街2號,21.0,120.688777,24.124638,霧峰分局,1.0
308.0,祥興里,臺中市大里區祥興里25鄰立德東街4號,21.0,120.688777,24.124606,霧峰分局,1.0
309.0,祥興里,臺中市大里區祥興里25鄰立德東街6號,21.0,120.688777,24.124566,霧峰分局,1.0
310.0,祥興里,臺中市大里區祥興里25鄰立德東街8號,21.0,120.688777,24.124527,霧峰分局,1.0
311.0,祥興里,臺中市大里區祥興里25鄰立德東街10號,21.0,120.688777,24.1244485,霧峰分局,1.0
312.0,祥興里,臺中市大里區祥興里25鄰立德東街1號,21.0,120.688897,24.124637,霧峰分局,1.0
313.0,祥興里,臺中市大里區祥興里25鄰立德東街3號,21.0,120.688897,24.124594,霧峰分局,1.0
314.0,祥興里,臺中市大里區祥興里25鄰立德東街5號,21.0,120.688897,24.124575,霧峰分局,1.0
315.0,祥興里,臺中市大里區祥興里25鄰立德東街7號,21.0,120.688897,24.124538,霧峰分局,1.0
316.0,祥興里,臺中市大里區祥興里25鄰立德東街9號,21.0,120.688888,24.124481,霧峰分局,1.0
317.0,祥興里,臺中市大里區祥興里25鄰立德東街12號,21.0,120.688769,24.124377,霧峰分局,1.0
318.0,祥興里,臺中市大里區祥興里25鄰立德東街14號,21.0,120.688783,24.124336,霧峰分局,1.0
319.0,祥興里,臺中市大里區祥興里25鄰立德東街16號,390.0,120.688783,24.124305,霧峰分局,1.0
320.0,祥興里,臺中市大里區祥興里25鄰立德東街18號,21.0,120.688783,24.124262,霧峰分局,1.0
321.0,祥興里,臺中市大里區祥興里25鄰立德東街20號,21.0,120.688773,24.124215,霧峰分局,1.0
322.0,祥興里,臺中市大里區祥興里25鄰立德東街11號,21.0,120.688887,24.124379,霧峰分局,1.0
323.0,祥興里,臺中市大里區祥興里25鄰立德東街13號,21.0,120.688887,24.124342,霧峰分局,1.0
324.0,祥興里,臺中市大里區祥興里25鄰立德東街15號,21.0,120.688887,24.124317,霧峰分局,1.0
325.0,祥興里,臺中市大里區祥興里25鄰立德東街17號,21.0,120.688887,24.124231,霧峰分局,1.0
326.0,祥興里,臺中市大里區祥興里25鄰立德東街19號,21.0,120.688887,24.124229,霧峰分局,1.0
327.0,祥興里,臺中市大里區祥興里25鄰立德東街21號,21.0,120.688884,24.124187,霧峰分局,1.0
328.0,祥興里,臺中市大里區祥興里25鄰立德東街23號,21.0,120.688884,24.124153,霧峰分局,1.0
329.0,祥興里,臺中市大里區祥興里25鄰亞洲街1號,21.0,120.689078,24.124472,霧峰分局,1.0
330.0,祥興里,臺中市大里區祥興里25鄰亞洲街146號,21.0,120.689036,24.124474,霧峰分局,1.0
331.0,祥興里,臺中市大里區祥興里25鄰亞洲街142號,21.0,120.689115,24.124483,霧峰分局,1.0
332.0,祥興里,臺中市大里區祥興里25鄰亞洲街140號,21.0,120.68915,24.124481,霧峰分局,1.0
333.0,祥興里,臺中市大里區祥興里25鄰亞洲街138號,21.0,120.689196,24.124473,霧峰分局,1.0
334.0,祥興里,臺中市大里區祥興里25鄰亞洲街136號,21.0,120.68924,24.124476,霧峰分局,1.0
335.0,祥興里,臺中市大里區祥興里25鄰亞洲街134號,21.0,120.689275,24.12448,霧峰分局,1.0
336.0,祥興里,臺中市大里區祥興里25鄰亞洲街132號,21.0,120.689317,24.124474,霧峰分局,1.0
337.0,祥興里,臺中市大里區祥興里25鄰亞洲街130號,21.0,120.689362,24.124475,霧峰分局,1.0
338.0,祥興里,臺中市大里區祥興里25鄰亞洲街128號,21.0,120.689398,24.124478,霧峰分局,1.0
339.0,祥興里,臺中市大里區祥興里25鄰亞洲街125號,21.0,120.689591,24.124403,霧峰分局,1.0
340.0,祥興里,臺中市大里區祥興里25鄰亞洲街145號,21.0,120.689078,24.124383,霧峰分局,1.0
341.0,祥興里,臺中市大里區祥興里25鄰亞洲街143號,21.0,120.689115,24.124389,霧峰分局,1.0
342.0,祥興里,臺中市大里區祥興里25鄰亞洲街141號,21.0,120.689137,24.124384,霧峰分局,1.0
343.0,祥興里,臺中市大里區祥興里25鄰立德東街22巷8號,160.0,120.688568,24.123848,霧峰分局,1.0
344.0,祥興里,臺中市大里區祥興里25鄰立德東街22巷13號,160.0,120.688415,24.123459,霧峰分局,1.0
345.0,祥興里,臺中市大里區祥興里25鄰立德東街22巷16號,160.0,120.688297,24.123507,霧峰分局,1.0
346.0,祥興里,臺中市大里區祥興里25鄰立德東街22巷5號,160.0,120.688674,24.123797,霧峰分局,1.0
347.0,祥興里,臺中市大里區祥興里06鄰中興路2段831號,36.0,120.686658,24.120981,霧峰分局,1.0
348.0,祥興里,臺中市大里區祥興里06鄰中興路2段827號,32.0,120.686736,24.120939,霧峰分局,1.0
349.0,祥興里,臺中市大里區祥興里06鄰中興路2段829號,33.0,120.686699,24.12096,霧峰分局,1.0
350.0,祥興里,臺中市大里區祥興里06鄰中興路2段847號,24.0,120.68629,24.121133,霧峰分局,1.0
351.0,祥興里,臺中市大里區祥興里06鄰中興路2段849號,108.0,120.686214,24.121095,霧峰分局,1.0
352.0,祥興里,臺中市大里區祥興里11鄰中興路2段2號,40.0,120.686538,24.120902,霧峰分局,1.0
353.0,祥興里,臺中市大里區祥興里17鄰益民路2段498號,70.0,120.685786,24.120799,霧峰分局,1.0
354.0,祥興里,臺中市大里區祥興里19鄰益民路2段422號,828.0,120.685136,24.119395,霧峰分局,2.0
355.0,祥興里,臺中市大里區祥興里24鄰永東街11號,975.0,120.687445,24.120152,霧峰分局,1.0
356.0,祥興里,臺中市大里區祥興里04鄰中興路2段826號,15.0,120.687053,24.121075,霧峰分局,3.0
357.0,祥興里,臺中市大里區祥興里03鄰中興路2段828號,15.0,120.687024,24.121087,霧峰分局,1.0
358.0,祥興里,臺中市大里區祥興里05鄰中興路2段782號之1,26.0,120.687997,24.120641,霧峰分局,1.0
359.0,祥興里,臺中市大里區祥興里05鄰中興路2段782號之2,26.0,120.687954,24.120658,霧峰分局,1.0
360.0,祥興里,臺中市大里區祥興里05鄰中興路2段782號之3,22.0,120.687924,24.120677,霧峰分局,1.0
361.0,祥興里,臺中市大里區祥興里02鄰中興路2段860號,193.0,120.686435,24.121355,霧峰分局,1.0
362.0,祥興里,臺中市大里區祥興里06鄰中興路2段814號,135.0,120.687245,24.120992,霧峰分局,1.0
363.0,祥興里,臺中市大里區祥興里05鄰中興路2段784號之3,26.0,120.687698,24.120499,霧峰分局,1.0
364.0,日新里,臺中市大里區日新里15鄰中興路2段704號,167.0,120.690614,24.117645,霧峰分局,1.0
365.0,內新里,臺中市大里區內新里03鄰內新街1號,562.0,120.690694,24.114465,霧峰分局,1.0
366.0,內新里,臺中市大里區內新里13鄰中興路2段480號,960.0,120.690122,24.110729,霧峰分局,1.0
367.0,中新里,臺中市大里區中新里04鄰新生路107號,16.0,120.690062,24.104548,霧峰分局,1.0
368.0,中新里,臺中市大里區中新里04鄰新生路109號,16.0,120.690109,24.104545,霧峰分局,1.0
369.0,中新里,臺中市大里區中新里04鄰新生路111號,16.0,120.69015,24.104522,霧峰分局,1.0
370.0,中新里,臺中市大里區中新里04鄰新生路113號,16.0,120.690203,24.104503,霧峰分局,1.0
371.0,中新里,臺中市大里區中新里04鄰新生路101號,290.0,120.689807,24.104444,霧峰分局,1.0
372.0,中新里,臺中市大里區中新里01鄰中興路79號,160.0,120.689846,24.104974,霧峰分局,1.0
373.0,中新里,臺中市大里區中新里01鄰中興路11號,160.0,120.690027,24.104919,霧峰分局,1.0
374.0,中新里,臺中市大里區中新里01鄰中興路92號,273.0,120.689719,24.104604,霧峰分局,1.0
375.0,中新里,臺中市大里區中新里01鄰中興路2段364號,73.0,120.689486,24.105614,霧峰分局,1.0
376.0,中新里,臺中市大里區中新里01鄰中興路2段380號,1781.0,120.691042,24.105584,霧峰分局,1.0
377.0,中新里,臺中市大里區中新里01鄰中興路2段380號,1781.0,120.691042,24.105584,霧峰分局,1.0
378.0,中新里,臺中市大里區中新里04鄰新生街104號,76.0,120.690177,24.104335,霧峰分局,1.0
379.0,中新里,臺中市大里區中新里12鄰現岱路60號,1156.0,120.689809,24.10045,霧峰分局,1.0
380.0,中新里,臺中市大里區中新里17鄰新生路171巷8號,162.0,120.691949,24.103796,霧峰分局,1.0
381.0,中新里,臺中市大里區中新里17鄰新生路17巷19號,1252.0,120.691636,24.10459,霧峰分局,2.0
382.0,東昇里,臺中市大里區東昇里05鄰新仁路42號,563.0,120.688639,24.113607,霧峰分局,1.0
383.0,大明里,臺中市大里區大明里05鄰新仁路三段210號,536.0,120.685923,24.116381,霧峰分局,1.0
384.0,大明里,臺中市大里區大明里05鄰新仁路三段210號,2364.0,120.685923,24.116381,霧峰分局,1.0
385.0,中新里,臺中市大里區中新里12鄰現岱路1號,546.0,120.68818,24.100384,霧峰分局,3.0
386.0,東昇里,臺中市大里區東昇里06鄰新仁路2段6號,78.0,120.69442,24.111668,霧峰分局,1.0
387.0,祥興里,臺中市大里區祥興里09鄰大智路579號,1693.0,120.690413,24.123157,霧峰分局,2.0
388.0,日新里,臺中市大里區日新里16鄰達明路88號,846.0,120.691715,24.111211,霧峰分局,3.0
389.0,祥興里,臺中市大里區祥興里13鄰大智路687號,300.0,120.686298,24.118888,霧峰分局,1.0
390.0,西榮里,臺中市大里區西榮里15鄰德芳路一段32弄46-1號,132.0,120.686939,24.113061,霧峰分局,1.0
391.0,西榮里,臺中市大里區西榮里8鄰西榮路70號,1419.0,120.686022,24.113449,霧峰分局,3.0
392.0,東昇里,臺中市大里區東昇里21鄰益民路一段60號,884.0,120.694017,24.109755,霧峰分局,2.0
393.0,中新里,臺中市大里區中新里20環中東路六段360號,785.0,120.692721,24.104017,霧峰分局,2.0
394.0,日新里,臺中市大里區日新里13鄰中興路二段760號之1,837.0,120.6895,24.119036,霧峰分局,2.0
395.0,祥興里,臺中市大里區祥興里5鄰中興路二段768之7號,2137.0,120.688369,24.120455,霧峰分局,1.0
396.0,祥興里,臺中市大里區祥興里19鄰祥興路527號,840.0,120.681023,24.117723,霧峰分局,3.0
397.0,內新里,臺中市大里區內新里02鄰日新路348號,604.0,120.692419,24.115533,霧峰分局,3.0
398.0,祥興里,臺中市大里區祥興里19鄰祥興路583號,727.0,120.682131,24.118074,霧峰分局,3.0
399.0,大明里,臺中市大里區大明里1鄰中興路2段729號,933.0,120.688796,24.118228,霧峰分局,1.0
400.0,日新里,臺中市大里區日新里26鄰鐵路街171號,897.0,120.695144,24.119261,霧峰分局,2.0
401.0,中新里,臺中市大里區中新里20鄰環中東路6段270號,1971.0,120.693519,24.105827,霧峰分局,3.0
402.0,東昇里,臺中市大里區東昇里5鄰新仁路2段98號,471.0,120.694311,24.111679,霧峰分局,2.0
403.0,祥興里,臺中市大里區祥興里19鄰祥興路549號,1237.0,120.681277,24.117804,霧峰分局,3.0
404.0,日新里,臺中市大里區日新里34鄰日新路315號,1145.0,120.692041,24.117207,霧峰分局,3.0
405.0,日新里,臺中市大里區日新里33鄰日新路385號,379.0,120.692254,24.119041,霧峰分局,1.0
406.0,內新里,臺中市大里區內新里32鄰東榮路1段67號,1803.0,120.691589,24.109507,霧峰分局,1.0
407.0,內新里,臺中市大里區內新里34鄰新光路28號,292.0,120.692069,24.110909,霧峰分局,1.0
408.0,祥興里,臺中市大里區祥興里19鄰祥興路591號,776.0,120.682656,24.117727,霧峰分局,3.0
409.0,西榮里,臺中市大里市西榮里1鄰大明路55號,1143.0,120.687524,24.115106,霧峰分局,1.0
410.0,中新里,臺中市大里市中新里13鄰現岱路39號,975.0,120.688836,24.100423,霧峰分局,2.0
411.0,內新里,臺中市大里區內新里11鄰內新街15號,3377.0,120.690171,24.114333,霧峰分局,2.0
412.0,西湖里,臺中市大里區西湖里02鄰西湖路32號,1872.0,120.690213,24.078263,霧峰分局,1.0
413.0,西湖里,臺中市大里區西湖里15鄰大峰路437巷7弄1號,2533.0,120.687072,24.085936,霧峰分局,1.0
414.0,西湖里,臺中市大里區西湖里11鄰西湖路191號,273.0,120.684905,24.077188,霧峰分局,1.0
415.0,東湖里,臺中市大里區東湖里37鄰中湖路100號,2186.0,120.693825,24.087475,霧峰分局,1.0
416.0,東湖里,臺中市大里區東湖里37鄰中湖路33號,844.0,120.69476,24.087427,霧峰分局,1.0
417.0,東湖里,臺中市大里區東湖里37鄰中湖路130巷12弄3號,2128.0,120.692142,24.086698,霧峰分局,1.0
418.0,東湖里,臺中市大里區東湖里41鄰中山路36巷2號,1366.0,120.695251,24.082286,霧峰分局,1.0
419.0,東湖里,臺中市大里區東湖里41鄰中山路26-2號,814.0,120.695664,24.08256,霧峰分局,1.0
420.0,東湖里,臺中市大里區東湖里3鄰中山路85號,375.0,120.695305,24.082718,霧峰分局,1.0
421.0,東湖里,臺中市大里區東湖里8鄰東湖路15巷16號,24.0,120.6965,24.082126,霧峰分局,1.0
422.0,東湖里,臺中市大里區東湖里16鄰中興路一段3號,24.0,120.698321,24.07974,霧峰分局,1.0
423.0,東湖里,臺中市大里區東湖里16鄰中興路一段3-1號,22.0,120.698308,24.079797,霧峰分局,1.0
424.0,東湖里,臺中市大里區東湖里16鄰中興路一段3-2號,22.0,120.698301,24.079837,霧峰分局,1.0
425.0,東湖里,臺中市大里區東湖里16鄰中興路一段5號,22.0,120.698277,24.079892,霧峰分局,1.0
426.0,東湖里,臺中市大里區東湖里16鄰中興路一段5-2號,22.0,120.698252,24.079983,霧峰分局,1.0
427.0,東湖里,臺中市大里區東湖里28鄰東湖路15巷16號,24.0,120.6965,24.08214,霧峰分局,1.0
428.0,瑞城里,臺中市大里區瑞城里06鄰中興路一段2巷51弄5號,26.0,120.70055,24.080893,霧峰分局,1.0
429.0,瑞城里,臺中市大里區瑞城里06鄰中興路一段2巷81弄73號,45.0,120.701099,24.081932,霧峰分局,1.0
430.0,瑞城里,臺中市大里區瑞城里36鄰瑞城一街57號,23.0,120.701672,24.084686,霧峰分局,1.0
431.0,瑞城里,臺中市大里區瑞城里36鄰瑞成一街55號,23.0,120.701686,24.08473,霧峰分局,1.0
432.0,瑞城里,臺中市大里區瑞城里5鄰美村街218號,222.0,120.701748,24.086173,霧峰分局,1.0
433.0,瑞城里,臺中市大里區瑞城里06鄰中興路一段2巷81弄91號,45.0,120.701633,24.082084,霧峰分局,1.0
434.0,瑞城里,臺中市大里區瑞城里06鄰中興路一段2巷81弄101號,45.0,120.701652,24.082268,霧峰分局,1.0
435.0,瑞城里,臺中市大里區瑞城里05鄰美村街5號,25.0,120.702409,24.081792,霧峰分局,1.0
436.0,瑞城里,臺中市大里區瑞城里05鄰美村街7號,25.0,120.702377,24.081911,霧峰分局,1.0
437.0,瑞城里,臺中市大里區瑞城里05鄰美村街9號,25.0,120.702447,24.081991,霧峰分局,1.0
438.0,瑞城里,臺中市大里區瑞城里05鄰美村街11號,25.0,120.702409,24.08217,霧峰分局,1.0
439.0,瑞城里,臺中市大里區瑞城里05鄰美村街13號,25.0,120.702421,24.082233,霧峰分局,1.0
440.0,瑞城里,臺中市大里區瑞城里05鄰美村街3號,25.0,120.702414,24.081679,霧峰分局,1.0
441.0,瑞城里,臺中市大里區瑞城里05鄰美村街15號,25.0,120.70242,24.082437,霧峰分局,1.0
442.0,瑞城里,臺中市大里區瑞城里43鄰塗城路527-23號,1837.0,120.705306,24.086677,霧峰分局,1.0
443.0,瑞城里,臺中市大里區瑞城里35鄰美村街196號,1892.0,120.702499,24.086265,霧峰分局,1.0
444.0,瑞城里,臺中市大里區瑞城里21鄰塗城路256號,108.0,120.707788,24.087085,霧峰分局,1.0
445.0,瑞城里,臺中市大里區瑞城里26鄰塗城路368巷14號,26.0,120.705137,24.088579,霧峰分局,1.0
446.0,瑞城里,臺中市大里區瑞城里30鄰向學路86號,38.0,120.700578,24.091136,霧峰分局,1.0
447.0,金城里,臺中市大里區金城里09鄰鳳城街15號,1010.0,120.693179,24.091271,霧峰分局,1.0
448.0,金城里,臺中市大里區金城里12鄰塗城路673巷3弄8號,25.0,120.701485,24.088022,霧峰分局,1.0
449.0,金城里,臺中市大里區金城里12鄰塗城路673巷3弄10號,24.0,120.701545,24.08803,霧峰分局,1.0
450.0,金城里,臺中市大里區金城里33鄰中興路一段264號,2468.0,120.696605,24.086336,霧峰分局,1.0
451.0,金城里,臺中市大里區金城里35鄰成功路51巷20號,108.0,120.698216,24.085546,霧峰分局,1.0
452.0,金城里,臺中市大里區金城里35鄰中興路一段230巷23弄10號,38.0,120.697833,24.0858,霧峰分局,1.0
453.0,瑞城里,臺中市大里區瑞城里22鄰中興路一段306巷13弄18號,350.0,120.69507,24.090619,霧峰分局,1.0
454.0,西湖里,臺中市大里區西湖里10鄰西湖路320巷3號,299.0,120.679602,24.077995,霧峰分局,1.0
455.0,瑞城里,臺中市大里區瑞城里22鄰塗城路304巷28弄12號,344.0,120.707234,24.088372,霧峰分局,1.0
456.0,東湖里,臺中市大里區東湖里30鄰中湖路100號,255.0,120.69382,24.087479,霧峰分局,1.0
457.0,東湖里,臺中市大里區東湖里11鄰東南路182號,316.0,120.692002,24.078081,霧峰分局,1.0
458.0,瑞城里,臺中市大里區瑞城里39鄰公園街421巷56號,1401.0,120.692208,24.085174,霧峰分局,1.0
459.0,瑞城里,臺中市大里區瑞城里35鄰美村街146巷50弄5號,143.0,120.703851,24.083957,霧峰分局,6.0
460.0,瑞城里,臺中市大里區瑞城里26鄰塗城路428號,522.0,120.704263,24.088519,霧峰分局,2.0
461.0,東湖里,臺中市大里區東湖里5鄰公園街206號,1407.0,120.694461,24.08277,霧峰分局,2.0
462.0,東湖里,臺中市大里區東湖里5鄰公園街218號,1426.0,120.694568,24.083131,霧峰分局,2.0
463.0,西湖里,臺中市大里區西湖里13鄰西湖路427號,1337.0,120.678249,24.082831,霧峰分局,1.0
464.0,東湖里,臺中市大里區東湖里5鄰泉水街113號,860.0,120.69499,24.083679,霧峰分局,2.0
465.0,西湖里,臺中市大里區西湖里9鄰西湖路195號,842.0,120.684488,24.07708,霧峰分局,1.0
466.0,東湖里,臺中市大里區東湖里2鄰仁化路1063號,1373.0,120.690405,24.089247,霧峰分局,3.0
467.0,東湖里,臺中市大里區東湖里40鄰中湖路25號,182.0,120.695162,24.087582,霧峰分局,1.0
468.0,瑞城里,臺中市大里區瑞城里26鄰塗城路368巷15號,1814.0,120.704541,24.08843,霧峰分局,1.0
469.0,瑞城里,臺中市大里區瑞城里36鄰成功路88巷29號,1050.0,120.699781,24.084233,霧峰分局,1.0
470.0,東湖里,臺中市大里區東湖里21鄰中興路一段161號(地下1樓),6212.0,120.695478,24.086121,霧峰分局,1.0
471.0,東湖里,臺中市大里區東湖里21鄰科技路1號(地下3樓),9314.0,120.696468,24.084836,霧峰分局,1.0
472.0,東湖里,臺中市大里區東湖里21鄰泉水街88號(地下2樓),2095.0,120.694258,24.084232,霧峰分局,1.0
473.0,東湖里,臺中市大里區東湖里21鄰科技路160號(地下1樓),2776.0,120.695249,24.084527,霧峰分局,1.0
474.0,仁德里,臺中市大里區仁德里1鄰仁化路343號,64.0,120.706922,24.095191,霧峰分局,1.0
475.0,仁德里,臺中市大里區仁德里1鄰仁城路15號,72.0,120.706021,24.09491,霧峰分局,1.0
476.0,仁德里,臺中市大里區仁德里1鄰仁化路261號,1307.0,120.713598,24.093809,霧峰分局,2.0
477.0,仁德里,臺中市大里區仁德里13鄰文化街120號,1663.0,120.700436,24.093063,霧峰分局,1.0
478.0,仁德里,臺中市大里區仁德里12鄰仁化路675號,152.0,120.695295,24.095802,霧峰分局,1.0
479.0,仁德里,臺中市大里區仁德里20鄰仁福街93號,210.0,120.697539,24.09601,霧峰分局,1.0
480.0,仁德里,臺中市大里區仁德里20鄰仁福一街17號,27.0,120.697849,24.095505,霧峰分局,1.0
481.0,仁德里,臺中市大里區仁德里20鄰至善路232號,21.0,120.69713,24.095468,霧峰分局,1.0
482.0,仁德里,臺中市大里區仁德里17鄰仁化路551號,241.0,120.699436,24.096352,霧峰分局,1.0
483.0,仁德里,臺中市大里區仁德里18鄰慈德路47號,382.0,120.697488,24.092658,霧峰分局,1.0
484.0,仁化里,臺中市大里區仁化里4鄰工業路21號,111.0,120.71323,24.096594,霧峰分局,1.0
