類別,建築物名稱,電腦編號,村里別,地址,"地下樓 層數",可容納人數,派出所,備註,經度,緯度
大樓,臨江仙社區,D411000061,五華里,新北市三重區五華里集賢路25號,1.0,1154.0,重陽派出所,,121.496228,25.085496
大樓,星巴克集賢門市,D411000063,富貴里,新北市三重區富貴里集賢路137號,1.0,1118.0,重陽派出所,,121.489139,25.089341
大樓,吉美水艷社區,D411000065,富貴里,新北市三重區富貴里環河北路3段396號,1.0,584.0,重陽派出所,,121.49133,25.090198
大樓,大樓,D411000067,富貴里,新北市三重區富貴里集賢路79號,1.0,914.0,重陽派出所,,121.494387,25.086705
大樓,大樓,D411000069,慈化里,新北市三重區慈化里碧華街260號,1.0,277.0,重陽派出所,,121.487946,25.082936
大樓,大樓,D411000071,富福里,新北市三重區富福里碧華街318號,1.0,118.0,重陽派出所,,121.489886,25.083635
大樓,AKAI咖啡館,D411000072,富貴里,新北市三重區富貴里集賢路101號,1.0,3164.0,重陽派出所,,121.49047,25.089116
大樓,極境大廈,D411000073,五華里,新北市三重區五華里集賢路35號,1.0,1282.0,重陽派出所,,121.495469,25.086094
大樓,凱悅登峰,D411000074,富貴里,新北市三重區富貴里環河北路3段286號,1.0,672.0,重陽派出所,,121.492546,25.08942
大樓,隆榮金紙行,D411000075,慈化里,新北市三重區慈化里碧華街209號,1.0,190.0,重陽派出所,,121.48838,25.082784
大樓,喜悅華夏,D411000076,富貴里,新北市三重區富貴里環河北路3段266號,1.0,895.0,重陽派出所,,121.492988,25.089067
大樓,拉亞漢堡,D411000077,五華里,新北市三重區五華里仁義街379號,1.0,581.0,重陽派出所,,121.494767,25.085186
大樓,集達貿易有限公司,D411000080,富貴里,新北市三重區富貴里集賢路138號,1.0,559.0,重陽派出所,,121.489851,25.089854
大樓,全家便利商店,D411000081,五華里,新北市三重區五華里仁義街317號,1.0,651.0,重陽派出所,,121.495408,25.084326
大樓,陸江,D411000082,富貴里,新北市三重區富貴里集賢路117號,1.0,1487.0,重陽派出所,,121.489915,25.08926
大樓,大樓,D411000084,慈化里,新北市三重區慈化里碧華街294巷17號,1.0,188.0,重陽派出所,,121.488757,25.084227
大樓,合嘉無盡藏社區,D411000088,富貴里,新北市三重區富貴里進安街105號,1.0,367.0,重陽派出所,,121.494471,25.08661
公寓,新北市消防局慈福分隊,D411000089,慈化里,新北市三重區慈化里溪尾街301號,1.0,345.0,重陽派出所,,121.487627,25.083392
大樓,公寓,D411000090,富貴里,新北市三重區富貴里五華街147號,1.0,328.0,重陽派出所,,121.490792,25.084742
大樓,華夏,D411000091,五華里,新北市三重區五華里五華街87巷2號,1.0,2143.0,重陽派出所,,121.492173,25.08349
大樓,大樓,D411000092,富華里,新北市三重區碧華里7鄰集英路6號,1.0,1168.0,重陽派出所,,121.48698,25.085651
大樓,全坤峰景社區,D411000098,富貴里,新北市三重區富貴里集賢路112號,1.0,1287.0,重陽派出所,,121.491364,25.089499
大樓,國泰一品社區,D411000100,五華里,新北市三重區五華里進安街86號,1.0,1325.0,重陽派出所,,121.495728,25.084937
大樓,大樓,D411000101,富福里,新北市三重區富福里仁義街397號,1.0,144.0,重陽派出所,,121.49445,25.085791
大樓,大樓,D411000102,富貴里,新北市三重區富貴里集賢路2號,1.0,61.0,重陽派出所,,121.495346,25.086775
大樓,天河宏琚社區,D411000103,富貴里,新北市三重區富貴里環河北路3段280號,1.0,1003.0,重陽派出所,,121.492717,25.08928
大樓,五華悅社區,D411000104,慈祐里,新北市三重區慈祐里五華街92號,1.0,764.0,重陽派出所,,121.49283,25.08233
大樓,國稅局三重稽徵所,D411000105,富貴里,新北市三重區富貴里集賢路173號,1.0,385.0,重陽派出所,,121.487605,25.089229
大樓,東禧天下社區,D411000106,五華里,新北市三重區五華里進安街81號,2.0,788.0,重陽派出所,,121.496156,25.085093
大樓,大楚洋酒行,D411000107,五福里,新北市三重區五福里進安街21號,2.0,1013.0,重陽派出所,,121.496887,25.08396
大樓,大樓,D411000108,五福里,新北市三重區五福里仁義街269號,1.0,295.0,重陽派出所,,121.495982,25.083287
大樓,碧富御社區,D411000109,富福里,新北市三重區富福里碧華街306號,1.0,122.0,重陽派出所,,121.489804,25.083527
公寓,首捷社區,D411000110,富貴里,新北市三重區富貴里三信路100號,1.0,625.0,重陽派出所,,121.490291,25.088283
大樓,加州森林國際幼兒園,D411000111,碧華里,新北市三重區碧華里碧華街148巷20號,1.0,641.0,重陽派出所,,121.484659,25.082777
大樓,信義房屋,D411000112,碧華里,新北市三重區碧華里五華街236號,1.0,572.0,重陽派出所,,121.487815,25.087123
大樓,大樓,D411000113,富貴里,新北市三重區富貴里集賢路161號,1.0,1181.0,重陽派出所,,121.488029,25.08926
大樓,陸江社區,D411000114,富貴里,新北市三重區富貴里集賢路116號,1.0,2011.0,重陽派出所,,121.491054,25.089559
大樓,路易莎,D411000115,慈祐里,新北市三重區慈祐里溪尾街177號,1.0,1740.0,重陽派出所,,121.48883,25.080413
大樓,大樓,D411000116,慈祐里,新北市三重區慈祐里溪尾街181號,1.0,687.0,重陽派出所,,121.488757,25.080467
大樓,大樓,D411000117,碧華里,新北市三重區碧華里集賢路186號,1.0,218.0,重陽派出所,,121.484075,25.088237
大樓,正美社區,D411000118,碧華里,新北市三重區碧華里集英路88號,1.0,537.0,重陽派出所,,121.485342,25.086974
大樓,首都花園社區,D411000119,碧華里,新北市三重區碧華里溪尾街320號,1.0,3156.0,重陽派出所,,121.487794,25.084623
公寓,"Times 停車場",D411000121,碧華里,新北市三重區碧華里溪尾街264巷252號,1.0,244.0,重陽派出所,,,
公寓,大樓,D411000122,碧華里,新北市三重區碧華里碧華街148巷52號,1.0,811.0,重陽派出所,,121.484967,25.082882
大樓,大樓,D411000123,碧華里,新北市三重區碧華里溪尾街332號,1.0,2781.0,重陽派出所,,121.488173,25.085036
大樓,華夏,D411000124,碧華里,新北市三重區碧華里碧華街198號,1.0,212.0,重陽派出所,,121.486444,25.082215
大樓,華夏,D411000125,碧華里,新北市三重區碧華里集英路46號,1.0,528.0,重陽派出所,,121.486457,25.085888
大樓,夏威夷按摩店,D411000126,碧華里,新北市三重區碧華里集賢路201號,1.0,414.0,重陽派出所,,121.483856,25.087635
大樓,東禧一品社區,D411000127,碧華里,新北市三重區碧華里三信路85號,1.0,777.0,重陽派出所,,121.486857,25.084973
大樓,家樂福,D411000128,碧華里,新北市三重區碧華里五華街282號,1.0,3190.0,重陽派出所,,121.48648,25.087995
大樓,全家超商,D411000129,碧華里,新北市三重區碧華里三賢街201號,1.0,909.0,重陽派出所,,121.485369,25.086716
大樓,布新咖啡店,D411000130,碧華里,新北市三重區碧華里集英路126號,1.0,909.0,重陽派出所,,121.484785,25.087412
大樓,大樓,D411000131,碧華里,新北市三重區碧華里三信路176號,1.0,222.0,重陽派出所,,121.488035,25.086435
大樓,大樓,D411000132,碧華里,新北市三重區碧華里集英路62號,1.0,1142.0,重陽派出所,,121.486094,25.086105
大樓,崔紀麻辣鍋,D411000133,碧華里,新北市三重區碧華里集英路67號,1.0,264.0,重陽派出所,,121.486016,25.086705
大樓,大樓,D411000134,碧華里,新北市三重區碧華里集英路116號,1.0,174.0,重陽派出所,,121.484941,25.087246
大樓,原創社區,D411000135,碧華里,新北市三重區碧華里集英路1號,1.0,1025.0,重陽派出所,,121.487319,25.085982
大樓,天閣大廈,D411000136,碧華里,新北市三重區碧華里集英路59號,1.0,1020.0,重陽派出所,,121.486317,25.086556
大樓,日安巴黎社區,D411000137,碧華里,新北市三重區碧華里永安北路2段171號,1.0,272.0,重陽派出所,,121.483981,25.085188
大樓,紐約紐約社區,D411000138,碧華里,新北市三重區碧華里集勇街19號,1.0,1704.0,重陽派出所,,121.484881,25.085273
大樓,筑美館,D411000139,碧華里,新北市三重區碧華里集勇街63號,1.0,760.0,重陽派出所,,121.484361,25.085941
大樓,品巴黎社區,D411000140,碧華里,新北市三重區碧華里集仁街148號,1.0,577.0,重陽派出所,,121.484823,25.086398
大樓,集英堡三期大廈,D411000141,碧華里,新北市三重區碧華里集仁街158號,1.0,1448.0,重陽派出所,,121.484662,25.086525
大樓,大樓,D411000142,碧華里,新北市三重區碧華里集勇街72號,1.0,117.0,重陽派出所,,121.484287,25.085549
大樓,合康柏悅社區,D411000143,碧華里,新北市三重區碧華里集仁街2號,1.0,1690.0,重陽派出所,,121.486977,25.084626
大樓,大樓,D411000144,碧華里,新北市三重區碧華里仁安街37號,1.0,880.0,重陽派出所,,121.484369,25.084126
公寓,碧華國中,D411000145,富貴里,新北市三重區富貴里三信路166號,1.0,1517.0,重陽派出所,,121.489048,25.087232
大樓,樺輝心世界社區,D411000146,碧華里,新北市三重區碧華里三信路25號,1.0,927.0,重陽派出所,,121.488209,25.086121
大樓,青漾寓所,D411000147,富貴里,新北市三重區富貴里吉祥街65號,1.0,222.0,重陽派出所,,121.489569,25.090185
大樓,鴻華天水社區,D411000148,富貴里,新北市三重區富貴里21鄰環河北路3段490號,1.0,1212.0,重陽派出所,,121.490066,25.091239
公寓,更寮國小(朝陽樓),DC05000003,興珍里,新北市五股區興珍里四維路2號,1.0,215.0,更寮派出所,,121.4677,25.06977
公寓,重村鋼模機械股份有限公司,DC05000006,興珍里,新北市五股區興珍里四維路30巷23號,1.0,364.0,更寮派出所,,121.4682,25.07154
公寓,公寓,DC05000019,興珍里,新北市五股區興珍里國道路3段22號,1.0,348.0,更寮派出所,,121.4683,25.07519
大樓,仁義富麗,DC05000028,興珍里,新北市五股區興珍里四維路90號,1.0,931.0,更寮派出所,,121.4675,25.07313
公寓,公寓,DC05000031,興珍里,新北市五股區興珍里四維路65號,1.0,686.0,更寮派出所,,121.4671,25.07189
公寓,公寓,DC05000032,興珍里,新北市五股區興珍里中興路1段191號,1.0,152.0,更寮派出所,,121.464,25.07385
公寓,公寓,DC05000033,興珍里,新北市五股區興珍里中興路1段201號,1.0,375.0,更寮派出所,,121.4635,25.0741
公寓,公寓,DC05000034,興珍里,新北市五股區興珍里中興路1段128巷4號,1.0,356.0,更寮派出所,,121.4657,25.07389
公寓,博達精機有限公司,DC05000037,興珍里,新北市五股區興珍里中興路1段151巷3號,1.0,73.0,更寮派出所,,121.4651,25.07292
公寓,公寓,DC05000048,興珍里,新北市五股區興珍里中興路1段80號,1.0,125.0,更寮派出所,,121.4668,25.07309
公寓,公寓,DC05000051,興珍里,新北市五股區興珍里中興路1段128巷16號,1.0,313.0,更寮派出所,,121.4657,25.07457
公寓,公寓,DC05000052,興珍里,新北市五股區興珍里中興路1段128巷8號,1.0,471.0,更寮派出所,,121.4657,25.07412
公寓,定昌洗衣器材有限公司,DC05000053,興珍里,新北市五股區興珍里中興路1段162號,1.0,232.0,更寮派出所,,121.4642,25.07405
公寓,公寓,DC05000055,興珍里,新北市五股區興珍里中興路1段128巷20號,1.0,263.0,更寮派出所,,121.4657,25.07476
公寓,公寓,DC05000056,興珍里,新北市五股區興珍里中興路1段128巷32號,1.0,263.0,更寮派出所,,121.4658,25.07525
公寓,公寓,DC05000058,興珍里,新北市五股區興珍里中興路1段128巷24號,1.0,263.0,更寮派出所,,121.4658,25.07498
公寓,公寓,DC05000059,興珍里,新北市五股區興珍里中興路一段128巷36號,1.0,263.0,更寮派出所,,121.4658,25.07534
公寓,陸村企業股份有限公司,DC05000061,更寮里,新北市五股區更寮里中興路2段9巷4號,1.0,32.0,更寮派出所,,121.463,25.07383
公寓,公寓,DC05000062,更寮里,新北市五股區更寮里中興路2段9巷1號,1.0,12.0,更寮派出所,,121.4636,25.07323
公寓,碩隆精密工業,DC05000063,興珍里,新北市五股區興珍里中興路1段197號,1.0,265.0,更寮派出所,,121.4638,25.07369
公寓,公寓,DC05000065,興珍里,新北市五股區興珍里中興路1段128巷12號,1.0,437.0,更寮派出所,,121.4657,25.07434
公寓,公寓,DC05000067,興珍里,新北市五股區興珍里中興路1段128巷28號,1.0,263.0,更寮派出所,,121.4658,25.07511
大樓,官邸世家,DC05000068,興珍里,新北市五股區興珍里四維路125號,1.0,1063.0,更寮派出所,,121.4674,25.07386
大樓,官邸世家,DC05000069,興珍里,新北市五股區興珍里四維路135巷8號,1.0,179.0,更寮派出所,,121.4672,25.07485
大樓,宏柏大廈,DC05000070,興珍里,新北市五股區興珍里中興路1段106號,1.0,540.0,更寮派出所,,121.4662,25.07334
大樓,陽信銀行,DC05000071,興珍里,新北市五股區興珍里中興路1段12號,1.0,8945.0,更寮派出所,,,
大樓,台北得意GO,DC05000073,興珍里,新北市五股區興珍里四維路114號,2.0,2422.0,更寮派出所,,121.4678,25.07409
大樓,藏藝,DC05000080,興珍里,新北市五股區興珍里12鄰四維路179號,1.0,145.0,更寮派出所,,121.4678,25.07525
大樓,大樓,DC06000001,成州里,新北市五股區成州里凌雲路1段83巷7弄9號,1.0,256.0,成州派出所,,121.4497,25.10034
大樓,大樓,DC06000002,成州里,新北市五股區成州里凌雲路1段109巷25弄2號,1.0,398.0,成州派出所,,121.4496,25.10037
大樓,大樓,DC06000003,成州里,新北市五股區成州里西雲路248號,1.0,603.0,成州派出所,,121.449,25.09703
大樓,大樓,DC06000004,成州里,新北市五股區成州里成泰路3段513號,1.0,161.0,成州派出所,,121.4513,25.10055
大樓,大樓,DC06000005,集賢里,新北市五股區集賢里成泰路3段577巷132號,1.0,134.0,成州派出所,,121.4482,25.10421
大樓,大樓,DC06000006,集賢里,新北市五股區集賢里成泰路3段577巷118號,1.0,331.0,成州派出所,,121.4487,25.1043
大樓,大樓,DC06000007,集賢里,新北市五股區集賢里成泰路3段577巷128號,1.0,336.0,成州派出所,,121.4484,25.10433
大樓,大樓,DC06000008,集賢里,新北市五股區集賢里凌雲路1段158巷15號,1.0,154.0,成州派出所,,121.4477,25.10359
大樓,大樓,DC06000009,成功里,新北市五股區成功里西雲路167號,1.0,293.0,成州派出所,,121.4468,25.09478
大樓,大樓,DC06000012,成德里,新北市五股區成德里凌雲路1段150號,1.0,151.0,成州派出所,,121.4492,25.10252
大樓,大樓,DC06000013,成功里,新北市五股區成功里成泰路3段245巷14號,1.0,199.0,成州派出所,,121.4463,25.09393
大樓,金百利,DC06000014,成功里,新北市五股區成功里成泰路3段309號1,1.0,1651.0,成州派出所,,121.4476,25.09476
大樓,大樓,DC06000015,成泰里,新北市五股區成泰里成泰路3段2巷1號20,1.0,414.0,成州派出所,,121.4415,25.08711
大樓,荷蘭,DC06000016,集福里,新北市五股區集福里成泰路4段22巷29號,1.0,86.0,成州派出所,,121.4553,25.10839
大樓,富貴林,DC06000017,集賢里,新北市五股區集賢里天乙路16號,1.0,852.0,成州派出所,,121.4487,25.10349
大樓,大樓,DC06000018,集福里,新北市五股區集福里成泰路4段22巷23號,1.0,114.0,成州派出所,,121.4549,25.1078
大樓,好運來,DC06000019,集賢里,新北市五股區集賢里天乙路81號,1.0,486.0,成州派出所,,121.448,25.10464
大樓,清水灣,DC06000020,集福里,新北市五股區集福里成泰路4段10號,1.0,811.0,成州派出所,,121.4533,25.10633
大樓,大樓,DC06000021,成州里,新北市五股區成州里凌雲路1段149巷13號,1.0,2123.0,成州派出所,,121.4486,25.10069
大樓,大樓,DC06000022,成泰里,新北市五股區成泰里御史路1巷101弄1號,2.0,824.0,成州派出所,,121.441,25.09094
大樓,大樓,DC06000023,成泰里,新北市五股區成泰里御史路55號,1.0,1072.0,成州派出所,,121.4419,25.09356
大樓,大樓,DC06000025,成泰里,新北市五股區成泰里成泰路3段16號,1.0,512.0,成州派出所,,121.442,25.0879
大樓,大樓,DC06000030,成功里,新北市五股區成功里西雲路183號1,1.0,595.0,成州派出所,,121.4476,25.09555
大樓,大漢愛鄉,DC06000031,成州里,新北市五股區成州里西雲路203巷1至18號,3.0,785.0,成州派出所,,121.4478,25.09692
大樓,大樓,DC06000032,集賢里,新北市五股區集賢里凌雲路1段158巷14號,1.0,1247.0,成州派出所,,121.4479,25.10349
大樓,大樓,DC06000033,集賢里,新北市五股區集賢里凌雲路1段158巷20號,1.0,864.0,成州派出所,,121.448,25.10381
大樓,成州國小梅林樓,DC06000034,成州里,新北市五股區成州里成泰路3段493號,1.0,230.0,成州派出所,,121.4505,25.09977
大樓,大樓,DC06000035,成州里,新北市五股區成州里凌雲路1段161號,1.0,222.0,成州派出所,,121.4489,25.10249
大樓,美麗堡,DC06000036,成功里,新北市五股區成功里西雲路105號,2.0,1522.0,成州派出所,,121.4438,25.09277
大樓,大樓,DC06000037,集賢里,新北市五股區集賢里成泰路3段577巷80弄93號,1.0,157.0,成州派出所,,121.4491,25.10481
大樓,台北青年城,DC06000038,成功里,新北市五股區成功里西雲路136號1,1.0,1702.0,成州派出所,,121.4455,25.09396
大樓,大樓,DC06000039,集福里,新北市五股區集福里成泰路4段24號1,1.0,449.0,成州派出所,,121.4541,25.1073
大樓,大樓,DC06000040,成德里,新北市五股區成德里天乙路1號,1.0,235.0,成州派出所,,121.4488,25.10277
大樓,薪關渡,DC06000041,集福里,新北市五股區集福里成泰路4段24號5,1.0,16.0,成州派出所,,121.4541,25.1073
大樓,法國宮庭,DC06000042,成泰里,新北市五股區成泰里御成路136號,1.0,994.0,成州派出所,,121.4413,25.09431
大樓,大樓,DC06000043,成功里,新北市五股區成功里成泰路3段141號,1.0,251.0,成州派出所,,121.4447,25.09145
大樓,麗源大阪,DC06000044,成州里,新北市五股區成州里西雲路189號,1.0,865.0,成州派出所,,121.4477,25.09566
公寓,成州國小蘭亭樓,DC06000045,成州里,新北市五股區成州里成泰路3段493號,1.0,313.0,成州派出所,,121.4505,25.09977
大樓,集福如意,DC06000046,集賢里,新北市五股區集賢里成泰路3段577巷136號,1.0,880.0,成州派出所,,121.448,25.10419
大樓,大樓,DC06000047,成德里,新北市五股區成德里成泰路3段543巷3號,1.0,441.0,成州派出所,,121.4509,25.10212
大樓,大樓,DC06000048,成德里,新北市五股區成德里凌雲路1段34號,1.0,378.0,成州派出所,,121.452,25.10075
大樓,大樓,DC06000049,成泰里,新北市五股區成泰里御史路1巷100號,1.0,672.0,成州派出所,,121.4411,25.09155
大樓,大樓,DC06000050,成州里,新北市五股區成州里成泰路3段369號,1.0,418.0,成州派出所,,121.4488,25.0961
大樓,大樓,DC06000051,成泰里,新北市五股區成泰里御史路3號,2.0,956.0,成州派出所,,121.442,25.09033
大樓,音樂會大廈,DC06000052,成功里,新北市五股區成功里西雲路112號5,1.0,4663.0,成州派出所,,121.4444,25.09321
大樓,翠林珍寶,DC06000053,成泰里,新北市五股區成泰里御史路79號,1.0,1787.0,成州派出所,,121.4407,25.09475
大樓,大樓,DC06000054,成泰里,新北市五股區成泰里御史路82號,1.0,674.0,成州派出所,,121.4406,25.09501
大樓,傑士堡,DC06000055,成泰里,新北市五股區成泰里御成路101號,2.0,3022.0,成州派出所,,121.441,25.094
大樓,一芳洲,DC06000056,成泰里,新北市五股區成泰里芳洲五路3號,1.0,1960.0,成州派出所,,121.4458,25.08663
大樓,常鑫匯,DC06000057,成州里,新北市五股區成州里成泰路3段350號,2.0,657.0,成州派出所,,121.4507,25.09878
大樓,台北愛家社區,DC07000001,五福里,新北市五股區五福里五福路14巷27號,1.0,1084.0,五股分駐所,,121.4353,25.08903
大樓,撲滿成家大樓,DC07000002,六福里,新北市五股區六福里五福路53號11,1.0,716.0,五股分駐所,,121.433,25.08978
大樓,撲滿成家大樓,DC07000003,六福里,新北市五股區六福里五福路45號83,1.0,484.0,五股分駐所,,121.4333,25.08963
大樓,五股國民中學和平樓,DC07000005,五股里,新北市五股區五股里成泰路2段49巷15號,1.0,620.0,五股分駐所,,121.4357,25.08327
大樓,華廈,DC07000006,民義里,新北市五股區民義里民義路1段193巷1號,1.0,377.0,五股分駐所,,121.4307,25.08857
大樓,中興翡翠大樓,DC07000007,五股里,新北市五股區五股里中興路4段48巷11號,1.0,567.0,五股分駐所,,121.4384,25.08345
大樓,中興天廈,DC07000008,五股里,新北市五股區五股里中興路4段40號,1.0,342.0,五股分駐所,,121.4386,25.0829
大樓,幸福大地,DC07000010,六福里,新北市五股區六福里五福路52巷1號,1.0,116.0,五股分駐所,,121.4336,25.08981
大樓,漢堡堡創意社區,DC07000011,六福里,新北市五股區六福里五福路73號,2.0,1662.0,五股分駐所,,121.4325,25.09012
大樓,五股國民小學敬業樓,DC07000012,五股里,新北市五股區五股里成泰路2段49號,1.0,716.0,五股分駐所,,121.4374,25.08265
華廈,華廈,DC07000013,五福里,新北市五股區五福里五福路42巷37號,1.0,350.0,五股分駐所,,121.4349,25.09019
大樓,樹海一家,DC07000014,六福里,新北市五股區六福里五福路114號12,2.0,126.0,五股分駐所,,121.4324,25.09086
大樓,大樹小鎮,DC07000015,六福里,新北市五股區六福里五福路125號12,2.0,1589.0,五股分駐所,,121.4317,25.09128
大樓,撲滿成家大樓,DC07000016,六福里,新北市五股區六福里五福路35號,2.0,2658.0,五股分駐所,,121.4336,25.08937
大樓,寶祥花園廣場AB區,DC07000017,五福里,新北市五股區五福里五福路32巷26號,1.0,1427.0,五股分駐所,,121.4351,25.08964
大樓,五福雅築大廈,DC07000018,六福里,新北市五股區六福里五福路59號,1.0,394.0,五股分駐所,,121.4329,25.08993
大樓,企業家大樓,DC07000019,五股里,新北市五股區五股里工商路99巷22號,1.0,293.0,五股分駐所,,121.4369,25.08471
大樓,寶祥花園廣場C區,DC07000020,五福里,新北市五股區五福里五福路32巷13號,1.0,564.0,五股分駐所,,121.4347,25.08969
大樓,五股國民小學碧綠樓,DC07000024,五股里,新北市五股區五股里成泰路2段49號,1.0,145.0,五股分駐所,,121.4374,25.08265
公寓,公寓,DC07000025,民義里,新北市五股區民義里民義路1段157之9號,1.0,731.0,五股分駐所,,121.4323,25.08725
大樓,五股工商大樓,DC07000028,五股里,新北市五股區五股里工商路82號,1.0,702.0,五股分駐所,,121.4382,25.08513
華廈,華廈,DC07000029,民義里,新北市五股區民義里工商路153號,1.0,354.0,五股分駐所,,121.4349,25.0865
大樓,五福臨門,DC07000030,民義里,新北市五股區民義里工商路150號,1.0,1279.0,五股分駐所,,121.4333,25.08748
大樓,富貴家園,DC07000031,民義里,新北市五股區民義里民義路1段134號,1.0,1016.0,五股分駐所,,121.4345,25.08624
大樓,新北市五股區公所,DC07000032,五股里,新北市五股區五股里中興路4段50號,1.0,393.0,五股分駐所,,121.4381,25.08306
大樓,工商路立體停車場,DC07000033,五股里,新北市五股區五股里工商路3號,1.0,2146.0,五股分駐所,,121.4393,25.08296
大樓,儒林晶鑽大樓,DC07000034,五股里,新北市五股區五股里成泰路2段98號,1.0,277.0,五股分駐所,,121.4377,25.08272
學校,五股國民小學晨光樓,DC07000035,五股里,新北市五股區五股里成泰路2段49號,1.0,992.0,五股分駐所,,121.4374,25.08265
大樓,龍鳳之星,DC07000036,民義里,新北市五股區民義里民義路1段93號,1.0,172.0,五股分駐所,,121.4347,25.08585
學校,五股國民小學多功能教學大樓,DC07000037,五股里,新北市五股區五股里成泰路二段49號,1.0,55.0,五股分駐所,,121.4374,25.08265
大樓,綠地堡B區,DC07000038,民義里,新北市五股區民義里民義路1段79號,1.0,736.0,五股分駐所,,121.435,25.08532
大樓,綠地堡A區,DC07000039,民義里,新北市五股區民義里民義路1段77號,1.0,479.0,五股分駐所,,121.4351,25.08527
大樓,錦里花園,DC07000040,六福里,新北市五股區六福里五福路142號,1.0,480.0,五股分駐所,,121.4323,25.09133
大樓,舞鼓豐收社區,DC07000041,五股里,新北市五股區五股里民義路1段42號,2.0,397.0,五股分駐所,,121.4369,25.08404
大樓,森詠社區,DC07000042,六福里,新北市五股區六福里五福路100巷5號,2.0,1126.0,五股分駐所,,121.4328,25.09098
大樓,陽明山水,DC08000001,龍源里,新北市八里區龍源里頂寮二街33號,1.0,2310.0,龍源派出所,,121.4503,25.12503
公寓,公寓,DC08000002,龍源里,新北市八里區龍源里頂寮一街39號,1.0,636.0,龍源派出所,,121.4505,25.12383
大樓,在水一方江水藍社區,DC08000005,龍源里,新北市八里區龍源里頂寮五街10號,1.0,2086.0,龍源派出所,,121.4517,25.12644
大樓,在水一方碧蓮天社區,DC08000006,龍源里,新北市八里區龍源里頂寮三街2號,1.0,602.0,龍源派出所,,121.4521,25.12597
大樓,摩登原始人社區,DC08000007,龍源里,新北市八里區龍源里頂寮三街26號,1.0,894.0,龍源派出所,,121.4512,25.12568
大樓,大樓,DC08000010,龍源里,新北市八里區龍源里龍形二街12號,1.0,296.0,龍源派出所,,121.4507,25.13247
公寓,公寓,DC08000012,龍源里,新北市八里區龍源里龍形一街12巷6號,1.0,195.0,龍源派出所,,121.45,25.13065
公寓,公寓,DC08000015,龍源里,新北市八里區龍源里龍形一街9號,1.0,139.0,龍源派出所,,121.4504,25.13044
大樓,大樓,DC08000016,龍源里,新北市八里區龍源里龍形二街33號,1.0,208.0,龍源派出所,,121.4504,25.13273
公寓,公寓,DC08000017,龍源里,新北市八里區龍源里龍形一街15號,1.0,90.0,龍源派出所,,121.4502,25.13042
公寓,公寓,DC08000018,龍源里,新北市八里區龍源里龍形一街13號,1.0,57.0,龍源派出所,,121.4503,25.13043
大樓,河畔新都,DC08000020,米倉里,新北市八里區米倉里龍米路2段45號,1.0,873.0,龍源派出所,,121.4482,25.13994
大樓,虹橋豪景,DC08000021,米倉里,新北市八里區米倉里龍米路2段69號,1.0,303.0,龍源派出所,,121.4479,25.14104
大樓,海岸新都,DC08000022,米倉里,新北市八里區米倉里龍米路2段200巷12號,1.0,1818.0,龍源派出所,,121.4333,25.15948
大樓,大樓,DC08000026,米倉里,新北市八里區米倉里龍米路2段206巷1號,1.0,251.0,龍源派出所,,121.4334,25.15872
大樓,海艷華廈,DC08000028,大崁里,新北市八里區大崁里中山路一段65巷1號,1.0,1959.0,龍源派出所,,121.4186,25.15923
水泥廠,水泥廠,DC08000030,大崁里,新北市八里區大崁里忠八街60號,1.0,127.0,龍源派出所,,121.4196,25.16246
大樓,大樓,DC08000032,大崁里,新北市八里區大崁里中山路一段172號,1.0,313.0,龍源派出所,,121.4171,25.15949
大樓,大樓,DC08000034,龍源里,新北市八里區龍源里龍米路1段206號,1.0,99.0,龍源派出所,,121.452,25.12818
大樓,大樓,DC08000035,龍源里,新北市八里區龍源里龍形二街2號,1.0,283.0,龍源派出所,,121.4507,25.13128
大樓,大樓,DC08000036,米倉里,新北市八里區米倉里龍米路2段115號,1.0,614.0,龍源派出所,,121.4471,25.14304
大樓,大樓,DC08000038,米倉里,新北市八里區米倉里龍米路117巷1號,1.0,782.0,龍源派出所,,121.4467,25.14282
大樓,大樓,DC08000039,大崁里,新北市八里區大崁里忠孝路258號,1.0,20.0,龍源派出所,,121.4211,25.16117
大樓,大樓,DC08000040,大崁里,新北市八里區大崁里中山路一段95號,1.0,574.0,龍源派出所,,121.4152,25.15908
大樓,大樓,DC08000041,龍源里,新北市八里區龍源里頂寮二街89號,1.0,645.0,龍源派出所,,121.4498,25.12564
大樓,遊山玩水社區,DC08000042,龍源里,新北市八里區龍源里龍米路1段245號,1.0,624.0,龍源派出所,,121.451,25.13319
大樓,右祐企業社,DC08000043,大崁里,新北市八里區大崁里觀海大道269號,1.0,16.0,龍源派出所,,121.415,25.1618
大樓,大樓,DC08000044,龍源里,新北市八里區龍源里龍形五街1號,1.0,409.0,龍源派出所,,121.451,25.1334
學校,大崁國小B棟教室,DC08000045,大崁里,新北市八里區大崁里忠八街2號,1.0,710.0,龍源派出所,,121.4194,25.16031
大樓,大樓,DC08000046,龍源里,新北市八里區龍源里龍米路1段219號,1.0,484.0,龍源派出所,,121.4513,25.13176
公寓,工廠,DC08000047,大崁里,新北市八里區大崁里觀海大道267號,1.0,213.0,龍源派出所,,121.4153,25.16184
大樓,麗池海岸,DC08000048,龍源里,新北市八里區龍源里龍米路1段238號,1.0,1108.0,龍源派出所,,121.452,25.1289
