類別,建築物名稱,電腦編號,村里別,地址,緯經度,地下樓層數,可容納人數,備註
一般建築,,MMA0457,西榮里,嘉義市西區西榮里西榮街186號,"23.47823,120.44528",1.0,4.0,
一般建築,,MMA0458,西榮里,嘉義市西區西榮里西榮街198號,"23.47848,120.44525",1.0,4.0,
一般建築,,MMA0459,西榮里,嘉義市西區西榮里西榮街206號,"23.47898,120.44521",1.0,4.0,
一般建築,,MMA0460,西榮里,嘉義市西區西榮里光彩街566號,"23.47788,120.44598",1.0,4.0,
一般建築,,MMA0461,西榮里,嘉義市西區西榮里光彩街568號,"23.47788,120.44587",1.0,4.0,
一般建築,,MMA0462,西榮里,嘉義市西區西榮里光彩街586號,"23.47782,120.44515",1.0,4.0,
一般建築,,MMA0464,西榮里,嘉義市西區西榮里新榮路172號,"23.47797,120.44436",1.0,6.0,
一般建築,,MMA0466,西榮里,嘉義市西區西榮里中山路487號,"23.47941,120.44532",1.0,5.0,
一般建築,,MMA0467,西榮里,嘉義市西區西榮里中山路489號,"23.47941,120.44528",1.0,5.0,
一般建築,,MMA0468,西榮里,嘉義市西區西榮里中正路539號,"23.47878,120.44603",1.0,4.0,
一般建築,,MMA0469,西榮里,嘉義市西區西榮里中正路543號,"23.47877,120.44594",1.0,4.0,
一般建築,,MMA0470,西榮里,嘉義市西區西榮里中正路549號,"23.47876,120.44579",1.0,4.0,
一般建築,,MMA0471,西榮里,嘉義市西區西榮里中正路565號,"23.47874,120.44547",1.0,4.0,
一般建築,,MMA0472,西榮里,嘉義市西區西榮里中正路569號,"23.47872,120.4454",1.0,4.0,
一般建築,,MMA0473,西榮里,嘉義市西區西榮里中正路571號,"23.47872,120.44536",1.0,4.0,
一般建築,,MMA0474,西榮里,嘉義市西區西榮里中正路585號,"23.47868,120.44492",1.0,4.0,
一般建築,,MMA0475,西榮里,嘉義市西區西榮里中正路587號,"23.47868,120.44487",1.0,4.0,
一般建築,,MMA0476,西榮里,嘉義市西區西榮里中正路593號,"23.47866,120.44475",1.0,4.0,
一般建築,,MMA0477,西榮里,嘉義市西區西榮里中正路595號,"23.47866,120.44471",1.0,4.0,
一般建築,,MMA0478,西榮里,嘉義市西區西榮里中正路597號,"23.47865,120.44466",1.0,4.0,
一般建築,,MMA0479,西榮里,嘉義市西區西榮里中正路615號,"23.47863,120.44432",1.0,4.0,
一般建築,,MMA0480,文化里,嘉義市西區文化里中正路426號,"23.47887,120.44945",1.0,20.0,
一般建築,,MMA0481,西榮里,嘉義市西區西榮里中正路596號,"23.47885,120.44538",1.0,4.0,
一般建築,,MMA0482,西榮里,嘉義市西區西榮里中正路598號,"23.47882,120.44534",1.0,4.0,
一般建築,,MMA0483,西榮里,嘉義市西區西榮里中正路610號,"23.47878,120.44496",1.0,4.0,
一般建築,,MMA0484,西榮里,嘉義市西區西榮里光彩街574號,"23.47787,120.44558",1.0,4.0,
一般建築,,MMA0485,西榮里,嘉義市西區西榮里西榮街215號,"23.47903,120.44508",1.0,4.0,
一般建築,,MMA0486,西榮里,嘉義市西區西榮里西榮街213號,"23.479,120.44509",1.0,4.0,
一般建築,,MMA0487,西榮里,嘉義市西區西榮里中山路497號,"23.47934,120.44493",1.0,6.0,
一般建築,,MMA0488,西榮里,嘉義市西區西榮里新榮路184號,"23.47828,120.44432",1.0,5.0,
一般建築,,MMA0489,西榮里,嘉義市西區西榮里新榮路182號,"23.47823,120.44432",1.0,5.0,
一般建築,,MMA0490,西榮里,嘉義市西區西榮里西榮街212號,"23.47909,120.4452",1.0,4.0,
一般建築,,MMA0491,西榮里,嘉義市西區西榮里中正路634號,"23.47873,120.44443",1.0,4.0,
一般建築,,MMA0492,西榮里,嘉義市西區西榮里中正路636號,"23.47873,120.44443",1.0,4.0,
一般建築,,MMA0494,西榮里,嘉義市西區西榮里新榮路180號,"23.47817,120.44433",1.0,5.0,
一般建築,,MMA0495,西榮里,嘉義市西區西榮里西榮街216號,"23.47917,120.44518",1.0,5.0,
一般建築,,MMA0496,西榮里,嘉義市西區西榮里中山路525號,"23.47932,120.44433",1.0,6.0,
一般建築,,MMA0497,西榮里,嘉義市西區西榮里中山路527號,"23.47932,120.44428",1.0,6.0,
一般建築,,MMA0498,西榮里,嘉義市西區西榮里中山路529號,"23.47932,120.44423",1.0,6.0,
一般建築,,MMA0499,西榮里,嘉義市西區西榮里西榮街191巷12號,"23.47819,120.44487",1.0,4.0,
一般建築,,MMA0500,西榮里,嘉義市西區西榮里新榮路192號,"23.47838,120.44431",1.0,6.0,
一般建築,,MMA0501,西榮里,嘉義市西區西榮里西榮街191巷19號,"23.4781,120.44476",1.0,4.0,
一般建築,,MMA0502,西榮里,嘉義市西區西榮里新榮路186號,"23.47833,120.44431",1.0,5.0,
一般建築,,MMA0503,西榮里,嘉義市西區西榮里西榮街191巷5號,"23.47811,120.44495",1.0,5.0,
一般建築,,MMA0504,西榮里,嘉義市西區西榮里民生北路175號,"23.47833,120.44623",1.0,13.0,
一般建築,,MMA0505,西榮里,嘉義市西區西榮里新榮路168號,"23.47789,120.44436",1.0,5.0,
一般建築,,MMA0506,西榮里,嘉義市西區西榮里中正路555號,"23.47874,120.44567",1.0,4.0,
一般建築,,MMA0507,西榮里,嘉義市西區西榮里西榮街183號,"23.47795,120.44522",1.0,6.0,
一般建築,,MMA0508,西榮里,嘉義市西區西榮里中山路507號,"23.47935,120.44466",1.0,10.0,
一般建築,,MMA0509,西榮里,嘉義市西區西榮里光彩街590號,"23.4778,120.44501",1.0,5.0,
一般建築,,MMA0510,西榮里,嘉義市西區西榮里新榮路212號,"23.47917,120.44422",1.0,5.0,
一般建築,,MMA0511,西榮里,嘉義市西區西榮里中正路613號,"23.47862,120.44437",1.0,2.0,
一般建築,,MMA0512,西榮里,嘉義市西區西榮里民生北路173巷1號,"23.47823,120.44603",1.0,6.0,
一般建築,,MMA0513,西榮里,嘉義市西區西榮里中正路568號,"23.47889,120.44611",1.0,2.0,
一般建築,,MMA0514,西榮里,嘉義市西區西榮里中正路599巷3號,"23.47837,120.4447",1.0,57.0,
大樓,,MMA0515,西榮里,嘉義市西區西榮里民生北路163號,"23.47795,120.44627",1.0,165.0,
大樓,,MMA0516,西榮里,嘉義市西區西榮里中山路465號,"23.47945,120.44579",1.0,100.0,
一般建築,,MMA0517,西榮里,嘉義市西區西榮里西榮街188號,"23.47827,120.44529",1.0,5.0,
一般建築,,MMA0518,書院里,嘉義市西區書院里中正路653號,"23.47852,120.44321",1.0,4.0,
一般建築,,MMA0519,書院里,嘉義市西區書院里新榮路289號,"23.47803,120.44419",1.0,5.0,
一般建築,,MMA0520,書院里,嘉義市西區書院里中正路655號,"23.4785,120.44317",1.0,5.0,
一般建築,,MMA0521,書院里,嘉義市西區書院里西門街176號,"23.47628,120.44337",1.0,5.0,
一般建築,,MMA0522,西榮里,嘉義市西區西榮里新榮路136號,"23.47664,120.4445",1.0,5.0,
一般建築,,MMA0523,西榮里,嘉義市西區西榮里新榮路138號,"23.47667,120.4445",1.0,5.0,
一般建築,,MMA0524,西榮里,嘉義市西區西榮里新榮路132號,"23.47658,120.4445",1.0,5.0,
一般建築,,MMA0525,書院里,嘉義市西區書院里光彩街626號,"23.47771,120.44389",1.0,5.0,
一般建築,,MMA0526,書院里,嘉義市西區書院里西門街202號,"23.47683,120.44332",1.0,5.0,
一般建築,,MMA0527,書院里,嘉義市西區書院里蘭井街366號,"23.47685,120.44233",1.0,5.0,
一般建築,,MMA0528,書院里,嘉義市西區書院里蘭井街330號,"23.47695,120.44359",1.0,5.0,
一般建築,,MMA0529,書院里,嘉義市西區書院里蘭井街332號,"23.47695,120.44355",1.0,5.0,
一般建築,,MMA0530,書院里,嘉義市西區書院里光彩街539號,"23.47758,120.44381",1.0,5.0,
一般建築,,MMA0531,西榮里,嘉義市西區西榮里延平街386號,"23.47637,120.44495",1.0,5.0,
一般建築,,MMA0532,書院里,嘉義市西區書院里西門街200號,"23.47676,120.44333",1.0,5.0,
一般建築,,MMA0533,書院里,嘉義市西區書院里光彩街636號,"23.47769,120.44361",1.0,5.0,
一般建築,,MMA0534,書院里,嘉義市西區書院里光彩街638號,"23.47769,120.44361",1.0,5.0,
一般建築,,MMA0535,書院里,嘉義市西區書院里光彩街640號,"23.47769,120.44357",1.0,5.0,
一般建築,,MMA0536,書院里,嘉義市西區書院里光彩街640號之1,"23.47768,120.44353",1.0,5.0,
一般建築,,MMA0538,書院里,嘉義市西區書院里西門街238號之2,"23.47824,120.44328",1.0,8.0,
一般建築,,MMA0539,書院里,嘉義市西區書院里光彩街543號,"23.47756,120.44344",1.0,5.0,
一般建築,,MMA0540,書院里,嘉義市西區書院里光彩街533號,"23.47761,120.44397",1.0,5.0,
一般建築,,MMA0541,書院里,嘉義市西區書院里西門街230號,"23.47796,120.44319",1.0,5.0,
一般建築,,MMA0542,書院里,嘉義市西區書院里西門街232號,"23.47801,120.44318",1.0,5.0,
一般建築,,MMA0543,書院里,嘉義市西區書院里西門街153號,"23.47785,120.44308",1.0,5.0,
一般建築,,MMA0544,書院里,嘉義市西區書院里光彩街640號之3,"23.47783,120.44344",1.0,5.0,
一般建築,,MMA0545,書院里,嘉義市西區書院里光彩街640號之4,"23.47784,120.44348",1.0,5.0,
一般建築,,MMA0546,書院里,嘉義市西區書院里蘭井街417號,"23.47684,120.44344",1.0,5.0,
一般建築,,MMA0547,西榮里,嘉義市西區西榮里蘭井街363號,"23.47697,120.44495",1.0,5.0,
一般建築,,MMA0548,西榮里,嘉義市西區西榮里西榮街125號,"23.4767,120.44534",1.0,5.0,
一般建築,,MMA0549,西榮里,嘉義市西區西榮里新榮路130號,"23.47651,120.44451",1.0,5.0,
一般建築,,MMA0551,書院里,嘉義市西區書院里新榮路241號,"23.47706,120.44429",1.0,5.0,
一般建築,,MMA0552,書院里,嘉義市西區書院里新榮路243號,"23.4771,120.44429",1.0,5.0,
一般建築,,MMA0553,書院里,嘉義市西區書院里新榮路245號,"23.47714,120.44428",1.0,5.0,
一般建築,,MMA0554,書院里,嘉義市西區書院里新榮路247號,"23.47718,120.44428",1.0,5.0,
一般建築,,MMA0555,書院里,嘉義市西區書院里新榮路263號,"23.47745,120.44425",1.0,5.0,
一般建築,,MMA0556,書院里,嘉義市西區書院里西門街178號,"23.47642,120.44336",1.0,5.0,
一般建築,,MMA0557,西榮里,嘉義市西區西榮里西榮街143號,"23.47699,120.44531",1.0,5.0,
一般建築,,MMA0558,西榮里,嘉義市西區西榮里新榮路164號,"23.47758,120.44439",1.0,10.0,
大樓,,MMA0559,書院里,嘉義市西區書院里新榮路307號,"23.47834,120.44415",1.0,534.0,
大樓,,MMA0560,書院里,嘉義市西區書院里西門街202號之1,"23.477,120.44333",1.0,1770.0,
一般建築,,MMA0561,西榮里,嘉義市西區西榮里西榮街141號,"23.47696,120.44531",1.0,5.0,
一般建築,,MMA0562,書院里,嘉義市西區書院里延平街392號,"23.47633,120.44425",1.0,10.0,
一般建築,,MMA0563,書院里,嘉義市西區書院里蘭井街397號,"23.47683,120.44389",1.0,4.0,
一般建築,,MMA0564,西榮里,嘉義市西區西榮里蘭井街310號,"23.47706,120.4448",1.0,4.0,
一般建築,,MMA0565,西榮里,嘉義市西區西榮里蘭井街312號,"23.47706,120.44476",1.0,4.0,
一般建築,,MMA0566,西榮里,嘉義市西區西榮里蘭井街316號,"23.47706,120.44468",1.0,2.0,
一般建築,,MMA0567,書院里,嘉義市西區書院里新榮路235號,"23.47681,120.44432",1.0,5.0,
一般建築,,MMA0568,書院里,嘉義市西區書院里新榮路275號,"23.47776,120.44422",1.0,5.0,
一般建築,,MMA0569,書院里,嘉義市西區書院里新榮路277號,"23.47779,120.44423",1.0,4.0,
一般建築,,MMA0570,書院里,嘉義市西區書院里新榮路279號,"23.47783,120.44422",1.0,4.0,
一般建築,,MMA0571,書院里,嘉義市西區書院里新榮路281號,"23.47787,120.44422",1.0,4.0,
一般建築,,MMA0572,書院里,嘉義市西區書院里新榮路321號,"23.47898,120.44409",1.0,5.0,
一般建築,,MMA0573,西榮里,嘉義市西區西榮里新榮路152號,"23.4773,120.44445",1.0,5.0,
一般建築,,MMA0574,西榮里,嘉義市西區西榮里新榮路156號,"23.4774,120.44442",1.0,5.0,
一般建築,,MMA0575,西榮里,嘉義市西區西榮里新榮路160號,"23.47749,120.4444",1.0,5.0,
一般建築,,MMA0577,西榮里,嘉義市西區西榮里光彩街525號,"23.47767,120.44473",1.0,5.0,
一般建築,,MMA0578,書院里,嘉義市西區書院里光彩街622號,"23.47771,120.44403",1.0,5.0,
一般建築,,MMA0579,書院里,嘉義市西區書院里中正路627號,"23.47857,120.44379",1.0,5.0,
一般建築,,MMA0580,書院里,嘉義市西區書院里中正路629號,"23.47857,120.44374",1.0,5.0,
一般建築,,MMA0581,書院里,嘉義市西區書院里中正路631號,"23.47856,120.44371",1.0,5.0,
一般建築,,MMA0582,書院里,嘉義市西區書院里中正路641號,"23.47855,120.4435",1.0,4.0,
一般建築,,MMA0583,書院里,嘉義市西區書院里中正路643號,"23.47854,120.44346",1.0,4.0,
一般建築,,MMA0584,書院里,嘉義市西區書院里中正路645號,"23.47854,120.44342",1.0,4.0,
一般建築,,MMA0585,書院里,嘉義市西區書院里中正路656號,"23.47868,120.44382",1.0,4.0,
一般建築,,MMA0586,書院里,嘉義市西區書院里中正路660號,"23.47868,120.44379",1.0,4.0,
一般建築,,MMA0587,書院里,嘉義市西區書院里中正路690號,"23.47862,120.44317",1.0,4.0,
一般建築,,MMA0588,西榮里,嘉義市西區西榮里中正路545號,"23.47876,120.44588",1.0,4.0,
一般建築,,MMA0589,西榮里,嘉義市西區西榮里中正路547號,"23.47877,120.44584",1.0,4.0,
一般建築,,MMA0590,書院里,嘉義市西區書院里中正路692號,"23.47862,120.44313",1.0,4.0,
一般建築,,MMA0591,西榮里,嘉義市西區西榮里西榮街175號,"23.47768,120.44524",1.0,5.0,
一般建築,,MMA0592,書院里,嘉義市西區書院里西門街190號,"23.47653,120.44334",1.0,5.0,
一般建築,,MMA0593,西榮里,嘉義市西區西榮里新榮路162號,"23.47753,120.4444",1.0,5.0,
一般建築,,MMA0594,書院里,嘉義市西區書院里新榮路283號,"23.4779,120.44422",1.0,4.0,
一般建築,,MMA0595,書院里,嘉義市西區書院里西門街207號,"23.47904,120.44295",1.0,3.0,
一般建築,,MMA0596,書院里,嘉義市西區書院里光彩街551號,"23.47751,120.44295",1.0,4.0,
一般建築,,MMA0597,書院里,嘉義市西區書院里光彩街559號,"23.47749,120.44271",1.0,5.0,
一般建築,,MMA0598,書院里,嘉義市西區書院里光彩街555號,"23.47749,120.44281",1.0,5.0,
一般建築,,MMA0599,書院里,嘉義市西區書院里中正路677號,"23.47846,120.4426",1.0,5.0,
一般建築,,MMA0600,書院里,嘉義市西區書院里中正路681號,"23.47844,120.44252",1.0,5.0,
一般建築,,MMA0601,書院里,嘉義市西區書院里中正路712號,"23.47858,120.44267",1.0,4.0,
一般建築,,MMA0603,書院里,嘉義市西區書院里中正路718號,"23.47857,120.4425",1.0,4.0,
一般建築,,MMA0604,書院里,嘉義市西區書院里中正路720號,"23.47856,120.44243",1.0,5.0,
一般建築,,MMA0605,書院里,嘉義市西區書院里中正路730號,"23.47854,120.44216",1.0,5.0,
一般建築,,MMA0607,書院里,嘉義市西區書院里中山路571號,"23.47919,120.44286",1.0,5.0,
一般建築,,MMA0608,西榮里,嘉義市西區西榮里中正路573號,"23.47872,120.44531",1.0,5.0,
一般建築,,MMA0609,書院里,嘉義市西區書院里中山路581號,"23.47915,120.44253",1.0,4.0,
一般建築,,MMA0610,書院里,嘉義市西區書院里中正路714號,"23.47857,120.44262",1.0,4.0,
一般建築,,MMA0611,書院里,嘉義市西區書院里西門街109號,"23.47664,120.44321",1.0,4.0,
一般建築,,MMA0612,書院里,嘉義市西區書院里中正路708號,"23.47858,120.44274",1.0,5.0,
一般建築,,MMA0613,書院里,嘉義市西區書院里中正路695號,"23.47843,120.44218",1.0,5.0,
一般建築,,MMA0614,書院里,嘉義市西區書院里仁愛路512號,"23.47688,120.44215",1.0,4.0,
一般建築,,MMA0615,書院里,嘉義市西區書院里中正路716號,"23.47857,120.44257",1.0,5.0,
一般建築,,MMA0616,書院里,嘉義市西區書院里光彩街678號,"23.47758,120.4424",1.0,13.0,
一般建築,,MMA0617,書院里,嘉義市西區書院里西門街113號,"23.47674,120.44316",1.0,4.0,
一般建築,,MMA0618,書院里,嘉義市西區書院里中正路724號,"23.47855,120.4423",1.0,5.0,
一般建築,,MMA0619,書院里,嘉義市西區書院里西門街101號,"23.47653,120.44322",1.0,4.0,
一般建築,,MMA0620,書院里,嘉義市西區書院里光彩街680號,"23.47757,120.44232",1.0,4.0,
一般建築,,MMA0621,書院里,嘉義市西區書院里仁愛路548號,"23.47777,120.44205",1.0,4.0,
一般建築,,MMA0622,書院里,嘉義市西區書院里光彩街662號,"23.47759,120.44274",1.0,94.0,
大樓,,MMA0623,書院里,嘉義市西區書院里中正路659號,"23.4785,120.443",1.0,310.0,
大樓,,MMA0624,書院里,嘉義市西區書院里西門街127號,"23.47746,120.44312",1.0,154.0,
大樓,,MMA0625,書院里,嘉義市西區書院里中正路673號,"23.47846,120.44266",1.0,153.0,
一般建築,,MMA0626,書院里,嘉義市西區書院里中正路685號,"23.47846,120.44243",1.0,6.0,
一般建築,,MMA0627,書院里,嘉義市西區書院里中正路722號,"23.47856,120.44237",1.0,5.0,
飯店,鉅陞嘉義亮點旅店,MMA0628,書院里,嘉義市西區書院里仁愛路560號,"23.47806,120.44204",1.0,1198.0,
一般建築,,MMA0629,西榮里,嘉義市西區西榮里西榮街107號,"23.47631,120.44534",1.0,4.0,
一般建築,,MMA0630,西榮里,嘉義市西區西榮里民族路620號,"23.47571,120.44529",1.0,6.0,
一般建築,,MMA0631,西榮里,嘉義市西區西榮里新榮路116號,"23.47595,120.44457",1.0,5.0,
一般建築,,MMA0632,西榮里,嘉義市西區西榮里延平街371號,"23.47625,120.44504",1.0,4.0,
一般建築,,MMA0633,西榮里,嘉義市西區西榮里延平街373號,"23.47624,120.44498",1.0,4.0,
一般建築,,MMA0634,西榮里,嘉義市西區西榮里延平街375號,"23.47622,120.44494",1.0,4.0,
一般建築,,MMA0635,西榮里,嘉義市西區西榮里蘭井街286號,"23.47713,120.44541",1.0,4.0,
一般建築,,MMA0636,西榮里,嘉義市西區西榮里光彩街481號,"23.47778,120.44598",1.0,4.0,
一般建築,,MMA0637,西榮里,嘉義市西區西榮里光彩街505號,"23.47757,120.44549",1.0,8.0,
大樓,,MMA0638,西榮里,嘉義市西區西榮里蘭井街248號,"23.47725,120.44622",1.0,364.0,
一般建築,,MMA0639,西榮里,嘉義市西區西榮里新榮路112號,"23.47583,120.44457",1.0,5.0,
一般建築,,MMA0640,西榮里,嘉義市西區西榮里新榮路114號,"23.47589,120.44458",1.0,38.0,
一般建築,,MMA0641,西榮里,嘉義市西區西榮里新榮路120號,"23.47606,120.44456",1.0,6.0,
一般建築,,MMA0642,西榮里,嘉義市西區西榮里新榮路122號,"23.47615,120.44455",1.0,6.0,
一般建築,,MMA0643,西榮里,嘉義市西區西榮里新榮路124號,"23.4762,120.44454",1.0,6.0,
一般建築,,MMA0644,西榮里,嘉義市西區西榮里延平街335號,"23.4764,120.44632",1.0,9.0,
一般建築,,MMA0645,西榮里,嘉義市西區西榮里民生北路143號,"23.47734,120.44633",1.0,24.0,
大樓,,MMA0646,西榮里,嘉義市西區西榮里民族路630號,"23.4757,120.44511",1.0,142.0,
住商大樓,金財神大樓,MMA0647,西榮里,嘉義市西區西榮里民族路606號,"23.47602,120.44589",2.0,6896.0,
大樓,,MMA0648,西榮里,嘉義市西區西榮里民生北路151號,"23.47752,120.44623",1.0,670.0,
大樓,,MMA0649,西榮里,嘉義市西區西榮里西榮街164號,"23.47744,120.44539",1.0,965.0,
大樓,,MMA0650,西榮里,嘉義市西區西榮里民生北路141號,"23.47726,120.44634",1.0,364.0,
一般建築,,MMA0651,西榮里,嘉義市西區西榮里延平街367號,"23.47628,120.44511",1.0,9.0,
一般建築,,MMA0652,新富里,嘉義市西區新富里西榮街35號,"23.47421,120.4456",1.0,4.0,
一般建築,,MMA0653,新富里,嘉義市西區新富里西榮街28號,"23.47395,120.44573",1.0,4.0,
一般建築,,MMA0654,新富里,嘉義市西區新富里西榮街76號,"23.47503,120.44562",1.0,4.0,
一般建築,,MMA0655,新富里,嘉義市西區新富里西榮街80號之1,"23.47515,120.44561",1.0,4.0,
一般建築,,MMA0656,新富里,嘉義市西區新富里民族路589號,"23.47555,120.44599",1.0,5.0,
一般建築,,MMA0657,新富里,嘉義市西區新富里民族路593號,"23.47555,120.44592",1.0,6.0,
一般建築,,MMA0658,新富里,嘉義市西區新富里民族路625號,"23.47547,120.44516",1.0,4.0,
一般建築,,MMA0659,新富里,嘉義市西區新富里新榮路48號,"23.47376,120.4449",1.0,4.0,
一般建築,,MMA0660,新富里,嘉義市西區新富里新榮路70號,"23.47464,120.44471",1.0,6.0,
一般建築,,MMA0661,新富里,嘉義市西區新富里新榮路62號,"23.47433,120.44477",1.0,6.0,
一般建築,,MMA0662,新富里,嘉義市西區新富里民族路601號,"23.47554,120.44576",1.0,4.0,
一般建築,,MMA0663,新富里,嘉義市西區新富里西榮街30號,"23.47399,120.44572",1.0,4.0,
一般建築,,MMA0664,新富里,嘉義市西區新富里西榮街32號,"23.47403,120.44572",1.0,4.0,
一般建築,,MMA0665,新富里,嘉義市西區新富里新榮路104號,"23.47528,120.44466",1.0,6.0,
一般建築,,MMA0666,新富里,嘉義市西區新富里垂楊路548號,"23.47372,120.44601",1.0,5.0,
一般建築,,MMA0667,新富里,嘉義市西區新富里垂楊路550號,"23.47371,120.44592",1.0,5.0,
一般建築,,MMA0668,新富里,嘉義市西區新富里垂楊路552號,"23.4737,120.44583",1.0,5.0,
大樓,,MMA0669,新富里,嘉義市西區新富里新榮路52號,"23.47405,120.44479",1.0,734.0,
一般建築,,MMA0670,新富里,嘉義市西區新富里民族路595號,"23.47555,120.44588",1.0,4.0,
一般建築,,MMA0671,新富里,嘉義市西區新富里民族路599號,"23.47554,120.44582",1.0,4.0,
一般建築,,MMA0672,新富里,嘉義市西區新富里民族路583巷9號,"23.47543,120.4462",1.0,5.0,
一般建築,,MMA0673,新富里,嘉義市西區新富里新榮路46號,"23.47367,120.44481",1.0,6.0,
大樓,,MMA0675,新富里,嘉義市西區新富里垂楊路578號,"23.47364,120.44508",1.0,166.0,
一般建築,,MMA0678,新富里,嘉義市西區新富里新榮路187號,"23.47516,120.44451",1.0,4.0,
一般建築,,MMA0679,書院里,嘉義市西區書院里新榮路201號,"23.47598,120.44441",1.0,5.0,
一般建築,,MMA0680,書院里,嘉義市西區書院里延平街401號之1,"23.47619,120.44392",1.0,5.0,
一般建築,,MMA0681,新富里,嘉義市西區新富里新榮路191號,"23.47524,120.4445",1.0,5.0,
一般建築,,MMA0682,新富里,嘉義市西區新富里民族路669號,"23.47535,120.44366",1.0,5.0,
一般建築,,MMA0683,書院里,嘉義市西區書院里民族路698號,"23.47555,120.44356",1.0,5.0,
一般建築,,MMA0684,書院里,嘉義市西區書院里民族路690號,"23.47556,120.44369",1.0,5.0,
一般建築,,MMA0685,新富里,嘉義市西區新富里西門街45號,"23.47365,120.44354",1.0,5.0,
一般建築,,MMA0686,新富里,嘉義市西區新富里西門街45號之2,"23.47373,120.44353",1.0,5.0,
一般建築,,MMA0687,書院里,嘉義市西區書院里西門街152號,"23.47571,120.44342",1.0,5.0,
一般建築,,MMA0688,書院里,嘉義市西區書院里西門街154號,"23.47574,120.44354",1.0,8.0,
一般建築,,MMA0689,新富里,嘉義市西區新富里新榮路165號,"23.47462,120.44457",1.0,5.0,
一般建築,,MMA0690,書院里,嘉義市西區書院里民族路718號,"23.4755,120.44299",1.0,5.0,
一般建築,,MMA0691,新富里,嘉義市西區新富里新榮路167號,"23.47466,120.44456",1.0,5.0,
一般建築,,MMA0692,新富里,嘉義市西區新富里新榮路169號,"23.47469,120.44456",1.0,5.0,
一般建築,,MMA0693,新富里,嘉義市西區新富里新榮路171號,"23.47472,120.44456",1.0,5.0,
一般建築,,MMA0694,書院里,嘉義市西區書院里民族路708號,"23.47552,120.44322",1.0,5.0,
一般建築,,MMA0695,新富里,嘉義市西區新富里民族路701號,"23.47524,120.4428",1.0,6.0,
一般建築,,MMA0697,書院里,嘉義市西區書院里西門街77號,"23.47591,120.4433",1.0,5.0,
一般建築,,MMA0698,書院里,嘉義市西區書院里西門街146號,"23.47566,120.44352",1.0,5.0,
一般建築,,MMA0699,書院里,嘉義市西區書院里民族路720號,"23.47549,120.44294",1.0,5.0,
一般建築,,MMA0700,書院里,嘉義市西區書院里民族路726號,"23.47548,120.44281",1.0,5.0,
一般建築,,MMA0701,書院里,嘉義市西區書院里延平街425號,"23.47607,120.4427",1.0,5.0,
一般建築,,MMA0702,新富里,嘉義市西區新富里仁愛路446號,"23.47512,120.44232",1.0,5.0,
一般建築,,MMA0703,書院里,嘉義市西區書院里民族路716號,"23.4755,120.44304",1.0,5.0,
一般建築,,MMA0704,新富里,嘉義市西區新富里垂楊路640號,"23.47352,120.44347",1.0,9.0,
一般建築,,MMA0705,新富里,嘉義市西區新富里西門街59號,"23.47475,120.4434",1.0,5.0,
一般建築,,MMA0706,新富里,嘉義市西區新富里西門街106號,"23.47469,120.44353",1.0,6.0,
一般建築,,MMA0707,新富里,嘉義市西區新富里西門街59號之1,"23.47479,120.4434",1.0,5.0,
一般建築,,MMA0708,書院里,嘉義市西區書院里民族路674號,"23.47559,120.44404",1.0,5.0,
一般建築,,MMA0709,新富里,嘉義市西區新富里民族路675號,"23.47535,120.4436",1.0,5.0,
一般建築,,MMA0710,新富里,嘉義市西區新富里康樂街200號,"23.4745,120.4441",1.0,5.0,
一般建築,,MMA0711,書院里,嘉義市西區書院里民族路666號,"23.4756,120.4442",1.0,6.0,
一般建築,,MMA0712,新富里,嘉義市西區新富里西門街66號,"23.47381,120.44362",1.0,5.0,
一般建築,,MMA0713,書院里,嘉義市西區書院里西門街73號,"23.47581,120.44331",1.0,5.0,
一般建築,,MMA0714,書院里,嘉義市西區書院里民族路730號,"23.47547,120.44267",1.0,4.0,
一般建築,,MMA0715,書院里,嘉義市西區書院里民族路736號,"23.47545,120.44249",1.0,5.0,
一般建築,,MMA0716,書院里,嘉義市西區書院里仁愛路462號,"23.47572,120.44226",1.0,5.0,
一般建築,,MMA0717,書院里,嘉義市西區書院里仁愛路466號,"23.47579,120.44225",1.0,5.0,
一般建築,,MMA0718,新富里,嘉義市西區新富里仁愛路410號,"23.47441,120.44245",1.0,4.0,
台電嘉管處,,MMA0719,新富里,嘉義市西區新富里仁愛路412號,"23.47441,120.44245",1.0,4.0,
一般建築,,MMA0721,書院里,嘉義市西區書院里民族路668號,"23.4756,120.44414",1.0,5.0,
一般建築,,MMA0722,書院里,嘉義市西區書院里新榮路197號,"23.47585,120.44443",1.0,5.0,
一般建築,,MMA0723,書院里,嘉義市西區書院里新榮路197號之1,"23.47588,120.44441",1.0,5.0,
一般建築,,MMA0725,新富里,嘉義市西區新富里仁愛路436號,"23.47495,120.44234",1.0,5.0,
一般建築,,MMA0726,新富里,嘉義市西區新富里仁愛路430號,"23.47484,120.44236",1.0,5.0,
一般建築,,MMA0727,書院里,嘉義市西區書院里民族路786號,"23.47535,120.4409",1.0,4.0,
一般建築,,MMA0728,書院里,嘉義市西區書院里民族路788號,"23.47535,120.44086",1.0,4.0,
一般建築,,MMA0729,書院里,嘉義市西區書院里民族路790號,"23.47534,120.44082",1.0,4.0,
一般建築,,MMA0730,書院里,嘉義市西區書院里仁愛路405巷6號,"23.47718,120.44146",1.0,1.0,
