電腦編號,建築物名稱,地址,緯度,經度,避難樓層,可容納人數,轄管分局,備註一,備註二
EPA01774,羅宅,桃園市中壢區中榮里5鄰博愛二路16號,24.953972,121.21921,B01B02,101,中壢分局,,
EPA01775,日本伊藤萬游泳學校(,桃園市中壢區東興里2鄰中北路二段203號,24.953256,121.228243,B01,841,中壢分局,,
EPA01776,峰瑞科技有限公司,桃園市中壢區忠義里2鄰東園路2號,24.967209,121.239961,B01,883,中壢分局,,
EPA01777,莊宅,桃園市中壢區青埔里003鄰青昇一街3號,25.016165,121.220492,B01,137,中壢分局,,
EPA01778,_全昇新天地,桃園市中壢區青埔里6鄰青埔四街36號14樓,25.004832,121.219873,B01B02,929,中壢分局,A18-主燈區,600.0
EPA01779,采豐所在,桃園市大園區青山里46鄰高鐵南路一段98號三樓,25.009804,121.210841,B01B02B03,1153,中壢分局,A19-洽溪路廊,190.0
EPA01780,新潤明日朗朗,桃園市中壢區洽溪里12鄰永泰路93號十六樓,25.009885,121.203232,B01B02B03B04,1570,中壢分局,A19-青塘園,380.0
EPA01781,_英倫花園,桃園市中壢區青埔里3鄰領航南路四段101號十樓,25.017136,121.222601,B01B02B03,872,中壢分局,,
EPA01782,天郡,桃園市中壢區華勛里4鄰華美三路329號九樓,24.946413,121.258873,B01B02B03,1907,中壢分局,,
EPA01783,朝陽君悅,桃園市中壢區自治里29鄰強國路29號十一樓,24.967822,121.259287,B01B02,2584,中壢分局,,
EPA01784,深耕A21,桃園市中壢區興平里12鄰中豐北路45號二樓,24.965598,121.220572,B01B02,847,中壢分局,,
EPA01785,佳泰超級郡,桃園市中壢區過嶺里19鄰松勤路19號十四樓之2,24.960356,121.163723,B01B02B03B04,2540,中壢分局,,
EPA01786,62非營利幼兒園,桃園市中壢區自立里1鄰永福路1166號,24.967559,121.252103,B01,202,中壢分局,,
EPA01787,青埔國中,桃園市中壢區青溪里7鄰領航北路二段281號,25.011575,121.206223,B01,978,中壢分局,A19-洽溪路廊,280.0
EPA01788,_青埔商旅,桃園市大園區青山里35鄰公園路一段82號,25.004984,121.210378,B01,338,中壢分局,A19-青塘園,330.0
EPA01789,民宅,桃園市中壢區新街里5鄰延平路267號,24.961314,121.226487,B01B02B03B04,815,中壢分局,,
EPA01790,_農田水利署桃園管理處,桃園市中壢區青埔里5鄰青埔路二段139號,25.008101,121.215743,B01B02B03,1984,中壢分局,A18-主燈區,230.0
EPA01791,亞城建設有限公司,桃園市中壢區忠義里5鄰中華路二段201號,24.965157,121.239293,B01B02,536,中壢分局,,
EPA01792,第一住屋延平路華廈,桃園市中壢區幸福里6鄰延平路90巷59號,24.964543,121.231848,B01,383,中壢分局,,
EPA01793,台灣積層工業股份有限公司,桃園市中壢區內定里新北園路11號,24.990157,121.241342,B01,1212,中壢分局,,
EPA01794,合展享青松,桃園市中壢區青埔里6鄰青松街331號五樓,25.004322,121.222696,B01B02B03,1093,中壢分局,,
EPA01795,中央大學,桃園市中壢區五權里2鄰中大路300號,24.965852,121.194513,B01B02,8511,中壢分局,,
EPA01796,幸福公園6社區,桃園市中壢區過嶺里21鄰松義路179號,24.961504,121.167644,B01B02B03,1429,中壢分局,,
EPA01797,台達電子中壢五廠,桃園市中壢區永福里7鄰東園路16號二樓,24.972173,121.23978,B01B02B03,10044,中壢分局,,
EPA01798,樺龍上府,桃園市中壢區芝芭里14鄰永園路358號8樓,25.0056373,121.2000989,B01B02,856,中壢分局,A19-轉運站,60.0
EPA01799,張宅,桃園市中壢區青埔里4鄰青埔一街56號3樓,25.006097,121.218181,B01,460,中壢分局,,
EPA01800,鎮源御品,桃園市中壢區龍昌里28鄰龍川三街63號,24.936101,121.247738,B01,323,中壢分局,,
EPA01801,鉅陞日和花園,桃園市中壢區青埔里15鄰高鐵站前東路二段38號,25.0094694,121.22061,B01B02B03B04B05,895,中壢分局,A18-主燈區,260.0
EPA01802,鼎藏文星,桃園市中壢區洽溪里5鄰永順一街156號,25.012279,121.205982,B01B02,1144,中壢分局,A19-洽溪路廊,350.0
EPA01803,行健大樓,桃園市中壢區永福里7鄰中園路168-1號,24.982331,121.237083,B01B02,1873,中壢分局,,
EPA01804,忻津知,桃園市中壢區五權里17鄰五族二街68號,24.958986,121.204363,B01B02B03,1351,中壢分局,,
EPA01805,青年事務局,桃園市中壢區金華里環北路390號,24.965837,121.225459,B01,1216,中壢分局,,
EPA01806,興富發新森活,桃園市中壢區洽溪里5鄰永昌路173號11樓,25.015501,121.207781,B01B02B03B04,1371,中壢分局,A19-洽溪路廊,450.0
EPA01807,知名藥妝物流中心,桃園市中壢區永福里7鄰西園路105號,24.98298,121.235333,B01,38,中壢分局,,
EPA01808,民宅,桃園市中壢區普忠里20鄰普忠路163號,24.961249,121.245742,B01,63,中壢分局,,
EPA01809,宏星馥苑,桃園市中壢區興平里12鄰中豐北路21號6樓,24.964291,121.220379,B01B02,395,中壢分局,,
EPA01810,玖都森學園,桃園市中壢區青溪里7鄰領航北路二段260號,25.009605,121.205261,B01B02B03,1689,中壢分局,A19-洽溪路廊,410.0
EPA01811,群邑皇冠,桃園市中壢區五權里14鄰正光街180號,24.960494,121.2043,B01B02,686,中壢分局,,
EPA01812,賓利旅店,桃園市中壢區東興里2鄰新興路260號,24.953739,121.228284,B01B02B03,405,中壢分局,,
EPA01813, 合悅璇,桃園市中壢區復興里24鄰復華十一街67號,24.975839,121.246849,B01B02,453,中壢分局,,
EPA01814,悠活居,桃園市中壢區仁德里16鄰晉元路337巷66號7樓之3,24.953345,121.265371,B01,429,中壢分局,,
EPA01815,_艾爾福公園行旅,桃園市大園區青峰里大仁路109號,25.021317,121.219399,B01,239,中壢分局,,
EPA01816,之春社區,桃園市中壢區內厝里19鄰內厝五路66號,24.976565,121.18716,B01B02,1060,中壢分局,,
EPA01817,_良茂詠恆恆美館,桃園市中壢區青埔里4鄰青商路56號,25.005265,121.21685,B01B02B03,800,中壢分局,A18-主燈區,480.0
EPA01818,_國泰青埔資訊大樓,桃園市中壢區青埔里5鄰青埔路二段111號,25.008815,121.216057,B01B02,3572,中壢分局,A18-主燈區,150.0
EPA01819,日勝新京站,桃園市中壢區青埔里2鄰高鐵站前東路一段91號6樓之3,25.012491,121.217861,B01B02B03B04B05,1887,中壢分局,A18-主燈區,20.0
EPA01820,樺龍笙合,桃園市中壢區芝芭里8鄰圓光路142號,25.000873,121.191397,B01B02,665,中壢分局,,
EPA01821,鼎藏麗星,桃園市中壢區洽溪里5鄰永順一街206號,25.013008,121.205177,B01B02B03,1014,中壢分局,A19-洽溪路廊,460.0
EPA01822,聯上3Q,桃園市中壢區洽溪里7鄰領航北路二段230號十四樓,25.0090904,121.204922,B01B02B03,2349,中壢分局,A19-青塘園,210.0
EPA01823,布拉格文學苑,桃園市中壢區青山里新生路四段265號,25.0086559,121.2128082,B01B02,1372,中壢分局,,
EPA01824,兆山辰精密科技股份有限公司,桃園市中壢區永福里7鄰東園二路6號,24.974438,121.238406,B01B02,1131,中壢分局,,
EPA01825,鼎富發鼎富香榭社區,桃園市中壢區月眉里6鄰圓光路一段86號,25.000884,121.192119,B01,103,中壢分局,,
EPA01826,_大睦站前首席,桃園市中壢區青埔里3鄰青峰路二段69號9樓,25.017357,121.221034,B01B02B03,1392,中壢分局,,
EPA01827,合康心上城,桃園市中壢區青峰里領航北路四段122號,25.02267,121.216077,B01B02,1956,中壢分局,,
EPA01828,光明無限,桃園市中壢區光明里光輝街26號,24.96541,121.217684,B01B02B03,1172,中壢分局,,
EPA01829,鼎藏青境,桃園市中壢區後寮里龍慈路85號,24.943151,121.247317,B01B02,3927,中壢分局,,
EPA01830,崐源富比仕8,桃園市中壢區洽溪里民權路五段76巷21號,25.014046,121.20358,B01B02,698,中壢分局,,
EPA01831,_尊騰音悅廳,桃園市大園區青峰里大豐二街106號,25.022943,121.220347,B01B02,768,中壢分局,,
EPA01832,青之上河,桃園市中壢區芝芭里文發路15號,25.000629,121.210628,B01B02B03,2385,中壢分局,,
EPA01833,_昆旺品藏,桃園市大園區青山里致祥一街111號,25.0089029,121.2124276,B01B02,1149,中壢分局,A19-洽溪路廊_,380.0
EPA01834,聯上青塘吾疆,桃園市中壢區洽溪里洽溪路117號,25.006804,121.204802,B01B02,390,中壢分局,A19-青塘園,30.0
EPA01835,_麗揚商場,桃園市中壢區中建里中正路170號,24.955687,121.221391,B01B02B03B04,1013,中壢分局,老街溪站及燈廊,60.0
EPA01836,宜雄大名鑄,桃園市中壢區芝芭里領航南路一段127號,25.001762,121.206228,B01B02B03,2847,中壢分局,A19-青塘園,290.0
EPA01837,威均晶鑽,桃園市中壢區芝芭里高鐵南路二段335號,25.0016463,121.2039109,B01B02B03B04,1378,中壢分局,A19-IOT,120.0
EPA01838,松桐匯社區,桃園市中壢區過嶺里高鐵南路五段888號,24.963082,121.163515,B01B02B03,829,中壢分局,,
EPA01839,_大睦仁愛匯,桃園市中壢區青埔里青昇二街5號,25.016738,121.221921,B01B02B03,1302,中壢分局,,
EPA01841,豐盈畔,桃園市中壢區龍慈里龍和二街376號2樓,24.94015,121.244931,B01B02B03,1216,中壢分局,,
EPA01842,"禾林RICH ONE NO2",桃園市中壢區青埔里青埔二街127號2樓,25.007683,121.220495,B01B02,1570,中壢分局,A18-主燈區,340.0
EPA01843,百川豐硯,桃園市中壢區中興里榮安八街76號十三樓之5,24.962493,121.25874,B01B02,1554,中壢分局,,
EPA01844,_領航之星,桃園市中壢區青埔里領航南路二段237號八樓,25.005937,121.214722,B01B02B03,927,中壢分局,A18-主燈區,490.0
EPA01845,玖都美術國際,桃園市中壢區青溪里文發路331號,25.0060747,121.2089826,B01B02B03,772,中壢分局,A19-青塘園,160.0
EPA01846,柏宣建設股份有限公司,桃園市中壢區文化里吉利七街56號,24.982619,121.252387,B01B02,832,中壢分局,,
EPA01847,民宅,桃園市中壢區後寮里龍慈路5號,24.944083,121.248262,B01B02,2972,中壢分局,,
EPA01848,臺億建築,桃園市中壢區中央里長江一街7號,24.955329,121.228089,B01B02,356,中壢分局,,
EPA01849,_宜誠有境,桃園市中壢區青埔里領航南路四段166號,25.017139,121.223601,B01B02,1712,中壢分局,,
EPA01850,_良茂詠恆詠美館,桃園市中壢區青埔里領航南路二段368號18樓,25.006002,121.215997,B01B02B03,1461,中壢分局,A18-主燈區,440.0
EPA01851,中壢一號國宅,桃園市中壢區龍昌里15鄰中山東路四段18號9樓,24.935666,121.255018,B01B02,9701,中壢分局,,
EPA01852,璞園那山階,桃園市中壢區芝芭里12鄰領航南路一段175號二樓,25.001163,121.206808,B01B02B03,684,中壢分局,A19-青塘園,380.0
EPA01853,群浩天晴,桃園市中壢區三民里17鄰環西路二段25巷21號2樓,24.963199,121.207955,B01,166,中壢分局,,
EPA01854,立霸工業股份有限公司,桃園市中壢區內定里1鄰合定路20號,24.988246,121.243262,B01,315,中壢分局,,
EPA01855,和洲紅不讓,桃園市中壢區洽溪里6鄰永明街25號五樓,25.010559,121.201532,B01B02,1084,中壢分局,A19-IOT,590.0
EPA01856,富強醫材股份有限公司,桃園市中壢區文化里21鄰長春二路256號,24.977529,121.244872,B01B02,682,中壢分局,,
EPA01857,龍築靜秧,桃園市中壢區過嶺里14鄰松義三街33號,24.959112,121.168997,B01B02,976,中壢分局,,
EPA01858,中原師鄉,桃園市中壢區德義里5鄰中山東路一段17號,24.956244,121.229401,B01B02,310,中壢分局,,
EPA01859,誠佳品學,桃園市中壢區洽溪里10鄰民權路四段545號,25.011311,121.202805,B01B02B03,1227,中壢分局,A19-青塘園,540.0
EPA01860,詠陽河畔,桃園市中壢區新興里15鄰金陵路259巷9號2樓,24.94419,121.222683,B01,138,中壢分局,,
EPA01861,櫻花緻,桃園市中壢區青埔里6鄰青溪路一段1號十樓,25.004306,121.223405,B01B02,3243,中壢分局,,
EPA01862,民宅,桃園市中壢區月眉里10鄰青山一路461巷28號,25.007372,121.179555,B01,264,中壢分局,,
EPA01863,坤旺營造,桃園市中壢區永福里5鄰中福路二段27號,24.980325,121.233964,B01,790,中壢分局,,
EPA01864,君悅晶品,桃園市中壢區和平里15鄰文成南街13巷15號,24.97893,121.253039,B01,459,中壢分局,,
EPA01865,民宅,桃園市中壢區信義里10鄰甘肅一街43號,24.952768,121.233978,B01,349,中壢分局,,
EPA01866,永麗花園,桃園市中壢區青埔里5鄰青境路26號4樓,25.008278,121.217129,B01B02B03B04B05,975,中壢分局,A18-主燈區,120.0
EPA01867,桃園會展中心,桃園市中壢區芝芭里14鄰領航北路一段99號,25.0027121,121.2011952,B01,12139,中壢分局,A19-棒球場,20.0
EPA01868,偉築新豐洲,桃園市大園區青峰里13鄰青峰路二段117號,25.018472,121.222261,B01B02,2141,中壢分局,,
EPA01869,柏宣VIVA-NO2,桃園市中壢區文化里25鄰吉利一街31號2樓,24.983885,121.250948,B01,513,中壢分局,,
EPA01870,豐湛5,桃園市中壢區過嶺里21鄰松義路126號,24.960486,121.166803,B01B02B03,990,中壢分局,,
EPA01871,好漾,桃園市中壢區過嶺里21鄰松義二街56號,24.960192,121.16759,B01B02B03,1580,中壢分局,,
EPA01872,_世界極,桃園市中壢區青埔里3鄰高鐵北路二段40號7樓,25.016727,121.220378,B01B02B03,5525,中壢分局,A18-主燈區,550.0
EPA01873,樺龍潮+,桃園市中壢區月眉里3鄰高鐵南路三段722號,24.992687,121.193901,B01B02,1430,中壢分局,,
EPA01874,_林立寬和(青埔香榭大道),桃園市中壢區青埔里3鄰領航南路四段119號,25.017537,121.222954,B01B02,1569,中壢分局,,
EPA01875,三秀玥景,桃園市中壢區內定里22鄰文中路二段35巷26號,24.988777,121.256806,B01B02,694,中壢分局,,
EPA01876,_潤隆國家大院,桃園市中壢區青埔里20鄰青峰路一段163號12樓,25.015588,121.219308,B01B02B03B04B05,4870,中壢分局,A18-主燈區,390.0
EPA01877,_中壢國小,桃園市中壢區中榮里19鄰康樂路50號,24.953967,121.221906,B01,4309,中壢分局,,
EPA01878,合悅齊,桃園市中壢區復興里15鄰復華十一街88號,24.975856,121.246639,B01B02,589,中壢分局,,
EPA01879,凱田樂慕,桃園市中壢區月眉里10鄰月山路286號10樓,25.007083,121.178438,B01B02,903,中壢分局,,
EPA01880,威旺建設,桃園市中壢區青埔里18鄰高鐵站前西路二段81號,25.007214,121.220298,B01B02B03B04,1524,中壢分局,A18-主燈區,370.0
EPA01881,"合遠方好 FUN HOUSE",桃園市大園區青溪里7鄰永順一街31號十三樓,25.0104689,121.207601,B01B02B03,1174,中壢分局,A19-洽溪路廊,100.0
EPA01882,振芳股份,桃園市中壢區文化里6鄰吉林路19號,24.979566,121.24306,B01B02B03,2272,中壢分局,,
EPA01883,_大睦A19,桃園市中壢區芝芭里1鄰領航南路一段2號,25.000517,121.203279,B01B02B03,972,中壢分局,A19-棒球場,150.0
EPA01884,呈定企業,桃園市中壢區文化里6鄰松柏路3號,24.984887,121.247863,B01,1325,中壢分局,,
EPA01885,仲和建築,桃園市中壢區文化里25鄰吉利一街7號,24.983402,121.250669,B01,74,中壢分局,,
EPA01886,寶國建築,桃園市中壢區龍昌里6鄰龍川三街8巷6號,24.935162,121.247787,B01,146,中壢分局,,
EPA01887,_丰城秀景,桃園市中壢區青埔里6鄰青松街199號5樓,25.004035,121.218572,B01B02,1594,中壢分局,,
EPA01888,_龍騰MRT,桃園市中壢區興國里1鄰中美路二段103號八樓之1,24.95984,121.221357,B01B02B03B04,755,中壢分局,老街溪站及燈廊,220.0
EPA01889,青園國民小學,桃園市中壢區青埔里1鄰青昇路123號,25.018057,121.218009,B01,1647,中壢分局,A18-主燈區,560.0
EPA01890,寶國建築,桃園市中壢區青埔里16鄰青商路75號十六樓,25.00574,121.21695,B01B02B03B04,1258,中壢分局,,
EPA01891,僑馥建築,桃園市中壢區永福里7鄰東園路85號,24.98391,121.23936,B01,1775,中壢分局,,
EPA01892,京美建設,桃園市中壢區成功里6鄰成章三街108號,24.98117,121.25665,B01B02B03,1582,中壢分局,,
EPA01893,創景建設,桃園市中壢區後寮里16鄰龍慈路26號,24.94358,121.24745,B01B02,1214,中壢分局,,
EPA01894,_南青山(新大建設),桃園市中壢區青山里10鄰致遠街51號11樓之1,25.005649,121.212631,B01B02B03,2307,中壢分局,A19-青塘園,530.0
EPA01895,天好韻(合雄建設),桃園市中壢區洽溪里10鄰民權路四段680號,25.011285,121.203042,B01B02B03,1065,中壢分局,A19-青塘園,520.0
EPA01896,鼎巨建設,桃園市中壢區芝芭里6鄰啟文路二段350巷16號二樓,24.98267,121.20037,B01B02,1524,中壢分局,,
EPA01897,冠竑建設,桃園市中壢區中山里22鄰榮民路412號,24.96109,121.26147,B01B02,569,中壢分局,,
EPA01898,施正聖,桃園市中壢區成功里7鄰成章三街148號四樓,24.98181,121.25689,B01,133,中壢分局,,
EPA01899,_桃大允,桃園市中壢區青埔里15鄰領航南路三段266號,25.010304,121.220553,B01B02B03B04,1035,中壢分局,A18-主燈區,190.0
EPA01900,_私人住宅(華廈),桃園市中壢區青山里10鄰新生路四段77號,25.005409,121.213395,B01,169,中壢分局,A18-主燈區,620.0
EPA01901,御堡開發,桃園市中壢區林森里3鄰執信一街56號,24.94682,121.22702,B01,210,中壢分局,,
EPA01902,均威青塘園,桃園市中壢區青溪里5鄰洽溪路59號,25.005606,121.203386,B01B02B03B04,1246,中壢分局,A19-IOT,110.0
EPA01903,聯上世界,桃園市中壢區青溪里7鄰永春路39號,25.0112516,121.2080568,B01B02B03,791,中壢分局,A19-洽溪路廊,120.0
EPA01904,華曜日日和,桃園市中壢區青峰里14鄰青峰路二段220-1號,25.019725,121.223858,B01B02B03,2395,中壢分局,,
EPA01905,桃園會展中心,桃園市中壢區芝芭里14鄰領航北路一段99號,25.002713,121.201026,B01,98,中壢分局,A19-棒球場,20.0
EPA01906,菁美學,桃園市中壢區青埔里6鄰青埔八街35號,25.004931,121.220594,B01B02B03,1011,中壢分局,,
EPA01907,合雄璞御,桃園市中壢區自信里13鄰莊敬路890號,24.964108,121.253316,B01B02B03,1380,中壢分局,,
EPA01908,_麗昇陽,桃園市中壢區中榮里19鄰中榮路62號,24.955069,121.220959,B01B02B03,1031,中壢分局,老街溪站及燈廊,140.0
EPA01909,醴寓,桃園市中壢區幸福里16鄰福州二街372號,24.967176,121.230697,B01B02,761,中壢分局,,
EPA01910,樸翔初耘,桃園市中壢區忠福里13鄰南園二路381巷12號,24.97096,121.225856,B01B02B03,1457,中壢分局,,
EPA01911,藍海帝國綠景苑,桃園市中壢區山東里11鄰山大二路38巷70號,25.027384,121.167495,B01B02,1565,中壢分局,,
EPA01912,惟善,桃園市中壢區過嶺里10鄰民族路六段576巷88-1號,24.965239,121.156841,B01,1570,中壢分局,,
EPA01913,龍騰M世代,桃園市中壢區新明里4鄰民權路122號,24.957802,121.217484,B01B02B03,614,中壢分局,,
EPA01914,策略,桃園市中壢區永福里7鄰東園路21號,24.971008,121.239616,B01B02,1623,中壢分局,,
EPA01915,新豐洲,桃園市中壢區芝芭里8鄰圓光路156號,24.995385,121.198672,B01B02,1052,中壢分局,A19-棒球場,540.0
EPA01916,潮+2,桃園市中壢區過嶺里20鄰高鐵南路五段651號,24.963502,121.16512,B01B02,1138,中壢分局,,
EPA01917,慶賀建築,桃園市中壢區過嶺里20鄰松平路166號三樓,24.964203,121.164463,B01B02,2315,中壢分局,,
EPA01918,丞石建築,桃園市中壢區正義里17鄰廣州路217號,24.953403,121.233168,B01B02B03B04,1632,中壢分局,,
EPA01919,鼎晟建設,桃園市中壢區後寮里16鄰龍慈路52號,24.942994,121.246769,B01B02B03,1417,中壢分局,,
EPA01920,京懋睿和,桃園市中壢區青埔里15鄰領航南路三段292號,25.010949,121.220981,B01B02B03,2230,中壢分局,A18-主燈區,200.0
EPA01921,大華靚,桃園市中壢區洽溪里10鄰永泰路116號九樓,25.009465,121.203105,B01B02B03,830,中壢分局,A19-青塘園,360.0
EPA01922,站前新銳,桃園市中壢區青埔里19鄰青心路110號8樓,25.012248,121.220024,B01B02B03B04,5725,中壢分局,A18-主燈區,160.0
EPA01923,天麒宏竹,桃園市中壢區洽溪里7鄰永順街37號,25.011411,121.203583,B01B02,820,中壢分局,A19-洽溪路廊,450.0
EPA01924,仁愛派出所,桃園市中壢區仁和里6鄰華美一路101號,24.953784,121.261273,B01,352,中壢分局,,
EPA01925,宏星,桃園市中壢區永福里7鄰南園路3號,24.969315,121.238075,B01,406,中壢分局,,
EPA01926,東亞建築,桃園市中壢區內定里1鄰中園路200-1號,24.986794,121.24022,B01B02B03,3895,中壢分局,,
EPA01927,_寶台A17,桃園市大園區青峰里14鄰領航南路四段203號六樓,25.018615,121.224013,B01B02B03,1380,中壢分局,,
EPA01928,日光19棧,桃園市中壢區7鄰聖德路二段395號,25.015668,121.194538,B01B02,764,中壢分局,,
EPA01929,菁品之王,桃園市中壢區15鄰民族路五段222號3樓之7,24.959135,121.172828,B01B02B03,869,中壢分局,,
EPA01930,元臺主目,桃園市中壢區9鄰月桃路一段465號,25.015625,121.174307,B01B02,994,中壢分局,,
EPA01931,宏致電子,桃園市中壢區7鄰過嶺路二段530-6號,24.971445,121.160301,B01,2459,中壢分局,,
EPA01932,宜雄絢耀,桃園市中壢區12鄰松義路11號21樓,24.959272,121.165354,B01B02B03B04,3819,中壢分局,,
EPA01933,民宅,桃園市中壢區25鄰松勇一街51號,24.961256,121.163076,B01B02,116,中壢分局,,
EPA01934,民宅,桃園市中壢區6鄰延平路382巷5號,24.959992,121.224489,B01,38,中壢分局,,
EPA01935,台達電子,桃園市中壢區11鄰自強一路5-1號,24.969636,121.244265,B01B02B03,14475,中壢分局,,
EPA01936,民宅,桃園市中壢區5鄰永順三街16號,25.012258,121.203996,B01,137,中壢分局,,
EPA01937,民宅,桃園市中壢區6鄰青埔十一街36號,25.004292,121.217102,B01B02,421,中壢分局,,
EPA01938,桃大玥,桃園市大園區6鄰大安街16號,25.022086,121.215814,B01B02B03,1120,中壢分局,,
EPA01939,青茵悅,桃園市中壢區7鄰聖德路一段432號,24.991511,121.194162,B01B02,2069,中壢分局,,
EPA01940,博美鹿柴,桃園市中壢區2鄰東芝路68號,24.996139,121.209737,B01B02B03,683,中壢分局,,
EPA01941,民宅,桃園市中壢區2鄰林森路43號,24.946519,121.225734,B01,169,中壢分局,,
EPA01942,傳佳建設,桃園市中壢區過嶺里21鄰松義路192號八樓,24.9612117,121.1677744,B01B02B03,2771,中壢分局,,
EPA01943,國灝建設,桃園市中壢區月眉里7鄰月眉二路111巷7弄50號,25.01545271,2121.192218,B01B02,247,中壢分局,,
EPA01944,瑞騰建設,桃園市中壢區月眉里3鄰崇德二路170巷33號四樓,24.99741189,121.1904303,B01B02,2098,中壢分局,,
EPA01945,吳思翰,桃園市中壢區文化里6鄰北園路36號,24.98612576,121.2426137,B01,674,中壢分局,,
EPA01946,瓦城泰統,桃園市中壢區內定里1鄰新北園路5號,24.9884567,121.2416969,B01,2067,中壢分局,,
EPA01947,仲和建築,桃園市中壢區內定里21鄰內定六街410號5樓,24.99915838,121.2523436,B01,294,中壢分局,,
EPA01948,宏普建設,桃園市中壢區青埔里3鄰青峰路二段27號十樓之10,25.01646149,121.2202661,B01B02B03,1305,中壢分局,,
EPA01949,鴻築馥麗,桃園市大園區青山里10鄰致遠一路20號,25.00495219,121.2115474,B01B02B03,1270,中壢分局,,
EPA01950,禾叡建設,桃園市中壢區芝芭里4鄰民權路三段1066號2樓,24.98915073,121.209647,B01,240,中壢分局,,
EPA01951,中悅ITC國際商貿中心,桃園市中壢區青埔里24鄰領航南路三段186號,25.00975323,121.2198267,B01B02B03B04,2288,中壢分局,,
EPA01952,皇普園首之道,桃園市中壢區青埔里15鄰青商路371號六樓,25.01161144,121.2220731,B01B02B03B04,3153,中壢分局,,
EPA01953,悅萊建設,桃園市中壢區洽溪里8鄰永裕路135號5樓,25.00958993,121.2004972,B01B02B03,4776,中壢分局,,
EPA01954,臺億建築,桃園市中壢區芝芭里12鄰民權路四段6號四樓,25.00133716,121.2052777,B01B02B03,700,中壢分局,,
EPA01955,宏普建設,桃園市中壢區青埔里20鄰青雲路116號七樓之3,25.01458154,121.2196689,B01B02B03B04,1505,中壢分局,,
EPA01956,和發建設,桃園市中壢區青埔里17鄰高鐵站前西路二段208號十樓,25.00608974,121.2216115,B01B02B03,1335,中壢分局,,
EPA01957,妡鈺生物科技,桃園市中壢區青埔里3鄰青昇路231號,25.0154382,121.2205544,B01B02,563,中壢分局,,
EPA01958,金鉐建設股份,桃園市中壢區青埔里6鄰青埔六街126號,25.00477943,121.2185978,B01B02B03,427,中壢分局,,
EPA01959,嘉鼎興建設,桃園市大園區青山里8鄰高鐵南路一段137號四樓之7,25.008581,121.210708,B01B02B03,1051,中壢分局,,
EPA01960,誠佳建設,桃園市中壢區洽溪里6鄰民權路四段601號二樓,25.012337,121.203006,B01B02B03,1463,中壢分局,,
EPA01961,煌都建設,桃園市中壢區月眉里8鄰月德路242號二樓,25.0206836,121.1802226,B01,287,中壢分局,,
EPA01962,格百鑫股份有限公司,桃園市中壢區過嶺里13鄰松仁路289號,24.962678,121.166593,B01B02B03,555,中壢分局,,
EPA01963,樺龍建設,桃園市中壢區洽溪里10鄰民權路四段583號,25.01215879,121.2029303,B01B02,288,中壢分局,,
EPA01964,寶國建築,桃園市中壢區洽溪里15鄰永昌一路18號七樓,25.01501122,121.2075607,B01B02B03,2656,中壢分局,,
EPA01965,豐郡建設,桃園市中壢區洽溪里10鄰永泰路92號十二樓,25.01004868,121.2033368,B01B02B03,1086,中壢分局,,
EPA01966,創景建設,桃園市中壢區仁福里12鄰仁德街96號10樓之2,24.94303837,121.2534781,B01B02B03,1262,中壢分局,,
EPA01967,加鉅建材,桃園市中壢區永光里18鄰環北路55號,24.966149,121.218019,B01B02,337,中壢分局,,
EPA01968,僑馥建築,桃園市大園區青山里9鄰致成路58號,25.00669927,121.2117189,B01B02B03,810,中壢分局,,
