轄管區,電腦編號,村里別,地址,緯經度,地下樓層數,可容納人數,轄管分局,備註
中山區,WMA00615,大直里,臺北市中山區北安路621巷46、48號,"25.08302,121.546639",1,"581 ",中山分局,
中山區,WMA00616,大直里,臺北市中山區北安路621巷51-55號,"25.08302,121.546639",1,"250 ",中山分局,
中山區,WMA00069,大直里,臺北市中山區大直街2巷1-5號,"25.080994,121.546128",1,"473 ",中山分局,
中山區,WMA00071,大直里,臺北市中山區大直街2巷7號,"25.080938,121.545823",1,"394 ",中山分局,
中山區,WMA00505,大直里,臺北市中山區大直街2號,"25.080494,121.546432",1,"518 ",中山分局,
中山區,WMA00548,大直里,臺北市中山區大直街0巷30號,"25.0816,121.546319",1,"20 ",中山分局,
中山區,WMA00550,大直里,臺北市中山區大直街20巷28號之,"25.081184,121.544996",1,"16 ",中山分局,
中山區,WMA00551,大直里,臺北市中山區大直街20巷24、26號,"25.08118,121.545178",1,"108 ",中山分局,
中山區,WMA00554,大直里,臺北市中山區大直街20巷7、9號,"25.08118,121.545178",1,"72 ",中山分局,
中山區,WMA00564,大直里,臺北市中山區大直街2巷17-21號,"25.080933,121.545499",1,"54 ",中山分局,
中山區,WMA00565,大直里,臺北市中山區大直街2巷9-15號,"25.080963,121.545728",1,"294 ",中山分局,
中山區,WMA03832,大直里,臺北市中山區北安路501巷15弄2號,"25.081392,121.54761",1,"110 ",中山分局,
中山區,WMA00505,大直里,臺北市中山區大直街2號,"25.080494,121.546432",1,"1150 ",中山分局,
中山區,WMA00067,大直里,臺北市中山區大直街127巷15弄2號,"25.083583,121.548547",1,"1025 ",中山分局,
中山區,WMA00068,大直里,臺北市中山區大直街127巷9之3號,"25.083691,121.548817",1,"1110 ",中山分局,
中山區,WMA00513,大直里,臺北市中山區北安路591、593號,"25.084737,121.557638",1,"269 ",中山分局,
中山區,WMA00514,大直里,臺北市中山區北安路597-607號,"25.082163,121.5487",1,"1014 ",中山分局,
中山區,WMA00515,大直里,臺北市中山區北安路609-619號,"25.082477,121.548781",1,"1809 ",中山分局,
中山區,WMA00517,大直里,臺北市中山區北安路625號,"25.083207,121.548894",1,"144 ",中山分局,
中山區,WMA00606,大直里,臺北市中山區北安路621巷1、3號,"25.083055,121.548173",1,"234 ",中山分局,
中山區,WMA00642,大直里,臺北市中山區大直街127巷15-21號,"25.083338,121.54864",1,"320 ",中山分局,
中山區,WMA00643,大直里,臺北市中山區北安路621巷6弄18-24號,"25.082497,121.548038",1,"102 ",中山分局,
中山區,WMA00095,大直里,臺北市中山區大直街9巷2、4號,"25.080807,121.546989",1,"376 ",中山分局,
中山區,WMA00096,大直里,臺北市中山區大直街9巷11、13號,"25.080807,121.546989",1,"574 ",中山分局,
中山區,WMA00097,大直里,臺北市中山區大直街9巷7弄1-4號,"25.080884,121.547259",1,"637 ",中山分局,
中山區,WMA00506,大直里,臺北市中山區北安路535號,"25.080196,121.547196",1,"417 ",中山分局,
中山區,WMA00507,大直里,臺北市中山區北安路537號,"25.080109,121.547489",1,"93 ",中山分局,
中山區,WMA00510,大直里,臺北市中山區北安路567號,"25.080673,121.548132",1,"378 ",中山分局,
中山區,WMA00511,大直里,臺北市中山區北安路571號,"25.081061,121.548379",1,"69 ",中山分局,
中山區,WMA00512,大直里,"臺北市中山區北安路 569號","25.080808,121.548232",1,"78 ",中山分局,
中山區,WMA00571,大直里,臺北市中山區大直街3號,"25.080442,121.546819",1,"61 ",中山分局,
中山區,WMA00574,大直里,臺北市中山區大直街9巷1號,"25.080791,121.546637",1,"49 ",中山分局,
中山區,WMA03135,大直里,臺北市中山區大直街15號,"25.081091,121.546563",1,"3254 ",中山分局,
中山區,WMA03464,大直里,臺北市中山區大直街1號,"25.080299,121.546978",1,"238 ",中山分局,
中山區,WMA00073,大直里,臺北市中山區大直街33巷1號,"25.082201,121.546526",1,"434 ",中山分局,
中山區,WMA00074,大直里,臺北市中山區大直街33巷3、5號,"25.082212,121.546952",1,"306 ",中山分局,
中山區,WMA00075,大直里,臺北市中山區大直街33巷7-11號,"25.082211,121.546788",1,"489 ",中山分局,
中山區,WMA00076,大直里,臺北市中山區大直街39巷1-7號,"25.082578,121.546646",1,"289 ",中山分局,
中山區,WMA00077,大直里,臺北市中山區大直街39巷16號,"25.082457,121.547168",1,"260 ",中山分局,
中山區,WMA00078,大直里,臺北市中山區大直街39巷16號,"25.082457,121.547168",1,"550 ",中山分局,
中山區,WMA00079,大直里,臺北市中山區大直街39巷9、11號,"25.082436,121.547357",1,"114 ",中山分局,
中山區,WMA00572,大直里,臺北市中山區大直街21巷2號,"25.081631,121.546773",1,"214 ",中山分局,
中山區,WMA00573,大直里,"臺北市中山區大直街 21巷4號","25.081666,121.547107",1,"720 ",中山分局,
中山區,WMA00577,大直里,臺北市中山區北安路573巷15、15之1號,"25.081399,121.547126",1,"60 ",中山分局,
中山區,WMA00578,大直里,"臺北市中山區北安路 573巷19-29號","25.081395,121.547565",1,"186 ",中山分局,
中山區,WMA00600,大直里,臺北市中山區北安路595巷20弄1-5號,"25.082068,121.547619",1,"114 ",中山分局,
中山區,WMA00601,大直里,臺北市中山區北安路595巷20弄2-8號,"25.081893,121.547759",1,"134 ",中山分局,
中山區,WMA00602,大直里,臺北市中山區北安路595巷20弄7、9號,"25.081602,121.547786",1,"273 ",中山分局,
中山區,WMA00057,大直里,臺北市中山區大直街112-122號,"25.084302,121.548323",1,"739 ",中山分局,
中山區,WMA00060,大直里,臺北市中山區大直街126號,"25.084289,121.548891",1,"174 ",中山分局,
中山區,WMA00065,大直里,臺北市中山區大直街86、88號,"25.084085,121.548984",1,"466 ",中山分局,
中山區,WMA00066,大直里,"臺北市中山區大直街 90、92號","25.084085,121.548984",1,"609 ",中山分局,
中山區,WMA00094,大直里,臺北市中山區大直街84巷1-19號,"25.084399,121.547107",1,"745 ",中山分局,
中山區,WMA00098,大直里,"臺北市中山區大直街 94巷1弄11-29號","25.084705,121.54812",1,"1634 ",中山分局,
中山區,WMA00099,大直里,臺北市中山區大直街94巷1弄24、26號,"25.084692,121.547652",1,"345 ",中山分局,
中山區,WMA00619,大直里,"臺北市中山區大直街 94巷1弄3-9號","25.084695,121.547752",1,"560 ",中山分局,
中山區,WMA00620,大直里,臺北市中山區大直街94巷1弄1號,"25.084692,121.547652",1,"181 ",中山分局,
中山區,WMA00622,大直里,"臺北市中山區大直街94巷1弄16-22號  ","25.08456,121.548283",1,"516 ",中山分局,
中山區,WMA00638,大直里,臺北市中山區大直街96-102號,"25.084285,121.547673",1,"488 ",中山分局,
中山區,WMA00639,大直里,臺北市中山區大直街104-110號,"25.084296,121.547993",1,"489 ",中山分局,
中山區,WMA00640,大直里,臺北市中山區大直街94巷1弄2-6號,"25.084503,121.547655",1,"222 ",中山分局,
中山區,WMA00641,大直里,"臺北市中山區大直街 94巷1弄8-14號","25.084515,121.547912",1,"540 ",中山分局,
中山區,WMA03052,大直里,"臺北市中山區北安路 651-659號","25.08428,121.549149",1,"2553 ",中山分局,
中山區,WMA00058,大直里,臺北市中山區大直街115號,"25.08408,121.548204",1,"466 ",中山分局,
中山區,WMA00059,大直里,臺北市中山區大直街119-125號,"25.084087,121.548379",1,"1026 ",中山分局,
中山區,WMA00063,大直里,"臺北市中山區大直街 69-75號","25.083891,121.546456",1,"690 ",中山分局,
中山區,WMA00064,大直里,臺北市中山區大直街81、83號,"25.084085,121.548984",1,"269 ",中山分局,
中山區,WMA00092,大直里,臺北市中山區大直街67巷1、1之1號,"25.083801,121.547062",1,"214 ",中山分局,
中山區,WMA00093,大直里,臺北市中山區大直街67巷1、1之1號,"25.083801,121.547062",1,"690 ",中山分局,
中山區,WMA00628,大直里,臺北市中山區大直街67巷12-18號,"25.083644,121.547065",1,"193 ",中山分局,
中山區,WMA00629,大直里,臺北市中山區大直街67巷6-10號,"25.083632,121.546818",1,"144 ",中山分局,
中山區,WMA00630,大直里,臺北市中山區大直街67巷3-9號,"25.083787,121.546719",1,"154 ",中山分局,
中山區,WMA00631,大直里,臺北市中山區大直街67巷11-21號,"25.083801,121.547062",1,"198 ",中山分局,
中山區,WMA00633,大直里,臺北市中山區大直街67巷23號,"25.083815,121.547486",1,"52 ",中山分局,
中山區,WMA00634,大直里,臺北市中山區大直街99號,"25.08405,121.547497",1,"86 ",中山分局,
中山區,WMA00635,大直里,臺北市中山區大直街85-97號,"25.084029,121.54691",1,"318 ",中山分局,
中山區,WMA00636,大直里,臺北市中山區大直街67巷25-31號,"25.083822,121.547686",1,"161 ",中山分局,
中山區,WMA00637,大直里,臺北市中山區大直街103-113號,"25.084047,121.547704",1,"766 ",中山分局,
中山區,WMA00062,大直里,臺北市中山區大直街66、68號,"25.084085,121.548984",1,"513 ",中山分局,
中山區,WMA00633,大直里,臺北市中山區大直街67巷23號,"25.083815,121.547486",1,"558 ",中山分局,
中山區,WMA00546,大直里,臺北市中山區大直街34巷12-16號,"25.081634,121.54582",1,"118 ",中山分局,
中山區,WMA00556,大直里,臺北市中山區大直街34巷1、3號,"25.081744,121.545569",1,"97 ",中山分局,
中山區,WMA00557,大直里,臺北市中山區大直街36-40號,"25.081796,121.546313",1,"114 ",中山分局,
中山區,WMA00558,大直里,臺北市中山區大直街42、44號,"25.084085,121.548984",1,"60 ",中山分局,
中山區,WMA00559,大直里,臺北市中山區大直街46巷3號,"25.082182,121.546156",1,"76 ",中山分局,
中山區,WMA00560,大直里,臺北市中山區大直街52巷5、7號,"25.082431,121.545396",1,"108 ",中山分局,
中山區,WMA00561,大直里,臺北市中山區大直街52巷1、3號,"25.082543,121.545501",1,"109 ",中山分局,
中山區,WMA00562,大直里,臺北市中山區大直街48、50號,"25.084085,121.548984",1,"78 ",中山分局,
中山區,WMA00563,大直里,臺北市中山區大直街54、56號,"25.084085,121.548984",1,"101 ",中山分局,
中山區,WMA03122,大直里,臺北市中山區大直街70號,"25.083587,121.546234",1,"5818 ",中山分局,
中山區,WMA03236,大直里,臺北市中山區大直街62巷5弄14、16號,"25.083929,121.544743",1,"541 ",中山分局,
中山區,WMA00072,大直里,臺北市中山區大直街34巷26-34號,"25.081589,121.545317",4,"1160 ",中山分局,
中山區,WMA00080,大直里,臺北市中山區大直街46巷5-13號,"25.08218,121.546068",1,"870 ",中山分局,
中山區,WMA00081,大直里,臺北市中山區大直街52巷10-12號,"25.082425,121.545686",1,"133 ",中山分局,
中山區,WMA00082,大直里,臺北市中山區大直街52巷2-8號,"25.082436,121.546052",1,"497 ",中山分局,
中山區,WMA00083,大直里,臺北市中山區大直街52巷9-15號,"25.082546,121.545631",1,"369 ",中山分局,
中山區,WMA00089,大直里,臺北市中山區大直街62巷10號,"25.082806,121.545567",1,"650 ",中山分局,
中山區,WMA00090,大直里,臺北市中山區大直街62巷2-8號,"25.082836,121.546198",1,"672 ",中山分局,
中山區,WMA00555,大直里,臺北市中山區大直街34巷5-11號,"25.081751,121.545818",1,"184 ",中山分局,
中山區,WMA00085,大直里,臺北市中山區大直街57巷29-33號,"25.083462,121.548101",1,"285 ",中山分局,
中山區,WMA00518,大直里,臺北市中山區北安路627-649號,"25.083402,121.548953",1,"3208 ",中山分局,
中山區,WMA00608,大直里,臺北市中山區北安路621巷18-24號,"25.082865,121.547977",1,"301 ",中山分局,
中山區,WMA00609,大直里,臺北市中山區北安路621巷28-30號,"25.082857,121.547552",1,"186 ",中山分局,
中山區,WMA00618,大直里,臺北市中山區北安路621巷8-16號,"25.082903,121.548351",1,"390 ",中山分局,
中山區,WMA00632,大直里,臺北市中山區大直街57巷17-27號,"25.083435,121.547707",1,"321 ",中山分局,
中山區,WMA00576,大直里,臺北市中山區北安路573巷11號,"25.081396,121.547821",1,"42 ",中山分局,
中山區,WMA00579,大直里,臺北市中山區北安路573巷4-6號,"25.081306,121.547642",1,"381 ",中山分局,
中山區,WMA00586,大直里,臺北市中山區北安路595巷11-15號,"25.08225,121.54792",1,"1038 ",中山分局,
中山區,WMA00587,大直里,臺北市中山區北安路595巷17-21號,"25.082245,121.547735",1,"441 ",中山分局,
中山區,WMA00588,大直里,臺北市中山區北安路595巷20-30號,"25.082073,121.547483",1,"1768 ",中山分局,
中山區,WMA03808,大直里,臺北市中山區大直街76號,"25.084226,121.546006",1,"402 ",中山分局,
中山區,WMA00589,大直里,臺北市中山區北安路595巷3-9號,"25.082225,121.548213",1,"132 ",中山分局,
中山區,WMA00590,大直里,臺北市中山區北安路595巷33-35號,"25.082225,121.547121",1,"246 ",中山分局,
中山區,WMA00591,大直里,臺北市中山區北安路595巷6-18號,"25.082121,121.548115",1,"241 ",中山分局,
中山區,WMA00592,大直里,臺北市中山區北安路595巷19弄2-4號,"25.082398,121.54761",1,"117 ",中山分局,
中山區,WMA00593,大直里,臺北市中山區北安路595巷2弄1-3號,"25.081917,121.548114",1,"76 ",中山分局,
中山區,WMA00594,大直里,臺北市中山區北安路595巷2弄1-3號,"25.081917,121.548114",1,"125 ",中山分局,
中山區,WMA00595,大直里,臺北市中山區北安路595巷2弄16號,"25.081645,121.548218",1,"28 ",中山分局,
中山區,WMA00596,大直里,臺北市中山區北安路595巷2弄16-1號,"25.081561,121.548192",1,"62 ",中山分局,
中山區,WMA00597,大直里,臺北市中山區北安路595巷2弄18-20號,"25.081491,121.548184",1,"106 ",中山分局,
中山區,WMA00598,大直里,臺北市中山區北安路595巷2弄6-14號,"25.081925,121.548295",1,"132 ",中山分局,
中山區,WMA00599,大直里,臺北市中山區北安路595巷2弄9號,"25.081582,121.54807",1,"354 ",中山分局,
中山區,WMA00091,大直里,臺北市中山區大直街70號,"25.083587,121.546234",1,"898 ",中山分局,
中山區,WMA00542,大直里,臺北市中山區大直街70號,"25.083587,121.546234",1,"181 ",中山分局,
中山區,WMA00543,大直里,臺北市中山區大直街70號,"25.083587,121.546234",1,"2276 ",中山分局,
中山區,WMA03629,大直里,臺北市中山區大直街2號,"25.080494,121.546432",1,"1150 ",中山分局,
中山區,WMA00205,中山里,臺北市中山區中山北路二段57號,"25.055318,121.522941",1,"6282 ",中山分局,
中山區,WMA00324,中山里,臺北市中山區中山北路二段59巷18-34號,"25.055804,121.52385",1,"1308 ",中山分局,
中山區,WMA00327,中山里,臺北市中山區中山北路二段59巷2弄2-16號,"25.055268,121.524103",1,"688 ",中山分局,
中山區,WMA00329,中山里,臺北市中山區中山北路二段59巷29弄10號,"25.055539,121.524936",1,"202 ",中山分局,
中山區,WMA01268,中山里,臺北市中山區林森北路282號,"25.055548,121.525353",1,"816 ",中山分局,
中山區,WMA01270,中山里,臺北市中山區林森北路286號之ㄧ,"25.055758,121.525358",1,"1108 ",中山分局,
中山區,WMA01734,中山里,臺北市中山區長春路15-21號,"25.055057,121.523957",1,"1120 ",中山分局,
中山區,WMA01790,中山里,臺北市中山區長春路3巷2弄5號,"25.055301,121.523483",1,"57 ",中山分局,
中山區,WMA01791,中山里,臺北市中山區長春路3巷13-15號,"25.055537,121.523471",1,"425 ",中山分局,
中山區,WMA00208,中山里,臺北市中山區中山北路二段61號,"25.056093,121.52297",1,"4541 ",中山分局,
中山區,WMA00212,中山里,臺北市中山區中山北路二段63號,"25.056833,121.52303",1、2,"3093 ",中山分局,
中山區,WMA00323,中山里,臺北市中山區中山北路二段59巷11-1號,"25.055907,121.523658",1,"454 ",中山分局,
中山區,WMA00344,中山里,臺北市中山區中山北路二段65巷2弄62號,"25.056592,121.524921",1,"93 ",中山分局,
中山區,WMA03060,中山里,臺北市中山區林森北路310巷1-5號,"25.056173,121.525135",4,"2029 ",中山分局,
中山區,WMA03077,中山里,臺北市中山區林森北路310巷20-26號,"25.056142,121.524242",2,"1790 ",中山分局,
中山區,WMA03101,中山里,臺北市中山區林森北路310巷2-8號,"25.056173,121.525135",4,"649 ",中山分局,
中山區,WMA03102,中山里,臺北市中山區中山北路二段59巷45-59號,"25.056101,121.524568",3,"2265 ",中山分局,
中山區,WMA03241,中山里,臺北市中山區林森北路302-306號,"25.055917,121.525321",2,"802 ",中山分局,
中山區,WMA03507,中山里,臺北市中山區中山北路二段65巷2弄58號,"25.056598,121.524745",1、2,"342 ",中山分局,
中山區,WMA03608,中山里,臺北市中山區林森北路308號,"25.056104,121.525323",1,"432 ",中山分局,
中山區,WMA03763,中山里,臺北市中山區中山北路二段59巷7號,"25.05591,121.523447",1,"318 ",中山分局,
中山區,WMA00340,中山里,臺北市中山區中山北路二段65巷8號,"25.057027,121.523904",1,"112 ",中山分局,
中山區,WMA00341,中山里,臺北市中山區中山北路二段65巷2弄27號,"25.056712,121.524897",1,"178 ",中山分局,
中山區,WMA00342,中山里,臺北市中山區中山北路二段65巷2弄31號,"25.056709,121.525014",1,"102 ",中山分局,
中山區,WMA00345,中山里,臺北市中山區中山北路二段65巷2弄7號,"25.056761,121.524011",1,"182 ",中山分局,
中山區,WMA00347,中山里,臺北市中山區中山北路二段77巷12-5號,"25.057386,121.524253",1,"416 ",中山分局,
中山區,WMA00349,中山里,臺北市中山區中山北路二段77巷14號,"25.057383,121.524349",1,"133 ",中山分局,
中山區,WMA00355,中山里,臺北市中山區中山北路二段77巷18號,"25.057376,121.52461",1,"141 ",中山分局,
中山區,WMA03279,中山里,臺北市中山區林森北路352號,"25.056923,121.525645",1,"253 ",中山分局,
中山區,WMA03621,中山里,臺北市中山區中山北路二段65巷2弄13號,"25.056754,121.524351",1、2,"208 ",中山分局,
中山區,WMA03856,中山里,臺北市中山區中山北路二段65巷10號,"25.057019,121.524052",1,"1270 ",中山分局,
中山區,WMA00214,中山里,臺北市中山區中山北路二段71號,"25.057286,121.523053",1,"808 ",中山分局,
中山區,WMA00338,中山里,臺北市中山區中山北路二段65巷1-5號,"25.057154,121.523281",2,"705 ",中山分局,
中山區,WMA00351,中山里,臺北市中山區中山北路二段77巷17之4號,"25.057544,121.523894",1,"48 ",中山分局,
中山區,WMA00352,中山里,臺北市中山區中山北路二段77巷17之1號,"25.057547,121.523815",1,"144 ",中山分局,
中山區,WMA00353,中山里,臺北市中山區中山北路二段77巷17之2號,"25.057547,121.523815",1,"165 ",中山分局,
中山區,WMA00354,中山里,臺北市中山區中山北路二段77巷17之3號,"25.057552,121.523857",1,"181 ",中山分局,
中山區,WMA00356,中山里,臺北市中山區中山北路二段77巷27-33號,"25.057569,121.524418",1,"470 ",中山分局,
中山區,WMA00357,中山里,臺北市中山區中山北路二段77巷3-7號,"25.057573,121.523229",1,"266 ",中山分局,
中山區,WMA00358,中山里,臺北市中山區中山北路二段77巷35號,"25.057562,121.524618",1,"108 ",中山分局,
中山區,WMA00359,中山里,臺北市中山區中山北路二段77巷37-39號,"25.057556,121.524741",2,"805 ",中山分局,
中山區,WMA00360,中山里,臺北市中山區中山北路二段77巷8號,"25.057445,121.523748",1,"601 ",中山分局,
中山區,WMA00361,中山里,臺北市中山區中山北路二段77巷9號,"25.057566,121.523382",1,"182 ",中山分局,
中山區,WMA00704,中山里,臺北市中山區民生東路一段28號,"25.057922,121.524051",1,"265 ",中山分局,
中山區,WMA00731,中山里,臺北市中山區民生東路一段40-50號,"25.057932,121.524394",1,"1002 ",中山分局,
中山區,WMA00743,中山里,臺北市中山區民生東路一段54-56號,"25.057935,121.524901",2,"898 ",中山分局,
中山區,WMA00744,中山里,臺北市中山區民生東路一段58號,"25.057932,121.525116",1,"821 ",中山分局,
中山區,WMA03192,中山里,臺北市中山區中山北路二段65巷9號,"25.057151,121.523669",1,"1720 ",中山分局,
中山區,WMA03283,中山里,臺北市中山區民生東路一段32-38號,"25.057935,121.524223",2,"626 ",中山分局,
中山區,WMA03335,中山里,臺北市中山區林森北路372號,"25.057734,121.525394",2,"945 ",中山分局,
中山區,WMA03428,中山里,臺北市中山區民生東路一段26號,"25.057898,121.523758",1,"558 ",中山分局,
中山區,WMA03586,中山里,臺北市中山區中山北路二段77巷17號,"25.057566,121.523585",1,"409 ",中山分局,
中山區,WMA03792,中山里,臺北市中山區中山北路二段65巷7號,"25.05715,121.523456",1,"732 ",中山分局,
中山區,WMA00696,中山里,臺北市中山區民生東路一段72號,"25.057918,121.52649",2,"518 ",中山分局,
中山區,WMA00697,中山里,臺北市中山區民生東路一段78-80號,"25.057918,121.526627",1,"314 ",中山分局,
中山區,WMA01275,中山里,臺北市中山區林森北路369號,"25.057746,121.525637",1,"1689 ",中山分局,
中山區,WMA02353,中山里,臺北市中山區新生北路二段72巷19-27號,"25.057067,121.526623",2,"549 ",中山分局,
中山區,WMA02358,中山里,臺北市中山區新生北路二段76巷15號,"25.057541,121.526895",1,"198 ",中山分局,
中山區,WMA02359,中山里,臺北市中山區新生北路二段76巷21-23號,"25.057541,121.52683",1,"192 ",中山分局,
中山區,WMA02360,中山里,臺北市中山區新生北路二段76巷22-28號,"25.057403,121.52675",1,"381 ",中山分局,
中山區,WMA03286,中山里,臺北市中山區民生東路一段70號,"25.057922,121.526335",2,"849 ",中山分局,
中山區,WMA03473,中山里,臺北市中山區新生北路二段76巷26、27號,"25.057542,121.525929",1,"358 ",中山分局,
中山區,WMA03476,中山里,臺北市中山區新生北路二段76巷28號,"25.057403,121.526632",1,"533 ",中山分局,
中山區,WMA03469,中山里,臺北市中山區民生東路一段70巷6號,"25.057649,121.526335",1,"233 ",中山分局,
中山區,WMA03477,中山里,臺北市中山區民生東路一段70巷10號,"25.05739,121.526374",1,"389 ",中山分局,
中山區,WMA03537,中山里,臺北市中山區新生北路二段76號,"25.057296,121.52719",1,"492 ",中山分局,
中山區,WMA03582,中山里,臺北市中山區林森北路357號,"25.057243,121.525621",1,"2257 ",中山分局,
中山區,WMA01273,中山里,臺北市中山區林森北路313-315號,"25.056006,121.525583",1,"89 ",中山分局,
中山區,WMA01274,中山里,臺北市中山區林森北路317號,"25.056079,121.525587",1,"89 ",中山分局,
中山區,WMA02349,中山里,臺北市中山區新生北路二段62巷32-34號,"25.056135,121.526244",1,"530 ",中山分局,
中山區,WMA02350,中山里,臺北市中山區新生北路二段62巷36-1號,"25.05612,121.526096",1,"36 ",中山分局,
中山區,WMA03019,中山里,臺北市中山區新生北路二段60巷43-45號,"25.055824,121.526231",1,"409 ",中山分局,
中山區,WMA03020,中山里,臺北市中山區新生北路二段60巷40-42號,"25.055682,121.526286",1,"182 ",中山分局,
中山區,WMA03327,中山里,臺北市中山區新生北路二段68巷24-36號,"25.056671,121.52636",1,"1361 ",中山分局,
中山區,WMA03704,中山里,臺北市中山區林森北路349號,"25.056811,121.525648",1,"2108 ",中山分局,
中山區,WMA03803,中山里,臺北市中山區新生北路二段68巷13弄8號,"25.056388,121.526366",1,"65 ",中山分局,
中山區,WMA02351,中山里,臺北市中山區新生北路二段72巷16-18號,"25.056984,121.526576",1,"90 ",中山分局,
中山區,WMA02355,中山里,臺北市中山區新生北路二段72巷2號,"25.056951,121.527024",1,"113 ",中山分局,
中山區,WMA02356,中山里,臺北市中山區新生北路二段72巷4-6號,"25.056953,121.526978",1,"56 ",中山分局,
中山區,WMA03033,中山里,臺北市中山區新生北路二段70號之1,"25.056749,121.52723",2,"966 ",中山分局,
中山區,WMA03530,中山里,臺北市中山區新生北路二段68巷13、15號,"25.056677,121.526093",3,"902 ",中山分局,
中山區,WMA03557,中山里,臺北市中山區新生北路二段68巷5號,"25.056493,121.527023",1,"1014 ",中山分局,
中山區,WMA03648,中山里,臺北市中山區新生北路二段62巷11號,"25.056225,121.526587",1,"1533 ",中山分局,
中山區,WMA03778,中山里,臺北市中山區新生北路二段68巷8號,"25.05669,121.526669",5,"12874 ",中山分局,
中山區,WMA02266,中山里,臺北市中山區新生北路二段60-1號,"25.055783,121.527202",1,"97 ",中山分局,
中山區,WMA02267,中山里,臺北市中山區新生北路二段66號,"25.056114,121.52721",1,"942 ",中山分局,
中山區,WMA02329,中山里,臺北市中山區新生北路二段58巷11號,"25.055399,121.526973",1,"80 ",中山分局,
中山區,WMA02330,中山里,臺北市中山區新生北路二段58巷15、17號,"25.055423,121.525848",1,"148 ",中山分局,
中山區,WMA02331,中山里,臺北市中山區新生北路二段58巷24-28號,"25.055329,121.526535",1,"265 ",中山分局,
中山區,WMA02332,中山里,臺北市中山區新生北路二段58巷1-5號,"25.055416,121.527193",1,"810 ",中山分局,
中山區,WMA02338,中山里,臺北市中山區新生北路二段60巷2號,"25.055664,121.527192",1,"260 ",中山分局,
中山區,WMA02339,中山里,臺北市中山區新生北路二段60巷24-26號,"25.055669,121.526784",1,"262 ",中山分局,
中山區,WMA03774,中山里,臺北市中山區新生北路60之1號,"25.055783,121.527202",1,"3441 ",中山分局,
中山區,WMA01269,中山里,臺北市中山區林森北路281-293號,"25.055446,121.525575",2,"1077 ",中山分局,
中山區,WMA01776,中山里,臺北市中山區長春路57-61號,"25.055028,121.526225",1,"364 ",中山分局,
中山區,WMA01779,中山里,臺北市中山區長春路65-69號,"25.055022,121.526402",1,"597 ",中山分局,
中山區,WMA02336,中山里,臺北市中山區新生北路二段58巷4、6號,"25.055306,121.525954",1,"329 ",中山分局,
中山區,WMA02341,中山里,臺北市中山區新生北路二段60巷38號,"25.055674,121.526318",1,"88 ",中山分局,
中山區,WMA02342,中山里,臺北市中山區新生北路二段61巷40、42號,"25.055748,121.525701",1,"170 ",中山分局,
中山區,WMA02343,中山里,臺北市中山區新生北路二段60巷44-50號,"25.055689,121.525761",1,"302 ",中山分局,
中山區,WMA02344,中山里,臺北市中山區新生北路二段60巷52-58號,"25.055685,121.526011",1,"309 ",中山分局,
中山區,WMA03288,中山里,臺北市中山區新生北路二段58巷20號,"25.05532,121.526594",1,"158 ",中山分局,
中山區,WMA03289,中山里,臺北市中山區林森北路271-279號,"25.055164,121.525567",3,"840 ",中山分局,
中山區,WMA03353,中山里,臺北市中山區新生北路二段58巷46-52號,"25.055306,121.525954",1,"345 ",中山分局,
中山區,WMA00708,中央里,臺北市中山區民生東路二段166號,"25.057728,121.534178",3,"2497 ",中山分局,
中山區,WMA00710,中央里,臺北市中山區民生東路二段168號,"25.057715,121.534685",2,"729 ",中山分局,
中山區,WMA00711,中央里,臺北市中山區民生東路二段170號,"25.057708,121.535085",1,"2650 ",中山分局,
中山區,WMA00713,中央里,臺北市中山區民生東路二段174-176號,"25.057707,121.53569",1,"2650 ",中山分局,
中山區,WMA00717,中央里,臺北市中山區民生東路二段178號,"25.057699,121.536212",1,"2650 ",中山分局,
中山區,WMA01931,中央里,臺北市中山區建國北路二段72-76號,"25.054943,121.536473",1,"464 ",中山分局,
中山區,WMA02027,中央里,臺北市中山區建國北路二段82-84號,"25.055547,121.536495",1,"518 ",中山分局,
中山區,WMA02028,中央里,臺北市中山區建國北路二段86-88號,"25.056039,121.536511",1,"538 ",中山分局,
中山區,WMA02030,中央里,臺北市中山區建國北路二段90-92號,"25.056594,121.536525",1,"378 ",中山分局,
中山區,WMA02032,中央里,臺北市中山區建國北路二段94-96號,"25.057138,121.536542",1,"378 ",中山分局,
中山區,WMA01399,中央里,臺北市中山區松江路139號,"25.055091,121.533289",4,"1213 ",中山分局,
中山區,WMA01410,中央里,臺北市中山區松江路185-187號,"25.05656,121.533317",2,"1060 ",中山分局,
中山區,WMA01419,中央里,臺北市中山區松江路207-219號,"25.057162,121.533328",3,"10126 ",中山分局,
中山區,WMA00665,中央里,臺北市中山區四平街55號,"25.053708,121.533525",1,"269 ",中山分局,
中山區,WMA00666,中央里,臺北市中山區四平街72-76號,"25.053576,121.534125",1,"69 ",中山分局,
中山區,WMA00667,中央里,臺北市中山區四平街81-83號,"25.053709,121.534414",1,"257 ",中山分局,
中山區,WMA00668,中央里,臺北市中山區四平街87號,"25.053704,121.534589",1,"69 ",中山分局,
中山區,WMA00970,中央里,臺北市中山區伊通街114-118號,"25.054423,121.534715",1,"200 ",中山分局,
中山區,WMA00980,中央里,臺北市中山區伊通街106巷16-18號,"25.053972,121.533818",1,"108 ",中山分局,
