類別,建築物名稱,電腦編號,村里別,緯經度,地下樓層數,可容納人數,轄管分局,備註,停車場坡道,"unnamed (1)","unnamed (2)","unnamed (3)",placemark_address
公寓,利百代公司,EMA00640,大樹里,"24.981712,121.3199268",1,213.0,桃園分局,,,,,,桃園區大誠路2號
公寓,私人住宅,EMA00641,雲林里,"24.9841966,121.3168972",1,240.0,桃園分局,,,,,,桃園區桃鶯路104巷47號之1
公寓,私人住宅,EMA00642,建國里,"24.9891305,121.3214729",1,26.0,桃園分局,,,,,,桃園區林森路103巷30號之1
公寓,私人住宅,EMA00643,建國里,"24.9886085,121.3216872",1,21.0,桃園分局,,,,,,桃園區林森路103巷28弄16號
公寓,私人住宅,EMA00644,建國里,"24.988946,121.319234",1,32.0,桃園分局,,,,,,桃園區林森路41號
公寓,私人住宅,EMA00645,建國里,"24.9893004,121.3194728",1,240.0,桃園分局,,,,,,桃園區林森路71巷1弄20號之1
公寓,桃園信用合作社大林分社,EMA00646,雲林里,"24.9837428,121.3174019",1,157.0,桃園分局,,,,,,桃園區昆明路35號之1
公寓,大林集會所,EMA00647,雲林里,"24.977798,121.3202255",1,26.0,桃園分局,,,,,,桃園區大原路31號之1
公寓,私人住宅,EMA00648,建國里,"24.988365,121.320723",1,32.0,桃園分局,,,,,,桃園區林森路103巷31弄7號之1
公寓,御庭苑社區,EMA00651,雲林里,"24.9806219,121.3175453",1,128.0,桃園分局,,,,,,桃園區大豐路72號
公寓,私人住宅,EMA00652,雲林里,"24.9826136,121.3176666",1,42.0,桃園分局,,,,,,桃園區金門二街37巷3號
公寓,私人住宅,EMA00653,大豐里,"24.9827481,121.3140346",1,173.0,桃園分局,,,,,,桃園區昆明路101巷21號
大樓,浪漫貴族大廈,EMA00655,雲林里,"24.984459,121.3185396",1、2,106.0,桃園分局,,,,,,桃園區桃鶯路231巷12號
公寓,私人住宅,EMA00656,福安里,"24.9839041,121.3119698",1,26.0,桃園分局,,,,,,桃園區建華一街11號
公寓,私人住宅,EMA00657,大豐里,"24.9798791,121.313194",1,80.0,桃園分局,,,,,,桃園區樹林四街36號
公寓,私人住宅,EMA00659,大樹里,"24.9829856,121.3190939",1,26.0,桃園分局,,,,,,桃園區桃鶯路285號
公寓,私人住宅,EMA00660,大豐里,"24.9803049,121.3148084",1,16.0,桃園分局,,,,,,桃園區大豐路189號
公寓,喜星經典商務旅館,EMA00662,豐林里,"24.9867763,121.3109387",1,173.0,桃園分局,,,,,,桃園區介壽路24號
公寓,私人住宅,EMA00663,福林里,"24.9789079,121.3048441",1,160.0,桃園分局,,,,,,桃園區介壽路419巷11號
公寓,"桃園市政府警察局桃園分局 大樹派出所",EMA00664,大林里,"24.9780511,121.3204941",1,40.0,桃園分局,,,,,,桃園區樹仁二街41號
公寓,私人住宅,EMA00665,建國里,"24.9862988,121.3178742",1,40.0,桃園分局,,,,,,桃園區桃鶯路70號之1
公寓,玉山商業銀行桃鶯分行,EMA00666,大樹里,"24.9769259,121.323005",1,193.0,桃園分局,(機敏單位)金融機構,,,,,桃園區桃鶯路445號之1
公寓,學仕名邸社區,EMA00667,福安里,"24.9818355,121.3121974",1,29.0,桃園分局,,,,,,桃園區金門二街306號
公寓,名人新宿社區,EMA00668,大豐里,"24.978725,121.315232",1,32.0,桃園分局,,,,,,桃園區樹仁一街71號
公寓,名人新宿社區,EMA00669,大豐里,"24.979078,121.314967",1,157.0,桃園分局,,,,,,桃園區樹仁一街32號
公寓,長城HOTEL,EMA00670,大樹里,"24.9801842,121.3202207",1,26.0,桃園分局,,,,,,桃園區桃鶯路387號
公寓,私人住宅,EMA00671,福安里,"24.9842082,121.3103081",1,21.0,桃園分局,,,,,,桃園區介壽路93號
公寓,豪門社區,EMA00673,大林里,"24.9739422,121.3234842",1,304.0,桃園分局,,,,,,桃園區大仁路20巷3弄18號
公寓,私人住宅,EMA00674,大豐里,"24.9823998,121.3137418",1,45.0,桃園分局,,,,,,桃園區金門四街38號
公寓,三年甲班社區,EMA00675,大豐里,"24.9805245,121.3169052",1,33.0,桃園分局,,,,,,桃園區大豐路111號
公寓,台灣富仕全錄社區,EMA00676,大樹里,"24.981925,121.3246556",1,26.0,桃園分局,,,,,,桃園區興邦路40號
公寓,私人住宅,EMA00677,大豐里,"24.9817839,121.3137694",1,146.0,桃園分局,,,,,,桃園區金門四街56號
公寓,台灣力凱電能科技股份有限公司,EMA00678,大樹里,"24.9800324,121.3233541",1,80.0,桃園分局,,,,,,桃園區興華路2號之1
公寓,臺隆工業股份有限公司,EMA00679,大林里,"24.9767549,121.324891",1,57.0,桃園分局,,,,,,桃園區興華路14號
公寓,勝品電通股份有限社區,EMA00680,大樹里,"24.9833166,121.3225977",1,26.0,桃園分局,,,,,,桃園區大誠路10號
公寓,私人住宅,EMA00681,大樹里,"24.9798274,121.3203653",1,24.0,桃園分局,,,,,,桃園區桃鶯路270號
公寓,百年溫莎社區,EMA00682,雲林里,"24.9811825,121.3177365",1,186.0,桃園分局,,,,,,桃園區大豐路68巷8弄2號之1
公寓,天主教聖保祿醫院,EMA00683,福安里,"24.9823214,121.3122536",1,180.0,桃園分局,,,,,,桃園區建新街123號
大樓,百年溫莎社區,EMA00684,雲林里,"24.9811825,121.3177365",1、2,361.0,桃園分局,,,,,,桃園區大豐路68巷8弄2號之1
公寓,私人住宅,EMA00685,福安里,"24.9879332,121.3135348",1,189.0,桃園分局,,,,,,桃園區延平路12巷5號
公寓,私人住宅,EMA00686,豐林里,"24.983774,121.308343",1,14.0,桃園分局,,,,,,桃園區保羅街127號
公寓,陽明綜合大樓,EMA00688,福林里,"24.979503,121.3070793",1,96.0,桃園分局,,,,,,桃園區陽明三街33號
公寓,信東生技股份有限公司,EMA00689,豐林里,"24.9870596,121.3108668",1,32.0,桃園分局,,,,,,桃園區介壽路22號
公寓,私人住宅,EMA00690,豐林里,"24.9862935,121.3074327",1,176.0,桃園分局,,,,,,桃園區三民路三段479號
公寓,私人住宅,EMA00692,大樹里,"24.9788598,121.3190662",1,36.0,桃園分局,,,,,,桃園區大明街57巷22弄2號
公寓,私人住宅,EMA00693,豐林里,"24.9862086,121.3080054",1,17.0,桃園分局,,,,,,桃園區三民路三段481巷18號
公寓,翔新企業股份有限公司,EMA00694,大林里,"24.9801394,121.3279995",1,298.0,桃園分局,,O,,,,桃園區興邦路43巷1號
公寓,高技企業股份有限公司,EMA00695,大林里,"24.9801394,121.3279995",1,234.0,桃園分局,,O,,,,桃園區興邦路43巷3號
公寓,私人住宅,EMA00696,豐林里,"24.9830221,121.306832",1,32.0,桃園分局,,,,,,桃園區永美街59號
公寓,私人住宅,EMA00698,大豐里,"24.9831202,121.3140284",1,40.0,桃園分局,,,,,,桃園區金門四街9號
公寓,群浤科技股份公司,EMA00699,大樹里,"24.9822621,121.3244925",1,161.0,桃園分局,,,,,,桃園區興邦路38號
公寓,私人住宅,EMA00700,大林里,"24.972656,121.3231727",1,370.0,桃園分局,,,,,,桃園區大仁路42號
公寓,私人住宅,EMA00701,大豐里,"24.9802262,121.3157152",1,298.0,桃園分局,,,,,,桃園區大豐路105號
公寓,彙饌食品有限公司,EMA00702,大林里,"24.9783771,121.325606",1,32.0,桃園分局,,,,,,桃園區大智路11號
公寓,私人住宅,EMA00703,大豐里,"24.9802262,121.3157152",1,181.0,桃園分局,,,,,,桃園區大豐路105號
公寓,私人住宅,EMA00704,雲林里,"24.9840468,121.318312",1,22.0,桃園分局,,,,,,桃園區桃鶯路136號
公寓,裕翁工業有限公司,EMA00705,大林里,"24.9778164,121.3252409",1,28.0,桃園分局,,,,,,桃園區大智路10號
公寓,私人住宅,EMA00706,大林里,"24.9813402,121.326831",1,32.0,桃園分局,,,,,,桃園區興邦路39號
公寓,佳豪實業股份有限公司,EMA00707,大林里,"24.9812729,121.3256711",1,96.0,桃園分局,,,,,,桃園區興邦路39號之6
公寓,私人住宅,EMA00708,雲林里,"24.9833073,121.3176188",1,169.0,桃園分局,,,,,,桃園區金門二街17號
公寓,私人住宅,EMA00709,雲林里,"24.9806219,121.3175453",1,234.0,桃園分局,,,,,,桃園區大豐路72號
公寓,私人住宅,EMA00710,大豐里,"24.9793692,121.3176321",1,25.0,桃園分局,,,,,,桃園區樹林八街19巷2弄5號
公寓,私人住宅,EMA00711,大豐里,"24.9794773,121.3176267",1,173.0,桃園分局,,,,,,桃園區樹林八街19巷2弄1號
公寓,私人住宅,EMA00712,建國里,"24.9857719,121.3147337",1,16.0,桃園分局,,,,,,桃園區建國路114號
公寓,私人住宅,EMA00713,建國里,"24.98649,121.3169531",1,105.0,桃園分局,,,,,,桃園區南京街13號
公寓,私人住宅,EMA00714,建國里,"24.9889472,121.3191476",1,368.0,桃園分局,,,,,,桃園區林森路33號
公寓,陽明ONE社區,EMA00715,大豐里,"24.9798962,121.311522",1,165.0,桃園分局,,,,,,桃園區樹林一街10號
公寓,私人住宅,EMA00717,建國里,"24.9862158,121.3168808",1,156.0,桃園分局,,,,,,桃園區建明街6號
公寓,私人住宅,EMA00718,雲林里,"24.9841449,121.31893",1,568.0,桃園分局,,,,,,桃園區桃鶯路249巷11號
公寓,住都境廈社區,EMA00719,雲林里,"24.9838126,121.3179088",1,165.0,桃園分局,,,,,,桃園區昆明路21號
公寓,琴韻軒社區,EMA00720,大豐里,"24.9789236,121.3132459",1,368.0,桃園分局,,,,,,桃園區樹仁街133號
公寓,私人住宅,EMA00721,大豐里,"24.9791061,121.3161968",1,232.0,桃園分局,,,,,,桃園區樹林七街24號
公寓,私人住宅,EMA00722,大豐里,"24.9796163,121.3130254",1,305.0,桃園分局,,,,,,桃園區樹林四街17號
公寓,私人住宅,EMA00723,福林里,"24.9798864,121.3125254",1,423.0,桃園分局,,,,,,桃園區樹林三街27號
公寓,私人住宅,EMA01032,福林里,"24.9804762,121.3126911",1,184.0,桃園分局,,,,,,桃園區大豐路254號
公寓,私人住宅,EMA01060,大林里,"24.9736194,121.3244352",1,61.0,桃園分局,,,,,,桃園區桃鶯路474號
公寓,克絡耐股份有限公司,EMA01061,大樹里,"24.9789086,121.3240272",1,1328.0,桃園分局,,O,,,,桃園區興華路8號
公寓,公園世界社區,EMA01093,雲林里,"24.9808185,121.31903",1,985.0,桃園分局,,,,,,桃園區大豐路18號
公寓,私人住宅,EMA01094,雲林里,"24.9823909,121.3167572",1,477.0,桃園分局,,,,,,桃園區樹林九街41號
公寓,美麗殿社區,EMA01128,豐林里,"24.9852567,121.3087564",1,983.0,桃園分局,,O,,,,桃園區建國路188號之1
大樓,住都大飯店,EMA01129,大林里,"24.9756977,121.323312",1、2,2242.0,桃園分局,,O,,,,桃園區桃鶯路398號
公寓,建國大帝社區,EMA01130,豐林里,"24.9786649,121.3030583",1,2898.0,桃園分局,,O,,,,桃園區南豐街117巷1號
公寓,桃園市桃園區建德國民小學,EMA01131,福林里,"24.9772643,121.3148664",1,7685.0,桃園分局,,O,,,,桃園區延平路265號
公寓,桃園市立福豐國民中學,EMA01132,福林里,"24.9765729,121.3145187",1,5884.0,桃園分局,,O,,,,桃園區延平路326號
公寓,宏達國際電子股份有限公司,EMA01143,大林里,"24.9757804,121.3269866",1,5456.0,桃園分局,,O,,,,桃園區興華路23號
公寓,崑益企業股份有限公司,EMA01165,大樹里,"24.9789086,121.3240272",1,386.0,桃園分局,,,,,,桃園區興華路8號之3
公寓,私人住宅,EMA01166,大林里,"24.9801442,121.3264526",1,358.0,桃園分局,,,,,,桃園區興邦路41號之8
大樓,富萊悅社區,EMA01167,雲林里,"24.983925,121.31949",1、2,1249.0,桃園分局,,O,,,,桃園區桃鶯路249巷24號
大樓,私人住宅,EMA01175,大豐里,"24.980419,121.317346",1、2,1249.0,桃園分局,,O,,,,桃園區大豐路73號
大樓,私人住宅,EMA01176,大林里,"24.9801442,121.3264526",1、2,113.0,桃園分局,," ",,,,桃園區興邦路41號
大樓,杉信實業股份有限公司,EMA01187,建國里,"24.986257,121.3196667",1、2,1388.0,桃園分局,,O,,,,桃園區建國東路17號
大樓,天主教聖保祿醫院,EMA01188,福安里,"24.9823214,121.3122536",1、2、3,12196.0,桃園分局,,O,,,,桃園區建新街123號
公寓,正洸股份有限公司,EMA01189,大樹里,"24.985993,121.3216217",1,2377.0,桃園分局,,O,,,,桃園區建國東路26號
大樓,全漢企業股份有限公司,EMA01208,大樹里,"24.9857891,121.3206317",1、2,2630.0,桃園分局,,O,,,,桃園區建國東路22號
大樓,公園臻品社區,EMA01210,雲林里,"24.9814679,121.3167571",1、2、3,5725.0,桃園分局,,O,,,,桃園區樹林九街63號
大樓,桃園汽車客運股份有限公司,EMA01226,福安里,"24.9868904,121.3141195",1、2,2716.0,桃園分局,,O,,,,桃園區延平路28號
大樓,宏達國際電子股份有限公司,EMA01231,大林里,"24.9757804,121.3269866",1、2,8002.0,桃園分局,,O,,,,桃園區興華路23號
公寓,私人住宅,EMA01247,大豐里,"24.9763815,121.3136515",1,573.0,桃園分局,,O,,,,桃園區延平路205號
公寓,山九昭安國際物流股份有限公司,EMA01251,大林里,"24.9794918,121.329021",1,15626.0,桃園分局,,O,,,,桃園區興邦路43巷2號
大樓,桃園市婦女館,EMA01262,雲林里,"24.9814029,121.315387",1、2,5976.0,桃園分局,,O,,,,桃園區延平路147號
大樓,私人住宅,EMA01269,雲林里,"24.9858415,121.3161309",1、2、3,6281.0,桃園分局,,O,,,,桃園區建國路53號
大樓,宏達國際電子股份有限公司,EMA01270,大林里,"24.9758457,121.326534",1、2,1544.0,桃園分局,,O,,,,桃園區興華路21巷1號
大樓,滕品電通股份有限公司,EMA01271,大樹里,"24.9833166,121.3225977",1、2,5126.0,桃園分局,,O,,,,桃園區大誠路10號
公寓,私人住宅,EMA01273,福林里,"24.9804762,121.3126911",1,184.0,桃園分局,,O,,,,桃園區大豐路254號
大樓,富爺社區,EMA01292,福安里,"24.9874946,121.3132633",1、2,1437.0,桃園分局,,O,,,,桃園區大林路100號
大樓,御庭苑社區,EMA01293,雲林里,"24.9805992,121.3172995",1、2、3,13605.0,桃園分局,,O,,,,桃園區大豐路76號之1
大樓,新站風華社區,EMA01307,大豐里,"24.9813883,121.3144746",1、2、3,1841.0,桃園分局,,O,,,,桃園區金門二街177號
公寓,私人住宅,EMA01308,雲林里,"24.9836623,121.3167565",1,325.0,桃園分局,," ",,,,桃園區昆明路61號
大樓,住都大飯店,EMA01311,大林里,"24.9756977,121.323312",1、2,2521.0,桃園分局,,O,,,,桃園區桃鶯路398號
大樓,住都大飯店,EMA01312,大林里,"24.9756977,121.323312",1、2,1852.0,桃園分局,,O,,,,桃園區桃鶯路398號之1
大樓,新站公園社區,EMA01316,建國里,"24.9876524,121.3205763",1、2、3,7713.0,桃園分局,,O,,,,桃園區建國路46號
公寓,新站E生活,EMA01319,建國里,"24.9878239,121.316632",1,1113.0,桃園分局,,O,,,,桃園區大林路31號
大樓,大來賞社區,EMA01327,豐林里,"24.9842007,121.3068382",1、2,6009.0,桃園分局,,O,,,,桃園區青田街206號
公寓,龍鳳天地社區,EMA01357,大林里,"24.9741049,121.3215848",1,4025.0,桃園分局,,O,,,,桃園區樹仁三街103巷5號
大樓,新站水花園社區,EMA01358,建國里,"24.9869409,121.3165792",1、2,2886.0,桃園分局,,O,,,,桃園區建明街23號
大樓,佳瑞綠灣社區,EMA01359,福林里,"24.97974,121.307749",1、2,2752.0,桃園分局,,O,,,,桃園區陽明十街2號
大樓,私人住宅,EMA01381,建國里,"24.9882542,121.3157058",1、2,1462.0,桃園分局,,O,,,,桃園區大林路22號
公寓,私人住宅,EMA01408,大豐里,"24.9797363,121.3144514",1,68.0,桃園分局,," ",,,,桃園區延平路228號
大樓,宜誠花園廣場社區,EMA01409,大林里,"24.9746797,121.3209663",1、2,10657.0,桃園分局,,O,,,,桃園區榮華街63巷17號
大樓,麗池香榭社區,EMA01410,大林里,"24.9773885,121.3216335",1、2、3,3984.0,桃園分局,,O,,,,桃園區榮華街64巷40號
大樓,住都大飯店,T099306,大林里,"24.976298,121.322905",1、2,3870.0,桃園分局,,O,,,,桃園區桃鶯路388-5號
公寓,尊貴學俯社區,T099308,豐林里,"24.9830216,121.3070669",1,2487.0,桃園分局,,O,,,,桃園區永美街55號
公寓,私人住宅,EMA00282,龍鳳里,"24.9885302,121.2807791",1,20.0,桃園分局,,,,,,桃園區龍安街66號之4
公寓,私人住宅,EMA00283,龍鳳里,"24.9885302,121.2807791",1,20.0,桃園分局,,,,,,桃園區龍安街66號之3
公寓,私人住宅,EMA00284,龍鳳里,"24.9886451,121.2807308",1,104.0,桃園分局,,,,,,桃園區龍安街66之2號
大樓,私人住宅,EMA00285,龍鳳里,"24.9915378,121.2795594",1、2,53.0,桃園分局,,,,,,桃園區龍安街150號
大樓,藝術名廈社區,EMA00286,龍安里,"24.992245,121.276626",1、2,37.0,桃園分局,,,,,,桃園區國豐六街209號之1
公寓,龍安牙醫診所,EMA00287,龍鳳里,"24.988373,121.2809517",1,100.0,桃園分局,,,,,,桃園區龍安街62號
公寓,私人住宅,EMA00288,龍鳳里,"24.9870331,121.2819528",1,41.0,桃園分局,,,,,,桃園區龍安街3號之1
公寓,私人住宅,EMA00289,龍祥里,"24.9842737,121.2776266",1,20.0,桃園分局,,,,,,桃園區中山路1216巷5弄19號
公寓,邦立醫療器材,EMA00290,龍壽里,"24.9780307,121.2698866",1,70.0,桃園分局,," ",,,,桃園區龍壽街10號
公寓,杏一醫療用品,EMA00291,龍壽里,"24.980221,121.2679059",1,2254.0,桃園分局,,O,,,,桃園區龍壽街12號
公寓,私人住宅,EMA00292,龍壽里,"24.9798396,121.2678475",1,62.0,桃園分局,,,,,,桃園區龍壽街28號
公寓,私人住宅,EMA00293,龍壽里,"24.978695,121.269684",1,40.0,桃園分局,,,,,,桃園區龍壽街32號之1
公寓,私人住宅,EMA00294,龍壽里,"24.9780812,121.2698525",1,592.0,桃園分局,,,,,,桃園區龍壽街38號
公寓,崙晟龍山兒童課後照顧服務中心,EMA00295,龍壽里,"24.9809546,121.2715808",1,88.0,桃園分局,,,,,,桃園區龍祥街52號
公寓,私人住宅,EMA00297,龍壽里,"24.9801977,121.2689291",1,18.0,桃園分局,,,,,,桃園區龍壽街76號
公寓,私人住宅,EMA00298,龍壽里,"24.9801977,121.2689291",1,22.0,桃園分局,,,,,,桃園市桃園區龍壽街76號
公寓,龍之鄉,EMA00299,龍祥里,"24.9809546,121.2715808",1,854.0,桃園分局,,O,,,,桃園區龍祥街50號
公寓,椰林特區,EMA00300,龍祥里,"24.9850649,121.2744446",1,484.0,桃園分局,,,,,,桃園區中山路1216巷130號
公寓,中華賓士桃園展示中心,EMA00301,龍祥里,"24.9795313,121.2729153",1,10.0,桃園分局,,,,,,桃園區中山路1312號
公寓,綠光大道水悅,EMA00302,龍祥里,"24.9853873,121.2743171",1,28.0,桃園分局,,,,,,桃園區中山路1216巷90號
公寓,縣府清境,EMA00305,龍祥里,"24.985267,121.2741955",1,57.0,桃園分局,,,,,,桃園區中山路1308巷261號
公寓,私人住宅,EMA00323,龍山里,"24.9794367,121.2667818",1,1108.0,桃園分局,,O,,,,桃園區雙龍街8巷16弄1號之1
公寓,衛生福利部桃園醫院,EMA00324,龍山里,"24.9781864,121.2685878",1,973.0,桃園分局,,O,,,,桃園區中山路1492號
公寓,衛生福利部桃園療養院,EMA00325,龍山里,"24.979286,121.2681564",1,125.0,桃園分局,,O,,,,桃園區龍壽街71號
大樓,宏國第一選,T97104,龍鳳里,"24.9887773,121.2801277",1、2,2738.0,桃園分局,,O,,,,桃園區國強七街11-2號
公寓,私人住宅,EMA00327,龍山里,"24.9821259,121.2669819",1,34.0,桃園分局,,,,,,桃園區龍壽街145巷7號
公寓,私人住宅,EMA00328,龍山里,"24.9821615,121.2664998",1,86.0,桃園分局,,,,,,桃園區龍壽街145巷45號
公寓,私人住宅,EMA00329,龍山里,"24.982146,121.266096",1,245.0,桃園分局,,,,,,桃園區龍壽街145巷49弄8號
公寓,私人住宅,EMA00330,龍山里,"24.982189,121.266129",1,212.0,桃園分局,,,,,,桃園區龍壽街145巷49弄1-1號
公寓,私人住宅,EMA00331,龍山里,"24.9809482,121.2674426",1,86.0,桃園分局,,,,,,桃園區龍壽街145巷20號
公寓,私人住宅,EMA00332,龍山里,"24.9826299,121.2675924",1,86.0,桃園分局,,,,,,桃園區龍壽街145巷18號
公寓,私人住宅,EMA00333,龍山里,"24.982651,121.267638",1,24.0,桃園分局,,,,,,桃園區龍壽街145巷16號
公寓,私人住宅,EMA00334,龍山里,"24.9822438,121.2670926",1,38.0,桃園分局,,,,,,桃園區龍壽街145巷12號
