類別,建築物名稱,電腦編號,村里別,緯經度,地下樓層數,可容納人數,轄管分局,備註,停車場坡道
公寓,瑞士花園,EMA01072,中泰里,"24.9862333,121.2887578",1,1467.0,桃園分局,,v
公寓,必富邑E區,EMA01073,龍祥里,"24.9823113,121.2718572",1、2,377.0,桃園分局,," "
公寓,必富邑B區,EMA01087,龍壽里,"24.9831163,121.271568",1、2,920.0,桃園分局,," "
公務機關,桃園市桃園區龍山國民小學,EMA01088,龍壽里,"24.9803574,121.2699031",1,813.0,桃園分局,,v
公寓,必富邑C區,EMA01089,龍壽里,"24.9828615,121.2717116",1,1059.0,桃園分局,,v
公寓,宏國真愛F區,EMA01121,龍鳳里,"24.987002,121.2793322",1,985.0,桃園分局,,v
公寓,宏國真愛D區,EMA01125,龍鳳里,"24.9881135,121.2782341",1,889.0,桃園分局,,v
公寓,宏國真愛C區,EMA01126,龍鳳里,"24.9876181,121.2789853",1、2,1481.0,桃園分局,,v
公寓,波特曼社區,EMA01127,龍安里,"24.9929289,121.2752414",1、2、3,1891.0,桃園分局,,v
公寓,幸福社區,EMA01140,龍鳳里,"24.9879376,121.2795753",1,1422.0,桃園分局,,v
公寓,必富邑G區,EMA01141,龍壽里,"24.9839378,121.2718771",1、2,787.0,桃園分局,,v
公寓,宏國真愛E區,EMA01142,龍鳳里,"24.9870383,121.2790588",1、2,3603.0,桃園分局,,v
公寓,必富邑F區,EMA01152,龍祥里,"24.9809612,121.2715921",1、2,787.0,桃園分局,,v
大樓,維也納B區,EMA01154,中泰里,"24.985417,121.288379",1、2,984.0,桃園分局,,v
公寓,英倫皇家,EMA01155,中泰里,"24.987285,121.2871839",1、2,5210.0,桃園分局,,v
公寓,衛生福利部桃園醫院,EMA01156,龍山里,"24.9781864,121.2685878",1、2,7116.0,桃園分局,,v
公寓,長鼎電機工業股份有限公司,EMA01157,龍山里,"24.983667,121.2679625",1、2,842.0,桃園分局,,v
公寓,幸福二期社區,EMA01161,龍鳳里,"24.9883694,121.2788718",1,1198.0,桃園分局,,v
公寓,公寓,EMA01164,中聖里,"24.9885437,121.2887947",1、2,952.0,桃園分局,," "
公寓,公寓,EMA01183,龍鳳里,"24.9895262,121.2808714",1、2,720.0,桃園分局,,v
公寓,維也納A區,EMA01184,中泰里,"24.985731,121.288422",1、2,2031.0,桃園分局,,v
公務機關,必富邑D區,EMA01186,龍壽里,"24.980221,121.2679059",1、2,842.0,桃園分局,,v
公寓,公寓,EMA01199,龍安里,"24.9915243,121.2790991",1、2,842.0,桃園分局,,v
公寓,愛買,EMA01214,中信里,"24.9896366,121.2867765",1、2,4877.0,桃園分局,,v
公寓,新名人賞,EMA01225,中聖里,"24.988887,121.287148",1、2、3,1646.0,桃園分局,,v
公寓,臻好社區,EMA01227,龍壽里,"24.9803272,121.2706585",1、2,1410.0,桃園分局,,v
,,,,,,,,,
公務機關,桃園市桃園區大有國民小學,EMA01219,大有里,"25.0097059, 121.3203199",1,3527.0,桃園分局,,v
