"建築物名稱the names of the buildings","電腦編號 serial number",村里別village,"地址 address","緯經度 latitude and longitude","地下樓層數number of basement levels",可容納人數capacity,轄管分局jurisdiction,"備駐 notes"
—,QMA01820,清溪里,屏東縣屏東市清溪里15鄰建國路332巷16號,"22.661433846075706, 120.46782855671353",1,90.0,屏東分局,
—,QMA01832,清溪里,屏東縣屏東市清溪里15鄰建國路332巷25號,"22.661156256575758, 120.46746821413397",1,71.0,屏東分局,
—,QMA01834,清溪里,屏東縣屏東市清溪里15鄰建國路332巷29號,"22.661257911780066, 120.46743067648357",1,42.0,屏東分局,
—,QMA01829,清溪里,屏東縣屏東市清溪里15鄰建國路332巷32號,"22.661367186914482, 120.46723798814021",1,74.0,屏東分局,
—,QMA01827,清溪里,屏東縣屏東市清溪里15鄰建國路332巷33號,"22.661244669580547, 120.46715941468781",1,21.0,屏東分局,
—,QMA01821,清溪里,屏東縣屏東市清溪里15鄰建國路332巷36號,"22.661583240016338, 120.46750969034451",1,20.0,屏東分局,
—,QMA01824,清溪里,屏東縣屏東市清溪里15鄰建國路332巷39號,"22.6612764989438, 120.46669844557893",1,97.0,屏東分局,
—,QMA01823,清溪里,屏東縣屏東市清溪里15鄰建國路332巷41號,"22.66117002871393, 120.46600653602717",1,32.0,屏東分局,
—,QMA01833,清溪里,屏東縣屏東市清溪里15鄰建國路332巷43號,"22.66115703422386, 120.46592271700091",1,82.0,屏東分局,
—,QMA01828,清溪里,屏東縣屏東市清溪里15鄰建國路362號,"22.659414231709377, 120.46854108223084",1,216.0,屏東分局,
—,QMA01818,清溪里,屏東縣屏東市清溪里15鄰建國路374號,"22.658812359864406, 120.46802865624497",1,40.0,屏東分局,
和泰汽車/屏東分公司,QMA02107,清溪里,屏東縣屏東市清溪里15鄰建國路382-2號,"22.658247789499857, 120.46753695741101",1,160.0,屏東分局,
—,QMA01825,清溪里,屏東縣屏東市清溪里15鄰建國路384-2號,"22.65744988537727, 120.46716082868441",1,24.0,屏東分局,
順益汽車/屏東營業所,QMA01819,清溪里,屏東縣屏東市清溪里15鄰建國路386號,"22.6573348232902, 120.46710743064232",1,132.0,屏東分局,
—,QMA01822,清溪里,屏東縣屏東市清溪里15鄰建國路386-1號,"22.656892146776165, 120.46676128768296",1,21.0,屏東分局,
—,QMA01825,清溪里,屏東縣屏東市清溪里15鄰建國路390號,"22.656538720422294, 120.46670196199045",1,52.0,屏東分局,
四季雅築大樓,QMA02124,清溪里,屏東縣屏東市清溪里26鄰大武路299號,"22.661534073526447, 120.47285312672352",1,266.0,屏東分局,
公園生活家大樓管委,QMA01868,清溪里,屏東縣屏東市清溪里26鄰大武路307～319號,"22.66192296191226, 120.4727887967841",1,670.0,屏東分局,
—,QMA01972,清溪里,屏東縣屏東市清溪里14鄰和生路二段462號,"22.654512985140816, 120.47276933828032",1,22.0,屏東分局,
—,QMA01970,清溪里,屏東縣屏東市清溪里14鄰和生路二段470號,"22.654587220835275, 120.47248715462128",1,40.0,屏東分局,
—,QMA01975,清溪里,屏東縣屏東市清溪里14鄰和生路二段538號,"22.655000870894828, 120.47083860517172",1,50.0,屏東分局,
—,QMA01847,清溪里,屏東縣屏東市清溪里24鄰清寧街4號,"22.660294332110805, 120.4728999458522",1,28.0,屏東分局,
—,QMA01846,清溪里,屏東縣屏東市清溪里24鄰清寧街6號,"22.660291591000846, 120.47284149979106",1,28.0,屏東分局,
—,QMA01844,清溪里,屏東縣屏東市清溪里24鄰清寧街12號,"22.660297049384415, 120.47270436421445",1,25.0,屏東分局,
—,QMA01845,清溪里,屏東縣屏東市清溪里24鄰清寧街16號,"22.660296111806144, 120.4726195464233",1,42.0,屏東分局,
國家大使館大樓,QMA01867,清溪里,屏東縣屏東市清溪里27鄰清寧街26～34號,"22.660247380105485, 120.47193032303727",1,1794.0,屏東分局,
—,QMA01850,清溪里,屏東縣屏東市清溪里25鄰清寧街105號,"22.660742745826408, 120.47088009411134",1,50.0,屏東分局,
—,QMA01849,清溪里,屏東縣屏東市清溪里25鄰清寧路107號,"22.66072804092728, 120.47083565930477",1,50.0,屏東分局,
—,QMA01851,清溪里,屏東縣屏東市清溪里25鄰清寧街109號,"22.660751440366965, 120.47086277582439",1,50.0,屏東分局,
歡天喜第大樓,QMA02048,清溪里,屏東縣屏東市清溪里27鄰清寧街130巷2號,"22.661041381963777, 120.47130396631638",1,988.0,屏東分局,
侑園社區,QMA02045,清溪里,屏東縣屏東市清溪里27鄰清寧街130巷6～24號,"22.660865950292767, 120.47161117784032",1,600.0,屏東分局,
—,QMA01866,清溪里,屏東縣屏東市清溪里27鄰清寧街130巷7～11號,"22.661147356688414, 120.47189447348124",1,849.0,屏東分局,
—,QMA01848,清溪里,屏東縣屏東市清溪里16鄰清寧街178號,"22.662149814368764, 120.47188807919332",1,40.0,屏東分局,
—,QMA01863,清溪里,屏東縣屏東市清溪里28鄰清寧街200號,"22.66256279723741, 120.47215208331005",1,20.0,屏東分局,
新理想家大樓,QMA02044,清溪里,屏東縣屏東市清溪里32鄰清寧街213～227號,"22.66321001037993, 120.47261867838344",1.2,2154.0,屏東分局,
—,QMA01973,清溪里,屏東縣屏東市清溪里21鄰清世街205號,"22.65723235890388, 120.47247139679924",1,43.0,屏東分局,
—,QMA01985,清溪里,屏東縣屏東市清溪里21鄰清世街207號,"22.65719741490826, 120.47251238905716",1,43.0,屏東分局,
—,QMA01984,清溪里,屏東縣屏東市清溪里14鄰清世街241巷207號,"22.65708943061719, 120.47328492046718",1,50.0,屏東分局,
國品建設大樓,QMA01979,清溪里,屏東縣屏東市清溪里23鄰武威街129號,"22.65752331280999, 120.47336919385657",1,309.0,屏東分局,
—,QMA01980,清溪里,屏東縣屏東市清溪里23鄰武威街149號,"22.657969045287665, 120.47362735501596",1,41.0,屏東分局,
—,QMA01968,清溪里,屏東縣屏東市清溪里16鄰清進巷175號,"22.65247682724666, 120.46442193008565",1,16.0,屏東分局,
—,QMA01982,清溪里,屏東縣屏東市清溪里11鄰興中巷16-1號,"22.658988843148666, 120.47036478802302",1,40.0,屏東分局,
—,QMA01839,前進里,屏東縣屏東市前進里09鄰建國路405巷100弄29號,"22.650190721947663, 120.46040691607577",1,413.0,屏東分局,
—,QMA01837,前進里,屏東縣屏東市前進里09鄰建國路405巷100弄31號,"22.65028535501506, 120.4606459733019",1,20.0,屏東分局,
尚喜企業有限公司,QMA01838,前進里,屏東縣屏東市前進里09鄰建國路405巷100弄36號,"22.65110829656387, 120.46115792048539",1,276.0,屏東分局,
—,QMA01967,前進里,屏東縣屏東市前進里16鄰路清進巷164號之19,"22.651646888601558, 120.46680063958331",1,16.0,屏東分局,
—,QMA01897,大洲里,屏東縣屏東市大洲里08鄰清進街20號,"22.63980887745217, 120.46416347796276",1,78.0,屏東分局,
—,QMA01898,大洲里,屏東縣屏東市大洲里04鄰大洲32號,"22.640555242184313, 120.46209547268927",1,93.0,屏東分局,
富鼎大樓,QMA02051,崇蘭里,屏東縣屏東市崇蘭里03鄰博愛路351號,"22.68342337406384, 120.48066710356532",1,540.0,屏東分局,
獻府大樓,QMA00464,崇蘭里,屏東縣屏東市崇蘭里06鄰博愛路388號,"22.68505403735494, 120.4809536883345",1,95.0,屏東分局,
安和醫院,QMA02052,崇蘭里,屏東縣屏東市崇蘭里01鄰自由路598號,"22.683479641103588, 120.48366971109334",1,645.0,屏東分局,
青梅竹馬大樓,QMA00463,崇蘭里,屏東縣屏東市崇蘭里12鄰自由路736號,"22.682372950171175, 120.47884854892513",1,220.0,屏東分局,
中山商業大樓,QMA02053,崇蘭里,屏東縣屏東市崇蘭里01鄰中山路187號,"22.684115833635328, 120.48424955001776",1.2,1150.0,屏東分局,
—,QMA00446,崇蘭里,屏東縣屏東市崇蘭里17鄰中山路341號,"22.687956874172183, 120.48403474397126",1,52.0,屏東分局,
崇蘭國小,QMA00457,崇蘭里,屏東縣屏東市崇蘭里17鄰廣東路1259號,"22.684015310851844, 120.47808864283711",1,2596.0,屏東分局,
漢景鼎園大樓,QMA02088,崇蘭里,屏東縣屏東市崇蘭里35鄰廣東路1406號,"22.68613448903646, 120.47802730512122",1,983.0,屏東分局,
陽光大樓,QMA02089,崇蘭里,屏東縣屏東市崇蘭里27鄰廣東路1430號,"22.685516146027435, 120.47731371468588",1,2282.0,屏東分局,
天運大樓,QMA00461,崇蘭里,屏東縣屏東市崇蘭里26鄰廣東路1516～1526號,"22.683789109829664, 120.47568887018687",1,350.0,屏東分局,
大同中學/格致樓,QMA00448,潭墘里,屏東縣屏東市潭墘里01鄰和平路429號,"22.678147006286114, 120.47751255729756",1,269.0,屏東分局,
大同中學/同心樓,QMA02065,潭墘里,屏東縣屏東市潭墘里01鄰和平路429號,"22.678428095817146, 120.4776526942935",1,1717.0,屏東分局,
京都鎮大樓,QMA00453,潭墘里,屏東縣屏東市潭墘里28鄰大同北路111～233號,"22.68172230832015, 120.47470779183149",1,289.0,屏東分局,
英雄大樓,QMA00447,潭墘里,屏東縣屏東市潭墘里04鄰崇明四街1-3號,"22.680984548923814, 120.47742465868176",1,150.0,屏東分局,
—,QMA00456,潭墘里,屏東縣屏東市潭墘里18鄰崇陽街11號,"22.683065151153187, 120.47643488156596",1,67.0,屏東分局,
自由藝術宮廷大樓,QMA00458,潭墘里,屏東縣屏東市潭墘里08鄰蘭州街142～148號,"22.679690626626325, 120.47581444127624",1,800.0,屏東分局,
滿堂紅社區,QMA00460,崇陽里,屏東縣屏東市崇陽里07鄰廣東路1586巷1弄1號,"22.683092819478464, 120.47464026067202",1,276.0,屏東分局,
尖美東山河社區大樓,QMA00462,崇陽里,屏東縣屏東市崇陽里26鄰機場北路490號,"22.685747094322863, 120.47178847292443",1.2,95682.0,屏東分局,
簡單的幸福大樓,QMA02066,崇陽里,屏東縣屏東市崇陽里29鄰機場北路500號,"22.686379909051773, 120.471705205196",1,4802.0,屏東分局,
英格蘭小鎮社區,QMA00459,崇陽里,屏東縣屏東市崇陽里14鄰古松西巷682～731號,"22.688048137733073, 120.47439691050418",1,400.0,屏東分局,
寶建醫院/A棟,QMA02020,空翔里,屏東縣屏東市空翔里21鄰中山路119號,"22.681531215560742, 120.48442036195189",1,1426.0,屏東分局,
寶建醫院/B棟,QMA02021,空翔里,屏東縣屏東市空翔里21鄰中山路123號,"22.681801147788033, 120.48436555086866",1,316.0,屏東分局,
勝利錄大樓,QMA00455,空翔里,屏東縣屏東市空翔里15鄰博愛路263號之2,"22.679445518702792, 120.48094602760159",1,1845.0,屏東分局,
崇仁國宅/乙區大樓,QMA01991,空翔里,屏東縣屏東市空翔里23鄰博愛路335號,"22.682817707015825, 120.48049228280425",1,2629.0,屏東分局,
崇仁國宅/甲區大樓,QMA01990,空翔里,屏東縣屏東市空翔里12鄰博愛路336號,"22.682779963501787, 120.4809673421136",1,10892.0,屏東分局,
勝利新城大樓,QMA00449,空翔里,屏東縣屏東市空翔里01鄰蘭州街33號,"22.67983772524563, 120.48118068378585",1,2806.0,屏東分局,
空翔新城大樓,QMA01992,空翔里,屏東縣屏東市空翔里05鄰迪化街35號,"22.68059181320049, 120.48119777462843",1,2806.0,屏東分局,
自由帝國/A區,QMA02090,空翔里,屏東縣屏東市空翔里18鄰迪化街75號,"22.68033258632227, 120.47746346854836",1,2228.0,屏東分局,
自由帝國/B區,QMA02091,空翔里,屏東縣屏東市空翔里21鄰迪化街178號,"22.680578063518457, 120.47809004245251",1,1638.0,屏東分局,
社區華廈,QMA02092,空翔里,屏東縣屏東市空翔里24鄰迪化一街54號,"22.68163289350645, 120.48197536853336",1,426.0,屏東分局,
社區華廈,QMA00454,空翔里,屏東縣屏東市空翔里24鄰迪化一街59號,"22.681430864921538, 120.48198288068134",1,309.0,屏東分局,
縣府美滿儷景大樓,QMA00757,空翔里,屏東縣屏東市空翔里11鄰迪化二街64號,"22.682413186220064, 120.48171632128201",1,1536.0,屏東分局,
崇仁國宅/丙棟大樓,QMA00464,空翔里,屏東縣屏東市空翔里10鄰迪化二街71號,"22.682193899070427, 120.48120209366232",1,293.0,屏東分局,
崇仁國宅/丁棟大樓,QMA00465,空翔里,屏東縣屏東市空翔里23鄰迪化二街75號,"22.682190268784957, 120.48071384820999",1,293.0,屏東分局,
—,QMA00445,廣興里,屏東縣屏東市廣興里17鄰中山路286號,"22.686630920363847, 120.48443715775302",1,24.0,屏東分局,
屏東監理站/行政樓,QMA02022,廣興里,屏東縣屏東市廣興里09鄰忠孝路222號,"22.692867261867562, 120.48907463068765",1,1120.0,屏東分局,共有2處、總計可容納人數1382人
屏東監理站/違規大樓,QMA02023,廣興里,屏東縣屏東市廣興里09鄰忠孝路222號,"22.69281576796256, 120.48904887004423",1,262.0,屏東分局,共有2處、總計可容納人數1382人
廣興宮,QMA00450,廣興里,屏東縣屏東市廣興里09鄰廣興96號,"22.691331106991683, 120.48344348890323",1,600.0,屏東分局,
—,QMA00016,永城里,屏東縣屏東市永城里01鄰中山路72-2號,"22.67747155203739, 120.48503460176748",1,16.0,屏東分局,
—,QMA00017,永城里,屏東縣屏東市永城里01鄰中山路72-3號,"22.677503725041092, 120.48503460176748",1,16.0,屏東分局,
—,QMA00018,永城里,屏東縣屏東市永城里01鄰中山路72-4號,"22.677542085151046, 120.48501850851441",1,16.0,屏東分局,
—,QMA00019,永城里,屏東縣屏東市永城里01鄰中山路72-5號,"22.67756435875835, 120.48503594287189",1,16.0,屏東分局,
福安宮,QMA00451,永城里,屏東縣屏東市永城里06鄰博愛路180號,"22.67776889698609, 120.48122025906305",1,35.0,屏東分局,
—,QMA00452,永城里,屏東縣屏東市永城里22鄰勝利路219號,"22.67885942909122, 120.47892933216362",1,23.0,屏東分局,
香榭馥邑大樓,QMA02068,永城里,屏東縣屏東市永城里22鄰勝利路249號,"22.67884021939602, 120.47826259597132",1,1008.0,屏東分局,
屏東縣審計室,QMA00021,永城里,屏東縣屏東市永城里02鄰信義路155號,"22.678672157931565, 120.48902955030188",1,433.0,屏東分局,
東山寺/圖書館,QMA00012,永城里,屏東縣屏東市永城里01鄰修德巷6號,"22.677457631580463, 120.48635439338085",1,33.0,屏東分局,共有2處、總計可容納人數235人
東山寺/安樂塔,QMA00013,永城里,屏東縣屏東市永城里01鄰修德巷6號,"22.67748485489455, 120.48655958235712",1,202.0,屏東分局,共有2處、總計可容納人數235人
—,QMA00020,永城里,屏東縣屏東市永城里01鄰道德巷4號,"22.6775852432421, 120.48753787452661",1,16.0,屏東分局,
創世基金會/屏東分院,QMA00470,湖西里,屏東縣屏東市湖西里12鄰和生路一段55號,"22.659516727209194, 120.5081115788717",1,1408.0,屏東分局,
歸來國小,QMA00468,湖西里,屏東縣屏東市湖西里01鄰歸國巷1號,"22.658971574031057, 120.50909785636203",1,1390.0,屏東分局,
—,QMA00492,瑞光里,屏東縣屏東市瑞光里09鄰民生路2之25號,"22.660992256971802, 120.51017771188027",1,26.0,屏東分局,
特力屋/屏東分公司,QMA02010,瑞光里,屏東縣屏東市瑞光里09鄰民生路2之27號,"22.660900209541254, 120.50993912313913",1,3148.0,屏東分局,
—,QMA00493,瑞光里,屏東縣屏東市瑞光里09鄰民生路2之29號,"22.661045472558673, 120.50992826645812",1,26.0,屏東分局,
—,QMA00494,瑞光里,屏東縣屏東市瑞光里19鄰民生路3之13號,"22.660976025275417, 120.50935740591767",1,22.0,屏東分局,
屏東縣演藝廳,QMA00567,瑞光里,屏東縣屏東市瑞光里04鄰民生路4之17號,"22.6637641829881, 120.50583412431567",1,7944.0,屏東分局,
屏東大學/民生校區/五育樓,QMA00538,瑞光里,屏東縣屏東市瑞光里04鄰民生路4之18號,"22.665410999360386, 120.5044403843759",2,10564.0,屏東分局,共有4處、總計可容納人數14505人
屏東大學/民生校區/小東樓,QMA00542,瑞光里,屏東縣屏東市瑞光里04鄰民生路4之18號,"22.665760138107846, 120.50582769052646",1,201.0,屏東分局,共有4處、總計可容納人數14505人
屏東大學/民生校區/四教樓,QMA00543,瑞光里,屏東縣屏東市瑞光里04鄰民生路4之18號,"22.666225870580394, 120.50593211398727",1,2956.0,屏東分局,共有4處、總計可容納人數14505人
屏東大學/民生校區/人文館,QMA00540,瑞光里,屏東縣屏東市瑞光里04鄰民生路4之18號,"22.666306169120627, 120.50470513941094",1,784.0,屏東分局,共有4處、總計可容納人數14505人
—,QMA00529,瑞光里,屏東縣屏東市瑞光里19鄰民生路5號,"22.661055746848973, 120.50910666945532",1,666.0,屏東分局,
—,QMA00539,瑞光里,屏東縣屏東市瑞光里01鄰民生路6號之5,"22.663475237211333, 120.5072663239073",1,53.0,屏東分局,
—,QMA00495,瑞光里,屏東縣屏東市瑞光里19鄰民生路7之3號,"22.66136034313321, 120.5085594855282",1,22.0,屏東分局,
—,QMA00496,瑞光里,屏東縣屏東市瑞光里19鄰民生路7號之4,"22.661380763015387, 120.50851724073898",1,29.0,屏東分局,
—,QMA00497,瑞光里,屏東縣屏東市瑞光里19鄰民生路9號之1,"22.661427790611235, 120.50824164378064",1,64.0,屏東分局,
—,QMA00498,瑞光里,屏東縣屏東市瑞光里17鄰民生路11號,"22.66146721824721, 120.50823660726874",1,17.0,屏東分局,
—,QMA00499,瑞光里,屏東縣屏東市瑞光里28鄰民生路31號之11,"22.661905145276446, 120.50761971391259",1,49.0,屏東分局,
—,QMA00500,瑞光里,屏東縣屏東市瑞光里28鄰民生路31號之12,"22.66180122702028, 120.50766744900282",1,49.0,屏東分局,
—,QMA00501,瑞光里,屏東縣屏東市瑞光里28鄰民生路31號之13,"22.661866199153348, 120.507798877236",1,49.0,屏東分局,
—,QMA00502,瑞光里,屏東縣屏東市瑞光里28鄰民生路31號之14,"22.66171809733892, 120.50777328013531",1,48.0,屏東分局,
—,QMA00503,瑞光里,屏東縣屏東市瑞光里28鄰民生路31號之15,"22.661694583592748, 120.50781418382013",1,50.0,屏東分局,
—,QMA00478,瑞光里,屏東縣屏東市瑞光里04鄰民生路49之5號,"22.662334353599256, 120.50664900733028",1,40.0,屏東分局,
—,QMA00477,瑞光里,屏東縣屏東市瑞光里04鄰民生路49之6號,"22.662414794970758, 120.50655378891645",1,41.0,屏東分局,
—,QMA00476,瑞光里,屏東縣屏東市瑞光里04鄰民生路49之7號,"22.662456276863185, 120.50652294318104",1,40.0,屏東分局,
—,QMA00487,瑞光里,屏東縣屏東市瑞光里04鄰民生路49之11號,"22.662410463513485, 120.50662553800294",1,21.0,屏東分局,
—,QMA00479,瑞光里,屏東縣屏東市瑞光里04鄰民生路49之13號,"22.662427194227718, 120.50660877386393",1,46.0,屏東分局,
屏東菸葉廠,QMA00466,瑞光里,屏東縣屏東市瑞光里33鄰民生路57之3號,"22.662762765523542, 120.50595993632395",1,16.0,屏東分局,
—,QMA00468,瑞光里,屏東縣屏東市瑞光里33鄰民生路57之10號,"22.662967882609998, 120.50576786722863",1,32.0,屏東分局,
—,QMA00488,瑞光里,屏東縣屏東市瑞光里33鄰民生路57之11號,"22.662841468030557, 120.50578310740923",1,34.0,屏東分局,
—,QMA00484,瑞光里,屏東縣屏東市瑞光里33鄰民生路57之22號,"22.664054309648975, 120.50368308628275",1,14.0,屏東分局,
—,QMA00481,瑞光里,屏東縣屏東市瑞光里33鄰民生路57之34號,"22.66395347980167, 120.5036014425646",1,42.0,屏東分局,
—,QMA00480,瑞光里,屏東縣屏東市瑞光里33鄰民生路57之35號,"22.663920855823534, 120.50350569219435",1,53.0,屏東分局,
—,QMA00482,瑞光里,屏東縣屏東市瑞光里33鄰民生路57之36號,"22.663920855823534, 120.50328325671882",1,53.0,屏東分局,
—,QMA00483,瑞光里,屏東縣屏東市瑞光里15鄰民生路63之1號,"22.664779988328814, 120.50240873334114",1,45.0,屏東分局,
郵政總局/包裹集散處,QMA00554,瑞光里,屏東縣屏東市瑞光里13鄰民生東路3號,"22.65675954543831, 120.51646584572504",1,1966.0,屏東分局,
民生家商/商業大樓,QMA02027,瑞光里,屏東縣屏東市瑞光里13鄰民生東路12號,"22.658857221582096, 120.51359542944904",1,297.0,屏東分局,共有2處、總計可容納人數1969人
民生家商/家事大樓,QMA02028,瑞光里,屏東縣屏東市瑞光里13鄰民生東路12號,"22.65895082459938, 120.51408108218097",1,1672.0,屏東分局,共有2處、總計可容納人數1969人
國仁醫院,QMA00466,瑞光里,屏東縣屏東市瑞光里13鄰民生東路12-2號,"22.65831722501866, 120.51454905208686",1,2249.0,屏東分局,
屏東大學/屏商校區/資訊圖書中心,QMA00550,瑞光里,屏東縣屏東市瑞光里12鄰民生東路51號,"22.65723749342468, 120.51081920701557",1,1996.0,屏東分局,共有7處、總計可容納人數23015人
屏東大學/屏商校區/女生宿舍,QMA00548,瑞光里,屏東縣屏東市瑞光里12鄰民生東路51號,"22.65719271798267, 120.51019754562655",1,2394.0,屏東分局,共有7處、總計可容納人數23015人
屏東大學/屏商校區/學生活動中心,QMA00569,瑞光里,屏東縣屏東市瑞光里12鄰民生東路51號,"22.656709636330895, 120.51216461648843",1,954.0,屏東分局,共有7處、總計可容納人數23015人
屏東大學/屏商校區/行政大樓,QMA00570,瑞光里,屏東縣屏東市瑞光里12鄰民生東路51號,"22.657662185829004, 120.51229944419005",1,8045.0,屏東分局,共有7處、總計可容納人數23015人
屏東大學/屏商校區/學生餐廳,QMA00571,瑞光里,屏東縣屏東市瑞光里12鄰民生東路51號,"22.655882989873252, 120.51042423377187",1,97.0,屏東分局,共有7處、總計可容納人數23015人
屏東大學/屏商校區/教學一館,QMA00572,瑞光里,屏東縣屏東市瑞光里12鄰民生東路51號,"22.65637383457007, 120.51170659487165",1,3533.0,屏東分局,共有7處、總計可容納人數23015人
屏東大學/屏商校區/教學二館,QMA00573,瑞光里,屏東縣屏東市瑞光里12鄰民生東路51號,"22.656079446755985, 120.51165534490958",1,5996.0,屏東分局,共有7處、總計可容納人數23015人
—,QMA00556,瑞光里,屏東縣屏東市瑞光里11鄰民生東路56巷2弄1號,"22.660119494128562, 120.51167454934937",1,22.0,屏東分局,
—,QMA00557,瑞光里,屏東縣屏東市瑞光里11鄰民生東路56巷2弄2號,"22.66013699389478, 120.51169606973662",1,22.0,屏東分局,
—,QMA00567,瑞光里,屏東縣屏東市瑞光里11鄰民生東路56巷2弄3號,"22.660166687275296, 120.51169425611538",1,22.0,屏東分局,
—,QMA00559,瑞光里,屏東縣屏東市瑞光里11鄰民生東路56巷2弄4號,"22.6602051929192, 120.5117030284304",1,22.0,屏東分局,
—,QMA00560,瑞光里,屏東縣屏東市瑞光里11鄰民生東路56巷2弄5號,"22.66023867657622, 120.5117236459347",1,22.0,屏東分局,
—,QMA00561,瑞光里,屏東縣屏東市瑞光里11鄰民生東路56巷2弄6號,"22.660267446354922, 120.51173840422942",1,22.0,屏東分局,
—,QMA00566,瑞光里,屏東縣屏東市瑞光里11鄰民生東路56巷2弄21號,"22.66015693839376, 120.51184359858166",1,22.0,屏東分局,
—,QMA00565,瑞光里,屏東縣屏東市瑞光里11鄰民生東路56巷2弄22號,"22.66003110834231, 120.51195006927219",1,22.0,屏東分局,
—,QMA00564,瑞光里,屏東縣屏東市瑞光里11鄰民生東路56巷2弄23號,"22.660088693682496, 120.51182329664621",1,22.0,屏東分局,
—,QMA00563,瑞光里,屏東縣屏東市瑞光里11鄰民生東路56巷2弄24號,"22.66005592882016, 120.51180241698799",1,22.0,屏東分局,
—,QMA00562,瑞光里,屏東縣屏東市瑞光里11鄰民生東路56巷2弄25號,"22.660019697219866, 120.51180174960112",1,22.0,屏東分局,
—,QMA00555,瑞光里,屏東縣屏東市瑞光里11鄰民生東路56巷24弄7號,"22.66076518670898, 120.51191027648662",1,66.0,屏東分局,
—,QMA00546,瑞光里,屏東縣屏東市瑞光里11鄰民生東路56巷24弄9號,"22.660802677622613, 120.51199219913768",1,66.0,屏東分局,
台糖椰林學苑,QMA02113,瑞光里,屏東縣屏東市瑞光里10鄰民生東路66巷1號,"22.660948207885596, 120.51065935741634",1,2426.0,屏東分局,
—,QMA00572,瑞光里,屏東縣屏東市瑞光里10鄰民生東路70號,"22.66138475366671, 120.50997589914074",1,76.0,屏東分局,
—,QMA00571,瑞光里,屏東縣屏東市瑞光里10鄰民生東路76號,"22.661561383956734, 120.51005463721054",1,93.0,屏東分局,
—,QMA00570,瑞光里,屏東縣屏東市瑞光里10鄰民生東路78號,"22.661761869647304, 120.51006268383706",1,82.0,屏東分局,
學府寧靜大樓,QMA00471,瑞光里,屏東縣屏東市瑞光里14鄰民興路29號,"22.663910387002318, 120.50220099821577",1,73.0,屏東分局,
長杰哈佛特區大樓,QMA00472,瑞光里,屏東縣屏東市瑞光里14鄰民興路42號,"22.663910387002318, 120.50220099821577",1,806.0,屏東分局,
—,QMA00474,瑞光里,屏東縣屏東市瑞光里04鄰歸仁路103之1號,"22.660038270787553, 120.50603901116833",1,69.0,屏東分局,
—,QMA00486,瑞光里,屏東縣屏東市瑞光里04鄰歸仁路107號,"22.661574016469412, 120.50681783974345",1,26.0,屏東分局,
—,QMA00485,瑞光里,屏東縣屏東市瑞光里04鄰歸仁路107之1號,"22.661698834514013, 120.50683461574144",1,26.0,屏東分局,
—,QMA00489,瑞光里,屏東縣屏東市瑞光里28鄰歸仁路158號,"22.660945986889576, 120.50676443660032",1,40.0,屏東分局,
屏東縣農會大樓,QMA00568,瑞光里,屏東縣屏東市瑞光里04鄰瑞民路8號,"22.663385016042785, 120.50707974881782",1,7560.0,屏東分局,
—,QMA00473,瑞光里,屏東縣屏東市瑞光里04鄰和生路300號,"22.65963350728696, 120.5048276558713",1,52.0,屏東分局,
吉盟王朝大樓,QMA00551,瑞光里,屏東縣屏東市瑞光里19鄰和生路一段8～18號,"22.660072617861317, 120.50997299979673",1,410.0,屏東分局,
智慧家大樓,QMA02103,瑞光里,屏東縣屏東市瑞光里18鄰和生路一段90號,"22.660118882647968, 120.50826142192602",1,818.0,屏東分局,
—,QMA00504,瑞光里,屏東縣屏東市瑞光里18鄰和生路一段92號,"22.660087749733826, 120.50816033032491",1,13.0,屏東分局,
—,QMA00505,瑞光里,屏東縣屏東市瑞光里18鄰和生路一段94號,"22.660069157071206, 120.50811159662936",1,13.0,屏東分局,
—,QMA00506,瑞光里,屏東縣屏東市瑞光里18鄰和生路一段96號,"22.660090160078376, 120.50807861566052",1,13.0,屏東分局,
—,QMA00507,瑞光里,屏東縣屏東市瑞光里18鄰和生路一段98號,"22.66006933268047, 120.50804431349124",1,13.0,屏東分局,
—,QMA00508,瑞光里,屏東縣屏東市瑞光里18鄰和生路一段100號,"22.660098689057115, 120.50800391975808",1,13.0,屏東分局,
—,QMA00509,瑞光里,屏東縣屏東市瑞光里18鄰和生路一段102號,"22.66009703929437, 120.50797969444359",1,13.0,屏東分局,
—,QMA00510,瑞光里,屏東縣屏東市瑞光里18鄰和生路一段104號,"22.66003941416224, 120.50793920531893",1,13.0,屏東分局,
—,QMA00511,瑞光里,屏東縣屏東市瑞光里18鄰和生路一段106號,"22.660101415443105, 120.50789006425136",1,13.0,屏東分局,
—,QMA00512,瑞光里,屏東縣屏東市瑞光里18鄰和生路一段108號,"22.660035848795165, 120.50794552570068",1,13.0,屏東分局,
—,QMA00513,瑞光里,屏東縣屏東市瑞光里18鄰和生路一段110號,"22.66003484467792, 120.50793147562389",1,13.0,屏東分局,
—,QMA00514,瑞光里,屏東縣屏東市瑞光里18鄰和生路一段112號,"22.66003402022882, 120.50777445964286",1,13.0,屏東分局,
—,QMA00515,瑞光里,屏東縣屏東市瑞光里18鄰和生路一段114號,"22.66009203331632, 120.50772895337577",1,13.0,屏東分局,
—,QMA00516,瑞光里,屏東縣屏東市瑞光里18鄰和生路一段116號,"22.660033588898063, 120.50780050305208",1,13.0,屏東分局,
