編號,類別,村里別,地址,避難所在之地下樓層數,可容納人數,轄區分局,經度
1251.0,住宅,繼光里,臺中市中區繼光里18鄰綠川西路175巷27號,1.0,113.0,第一分局,"120.684307 "
1252.0,住宅,繼光里,臺中市中區繼光里18鄰綠川西路175巷27號之１,1.0,113.0,第一分局,"120.684307 "
1253.0,住宅,繼光里,臺中市中區繼光里18鄰綠川西路175巷31號,1.0,118.0,第一分局,"120.684219 "
1254.0,住宅,繼光里,臺中市中區繼光里18鄰綠川西路175巷33號,1.0,126.0,第一分局,"120.684186 "
1255.0,住宅,繼光里,臺中市中區繼光里19鄰成功路128巷12號,1.0,205.0,第一分局,"120.683803 "
1256.0,住宅,繼光里,臺中市中區繼光里19鄰成功路128巷18號,1.0,188.0,第一分局,"120.683964 "
1257.0,住宅,繼光里,臺中市中區繼光里19鄰成功路128巷4號,1.0,177.0,第一分局,"120.683646 "
1258.0,住宅,繼光里,臺中市中區繼光里19鄰繼光街123.125號,1.0,194.0,第一分局,"120.683757 "
1259.0,住宅,繼光里,臺中市中區繼光里21鄰成功路120號,1.0,400.0,第一分局,"120.683549 "
1260.0,住宅,繼光里,臺中市中區繼光里22鄰台灣大道1段138號,1.0,2538.0,第一分局,"120.682841 "
1261.0,住宅,繼光里,臺中市中區繼光里24鄰公園路5號,1.0,1098.0,第一分局,"120.685325 "
1262.0,住宅,繼光里,臺中市中區繼光里2鄰台灣大道1段99號,1.0,213.0,第一分局,"120.683002 "
1263.0,第四信用合作社,繼光里,臺中市中區繼光里4鄰中山路72號,1.0,236.0,第一分局,"120.682042 "
1264.0,住宅,繼光里,臺中市中區繼光里4鄰台灣大道1段141巷19號,1.0,162.0,第一分局,"120.682276 "
1265.0,莿桐花微旅,繼光里,臺中市中區繼光里4鄰台灣大道1段141巷5號,1.0,154.0,第一分局,"120.682416 "
1266.0,住宅,繼光里,臺中市中區繼光里4鄰繼光街73號,1.0,385.0,第一分局,"120.682413 "
1267.0,住宅,繼光里,臺中市中區繼光里5鄰中山路50號,1.0,126.0,第一分局,"120.682632 "
1268.0,住宅,繼光里,臺中市中區繼光里5鄰繼光街108號,1.0,106.0,第一分局,"120.682956 "
1269.0,住宅,繼光里,臺中市中區繼光里5鄰繼光街78號,1.0,144.0,第一分局,"120.682510 "
1270.0,住宅,繼光里,臺中市中區繼光里5鄰繼光街86號,1.0,190.0,第一分局,"120.682692 "
1271.0,住宅,繼光里,臺中市中區繼光里5鄰繼光街86號,1.0,400.0,第一分局,"120.682692 "
1272.0,住宅,繼光里,臺中市中區繼光里5鄰繼光街92號,1.0,212.0,第一分局,"120.682764 "
1273.0,住宅,繼光里,臺中市中區繼光里8鄰繼光街54號,1.0,102.0,第一分局,"120.681839 "
