編號,里別,地址,避難所在之地下樓層數,可容納人數,經度,緯度,轄管分局,"unnamed (1)","unnamed (2)","unnamed (3)"
251.0,文山里,臺中市南屯區文山里忠勇路91號之31,1.0,106.0,120.613378,24.154772,第四分局,,,
252.0,文山里,臺中市南屯區文山里忠勇路91號之33,1.0,106.0,120.612457,24.1459,第四分局,,,
253.0,文山里,臺中市南屯區文山里忠勇路97號,1.0,107.0,120.611255,24.135764,第四分局,,,
254.0,文山里,臺中市南屯區文山里忠勇路115號,1.0,704.0,120.610139,24.129275,第四分局,,,
255.0,文山里,臺中市南屯區文山里保安七街15號,1.0,1326.0,120.605941,24.1642,第四分局,,,
256.0,文山里,臺中市南屯區文山里保安七街27號,1.0,145.0,120.593243,24.148778,第四分局,,,
257.0,文山里,臺中市南屯區文山里保安七街35號,1.0,625.0,120.610648,24.145129,第四分局,,,
258.0,文山里,臺中市南屯區文山里保安七街62號,1.0,1007.0,120.608267,24.131535,第四分局,,,
259.0,文山里,臺中市南屯區文山里保安八街18號,1.0,1577.0,120.609044,24.135055,第四分局,,,
260.0,文山里,臺中市南屯區文山里保安八街30號,1.0,980.0,120.610208,24.135992,第四分局,,,
261.0,文山里,臺中市南屯區文山里保安十街148號,1.0,2961.0,120.613299,24.152473,第四分局,,,
262.0,文山里,臺中市南屯區文山里保安五街66之1號,1.0,260.0,120.6129,24.148372,第四分局,,,
263.0,文山里,臺中市南屯區文山里精科七路20號,1.0,1228.0,120.611463,24.138335,第四分局,,,
264.0,文山里,臺中市南屯區文山里精科二路10號,1.0,1522.0,120.613536,24.145547,第四分局,,,
265.0,文山里,臺中市南屯區文山里精科三路8號,2.0,10120.0,120.593937,24.139679,第四分局,,,
266.0,文山里,臺中市南屯區文山里精科中路22號,1.0,2972.0,120.608615,24.144992,第四分局,,,
267.0,文山里,臺中市南屯區文山里精科中路6號,1.0,63927.0,120.609098,24.144781,第四分局,,,
268.0,文山里,臺中市南屯區文山里精科中路20號,1.0,63927.0,120.608814,24.131506,第四分局,,,
269.0,文山里,臺中市南屯區文山里精科北路11號,1.0,321.0,120.594429,24.147867,第四分局,,,
270.0,文山里,臺中市南屯區文山里精科北路3號,1.0,1131.0,120.608171,24.131578,第四分局,,,
271.0,文山里,臺中市南屯區文山里精科路106號,1.0,994.0,120.608006,24.148454,第四分局,,,
272.0,文山里,臺中市南屯區文山里精科路136號,1.0,1272.0,120.612503,24.147005,第四分局,,,
273.0,文山里,臺中市南屯區文山里精科路13號,1.0,1100.0,120.608977,24.131777,第四分局,,,
274.0,文山里,臺中市南屯區文山里精科路142號,1.0,517.0,120.611254,24.135546,第四分局,,,
275.0,文山里,臺中市南屯區文山里精科路18號,1.0,2102.0,120.599546,24.149159,第四分局,,,
276.0,文山里,臺中市南屯區文山里精科路7號,1.0,789.0,120.61416,24.143001,第四分局,,,
277.0,文山里,臺中市南屯區文山里嶺東路309號,1.0,373.0,120.607091,24.136232,第四分局,,,
278.0,文山里,臺中市南屯區文山里嶺東路313號,1.0,698.0,120.611688,24.138714,第四分局,,,
279.0,文山里,臺中市南屯區文山里嶺東路321號,1.0,555.0,120.60959,24.145453,第四分局,,,
280.0,文山里,臺中市南屯區文山里嶺東路339號,1.0,771.0,120.612126,24.145576,第四分局,,,
281.0,文山里,臺中市南屯區文山里嶺東路870號,1.0,344.0,120.608911,24.145828,第四分局,,,
282.0,文心里,臺中市南屯區文心里大英街197號,1.0,1018.0,120.614287,24.148223,第四分局,,,
283.0,文心里,臺中市南屯區文心里大進街100號,1.0,214.0,120.614692,24.145232,第四分局,,,
284.0,文心里,臺中市南屯區文心里大進街102號,1.0,638.0,120.588486,24.14872,第四分局,,,
285.0,文心里,臺中市南屯區文心里大進街104號,1.0,440.0,120.591106,24.150051,第四分局,,,
286.0,文心里,臺中市南屯區文心里大進街106號,1.0,671.0,120.61066,24.133275,第四分局,,,
287.0,文心里,臺中市南屯區文心里大進街108號,1.0,757.0,120.609677,24.145665,第四分局,,,
288.0,文心里,臺中市南屯區文心里大進街71號,1.0,1111.0,120.612699,24.152782,第四分局,,,
289.0,文心里,臺中市南屯區文心里大進街96號,1.0,56.0,120.613196,24.139509,第四分局,,,
290.0,文心里,臺中市南屯區文心里大墩九街10號,1.0,138.0,120.608615,24.144992,第四分局,,,
291.0,文心里,臺中市南屯區文心里大墩二街231號,1.0,277.0,120.608006,24.148454,第四分局,,,
292.0,文心里,臺中市南屯區文心里大墩五街306號,1.0,773.0,120.597706,24.150524,第四分局,,,
293.0,文心里,臺中市南屯區文心里大墩六街61號,1.0,426.0,120.587961,24.148209,第四分局,,,
294.0,文心里,臺中市南屯區文心里文心路一段256號,1.0,1118.0,120.609885,24.138283,第四分局,,,
295.0,文心里,臺中市南屯區文心里文心路一段280號,1.0,92.0,120.609677,24.145665,第四分局,,,
296.0,文心里,臺中市南屯區文心里向上南路一段167號,1.0,604.0,120.591106,24.150051,第四分局,,,
297.0,文心里,臺中市南屯區文心里向上南路一段288號,1.0,1215.0,120.608911,24.145828,第四分局,,,
298.0,文心里,臺中市南屯區文心里向上路一段649號,1.0,560.0,120.609044,24.135055,第四分局,,,
299.0,豐樂里,臺中市南屯區文心南五路1段388號2樓之1,1.0,236.0,120.593243,24.148778,第四分局,,,
300.0,永定里,臺中市南屯區永定里8鄰文昌街227巷33號,1.0,71.0,120.6411,24.13238,第四分局,,,
301.0,永定里,臺中市南屯區永定里8鄰文昌街241號,1.0,71.0,120.63513,24.13812,第四分局,,,
302.0,永定里,臺中市南屯區永定里9鄰南美街30號,1.0,433.0,120.63481,24.13892,第四分局,,,
303.0,永定里,臺中市南屯區永定里五權西路2段801號,1.0,1345.0,120.636797,24.139707,第四分局,,,
304.0,永定里,臺中市南屯區永定里五權西路二段623號,1.0,481.0,120.63574,24.14323,第四分局,,,
305.0,永定里,臺中市南屯區永定里五權西路二段727號,1.0,893.0,120.63996,24.1416,第四分局,,,
306.0,永定里,臺中市南屯區永定里五權西路二段805號,1.0,1150.0,120.636671,24.14232,第四分局,,,
307.0,永定里,臺中市南屯區永定里文心南五路三段100號,1.0,2439.0,120.63544,24.143274,第四分局,,,
308.0,永定里,臺中市南屯區永定里文昌街148號,1.0,348.0,120.630926,24.143208,第四分局,,,
309.0,永定里,臺中市南屯區永定里文昌街206之1號,1.0,187.0,120.637964,24.138069,第四分局,,,
310.0,永定里,臺中市南屯區永定里文昌街220號,1.0,385.0,120.63623,24.13872,第四分局,,,
311.0,永定里,臺中市南屯區永定里文昌街226巷2號,1.0,385.0,120.635932,24.138612,第四分局,,,
312.0,永定里,臺中市南屯區永定里文昌街227巷11號,1.0,60.0,120.635881,24.138715,第四分局,,,
313.0,永定里,臺中市南屯區永定里文昌街227巷15號,1.0,60.0,120.635265,24.138352,第四分局,,,
314.0,永定里,臺中市南屯區永定里文昌街227巷17號,1.0,60.0,120.635246,24.138285,第四分局,,,
315.0,永定里,臺中市南屯區永定里文昌街227巷19號,1.0,74.0,120.635233,24.138245,第四分局,,,
316.0,永定里,臺中市南屯區永定里文昌街251號,1.0,74.0,120.63522,24.13821,第四分局,,,
317.0,永定里,臺中市南屯區永定里文昌街259號,1.0,74.0,120.63469,24.13891,第四分局,,,
318.0,永定里,臺中市南屯區永定里文昌街227巷21號,1.0,71.0,120.63457,24.1389,第四分局,,,
319.0,永定里,臺中市南屯區永定里文昌街227巷3號,1.0,60.0,120.63523,24.13831,第四分局,,,
320.0,永定里,臺中市南屯區永定里文昌街227巷5號,1.0,60.0,120.635292,24.138511,第四分局,,,
321.0,永定里,臺中市南屯區永定里文昌街261號,1.0,60.0,120.635289,24.138473,第四分局,,,
322.0,永定里,臺中市南屯區永定里文昌街227巷7號,1.0,60.0,120.63454,24.13891,第四分局,,,
323.0,永定里,臺中市南屯區永定里文昌街227巷9號,1.0,60.0,120.635283,24.138435,第四分局,,,
324.0,永定里,臺中市南屯區永定里文昌街228巷52號,1.0,62.0,120.635285,24.138393,第四分局,,,
325.0,永定里,臺中市南屯區永定里文昌街237號,1.0,519.0,120.635705,24.139659,第四分局,,,
326.0,永定里,臺中市南屯區永定里文昌街2號,1.0,161.0,120.634974,24.138656,第四分局,,,
327.0,永定里,臺中市南屯區永定里文昌路205巷29號,1.0,886.0,120.63926,24.13772,第四分局,,,
328.0,永定里,臺中市南屯區永定里永定巷7-1號,1.0,83.0,120.63622,24.13771,第四分局,,,
329.0,永定里,臺中市南屯區永定里永春東七路579之1號,1.0,1024.0,120.63356,24.13811,第四分局,,,
330.0,永定里,臺中市南屯區永定里永春東七路600號,1.0,519.0,120.63321,24.14061,第四分局,,,
331.0,永定里,臺中市南屯區永定里永春東七路679號,1.0,646.0,120.633769,24.141235,第四分局,,,
332.0,永定里,臺中市南屯區永定里永春路103號,1.0,858.0,120.633677,24.142596,第四分局,,,
333.0,永定里,臺中市南屯區永定里永春路18之26號,1.0,397.0,120.633176,24.141165,第四分局,,,
334.0,永定里,臺中市南屯區永定里永春路20號,1.0,608.0,120.63305,24.14167,第四分局,,,
335.0,永定里,臺中市南屯區永定里永福路130號,1.0,286.0,120.632097,24.141328,第四分局,,,
336.0,永定里,臺中市南屯區永定里南屯路3段1號之11,1.0,56.0,120.62925,24.14064,第四分局,,,
337.0,永定里,臺中市南屯區永定里南屯路二段222之3號,1.0,113.0,120.6343,24.14376,第四分局,,,
338.0,永定里,臺中市南屯區永定里益昌一街99號,1.0,1090.0,120.64971,24.13714,第四分局,,,
339.0,永定里,臺中市南屯區永定里益昌三街100號,1.0,103.0,120.631992,24.138808,第四分局,,,
340.0,永定里,臺中市南屯區永定里益昌五街41號,1.0,578.0,120.6313,24.14243,第四分局,,,
341.0,永定里,臺中市南屯區永定里益昌五街53號,1.0,376.0,120.63299,24.14364,第四分局,,,
342.0,永定里,臺中市南屯區永定里益豐路三段357號,1.0,537.0,120.632866,24.143453,第四分局,,,
343.0,永定里,臺中市南屯區永定里萬和路一段41號,1.0,3666.0,120.62835,24.13784,第四分局,,,
344.0,永定里,臺中市南屯區永定里萬和路二段232號,1.0,172.0,120.63826,24.13551,第四分局,,,
345.0,永定里,臺中市南屯區永定里萬和路二段36之19號,1.0,94.0,120.63982,24.13984,第四分局,,,
346.0,永定里,臺中市南屯區永定里黎明路39號,1.0,249.0,120.64021,24.14045,第四分局,,,
347.0,永定里,臺中市南屯區永定里黎明路二段109號,1.0,104.0,120.63725,24.1436,第四分局,,,
348.0,永定里,臺中市南屯區永定里黎明路二段71巷60號,1.0,3786.0,120.636726,24.144928,第四分局,,,
349.0,永定里,臺中市南屯區永定里龍富15路57號,1.0,469.0,120.636002,24.144155,第四分局,,,
350.0,永定里,臺中市南屯區永定里龍富十五路108號,1.0,569.0,120.635786,24.143998,第四分局,,,
351.0,永定里,臺中市南屯區永定里豐偉路81號,1.0,1422.0,120.631591,24.143031,第四分局,,,
352.0,田心里,臺中市南屯區田心里14鄰惠德街27號,2.0,427.0,120.644901,24.131297,第四分局,,,
353.0,田心里,臺中市南屯區田心里16鄰文心路一段1-1號,5.0,1647.0,120.6495606,24.14006938,第四分局,,,
354.0,田心里,臺中市南屯區田心里大同路61號,1.0,84.0,120.6453074,24.13941823,第四分局,,,
355.0,田心里,臺中市南屯區田心里大昌街851號,1.0,67.0,120.6275082,24.11046587,第四分局,,,
356.0,田心里,臺中市南屯區田心里大英西一街17號,1.0,93.0,120.6520531,24.15359516,第四分局,,,
357.0,田心里,臺中市南屯區田心里大英西一街82號,1.0,56.0,120.6514323,24.15596128,第四分局,,,
358.0,田心里,臺中市南屯區田心里大英街237號,1.0,513.0,120.6514165,24.15596146,第四分局,,,
359.0,田心里,臺中市南屯區田心里大英街24號,1.0,341.0,120.6514224,24.15596144,第四分局,,,
360.0,田心里,臺中市南屯區田心里大英街312號,1.0,123.0,120.6514168,24.15596126,第四分局,,,
361.0,田心里,臺中市南屯區田心里大英街3號,1.0,704.0,120.6514248,24.15596133,第四分局,,,
362.0,田心里,臺中市南屯區田心里大容東街36號,1.0,853.0,120.6514368,24.15596346,第四分局,,,
363.0,田心里,臺中市南屯區田心里大進西街49號,1.0,86.0,120.6514248,24.15596128,第四分局,,,
364.0,田心里,臺中市南屯區田心里大墩４街326號,1.0,104.0,120.6514128,24.15596128,第四分局,,,
365.0,田心里,臺中市南屯區田心里大墩4街460號,1.0,889.0,120.6514668,24.15594575,第四分局,,,
366.0,田心里,臺中市南屯區田心里大墩6街351號,1.0,236.0,120.6514244,24.15592225,第四分局,,,
367.0,田心里,臺中市南屯區田心里大墩一街20號,1.0,152.0,120.6514888,24.15596128,第四分局,,,
368.0,田心里,臺中市南屯區田心里大墩七街39號,1.0,72.0,120.6514126,24.15456822,第四分局,,,
369.0,田心里,臺中市南屯區田心里大墩七街45號,1.0,116.0,120.6511544,24.15596145,第四分局,,,
370.0,田心里,臺中市南屯區田心里大墩七街469號,1.0,438.0,120.6511458,24.15598516,第四分局,,,
371.0,田心里,臺中市南屯區田心里大墩七街57號,1.0,127.0,120.6514358,24.15545679,第四分局,,,
372.0,田心里,臺中市南屯區田心里大墩二街15號,1.0,384.0,120.6513414,24.15569876,第四分局,,,
373.0,田心里,臺中市南屯區田心里大墩三街330號,1.0,291.0,120.6512628,24.15458672,第四分局,,,
374.0,田心里,臺中市南屯區田心里大墩五街267號,1.0,54.0,120.6514128,24.15545474,第四分局,,,
375.0,田心里,臺中市南屯區田心里大墩五街269號,1.0,70.0,120.6514268,24.15596145,第四分局,,,
376.0,田心里,臺中市南屯區田心里大墩五街283號,1.0,631.0,120.6514128,24.15596559,第四分局,,,
377.0,田心里,臺中市南屯區田心里大墩五路188號,1.0,488.0,120.6514262,24.15596468,第四分局,,,
378.0,田心里,臺中市南屯區田心里大墩六街200號,1.0,123.0,120.6511264,24.15596577,第四分局,,,
379.0,田心里,臺中市南屯區田心里大墩六街211號,1.0,56.0,120.6514266,24.15596983,第四分局,,,
380.0,田心里,臺中市南屯區田心里大墩六街221號,1.0,194.0,120.6512368,24.15596986,第四分局,,,
381.0,田心里,臺中市南屯區田心里大墩六街319巷88號,1.0,476.0,120.6514684,24.15599634,第四分局,,,
382.0,田心里,臺中市南屯區田心里大墩六街488號,1.0,672.0,120.6514122,24.1559649,第四分局,,,
383.0,田心里,臺中市南屯區田心里大墩六街91號,1.0,105.0,120.6514127,24.15596146,第四分局,,,
384.0,田心里,臺中市南屯區田心里大墩六街93號,1.0,355.0,120.6512462,24.15596384,第四分局,,,
385.0,田心里,臺中市南屯區田心里大墩四街251號,1.0,72.0,120.6514685,24.15593446,第四分局,,,
386.0,田心里,臺中市南屯區田心里大墩四街259號,1.0,270.0,120.6514854,24.15596435,第四分局,,,
387.0,田心里,臺中市南屯區田心里大墩四街287號,1.0,845.0,120.6514178,24.15596133,第四分局,,,
388.0,田心里,臺中市南屯區田心里大墩四街299號,1.0,881.0,120.6514268,24.15596658,第四分局,,,
389.0,田心里,臺中市南屯區田心里大墩四街320號,1.0,2088.0,120.6514852,24.15596697,第四分局,,,
390.0,田心里,臺中市南屯區田心里大墩四街326號,1.0,340.0,120.6514368,24.15596645,第四分局,,,
391.0,田心里,臺中市南屯區田心里大墩四街396號,1.0,3308.0,120.6514178,24.15596564,第四分局,,,
392.0,田心里,臺中市南屯區田心里大墩四街468號,1.0,927.0,120.6514855,24.15567986,第四分局,,,
393.0,田心里,臺中市南屯區田心里大墩路418號,1.0,129.0,120.6514112,24.15596154,第四分局,,,
394.0,田心里,臺中市南屯區田心里五權西路二段197號,1.0,152.0,120.6514148,24.15596155,第四分局,,,
395.0,田心里,臺中市南屯區田心里五權西路二段316號,1.0,150.0,120.6514112,24.15596635,第四分局,,,
396.0,田心里,臺中市南屯區田心里五權西路二段501號,2.0,145.0,120.6514168,24.15596123,第四分局,,,
397.0,田心里,臺中市南屯區田心里五權西路二段537號,1.0,222.0,120.6515682,24.15596634,第四分局,,,
398.0,田心里,臺中市南屯區田心里五權西路二段670號,1.0,72.0,120.6516824,24.15596332,第四分局,,,
399.0,田心里,臺中市南屯區田心里文心南二路231號,1.0,114.0,120.6516822,24.15596135,第四分局,,,
400.0,田心里,臺中市南屯區田心里文心南三路176號,1.0,988.0,120.6516852,24.15596515,第四分局,,,
401.0,田心里,臺中市南屯區田心里文心南三路406號,1.0,1747.0,120.6518625,24.15596132,第四分局,,,
402.0,田心里,臺中市南屯區田心里文心南三路535號,1.0,136.0,120.6519852,24.15596322,第四分局,,,
403.0,田心里,臺中市南屯區田心里文心路119號,1.0,700.0,120.6462447,24.14132234,第四分局,,,
404.0,田心里,臺中市南屯區田心里文心路一段213號,1.0,2076.0,120.6462221,24.14136323,第四分局,,,
405.0,田心里,臺中市南屯區田心里文心路一段306號,1.0,439.0,120.6462116,24.14132963,第四分局,,,
406.0,田心里,臺中市南屯區田心里文心路一段52號,1.0,3041.0,120.6461654,24.14132445,第四分局,,,
407.0,田心里,臺中市南屯區田心里文心路一段73號,1.0,380.0,120.6462447,24.14132831,第四分局,,,
408.0,田心里,臺中市南屯區田心里文心路一段75號,1.0,576.0,120.6462338,24.14132332,第四分局,,,
409.0,田心里,臺中市南屯區田心里文心路一段93號,1.0,690.0,120.6466984,24.14132322,第四分局,,,
410.0,田心里,臺中市南屯區田心里永春東路288號,1.0,343.0,120.6462685,24.14132832,第四分局,,,
411.0,田心里,臺中市南屯區田心里田心北一路1-21號,1.0,75.0,120.6468244,24.14132699,第四分局,,,
412.0,田心里,臺中市南屯區田心里田心北二巷11弄23號,1.0,75.0,120.6468524,24.14132826,第四分局,,,
413.0,田心里,臺中市南屯區田心里田心北二巷11弄27號,1.0,75.0,120.6522946,24.1506756,第四分局,,,
414.0,田心里,臺中市南屯區田心里田心北二巷624號,1.0,62.0,120.6499119,24.15448214,第四分局,,,
415.0,田心里,臺中市南屯區田心里田心北三巷29號,1.0,199.0,120.6481684,24.14937701,第四分局,,,
416.0,田心里,臺中市南屯區田心里田心北三巷41號,1.0,980.0,120.6481723,24.14930574,第四分局,,,
417.0,田心里,臺中市南屯區田心里田心北三巷51號,1.0,389.0,120.6454944,24.15239551,第四分局,,,
418.0,田心里,臺中市南屯區田心里田心北三巷45號,1.0,427.0,120.6494208,24.15239551,第四分局,,,
419.0,田心里,臺中市南屯區田心里田心北三巷53號,1.0,352.0,120.6488824,24.15447446,第四分局,,,
420.0,田心里,臺中市南屯區田心里田心北四巷12之5號,1.0,59.0,120.6472627,24.15445075,第四分局,,,
421.0,田心里,臺中市南屯區田心里向上南路一段288號,1.0,390.0,120.6507711,24.15428372,第四分局,,,
422.0,田心里,臺中市南屯區田心里向上路一段199巷36-42號,1.0,62.0,120.6486488,24.1516339,第四分局,,,
423.0,田心里,臺中市南屯區田心里向上路一段199巷48-62號,1.0,62.0,120.6476579,24.15420535,第四分局,,,
424.0,田心里,臺中市南屯區田心里向上路二201號,1.0,247.0,120.6479101,24.15446808,第四分局,,,
425.0,田心里,臺中市南屯區田心里向上路二段103-10號,1.0,75.0,120.6484391,24.14758758,第四分局,,,
426.0,田心里,臺中市南屯區田心里向上路二段111號,1.0,75.0,120.6476705,24.15435228,第四分局,,,
427.0,田心里,臺中市南屯區田心里向上路二段11-1號,1.0,83.0,120.6474459,24.15392537,第四分局,,,
428.0,田心里,臺中市南屯區田心里向上路二段11-3號,1.0,83.0,120.6475288,24.1538918,第四分局,,,
429.0,田心里,臺中市南屯區田心里向上路二段11-54號,1.0,83.0,120.6475815,24.15396115,第四分局,,,
430.0,田心里,臺中市南屯區田心里向上路二段11-57號,1.0,83.0,120.6476056,24.15402788,第四分局,,,
431.0,田心里,臺中市南屯區田心里向上路二段17-38號,1.0,2250.0,120.6475268,24.15396834,第四分局,,,
432.0,田心里,臺中市南屯區田心里向上路二段208號,1.0,56.0,120.6476419,24.1540054,第四分局,,,
433.0,田心里,臺中市南屯區田心里向上路二段20巷1弄52號,1.0,83.0,120.6477014,24.15401529,第四分局,,,
434.0,田心里,臺中市南屯區田心里向上路二段20巷1弄55號,1.0,125.0,120.6477648,24.15402608,第四分局,,,
435.0,田心里,臺中市南屯區田心里向上路二段20巷1弄64號,1.0,62.0,120.650355,24.14715076,第四分局,,,
436.0,田心里,臺中市南屯區田心里向上路二段20巷1弄67號,1.0,62.0,120.6470156,24.15142093,第四分局,,,
437.0,田心里,臺中市南屯區田心里向上路二段20巷3弄32號,1.0,90.0,120.6470733,24.1516545,第四分局,,,
438.0,田心里,臺中市南屯區田心里向上路二段20巷3弄57號,1.0,208.0,120.647072,24.15179962,第四分局,,,
439.0,田心里,臺中市南屯區田心里向上路二段20巷3弄67號,1.0,78.0,120.6470385,24.15198196,第四分局,,,
440.0,田心里,臺中市南屯區田心里向上路二段20巷3弄75號,1.0,62.0,120.647136,24.15230419,第四分局,,,
441.0,田心里,臺中市南屯區田心里向上路二段24巷16號,1.0,83.0,120.64814,24.15236373,第四分局,,,
442.0,田心里,臺中市南屯區田心里向上路二段24巷18號,1.0,83.0,120.6485619,24.15240155,第四分局,,,
443.0,田心里,臺中市南屯區田心里向上路二段42巷3弄40號,1.0,83.0,120.6485262,24.15425086,第四分局,,,
444.0,田心里,臺中市南屯區田心里向上路二段43巷64之1號,1.0,371.0,120.6485262,24.15322186,第四分局,,,
445.0,田心里,臺中市南屯區田心里向上路二段6-1號,1.0,833.0,120.649122,24.14811585,第四分局,,,
446.0,田心里,臺中市南屯區田心里向上路二段6號,1.0,62.0,120.6484923,24.15504165,第四分局,,,
447.0,田心里,臺中市南屯區田心里向上路二段822-1號,1.0,125.0,120.6521255,24.15193384,第四分局,,,
448.0,田心里,臺中市南屯區田心里向上路二段822號,1.0,125.0,120.6481344,24.15127619,第四分局,,,
449.0,田心里,臺中市南屯區田心里向心南路98巷123號,1.0,502.0,120.649655,24.15264746,第四分局,,,
450.0,田心里,臺中市南屯區田心里向心路106號,1.0,280.0,120.6504605,24.14755097,第四分局,,,
451.0,田心里,臺中市南屯區田心里向心路32號,1.0,218.0,120.6504605,24.14755097,第四分局,,,
452.0,田心里,臺中市南屯區田心里向心路40號,1.0,563.0,120.6524369,24.14999713,第四分局,,,
453.0,田心里,臺中市南屯區田心里向心路63巷1弄345號,1.0,990.0,120.6520489,24.15157724,第四分局,,,
454.0,田心里,臺中市南屯區田心里向心路63巷347之2號,1.0,675.0,120.6505388,24.14847019,第四分局,,,
455.0,田心里,臺中市南屯區田心里里大墩三街96號,1.0,120.0,120.6478857,24.15026676,第四分局,,,
456.0,田心里,臺中市南屯區田心里東興北街2號,1.0,92.0,120.6476705,24.14783211,第四分局,,,
457.0,田心里,臺中市南屯區田心里東興東街120號,1.0,53.0,120.6519958,24.13822905,第四分局,,,
458.0,田心里,臺中市南屯區田心里東興路二段186號,1.0,787.0,120.6519958,24.13822905,第四分局,,,
459.0,田心里,臺中市南屯區田心里東興路二段19巷20弄11號,1.0,83.0,120.6519958,24.13822905,第四分局,,,
460.0,田心里,臺中市南屯區田心里東興路二段215號,1.0,892.0,120.6478177,24.14925575,第四分局,,,
461.0,田心里,臺中市南屯區田心里東興路二段22-23號,1.0,166.0,120.6499865,24.14977043,第四分局,,,
462.0,田心里,臺中市南屯區田心里東興路二段237號,1.0,83.0,120.6499865,24.14977043,第四分局,,,
463.0,田心里,臺中市南屯區田心里東興路二段25巷8號,1.0,83.0,120.6506465,24.15470461,第四分局,,,
464.0,田心里,臺中市南屯區田心里東興路二段302號,1.0,83.0,120.6476033,24.15256923,第四分局,,,
465.0,田心里,臺中市南屯區田心里東興路二段327號,1.0,481.0,120.6519707,24.15083313,第四分局,,,
466.0,田心里,臺中市南屯區田心里東興路二段34巷2-14號,1.0,166.0,120.6526457,24.15048056,第四分局,,,
467.0,田心里,臺中市南屯區田心里東興路二段3巷17弄1之1號,1.0,53.0,120.6470662,24.15266424,第四分局,,,
468.0,田心里,臺中市南屯區田心里河南路四段650號,1.0,481.0,120.6469881,24.14783538,第四分局,,,
469.0,田心里,臺中市南屯區田心里南屯路227號,1.0,90.0,120.6477061,24.15450099,第四分局,,,
470.0,田心里,臺中市南屯區田心里南屯路2段428號,2.0,880.0,120.648908,24.15168727,第四分局,,,
471.0,田心里,臺中市南屯區田心里南屯路二段16巷15號,1.0,83.0,120.6504559,24.15078594,第四分局,,,
472.0,田心里,臺中市南屯區田心里南屯路二段16巷16號,1.0,83.0,120.6487637,24.1546989,第四分局,,,
473.0,田心里,臺中市南屯區田心里南屯路二段16巷27號,1.0,83.0,120.651103,24.15199447,第四分局,,,
474.0,田心里,臺中市南屯區田心里南屯路二段19號,1.0,164.0,120.6488901,24.14748117,第四分局,,,
475.0,田心里,臺中市南屯區田心里南屯路二段20巷25號,1.0,75.0,120.6495801,24.15323756,第四分局,,,
476.0,田心里,臺中市南屯區田心里南屯路二段26-49號,1.0,90.0,120.6523821,24.15363441,第四分局,,,
477.0,田心里,臺中市南屯區田心里南屯路二段26-53號,1.0,83.0,120.6478429,24.14960386,第四分局,,,
478.0,田心里,臺中市南屯區田心里南屯路二段26-60號,1.0,104.0,120.6466819,24.15380917,第四分局,,,
479.0,田心里,臺中市南屯區田心里南屯路二段26-68號,1.0,156.0,120.6510528,24.14916697,第四分局,,,
480.0,田心里,臺中市南屯區田心里南屯路二段26-71號,1.0,234.0,120.6501098,24.15553635,第四分局,,,
481.0,田心里,臺中市南屯區田心里南屯路二段26-80號,1.0,83.0,120.6473149,24.15562449,第四分局,,,
482.0,田心里,臺中市南屯區田心里南屯路二段26號,1.0,77.0,120.6511626,24.14931549,第四分局,,,
483.0,田心里,臺中市南屯區田心里南屯路二段31-39號,1.0,65.0,120.6523245,24.1422524,第四分局,,,
484.0,田心里,臺中市南屯區田心里南屯路二段31-41號,1.0,132.0,120.6511626,24.14365248,第四分局,,,
485.0,田心里,臺中市南屯區田心里南屯路二段338之1號,1.0,1259.0,120.6521092,24.15649623,第四分局,,,
486.0,田心里,臺中市南屯區田心里南屯路二段39號,1.0,1334.0,120.6480022,24.14950958,第四分局,,,
487.0,田心里,臺中市南屯區田心里南屯路二段70號,1.0,317.0,120.648133,24.14805158,第四分局,,,
488.0,田心里,臺中市南屯區田心里南屯路三段82號,1.0,101.0,120.6482156,24.14621779,第四分局,,,
489.0,田心里,臺中市南屯區田心里惠中路三段321號,1.0,78.0,120.6496228,24.15265741,第四分局,,,
490.0,田心里,臺中市南屯區田心里惠文路301號,1.0,2172.0,120.6520308,24.1496708,第四分局,,,
491.0,田心里,臺中市南屯區田心里惠文路526號,1.0,188.0,120.6476938,24.15028274,第四分局,,,
492.0,田心里,臺中市南屯區田心里惠德街117號,1.0,866.0,120.6490974,24.15490926,第四分局,,,
493.0,田心里,臺中市南屯區田心里精誠路656號,1.0,56.0,120.6506584,24.15298464,第四分局,,,
494.0,田心里,臺中市南屯區田心里精誠路704號,1.0,548.0,120.6512135,24.14950746,第四分局,,,
495.0,田心里,臺中市南屯區田心里黎明路一段1086號,1.0,91.0,120.6495801,24.14866839,第四分局,,,
496.0,同心里,臺中市南屯區同心里20鄰大墩路135號,5.0,1022.0,120.6519551,24.15299398,第四分局,,,
497.0,同心里,臺中市南屯區同心里大英街3號,1.0,374.0,120.6521673,24.15272322,第四分局,,,
498.0,同心里,臺中市南屯區同心里大墩一街229號,1.0,421.0,120.6532149,24.15388164,第四分局,,,
499.0,同心里,臺中市南屯區同心里大墩一街80號,1.0,72.0,120.6505111,24.15423828,第四分局,,,
500.0,同心里,臺中市南屯區同心里大墩二街16號,1.0,454.0,120.6496261,24.14179971,第四分局,,,
501.0,同心里,臺中市南屯區同心里大墩五街296號,1.0,265.0,120.6485129,24.15262997,第四分局,,,
502.0,同心里,臺中市南屯區同心里大墩六街84號,1.0,83.0,120.6490445,24.15194072,第四分局,,,
