電腦編號,建築物名稱,類別,鄉鎮市區,村里別,地址,經緯度,避難樓層,容量（自動計算）,轄區派出所,備註
HNB00192,"財團法人中國醫藥大學 醫療棟",大樓,竹北市,中崙里,新竹縣竹北市中崙里8鄰興隆路一段199號,"24.82442929969638, 121.00134887435601",2,3905.0,三民派出所,
HNB00193,大樓,大樓,竹北市,斗崙里,新竹縣竹北市斗崙里39鄰興隆路一段631號,"24.8178175,121.0118821",3,2637.0,三民派出所,
HNB00194,"財團法人中國醫藥大學法代人 停車棟",大樓,竹北市,中崙里,新竹縣竹北市中崙里8鄰興隆路一段199號,"24.825158058358646, 121.00135974390521",2,12542.0,三民派出所,
HNB00195,大樓,大樓,竹北市,中崙里,新竹縣竹北市中崙里33鄰興隆路一段467號,"24.822640560626006, 121.01027272362491",3,2162.0,三民派出所,
HNB00196,關東帝國,大樓,竹北市,中興里,新竹縣竹北市中興里12鄰嘉興路275號,"24.8186968,121.0292168",1,751.0,六家派出所,
HNB00197,嘉興大樓,大樓,竹北市,中興里,新竹縣竹北市中興里13鄰嘉興路268弄2之1-2號,"24.8134937,121.0242587",1,590.0,六家派出所,
HNB00198,大樓,大樓,竹北市,十興里,新竹縣竹北市十興里嘉興路384巷2號,"24.8220791,121.0327395",1,100.0,六家派出所,
HNB00199,青禾社區,大樓,竹北市,十興里,新竹縣竹北市十興里6鄰嘉興路349巷1之23號,"24.8200197,121.0303077",1,913.0,六家派出所,
HNB00200,大樓,大樓,竹北市,十興里,新竹縣竹北市十興里嘉興路384巷28號,"24.8219186,121.0329128",1,709.0,六家派出所,
HNB00201,六家高鐵松區,大樓,竹北市,十興里,新竹縣竹北市十興里嘉興路384巷3號,"24.8221278,121.0328094",1,709.0,六家派出所,
HNB00202,"竹北市公所 十興幼稚園",公寓,竹北市,十興里,新竹縣竹北市十興里4鄰嘉興路445巷46號,"24.8217717,121.0311332",1,83.0,六家派出所,
HNB00203,挪威森林,大樓,竹北市,十興里,新竹縣竹北市十興里自強北路168號,"24.8225223,121.0308246",2,3857.0,六家派出所,
HNB00204,築科,大樓,竹北市,十興里,新竹縣竹北市十興里光明六路東一段251號,"24.8206713,121.0267707",2,1485.0,六家派出所,
HNB00205,六家國小-活動中心,公寓,竹北市,鹿場里,新竹縣竹北市鹿場里7鄰嘉興路62號,"24.8140988,121.0249489",1,495.0,六家派出所,
HNB00206,聯發紡織,公寓,竹北市,十興里,新竹縣竹北市十興里24鄰十興路291號,"24.8241485,121.0240841",1,1288.0,六家派出所,
HNB00207,六家國小-梯間教室,公寓,竹北市,鹿場里,新竹縣竹北市鹿場里嘉興路62號,"24.8140988,121.0249489",1,141.0,六家派出所,
HNB00208,"金敏科技公司 中國砂輪",公寓,竹北市,十興里,新竹縣竹北市十興里24鄰十興路260號,"24.8313259,121.0257915",1,906.0,六家派出所,
HNB00209,鼎藏光明,大樓,竹北市,十興里,新竹縣竹北市十興里勝利一路128號,"24.8213464,121.026885",2,1883.0,六家派出所,
HNB00210,閱讀台大,大樓,竹北市,十興里,新竹縣竹北市十興里勝利七街一段178號,"24.8260425,121.0254614",2,3373.0,六家派出所,
HNB00211,昌益音樂廳,大樓,竹北市,中興里,新竹縣竹北市中興里嘉豐一街131號,"24.8146501,121.0273813",1,2539.0,六家派出所,
HNB00212,昌益藏峰,大樓,竹北市,十興里,新竹縣竹北市十興里勝利六街28號,"24.8251733,121.0253806",1,2408.0,六家派出所,
HNB00213,"十方雲集 ",大樓,竹北市,十興里,新竹縣竹北市十興里莊敬三路125號,"24.8251499,121.0261784",2,1697.0,六家派出所,
HNB00214,森觀大樓,大樓,竹北市,鹿場里,新竹縣竹北市鹿場里福興東路一段150號,"24.8192181,121.019365",2,779.0,六家派出所,
HNB00215,運動家社區,大樓,竹北市,鹿場里,新竹縣竹北市鹿場里自強七街20號,"24.819424,121.0263569",2,2011.0,六家派出所,
HNB00216,台大商務套房,大樓,竹北市,十興里,新竹縣竹北市十興里勝利六街50、52號,"24.8250862,121.0257691",1,667.0,六家派出所,
HNB00217,雅典,公寓,竹北市,十興里,新竹縣竹北市十興里莊敬三路82號,"24.82324,121.025568",2,232.0,六家派出所,
HNB00218,六家華夏,大樓,竹北市,中興里,新竹縣竹北市中興里嘉豐五路一段150號,"24.8136346,121.0294396",1,629.0,六家派出所,
HNB00219,封爵社區,大樓,竹北市,十興里,新竹縣竹北市十興里勝利五路35號,"24.8245662,121.0252611",3,718.0,六家派出所,
HNB00220,寶佳桂冠大樓,大樓,竹北市,鹿場里,新竹縣竹北市鹿場里成功一街71號,"24.8203458,121.0246185",3,1485.0,六家派出所,
HNB00221,涵碧樓,大樓,竹北市,中興里,新竹縣竹北市中興里自強南路59巷1號,"24.8179753,121.0270827",2,1356.0,六家派出所,
HNB00222,蔚藍海,大樓,竹北市,十興里,新竹縣竹北市十興里莊敬三路42號,"24.8223647,121.0252867",2,3837.0,六家派出所,
HNB00223,台大傳家,大樓,竹北市,十興里,新竹縣竹北市十興里莊敬北路112號,"24.8253689,121.0245217",2,826.0,六家派出所,
HNB00224,麗緻社區大樓,大樓,竹北市,鹿場里,新竹縣竹北市鹿場里成功八路238號,"24.8165076,121.0209337",2,1270.0,六家派出所,
HNB00225,vision社區,大樓,竹北市,鹿場里,新竹縣竹北市鹿場里自強三路5號,"24.8190585,121.0187448",2,1883.0,六家派出所,
HNB00226,陝隱,大樓,竹北市,十興里,新竹縣竹北市十興里莊敬六街3號,"24.8206199,121.0272009",4,2948.0,六家派出所,
HNB00227,竹北春天,大樓,竹北市,鹿場里,新竹縣竹北市鹿場里成功六街55號,"24.818488,121.0205279",2,614.0,六家派出所,
HNB00228,竹北101,大樓,竹北市,十興里,新竹縣竹北市十興里莊敬五街41-1號,"24.8222022,121.0262514",3,11610.0,六家派出所,
HNB00229,家華國寶,大樓,竹北市,鹿場里,新竹縣竹北市鹿場里成功一街103號,"24.8201318,121.0252869",3,1354.0,六家派出所,
HNB00230,游景成,大樓,竹北市,中興里,新竹縣竹北市中興里嘉豐一街141號,"24.8142006,121.0268961",2,293.0,六家派出所,
HNB00231,雲門琉璃,大樓,竹北市,鹿場里,新竹縣竹北市鹿場里福興東路一段170號,"24.8190548,121.0204553",2,1342.0,六家派出所,
HNB00232,世紀皇家,大樓,竹北市,十興里,新竹縣竹北市十興里勝利六路45號,"24.8253436,121.0254178",2,549.0,六家派出所,
HNB00233,大樓,大樓,竹北市,中興里,新竹縣竹北市中興里2鄰嘉豐五路一段188號,"24.8125291,121.028438",2,1972.0,六家派出所,
HNB00234,凱旋,大樓,竹北市,十興里,新竹縣竹北市十興里莊敬三路103號,"24.8245383,121.0259005",2,564.0,六家派出所,
HNB00235,戀戀台大,大樓,竹北市,十興里,新竹縣竹北市十興里勝利七路一段120號,"24.825688,121.0265998",2,1414.0,六家派出所,
HNB00236,臻愛香榭,大樓,竹北市,十興里,新竹縣竹北市十興里11鄰莊敬五街20-78之1號,"24.8215665,121.0259757",3,12614.0,六家派出所,
HNB00237,藏真,大樓,竹北市,中興里,新竹縣竹北市中興里2鄰復興三路1段60號,"24.8131485,121.0284095",2,2507.0,六家派出所,
HNB00238,月光琉璃,大樓,竹北市,十興里,新竹縣竹北市十興里28鄰莊敬北路90號,"24.8241485,121.0240841",4,904.0,六家派出所,
HNB00239,六家國小-山棟教室,公寓,竹北市,鹿場里,新竹縣竹北市鹿場里嘉興路62號,"24.8140988,121.0249489",1,232.0,六家派出所,
HNB00240,公寓,公寓,竹北市,十興里,新竹縣竹北市十興里莊敬三路82號,"24.82324,121.025568",1,81.0,六家派出所,
HNB00241,大易春秋,大樓,竹北市,十興里,新竹縣竹北市十興里勝利七路一段152號,"24.825688,121.0265998",2,629.0,六家派出所,
HNB00242,9號華夏,大樓,竹北市,中興里,新竹縣竹北市中興里幸福街9號,"24.8116247,121.0331233",1,260.0,六家派出所,
HNB00243,坤山鈞峰,大樓,竹北市,十興里,新竹縣竹北市十興里嘉豐五路一段9號,"24.815192,121.0314994",1,599.0,六家派出所,
HNB00244,瑆鑽哥德堡,大樓,竹北市,中興里,新竹縣竹北市中興里9鄰嘉豐3街56號,"24.815014,121.0294013",2,2240.0,六家派出所,
HNB00245,臻愛竹北社區,大樓,竹北市,十興里,新竹縣竹北市十興里日興一街40號,"24.813884,121.0356205",1,2228.0,六家派出所,
HNB00246,達文西社區,大樓,竹北市,鹿場里,新竹縣竹北市鹿場里1鄰光明6路東1段296號,"24.8198724,121.0269637",4,17504.0,六家派出所,
HNB00247,雙園社區,大樓,竹北市,中興里,新竹縣竹北市中興里嘉豐2街1段155號,"24.8134089,121.0273387",2,1323.0,六家派出所,
HNB00248,大樓,大樓,竹北市,鹿場里,新竹縣竹北市鹿場里成功5街63號,"24.8190122,121.0232414",1,321.0,六家派出所,
HNB00249,新竹縣政府-十興國小,公寓,竹北市,十興里,新竹縣竹北市十興里莊敬北路66號,"24.8241484,121.0240752",1,1175.0,六家派出所,
HNB00250,大隱琉璃,大樓,竹北市,十興里,新竹縣竹北市十興里勝利七街二段118號,"24.822173,121.034122",2,4836.0,六家派出所,
HNB00251,大自然,大樓,竹北市,十興里,新竹縣竹北市十興里勝利七路二段132號,"24.825688,121.0265998",1,4675.0,六家派出所,
HNB00252,宜虹科技公司,公寓,竹北市,十興里,新竹縣竹北市十興里勝利六街71號,"24.8248576,121.0266558",1,346.0,六家派出所,
HNB00253,大樓,大樓,竹北市,中興里,新竹縣竹北市中興里復興一街96號,"24.8132095,121.0327544",1,188.0,六家派出所,
HNB00254,時代關邸,大樓,竹北市,中興里,新竹縣竹北市中興里復興六路40號,"24.8116544,121.0290858",2,8450.0,六家派出所,
HNB00255,首相花園,大樓,竹北市,中興里,新竹縣竹北市中興里復興一街80號,"24.8160502,121.0300992",2,3532.0,六家派出所,
HNB00256,椰林首璽1期,大樓,竹北市,鹿場里,新竹縣竹北市鹿場里成功一路20號,"24.8154575,121.0191751",2,826.0,六家派出所,
HNB00257,椰林首璽2期,大樓,竹北市,鹿場里,新竹縣竹北市鹿場里成功一路148號,"24.8154575,121.0191751",2,660.0,六家派出所,
HNB00258,人間琉璃,大樓,竹北市,十興里,新竹縣竹北市十興里莊敬北路100號,"24.8252031,121.0244504",4,904.0,六家派出所,
HNB00259,富翼,大樓,竹北市,中興里,新竹縣竹北市中興里6鄰嘉豐十一路一段100號,"24.8085259,121.035359",3,3512.0,六家派出所,
HNB00260,藏龍社區,公寓,竹北市,中興里,新竹縣竹北市中興里嘉豐一街21號,"24.8170936,121.0297515",1,350.0,六家派出所,
HNB00261,大樓,大樓,竹北市,十興里,新竹縣竹北市十興里26鄰勝利三街18號,"24.8233735,121.0260595",1,99.0,六家派出所,
HNB00262,時代之上,大樓,竹北市,中興里,新竹縣竹北市中興里復興六路13號,"24.8126681,121.0278842",1,1972.0,六家派出所,
HNB00263,寶格麗,大樓,竹北市,中興里,新竹縣竹北市中興里光明六路東二段348號,"24.8124403,121.0350887",4,3507.0,六家派出所,
HNB00264,大樓,大樓,竹北市,鹿場里,新竹縣竹北市鹿場里3鄰自強7街50號,"24.8189535,121.0262503",1,549.0,六家派出所,
HNB00265,日安巴黎,大樓,竹北市,鹿場里,新竹縣竹北市鹿場里成功一街75號,"24.8202238,121.0250406",2,873.0,六家派出所,
HNB00266,新東方VISION,大樓,竹北市,中興里,新竹縣竹北市中興里5鄰復興7路68號,"24.80961,121.0324867",2,2700.0,六家派出所,
HNB00267,時尚廣場,大樓,竹北市,中興里,新竹縣竹北市中興里8鄰嘉豐11路1段27號,"24.8105415,121.0370311",2,3004.0,六家派出所,
HNB00268,首璽3,大樓,竹北市,鹿場里,新竹縣竹北市鹿場里7鄰莊敬南路65號,"24.8178552,121.0209983",2,564.0,六家派出所,
HNB00269,昌益真藏,大樓,竹北市,十興里,新竹縣竹北市十興里成功三路38號,"24.8195054,121.0228791",2,249.0,六家派出所,
HNB00270,IF社區,大樓,竹北市,中興里,新竹縣竹北市中興里13鄰嘉豐南路32號,"24.8116014,121.0344728",1,366.0,六家派出所,
HNB00271,德鑫御品社區,大樓,竹北市,鹿場里,新竹縣竹北市鹿場里10鄰成功六街223號,"24.8170172,121.0243936",3,1747.0,六家派出所,
HNB00272,大樓,大樓,竹北市,中興里,新竹縣竹北市中興里7鄰光明六路東二段250號,"24.8137402,121.0332697",2,3401.0,六家派出所,
HNB00273,大樓,大樓,竹北市,中興里,新竹縣竹北市中興里1鄰嘉興路181號,"24.8170762,121.027204",1,131.0,六家派出所,
HNB00274,大樓,大樓,竹北市,中興里,新竹縣竹北市中興里9鄰嘉豐6路1段17號,"24.81374,121.032191",2,2473.0,六家派出所,
HNB00275,大樓,大樓,竹北市,鹿場里,新竹縣竹北市鹿場里7鄰成功七街178號,"24.8169056,121.0220871",2,612.0,六家派出所,
HNB00276,喜來登飯店,大樓,竹北市,十興里,新竹縣竹北市十興里11鄰光明六路東一段263號,"24.8203899,121.0279632",6,33509.0,六家派出所,
HNB00277,大樓,大樓,竹北市,中興里,新竹縣竹北市中興里9鄰嘉豐二街1段21號,"24.8162364,121.0297989",2,6817.0,六家派出所,
HNB00278,國立台灣大學,大樓,竹北市,十興里,新竹縣竹北市十興里27鄰莊敬一路88號,"24.8239682,121.019613",1,1169.0,六家派出所,
HNB00279,馥邑雙星,大樓,竹北市,中興里,新竹縣竹北市中興里6鄰文興路二段519號,"24.8075536,121.0342818",4,3409.0,六家派出所,
HNB00280,成功國中,公寓,竹北市,鹿場里,新竹縣竹北市鹿場里5鄰成功八路99號,"24.8188646,121.0173831",1,190.0,六家派出所,
HNB00281,大樓,大樓,竹北市,鹿場里,新竹縣竹北市鹿場里12鄰成功五街255號,"24.8193279,121.0220294",2,1181.0,六家派出所,
HNB00282,九龍世地,大樓,竹北市,中興里,新竹縣竹北市中興里13鄰文興路1段39號,"24.8131449,121.0238309",2,2049.0,六家派出所,
HNB00283,德鑫御園,大樓,竹北市,中興里,新竹縣竹北市中興里9鄰嘉豐二街1段61號,"24.8152779,121.0289624",2,2328.0,六家派出所,
HNB00284,大千琉璃,大樓,竹北市,鹿場里,新竹縣竹北市鹿場里光明六路東一段286號,"24.8200941,121.0266194",4,1865.0,六家派出所,
HNB00285,里仁唯美,大樓,竹北市,鹿場里,新竹縣竹北市鹿場里成功三路148號,"24.8184771,121.0253299",2,3401.0,六家派出所,
HNB00286,帝景,大樓,竹北市,鹿場里,新竹縣竹北市鹿場里莊敬南路52號,"24.818956,121.0210082",2,1079.0,六家派出所,
HNB00287,首馥,大樓,竹北市,鹿場里,新竹縣竹北市鹿場里成功六街83號,"24.8184087,121.0207265",2,2472.0,六家派出所,
HNB00288,坤山鼎峰,大樓,竹北市,中興里,新竹縣竹北市中興里復興一路129號,"24.8111699,121.0320766",2,2354.0,六家派出所,
HNB00289,麗寶層峰,大樓,竹北市,鹿場里,新竹縣竹北市鹿場里福興東一段160號,"24.8191953,121.0208018",1,1073.0,六家派出所,
HNB00290,大有可為,大樓,竹北市,十興里,新竹縣竹北市十興里莊敬六街33號,"24.8216759,121.0276169",2,4212.0,六家派出所,
HNB00291,大樓,大樓,竹北市,鹿場里,新竹縣竹北市鹿場里7鄰文興路163號,"24.8160927,121.0179619",4,2496.0,六家派出所,
HNB00292,德鑫御苑,大樓,竹北市,鹿場里,新竹縣竹北市鹿場里5鄰興學街10號,"24.8160448,121.0162061",2,2079.0,六家派出所,
HNB00293,大樓,大樓,竹北市,中興里,新竹縣竹北市中興里2鄰復興6路1號,"24.8128229,121.0269816",2,603.0,六家派出所,
HNB00294,六家加油站股份有限公司,大樓,竹北市,鹿場里,新竹縣竹北市鹿場里8鄰文興路321號,"24.8140958,121.0220048",2,209.0,六家派出所,
HNB00295,九龍世第,大樓,竹北市,鹿場里,新竹縣竹北市鹿場里12鄰成功15街52號,"24.811552,121.021457",2,1291.0,六家派出所,
HNB00296,大樓,大樓,竹北市,十興里,新竹縣竹北市十興里20鄰嘉興一街31號,"24.824322,121.0329831",1,302.0,六家派出所,
HNB00297,臻之御,大樓,竹北市,鹿場里,新竹縣竹北市鹿場里7鄰自強三路51號,"24.8173011,121.0180606",4,1534.0,六家派出所,
HNB00298,鴻馥社區,大樓,竹北市,鹿場里,新竹縣竹北市鹿場里8鄰成功十街105號,"24.8150005,121.0233374",2,1538.0,六家派出所,
HNB00299,大樓,大樓,竹北市,鹿場里,新竹縣竹北市鹿場里4鄰成功二街17號,"24.820372,121.0228644",2,785.0,六家派出所,
HNB00300,太睿吉祥,大樓,竹北市,鹿場里,新竹縣竹北市鹿場里5鄰成功九街91-1號,"24.8176078,121.0169026",2,2871.0,六家派出所,
HNB00301,御美學,大樓,竹北市,鹿場里,新竹縣竹北市鹿場里7鄰成功8路198號,"24.8170465,121.0193764",4,2414.0,六家派出所,
HNB00302,大樓,大樓,竹北市,中興里,新竹縣竹北市中興里5鄰復興3路1段202-1號,"24.8139366,121.0277903",2,1696.0,六家派出所,
HNB00303,大樓,大樓,竹北市,中興里,新竹縣竹北市中興里9鄰復興2路71號,"24.8118344,121.0334585",2,1368.0,六家派出所,
HNB00304,大樓,大樓,竹北市,鹿場里,新竹縣竹北市鹿場里5鄰文興路39號,"24.8177284,121.0155413",2,3043.0,六家派出所,
HNB00305,大樓,大樓,竹北市,十興里,新竹縣竹北市十興里27鄰勝利二路38號,"24.8230161,121.0250009",2,768.0,六家派出所,
HNB00306,大樓,大樓,竹北市,鹿場里,新竹縣竹北市鹿場里3鄰成功二街91號,"24.8196327,121.0247505",2,1392.0,六家派出所,
HNB00307,大樓,大樓,竹北市,鹿場里,新竹縣竹北市鹿場里9鄰成功十五街31號,"24.8119251,121.0213008",2,1168.0,六家派出所,
HNB00308,大樓,大樓,竹北市,鹿場里,新竹縣竹北市鹿場里5鄰自強三路226號,"24.8146875,121.0161524",3,1654.0,六家派出所,
HNB00309,新竹縣立六家國中,公寓,竹北市,十興里,新竹縣竹北市十興里6鄰嘉興路356號,"24.8210147,121.0318342",1,878.0,六家派出所,
HNB00310,大樓,大樓,竹北市,中興里,新竹縣竹北市中興里1鄰嘉豐一街110號,"24.8157758,121.0280724",2,252.0,六家派出所,
HNB00311,大樓,大樓,竹北市,十興里,新竹縣竹北市十興里20鄰嘉興一街5號,"24.8235839,121.0324689",1,66.0,六家派出所,
HNB00312,大樓,大樓,竹北市,十興里,新竹縣竹北市十興里20鄰嘉興一街7號,"24.8236912,121.0324551",1,66.0,六家派出所,
HNB00313,大樓,大樓,竹北市,中興里,新竹縣竹北市中興里5鄰嘉豐七街139號,"24.8103844,121.0316036",1,1667.0,六家派出所,
HNB00314,大樓,大樓,竹北市,十興里,新竹縣竹北市十興里26鄰莊敬五街112號,"24.8232849,121.0269485",2,1796.0,六家派出所,
