類別,建築物名稱,電腦編號,村里別,地址,緯經度,地下樓層數,可容納人數,備註
一般建築,,MNA00489,北門里,嘉義市東區北門里北門街91號之1,"23.48402,120.45004",1.0,51.0,
大樓,,MNA00490,北門里,嘉義市東區北門里成仁街273號之1,"23.48438,120.45072",1.0,186.0,
大樓,,MNA00491,北門里,嘉義市東區北門里林森西路95號,"23.4845,120.44975",1.0,191.0,
大樓,新仁友老人長期照顧中心,MNA00492,北門里,嘉義市東區北門里文化路254號之1,"23.48265,120.44922",1.0,187.0,
大樓,,MNA00493,林森里,嘉義市東區林森里忠孝路250號,"23.48419,120.45379",1.0,208.0,
一般建築,,MNA00494,林森里,嘉義市東區林森里長榮街108號,"23.48416,120.4543",1.0,33.0,
大樓,,MNA00495,林森里,嘉義市東區林森里共和路135巷6號,"23.48369,120.45451",1.0,91.0,
一般建築,,MNA00496,林森里,嘉義市東區林森里林森東路25號,"23.48667,120.45467",1.0,121.0,
一般建築,,MNA00497,林森里,嘉義市東區林森里長榮街107號,"23.4841,120.4547",1.0,30.0,
一般建築,,MNA00498,林森里,嘉義市東區林森里忠孝路284號,"23.48576,120.45359",1.0,550.0,
公寓大廈,富甲天下大樓,MNA00499,林森里,嘉義市東區林森里共和路131號,"23.48347,120.45486",2.0,477.0,
大樓,,MNA00500,林森里,嘉義市東區林森里林森東路41號,"23.48672,120.455",1.0,130.0,
診所,黃傳益婦產科診所,MNA00501,林森里,嘉義市東區林森里林森東路45號,"23.48676,120.45515",1.0,343.0,
一般建築,,MNA00502,林森里,嘉義市東區林森里共和路213號,"23.48677,120.45442",1.0,26.0,
一般建築,,MNA00503,林森里,嘉義市東區林森里共和路219號,"23.48688,120.45445",1.0,46.0,
一般建築,,MNA00504,林森里,嘉義市東區林森里共和路221號,"23.48691,120.45446",1.0,53.0,
學校,北興國中,MNA00506,仁義里,嘉義市東區仁義里博東路262號,"23.49049,120.4553",1.0,35.0,
學校,北興國中,MNA00507,仁義里,嘉義市東區仁義里博東路262號,"23.49049,120.4552",1.0,64.0,
量販店,家樂福,MNA00509,林森里,嘉義市東區林森里忠孝路346巷21號,"23.48958,120.45621",1.0,146.0,
量販店,家樂福,MNA00510,林森里,嘉義市東區林森里忠孝路346巷21號,"23.48958,120.45621",1.0,146.0,
學校,北興國中,MNA00511,仁義里,嘉義市東區仁義里博東路262號,"23.49049,120.4551",1.0,102.0,
學校,北興國中,MNA00512,仁義里,嘉義市東區仁義里博東路262號,"23.49049,120.4550",1.0,180.0,
學校,北興國中,MNA00513,仁義里,嘉義市東區仁義里博東路262號,"23.49049,120.4549",1.0,1197.0,
公寓大廈,敦煌名宮,MNA00514,林森里,嘉義市東區林森里忠孝路310號,"23.48862,120.45357",1.0,434.0,
一般建築,,MNA00515,林森里,嘉義市東區林森里維和街34號,"23.48751,120.45617",1.0,26.0,
公寓大廈,青山大樓,MNA00516,林森里,嘉義市東區林森里忠孝路346巷7號,"23.48877,120.45467",1.0,352.0,
學校,北興國中,MNA00517,仁義里,嘉義市東區仁義里博東路262號,"23.49049,120.4548",1.0,43.0,
一般建築,,MNA00518,林森里,嘉義市東區林森里忠孝路346巷10號之1,"23.48841,120.45472",1.0,37.0,
一般建築,,MNA00519,中山里,嘉義市東區中山里和平路186號,"23.48214,120.45622",1.0,8.0,
公有建築,嘉義市政府稅務局,MNA00520,中山里,嘉義市東區中山里中山路154號,"23.48173,120.45422",1.0,164.0,
一般建築,,MNA00522,中山里,嘉義市東區中山里民權路275號,"23.48322,120.45589",1.0,41.0,
廟宇,普濟寺,MNA00523,中山里,嘉義市東區中山里中山路142號,"23.48186,120.45549",1.0,13.0,
公有建築,台水第五區管理處,MNA00524,中山里,嘉義市東區中山里民權路293號,"23.48309,120.45524",1.0,322.0,
一般建築,,MNA00525,中山里,嘉義市東區中山里和平路218號,"23.48301,120.4561",1.0,30.0,
廟宇,嘉邑九華山地藏庵,MNA00526,中山里,嘉義市東區中山里民權路255號,"23.48325,120.4565",1.0,388.0,
公寓大廈,,MNA00527,中山里,嘉義市東區中山里和平路200號,"23.48243,120.45618",1.0,324.0,
醫院,建興醫院,MNA00528,中山里,嘉義市東區中山里中山路146.148號,"23.48184,120.45524",1.0,314.0,
公有建築,嘉義縣議會會館,MNA00529,中山里,嘉義市東區中山里中山路114號,"23.48197,120.4563",1.0,286.0,
一般建築,,MNA00557,王田里,嘉義市東區王田里民權路40號,"23.48434,120.46407",1.0,77.0,
一般建築,,MNA00559,王田里,嘉義市東區王田里圓福街56巷23.25號,"23.48617,120.46512",1.0,48.0,
公寓大廈,全華名城,MNA00562,王田里,嘉義市東區王田里圓福街9號,"23.48483,120.464",1.0,641.0,
一般建築,,MNA00564,王田里,嘉義市東區王田里五福街161巷26號,"23.48755,120.46768",1.0,22.0,
一般建築,,MNA00565,王田里,嘉義市東區王田里五福街16巷2號,"23.48661,120.4686",1.0,36.0,
大樓,,MNA00566,王田里,嘉義市東區王田里五福街16巷1號,"23.48665,120.46851",1.0,111.0,
公寓大廈,公園綠庭,MNA00567,王田里,嘉義市東區王田里五福街74號,"23.48783,120.46999",1.0,868.0,
公有建築,嘉義舊監獄,MNA00568,太平里,嘉義市東區太平里維新路140號,"23.48613,120.45853",1.0,13.0,
醫院,聖馬爾定醫院,MNA00569,中山里,嘉義市東區中山里民權路60號,"23.48418,120.46148",1.0,66.0,
大樓,,MNA00571,中山里,嘉義市東區中山里民權路90號,"23.48378,120.45947",1.0,90.0,
一般建築,,MNA00572,中山里,嘉義市東區中山里民國路273號,"23.48463,120.45947",1.0,44.0,
大樓,,MNA00573,中山里,嘉義市東區中山里民權路92號之3,"23.48376,120.45931",1.0,163.0,
公寓大廈,一品大樓,MNA00574,中山里,嘉義市東區中山里民權路52號,"23.48413,120.46233",1.0,128.0,
大樓,,MNA00575,中山里,嘉義市東區中山里民權路92號之2,"23.48376,120.45931",1.0,124.0,
一般建築,,MNA00576,太平里,嘉義市東區太平里民權路108號,"23.48365,120.45819",1.0,46.0,
一般建築,,MNA00577,太平里,嘉義市東區太平里民權路112巷1號,"23.48385,120.45794",1.0,63.0,
一般建築,,MNA00578,太平里,嘉義市東區太平里民權路112巷2號,"23.48386,120.4581",1.0,46.0,
一般建築,,MNA00579,太平里,嘉義市東區太平里民權路112巷6號,"23.48395,120.45817",1.0,66.0,
一般建築,,MNA00580,太平里,嘉義市東區太平里民權路114號,"23.48361,120.45798",1.0,66.0,
一般建築,,MNA00581,太平里,嘉義市東區太平里民權路112巷10號,"23.48415,120.45804",1.0,63.0,
一般建築,,MNA00582,太平里,嘉義市東區太平里民權路112巷18號,"23.48423,120.45788",1.0,63.0,
一般建築,,MNA00583,太平里,嘉義市東區太平里民權路112巷24號,"23.4842,120.45763",1.0,81.0,
大樓,,MNA00584,太平里,嘉義市東區太平里民權路112巷7號,"23.48391,120.45782",1.0,256.0,
一般建築,,MNA00585,太平里,嘉義市東區太平里民權路112巷14號,"23.48424,120.45808",1.0,66.0,
公寓大廈,,MNA00586,太平里,嘉義市東區太平里長榮街7號,"23.48448,120.45808",1.0,231.0,
大樓,,MNA00587,太平里,嘉義市東區太平里民權路116號之1,"23.48364,120.45784",1.0,134.0,
公寓大廈,詩苑尊邸,MNA00588,太平里,嘉義市東區太平里安和街222號,"23.48576,120.45715",1.0,722.0,
一般建築,,MNA00594,太平里,嘉義市東區太平里林森東路163巷118號,"23.48926,120.46079",1.0,23.0,
一般建築,,MNA00595,太平里,嘉義市東區太平里博東路200巷63號,"23.49139,120.45714",1.0,25.0,
公寓大廈,綠茵名宮,MNA00596,太平里,嘉義市東區太平里維新路216巷26號,"23.4918,120.45733",1.0,137.0,
公寓大廈,東坡居,MNA00598,太平里,嘉義市東區太平里新生路569號,"23.49211,120.45769",1.0,668.0,
學校,私立雨果幼兒園,MNA00599,太平里,嘉義市東區太平里博東路238號,"23.49096,120.45694",1.0,136.0,
一般建築,,MNA00602,東川里,嘉義市東區東川里大雅路二段658號,"23.47736,120.46679",1.0,46.0,
公寓大廈,"黎明清境 ",MNA00603,東川里,嘉義市東區東川里金龍街73號,"23.47892,120.47039",1.0,137.0,
公有建築,嘉義市家庭教育中心,MNA00607,東川里,嘉義市東區東川里山子頂269號之1,"23.48247,120.46444",1.0,100.0,
學校,嘉義高中,MNA00609,東川里,嘉義市東區東川里大雅路二段738號,"23.47697,120.46477",1.0,187.0,
大樓,,MNA00610,東川里,嘉義市東區東川里公園街175號,"23.47959,120.46624",1.0,453.0,
學校,嘉義高中,MNA00611,東川里,嘉義市東區東川里大雅路二段738號,"23.47697,120.46477",1.0,633.0,
學校,嘉義高中,MNA00612,東川里,嘉義市東區東川里大雅路二段738號,"23.47697,120.46477",1.0,672.0,
學校,嘉義高中,MNA00613,東川里,嘉義市東區東川里大雅路二段738號,"23.47697,120.46477",1.0,1027.0,
學校,嘉義高中,MNA00614,東川里,嘉義市東區東川里大雅路二段738號,"23.47697,120.46477",1.0,985.0,
學校,嘉義高中,MNA00615,東川里,嘉義市東區東川里大雅路二段738號,"23.47697,120.46477",1.0,1014.0,
一般建築,,MNA00616,東川里,嘉義市東區東川里公園街57號,"23.47993,120.46816",1.0,44.0,
一般建築,,MNA00617,東川里,嘉義市東區東川里公園街59號,"23.47982,120.46817",1.0,44.0,
大樓,,MNA00618,東川里,嘉義市東區東川里公園街79巷6號,"23.47991,120.46741",1.0,117.0,
公寓大廈,天下學仕園大樓,MNA00619,東川里,嘉義市東區東川里金龍街236號,"23.47955,120.46834",1.0,264.0,
廟宇,天龍寺,MNA00620,東川里,嘉義市東區東川里公園街183號,"23.47912,120.46632",1.0,308.0,
公寓大廈,林園豪景大廈,MNA00622,東川里,嘉義市東區東川里公園街153號,"23.47984,120.46571",1.0,855.0,
一般建築,,MNA00645,蘭潭里,嘉義市東區蘭潭里小雅路439號,"23.47593,120.47056",1.0,50.0,
一般建築,,MNA00646,蘭潭里,嘉義市東區蘭潭里立德街30號,"23.47582,120.46945",1.0,30.0,
一般建築,,MNA00647,蘭潭里,嘉義市東區蘭潭里立德街57號,"23.47528,120.4694",1.0,23.0,
一般建築,,MNA00648,長竹里,嘉義市東區長竹里小雅路320號,"23.4757,120.47151",1.0,24.0,
學校,蘭潭國小,MNA00649,蘭潭里,嘉義市東區蘭潭里小雅路419號,"23.4753,120.47149",1.0,439.0,
一般建築,,MNA00650,蘭潭里,嘉義市東區蘭潭里小雅路479號,"23.4765,120.46957",1.0,61.0,
廟宇,三仙宮,MNA00651,蘭潭里,嘉義市東區蘭潭里小雅路523號,"23.47689,120.46859",1.0,230.0,
公寓大廈,"蘭潭DC  G棟",MNA00652,蘭潭里,嘉義市東區蘭潭里小雅路343號,"23.47428,120.47362",1.0,321.0,
公寓大廈,東方名仕,MNA00653,蘭潭里,嘉義市東區蘭潭里小雅路513巷8號,"23.47676,120.46872",1.0,379.0,
公寓大廈,36望族大廈,MNA00654,蘭潭里,嘉義市東區蘭潭里小雅路513巷21號,"23.47607,120.46863",1.0,418.0,
公寓大廈,帝王居,MNA00656,蘭潭里,嘉義市東區蘭潭里立德街61巷2號,"23.47501,120.46929",1.0,135.0,
公寓大廈,蘭潭公園銀座,MNA00657,長竹里,嘉義市東區長竹里雅竹路108號,"23.47553,120.47203",1.0,264.0,
一般建築,,MNA00828,中央里,嘉義市東區中央里成仁街151號,"23.47927,120.45214",1.0,10.0,
一般建築,,MNA00829,中央里,嘉義市東區中央里中正路347號,"23.47887,120.45062",1.0,38.0,
一般建築,,MNA00830,中央里,嘉義市東區中央里中正路349號,"23.47886,120.45057",1.0,41.0,
一般建築,,MNA00831,中央里,嘉義市東區中央里中正路371號,"23.47882,120.45003",1.0,17.0,
一般建築,,MNA00832,中央里,嘉義市東區中央里中正路334號,"23.47913,120.45201",1.0,17.0,
一般建築,,MNA00833,中央里,嘉義市東區中央里光華路131號,"23.4788,120.4515",1.0,23.0,
一般建築,,MNA00834,中央里,嘉義市東區中央里光華路135號,"23.47883,120.45143",1.0,24.0,
一般建築,,MNA00835,中央里,嘉義市東區中央里光華路183號,"23.47952,120.45017",1.0,8.0,
一般建築,,MNA00836,中央里,嘉義市東區中央里光華路110號,"23.47858,120.45212",1.0,16.0,
大樓,,MNA00837,中央里,嘉義市東區中央里興中街134號,"23.47935,120.45128",1.0,188.0,
一般建築,,MNA00838,中央里,嘉義市東區中央里興中街134號,"23.47935,120.45128",1.0,16.0,
一般建築,,MNA00839,中央里,嘉義市東區中央里公明路265號,"23.4797,120.45205",1.0,25.0,
一般建築,,MNA00840,中央里,嘉義市東區中央里公明路271號,"23.4797,120.45198",1.0,12.0,
一般建築,,MNA00842,中央里,嘉義市東區中央里光華路151號,"23.47921,120.45077",1.0,15.0,
一般建築,,MNA00844,中央里,嘉義市東區中央里中正路410號,"23.47893,120.44999",1.0,32.0,
大樓,,MNA00846,中央里,嘉義市東區中央里中正路350號,"23.47911,120.45174",1.0,277.0,
一般建築,,MNA00849,中央里,嘉義市東區中央里中正路408號,"23.47893,120.45004",1.0,65.0,
一般建築,,MNA00850,中央里,嘉義市東區中央里光華路164號,"23.47949,120.45053",1.0,17.0,
大樓,,MNA00851,中央里,嘉義市東區中央里中正路343號,"23.47888,120.45071",1.0,105.0,
大樓,,MNA00852,中央里,嘉義市東區中央里中正路341號,"23.47889,120.45076",1.0,106.0,
一般建築,,MNA00853,中央里,嘉義市東區中央里光華路107號,"23.47854,120.4519",1.0,58.0,
一般建築,,MNA00854,中央里,嘉義市東區中央里光華路162號,"23.47946,120.45057",1.0,70.0,
一般建築,,MNA00855,中央里,嘉義市東區中央里光華路120號,"23.47876,120.45183",1.0,28.0,
一般建築,,MNA00856,中央里,嘉義市東區中央里公明路277號,"23.47971,120.45184",1.0,33.0,
一般建築,,MNA00857,中央里,嘉義市東區中央里中正路317號,"23.47897,120.4516",1.0,58.0,
一般建築,,MNA00858,中央里,嘉義市東區中央里中正路319號,"23.47896,120.45154",1.0,65.0,
一般建築,,MNA00859,中央里,嘉義市東區中央里中正路396號,"23.47895,120.45026",1.0,71.0,
大樓,,MNA00860,中央里,嘉義市東區中央里光華路149號,"23.47916,120.45083",1.0,322.0,
一般建築,,MNA00861,中央里,嘉義市東區中央里光華路159號,"23.47931,120.45058",1.0,74.0,
一般建築,,MNA00862,中央里,嘉義市東區中央里中正路363號,"23.47882,120.45011",1.0,34.0,
一般建築,,MNA00863,中央里,嘉義市東區中央里光華路173號,"23.47941,120.45038",1.0,53.0,
大樓,,MNA00864,中央里,嘉義市東區中央里光華路175號,"23.47944,120.45033",1.0,85.0,
一般建築,,MNA00865,中央里,嘉義市東區中央里中正路402號,"23.47894,120.45018",1.0,35.0,
一般建築,,MNA00866,中央里,嘉義市東區中央里中正路301號,"23.47901,120.45196",1.0,37.0,
一般建築,,MNA00867,中央里,嘉義市東區中央里中正路406號,"23.47894,120.45009",1.0,50.0,
一般建築,,MNA00868,中央里,嘉義市東區中央里中正路374號,"23.479,120.45075",1.0,80.0,
一般建築,,MNA00869,中央里,嘉義市東區中央里中正路390號,"23.47896,120.4504",1.0,64.0,
大樓,,MNA00870,中央里,嘉義市東區中央里光彩街402號,"23.4783,120.4506",1.0,200.0,
大樓,,MNA00871,中央里,嘉義市東區中央里中正路358號,"23.47907,120.45151",1.0,88.0,
一般建築,,MNA00873,中央里,嘉義市東區中央里成仁街145號,"23.47884,120.45219",1.0,46.0,
大樓,,MNA00874,中央里,嘉義市東區中央里文化路180號,"23.4793,120.44977",1.0,93.0,
一般建築,,MNA00875,中央里,嘉義市東區中央里中正路332號,"23.47914,120.45204",1.0,55.0,
一般建築,,MNA00876,中央里,嘉義市東區中央里光彩街382號之1,"23.47836,120.45122",1.0,87.0,
一般建築,,MNA00877,中央里,嘉義市東區中央里光彩街382號之2,"23.47836,120.45119",1.0,90.0,
一般建築,,MNA00878,中央里,嘉義市東區中央里光彩街384號,"23.47835,120.45116",1.0,111.0,
大樓,賺錢廣場大樓,MNA00879,中央里,嘉義市東區中央里文化路162號,"23.47895,120.44981",3.0,338.0,
一般建築,,MNA00880,中央里,嘉義市東區中央里光華路65號,"23.47799,120.45304",1.0,8.0,
一般建築,,MNA00883,中央里,嘉義市東區中央里中正路277號,"23.47908,120.45251",1.0,5.0,
一般建築,,MNA00884,中央里,嘉義市東區中央里中正路279號,"23.47907,120.45246",1.0,6.0,
一般建築,,MNA00885,民族里,嘉義市東區民族里蘭井街88號,"23.47796,120.45431",1.0,32.0,
一般建築,,MNA00886,民族里,嘉義市東區民族里蘭井街88號之1,"23.47795,120.45425",1.0,23.0,
一般建築,,MNA00887,中央里,嘉義市東區中央里光華路98號,"23.47833,120.45263",1.0,25.0,
一般建築,,MNA00888,中央里,嘉義市東區中央里光華路98號,"23.47833,120.45263",1.0,22.0,
一般建築,,MNA00889,中央里,嘉義市東區中央里成仁街116號,"23.47874,120.45232",1.0,17.0,
一般建築,,MNA00890,民族里,嘉義市東區民族里光彩街201號,"23.47854,120.45389",1.0,11.0,
一般建築,,MNA00891,民族里,嘉義市東區民族里光彩街203號,"23.47853,120.45386",1.0,11.0,
一般建築,,MNA00892,民族里,嘉義市東區民族里光彩街205號,"23.47853,120.45382",1.0,13.0,
一般建築,,MNA00893,民族里,嘉義市東區民族里光彩街207號,"23.47853,120.45378",1.0,14.0,
一般建築,,MNA00894,中央里,嘉義市東區中央里光彩街356號,"23.47848,120.45257",1.0,17.0,
一般建築,,MNA00895,中央里,嘉義市東區中央里光彩街358號,"23.47847,120.45252",1.0,11.0,
一般建築,,MNA00896,中央里,嘉義市東區中央里光彩街360號,"23.47847,120.45248",1.0,11.0,
一般建築,,MNA00897,中央里,嘉義市東區中央里光華路85號,"23.47818,120.45265",1.0,20.0,
一般建築,,MNA00899,中央里,嘉義市東區中央里中正路281號,"23.47906,120.4524",1.0,51.0,
一般建築,,MNA00900,中央里,嘉義市東區中央里成仁街122號,"23.4788,120.45232",1.0,21.0,
一般建築,,MNA00901,中央里,嘉義市東區中央里光華路73號,"23.47807,120.45286",1.0,44.0,
一般建築,,MNA00902,中央里,嘉義市東區中央里吳鳳北路213號,"23.47896,120.45315",1.0,44.0,
一般建築,,MNA00903,中央里,嘉義市東區中央里吳鳳北路211號,"23.47892,120.45315",1.0,43.0,
一般建築,,MNA00904,中央里,嘉義市東區中央里光彩街344號,"23.47851,120.45282",1.0,28.0,
一般建築,,MNA00905,中央里,嘉義市東區中央里光彩街342號,"23.47852,120.45286",1.0,28.0,
公有建築,東市場綜合大樓,MNA00906,民族里,嘉義市東區民族里吳鳳北路190號,"23.479,120.45339",1.0,1895.0,
一般建築,,MNA00907,中央里,嘉義市東區中央里光彩街338號,"23.47851,120.45291",1.0,77.0,
一般建築,,MNA00909,中央里,嘉義市東區中央里光華路67號,"23.47802,120.45297",1.0,45.0,
大樓,,MNA00911,中央里,嘉義市東區中央里光彩街239號,"23.47841,120.4528",1.0,136.0,
一般建築,,MNA00912,中央里,嘉義市東區中央里光華路96號,"23.4783,120.4527",1.0,68.0,
大樓,,MNA00913,中央里,嘉義市東區中央里吳鳳北路207號,"23.47886,120.45316",1.0,107.0,
一般建築,,MNA00914,中央里,嘉義市東區中央里吳鳳北路209號,"23.47889,120.45316",1.0,80.0,
大樓,,MNA00915,中央里,嘉義市東區中央里成仁街132號,"23.47897,120.4523",1.0,140.0,
大樓,,MNA00916,中央里,嘉義市東區中央里吳鳳北路203號,"23.47874,120.45318",1.0,231.0,
大樓,,MNA00917,中央里,嘉義市東區中央里吳鳳北路201號,"23.47871,120.45318",1.0,231.0,
一般建築,,MNA00918,民族里,嘉義市東區民族里忠孝路55號,"23.4783,120.45449",1.0,456.0,
一般建築,,MNA00919,民族里,嘉義市東區民族里蘭井街92號,"23.47794,120.4542",1.0,30.0,
一般建築,,MNA00920,東興里,嘉義市東區東興里中正路250號,"23.47935,120.45391",1.0,37.0,
一般建築,,MNA00921,東興里,嘉義市東區東興里中正路262號,"23.47932,120.45367",1.0,13.0,
一般建築,,MNA00922,中央里,嘉義市東區中央里成仁街186號,"23.4807,120.45207",1.0,14.0,
一般建築,,MNA00923,中央里,嘉義市東區中央里成仁街186號,"23.4807,120.45207",1.0,16.0,
一般建築,,MNA00924,東興里,嘉義市東區東興里公明路211號,"23.47988,120.45369",1.0,23.0,
一般建築,,MNA00925,東興里,嘉義市東區東興里公明路219號,"23.47985,120.45345",1.0,3.0,
一般建築,,MNA00926,中央里,嘉義市東區中央里公明路247號,"23.47975,120.45261",1.0,41.0,
一般建築,,MNA00927,中央里,嘉義市東區中央里公明路326號,"23.47991,120.45282",1.0,34.0,
一般建築,,MNA00928,中央里,嘉義市東區中央里公明路233號,"23.47979,120.45294",1.0,25.0,
一般建築,,MNA00929,中央里,嘉義市東區中央里成仁街146號,"23.4795,120.45223",1.0,33.0,
一般建築,,MNA00930,東興里,嘉義市東區東興里忠孝路97號,"23.47948,120.45433",1.0,8.0,
一般建築,,MNA00931,中央里,嘉義市東區中央里成仁街140號,"23.47939,120.45224",1.0,80.0,
大樓,,MNA00932,中央里,嘉義市東區中央里中山路201號,"23.48115,120.45274",1.0,83.0,
一般建築,,MNA00935,東興里,嘉義市東區東興里公明路197號,"23.47992,120.45405",1.0,25.0,
一般建築,,MNA00936,中央里,嘉義市東區中央里吳鳳北路255號之1,"23.48023,120.45299",1.0,20.0,
一般建築,,MNA00937,中央里,嘉義市東區中央里成仁街162號,"23.48009,120.45215",1.0,57.0,
一般建築,,MNA00938,中央里,嘉義市東區中央里吳鳳北路251號,"23.48015,120.45299",1.0,21.0,
一般建築,,MNA00940,東興里,嘉義市東區東興里忠孝路117號,"23.47979,120.45428",1.0,24.0,
一般建築,,MNA00941,東興里,嘉義市東區東興里忠孝路101號,"23.47955,120.45432",1.0,35.0,
住商大樓,中山大樓,MNA00942,中央里,嘉義市東區中央里中山路213號,"23.48098,120.45233",1.0,370.0,
一般建築,,MNA00943,東興里,嘉義市東區東興里中正路254巷14號,"23.47965,120.4538",1.0,17.0,
一般建築,,MNA00944,中央里,嘉義市東區中央里吳鳳北路237號,"23.4796,120.45306",1.0,61.0,
一般建築,,MNA00945,中央里,嘉義市東區中央里吳鳳北路239號,"23.47964,120.45305",1.0,44.0,
一般建築,,MNA00946,中央里,嘉義市東區中央里吳鳳北路235號,"23.47956,120.45306",1.0,38.0,
一般建築,,MNA00947,中央里,嘉義市東區中央里民樂街146號,"23.48062,120.45272",1.0,56.0,
一般建築,,MNA00948,東興里,嘉義市東區東興里忠孝路109號,"23.47969,120.4543",1.0,35.0,
一般建築,,MNA00949,東興里,嘉義市東區東興里忠孝路111號,"23.47973,120.45429",1.0,34.0,
大樓,,MNA00950,中央里,嘉義市東區中央里中正路288號,"23.47924,120.45298",1.0,84.0,
大樓,,MNA00951,中央里,嘉義市東區中央里中正路292號,"23.47924,120.45288",1.0,90.0,
大樓,,MNA00952,東興里,嘉義市東區東興里吳鳳北路224號,"23.47965,120.4533",1.0,87.0,
一般建築,,MNA00953,東興里,嘉義市東區東興里中正路254巷10號,"23.47959,120.45382",1.0,54.0,
大樓,,MNA00954,東興里,嘉義市東區東興里中正路254巷6號,"23.4795,120.45383",1.0,108.0,
一般建築,,MNA00955,東興里,嘉義市東區東興里中正路254巷2號,"23.47943,120.45384",1.0,22.0,
一般建築,,MNA00956,東興里,嘉義市東區東興里中正路254巷7號,"23.47963,120.45374",1.0,25.0,
大樓,,MNA00957,東興里,嘉義市東區東興里忠孝路121號,"23.47986,120.45427",1.0,115.0,
大樓,,MNA00960,中央里,嘉義市東區中央里中山路225號,"23.48087,120.45208",1.0,83.0,
一般建築,,MNA00961,中央里,嘉義市東區中央里民樂街144巷1號,"23.48078,120.45267",1.0,59.0,
大樓,,MNA00963,東興里,嘉義市東區東興里吳鳳北路218號,"23.47952,120.45332",1.0,108.0,
大樓,,MNA00964,東興里,嘉義市東區東興里吳鳳北路214號,"23.47943,120.45333",1.0,95.0,
大樓,,MNA00965,中央里,嘉義市東區中央里成仁街176號,"23.48038,120.45211",1.0,197.0,
大樓,,MNA00966,東興里,嘉義市東區東興里吳鳳北路216號,"23.47947,120.45332",1.0,115.0,
一般建築,,MNA00967,過溝里,嘉義市東區過溝里成仁街107號,"23.47744,120.45236",1.0,8.0,
一般建築,,MNA00969,中央里,嘉義市東區中央里光華路101號,"23.47828,120.45225",1.0,21.0,
一般建築,,MNA00970,中央里,嘉義市東區中央里中正路338號,"23.47912,120.45193",1.0,6.0,
一般建築,,MNA00971,過溝里,嘉義市東區過溝里民族路342號,"23.47633,120.45231",1.0,35.0,
大樓,,MNA00972,過溝里,嘉義市東區過溝里延平街178號之1,"23.47698,120.45185",1.0,146.0,
一般建築,,MNA00973,過溝里,嘉義市東區過溝里延平街178號之2,"23.47698,120.45182",1.0,32.0,
一般建築,,MNA00974,過溝里,嘉義市東區過溝里蘭井街137號,"23.47761,120.45202",1.0,53.0,
一般建築,,MNA00975,過溝里,嘉義市東區過溝里興中街82號,"23.47713,120.45155",1.0,22.0,
一般建築,,MNA00976,過溝里,嘉義市東區過溝里成仁街57號,"23.47643,120.45247",1.0,21.0,
一般建築,,MNA00977,過溝里,嘉義市東區過溝里興中街32巷8號,"23.47561,120.45208",1.0,8.0,
一般建築,,MNA00978,過溝里,嘉義市東區過溝里興中街66號,"23.47649,120.45162",1.0,15.0,
一般建築,,MNA00979,過溝里,嘉義市東區過溝里興中街68號,"23.47653,120.45162",1.0,16.0,
一般建築,,MNA00980,過溝里,嘉義市東區過溝里興中街68號之1,"23.47656,120.45162",1.0,20.0,
一般建築,,MNA00981,過溝里,嘉義市東區過溝里興中街68號之2,"23.4766,120.45162",1.0,18.0,
一般建築,,MNA00982,過溝里,嘉義市東區過溝里民族路362號,"23.4763,120.45195",1.0,33.0,
大樓,,MNA00983,過溝里,嘉義市東區過溝里延平街195號,"23.47689,120.45198",1.0,151.0,
一般建築,,MNA00984,過溝里,嘉義市東區過溝里康樂街23號,"23.47512,120.45246",1.0,51.0,
一般建築,,MNA00985,過溝里,嘉義市東區過溝里成仁街7號,"23.47494,120.45261",1.0,36.0,
一般建築,,MNA00986,過溝里,嘉義市東區過溝里成仁街11號,"23.47501,120.45261",1.0,45.0,
一般建築,,MNA00987,過溝里,嘉義市東區過溝里成仁街5號,"23.4749,120.45262",1.0,34.0,
一般建築,,MNA00988,過溝里,嘉義市東區過溝里興中街94號,"23.47738,120.45154",1.0,22.0,
一般建築,,MNA00989,過溝里,嘉義市東區過溝里興中街52號,"23.47594,120.45169",1.0,33.0,
一般建築,,MNA00990,過溝里,嘉義市東區過溝里成仁街15號,"23.47508,120.45259",1.0,52.0,
一般建築,,MNA00991,過溝里,嘉義市東區過溝里成仁街19號之1,"23.47546,120.45257",1.0,25.0,
一般建築,,MNA00992,中央里,嘉義市東區中央里成仁街129號,"23.47794,120.45229",1.0,66.0,
一般建築,,MNA00993,過溝里,嘉義市東區過溝里成仁街19號之2,"23.47537,120.45258",1.0,46.0,
一般建築,,MNA00994,過溝里,嘉義市東區過溝里康樂街45號,"23.47512,120.45222",1.0,50.0,
一般建築,,MNA00995,過溝里,嘉義市東區過溝里興中街26號,"23.47548,120.45173",1.0,52.0,
一般建築,,MNA00996,過溝里,嘉義市東區過溝里興中街28號,"23.47553,120.45175",1.0,20.0,
一般建築,,MNA00997,過溝里,嘉義市東區過溝里蘭井街127號,"23.47762,120.45222",1.0,56.0,
一般建築,,MNA00998,過溝里,嘉義市東區過溝里蘭井街129號,"23.47761,120.45217",1.0,61.0,
一般建築,,MNA00999,過溝里,嘉義市東區過溝里民族路364號,"23.4763,120.45191",1.0,56.0,
一般建築,,MNA01000,過溝里,嘉義市東區過溝里民族路354號,"23.47631,120.4521",1.0,125.0,
