地址,可容納人數,經度,緯度,避難所在之地下樓層數,編號,村里別,轄區分局
臺中市太平區新興里7鄰新興路167號,630.0,"120.707649 ","24.159169 ",B02,LB00153,新興里,太平分局
臺中市太平區宜欣里6鄰新平路2段100號,498.0,"120.715263 ","24.139205 ",B01,LB00154,宜欣里,太平分局
臺中市太平區宜昌里16鄰環中東路4段77號,1416.0,"120.713673 ","24.146873 ",B03,LB00155,宜昌里,太平分局
臺中市太平區新興里9鄰太順路886號,182.0,"120.705939 ","24.161452 ",B01,LB00156,新興里,太平分局
臺中市太平區新城里5鄰環中東路3段511號,614.0,"120.715434 ","24.150839 ",B03,LB00157,新城里,太平分局
臺中市太平區新福里17鄰旱溪西路2段198號,2071.0,"120.701890 ","24.154325 ",B01,LB00158,新福里,太平分局
臺中市太平區新興里5鄰新光路新生巷28號之3,801.0,"120.709466 ","24.158335 ",B02,LB00159,新興里,太平分局
臺中市太平區宜欣里1鄰祥順路1段91號,1191.0,"120.718531 ","24.137567 ",B02,LB00160,宜欣里,太平分局
臺中市太平區新高里1鄰立功路290號,2623.0,"120.715493 ","24.157368 ",B02,LB00161,新高里,太平分局
臺中市太平區宜欣里2鄰祥順路1段49號,927.0,"120.716038 ","24.136430 ",B01,LB00162,宜欣里,太平分局
臺中市太平區新興里12鄰新興路8號,2443.0,"120.712691 ","24.159164 ",B01,LB00163,新興里,太平分局
臺中市太平區新高里1鄰立智街102號,981.0,"120.714527 ","24.158166 ",B01,LB00164,新高里,太平分局
臺中市太平區新高里1鄰立智街10號,1782.0,"120.715751 ","24.157962 ",B01,LB00165,新高里,太平分局
臺中市太平區新高里4鄰環中東路三段666號,4189.0,"120.715623 ","24.153647 ",B03,LB00166,新高里,太平分局
臺中市太平區新高里22鄰育賢路353號,1138.0,"120.713991 ","24.159132 ",B04,LB00167,新高里,太平分局
臺中市太平區新興里10鄰太順路683號地下第4層,1247.0,"120.708603 ","24.161099 ",B04,LB00168,新興里,太平分局
臺中市太平區宜佳里11鄰市民大道142號地下第1層,156.0,"120.713993 ","24.140295 ",B01,LB00169,宜佳里,太平分局
臺中市太平區新城里14鄰樹孝路273巷28號二樓8地下第1層,1415.0,"120.717534 ","24.154364 ",B01,LB00170,新城里,太平分局
臺中市太平區新城里14鄰樹孝路273巷28號四樓2,1416.0,"120.717534 ","24.154364 ",B03,LB00171,新城里,太平分局
臺中市太平區新城里14鄰樹孝路273巷28號四樓2,1416.0,"120.717534 ","24.154364 ",B03,LB00172,新城里,太平分局
臺中市太平區新高里4鄰環中東路三段368號二樓之8,3344.0,"120.716913 ","24.156499 ",B02,LB00173,新高里,太平分局
臺中市太平區新城里10鄰環中東路三段375號之3,3337.0,"120.716700 ","24.152886 ",B03,LB00174,新城里,太平分局
臺中市太平區新城里10環中東路三段375號二樓之3,2085.0,"120.716700 ","24.152886 ",B03,LB00175,新城里,太平分局
臺中市太平區新福里17鄰旱溪西路二段169號,3030.0,"120.700921 ","24.152910 ",B02,LB00176,新福里,太平分局
臺中市太平區坪林里3鄰坪林路31號之8,351.0,"120.735591 ","24.146087 ",B01,LC00001,坪林里,太平分局
臺中市太平區光華里7鄰長安東路80號,143.0,"120.733866 ","24.157795 ",B01,LC00002,光華里,太平分局
臺中市太平區光華里12鄰大興13街93巷42號,993.0,"120.730167 ","24.154128 ",B01,LC00003,光華里,太平分局
臺中市太平區光明里14鄰中山路2段388巷36號,430.0,"120.727116 ","24.151489 ",B01,LC00004,光明里,太平分局
臺中市太平區勤益里13鄰中山路1段241號,2490.0,"120.733539 ","24.143182 ",B01,LC00005,勤益里,太平分局
臺中市太平區勤益里13鄰中山路1段215巷35號,1296.0,"120.730405 ","24.143715 ",B01,LC00006,勤益里,太平分局
臺中市太平區坪林里8鄰坪林路45號,793.0,"120.737346 ","24.145212 ",B01,LC00007,坪林里,太平分局
臺中市太平區坪林里18鄰中山路2段116號,3387.0,"120.734648 ","24.148333 ",B01,LC00008,坪林里,太平分局
臺中市太平區大興里10鄰廍仔坑路26號,933.0,"120.745467 ","24.158575 ",B01,LC00009,大興里,太平分局
臺中市太平區勤益里13鄰中山路1段215巷35號,2136.0,"120.730405 ","24.143715 ",B02,LC00010,勤益里,太平分局
臺中市太平區勤益里13鄰中山路1段215巷35號,1206.0,"120.730405 ","24.143715 ",B01,LC00011,勤益里,太平分局
臺中市太平區坪林里3鄰坪林路31號,166.0,"120.735226 ","24.145986 ",B01,LC00012,坪林里,太平分局
臺中市太平區勤益里7鄰中山路1段308號,980.0,"120.733832 ","24.142997 ",B02,LC00013,勤益里,太平分局
臺中市太平區光華里6鄰大興路201號,798.0,"120.735045 ","24.156882 ",B01,LC00014,光華里,太平分局
臺中市太平區勤益里13鄰中山路1段215巷35號,1960.0,"120.730407 ","24.143717 ",B02,LC00015,勤益里,太平分局
臺中市太平區中山里13鄰中山路2段541巷29-1號,343.0,"120.724610 ","24.148267 ",B01,LC00016,中山里,太平分局
臺中市太平區勤益里6鄰中山路一段159巷35號,56.0,"120.730840 ","24.141249 ",B01,LC00017,勤益里,太平分局
臺中市太平區勤益里6鄰中山路1段159巷35號之1,60.0,"120.730838 ","24.141288 ",B01,LC00018,勤益里,太平分局
臺中市太平區勤益里6鄰中山路1段159巷37號,53.0,"120.730828 ","24.141337 ",B01,LC00019,勤益里,太平分局
臺中市太平區勤益里6鄰中山路1段159巷37號之1,51.0,"120.730825 ","24.141371 ",B01,LC00020,勤益里,太平分局
臺中市太平區中山里12鄰環太東路233號,268.0,"120.724679 ","24.149461 ",B01,LC00021,中山里,太平分局
臺中市太平區光華里7鄰長安東路75號,261.0,"120.732041 ","24.156486 ",B01,LC00022,光華里,太平分局
臺中市太平區中山里4鄰中山路2段401號,692.0,"120.728502 ","24.150027 ",B01,LC00023,中山里,太平分局
臺中市太平區光明里12鄰長安路493巷21號,351.0,"120.725958 ","24.150226 ",B01,LC00024,光明里,太平分局
臺中市太平區勤益里4鄰中山路1段213號,1808.0,"120.731358 ","24.142198 ",B01,LC00025,勤益里,太平分局
臺中市太平區坪林里2鄰中山路一段297巷8號,172.0,"120.733669 ","24.144515 ",B01,LC00026,坪林里,太平分局
臺中市太平區坪林里中山路二段57號,1206.0,"120.730104 ","24.144877 ",B01,LC00027,坪林里,太平分局
臺中市太平區坪林里2鄰中山路二段57號,1840.0,"120.730104 ","24.144877 ",B01,LC00028,坪林里,太平分局
臺中市太平區光華里12鄰長安五街17之1號,1167.0,"120.729264 ","24.155355 ",B01,LC00031,光華里,太平分局
臺中市太平區永隆里2鄰正光街226號,111.0,"120.734033 ","24.106018 ",B01,LD00001,永隆里,太平分局
臺中市太平區德隆里18鄰工業20路63號,96.0,"120.716709 ","24.106558 ",B01,LD00004,德隆里,太平分局
臺中市太平區德隆里18鄰工業17路43號,410.0,"120.715604 ","24.106524 ",B01,LD00005,德隆里,太平分局
臺中市太平區德隆里18鄰工業20路91號,178.0,"120.719973 ","24.108386 ",B01,LD00006,德隆里,太平分局
臺中市太平區德隆里2鄰德利路87號,516.0,"120.731069 ","24.096963 ",B01,LD00007,德隆里,太平分局
臺中市太平區德隆里18鄰工業15路42號,260.0,"120.714475 ","24.104385 ",B01,LD00008,德隆里,太平分局
臺中市太平區德隆里18鄰工業20路22號,92.0,"120.714354 ","24.104792 ",B01,LD00009,德隆里,太平分局
臺中市太平區德隆里18鄰工業20路97號,1200.0,"120.721041 ","24.108153 ",B01,LD00010,德隆里,太平分局
臺中市太平區黃竹里5鄰竹村路41號,162.0,"120.752625 ","24.083532 ",B01,LD00011,黃竹里,太平分局
臺中市太平區光隆里8鄰光明路10-2號,1397.0,"120.731375 ","24.109548 ",B01,LD00012,光隆里,太平分局
臺中市太平區永隆里7鄰光德路388號,4383.0,"120.725080 ","24.108426 ",B01,LD00013,永隆里,太平分局
臺中市太平區德隆里21鄰德明路400巷37號,656.0,"120.720853 ","24.103697 ",B01,LD00014,德隆里,太平分局
臺中市太平區德隆里18鄰工業14路2號,956.0,"120.716757 ","24.102147 ",B01,LD00016,德隆里,太平分局
臺中市太平區德隆里13鄰德隆路250號地下第1、2層,374.0,"120.722771 ","24.106906 ",B01B02,LD00017,德隆里,太平分局
臺中市太平區永隆里7鄰園區路150號,119.0,"120.725900 ","24.101608 ",B01,LD00018,永隆里,太平分局
臺中市太平區德隆里14鄰德隆路115號之1,498.0,"120.720917 ","24.105475 ",B01,LD00019,德隆里,太平分局
臺中市太平區德隆里18鄰工業18路9號,104.0,"120.718090 ","24.106105 ",B01,LD00020,德隆里,太平分局
臺中市太平區永隆里12鄰園區路99號,1273.0,"120.725129 ","24.101722 ",B01,LD00021,永隆里,太平分局
臺中市太平區德隆里18鄰工業20路48號,1434.0,"120.716839 ","24.106087 ",B01,LD00022,德隆里,太平分局
臺中市太平區永隆里12鄰園區三路25號,26.0,"120.726703 ","24.100746 ",B01,LD00023,永隆里,太平分局
臺中市太平區德隆里5鄰園區五路22號,719.0,"120.725869 ","24.100857 ",B01,LD00024,德隆里,太平分局
臺中市太平區永隆里6鄰光興路487巷5號,885.0,"120.727712 ","24.104600 ",B01,LD00025,永隆里,太平分局
臺中市太平區永隆里12鄰園區路117號,1580.0,"120.724394 ","24.102108 ",B01,LD00026,永隆里,太平分局
臺中市太平區德隆里12鄰光德路189號,942.0,"120.722763 ","24.104075 ",B01,LD00027,德隆里,太平分局
臺中市太平區光隆里7鄰光興路735號,646.0,"120.729888 ","24.110020 ",B01,LD00028,光隆里,太平分局
臺中市太平區德隆里18工業十七路24號,3463.0,"120.717338 ","24.105516 ",B01,LD00029,德隆里,太平分局
臺中市太平區聖和里2鄰長龍路1段166巷1號,225.0,"120.741251 ","24.130583 ",B01,LE00001,聖和里,太平分局
臺中市太平區頭汴里7鄰北田路20號,719.0,"120.752295 ","24.122927 ",B01,LE00002,頭汴里,太平分局
臺中市太平區頭汴里5鄰長龍路二段437巷29號,1243.0,"120.762213 ","24.117550 ",B01,LE00003,頭汴里,太平分局
臺中市太平區新高里4鄰環中東路三段652號5樓之6,2118.0,"120.715992 ","24.154643 ",B03,LB00177,新高里,太平分局
臺中市太平區新城里22鄰樹孝路377巷12號,2329.0,"120.718289 ","24.155533 ",B03,LB00178,新城里,太平分局
臺中市太平區宜昌里中山路三段151號,1766.0,"120.715100 ","24.148901 ",B03,LB00179,宜昌里,太平分局
臺中市太平區新高里立功路68號,1678.0,"120.713701 ","24.151390 ",B01,LB00180,新高里,太平分局
臺中市太平區聖和里長龍路一段內城巷47號,4164.0,"120.749932 ","24.131193 ",B01,LE00004,聖和里,太平分局
臺中市太平區中興里永義路169號,2143.0,"120.712248 ","24.127714 ",B01,LA00121,中興里,太平分局
臺中市太平區長億里長億十街52號,419.0,"120.717268 ","24.112550 ",B01,LA00120,長億里,太平分局
臺中市太平區宜佳里市民大道一段127號,493.0,"120.713730 ","24.140003 ",B01,LB00181,宜佳里,太平分局
臺中市太平區宜佳里宜昌路60號11樓之5,1736.0,"120.712846 ","24.139013 ",B01,LB00182,宜佳里,太平分局
臺中市太平區長憶里長億十街161號,82.0,"120.715765 ","24.113927 ",B01,LA00122,長憶里,太平分局
臺中市太平區太平區新城里7鄰樹孝路67巷18號,1014.0,"120.716067 ","24.151932 ",B01,LB00183,太平區,太平分局
臺中市太平區宜佳里17鄰環中東路4段381號,752.0,"120.711321 ","24.142592 ",B03,LB00185,宜佳里,太平分局
臺中市太平區新福里11鄰新福路57號4樓之7,427.0,"120.703088 ","24.149755 ",B01,LB00186,新福里,太平分局
臺中市太平區長億里18鄰太堤西路71號,784.0,"120.719182 ","24.111361 ",B03,LA00124,長億里,太平分局
臺中市太平區新城里11鄰環中東路3段341號,906.0,"120.717016 ","24.153868 ",B03,LB00187,新城里,太平分局
