類別,電腦編號,行政區,村里別,地址,緯經度,地下樓層數,可容納人數,轄管分局,備註,"unnamed (1)","unnamed (2)","unnamed (3)","unnamed (4)","unnamed (5)","unnamed (6)"
一般建築,QJ3998,區明孝里,明孝里,高雄市前鎮區明孝里新生路248之5號,"22.576879,120.318167",1,40597.0,前鎮分局,,,,,,,
商場,QJ4198,區興邦里,興邦里,高雄市前鎮區興邦里中華五路789號,"22.595526,120.30819",5,50180.0,前鎮分局,,,,,,,
一般建築,DL0526,區中庄里,中庄里,高雄市大寮區中庄里鳳屏一路288號,"22.633451,120.389257",3,5911.0,林園分局,,,,,,,
一般建築,DL0461,區後庄里,後庄里,高雄市大寮區後庄里成功路58巷26號,"22.63733621,120.391417062388",3,6121.0,林園分局,,,,,,,
一般建築,FS472,區新泰里,新泰里,高雄市鳳山區新泰里新強路13號,"22.610905404924274, 120.34391545244719",2,3128.0,鳳山分局,,,,,,,
一般建築,FS3870,區國隆里,國隆里,高雄市鳳山區國隆里南京路393巷28號,"22.615041,120.344352",1.2.,3491.0,鳳山分局,,,,,,,
一般建築,FS476,區新甲里,新甲里,高雄市鳳山區新甲里新樂街111號,"22.608646631631835, 120.3427963244637",2,3609.0,鳳山分局,,,,,,,
一般建築,FS471,區海洋里,海洋里,高雄市鳳山區海洋里新富路450號,"22.613016488495273, 120.34601916414023",3,4067.0,鳳山分局,,,,,,,
一般建築,FS3867,區國隆里,國隆里,高雄市鳳山區國隆里南京路136號,"22.609538,120.345761",1.2.3,4667.0,鳳山分局,,,,,,,
一般建築,FS6377,區鎮西里,鎮西里,高雄市鳳山區鎮西里中山西路111號,"22.626902,120.352157",1.2.,5537.0,鳳山分局,,,,,,,
一般建築,FS470,區新樂里,新樂里,高雄市鳳山區新樂里大明路183號,"22.610538805429872, 120.34139844057525",2,6299.0,鳳山分局,,,,,,,
一般建築,FS3316,區武漢里,武漢里,高雄市鳳山區武漢里武慶二路56巷2號之2,"22.61117,120.333274",1.2.,8000.0,鳳山分局,,,,,,,
藝文設施,FS468,區新強里,新強里,高雄市鳳山區新強里三多一路1號,"22.623017198280998, 120.342434893618",1.2.,85251.0,鳳山分局,,,,,,,
一般建築,QJ4327,區明禮里,明禮里,高雄市前鎮區明禮里漁港路311號,"22.583286073149118, 120.32453701255639",1.2.,3240.0,前鎮分局,,,,,,,
一般建築,FS0477,區南成里,南成里,高雄市鳳山區南成里海涵路386號,"22.590996425017245, 120.3462285101155",1.2.3,15674.0,鳳山分局,,,,,,,
一般建築,FS0478,區鎮東里,鎮東里,高雄市鳳山區鎮東里光遠路15號,"22.623188415228963, 120.36733486546456",1.2.3,4516.0,鳳山分局,,,,,,,
一般建築,FS0479,區鎮北里,鎮北里,高雄市鳳山區鎮北里北賢街395號,"22.64789343642184, 120.3697902217452",1.2.,3772.0,鳳山分局,,,,,,,
工廠,XG0690,區鳳宮里,鳳宮里,高雄市小港區鳳宮里台機路3號,"22.5608,120.34754",1,443.0,小港分局,,,,,,,
一般建築,XG0895,區港南里,港南里,高雄市小港區港南里平和路46號,"22.564836,120.334014",1,444.0,小港分局,,,,,,,
一般建築,XG2785,區濟南里,濟南里,高雄市小港區濟南里宏平路362號,"22.57008,120.359087",1,455.0,小港分局,,,,,,,
一般建築,XG2881,區山明里,山明里,高雄市小港區山明里19鄰宏光街511號,"22.567364,120.368641",1,457.0,小港分局,,,,,,,
一般建築,XG1046,區宏亮里,宏亮里,高雄市小港區宏亮里山明路541巷1號,"22.569035,120.361763",1,459.0,小港分局,,,,,,,
一般建築,XG2742,區順苓里,順苓里,高雄市小港區順苓里平治街70號,"22.56743,120.355565",1,462.0,小港分局,,,,,,,
醫院照護,XG2811,區山東里,山東里,高雄市小港區山東里鄰宏平路636號,"22.570073,120.352557",1.2,463.0,小港分局,,,,,,,
一般建築,XG2539,區大苓里,大苓里,高雄市小港區大苓里民益路133巷51號,"22.568065,120.3475",1,465.0,小港分局,,,,,,,
一般建築,XG2745,區宏亮里,宏亮里,高雄市小港區宏亮里大鵬路162號,"22.569447,120.358591",1,467.0,小港分局,,,,,,,
一般建築,XG2357,區港墘里,港墘里,高雄市小港區港墘里達德街51號,"22.566817,120.333691",1,470.0,小港分局,,,,,,,
工廠,XG2856,區小港里,小港里,高雄市小港區小港里1鄰台糖路1號,"22.565062,120.34495",1,471.0,小港分局,,,,,,,
工廠,XG2772,區鳳宮里,鳳宮里,高雄市小港區鳳宮里中林路16號,"22.538343,120.367921",1,476.0,小港分局,,,,,,,
工廠,XG1327,區山明里,山明里,高雄市小港區山明里1鄰中林路11號,"22.537337094751564, 120.36808838899616",1,482.0,小港分局,,,,,,,
工廠,XG2850,區鳳宮里,鳳宮里,高雄市小港區鳳宮里中鋼路1號,"22.557011438689212, 120.35697044874829",1,483.0,小港分局,,,,,,,
一般建築,XG1045,區港正里,港正里,高雄市小港區港正里平和十路5巷1弄7號,"22.563655,120.33351",1,485.0,小港分局,,,,,,,
一般建築,XG2501,區店鎮里,店鎮里,高雄市小港區店鎮里立群路45號,"22.563354,120.352777",1,488.0,小港分局,,,,,,,
一般建築,XG2265,區正苓里,正苓里,高雄市小港區正苓里漢民路258號,"22.566526,120.353212",1,499.0,小港分局,,,,,,,
一般建築,XG2660,區店鎮里,店鎮里,高雄市小港區店鎮里中鋼路80號,"22.560212,120.355217",1,499.0,小港分局,,,,,,,
工廠,XG2016,區鳳森里,鳳森里,高雄市小港區鳳森里1鄰中智街25號,"22.532727,120.362779",1,499.0,小港分局,,,,,,,
一般建築,XG2738,區松金里,松金里,高雄市小港區松金里13鄰宏林街59號,"22.570929,120.365802",1,505.0,小港分局,,,,,,,
一般建築,XG2162,區港南里,港南里,高雄市小港區港南里福利路48巷16號,"22.565228,120.336014",1,509.0,小港分局,,,,,,,
工廠,XG1640,區鳳鳴里,鳳鳴里,高雄市小港區鳳鳴里17鄰沿海三路36號,"22.523204,120.36675",1,513.0,小港分局,,,,,,,
工廠,XG2757,區山明里,山明里,高雄市小港區山明里1鄰北林路8號,"22.55666924820061, 120.37113443178768",1,515.0,小港分局,,,,,,,
一般建築,XG2810,區山明里,山明里,高雄市小港區山明里20鄰山明路66號,"22.565812,120.366646",1,531.0,小港分局,,,,,,,
一般建築,XG2728,區青島里,青島里,高雄市小港區青島里宏平路500號,"22.570094,120.355718",1,535.0,小港分局,,,,,,,
政府機關,XG2011,區鳳森里,鳳森里,高雄市小港區鳳森里鳳林路116號,"22.52707,120.346013",1,535.0,小港分局,,,,,,,
一般建築,XG2895,區店鎮里,店鎮里,高雄市小港區店鎮里17鄰中鋼路62號,"22.560434,120.355484",1.2,547.0,小港分局,,,,,,,
一般建築,XG2896,區店鎮里,店鎮里,高雄市小港區店鎮里17鄰中鋼路62號,"22.560343026372845, 120.35546875610851",1.2,547.0,小港分局,,,,,,,
一般建築,XG2926,區正苓里,正苓里,高雄市小港區正苓里12鄰永順街155-1號,"22.568811,120.352971",1.2,548.0,小港分局,,,,,,,
一般建築,XG2651,區店鎮里,店鎮里,高雄市小港區店鎮里江山街6號,"22.562117,120.357314",1,550.0,小港分局,,,,,,,
一般建築,XG2310,區二苓里,二苓里,高雄市小港區二苓里大業北路350號,"22.564191,120.347492",1,551.0,小港分局,,,,,,,
工廠,XG2536,區鳳宮里,鳳宮里,高雄市小港區鳳宮里中鋼路1號,"22.552023462635297, 120.35862878158758",1,556.0,小港分局,,,,,,,
一般建築,XG2654,區大苓里,大苓里,高雄市小港區大苓里沿海一路182號,"22.567554,120.350787",1,559.0,小港分局,,,,,,,
工廠,XG0762,區山明里,山明里,高雄市小港區山明里1鄰沿海三路20號,"22.529575,120.370104",1,567.0,小港分局,,,,,,,
工廠,XG2533,區山明里,山明里,高雄市小港區山明里1鄰沿海三路20之3號,"22.533169,120.372794",1,568.0,小港分局,,,,,,,
一般建築,XG1164,區順苓里,順苓里,高雄市小港區順苓里平治街86號,"22.567454,120.354986",1,575.0,小港分局,,,,,,,
工廠,XG2774,區山明里,山明里,高雄市小港區山明里1鄰大業南路55號,"22.535461,120.369643",1,581.0,小港分局,,,,,,,
一般建築,XG2705,區中厝里,中厝里,高雄市小港區中厝里18鄰明聖街54號,"22.582211,120.348113",1,584.0,小港分局,,,,,,,
一般建築,XG2516,區廈莊里,廈莊里,高雄市小港區廈莊里3鄰廈莊六街53號,"22.584187,120.361271",1,587.0,小港分局,,,,,,,
工廠,XG1533,區山明里,山明里,高雄市小港區山明里1鄰大業南路50號,"22.534666,120.36959",1,606.0,小港分局,,,,,,,
工廠,XG1554,區山明里,山明里,高雄市小港區山明里1鄰大業南路50號,"22.533809871703205, 120.36920324460601",1,606.0,小港分局,,,,,,,
一般建築,XG1986,區順苓里,順苓里,高雄市小港區順苓里平治街6巷14號,"22.56714,120.357979",1,615.0,小港分局,,,,,,,
一般建築,XG2369,區正苓里,正苓里,高雄市小港區正苓里永順街220號,"22.568981,120.350761",1,617.0,小港分局,,,,,,,
一般建築,XG2309,區二苓里,二苓里,高雄市小港區二苓里大業北路348號,"22.564146,120.347532",1,624.0,小港分局,,,,,,,
一般建築,XG2653,區山東里,山東里,高雄市小港區山東里宏平路662號,"22.570139,120.352009",1,626.0,小港分局,,,,,,,
一般建築,XG2770,區青島里,青島里,高雄市小港區青島里中光街21號,"22.571369,120.355945",1,632.0,小港分局,,,,,,,
一般建築,XG2210,區順苓里,順苓里,高雄市小港區順苓里漢民路409號,"22.56701,120.357668",1,642.0,小港分局,,,,,,,
工廠,XG2662,區山明里,山明里,高雄市小港區山明里1鄰世全路5號,"22.546233,120.369266",1,652.0,小港分局,,,,,,,
工廠,XG1620,區店鎮里,店鎮里,高雄市小港區店鎮里嘉興街6號,"22.560725,120.361427",1,653.0,小港分局,,,,,,,
一般建築,XG2690,區桂林里,桂林里,高雄市小港區桂林里11鄰桂陽路257巷9號,"22.58141,120.353565",1,660.0,小港分局,,,,,,,
政府機關,XG2858,區山明里,山明里,高雄市小港區山明里15鄰博學路369號,"22.56238,120.370665",1,662.0,小港分局,,,,,,,
一般建築,XG2689,區桂林里,桂林里,高雄市小港區桂林里11鄰桂陽路257巷5號,"22.581572,120.35354",1,664.0,小港分局,,,,,,,
一般建築,XG2694,區鳳宮里,鳳宮里,高雄市小港區鳳宮里店北路58號,"22.560139,120.352727",1,670.0,小港分局,,,,,,,
一般建築,XG2900,區山明里,山明里,高雄市小港區山明里28鄰松華路50號,"22.559774,120.373929",1,674.0,小港分局,,,,,,,
一般建築,XG2918,區小港里,小港里,高雄市小港區小港里9鄰港美街72號,"22.562747199683894, 120.33818626237375",1.2,675.0,小港分局,,,,,,,
一般建築,XG2917,區小港里,小港里,高雄市小港區小港里9鄰港美街72號,"22.562788,120.338577",1.2,682.0,小港分局,,,,,,,
一般建築,XG2801,區青島里,青島里,高雄市小港區青島里廠橫路28之8號,"22.570936,120.356037",1,683.0,小港分局,,,,,,,
一般建築,XG2704,區店鎮里,店鎮里,高雄市小港區店鎮里江山街61號,"22.562609,120.358498",1,685.0,小港分局,,,,,,,
一般建築,XG2765,區泰山里,泰山里,高雄市小港區泰山里宏信街21號,"22.570114,120.362969",1,687.0,小港分局,,,,,,,
一般建築,XG1522,區順苓里,順苓里,高雄市小港區順苓里永順街102號,"22.56913,120.35504",1,692.0,小港分局,,,,,,,
工廠,XG1096,區山明里,山明里,高雄市小港區山明里1鄰北林路10號,"22.55713,120.370588",1,693.0,小港分局,,,,,,,
工廠,XG2712,區山明里,山明里,高雄市小港區山明里1鄰永春街2號,"22.543786,120.378643",1,693.0,小港分局,,,,,,,
一般建築,XG2647,區泰山里,泰山里,高雄市小港區泰山里飛機路2號,"22.573434043429327, 120.3620342698788",1,698.0,小港分局,,,,,,,
一般建築,XG0725,區山明里,山明里,高雄市小港區山明里23鄰泰興街7號,"22.564627,120.368144",1,706.0,小港分局,,,,,,,
一般建築,XG2686,區店鎮里,店鎮里,高雄市小港區店鎮里店陽街10號,"22.561605,120.355602",1,718.0,小港分局,,,,,,,
一般建築,XG2680,區桂林里,桂林里,高雄市小港區桂林里28鄰桂仁街1號,"22.582808,120.355185",1,719.0,小港分局,,,,,,,
一般建築,XG2670,區二苓里,二苓里,高雄市小港區二苓里漢民路188巷1弄29號,"22.56542,120.352019",1,720.0,小港分局,,,,,,,
工廠,XG0765,區鳳鳴里,鳳鳴里,高雄市小港區鳳鳴里1鄰中利街8號,"22.522791,120.363189",1,720.0,小港分局,,,,,,,
一般建築,XG2798,區桂林里,桂林里,高雄市小港區桂林里1鄰桂忠街63號,"22.583957,120.35809",1,724.0,小港分局,,,,,,,
一般建築,XG2532,區大苓里,大苓里,高雄市小港區大苓里民益路64巷10號,"22.567916,120.348412",1,730.0,小港分局,,,,,,,
交通設施,XG2807,區山東里,山東里,高雄市小港區山東里鄰山東里中山四路2號,"22.569794,120.346789",1,733.0,小港分局,,,,,,,
工廠,XG2055,區小港里,小港里,高雄市小港區小港里1鄰台機路1號,"22.561364,120.348169",1,735.0,小港分局,,,,,,,
一般建築,XG0724,區山明里,山明里,高雄市小港區山明里11鄰華山路79號,"22.565151,120.36864",1,735.0,小港分局,,,,,,,
一般建築,XG2913,區正苓里,正苓里,高雄市小港區正苓里永順街168號,"22.569241,120.352695667345",1.2.3.4,735.0,小港分局,,,,,,,
一般建築,XG2914,區正苓里,正苓里,高雄市小港區正苓里永順街168號,"22.56921349893045, 120.352685208595",1,735.0,小港分局,,,,,,,
一般建築,XG2915,區正苓里,正苓里,高雄市小港區正苓里永順街168號,"22.569180217555026, 120.35275511429464",1,735.0,小港分局,,,,,,,
一般建築,XG2916,區正苓里,正苓里,高雄市小港區正苓里永順街168號,"22.569261741574465, 120.35258737239378",1,735.0,小港分局,,,,,,,
一般建築,XG2684,區山東里,山東里,高雄市小港區山東里民治路32號,"22.570694,120.349924",1,736.0,小港分局,,,,,,,
一般建築,XG2685,區鳳宮里,鳳宮里,高雄市小港區鳳宮里店北路61之1號,"22.560341,120.352169",1,745.0,小港分局,,,,,,,
一般建築,XG2658,區大苓里,大苓里,高雄市小港區大苓里民益路133巷27號,"22.568536,120.347724",1,750.0,小港分局,,,,,,,
一般建築,XG2708,區店鎮里,店鎮里,高雄市小港區店鎮里店陽街33號,"22.561525,120.355969",1,752.0,小港分局,,,,,,,
一般建築,XG2747,區中厝里,中厝里,高雄市小港區中厝里20鄰德仁路87號,"22.584437,120.349449",1,766.0,小港分局,,,,,,,
一般建築,XG1838,區正苓里,正苓里,高雄市小港區正苓里漢民路292號,"22.566673,120.353931",1,771.0,小港分局,,,,,,,
工廠,XG0902,區山明里,山明里,高雄市小港區山明里1鄰沿海三路26號,"22.53087280191375, 120.37094828236593",1,775.0,小港分局,,,,,,,
一般建築,XG1140,區正苓里,正苓里,高雄市小港區正苓里金府路78號,"22.5678949,120.354767296181",1,778.0,小港分局,,,,,,,
一般建築,XG2907,區桂林里,桂林里,高雄市小港區桂林里18鄰桂誠街21號,"22.583687,120.356922",1.2.3,786.0,小港分局,,,,,,,
一般建築,XG2908,區桂林里,桂林里,高雄市小港區桂林里18鄰桂誠街21號,"22.583669924016665, 120.35685342370189",1.2.3,786.0,小港分局,,,,,,,
一般建築,XG2909,區桂林里,桂林里,高雄市小港區桂林里18鄰桂誠街21號,"22.5835788740717, 120.35685719315175",1.2.3,786.0,小港分局,,,,,,,
工廠,XG2825,區小港里,小港里,高雄市小港區小港里1鄰長春街2號,"22.56415,120.345645",1,816.0,小港分局,,,,,,,
一般建築,XG2846,區宏亮里,宏亮里,高雄市小港區宏亮里宏信街58號,"22.569465,120.362444",1,820.0,小港分局,,,,,,,
一般建築,XG2691,區桂林里,桂林里,高雄市小港區桂林里27鄰桂華街380號,"22.583518,120.35308",1,839.0,小港分局,,,,,,,
工廠,XG2273,區鳳鳴里,鳳鳴里,高雄市小港區鳳鳴里1鄰大業南路28號,"22.525517,120.364813",1,850.0,小港分局,,,,,,,
一般建築,XG0995,區順苓里,順苓里,高雄市小港區順苓里宏平路445號,"22.569282,120.356466",1,853.0,小港分局,,,,,,,
一般建築,XG2657,區六苓里,六苓里,高雄市小港區六苓里華盛街101號,"22.568321,120.359508",1,864.0,小港分局,,,,,,,
一般建築,XG2710,區正苓里,正苓里,高雄市小港區正苓里平治街121之1號,"22.567658,120.353889",1,866.0,小港分局,,,,,,,
一般建築,XG2688,區桂林里,桂林里,高雄市小港區桂林里26鄰桂華街379號,"22.583286,120.353015",1,872.0,小港分局,,,,,,,
一般建築,XG2733,區中厝里,中厝里,高雄市小港區中厝里1鄰中安路320號,"22.58366,120.346045",1,877.0,小港分局,,,,,,,
一般建築,XG2786,區二苓里,二苓里,高雄市小港區二苓里大業北路376號,"22.564515,120.347217",1,881.0,小港分局,,,,,,,
一般建築,XG2764,區泰山里,泰山里,高雄市小港區泰山里松柏街112號,"22.571332,120.362531",1,881.0,小港分局,,,,,,,
工廠,XG2790,區小港里,小港里,高雄市小港區小港里12鄰光和路38號,"22.559252,120.336894",1,885.0,小港分局,,,,,,,
學校,XG1897,區順苓里,順苓里,高雄市小港區順苓里漢民路352號,"22.566087,120.355795",1,892.0,小港分局,,,,,,,
一般建築,XG2877,區店鎮里,店鎮里,高雄市小港區店鎮里中鋼路90之8號,"22.559629,120.354307",1.2.3,896.0,小港分局,,,,,,,
一般建築,XG2878,區店鎮里,店鎮里,高雄市小港區店鎮里中鋼路90之8號,"22.559403165946446, 120.35407958381651",1.2.3,896.0,小港分局,,,,,,,
一般建築,XG2879,區店鎮里,店鎮里,高雄市小港區店鎮里中鋼路90之8號,"22.559458278572247, 120.35412316971396",1.2.3,896.0,小港分局,,,,,,,
一般建築,XG2749,區店鎮里,店鎮里,高雄市小港區店鎮里店中路84之5號,"22.562823,120.353172",1,903.0,小港分局,,,,,,,
一般建築,XG2751,區店鎮里,店鎮里,高雄市小港區店鎮里立群路37號,"22.56349,120.353005",1,904.0,小港分局,,,,,,,
一般建築,XG1810,區港明里,港明里,高雄市小港區港明里漢威街99號,"22.569541,120.333101",1,916.0,小港分局,,,,,,,
一般建築,XG2744,區店鎮里,店鎮里,高雄市小港區店鎮里南北路9號,"22.56049,120.354586",1,942.0,小港分局,,,,,,,
學校,XG2645,區大苓里,大苓里,高雄市小港區大苓里大業北路436號,"22.56624627887546, 120.34605032795255",1,952.0,小港分局,,,,,,,
一般建築,XG2735,區山明里,山明里,高雄市小港區山明里2鄰學府路45號,"22.565325,120.36234",1,952.0,小港分局,,,,,,,
工廠,XG2829,區港口里,港口里,高雄市小港區港口里11鄰東亞路3號,"22.56485,120.330281",1,956.0,小港分局,,,,,,,
一般建築,XG2766,區青島里,青島里,高雄市小港區青島里中光街57號,"22.572489,120.356008",1,958.0,小港分局,,,,,,,
一般建築,XG2792,區濟南里,濟南里,高雄市小港區濟南里青山街71巷24號,"22.570841,120.361721",1,962.0,小港分局,,,,,,,
旅館,XG2755,區順苓里,順苓里,高雄市小港區順苓里宏平路447號,"22.569662,120.356312",1,963.0,小港分局,,,,,,,
一般建築,XG2671,區店鎮里,店鎮里,高雄市小港區店鎮里寶山街25號,"22.56283,120.35728",1,974.0,小港分局,,,,,,,
一般建築,XG2840,區正苓里,正苓里,高雄市小港區正苓里宏平路661號,"22.569572,120.351192",1,979.0,小港分局,,,,,,,
一般建築,XG2806,區青島里,青島里,高雄市小港區青島里宏平路460巷17號,"22.570558,120.356747",1,998.0,小港分局,,,,,,,
學校,XG2826,區桂林里,桂林里,高雄市小港區桂林里13鄰桂陽路390號,"22.582908,120.350386",1,1025.0,小港分局,,,,,,,
一般建築,XG2794,區山明里,山明里,高雄市小港區山明里25鄰華美街1號,"22.567222,120.364779",1,1027.0,小港分局,,,,,,,
一般建築,XG2666,區山東里,山東里,高雄市小港區山東里廠西路30之1號,"22.570886,120.350661",1,1076.0,小港分局,,,,,,,
一般建築,XG1541,區泰山里,泰山里,高雄市小港區泰山里飛機路2號,"22.57345285360787, 120.36188952981345",1,1077.0,小港分局,,,,,,,
一般建築,XG2734,區濟南里,濟南里,高雄市小港區濟南里山明路618號,"22.571172,120.361061",1,1079.0,小港分局,,,,,,,
一般建築,XG0896,區港南里,港南里,高雄市小港區港南里平和路46號,"22.56488032738424, 120.33387902741508",1,1081.0,小港分局,,,,,,,
工廠,XG2701,區鳳宮里,鳳宮里,高雄市小港區鳳宮里中鋼路1號,"22.557982425327648, 120.35426678204043",1,1087.0,小港分局,,,,,,,
政府機關,XG2799,區小港里,小港里,高雄市小港區小港里6鄰平和南路129之1號,"22.563645,120.337588",1,1111.0,小港分局,,,,,,,
一般建築,XG2730,區廈莊里,廈莊里,高雄市小港區廈莊里2鄰新昌街26之39號,"22.583955,120.361932",1,1111.0,小港分局,,,,,,,
一般建築,XG2824,區山明里,山明里,高雄市小港區山明里19鄰宏光街467號,"22.567276,120.367455",1,1119.0,小港分局,,,,,,,
一般建築,XG2681,區桂林里,桂林里,高雄市小港區桂林里28鄰桂義街257號,"22.582782,120.355469",1,1124.0,小港分局,,,,,,,
一般建築,XG2883,區濟南里,濟南里,高雄市小港區濟南里11鄰山明路605號,"22.570744,120.36086",1.2,1133.0,小港分局,,,,,,,
一般建築,XG2687,區二苓里,二苓里,高雄市小港區二苓里漢民路125號,"22.564221,120.35041",1,1137.0,小港分局,,,,,,,
一般建築,XG2832,區桂林里,廈莊里,高雄市小港區桂林里14鄰廈莊六街158號,"22.584396,120.359449",1,1139.0,小港分局,,,,,,,
一般建築,XG2776,區山明里,山明里,高雄市小港區山明里22鄰山明路1號,"22.565467,120.370347",1,1141.0,小港分局,,,,,,,
工廠,XG2639,區鳳宮里,鳳宮里,高雄市小港區鳳宮里中鋼路1號,"22.55682318538372, 120.3522819473745",1,1146.0,小港分局,,,,,,,
一般建築,XG2760,區三苓里,三苓里,高雄市小港區三苓里二苓路300號,"22.56574,120.346555",1,1150.0,小港分局,,,,,,,
辦公室,XG2851,區港興里,港興里,高雄市小港區港興里小港路118號,"22.565836,120.342226",1.2,1157.0,小港分局,,,,,,,
學校,XG2857,區鳳興里,鳳興里,高雄市小港區鳳興里11鄰龍鳳路559號,"22.521671,120.348552",1,1164.0,小港分局,,,,,,,
一般建築,XG2884,區濟南里,濟南里,高雄市小港區濟南里11鄰山明路605號,"22.570793533367443, 120.36089476851431",1.2,1178.0,小港分局,,,,,,,
一般建築,XG1012,區順苓里,順苓里,高雄市小港區順苓里康莊路55巷16號,"22.568905,120.356628",1,1183.0,小港分局,,,,,,,
一般建築,XG2677,區青島里,青島里,高雄市小港區青島里宏平路530號,"22.570091,120.354938",1,1189.0,小港分局,,,,,,,
工廠,XG2905,區山明里,山明里,高雄市小港區山明里1鄰沿海三路26號,"22.530375762149706, 120.37153791484869",1,1191.0,小港分局,,,,,,,
一般建築,XG2743,區中厝里,中厝里,高雄市小港區中厝里19鄰中安路286號,"22.583061,120.344154",1,1193.0,小港分局,,,,,,,
一般建築,XG2758,區二苓里,二苓里,高雄市小港區二苓里大業北路362號,"22.564371,120.347361",1,1225.0,小港分局,,,,,,,
一般建築,XG2697,區合作里,合作里,高雄市小港區合作里4鄰復華路38巷1號,"22.582148,120.364056",1,1238.0,小港分局,,,,,,,
工廠,XG2604,區龍鳳里,龍鳳里,高雄市小港區龍鳳里1鄰中亨街48號,"22.529513112407816, 120.36357030432048",1,1247.0,小港分局,,,,,,,
一般建築,XG2726,區桂林里,桂林里,高雄市小港區桂林里27鄰桂江街91號,"22.583798,120.352324",1,1251.0,小港分局,,,,,,,
一般建築,XG2727,區桂林里,桂林里,高雄市小港區桂林里26鄰桂華街401號,"22.583292,120.352114",1,1253.0,小港分局,,,,,,,
一般建築,XG2821,區山明里,山明里,高雄市小港區山明里23鄰華立街10號,"22.563576,120.368606",1.2,1255.0,小港分局,,,,,,,
一般建築,XG2672,區三苓里,三苓里,高雄市小港區三苓里義興街25號,"22.566147,120.351145",1,1275.0,小港分局,,,,,,,
工廠,XG0901,區鳳宮里,鳳宮里,高雄市小港區鳳宮里中鋼路1號,"22.55785788200193, 120.35406459243033",1,1287.0,小港分局,,,,,,,
學校,XG2852,區山明里,山明里,高雄市小港區山明里32鄰松和路40號,"22.566216,120.371763",1,1299.0,小港分局,,,,,,,
一般建築,XG2756,區山明里,山明里,高雄市小港區山明里17鄰鳳福路23號,"22.562908,120.367588",1,1305.0,小港分局,,,,,,,
一般建築,XG2664,區桂林里,桂林里,高雄市小港區桂林里26鄰桂州街52號,"22.583051,120.352621",1,1309.0,小港分局,,,,,,,
工廠,XG2097,區鳳宮里,鳳宮里,高雄市小港區鳳宮里中鋼路1號,"22.55515297122522, 120.35715449722706",1,1312.0,小港分局,,,,,,,
一般建築,XG2693,區順苓里,順苓里,高雄市小港區順苓里康莊路47號,"22.568527,120.356737",1,1314.0,小港分局,,,,,,,
一般建築,XG2814,區青島里,青島里,高雄市小港區青島里宏泰街80巷20號,"22.5708,120.356363",1,1321.0,小港分局,,,,,,,
一般建築,XG2711,區桂林里,桂林里,高雄市小港區桂林里24鄰桂華街470號,"22.583575,120.350479",1,1325.0,小港分局,,,,,,,
政府機關,XG2567,區港南里,港南里,高雄市小港區港南里小港路158號,"22.565224,120.338047",1,1328.0,小港分局,,,,,,,
一般建築,XG2649,區港南里,港南里,高雄市小港區港南里平和路46號,"22.56490768279537, 120.33392275690287",1,1329.0,小港分局,,,,,,,
一般建築,XG2854,區濟南里,濟南里,高雄市小港區濟南里12鄰青山街93巷31號,"22.570492,120.360699",1.2,1332.0,小港分局,,,,,,,
工廠,XG2859,區鳳森里,鳳森里,高雄市小港區鳳森里6鄰南星路2800號,"22.549806,120.318601",1,1339.0,小港分局,,,,,,,
一般建築,XG2800,區山東里,山東里,高雄市小港區山東里民治路42號,"22.570712,120.349839",2,1351.0,小港分局,,,,,,,
學校,XG2644,區大苓里,大苓里,高雄市小港區大苓里大業北路436號,"22.566434,120.34571",1,1383.0,小港分局,,,,,,,
活動中心,XG2748,區松山里,松山里,高雄市小港區松山里5鄰高松路27號,"22.57255941,120.372338996181",1.2,1390.0,小港分局,,,,,,,
一般建築,XG2650,區正苓里,正苓里,高雄市小港區正苓里沿海一路259之2號,"22.56575,120.35335",1.2,1391.0,小港分局,,,,,,,
一般建築,XG2816,區桂林里,桂林里,高雄市小港區桂林里1鄰桂華街132號,"22.583316,120.35792",1.2,1393.0,小港分局,,,,,,,
一般建築,XG2817,區桂林里,桂林里,高雄市小港區桂林里1鄰桂華街132號,"22.58328940589333, 120.35801631900118",1.2,1393.0,小港分局,,,,,,,
一般建築,XG2663,區桂林里,桂林里,高雄市小港區桂林里27鄰桂華街382號,"22.583538,120.352641",1,1397.0,小港分局,,,,,,,
一般建築,XG2903,區山明里,山明里,高雄市小港區山明里11鄰敬業路86號,"22.564996,120.366837",1.2,1426.0,小港分局,,,,,,,
一般建築,XG2904,區山明里,山明里,高雄市小港區山明里11鄰敬業路86號,"22.56486468703396, 120.36689414501626",1.2,1426.0,小港分局,,,,,,,
學校,XG2674,區順苓里,順苓里,高雄市小港區順苓里漢民路352號,"22.565997128307654, 120.35591504432033",1,1436.0,小港分局,,,,,,,
學校,XG2307,區順苓里,順苓里,高雄市小港區順苓里漢民路352號,"22.566433807218825, 120.35623971132564",1,1445.0,小港分局,,,,,,,
一般建築,XG0887,區港口里,港口里,高雄市小港區港口里5鄰平和七路77號,"22.561872,120.332534",1,1461.0,小港分局,,,,,,,
工廠,XG1977,區鳳宮里,鳳宮里,高雄市小港區鳳宮里中鋼路1號,"22.554508937042804, 120.35745490464319",1,1462.0,小港分局,,,,,,,
學校,XG1126,區大苓里,大苓里,高雄市小港區大苓里大業北路438號,"22.567015,120.346222",1,1465.0,小港分局,,,,,,,
