地址,經度,緯度,避難所在之地下樓層數,可容納人數,村里別,轄區分局,編號
臺中市西屯區何福里太原路一段263號,"120.663535 ","24.164359 ",B01,"155 ",何福里,第六分局,FC01205
臺中市西屯區何福里太原路一段271號,"120.663703 ","24.164473 ",B01,"137 ",何福里,第六分局,FC01208
臺中市西屯區何福里漢口路二段300號,"120.664473 ","24.166378 ",B01,"193 ",何福里,第六分局,FC01209
臺中市西屯區何福里漢口路二段298號,"120.664406 ","24.166346 ",B01,"193 ",何福里,第六分局,FC01210
臺中市西屯區何福里漢口路二段296號,"120.664344 ","24.166316 ",B01,"193 ",何福里,第六分局,FC01211
臺中市西屯區何福里漢口路二段294號,"120.664282 ","24.166277 ",B01,"193 ",何福里,第六分局,FC01212
臺中市西屯區何福里漢口路二段292號,"120.664141 ","24.166205 ",B01,"193 ",何福里,第六分局,FC01213
臺中市西屯區何德里漢口路二段151號,"120.661576 ","24.165313 ",B02,"1316 ",何德里,第六分局,FC01214
臺中市西屯區何福里漢口路二段142號,"120.663083 ","24.165623 ",B01,"711 ",何福里,第六分局,FC01215
臺中市西屯區何福里漢口路二段136號,"120.662649 ","24.165458 ",B01,"221 ",何福里,第六分局,FC01216
臺中市西屯區何源里重慶路358號,"120.663777 ","24.170442 ",B01,"1497 ",何源里,第六分局,FC01217
臺中市西屯區何源里河南路一段64號,"120.663088 ","24.168351 ",B01,"248 ",何源里,第六分局,FC01219
臺中市西屯區何源里河南東二街66號,"120.664261 ","24.169639 ",B01,"127 ",何源里,第六分局,FC01220
臺中市西屯區何源里河南東四街26號,"120.664282 ","24.168994 ",B01,"715 ",何源里,第六分局,FC01221
臺中市西屯區何源里河南東一街19號,"120.662727 ","24.169957 ",B01,"668 ",何源里,第六分局,FC01222
臺中市西屯區何源里河南東三街42號,"120.663591 ","24.168894 ",B01,"239 ",何源里,第六分局,FC01223
臺中市西屯區何源里河南東二街7號,"120.662814 ","24.169315 ",B01,"75 ",何源里,第六分局,FC01224
臺中市西屯區何源里河南路一段116號,"120.662420 ","24.169563 ",B01,"79 ",何源里,第六分局,FC01228
臺中市西屯區何福里寧夏東五街2號,"120.662512 ","24.168006 ",B01,"576 ",何福里,第六分局,FC01244
臺中市西屯區何福里寧夏東四街13號,"120.661266 ","24.167908 ",B01,"54 ",何福里,第六分局,FC01250
臺中市西屯區何福里寧夏東五街16號,"120.662487 ","24.168270 ",B01,"329 ",何福里,第六分局,FC01251
臺中市西屯區何福里河南路一段89號,"120.662581 ","24.168607 ",B01,"384 ",何福里,第六分局,FC01252
臺中市西屯區何福里寧夏東三街16號,"120.661970 ","24.167926 ",B01,"304 ",何福里,第六分局,FC01253
臺中市西屯區何福里寧夏東三街22號,"120.661995 ","24.168129 ",B01,"72 ",何福里,第六分局,FC01254
臺中市西屯區何福里寧夏東三街17號,"120.662014 ","24.167463 ",B01,"438 ",何福里,第六分局,FC01255
臺中市西屯區何明里漢口路一段54號,"120.656797 ","24.160800 ",B01,"65 ",何明里,第六分局,FC01257
臺中市西屯區何明里臺灣大道二段666號,"120.657228 ","24.159105 ",B04,"3633 ",何明里,第六分局,FC01259
臺中市西屯區何明里大有街17號,"120.657445 ","24.160111 ",B01,"104 ",何明里,第六分局,FC01260
臺中市西屯區何明里漢口路一段42號,"120.656704 ","24.160588 ",B01,"86 ",何明里,第六分局,FC01261
臺中市西屯區何明里漢口路一段40號,"120.656694 ","24.160533 ",B01,"87 ",何明里,第六分局,FC01262
臺中市西屯區何明里漢口路一段38號,"120.656690 ","24.160480 ",B01,"87 ",何明里,第六分局,FC01263
臺中市西屯區何明里漢口路一段36號,"120.656671 ","24.160437 ",B01,"87 ",何明里,第六分局,FC01264
臺中市西屯區何明里漢口路一段34號,"120.656645 ","24.160390 ",B01,"86 ",何明里,第六分局,FC01265
臺中市西屯區何明里大有街71號,"120.658976 ","24.162413 ",B01,"165 ",何明里,第六分局,FC01266
臺中市西屯區何明里大有街65號,"120.658897 ","24.162272 ",B01,"128 ",何明里,第六分局,FC01267
臺中市西屯區何明里大有東街21號,"120.657934 ","24.159602 ",B01,"54 ",何明里,第六分局,FC01275
臺中市西屯區何明里漢口路一段8號,"120.656437 ","24.159884 ",B01,"71 ",何明里,第六分局,FC01301
臺中市西屯區何安里四川西一街4號,"120.651240 ","24.163098 ",B01,"97 ",何安里,第六分局,FC01302
臺中市西屯區何安里重慶路1號,"120.653915 ","24.163553 ",B01,"1773 ",何安里,第六分局,FC01308
臺中市西屯區何安里青海路一段85號,"120.654154 ","24.164645 ",B02B03,"834 ",何安里,第六分局,FC01309
臺中市西屯區何安里四川三街6之1號,"120.651915 ","24.162438 ",B01,"325 ",何安里,第六分局,FC01312
臺中市西屯區何安里四川西一街79號,"120.651785 ","24.163007 ",B01,"227 ",何安里,第六分局,FC01314
臺中市西屯區何安里甘州街5號,"120.655727 ","24.164711 ",B01,"56 ",何安里,第六分局,FC01315
臺中市西屯區何福里漢口路二段108號,"120.660976 ","24.164477 ",B01,"1483 ",何福里,第六分局,FC01317
臺中市西屯區何明里大有五街15號,"120.660092 ","24.162261 ",B01,"471 ",何明里,第六分局,FC01318
臺中市西屯區何明里大弘街85號,"120.659774 ","24.163616 ",B01,"187 ",何明里,第六分局,FC01319
臺中市西屯區何安里四川一街47號,"120.651968 ","24.165074 ",B02,"221 ",何安里,第六分局,FC01320
臺中市西屯區何源里重慶路316號,"120.662220 ","24.170067 ",B02,"654 ",何源里,第六分局,FC01321
臺中市西屯區何明里太原路一段127號,"120.659797 ","24.161404 ",B01,"325 ",何明里,第六分局,FC01322
臺中市西屯區何厝里青海路一段9號之6,"120.656768 ","24.163343 ",B02,"1140 ",何厝里,第六分局,FC01324
臺中市西屯區何厝里四川路146號,"120.654573 ","24.161496 ",B02B03,"1415 ",何厝里,第六分局,FC01325
臺中市西屯區何明里大弘一街11號,"120.658115 ","24.162745 ",B01,"1335 ",何明里,第六分局,FC01326
臺中市西屯區何明里大弘街61號,"120.659417 ","24.163374 ",B01,"138 ",何明里,第六分局,FC01327
臺中市西屯區何厝里甘州街51號,"120.657531 ","24.163971 ",B01,"163 ",何厝里,第六分局,FC01328
臺中市西屯區何德里甘州五街57號,"120.658229 ","24.165108 ",B01,"154 ",何德里,第六分局,FC01329
臺中市西屯區何明里太原路一段131號,"120.659861 ","24.161483 ",B02,"123 ",何明里,第六分局,FC01331
臺中市西屯區何明里大弘街5號,"120.657808 ","24.162721 ",B01,"139 ",何明里,第六分局,FC01332
臺中市西屯區何厝里何厝東二街85號,"120.656408 ","24.162486 ",B01,"1299 ",何厝里,第六分局,FC01334
臺中市西屯區何明里大有街113號,"120.658993 ","24.163188 ",B01B02,"161 ",何明里,第六分局,FC01335
臺中市西屯區何明里大弘街76號,"120.660411 ","24.163737 ",B01,"102 ",何明里,第六分局,FC01336
臺中市西屯區何厝里何厝街68號,"120.655219 ","24.162317 ",B01,"88 ",何厝里,第六分局,FC01337
臺中市西屯區何厝里何厝東一街9號,"120.656040 ","24.161837 ",B01,"279 ",何厝里,第六分局,FC01338
臺中市西屯區何明里大有三街1號,"120.658671 ","24.160364 ",B01,"125 ",何明里,第六分局,FC01339
臺中市西屯區何明里漢口路一段54號之1,"120.657470 ","24.161009 ",B01,"2174 ",何明里,第六分局,FC01341
臺中市西屯區何源里重慶路350號,"120.662938 ","24.170349 ",B01,"738 ",何源里,第六分局,FC01342
臺中市西屯區何源里重慶路340號,"120.662842 ","24.170209 ",B02,"679 ",何源里,第六分局,FC01343
臺中市西屯區何源里華美西街二段369號,"120.666639 ","24.172046 ",B01,"906 ",何源里,第六分局,FC01345
臺中市西屯區何源里漢成街49號,"120.664987 ","24.168126 ",B01,"56 ",何源里,第六分局,FC01352
臺中市西屯區何源里重慶路378號,"120.665553 ","24.170987 ",B01,"535 ",何源里,第六分局,FC01353
臺中市西屯區何源里重慶路403號,"120.665190 ","24.171195 ",B01,"452 ",何源里,第六分局,FC01354
臺中市西屯區何源里成都路280號,"120.664974 ","24.170314 ",B01,"287 ",何源里,第六分局,FC01355
臺中市西屯區何福里寧夏東二街19號,"120.660985 ","24.169036 ",B01,"540 ",何福里,第六分局,FC01360
臺中市西屯區何福里大信街4號,"120.662291 ","24.164128 ",B01,"105 ",何福里,第六分局,FC01362
臺中市西屯區何福里大信街6號,"120.662211 ","24.164192 ",B01,"105 ",何福里,第六分局,FC01363
臺中市西屯區何福里漢口路二段128號,"120.662349 ","24.165285 ",B01,"1205 ",何福里,第六分局,FC01364
臺中市西屯區何源里重慶路370號,"120.665287 ","24.170966 ",B01,"139 ",何源里,第六分局,FC01366
臺中市西屯區何福里寧夏東一街23號,"120.661558 ","24.168673 ",B01,"815 ",何福里,第六分局,FC01369
臺中市西屯區何德里甘州六街51號,"120.658398 ","24.165724 ",B01,"477 ",何德里,第六分局,FC01370
臺中市西屯區何福里河南路一段123號,"120.662131 ","24.169412 ",B01,"1552 ",何福里,第六分局,FC01373
臺中市西屯區何德里重慶路142號,"120.656801 ","24.166525 ",B01,"186 ",何德里,第六分局,FC01374
臺中市西屯區何福里寧夏東八街11號之17,"120.662223 ","24.166454 ",B01,"270 ",何福里,第六分局,FC01375
臺中市西屯區何仁里甘肅路一段209號,"120.656360 ","24.168624 ",B01,"119 ",何仁里,第六分局,FC01378
臺中市西屯區何仁里重慶路171號,"120.657000 ","24.167382 ",B02,"568 ",何仁里,第六分局,FC01379
臺中市西屯區何仁里永昌街45號,"120.658106 ","24.169559 ",B01,"272 ",何仁里,第六分局,FC01380
臺中市西屯區何仁里天水西二街6號,"120.654180 ","24.166879 ",B01,"85 ",何仁里,第六分局,FC01382
臺中市西屯區何仁里永昌街43號,"120.658079 ","24.169478 ",B01,"202 ",何仁里,第六分局,FC01385
臺中市西屯區何仁里文心路三段155號之1,"120.657096 ","24.170490 ",B01,"345 ",何仁里,第六分局,FC01386
臺中市西屯區何仁里永昌街35之3號,"120.657732 ","24.169179 ",B01,"140 ",何仁里,第六分局,FC01390
臺中市西屯區何厝里甘州五街16號,"120.657888 ","24.163892 ",B01,"91 ",何厝里,第六分局,FC01391
臺中市西屯區何仁里天水東街45號,"120.656619 ","24.167225 ",B01,"131 ",何仁里,第六分局,FC01392
臺中市西屯區何仁里天水西二街15號之17,"120.654545 ","24.166827 ",B01,"56 ",何仁里,第六分局,FC01395
臺中市西屯區何仁里天水西二街26號,"120.654628 ","24.166426 ",B01,"103 ",何仁里,第六分局,FC01396
臺中市西屯區何仁里天水東街30號,"120.655417 ","24.168016 ",B01,"179 ",何仁里,第六分局,FC01397
臺中市西屯區何仁里重慶路163號,"120.656790 ","24.167121 ",B01,"62 ",何仁里,第六分局,FC01399
臺中市西屯區何仁里天水東街35號,"120.653925 ","24.169857 ",B01,"333 ",何仁里,第六分局,FC01400
臺中市西屯區何源里成都路214號,"120.664786 ","24.168561 ",B01,"438 ",何源里,第六分局,FC01401
臺中市西屯區何仁里長安路一段45之3號,"120.654931 ","24.170553 ",B01,"414 ",何仁里,第六分局,FC01403
臺中市西屯區大鵬里中平路212號,"120.663599 ","24.176134 ",B01,"218 ",大鵬里,第六分局,FC01404
臺中市西屯區大鵬里長安路二段69號之3,"120.663076 ","24.173359 ",B01,"158 ",大鵬里,第六分局,FC01405
臺中市西屯區大鵬里長安路二段161號,"120.665249 ","24.174090 ",B01,"1500 ",大鵬里,第六分局,FC01412
臺中市西屯區大河里文心路三段167號之7,"120.658000 ","24.170943 ",B01,"179 ",大河里,第六分局,FC01415
臺中市西屯區大河里美滿街39巷34號,"120.654971 ","24.171140 ",B01,"156 ",大河里,第六分局,FC01416
臺中市西屯區大河里河南路二段40號,"120.660737 ","24.173126 ",B01,"1893 ",大河里,第六分局,FC01417
臺中市西屯區大河里大河二巷2號之7,"120.658810 ","24.174684 ",B01,"261 ",大河里,第六分局,FC01418
臺中市西屯區大河里大河二巷7號之1,"120.658333 ","24.172551 ",B01,"93 ",大河里,第六分局,FC01420
臺中市西屯區何仁里西屯路二段96號,"120.655139 ","24.165859 ",B01,"227 ",何仁里,第六分局,FC01427
臺中市西屯區何源里成都路166號,"120.663999 ","24.167760 ",B01,"275 ",何源里,第六分局,FC01430
臺中市西屯區何仁里重慶路51號,"120.656305 ","24.166371 ",B01,"16570 ",何仁里,第六分局,FC01431
臺中市西屯區何仁里櫻花路24號,"120.652492 ","24.169684 ",B03,"1608 ",何仁里,第六分局,FC01433
臺中市西屯區何仁里寧夏路221號,"120.659352 ","24.170145 ",B01,"150 ",何仁里,第六分局,FC01434
臺中市西屯區何明里大有二街17號,"120.657966 ","24.159918 ",B01B02,"581 ",何明里,第六分局,FC01435
臺中市西屯區何安里臺灣大道二段896號,"120.652234 ","24.161590 ",B01,"216 ",何安里,第六分局,FC01546
臺中市西屯區何安里文心路三段2號,"120.650200 ","24.162890 ",B01,"437 ",何安里,第六分局,FC01547
臺中市西屯區何仁里文心路三段91號之6,"120.652407 ","24.166793 ",B01,"314 ",何仁里,第六分局,FC01553
臺中市西屯區何仁里西屯路二段126巷7號,"120.652021 ","24.166974 ",B01,"1259 ",何仁里,第六分局,FC01554
臺中市西屯區何明里忠義街100號,"120.659223 ","24.161670 ",B01,"397 ",何明里,第六分局,FC01555
臺中市西屯區大河里河南路二段74巷35號,"120.660892 ","24.174762 ",B01,"146 ",大河里,第六分局,FC01557
臺中市西屯區大河里櫻花路74巷30號,"120.651827 ","24.171090 ",B01,"242 ",大河里,第六分局,FC01558
臺中市西屯區何安里四川路32號,"120.652044 ","24.163364 ",B01,"165 ",何安里,第六分局,FC01559
臺中市西屯區何明里忠義街77號,"120.659054 ","24.161556 ",B01,"379 ",何明里,第六分局,FC01560
臺中市西屯區何厝里四川路127號,"120.655716 ","24.160862 ",B03,"715 ",何厝里,第六分局,FC01561
臺中市西屯區何源里文心路三段312號,"120.661417 ","24.171434 ",B02,"572 ",何源里,第六分局,FC01562
臺中市西屯區何安里何厝街67巷28號,"120.654906 ","24.163084 ",B01B02,"427 ",何安里,第六分局,FC01564
臺中市西屯區何德里大信街50號,"120.661407 ","24.165369 ",B01,"531 ",何德里,第六分局,FC01565
臺中市西屯區何安里四川五街59號,"120.653295 ","24.163990 ",B01,"74 ",何安里,第六分局,FC01566
臺中市西屯區何福里寧夏路2號,"120.662971 ","24.164117 ",B01,"933 ",何福里,第六分局,FC01567
臺中市西屯區何德里寧夏路117號,"120.661163 ","24.166836 ",B01,"1354 ",何德里,第六分局,FC01568
臺中市西屯區何德里甘肅路一段71號,"120.658801 ","24.166136 ",B01,"184 ",何德里,第六分局,FC01569
臺中市西屯區何德里甘肅路一段66號,"120.659465 ","24.165748 ",B02,"1879 ",何德里,第六分局,FC01570
臺中市西屯區何仁里甘肅路二段25號,"120.655660 ","24.170538 ",B03,"431 ",何仁里,第六分局,FC01571
臺中市西屯區何德里寧夏路85號,"120.661724 ","24.165813 ",B02,"1075 ",何德里,第六分局,FC01572
臺中市西屯區何安里四川五街27號,"120.652385 ","24.162635 ",B03,"530 ",何安里,第六分局,FC01573
臺中市西屯區大河里長安路一段77號,"120.659353 ","24.172153 ",B01,"220 ",大河里,第六分局,FC01574
臺中市西屯區何源里成都路191號,"120.664509 ","24.168488 ",B01,"286 ",何源里,第六分局,FC01575
臺中市西屯區何源里漢口路二段219號,"120.664019 ","24.166526 ",B01,"214 ",何源里,第六分局,FC01576
臺中市西屯區何福里成都路114號,"120.662125 ","24.166810 ",B01,"84 ",何福里,第六分局,FC01577
臺中市西屯區何福里成都路112號,"120.662083 ","24.166791 ",B01,"84 ",何福里,第六分局,FC01578
臺中市西屯區何福里西屯路二段16號之1,"120.662000 ","24.163910 ",B01,"1292 ",何福里,第六分局,FC01579
臺中市西屯區大福里長安路二段282之8號,"120.667224 ","24.177051 ",B01,"5115 ",大福里,第六分局,FC01582
臺中市西屯區何仁里美滿街65號,"120.654369 ","24.170885 ",B01,"529 ",何仁里,第六分局,FC01583
臺中市西屯區何安里臺灣大道二段882號,"120.652455 ","24.161484 ",B02,"684 ",何安里,第六分局,FC01584
臺中市西屯區何仁里文心路三段138號之20,"120.654311 ","24.167673 ",B01,"128 ",何仁里,第六分局,FC01585
臺中市西屯區大石里福上巷139號,"120.660439 ","24.175526 ",B02,"1065 ",大石里,第六分局,FC01586
臺中市西屯區大石里皇城街27號,"120.661366 ","24.174554 ",B01B02,"4491 ",大石里,第六分局,FC01587
臺中市西屯區大石里皇城街50號,"120.661689 ","24.173805 ",B02,"6926 ",大石里,第六分局,FC01588
臺中市西屯區大石里皇城街21號,"120.661232 ","24.173874 ",B02,"4492 ",大石里,第六分局,FC01589
臺中市西屯區何仁里櫻花路18號,"120.653139 ","24.169401 ",B01,"688 ",何仁里,第六分局,FC01590
臺中市西屯區何福里河南路一段63號,"120.662936 ","24.167980 ",B01,"135 ",何福里,第六分局,FC01591
臺中市西屯區何仁里洛陽路127號,"120.651973 ","24.167760 ",B01,"352 ",何仁里,第六分局,FC01592
臺中市西屯區何安里文心路三段6-8號,"120.650906 ","24.163758 ",B05,"1455 ",何安里,第六分局,FC01593
臺中市西屯區大河里長安路一段85號,"120.659818 ","24.172484 ",B01,"323 ",大河里,第六分局,FC01594
臺中市西屯區何安里文心路三段6-6號,"120.650722 ","24.163188 ",B05,"2364 ",何安里,第六分局,FC01595
臺中市西屯區大河里河南路二段103號,"120.656323 ","24.175930 ",B01,"563 ",大河里,第六分局,FC01596
臺中市西屯區何仁里西屯路二段126號之15,"120.651399 ","24.166937 ",B02,"1067 ",何仁里,第六分局,FC01597
臺中市西屯區何安里四川路132號,"120.654093 ","24.162193 ",B01,"379 ",何安里,第六分局,FC01598
臺中市西屯區何安里何厝街37巷17號,"120.653326 ","24.162089 ",B01,"1663 ",何安里,第六分局,FC01599
臺中市西屯區大鵬里長安路二段131巷68號,"120.665229 ","24.175001 ",B01,"1686 ",大鵬里,第六分局,FC01600
臺中市西屯區何福里寧夏東七街11號,"120.662602 ","24.166443 ",B02,"313 ",何福里,第六分局,FC01602
臺中市西屯區何安里四川路138號,"120.654348 ","24.162033 ",B02,"248 ",何安里,第六分局,FC01608
臺中市西屯區何源里重慶路447號,"120.666411 ","24.171268 ",B01,"485 ",何源里,第六分局,FC01609
臺中市西屯區大河里甘肅路二段123號,"120.654617 ","24.173954 ",B01,"2125 ",大河里,第六分局,FC01610
臺中市西屯區大鵬里長安二段131巷46號,"120.664665 ","24.174586 ",B01,"331 ",大鵬里,第六分局,FC01612
臺中市西屯區大河里河南路二段39號,"120.659859 ","24.174043 ",B01,"1804 ",大河里,第六分局,FC01613
臺中市西屯區何厝里台灣大道二段716號,"120.655632 ","24.159980 ",B01,"689 ",何厝里,第六分局,FC01614
臺中市西屯區何厝里漢口路一段25號,"120.656153 ","24.160239 ",B01,"116 ",何厝里,第六分局,FC01615
臺中市西屯區大福里中清路二段189巷60號,"120.668165 ","24.177320 ",B02,"1824 ",大福里,第六分局,FC01616
臺中市西屯區何安里何厝街29號,"120.653903 ","24.161565 ",B01,"154 ",何安里,第六分局,FC01617
臺中市西屯區何仁里櫻花路38巷2號,"120.652023 ","24.170026 ",B03,"667 ",何仁里,第六分局,FC01618
臺中市西屯區何源里文心路三段420之5號,"120.663420 ","24.172082 ",B01,"427 ",何源里,第六分局,FC01619
臺中市西屯區何厝里何厝街6巷7號,"120.654237 ","24.161071 ",B01,"441 ",何厝里,第六分局,FC01620
臺中市西屯區何仁里天水東一街8號,"120.656045 ","24.169145 ",B01,"175 ",何仁里,第六分局,FC01621
臺中市西屯區大石里經貿路一段299號,"120.657977 ","24.182605 ",B01B02B03,"10379 ",大石里,第六分局,FC01622
臺中市西屯區何明里臺灣大道二段666號,"120.657224 ","24.159025 ",B04,"0 ",何明里,第六分局,FC01623
臺中市西屯區何南里大隆路40號,"120.654256 ","24.155843 ",B01,"206 ",何南里,第六分局,FD00001
臺中市西屯區何南里精明一街55號,"120.655945 ","24.156317 ",B01,"68 ",何南里,第六分局,FD00002
臺中市西屯區何南里精明一街57號,"120.655993 ","24.156291 ",B01,"68 ",何南里,第六分局,FD00003
臺中市西屯區何南里精明一街55號之1,"120.655993 ","24.156291 ",B01,"68 ",何南里,第六分局,FD00004
臺中市西屯區何南里東興路三段379號,"120.654633 ","24.157419 ",B01,"361 ",何南里,第六分局,FD00006
臺中市西屯區何南里精誠路14號,"120.657131 ","24.157288 ",B02,"438 ",何南里,第六分局,FD00007
臺中市西屯區何南里東興路三段315號,"120.653992 ","24.156600 ",B01B02,"2294 ",何南里,第六分局,FD00008
臺中市西屯區何南里東興路三段410號,"120.655731 ","24.158349 ",B01,"95 ",何南里,第六分局,FD00009
臺中市西屯區何南里精誠路38號,"120.656696 ","24.156669 ",B01,"68 ",何南里,第六分局,FD00010
臺中市西屯區何南里東興路三段395號,"120.654833 ","24.157722 ",B01,"145 ",何南里,第六分局,FD00011
臺中市西屯區何南里東興路三段397號,"120.654856 ","24.157761 ",B01,"145 ",何南里,第六分局,FD00012
臺中市西屯區何南里東興路三段399號,"120.654880 ","24.157799 ",B01,"145 ",何南里,第六分局,FD00013
臺中市西屯區何南里東興路三段330號,"120.654464 ","24.156075 ",B01,"194 ",何南里,第六分局,FD00014
臺中市西屯區何南里精明一街3號,"120.656488 ","24.157188 ",B01,"83 ",何南里,第六分局,FD00015
臺中市西屯區何南里精明一街20巷1弄5號,"120.655861 ","24.157062 ",B01,"62 ",何南里,第六分局,FD00016
臺中市西屯區何南里精明路32號,"120.656542 ","24.157561 ",B01,"62 ",何南里,第六分局,FD00017
臺中市西屯區何南里精誠路42號,"120.656621 ","24.156618 ",B01,"83 ",何南里,第六分局,FD00019
臺中市西屯區何南里精誠路44號,"120.656589 ","24.156566 ",B01,"83 ",何南里,第六分局,FD00020
臺中市西屯區何南里精誠路46號,"120.656552 ","24.156509 ",B01,"76 ",何南里,第六分局,FD00021
臺中市西屯區何南里精誠路48號,"120.656518 ","24.156468 ",B01,"76 ",何南里,第六分局,FD00022
臺中市西屯區何南里精誠路50巷34號,"120.655349 ","24.157216 ",B01,"59 ",何南里,第六分局,FD00023
臺中市西屯區何南里精誠路50巷36號,"120.655248 ","24.157267 ",B01,"56 ",何南里,第六分局,FD00024
臺中市西屯區何南里精明路54巷1號,"120.656197 ","24.157926 ",B01,"479 ",何南里,第六分局,FD00029
臺中市西屯區何南里臺灣大道二段689號,"120.655438 ","24.158646 ",B02,"2290 ",何南里,第六分局,FD00030
臺中市西屯區惠來里青海路二段51號,"120.650248 ","24.166563 ",B01,"61 ",惠來里,第六分局,FD00053
臺中市西屯區惠來里青海路二段174號,"120.647450 ","24.168807 ",B01,"65 ",惠來里,第六分局,FD00066
臺中市西屯區惠來里青海路二段176號,"120.647518 ","24.168873 ",B01,"104 ",惠來里,第六分局,FD00067
臺中市西屯區惠來里西屯路二段185號,"120.648352 ","24.168718 ",B01,"170 ",惠來里,第六分局,FD00070
臺中市西屯區惠來里櫻城三街11號,"120.650805 ","24.169532 ",B01,"811 ",惠來里,第六分局,FD00074
臺中市西屯區惠來里西屯路二段200號,"120.650499 ","24.167584 ",B01,"1000 ",惠來里,第六分局,FD00076
臺中市西屯區何成里臺灣大道二段849號,"120.652230 ","24.160710 ",B01,"60 ",何成里,第六分局,FD00080
臺中市西屯區何成里大墩二十街183號,"120.649799 ","24.161003 ",B02B03,"904 ",何成里,第六分局,FD00091
臺中市西屯區何成里大容西街25號,"120.647360 ","24.156117 ",B01,"409 ",何成里,第六分局,FD00092
臺中市西屯區何成里大墩十八街136號,"120.647493 ","24.158249 ",B01,"385 ",何成里,第六分局,FD00093
臺中市西屯區何成里大墩十九街190號,"120.649422 ","24.159806 ",B01,"221 ",何成里,第六分局,FD00094
臺中市西屯區何成里大容西街141號,"120.649593 ","24.158563 ",B02,"1420 ",何成里,第六分局,FD00096
臺中市西屯區何成里大祥街132號之6,"120.649311 ","24.160423 ",B01,"295 ",何成里,第六分局,FD00097
臺中市西屯區何成里大墩二十街152號,"120.651625 ","24.160298 ",B01,"102 ",何成里,第六分局,FD00098
臺中市西屯區何成里大墩十九街210號,"120.648712 ","24.160274 ",B01,"170 ",何成里,第六分局,FD00099
臺中市西屯區何成里大祥街9號,"120.647690 ","24.158598 ",B01,"68 ",何成里,第六分局,FD00100
臺中市西屯區何南里文心路二段514號,"120.647115 ","24.156027 ",B01,"520 ",何南里,第六分局,FD00101
臺中市西屯區何成里大恩街95號,"120.649558 ","24.160273 ",B01,"168 ",何成里,第六分局,FD00102
臺中市西屯區何成里大祥街5號,"120.647569 ","24.158490 ",B01,"132 ",何成里,第六分局,FD00103
臺中市西屯區何成里大隆路168號,"120.649483 ","24.158401 ",B02,"400 ",何成里,第六分局,FD00104
臺中市西屯區何成里大容東街66號,"120.647977 ","24.156735 ",B01,"382 ",何成里,第六分局,FD00106
臺中市西屯區何成里大墩十九街186號,"120.649829 ","24.159856 ",B01,"1451 ",何成里,第六分局,FD00107
臺中市西屯區何成里大墩十九街188號,"120.649506 ","24.159828 ",B01,"90 ",何成里,第六分局,FD00108
臺中市西屯區何成里大墩十八街132號,"120.647617 ","24.158270 ",B01,"107 ",何成里,第六分局,FD00109
臺中市西屯區何成里大墩二十街201號,"120.649303 ","24.160919 ",B01,"623 ",何成里,第六分局,FD00110
臺中市西屯區何成里大容東街182號,"120.650761 ","24.159334 ",B01,"251 ",何成里,第六分局,FD00114
臺中市西屯區何成里大容西街197號,"120.650574 ","24.159998 ",B01,"208 ",何成里,第六分局,FD00115
臺中市西屯區何成里大容西街185號,"120.650291 ","24.159640 ",B01,"381 ",何成里,第六分局,FD00116
臺中市西屯區何成里大容東街156號,"120.650218 ","24.158705 ",B01,"390 ",何成里,第六分局,FD00117
臺中市西屯區何成里大容東街204號,"120.651117 ","24.159977 ",B01,"62 ",何成里,第六分局,FD00127
臺中市西屯區何成里大容東街206號,"120.651161 ","24.160043 ",B01,"62 ",何成里,第六分局,FD00128
臺中市西屯區何成里大容西街21號,"120.647460 ","24.155936 ",B01,"78 ",何成里,第六分局,FD00131
臺中市西屯區何成里大墩十八街83號,"120.649395 ","24.156865 ",B01B02,"336 ",何成里,第六分局,FD00179
臺中市西屯區何成里大洲街17號,"120.649445 ","24.156589 ",B01,"272 ",何成里,第六分局,FD00187
臺中市西屯區何成里大洲街18號,"120.649137 ","24.156396 ",B01,"1486 ",何成里,第六分局,FD00188
臺中市西屯區何成里大洲街118號,"120.651712 ","24.159519 ",B01,"54 ",何成里,第六分局,FD00195
臺中市西屯區何成里大洲街116號,"120.651750 ","24.159573 ",B01,"54 ",何成里,第六分局,FD00196
臺中市西屯區何成里大洲街112號,"120.651785 ","24.159632 ",B01,"54 ",何成里,第六分局,FD00197
臺中市西屯區何成里大墩路919號,"120.650868 ","24.157581 ",B01,"154 ",何成里,第六分局,FD00208
臺中市西屯區何成里大墩十七街68號,"120.649175 ","24.155681 ",B02,"303 ",何成里,第六分局,FD00209
臺中市西屯區何成里大容東一街11號,"120.648269 ","24.156763 ",B01B02,"636 ",何成里,第六分局,FD00210
臺中市西屯區何成里大洲街11號,"120.649035 ","24.156652 ",B01,"325 ",何成里,第六分局,FD00211
臺中市西屯區何成里大祥街120號,"120.649165 ","24.160285 ",B01,"415 ",何成里,第六分局,FD00280
臺中市西屯區何成里大容東一街7號,"120.648141 ","24.156673 ",B01,"89 ",何成里,第六分局,FD00282
臺中市西屯區何成里大恩街32號,"120.649486 ","24.159382 ",B01,"352 ",何成里,第六分局,FD00283
臺中市西屯區何成里大墩十八街87號,"120.649382 ","24.156974 ",B01,"757 ",何成里,第六分局,FD00284
臺中市西屯區何成里大墩二十街173號,"120.650457 ","24.160668 ",B01,"461 ",何成里,第六分局,FD00286
臺中市西屯區何南里大墩路712號,"120.652313 ","24.159085 ",B01,"983 ",何南里,第六分局,FD00288
