類別,A01-04-004,電腦編號:,電腦編號,地址,地下樓層數,可容納人數,轄管分局,備註
公寓,,E1701054,3962.0,桃園市龜山區樂善里文工一路298巷15號,2,712人,龜山分局,
公寓,,E1701055,3963.0,桃園市龜山區樂善里文信路289號,1,383人,龜山分局,
大樓,,E1701058,3964.0,桃園市龜山區長庚里長慶二街105號,4,2942人,龜山分局,
大樓,,E1701056,3965.0,桃園市龜山區文青路342號,3,2903人,龜山分局,
大樓,,E1701060,3966.0,桃園市龜山區樂善里牛角坡路258號,1,3757人,龜山分局,
大樓,,E1701061,3967.0,桃園市龜山區樂善三路102號,1,2784人,龜山分局,
公寓,,C0801004,3968.0,桃園市龜山區大湖里文化三路78巷11-17號,1,966人,龜山分局,
公寓,,C0802005,3969.0,桃園市龜山區大湖里文三二街7號,1,554人,龜山分局,
大樓,,C0702007,3971.0,桃園市龜山區大湖里文化二路34巷14弄30號,2,908人,龜山分局,
公寓,,C1001008,3972.0,桃園市龜山區大崗里大湖一路79巷35號,1,1481人,龜山分局,
公寓,,C1008016,3976.0,桃園市龜山區大崗里忠義路二段419號,1,502人,龜山分局,
公寓,,C1102019,3978.0,桃園市龜山區大湖里文化三路61-65號,1,770人,龜山分局,
大樓,,C0910020,3979.0,桃園市龜山區大湖里文興路35號,1,345人,龜山分局,
大樓,,C1104022,3981.0,桃園市龜山區大湖里文化三路57號,1,764人,龜山分局,
公寓,,C1105023,3982.0,桃園市龜山區大湖里文興路46號,1,578人,龜山分局,
大樓,,C1106024,3983.0,桃園市龜山區大湖里文興路57號,1,536人,龜山分局,
大樓,,C1107025,3984.0,桃園市龜山區大湖里文二三街26號,1,442人,龜山分局,
大樓,,C1201027,3985.0,桃園市龜山區大湖里文興路101號,1,434人,龜山分局,
公寓,,C1302028,3986.0,桃園市龜山區大湖里文三三街12號,1,2184人,龜山分局,
公寓,,C1303029,3987.0,桃園市龜山區大湖里文三三街12號,1,2184人,龜山分局,
公寓,,C1304030,3988.0,桃園市龜山區大湖里文三三街20巷16號,1,260人,龜山分局,
公寓,,C1305031,3989.0,桃園市龜山區大湖里大湖一路17號,1,1493人,龜山分局,
大樓,,C0804033,3990.0,桃園市龜山區大湖里文興路78號,1,1132人,龜山分局,
公寓,,C1009134,3991.0,桃園市龜山區大崗里大湖路一段130號,1,2661人,龜山分局,
公寓,,C1306035,3992.0,桃園市龜山區大湖里大湖路一段17號,1,2261人,龜山分局,
公寓,,C0501001,3993.0,桃園市龜山區大湖里文三三街5巷6號,1,852人,龜山分局,
公寓,,C1007015,3998.0,桃園市龜山區大崗里大湖路99號,1,142人,龜山分局,
大樓,,C0301017,3999.0,桃園市龜山區公西里復興街5-2號,1,12570人,龜山分局,
大樓,,C0302037,4001.0,桃園市龜山區公西里文化三路20-7號,1,1399人,龜山分局,
大樓,,C0302038,4002.0,桃園市龜山區公西里文化三路1-36號,1,1451人,龜山分局,
公寓,,B0101001,4003.0,桃園市龜山區迴龍里萬壽路一段1號,1,1441人,龜山分局,
公寓,,B0201002,4004.0,桃園市龜山區龍華里萬壽路一段267號,1,252人,龜山分局,
大樓,,B0202003,4005.0,桃園市龜山區龍華里萬壽路一段381號,1,693人,龜山分局,
公寓,,B0301004,4006.0,桃園市龜山區龍壽里萬壽路一段540號,1,41人,龜山分局,
大樓,,B0302005,4007.0,桃園市龜山區龍壽里萬壽路一段542號,1,60人,龜山分局,
公寓,,B0303006,4008.0,桃園市龜山區龍壽里萬壽路一段552號,1,928人,龜山分局,
公寓,,B0305008,4010.0,桃園市龜山區龍壽里萬壽路一段543號,1,28人,龜山分局,
公寓,,B0306009,4011.0,桃園市龜山區龍壽里萬壽路一段551巷4號,1,534人,龜山分局,
公寓,,B0308011,4013.0,桃園市龜山區龍壽里萬壽路一段531巷3號,1,116人,龜山分局,
公寓,,B0309012,4014.0,桃園市龜山區龍壽里萬壽路一段551巷3號,1,612人,龜山分局,
大樓,,B0310013,4015.0,桃園市龜山區龍壽里萬壽路一段529號,1,238人,龜山分局,
公寓,,B0311014,4016.0,桃園市龜山區龍壽里萬壽路一段607號,3,6701人,龜山分局,
公寓,,B0402016,4018.0,桃園市龜山區龍壽里龍校街91巷20弄3號,1,36人,龜山分局,
公寓,,B0403017,4019.0,桃園市龜山區龍壽里龍校街91巷20弄3號,1,240人,龜山分局,
公寓,,B0404018,4020.0,桃園市龜山區龍壽里萬壽路一段1247巷7號,1,197人,龜山分局,
公寓,,B0405019,4021.0,桃園市龜山區龍壽里萬壽路一段1247巷9號,1,269人,龜山分局,
公寓,,B0406020,4022.0,桃園市龜山區龍壽里東萬壽路642巷66號,1,89人,龜山分局,
公寓,,B0407021,4023.0,桃園市龜山區龍壽里東萬壽路627號,2,949人,龜山分局,
公寓,,B0408022,4024.0,桃園市龜山區龍壽里東萬壽路642巷91號,1,130人,龜山分局,
公寓,,B0501023,4025.0,桃園市龜山區龍壽里東萬壽路672-1號,1,188人,龜山分局,
公寓,,B0601024,4026.0,桃園市龜山區迴龍里龍新街28號,1,670人,龜山分局,
公寓,,B0602025,4027.0,桃園市龜山區迴龍里龍祥街1號,1,1220人,龜山分局,
公寓,,B0603026,4028.0,桃園市龜山區迴龍里萬壽路一段118號,1,1574人,龜山分局,
公寓,,B0604027,4029.0,桃園市龜山區迴龍里龍祥街16號,1,4322人,龜山分局,
大樓,,B0606029,4031.0,桃園市龜山區迴龍里龍泉街16號,1,3412人,龜山分局,
大樓,,B0607030,4032.0,桃園市龜山區迴龍里龍江街3號,3,1125人,龜山分局,
公寓,,B0801031,4033.0,桃園市龜山區龍華里萬壽路一段312號,1,865人,龜山分局,
公寓,,B0803033,4034.0,桃園市龜山區龍華里龍華街20巷1之9號,1,544人,龜山分局,
公寓,,B0903039,4037.0,桃園市龜山區龍華里萬壽路一段358號,1,162人,龜山分局,
大樓,,B0905041,4039.0,桃園市龜山區龍華里萬壽路一段352號,1,820人,龜山分局,
公寓,,B1001042,4040.0,桃園市龜山區龍華里萬壽路一段490號,1,10496人,龜山分局,
公寓,,B1103045,4043.0,桃園市龜山區迴龍里萬壽路一段50巷20弄1之13號,1,49人,龜山分局,
公寓,,B1201047,4045.0,桃園市龜山區迴龍里萬壽路一段155號,1,618人,龜山分局,
大樓,,B1202048,4046.0,桃園市龜山區迴龍里萬壽路一段157號,1,244人,龜山分局,
公寓,,B1203049,4047.0,桃園市龜山區迴龍里萬壽路一段241巷3弄15號,1,2541人,龜山分局,
公寓,,B1204050,4048.0,桃園市龜山區迴龍里萬壽路一段199巷2號,1,93人,龜山分局,
公寓,,B1302052,4050.0,桃園市龜山區迴龍里萬壽路一段136號,1,76人,龜山分局,
公寓,,B1304054,4051.0,桃園市龜山區迴龍里自由街10巷18號,1,422人,龜山分局,
公寓,,B1305055,4052.0,桃園市龜山區萬壽路一段241巷2弄2號,1,1370人,龜山分局,
公寓,,B1306056,4053.0,桃園市龜山區迴龍里自由街40號,1,2012人,龜山分局,
大樓,,B1307057,4054.0,桃園市龜山區迴龍里萬壽路一段136號,1,1656人,龜山分局,
公寓,,B0701058,4055.0,桃園市龜山區迴龍里宏慶街34巷2號,1,274人,龜山分局,
公寓,,B0409059,4056.0,桃園市龜山區龍壽里東萬壽路642巷85號,1,607人,龜山分局,
大樓,,B1401060,4057.0,桃園市龜山區迴龍里龍新街60號,1,1817人,龜山分局,
大樓,,B0102062,4058.0,桃園市龜山區龍華里萬壽路一段425號,1,261人,龜山分局,
公寓,,B0102063,4059.0,桃園市龜山區龍壽里東萬壽路645號,1,891人,龜山分局,
大樓,,A0115048,4060.0,桃園市龜山區龍華里自由街10巷28號,2,627人,龜山分局,
大樓,,A0213141,4061.0,桃園市龍華里萬壽路一段369巷1號2樓之2,1,1999人,龜山分局,
公寓,,D0101001,4062.0,桃園市龜山區民生北路一段472號,1,33人,龜山分局,
公寓,,D0102002,4063.0,桃園市龜山區民生北路一段505號,1,70人,龜山分局,
公寓,,D0103003,4064.0,桃園市龜山區民生北路一段362號,1,614人,龜山分局,
公寓,,D0104004,4065.0,桃園市龜山區民生北路一段467號,1,30人,龜山分局,
公寓,,D0105005,4066.0,桃園市龜山區民生北路一段459號,1,52人,龜山分局,
公寓,,D0107007,4068.0,桃園市龜山區民生北路一段468號,1,1114人,龜山分局,
公寓,,D0108008,4069.0,桃園市龜山區民生北路一段386號,1,650人,龜山分局,
公寓,,D0109009,4070.0,桃園市龜山區民生北路一段長春巷1號,1,24人,龜山分局,
公寓,,D0110010,4071.0,桃園市龜山區民生北路一段541號,1,34人,龜山分局,
公寓,,D0111011,4072.0,桃園市龜山區民生北路一段530號,1,7673人,龜山分局,
公寓,,D0201013,4074.0,桃園市龜山區民生北路一段54巷2弄17號,1,88人,龜山分局,
公寓,,D0203015,4076.0,桃園市龜山區民生北路一段101號,1,18人,龜山分局,
公寓,,D0204016,4077.0,桃園市龜山區民生北路一段40-2號,1,11153人,龜山分局,
公寓,,D0205017,4078.0,桃園市龜山區民生北路一段50號,1,1618人,龜山分局,
公寓,,D0206018,4079.0,桃園市龜山區民生北路一段42號,1,944人,龜山分局,
公寓,,D0209021,4082.0,桃園市龜山區南坑路5號,1,132人,龜山分局,
公寓,,D0210022,4083.0,桃園市龜山區民生北路一段164號,1,424人,龜山分局,
公寓,,D0211023,4084.0,桃園市龜山區民生北路一段54巷11號,1,262人,龜山分局,
公寓,,D0212024,4085.0,桃園市龜山區民生北路一段206號,1,1120人,龜山分局,
公寓,,D0213025,4086.0,桃園市龜山區民生北路一段199號,1,118人,龜山分局,
公寓,,D0214026,4087.0,桃園市龜山區民生北路一段166巷40號,1,70人,龜山分局,
公寓,,D0216028,4089.0,桃園市龜山區民生北路一段111號,1,32人,龜山分局,
公寓,,D0217029,4090.0,桃園市龜山區民生北路一段133號,1,4人,龜山分局,
公寓,,D0218030,4091.0,桃園市龜山區民生北路一段50號,1,1104人,龜山分局,
公寓,,D0219031,4092.0,桃園市龜山區民生北路一段38號,1,1053人,龜山分局,
公寓,,D0301032,4093.0,桃園市龜山區大坑里南上路520巷6弄18號,1,21人,龜山分局,
公寓,,D0302033,4094.0,桃園市龜山區大坑里南上路400巷2號,1,102人,龜山分局,
公寓,,D0303034,4095.0,桃園市龜山區大坑里南上路520巷6弄6號,1,21人,龜山分局,
公寓,,D0309042,4103.0,桃園市龜山區大坑里南上路520巷28弄6號,1,2000人,龜山分局,
公寓,,D0311044,4105.0,桃園市龜山區大坑里南上路520巷6弄34號,1,284人,龜山分局,
公寓,,D0313046,4107.0,桃園市龜山區大坑里南上路566巷36號,1,149人,龜山分局,
公寓,,D0314047,4108.0,桃園市龜山區大坑里南上路455號,1,344人,龜山分局,
公寓,,D0315048,4109.0,桃園市龜山區大坑里南上路524號,1,69人,龜山分局,
公寓,,D0316049,4110.0,桃園市龜山區大坑里南上路407號,1,44人,龜山分局,
公寓,,D0318051,4112.0,桃園市龜山區大坑里南上路498號,1,40人,龜山分局,
公寓,,D0319052,4113.0,桃園市龜山區大坑里南上路446號,1,480人,龜山分局,
公寓,,D0601058,4118.0,桃園市龜山區南上路62號,1,428人,龜山分局,
公寓,,D0317060,4120.0,桃園市龜山區大坑里南上路417號,1,44人,龜山分局,
公寓,,D0220061,4121.0,桃園市龜山區民生北路一段50號,1,392人,龜山分局,
大樓,,D0113062,4122.0,桃園市龜山區民生北路一段528號,2,3482人,龜山分局,
公寓,,D0317063,4123.0,桃園市龜山區大坑里南上路350巷54號,1,1508人,龜山分局,
公寓,,D0221063,4124.0,桃園市龜山區民生北路一段54巷11號,1,873人,龜山分局,
公寓,,D0221065,4125.0,桃園市龜山區南上路446號,1,629人,龜山分局,
公寓,,D0322064,4126.0,桃園市龜山區民生北路一段54巷2弄19號,1,930人,龜山分局,
龜山派出所,,A0103003,3551.0,桃園市龜山區龜山里萬壽路二段931號,1,582,龜山分局,
龜山國小,,A0105005,6449.0,桃園市龜山區龜山里萬壽路二段933巷14號,1,653人,龜山分局,
桃園縣政府,,A1404087,6450.0,桃園市龜山區大同里明德路1號,1,2861人,龜山分局,
桃園市政府,,A1406089,6452.0,桃園市龜山區大同里明德路明駝一村8號,1,260人,龜山分局,
銘傳大學,,A1407090,6453.0,桃園市龜山區大同里德明路5號,1,2210人,龜山分局,
銘傳大學,,A1408091,6454.0,桃園市龜山區大同里德明路5號,1,1588人,龜山分局,
自強國小,,A2704122,6455.0,桃園市龜山區大同里自強東路269號,1,1634人,龜山分局,
新路國小,,A2001126,6456.0,桃園市龜山區新路里永和街12號,1,1200人,龜山分局,
銘傳大學,,A1419127,6457.0,桃園市龜山區大同里德明路5號,1,2708人,龜山分局,
龜山區公所,,A1201129,6458.0,桃園市龜山區新路里中山街26號,1,1008人,龜山分局,
壽山高中,,A2703154,6459.0,桃園市龜山區大同里自強東路27巷8號,1,781人,龜山分局,
龜山區公所,,F1430042,6460.0,桃園市龜山區山頂里中興路17巷11號,1,829人,龜山分局,
龜山區公所,,F1604048,6461.0,桃園市龜山區新興里自強南路97號,1,2009人,龜山分局,
成功工商,,F1701050,6462.0,桃園市龜山區新興里明德路162巷100號,1,968人,龜山分局,
幸福國中,,F0301058,6463.0,桃園市龜山區幸福里中興路100巷20號,1,916人,龜山分局,
幸福國中,,F0302059,6464.0,桃園市龜山區幸福里中興路100巷20號,1,754人,龜山分局,
法務部矯正署台北監獄,,F1440069,6465.0,桃園市龜山區山頂里宏德新村2號,1,2539人,龜山分局,
文華國小,,G1601129,6466.0,桃園市龜山區大華里文化七路116號,1,1320人,龜山分局,
大埔國小,,E0201005,6467.0,桃園市龜山區舊路里振興路1169號,1,594人,龜山分局,
長庚醫學院,,E0301006,6468.0,桃園市龜山區舊路里文化一路259號,1,1745人,龜山分局,
國立體育學院,,E0302007,6469.0,桃園市龜山區舊路里文化一路250號,1,366人,龜山分局,
國立體育學院,,E0305009,6470.0,桃園市龜山區舊路里文化一路250號,1,1812人,龜山分局,
長庚大學,,E0306010,6471.0,桃園市龜山區舊路里文化一路259號B棟,1,3451人,龜山分局,
長庚大學,,E0307011,6472.0,桃園市龜山區舊路里文化一路259號A棟,1,9998人,龜山分局,
台灣省環保處,,E0505016,6473.0,桃園市龜山區樂善里文德路12號,1,626人,龜山分局,
國立體育大學,,E0512042,6475.0,桃園市龜山區樂善里文化一路250號,1,263人,龜山分局,
長庚國小,,E1701047,6476.0,桃園市龜山區長庚里長庚醫護新村425號,1,1088人,龜山分局,
樂善國民小學,,E1701057,6477.0,桃園市龜山區樂善里樂安街71號,1,1603人,龜山分局,
中央警察大學,,C0401002,6478.0,桃園市龜山區大崗里樹人路56號,1,3017人,龜山分局,
中央警察大學,,C0401002,6479.0,桃園市龜山區大崗里樹人路56-1號,2,5083人,龜山分局,
龍華科技大學,,B0802032,6480.0,桃園市龜山區龍華里萬壽路一段300號,1,574人,龜山分局,
龍華科技大學,,B0804034,6481.0,桃園市龜山區龍華里萬壽路一段300號,1,1340人,龜山分局,
龍華科技大學,,B0805035,6482.0,桃園市龜山區龍華里萬壽路一段300號,1,1340人,龜山分局,
龍華科技大學,,B0806036,6483.0,桃園市龜山區龍華里萬壽路一段300號,1,1310人,龜山分局,
迴龍國中小學,,B1303053,6484.0,桃園市龜山區迴龍里萬壽路一段168號,1,3036人,龜山分局,
迴龍派出所,,B0102061,6485.0,桃園市龜山區迴龍里萬壽路一段117號,1,440人,龜山分局,
大坑國民小學,,D0320053,6486.0,桃園市龜山區大坑路一段850號,1,926人,龜山分局,
大樓,,G1908176,3919.0,桃園市龜山區大華里文東五街12號,1,964人,龜山分局,
大樓,,G1908175,3918.0,桃園市龜山區文化里復興南路77號,1,406人,龜山分局,
大樓,,E1801062,,桃園市龜山區樂善里華亞三路39巷12號,4,3381人,龜山分局,
大樓,,E1801063,,桃園市龜山區樂善里文茂路86號,5,7822人,龜山分局,
大樓,,E1801064,,桃園市龜山區樂善里樂學路109號,4,2463人,龜山分局,
大樓,,E1801065,,桃園市龜山區樂善里樂學三路91號,3,5338人,龜山分局,
大樓,,E1801066,,桃園市龜山區樂善里樂善二路219號,6,5628人,龜山分局,
大樓,,G1908177,3920.0,桃園市龜山區公西里文化二路11-39號,3,1327人,龜山分局,
工廠,,A0505018,3559.0,桃園市龜山區自強北路17巷33號,1,410,龜山分局,
公寓,,A3702156,3560.0,桃園市龜山區光榮路105號,1,249,龜山分局,
工廠,,B0904040,4035.0,桃園市龜山區尖嶺路49之3號,1,84,龜山分局,
工廠,,B0110110,4036.0,桃園市龜山區萬壽路一段458號,2,782,龜山分局,
工廠,,F131475,,桃園市龜山區山頂里山鶯路169之2號,1,329,龜山分局,
大樓,,G1908178,3921.0,桃園市龜山區文化二路178號,2,8156,龜山分局,
公寓,,A0104004,,桃園市龜山區中和南路94巷1號,1,362,龜山分局,
大樓,,A1103077,,桃園市龜山區新路里自強南路694號,1,2404,龜山分局,
公寓,,G2102001,,桃園市龜山區文化里復興二路99號,2,1224人,龜山分局,
大樓,,E1701067,,桃園市龜山區文青里文化一路529號,5,9863人,龜山分局,
工廠,,D0502041,,桃園市龜山區南美里南上路350巷57號,1,1130人,龜山分局,
大樓,,D0503054,,桃園市龜山區南美里南上路280巷11號,1,1780人,龜山分局,
工廠,,D0504055,,桃園市龜山區南美里南上路299號,1,85人,龜山分局,
大樓,,D0505056,,桃園市龜山區南美里南祥路95號,1,445人,龜山分局,
大樓,,D0506057,,桃園市龜山區南美里南祥路87巷10號,2,752人,龜山分局,
大樓,,D0507059,,桃園市龜山區南美里南祥路81號,3,1468人,龜山分局,
大樓,,A2101157,,桃園市龜山區楓福里楓樹三街39號,2,2383人,龜山分局,
大樓,,A2201158,,桃園市龜山區楓福里楓樹六街138號,2,1914人,,
大樓,,G2103001,,桃園市龜山區文化里文化二路257號,4,3291人,,
公寓,,B0310055,,桃園市龜山區龍華里萬壽路一段422巷32弄6號,1,463人,,
住宅,,D2106066,,桃園市龜山區南上里南上路50巷62號,1,368人,,
公寓,,E1801068,,桃園市龜山區文青里文青路198號,2,1208人,,
