類別,電腦編號,村里別,地址,緯經度,可容納人數,轄管分局,備註
一般住宅,FOA00256,下竹里,新竹市東區下竹里東南街143巷56號,"24.7988633,120.9755513",26.0,第三分局,
一般住宅,FOA00257,下竹里,新竹市東區下竹里東南街143巷54號,"24.7988597,120.9755506",33.0,第三分局,
一般住宅,FOA00258,下竹里,新竹市東區下竹里東南街143巷58號,"24.798867,120.9755521",33.0,第三分局,
一般住宅,FOA00259,下竹里,新竹市東區下竹里東南街53巷5弄10號,"24.7997649,120.9742279",36.0,第三分局,
一般住宅,FOA00260,下竹里,新竹市東區下竹里東南街53巷5弄12號,"24.7997999,120.9742643",36.0,第三分局,
公有建築物,FOA00261,新興里,新竹市東區新興里南大路521號地下第1層,"24.7931736,120.9633505",416.0,第三分局,
公有建築物,FOA00262,新興里,新竹市東區新興里南大路521號地下第1層,"24.7931736,120.9633505",97.0,第三分局,
公有建築物,FOA00263,新興里,新竹市東區新興里南大路521號地下第1層,"24.7931736,120.9633505",105.0,第三分局,
公有建築物,FOA00264,新興里,新竹市東區新興里南大路521號,"24.7931736,120.9633505",108.0,第三分局,
公有建築物,FOA00265,新興里,新竹市東區新興里南大路512號地下第1層,"24.7950347,120.9653391",132.0,第三分局,
公有建築物,FOA00266,新興里,新竹市東區新興里南大路511巷6號地下第1層,"24.7947892,120.9656665",41.0,第三分局,
一般住宅,FOA00267,新興里,新竹市東區新興里南大路359巷1號地下第1層,"24.7969622,120.9691445",557.0,第三分局,
一般住宅,FOA00268,新興里,新竹市東區新興里食品路449號地下第1層,"24.793492,120.967091",26.0,第三分局,
一般住宅,FOA00269,南市里,新竹市東區南市里勝利路202號地下第1層,"24.8007085,120.9659018",34.0,第三分局,
一般住宅,FOA00270,南市里,新竹市東區南市里勝利路204號,"24.8007258,120.96588",21.0,第三分局,
一般住宅,FOA00271,南市里,新竹市東區南市里勝利路214巷11號地下第1層,"24.8007769,120.965674",84.0,第三分局,
一般住宅,FOA00272,南市里,新竹市東區南市里林森路125號地下第1層,"24.8000683,120.9661887",54.0,第三分局,
一般住宅,FOA00273,南市里,新竹市東區南市里勝利路202巷10號地下第1層,"24.8007085,120.9659018",29.0,第三分局,
一般住宅,FOA00274,南市里,新竹市東區南市里勝利路202巷14號地下第1層,"24.8007085,120.9659018",53.0,第三分局,
一般住宅,FOA00275,南市里,新竹市東區南市里西大路315巷8號地下第1層,"24.8014915,120.9658668",89.0,第三分局,
一般住宅,FOA00276,南市里,新竹市東區南市里勝利路236號地下第1層,"24.8010877,120.9653174",22.0,第三分局,
一般住宅,FOA00277,南市里,新竹市東區南市里勝利路234號地下第1層,"24.8010679,120.9653481",22.0,第三分局,
一般住宅,FOA00278,南市里,新竹市東區南市里林森路145號,"24.7997755,120.9656506",886.0,第三分局,
一般住宅,FOA00279,新興里,新竹市東區新興里西大路37號,"24.7949489,120.971997",22.0,第三分局,
一般住宅,FOA00280,新興里,新竹市東區新興里西大路139號,"24.796675,120.969575",25.0,第三分局,
一般住宅,FOA00281,新興里,新竹市東區新興里西大路141號,"24.7967041,120.969533",64.0,第三分局,
一般住宅,FOA00282,新興里,新竹市東區新興里西大路143號,"24.796733,120.969491",24.0,第三分局,
一般住宅,FOA00283,新興里,新竹市東區新興里南大路371號,"24.7966831,120.968761",66.0,第三分局,
一般住宅,FOA00284,新興里,新竹市東區新興里明湖路28巷27號,"24.7958293,120.9678444",41.0,第三分局,
一般住宅,FOA00285,新興里,新竹市東區新興里明湖路27號,"24.795915,120.969818",32.0,第三分局,
一般住宅,FOA00286,新興里,新竹市東區新興里明湖路26號,"24.7959141,120.969453",56.0,第三分局,
一般住宅,FOA00287,振興里,新竹市東區振興里南大路636號,"24.7930535,120.962726",354.0,第三分局,
一般住宅,FOA00289,振興里,新竹市東區振興里南大路640號,"24.7930139,120.9626547",104.0,第三分局,
一般住宅,FOA00290,振興里,新竹市東區振興里南大路660號,"24.7925352,120.9626297",24.0,第三分局,
一般住宅,FOA00291,振興里,新竹市東區振興里南大路656號,"24.7926423,120.9626155",200.0,第三分局,
一般住宅,FOA00292,振興里,新竹市東區振興里南大路654號,"24.7927039,120.9626127",212.0,第三分局,
一般住宅,FOA00293,振興里,新竹市東區振興里振興一街26號,"24.7944302,120.9612937",986.0,第三分局,
一般住宅,FOA00294,振興里,新竹市東區振興里振興路85巷20號,"24.7949599,120.961263",3000.0,第三分局,
一般住宅,FOA00295,振興里,新竹市東區振興里振興路81號,"24.7948364,120.9613542",17.0,第三分局,
一般住宅,FOA00296,振興里,新竹市東區振興里振興路99巷12號,"24.7950451,120.9605104",1296.0,第三分局,
一般住宅,FOA00298,振興里,新竹市東區振興里振興路137號地下第1層,"24.7966854,120.9608842",669.0,第三分局,
一般住宅,FOA00299,南市里,新竹市東區南市里中華路2段595號地下第1層,"24.798992,120.967354",66.0,第三分局,
一般住宅,FOA00300,南市里,新竹市東區南市里中華路2段639號地下第1層,"24.7987181,120.9666282",32.0,第三分局,
一般住宅,FOA00301,南市里,新竹市東區南市里中華路2段615號地下第1層,"24.7989921,120.967126",536.0,第三分局,
一般住宅,FOA00302,南市里,新竹市東區南市里中華路2段604號地下第1層,"24.7991982,120.9668652",45.0,第三分局,
一般住宅,FOA00303,南市里,新竹市東區南市里南城街55號地下第1層,"24.7993503,120.9661618",24.0,第三分局,
一般住宅,FOA00304,南市里,新竹市東區南市里德高街25號地下第1層,"24.799939,120.965275",13.0,第三分局,
一般住宅,FOA00305,南市里,新竹市東區南市里德高街21號,"24.8000629,120.9652862",24.0,第三分局,
一般住宅,FOA00306,南市里,新竹市東區南市里林森路130.136號,"24.8023174,120.9696944",170.0,第三分局,
一般住宅,FOA00307,南市里,新竹市東區南市里勝利路101號地下第1層,"24.8002947,120.9665198",46.0,第三分局,
一般住宅,FOA00308,南市里,新竹市東區南市里勝利路125號地下第1層,"24.800401,120.9658985",14.0,第三分局,
一般住宅,FOA00309,南市里,新竹市東區南市里勝利路232號地下第1層,"24.8010414,120.9653799",65.0,第三分局,
一般住宅,FOA00310,南市里,新竹市東區南市里勝利路238號地下第1層,"24.8011082,120.9652868",21.0,第三分局,
一般住宅,FOA00311,南市里,新竹市東區南市里勝利路230號地下第1層,"24.8010177,120.9654083",21.0,第三分局,
一般住宅,FOA00312,南市里,新竹市東區南市里勝利路240號,"24.801138,120.965274",17.0,第三分局,
一般住宅,FOA00313,南市里,新竹市東區南市里西大路313號地下第1層,"24.8014112,120.9659062",33.0,第三分局,
一般住宅,FOA00314,南市里,新竹市東區南市里勝利路11號地下第1層,"24.8013006,120.9694733",66.0,第三分局,
一般住宅,FOA00315,新興里,新竹市東區新興里食品路322號地下第1層,"24.7940669,120.9705861",49.0,第三分局,
一般住宅,FOA00316,新興里,新竹市東區新興里食品路272號地下第1層,"24.7943507,120.9716035",245.0,第三分局,
一般住宅,FOA00317,新興里,新竹市東區新興里食品路326巷30-32號地下第1層,"24.79526,120.9703227",150.0,第三分局,
一般住宅,FOA00318,新興里,新竹市東區新興里食品路358號地下第1層,"24.794065,120.9696231",33.0,第三分局,
一般住宅,FOA00322,新興里,新竹市東區新興里食品路360號地下第1層,"24.794061,120.969574",33.0,第三分局,
一般住宅,FOA00323,新興里,新竹市東區新興里食品路354號地下第1層,"24.7940114,120.9697782",24.0,第三分局,
一般住宅,FOA00324,新興里,新竹市東區新興里食品路374-376號地下第1層,"24.7939683,120.9692223",154.0,第三分局,
一般住宅,FOA00325,新興里,新竹市東區新興里食品路370號地下第1層,"24.7940741,120.969311",53.0,第三分局,
一般住宅,FOA00326,新興里,新竹市東區新興里食品路378巷23號,"24.7944639,120.9689477",100.0,第三分局,
一般住宅,FOA00327,新興里,新竹市東區新興里食品路366巷14-16號,"24.7944361,120.9695768",92.0,第三分局,
一般住宅,FOA00328,新興里,新竹市東區新興里食品路366巷1.3號,"24.7942909,120.9693863",522.0,第三分局,
一般住宅,FOA00329,新興里,新竹市東區新興里西大路119號,"24.796451,120.970019",329.0,第三分局,
一般住宅,FOA00330,新興里,新竹市東區新興里西大路99-107號地下第1層,"24.796017,120.970474",212.0,第三分局,
一般住宅,FOA00331,新興里,新竹市東區新興里南大路473巷7弄21號地下第1層,"24.7956839,120.9671041",109.0,第三分局,
一般住宅,FOA00332,新興里,新竹市東區新興里南大路475號地下第1層,"24.795494,120.9664052",37.0,第三分局,
一般住宅,FOA00333,新興里,新竹市東區新興里南大路473巷5號地下第1層,"24.795316,120.9666247",29.0,第三分局,
一般住宅,FOA00334,高峰里,新竹市東區高峰里28鄰寶山路200巷3號,"24.7899193,120.9760527",381.0,第三分局,
一般住宅,FOA00335,高峰里,新竹市東區高峰里9鄰寶山路136-138號,"24.7923016,120.9752919",44.0,第三分局,
一般住宅,FOA00336,高峰里,新竹市東區高峰里27鄰寶山路150巷2-20號,"24.7916788,120.9753705",297.0,第三分局,
一般住宅,FOA00337,高峰里,新竹市東區高峰里9鄰寶山路88-90號,"24.7930085,120.974432",93.0,第三分局,
一般住宅,FOA00338,高峰里,新竹市東區高峰里8鄰寶山路174號,"24.7910787,120.9760523",138.0,第三分局,
一般住宅,FOA00339,高峰里,新竹市東區高峰里8鄰寶山路178號,"24.7909362,120.9761053",49.0,第三分局,
一般住宅,FOA00340,高峰里,新竹市東區高峰里10鄰寶山路26-28號,"24.7938638,120.9733838",42.0,第三分局,
公有建築物,FOA00341,新光里,新竹市東區新光里1鄰食品路331號,"24.7934621,120.97083",2865.0,第三分局,
一般住宅,FOA00342,新光里,新竹市東區新光里13鄰明湖路112巷7號,"24.7933383,120.9676956",144.0,第三分局,
一般住宅,FOA00343,新光里,新竹市東區新光里13鄰明湖路106號,"24.7935275,120.9682343",32.0,第三分局,
一般住宅,FOA00344,新光里,新竹市東區新光里13鄰明湖路108號,"24.7934776,120.9682275",32.0,第三分局,
公有建築物,FOA00345,新光里,新竹市東區新光里4鄰高峰路56號,"24.7926484,120.973314",166.0,第三分局,
一般住宅,FOA00346,新光里,新竹市東區新光里13鄰明湖路110號,"24.793428,120.9682147",32.0,第三分局,
一般住宅,FOA00347,新光里,新竹市東區新光里1鄰食品路361號,"24.793664,120.969862",49.0,第三分局,
一般住宅,FOA00348,新光里,新竹市東區新光里20鄰高峰路120-122號,"24.793746,120.972738",565.0,第三分局,
一般住宅,FOA00349,新光里,新竹市東區新光里1鄰食品路409號,"24.7823753,120.9671472",28.0,第三分局,
一般住宅,FOA00350,新光里,新竹市東區新光里13鄰食品路432號,"24.793941,120.967643",45.0,第三分局,
一般住宅,FOA00351,新光里,新竹市東區新光里13鄰明湖路112巷6號,"24.7933383,120.9676956",144.0,第三分局,
公有建築物,FOA00352,新光里,新竹市東區新光里4鄰高峰路56號,"24.7926484,120.973314",684.0,第三分局,
公有建築物,FOA00353,新光里,新竹市東區新光里1鄰食品路331號,"24.7934621,120.97083",101.0,第三分局,
公有建築物,FOA00354,新光里,新竹市東區新光里1鄰食品路331號,"24.7945884,120.9722759",581.0,第三分局,
一般住宅,FOA00355,新光里,新竹市東區新光里食品路365-369號,"24.793717,120.9697045",80.0,第三分局,
一般住宅,FOA00356,新光里,新竹市東區新光里1鄰明湖路131巷3號,"24.7935382,120.9685655",273.0,第三分局,
供公眾使用建築物,FOA00357,明湖里,新竹市東區明湖里明湖路1006巷2號,"24.768815,120.977371",616.0,第三分局,
一般住宅,FOA00358,柴橋里,新竹市東區柴橋里13鄰柴橋路138號,"24.7749348,120.9709015",486.0,第三分局,
一般住宅,FOA00359,柴橋里,新竹市東區柴橋里19鄰柴橋路59巷70號,"24.7713461,120.9659386",1665.0,第三分局,
一般住宅,FOA00360,柴橋里,新竹市東區柴橋里19鄰柴橋路59巷70號,"24.7713461,120.9659386",3440.0,第三分局,
一般住宅,FOA00361,明湖里,新竹市東區明湖里8鄰明湖路1050巷55號,"24.7656255,120.9782304",809.0,第三分局,
一般住宅,FOA00362,湖濱里,新竹市東區湖濱里1鄰明湖路446-1號,"24.7841092,120.9674687",1010.0,第三分局,
一般住宅,FOA00363,湖濱里,新竹市東區湖濱里1鄰明湖路410號,"24.7851611,120.9674422",117.0,第三分局,
一般住宅,FOA00364,湖濱里,新竹市東區湖濱里1鄰明湖路442號,"24.7842506,120.9674139",20.0,第三分局,
一般住宅,FOA00365,湖濱里,新竹市東區湖濱里1鄰明湖路422號,"24.7848286,120.9674322",109.0,第三分局,
一般住宅,FOA00366,湖濱里,新竹市東區湖濱里7鄰明湖路442巷28-30號,"24.7842506,120.9674139",104.0,第三分局,
一般住宅,FOA00367,湖濱里,新竹市東區湖濱里1鄰明湖路416號,"24.7849697,120.9675163",53.0,第三分局,
一般住宅,FOA00368,高峰里,新竹市東區高峰里11鄰高峰路1號,"24.7941605,120.9728639",121.0,第三分局,
一般住宅,FOA00369,高峰里,新竹市東區高峰里11鄰高峰路35號,"24.7934653,120.973144",761.0,第三分局,
供公眾使用建築物,FOA00371,高峰里,新竹市東區高峰里12鄰高峰路111號,"24.7918771,120.9738732",33.0,第三分局,
供公眾使用建築物,FOA00372,高峰里,新竹市東區高峰里12鄰高峰路111號,"24.7918771,120.9738732",100.0,第三分局,
一般住宅,FOA00373,高峰里,新竹市東區高峰里11鄰高峰路55巷4號,"24.7929218,120.9737954",54.0,第三分局,
一般住宅,FOA00374,光鎮里,新竹市東區光鎮里3鄰南大路573-1號,"24.7891158,120.9665176",86.0,第三分局,
一般住宅,FOA00375,光鎮里,新竹市東區光鎮里15鄰南大路523-3號,"24.7916305,120.9640903",908.0,第三分局,
一般住宅,FOA00376,光鎮里,新竹市東區光鎮里14鄰南大路545號,"24.7910868,120.9646186",2221.0,第三分局,
一般住宅,FOA00378,光鎮里,新竹市東區光鎮里13鄰南大路537巷18號,"24.7913791,120.9658684",573.0,第三分局,
一般住宅,FOA00379,光鎮里,新竹市東區光鎮里18鄰南大路537巷30-32號,"24.7912084,120.9658599",156.0,第三分局,
一般住宅,FOA00380,光鎮里,新竹市東區光鎮里3鄰南大路573號,"24.7892453,120.9664665",32.0,第三分局,
公有建築物,FOA00381,光鎮里,新竹市東區光鎮里南大路569號,"24.7901418,120.9656076",122.0,第三分局,
公有建築物,FOA00382,光鎮里,新竹市東區光鎮里南大路569號,"24.7901418,120.9656076",68.0,第三分局,
一般住宅,FOA00383,光鎮里,新竹市東區光鎮里12鄰南大路778號,"24.78946,120.965568",17.0,第三分局,
一般住宅,FOA00384,光鎮里,新竹市東區光鎮里12鄰南大路810-816號,"24.788918,120.966299",52.0,第三分局,
一般住宅,FOA00385,光鎮里,新竹市東區光鎮里12鄰南大路798-806號,"24.7892445,120.9661304",81.0,第三分局,
一般住宅,FOA00386,光鎮里,新竹市東區光鎮里6鄰南大路878巷29號,"24.7874135,120.9643818",28.0,第三分局,
一般住宅,FOA00387,光鎮里,新竹市東區光鎮里6鄰南大路878巷33號,"24.7874135,120.9643818",25.0,第三分局,
一般住宅,FOA00388,光鎮里,新竹市東區光鎮里南大路714-720號,"24.791466,120.9640529",362.0,第三分局,
一般住宅,FOA00389,光鎮里,新竹市東區光鎮里6鄰南大路878巷31號,"24.7874135,120.9643818",28.0,第三分局,
一般住宅,FOA00390,光鎮里,新竹市東區光鎮里6鄰南大路878巷35號,"24.7877237,120.9642795",25.0,第三分局,
一般住宅,FOA00391,光鎮里,新竹市東區光鎮里6鄰南大路878巷25號,"24.7874586,120.9644119",52.0,第三分局,
一般住宅,FOA00392,光鎮里,新竹市東區光鎮里6鄰南大路878巷27號,"24.7874135,120.9643818",57.0,第三分局,
一般住宅,FOA00393,光鎮里,新竹市東區光鎮里6鄰南大路878巷23號,"24.7874457,120.9644699",50.0,第三分局,
一般住宅,FOA00394,新光里,新竹市東區新光里19鄰明湖路198巷3-5號,"24.7917875,120.9681761",68.0,第三分局,
一般住宅,FOA00397,湖濱里,新竹市東區湖濱里14鄰明湖路441巷6號,"24.7811782,120.9668071",210.0,第三分局,
一般住宅,FOA00398,新光里,新竹市東區新光里12鄰明湖路175巷7-13號,"24.7926472,120.9691373",180.0,第三分局,
一般住宅,FOA00399,新光里,新竹市東區新光里8鄰明湖路315-329號,"24.787431,120.9679168",180.0,第三分局,
一般住宅,FOA00400,湖濱里,新竹市東區湖濱里9鄰明湖路393巷25弄21號,"24.7836211,120.9676198",2674.0,第三分局,
一般住宅,FOA00401,湖濱里,新竹市東區湖濱里10鄰明湖路476號,"24.7819778,120.9668107",290.0,第三分局,
一般住宅,FOA00402,柴橋里,新竹市東區柴橋里8鄰明湖路648巷79號,"24.7721735,120.9635698",1349.0,第三分局,
一般住宅,FOA00403,樹下里,新竹市香山區樹下里樹下街1巷7號地下第1層,"24.7961334,120.9323491",80.0,第三分局,
一般住宅,FOA00404,樹下里,新竹市香山區樹下里牛埔南路350號,"24.795536,120.932532",89.0,第三分局,
一般住宅,FOA00405,樹下里,新竹市香山區樹下里牛埔南路448號地下第1層,"24.7916908,120.9311637",68.0,第三分局,
一般住宅,FOA00406,樹下里,新竹市香山區樹下里牛埔南路348號,"24.7953911,120.932787",61.0,第三分局,
一般住宅,FOA00407,樹下里,新竹市香山區樹下里牛埔南路518號地下第1層,"24.7901391,120.930308",128.0,第三分局,
一般住宅,FOA00408,樹下里,新竹市香山區樹下里牛埔南路496巷26號地下第1層,"24.7913787,120.9300141",172.0,第三分局,
一般住宅,FOA00409,樹下里,新竹市香山區樹下里牛埔南路450號地下第1層,"24.791661,120.931058",118.0,第三分局,
一般住宅,FOA00410,樹下里,新竹市香山區樹下里牛埔南路376巷9號地下第1層,"24.7934852,120.9318066",40.0,第三分局,
一般住宅,FOA00411,樹下里,新竹市香山區樹下里牛埔南路376巷15號地下第1層,"24.7933168,120.931576",41.0,第三分局,
一般住宅,FOA00413,樹下里,新竹市香山區樹下里樹下街1巷6號地下第1層,"24.7958039,120.9321248",34.0,第三分局,
一般住宅,FOA00414,樹下里,新竹市香山區樹下里牛埔南路496巷51號,"24.7905992,120.9308525",42.0,第三分局,
一般住宅,FOA00415,樹下里,新竹市香山區樹下里中華路4段606巷23號地下第1層,"24.7892373,120.9296085",110.0,第三分局,
一般住宅,FOA00416,樹下里,新竹市香山區樹下里牛埔南路366號地下第1層,"24.7946462,120.9323478",138.0,第三分局,
一般住宅,FOA00417,樹下里,新竹市香山區樹下里牛埔南路458號地下第1層,"24.79154,120.93131",37.0,第三分局,
一般住宅,FOA00418,樹下里,新竹市香山區樹下里牛埔南路528號地下第1層,"24.7896567,120.9301973",22.0,第三分局,
一般住宅,FOA00419,樹下里,新竹市香山區樹下里牛埔南路374巷5號地下第1層,"24.7938473,120.9324665",180.0,第三分局,
一般住宅,FOA00420,樹下里,新竹市香山區樹下里樹下街9號地下第1層,"24.7958892,120.9331691",36.0,第三分局,
公有建築物,FOA00421,埔前里,新竹市香山區埔前里牛埔路432號地下第1層,"24.7976284,120.9426109",165.0,第三分局,
一般住宅,FOA00422,埔前里,新竹市香山區埔前里牛埔北路38巷28號,"24.7988821,120.9423906",234.0,第三分局,
一般住宅,FOA00423,埔前里,新竹市香山區埔前里牛埔北路37巷19號,"24.7978165,120.9412494",266.0,第三分局,
供公眾使用建築物,FOA00424,埔前里,新竹市香山區埔前里牛埔北路66號地下第1層,"24.7986618,120.9415713",37.0,第三分局,
一般住宅,FOA00425,牛埔里,新竹市香山區牛埔里牛埔東路247號,"24.7960257,120.9440171",4610.0,第三分局,
公有建築物,FOA00426,牛埔里,新竹市香山區牛埔里牛埔路387號,"24.7974574,120.9430906",1177.0,第三分局,
一般住宅,FOA00427,牛埔里,新竹市香山區牛埔里牛埔東路307號,"24.7954727,120.9423504",205.0,第三分局,
一般住宅,FOA00428,牛埔里,新竹市香山區牛埔里牛埔東路270號,"24.795973,120.9430768",525.0,第三分局,
一般住宅,FOA00429,牛埔里,新竹市香山區牛埔里中華路4段561號,"24.789742,120.934183",165.0,第三分局,
一般住宅,FOA00430,牛埔里,新竹市香山區牛埔里中華路4段314號,"24.7935796,120.9445687",680.0,第三分局,
供公眾使用建築物,FOA00431,牛埔里,新竹市香山區牛埔里中華路4段569號,"24.7900685,120.9338321",61.0,第三分局,
一般住宅,FOA00432,牛埔里,新竹市香山區牛埔里中華路4段617號,"24.7894768,120.9319451",124.0,第三分局,
一般住宅,FOA00433,牛埔里,新竹市香山區牛埔里中華路4段511號,"24.790525,120.936789",22.0,第三分局,
一般住宅,FOA00434,埔前里,新竹市香山區埔前里中華路4段470號,"24.7911338,120.9373215",1797.0,第三分局,
一般住宅,FOA00435,牛埔里,新竹市香山區牛埔里中華路4段553號,"24.790312,120.935262",74.0,第三分局,
一般住宅,FOA00436,牛埔里,新竹市香山區牛埔里牛埔東路320-326號,"24.7955212,120.9419064",81.0,第三分局,
一般住宅,FOA00437,牛埔里,新竹市香山區牛埔里牛埔路413巷11-3號地下第1層,"24.7964568,120.94201",220.0,第三分局,
一般住宅,FOA00438,牛埔里,新竹市香山區牛埔里牛埔路413巷26號地下第1層,"24.7956912,120.9419632",78.0,第三分局,
一般住宅,FOA00439,牛埔里,新竹市香山區牛埔里牛埔東路286號,"24.7958499,120.9427968",164.0,第三分局,
一般住宅,FOA00440,牛埔里,新竹市香山區牛埔里牛埔東路330號,"24.7954472,120.9417242",24.0,第三分局,
一般住宅,FOA00441,牛埔里,新竹市香山區牛埔里牛埔東路217號地下第2層,"24.796353,120.9445561",85.0,第三分局,
公有建築物,FOA00442,牛埔里,新竹市香山區牛埔里牛埔路387號,"24.7974574,120.9430906",541.0,第三分局,
一般住宅,FOA00443,牛埔里,新竹市香山區牛埔里牛埔東路330號,"24.7954472,120.9417242",30.0,第三分局,
一般住宅,FOA00444,埔前里,新竹市香山區埔前里中華路4段516號,"24.7895989,120.9319504",37.0,第三分局,
供公眾使用建築物,FOA00445,牛埔里,新竹市香山區牛埔里中華路4段593號,"24.7896219,120.9327309",317.0,第三分局,
一般住宅,FOA00446,牛埔里,新竹市香山區牛埔里牛埔路353號,"24.7978758,120.9439354",30.0,第三分局,
一般住宅,FOA00447,埔前里,新竹市香山區埔前里中華路4段434巷33號,"24.792859,120.9402408",112.0,第三分局,
一般住宅,FOA00449,埔前里,新竹市香山區埔前里牛埔南路105號,"24.7964074,120.9374488",260.0,第三分局,
一般住宅,FOA00450,埔前里,新竹市香山區埔前里牛埔南路207巷1號,"24.7919602,120.9326124",29.0,第三分局,
一般住宅,FOA00451,埔前里,新竹市香山區埔前里中華路4段394號,"24.7924985,120.9418521",44.0,第三分局,
一般住宅,FOA00452,埔前里,新竹市香山區埔前里牛埔南路13號,"24.7935108,120.9418131",70.0,第三分局,
一般住宅,FOA00453,埔前里,新竹市香山區埔前里樹下街18號地下第1層,"24.7970391,120.934001",33.0,第三分局,
一般住宅,FOA00454,牛埔里,新竹市香山區牛埔里牛埔南路16號,"24.7931713,120.9425529",202.0,第三分局,
一般住宅,FOA00456,埔前里,新竹市香山區埔前里牛埔南路246巷2號,"24.7964142,120.935144",58.0,第三分局,
一般住宅,FOA00458,埔前里,新竹市香山區埔前里牛埔南路246巷8號,"24.796764,120.935148",26.0,第三分局,
一般住宅,FOA00459,埔前里,新竹市香山區埔前里牛埔南路336號,"24.795617,120.9334028",57.0,第三分局,
一般住宅,FOA00460,埔前里,新竹市香山區埔前里中華路4段434巷51號,"24.7933696,120.94057",117.0,第三分局,
一般住宅,FOA00461,埔前里,新竹市香山區埔前里浸水街路7號,"24.7964544,120.9377667",41.0,第三分局,
一般住宅,FOA00462,埔前里,新竹市香山區埔前里中華路4段436號,"24.7916686,120.9391962",101.0,第三分局,
一般住宅,FOA00463,埔前里,新竹市香山區埔前里中華路4段434巷25號,"24.7926139,120.9397529",145.0,第三分局,
一般住宅,FOA00464,埔前里,新竹市香山區埔前里中華路4段434巷14號,"24.791788,120.939592",22.0,第三分局,
一般住宅,FOA00465,埔前里,新竹市香山區埔前里中華路4段434巷29號,"24.7927937,120.9399277",48.0,第三分局,
一般住宅,FOA00466,埔前里,新竹市香山區埔前里牛埔南路127號,"24.7962,120.936445",73.0,第三分局,
一般住宅,FOA00467,埔前里,新竹市香山區埔前里浸水街34巷53號,"24.7977774,120.936691",510.0,第三分局,
一般住宅,FOA00469,埔前里,新竹市香山區埔前里牛埔南路123號,"24.796485,120.936693",232.0,第三分局,
一般住宅,FOA00470,埔前里,新竹市香山區埔前里牛埔南路135號,"24.795969,120.935742",184.0,第三分局,
一般住宅,FOA00473,埔前里,新竹市香山區埔前里中華路4段402號,"24.7923247,120.9412087",40.0,第三分局,
一般住宅,FOA00474,埔前里,新竹市香山區埔前里浸水街30號,"24.797762,120.9372",48.0,第三分局,
一般住宅,FOA00475,埔前里,新竹市香山區埔前里牛埔南路161號,"24.795839,120.934602",248.0,第三分局,
一般住宅,FOA00476,埔前里,新竹市香山區埔前里牛埔南路142巷88號,"24.7972745,120.9397631",990.0,第三分局,
一般住宅,FOA00478,埔前里,新竹市香山區埔前里牛埔南路214號,"24.796568,120.936475",24.0,第三分局,
一般住宅,FOA00479,埔前里,新竹市香山區埔前里浸水街3號,"24.7969857,120.9371083",65.0,第三分局,
一般住宅,FOA00480,埔前里,新竹市香山區埔前里牛埔南路246巷13號,"24.796453,120.9347923",33.0,第三分局,
一般住宅,FOA00481,頂福里,新竹市香山區頂福里中山路666號,"24.795056,120.953808",1384.0,第三分局,
一般住宅,FOA00482,頂福里,新竹市香山區頂福里中山路640巷160號,"24.795544,120.9521627",997.0,第三分局,
一般住宅,FOA00483,頂埔里,新竹市香山區頂埔里中山路538號,"24.798154,120.9562608",133.0,第三分局,
一般住宅,FOA00484,頂福里,新竹市香山區頂福里中山路642號,"24.79567,120.954268",4417.0,第三分局,
一般住宅,FOA00485,頂福里,新竹市香山區頂福里中山路640巷84號,"24.7960359,120.953605",626.0,第三分局,
一般住宅,FOA00488,中埔里,新竹市香山區中埔里牛埔路262號,"24.800288,120.947802",108.0,第三分局,
一般住宅,FOA00489,中埔里,新竹市香山區中埔里牛埔東路168號,"24.7976624,120.9473316",42.0,第三分局,
一般住宅,FOA00490,中埔里,新竹市香山區中埔里牛埔東路186號,"24.7974835,120.9470301",34.0,第三分局,
一般住宅,FOA00491,中埔里,新竹市香山區中埔里牛埔東路105號,"24.7974761,120.948003",165.0,第三分局,
一般住宅,FOA00492,中埔里,新竹市香山區中埔里牛埔路270號,"24.8002701,120.947576",48.0,第三分局,
一般住宅,FOA00493,中埔里,新竹市香山區中埔里牛埔路244號,"24.800307,120.948213",138.0,第三分局,
一般住宅,FOA00494,中埔里,新竹市香山區中埔里牛埔路247巷10號,"24.7991226,120.9469799",68.0,第三分局,
一般住宅,FOA00495,中埔里,新竹市香山區中埔里牛埔東路103號,"24.7977095,120.9481409",32.0,第三分局,
供公眾使用建築物,FOA00496,中埔里,新竹市香山區中埔里牛埔路247巷8號,"24.7991293,120.9466252",578.0,第三分局,
供公眾使用建築物,FOA00497,中埔里,新竹市香山區中埔里牛埔路308號,"24.7999782,120.9459991",213.0,第三分局,
一般住宅,FOA00498,中埔里,新竹市香山區中埔里華北路71號,"24.7969761,120.9471535",473.0,第三分局,
一般住宅,FOA00499,中埔里,新竹市香山區中埔里牛埔東路107號,"24.7975642,120.9478473",181.0,第三分局,
一般住宅,FOA00500,中埔里,新竹市香山區中埔里華北路107號,"24.7961014,120.9476925",162.0,第三分局,
一般住宅,FOA00501,頂埔里,新竹市香山區頂埔里經國路3段95號,"24.797995,120.953243",124.0,第三分局,
一般住宅,FOA00502,頂埔里,新竹市香山區頂埔里經國路3段93號,"24.7980451,120.953263",29.0,第三分局,
一般住宅,FOA00503,頂埔里,新竹市香山區頂埔里經國路3段97號,"24.797946,120.953223",26.0,第三分局,
一般住宅,FOA00504,頂埔里,新竹市香山區頂埔里經國路3段73巷201-18號,"24.7985796,120.9536234",3261.0,第三分局,
