建築物名稱,里別,地址,緯度,經度,避難樓層,防空避難設備面積,可容納人數,轄管分局,備註
囍堂社區,中和里,桃園市桃園區中和里6鄰北新街51號,"24.997872 ","121.309703 ",B01,344.73,239.0,桃園分局,
桃府金鑽社區,泰山里,桃園市桃園區泰山里6鄰泰成路62巷62號,"24.988811 ","121.297379 ",B01B02,1003.65,696.0,桃園分局,
公寓,泰山里,桃園市桃園區泰山里4鄰中山路507巷16號,"24.990651 ","121.297065 ",B01B02,1375.41,955.0,桃園分局,
十悅社區,春日里,桃園市桃園區春日里21鄰大興路192巷30號,"25.016738 ","121.311782 ",B01,334.56,232.0,桃園分局,
美樂地社區,大豐里,桃園市桃園區大豐里21鄰樹林八街22-1號,"24.979400 ","121.316887 ",B01B02B03,1645.93,1143.0,桃園分局,
桃園地方檢察署,中埔里,桃園市桃園區中埔里6鄰正光路898號,"25.006490 ","121.287016 ",B01B02,7475.2,5191.0,桃園分局,
法務部調查局桃園市調查站,光興里,桃園市桃園區光興里縣府路19號,"24.994609 ","121.300863 ",B01B02,584.42,405.0,桃園分局,
公寓,經國里,桃園市桃園區經國里10鄰同安街108號,"25.013019 ","121.305075 ",B01,248.91,172.0,桃園分局,
無疆,忠義里,桃園市桃園區忠義里16鄰三元街147號,"25.004512 ","121.320745 ",B01B02B03B04,560.09,388.0,桃園分局,
合勤璞玉,福元里,桃園市桃園區福元里15鄰福元街212號,"25.008990 ","121.316788 ",B01,166.8,115.0,桃園分局,
白朗峰社區,同安里,桃園市桃園區同安里9鄰同安街423號,"25.018910 ","121.301293 ",B01B02B03,1979.49,1374.0,桃園分局,
成陽經貿大樓,汴洲里,桃園市桃園區汴洲里19鄰春日路1490號,"25.029676 ","121.304570 ",B01,2620.42,1819.0,桃園分局,
幸福公園NO.2社區,汴洲里,桃園市桃園區汴洲里14鄰健行路112號,"25.022552 ","121.312247 ",B01B02B03,1398.2,970.0,桃園分局,
桃園市私立新興國際中小學,西埔里,桃園市桃園區西埔里1鄰富國路437號,"25.015904 ","121.284852 ",B01,2472.03,1716.0,桃園分局,
公寓,永安里,桃園市桃園區永安里15鄰中正三街146巷30號,"24.999327 ","121.304428 ",B01B02,153.79,106.0,桃園分局,
昭陽乾坤社區,同安里,桃園市桃園區同安里9鄰同德六街77號,"25.016681 ","121.300349 ",B01B02B03B04,3655.3,2538.0,桃園分局,
擎天匯社區,建國里,桃園市桃園區建國里10鄰桃鶯路62-2號,"24.986845 ","121.317854 ",B01B02B03,2953.51,2051.0,桃園分局,
公寓,文中里,桃園市桃園區文中里7鄰文中路159號,"24.995781 ","121.289605 ",B01,198.98,138.0,桃園分局,
合遠家沁社區,龍安里,桃園市桃園區龍安里2鄰國強11街63號,"24.992464 ","121.279323 ",B01B02B03,1446.2,1004.0,桃園分局,
野翔企業大樓,龍祥里,桃園市桃園區龍祥里3鄰中山路1306號,"24.980598 ","121.274327 ",B01B02B03,3589.08,2492.0,桃園分局,
全漢企業股份有限公司,大樹里,桃園市桃園區大樹里5鄰興隆路7號,"24.985023 ","121.321473 ",B01B02,1780.47,1236.0,桃園分局,
夏特蕾社區,永興里,桃園市桃園區永興里5鄰北新街83號,"24.997359 ","121.308773 ",B01B02,169.36,117.0,桃園分局,
富萊敦品社區,建國里,桃園市桃園區建國里14鄰大林路5號,"24.988242 ","121.317343 ",B01B02,545.86,379.0,桃園分局,
昭揚飛社區,汴洲里,桃園市桃園區汴洲里3鄰水汴一路131號,"25.030589 ","121.301467 ",B01B02B03,820.14,569.0,桃園分局,
晴空宿社區,東山里,桃園市桃園區東山里15鄰春日路85號,"24.993581 ","121.316725 ",B01B02,198.29,137.0,桃園分局,
快樂學園社區,汴洲里,桃園市桃園區汴洲里13鄰大有路945巷27號,"25.021782 ","121.313475 ",B01B02,1441.57,1001.0,桃園分局,
振豐電子企業股份有限公司,龍祥里,桃園市桃園區龍祥里12鄰中山路1308-3號,"24.980549 ","121.273400 ",B01B02,1908.55,1325.0,桃園分局,
漢東敦美社區,中平里,桃園市桃園區中平里20鄰壽昌街66號,"24.989406 ","121.295267 ",B01B02,956.81,664.0,桃園分局,
凡賽絲社區,瑞慶里,桃園市桃園區瑞慶里6鄰同德十二街358號,"25.019798 ","121.291800 ",B01B02B03,3624.27,2516.0,桃園分局,
府上社區,南埔里,桃園市桃園區南埔里6鄰溫州街28號,"25.005445 ","121.296873 ",B01B02B03,1072.2,744.0,桃園分局,
宅美髮店,長安里,桃園市桃園區長安里8鄰中正五街129號,"25.006058 ","121.302707 ",B01B02B03,692.49,480.0,桃園分局,
公寓,中正里,桃園市桃園區中正里2鄰廈門街97號,"24.994863 ","121.300044 ",B01B02B03,2309.8,1604.0,桃園分局,
達爾菲社區,寶慶里,桃園市桃園區寶慶里5鄰中埔二街216號,"25.012498 ","121.295821 ",B01B02B03,740.02,513.0,桃園分局,
經國逸品社區,新埔里,桃園市桃園區新埔里2鄰經國路200號,"25.017531 ","121.305347 ",B01B02B03,710.77,493.0,桃園分局,
經國逸品B區社區,新埔里,桃園市桃園區新埔里2鄰經國路192號,"25.017340 ","121.305463 ",B01B02B03,844.71,586.0,桃園分局,
和瑞大安社區,中山里,桃園市桃園區中山里13鄰泰昌九街46號,"24.985477 ","121.292447 ",B01B02,1976.7,1372.0,桃園分局,
雋品社區,長德里,桃園市桃園區長德里16鄰愛二街182巷21號,"25.001949 ","121.300422 ",B01B02,775.39,538.0,桃園分局,
麗寶芙蓉匯社區,同安里,桃園市桃園區同安里6鄰大興西路一段218號,"25.013506 ","121.302078 ",B01B02B03B04,2154.41,1496.0,桃園分局,
陽明ONE社區,福林里,桃園市桃園區福林里27鄰樹林一街10號,"24.979896 ","121.311522 ",B01B02,2310.61,1604.0,桃園分局,
合輝國家美學館,三民里,桃園市桃園區三民里17鄰成功路二段207號,"24.995639 ","121.320938 ",B01B02B03,1517.36,1685.0,桃園分局,
麗思卡登,南埔里,桃園市桃園區南埔里9鄰永安路810-1巷38號,"25.007256 ","121.294278 ",B01B02B03,1676.81,1164.0,桃園分局,
銘大臻品苑社區,南門里,桃園市桃園區南門里8鄰建國路348巷28-1號,"24.985319 ","121.302977 ",B01B02,871.16,604.0,桃園分局,
公寓,龍安里,桃園市桃園區龍安里8鄰國強十一街96巷28號,"24.992548 ","121.277384 ",B01,176.63,122.0,桃園分局,
市府双星社區,泰山里,桃園市桃園區泰山里4鄰中山路507巷27號,"24.990278 ","121.297488 ",B01B02,385.31,267.0,桃園分局,
豐達藝社區,中平里,桃園市桃園區中平里12鄰壽昌街22號,"24.989997 ","121.294293 ",B01B02B03,1314.07,912.0,桃園分局,
中山都匯社區,中山里,桃園市桃園區中山里29鄰中山路791號,"24.990238 ","121.289740 ",B01B02B03,2990.9,2077.0,桃園分局,
慕朵微風,慈文里,桃園市桃園區慈文里22鄰慈文路330號,"25.004931 ","121.299908 ",B01B02B03,1487.43,1032.0,桃園分局,
公寓,青溪里,桃園市桃園區青溪里10鄰三民路二段51號,"25.000823 ","121.315149 ",B01,148.45,103.0,桃園分局,
公寓,文化里,桃園市桃園區文化里3鄰復興路166號,"24.990431 ","121.312353 ",B01B02B03B04,1230.59,854.0,桃園分局,
豐達ONE社區,春日里,桃園市桃園區春日里18鄰大興路110號,"25.015625 ","121.309716 ",B01B02B03,953.92,662.0,桃園分局,
康鈞賦NO.2社區,大林里,桃園市桃園區大林里15鄰樹仁三街26號,"24.974935 ","121.322690 ",B01,542.81,376.0,桃園分局,
京澄晴朗,信光里,桃園市桃園區信光里3鄰民生路852號,"25.009906 ","121.308191 ",B01B02B03,624.84,433.0,桃園分局,
公寓,中德里,桃園市桃園區中德里15鄰國際路一段246號,"24.967621 ","121.292469 ",B01,71.11,49.0,桃園分局,
御景社區,龍岡里,桃園市桃園區龍岡里20鄰文中路495號,"24.994424 ","121.281927 ",B01B02,678.36,753.0,桃園分局,
高層双星社區,大林里,桃園市桃園區大林里6鄰大仁路50巷15號,"24.972344 ","121.322018 ",B01B02,767.05,532.0,桃園分局,
大清旭日社區,經國里,桃園市桃園區經國里1鄰慈文路30號,"25.011287 ","121.307676 ",B01B02B03,2337.82,1623.0,桃園分局,
中路御品社區,龍鳳里,桃園市桃園區龍鳳里11鄰國豐三街106號,"24.990163 ","121.279172 ",B01B02B03,2613.47,2903.0,桃園分局,
昱京科技股份有限公司,大林里,桃園市桃園區大林里6鄰大仁路50巷66號,"24.972149 ","121.320341 ",B01,519.72,360.0,桃園分局,
謙玉苑,青溪里,桃園市桃園區青溪里3鄰鎮二街35號,"24.999195 ","121.314173 ",B01B02,896.56,622.0,桃園分局,
中茂新天地,同安里,桃園市桃園區同安里9鄰同德五街61號,"25.014576 ","121.300520 ",B01B02B03B04,3009.3,3343.0,桃園分局,
鴻竹新願社區,中信里,桃園市桃園區中信里12鄰中山路956巷156號,"24.993206 ","121.284119 ",B01B02B03,1550.28,1076.0,桃園分局,
捷寶君品社區,同安里,桃園市桃園區同安里6鄰大興西路一段260號,"25.013436 ","121.300827 ",B01B02B03B04,1342.13,932.0,桃園分局,
定泰翫寶社區,同安里,桃園市桃園區同安里16鄰同德二街38號,"25.011484 ","121.302639 ",B01B02B03,3156.66,2192.0,桃園分局,
經國City社區,新埔里,桃園市桃園區新埔里20鄰經國路208巷16號,"25.018247 ","121.306454 ",B01B02B03,1416.44,983.0,桃園分局,
藝集社區,檜樂里,桃園市桃園區檜樂里16鄰大有路726號,"25.018620 ","121.315912 ",B01B02B03,1452.22,1008.0,桃園分局,
印象羅芙社區,同安里,桃園市桃園區同安里6鄰大興西路一段266號,"25.012680 ","121.300644 ",B01B02B03B04,1405.46,976.0,桃園分局,
安芯醫學美容藥妝,龍安里,桃園市桃園區龍安里8鄰龍安街157號,"24.991748 ","121.279144 ",B01,265.55,184.0,桃園分局,
京上澄社區,同安里,桃園市桃園區同安里18鄰慈文路192號,"25.009118 ","121.304121 ",B01B02,994.12,690.0,桃園分局,
金莎堡汽車旅館,大林里,桃園市桃園區大林里14鄰樹仁三街133號,"24.973932 ","121.320491 ",B01,889.03,617.0,桃園分局,
鴻築心天母社區,會稽里,桃園市桃園區會稽里7鄰大興路290巷33號,"25.016469 ","121.315441 ",B01B02B03,4029.56,4477.0,桃園分局,
公寓,三民里,桃園市桃園區三民里17鄰成功路二段169號,"24.995245 ","121.319510 ",B01B02B03,2037.07,1414.0,桃園分局,
新帝標社區,龍壽里,桃園市桃園區龍壽里4鄰龍泉二街49號,"24.980515 ","121.270670 ",B01B02B03B04,4464.02,3100.0,桃園分局,
英堡,青溪里,桃園市桃園區青溪里4鄰鎮四街46號,"25.000090 ","121.313902 ",B01,429.49,477.0,桃園分局,
君頂會,南埔里,桃園市桃園區南埔里8鄰大興西路二段293號,"25.007255 ","121.293068 ",B01B02B03,1819.84,1263.0,桃園分局,
摩天芳鄰社區,莊敬里,桃園市桃園區莊敬里22鄰中正路1398-1號,"25.022975 ","121.295571 ",B01B02B03,5456.45,3789.0,桃園分局,
美力城邦極美館社區,大林里,桃園市桃園區大林里11鄰樹仁三街15巷2號,"24.973780 ","121.322398 ",B01B02B03,3306.24,2296.0,桃園分局,
大陸澄品,信光里,桃園市桃園區信光里8鄰大連二街166號,"25.008581 ","121.307478 ",B01B02B03,1312.87,911.0,桃園分局,
新晶華,大有里,桃園市桃園區大有里10鄰民富十三街25號,"25.012571 ","121.319307 ",B01B02B03,3823.61,2655.0,桃園分局,
昇陽商業大樓,同安里,桃園市桃園區同安里9鄰中正路1066號,"25.013679 ","121.299962 ",B01B02,1707.42,1185.0,桃園分局,
尊聖首善社區,長美里,桃園市桃園區長美里1鄰民族路183號,"24.993621 ","121.308103 ",B01B02B03,1196.73,831.0,桃園分局,
益展城心社區,東埔里,桃園市桃園區東埔里9鄰正康二街66號,"25.001910 ","121.308683 ",B01B02B03,1547.83,1074.0,桃園分局,
朝揚大器社區,莊敬里,桃園市桃園區莊敬里21鄰同安街568號,"25.022602 ","121.298951 ",B01B02B03,2580.45,1791.0,桃園分局,
杜拜美學,大有里,桃園市桃園區大有里11鄰大有路348號,"25.010202 ","121.319764 ",B01B02B03,6664.76,4628.0,桃園分局,
合遠京王社區,自強里,桃園市桃園區自強里11鄰經國路741-8號,"25.025330 ","121.301433 ",B01B02B03,3891.41,2702.0,桃園分局,
悅龍莊社區,同安里,桃園市桃園區同安里3鄰同德一街9號,"25.009801 ","121.303224 ",B01B02B03,2538.26,1762.0,桃園分局,
百川晶硯,大業里,桃園市桃園區大業里16鄰民有十二街12號,"25.010036 ","121.314946 ",B01B02B03,1867.95,1297.0,桃園分局,
四季水花園,大業里,桃園市桃園區大業里16鄰民有十二街11號,"25.010760 ","121.314094 ",B01B02B03,1748.29,1942.0,桃園分局,
御集社區,東山里,桃園市桃園區東山里15鄰春日路21號,"24.991308 ","121.317503 ",B01B02,201.2,139.0,桃園分局,
陽明綜合大樓,福林里,桃園市桃園區福林里10鄰陽明三街33號,"24.979503 ","121.307079 ",B01,704.54,489.0,桃園分局,
朝陽銳商辦大樓,同安里,桃園市桃園區同安里9鄰同德六街89號,"25.016207 ","121.299635 ",B01B02B03,1059.37,735.0,桃園分局,
將相琚社區,永興里,桃園市桃園區永興里4鄰中正路273-1號,"24.996845 ","121.309564 ",B01B02B03B04,1720.49,1194.0,桃園分局,
遇見鴻築社區,中信里,桃園市桃園區中信里12鄰國強一街170-1號,"24.992614 ","121.284511 ",B01B02B03,1762.88,1224.0,桃園分局,
延平新站社區,大豐里,桃園市桃園區大豐里4鄰金門三街7號,"24.982075 ","121.314394 ",B01,174.21,120.0,桃園分局,
耀時代社區,春日里,桃園市桃園區春日里7鄰大興路120巷21號,"25.016049 ","121.309680 ",B01B02B03,1857.08,1289.0,桃園分局,
延平新站社區,大豐里,桃園市桃園區大豐里4鄰金門三街7號,"24.982075 ","121.314394 ",B01,174.21,120.0,桃園分局,
大清椈月社區,北埔里,桃園市桃園區北埔里5鄰莊敬路二段122號二樓,"25.022368 ","121.292011 ",B01B02B03,1924.24,1336.0,桃園分局,
站前IHOME社區,東山里,桃園市桃園區東山里14鄰安東街32-1號,"24.991503 ","121.316549 ",B01B02,326.07,226.0,桃園分局,
禮玉苑,青溪里,桃園市桃園區青溪里2鄰鎮二街32號,"24.999045 ","121.314048 ",B01B02,271.72,188.0,桃園分局,
力璞悅月館,南埔里,桃園市桃園區南埔里12鄰永順街113-1巷11號,"25.008979 ","121.296728 ",B01B02B03,1410.1,979.0,桃園分局,
桃園市政府警察局,中正里,桃園市桃園區中正里11鄰中山路706號,24.991343,121.293854,B01B02,565.48,392.0,桃園分局,不對外開放
公寓,大林里,桃園市桃園區大林里15鄰榮華街33巷7號,"24.975691 ","121.322026 ",B01,118.57,82.0,桃園分局,
鉑悅社區,北門里,桃園市桃園區北門里6鄰民生路495號,"25.002659 ","121.309446 ",B01B02B03,1219.6,846.0,桃園分局,
康鈞賦NO.1社區,大林里,桃園市桃園區大林里15鄰樹仁三街56號,"24.974652 ","121.322127 ",B01B02,1282.85,890.0,桃園分局,
公寓,武陵里,桃園市桃園區武陵里1鄰復興路115號,"24.990321 ","121.313636 ",B01,136.16,94.0,桃園分局,
力璞悅日館,南埔里,桃園市桃園區南埔里12鄰永順街99巷1號,"25.008616 ","121.296311 ",B01B02B03,1542.25,1071.0,桃園分局,
永晟青澄社區,龍安里,桃園市桃園區龍安里6鄰國強十三街75號,"24.992334 ","121.276140 ",B01B02B03,656.5,455.0,桃園分局,
歐風大郡NO.5,龍壽里,桃園市桃園區龍壽里15鄰龍泉六街8號,"24.983917 ","121.272703 ",B01B02B03,3055.81,2122.0,桃園分局,
陸昇威登,寶慶里,桃園市桃園區寶慶里2鄰中埔二街137號,"25.012417 ","121.295592 ",B01B02,1813.84,1259.0,桃園分局,
麗悅,大有里,桃園市桃園區大有里10鄰大有路458-2號,"25.011982 ","121.318986 ",B01B02B03,3484.63,2419.0,桃園分局,
公寓,文中里,桃園市桃園區文中里7鄰文中路157號,"24.995785 ","121.289738 ",B01,199.07,138.0,桃園分局,
公寓,中和里,桃園市桃園區中和里2鄰桃源街30號,"24.996399 ","121.311146 ",B01,56.65,39.0,桃園分局,
捷運金鑽社區,永興里,桃園市桃園區永興里2鄰和平路106號,"24.995704 ","121.308963 ",B01B02,347.12,241.0,桃園分局,
中悅一品社區,同安里,桃園市桃園區同安里9鄰中正路1118號,"25.015439 ","121.299078 ",B01B02B03B04,9720,6750.0,桃園分局,
麗園道社區,中德里,桃園市桃園區中德里5鄰國際一路156號,"24.963506 ","121.290975 ",B01B02B03,1192.98,828.0,桃園分局,
鴻築由心社區,會稽里,桃園市桃園區會稽里8鄰大興路292號,"25.016473 ","121.315620 ",B01B02B03,989.51,687.0,桃園分局,
豐達謙邑社區,龍安里,桃園市桃園區龍安里4鄰文中路623-1號,"24.993588 ","121.279109 ",B01B02B03,2245.33,1559.0,桃園分局,
立凱電能科技股份有限公司,大樹里,桃園市桃園區大樹里5鄰興華路2-1號,"24.979521 ","121.323031 ",B01,255.52,177.0,桃園分局,
重久馥邦,大樹里,桃園市桃園區大樹里10鄰大原路3號,"24.979378 ","121.320322 ",B01B02,2048.34,1422.0,桃園分局,
聖波得堡,寶慶里,桃園市桃園區寶慶里1鄰同德三街27號,"25.011545 ","121.295746 ",B01B02B03,721.47,501.0,桃園分局,
帝璽,中寧里,桃園市桃園區中寧里2鄰同德二街130號,"25.010454 ","121.300425 ",B01B02B03B04,3883.65,2696.0,桃園分局,
漢生Room18,寶山里,桃園市桃園區寶山里14鄰民有三街471號,"25.012179 ","121.314057 ",B01B02,3888.74,2700.0,桃園分局,
公寓,三民里,桃園市桃園區三民里1鄰自強路26號,"24.998000 ","121.318343 ",B01,149.98,104.0,桃園分局,
英業達股份有限公司,大林里,桃園市桃園區大林里18鄰大智路88號,"24.978663 ","121.326667 ",B01B02B03B04,12304.78,8544.0,桃園分局,
公寓,中原里,桃園市桃園區中原里1鄰宏昌十二街88號,"24.985524 ","121.294625 ",B01,352.64,244.0,桃園分局,
達文西社區,龍壽里,桃園市桃園區龍壽里1鄰龍泉一街19號,"24.979107 ","121.270755 ",B01B02B03,3994.6,2774.0,桃園分局,
美力城邦艾美館社區,大林里,桃園市桃園區大林里5鄰樹仁三街15巷101號,"24.973652 ","121.322751 ",B01B02B03,1523.86,1058.0,桃園分局,
竹城早稻田,信光里,桃園市桃園區信光里12鄰大連一街81號,"25.008117 ","121.306866 ",B01B02B03,4790.56,3326.0,桃園分局,
天空樹社區,泰山里,桃園市桃園區泰山里17鄰宏昌六街16號,"24.989138 ","121.299481 ",B01B02,2609.85,1812.0,桃園分局,
京城清朗社區,中聖里,桃園市桃園區中聖里6鄰中山路881號,"24.988673 ","121.286481 ",B01B02B03,895.3,621.0,桃園分局,
知安社區,光興里,桃園市桃園區光興里36鄰中山路382號,"24.992233 ","121.304107 ",B01B02B03,432.97,300.0,桃園分局,
富萊悅社區,雲林里,桃園市桃園區雲林里21鄰桃鶯路249巷16號,"24.983957 ","121.319293 ",B01B02,798.03,554.0,桃園分局,
"閱讀萊茵社區 ",龍壽里,桃園市桃園區龍壽里7鄰龍泉六街200號,"24.983486 ","121.269128 ",B01B02B03,2273.44,1578.0,桃園分局,
桃大泰極社區,中德里,桃園市桃園區中德里9鄰桃智路6號,"24.964654 ","121.294711 ",B01B02,1534.67,1065.0,桃園分局,
葛里法五世社區,莊敬里,桃園市桃園區莊敬里11鄰新埔八街25號,"25.019942 ","121.298878 ",B01B02B03,7997.51,5553.0,桃園分局,
培德,大業里,桃園市桃園區大業里4鄰大業路一段277號,"25.009018 ","121.314621 ",B01B02,470.8,326.0,桃園分局,
合輝鼎苑社區,同安里,桃園市桃園區同安里19鄰天祥一街81號,"25.011057 ","121.305032 ",B01B02,3301.25,2292.0,桃園分局,
中正文華社區,中正里,桃園市桃園區中正里2鄰廈門街75號,"24.994863 ","121.300044 ",B01B02B03,1279.34,888.0,桃園分局,
新晶晶,大有里,桃園市桃園區大有里10鄰民富十三街6號,"25.012858 ","121.319972 ",B01,462.83,321.0,桃園分局,
誠豐社區,中信里,桃園市桃園區中信里13鄰國強一街168-1號,"24.992769 ","121.285145 ",B01B02,1021.13,709.0,桃園分局,
華爾道夫社區,同安里,桃園市桃園區同安里9鄰藝文二街80號,"25.013853 ","121.300902 ",B01B02B03B04,3788.6,2630.0,桃園分局,
光合,大業里,桃園市桃園區大業里15鄰民富十一街108號,"25.010789 ","121.314366 ",B01B02,786.51,546.0,桃園分局,
群都三期社區,寶安里,桃園市桃園區寶安里24鄰南平路588號,"25.015553 ","121.291893 ",B01B02,2635.9,1830.0,桃園分局,
力璞當代,南埔里,桃園市桃園區南埔里10鄰永順街88巷10號,"25.007729 ","121.296771 ",B01B02B03,2342.6,1626.0,桃園分局,
御品苑社區,大樹里,桃園市桃園區大樹里15鄰大明街56巷1號,"24.979545 ","121.318084 ",B01,974.38,676.0,桃園分局,
聚豐耘,永安里,桃園市桃園區永安里15鄰永光街97號,"24.999750 ","121.304753 ",B01B02,1894.49,1315.0,桃園分局,
合遠首葳,長德里,桃園市桃園區長德里17鄰愛二街75號,"25.002715 ","121.301468 ",B01B02B03,1445.15,1003.0,桃園分局,
百川大喆,南埔里,桃園市桃園區南埔里8鄰永安路776號,"25.006306 ","121.294051 ",B01B02,3181.05,2209.0,桃園分局,
鼎營和砌社區,中路里,桃園市桃園區中路里4鄰延壽街97巷2號,"24.993016 ","121.291763 ",B01B02,607.57,421.0,桃園分局,
英業達股份有限公司,大林里,桃園市桃園區大林里18鄰大智路88號,"24.978663 ","121.326667 ",B01B02B03B04,12276.84,8525.0,桃園分局,
天群社區,北埔里,桃園市桃園區北埔里12鄰莊二街230號,"25.023147 ","121.291313 ",B01B02,797.9,554.0,桃園分局,
昭揚大隱社區,經國里,桃園市桃園區經國里10鄰經國路251巷88號,"25.012722 ","121.305685 ",B01B02,2437.03,1692.0,桃園分局,
美力城邦藝美館社區,大林里,桃園市桃園區大林里3鄰樹仁三街15巷7號,"24.974730 ","121.323401 ",B01B02B03,1058.58,735.0,桃園分局,
公寓,武陵里,桃園市桃園區武陵里1鄰民生路137號,"24.993196 ","121.313135 ",B01B02B03,866,601.0,桃園分局,
英業達股份有限公司,大林里,桃園市桃園區大林里18鄰大智路88號,"24.978663 ","121.326667 ",B01B02B03B04,12304.78,8544.0,桃園分局,
君悅社區,中信里,桃園市桃園區中信里11鄰福信街15號,"24.994116 ","121.283196 ",B01B02B03,1612.64,1119.0,桃園分局,
RICH58商辦大樓,同安里,桃園市桃園區同安里6鄰大興西路一段208號,"25.013693 ","121.302700 ",B01B02B03,887.6,616.0,桃園分局,
桃大富林苑社區,中德里,桃園市桃園區中德里2鄰中路街11號,"24.961724 ","121.293552 ",B01B02,5938.19,4123.0,桃園分局,
公寓,青溪里,桃園市桃園區青溪里33鄰三民路一段195號,"25.000963 ","121.317581 ",B01B02,455.28,316.0,桃園分局,
拉斐爾,龍壽里,桃園市桃園區龍壽里1鄰龍泉一街1號,"24.979569 ","121.271224 ",B01B02B03,3994.6,2774.0,桃園分局,
美力城邦國美館社區,大林里,桃園市桃園區大林里12鄰樹仁三街67號,"24.974567 ","121.322750 ",B01B02B03,3876.54,2692.0,桃園分局,
巴黎馥,長德里,桃園市桃園區長德里13鄰中正三街389號,"25.002612 ","121.299206 ",B01B02B03,2475.97,1719.0,桃園分局,
比佛利社區,大林里,桃園市桃園區大林里10鄰樹仁三街131巷26弄12號,"24.973695 ","121.320248 ",B01B02,3667.95,2547.0,桃園分局,
大吾疆社區,莊敬里,桃園市桃園區莊敬里15鄰中正路1452號,"25.024520 ","121.294835 ",B01B02B03,5218.92,3624.0,桃園分局,
新晶華,大有里,桃園市桃園區大有里10鄰民富十三街28號,"25.012690 ","121.319990 ",B01B02,1114.13,773.0,桃園分局,
竹城新城社區,中德里,桃園市桃園區中德里9鄰桃智路9號,"24.964775 ","121.294826 ",B01B02B03,3921.88,2723.0,桃園分局,
青川社區,忠義里,桃園市桃園區忠義里5鄰大業路一段19巷70號,"25.004681 ","121.316556 ",B01,1061.45,737.0,桃園分局,
大秀南玉社區,玉山里,桃園市桃園區玉山里11鄰大同西路75巷1號,"24.987955 ","121.301984 ",B01B02,752.7,522.0,桃園分局,
竹成大和,同德里,桃園市桃園區同德里6鄰同德六街169號,"25.015130 ","121.296752 ",B01B02B03,6540.5,4542.0,桃園分局,
IF國際貿易中心大樓,瑞慶里,桃園市桃園區瑞慶里10鄰中正路1351號,"25.022567 ","121.295162 ",B01B02B03B04,1968.72,1367.0,桃園分局,
中正美館,永安里,桃園市桃園區永安里20鄰中正三街153號,"24.998826 ","121.304376 ",B01B02B03,1074.79,746.0,桃園分局,
葳旺有限公司,建國里,桃園市桃園區建國里15鄰大林路20-2號,"24.988488 ","121.316498 ",B01,524.78,364.0,桃園分局,
紐約大時代,中寧里,桃園市桃園區中寧里17鄰大興西路二段69巷118號,"25.010422 ","121.298864 ",B01B02B03,5779.36,6421.0,桃園分局,
公寓,中德里,桃園市桃園區中德里8鄰國際路一段136號,"24.965169 ","121.292478 ",B01,379.94,263.0,桃園分局,
經國亞緻社區,經國里,桃園市桃園區經國里1鄰慈文路14號,"25.011287 ","121.307676 ",B01B02B03,2211.41,1535.0,桃園分局,
竹城橫濱社區,春日里,桃園市桃園區春日里5鄰大業路二段208號,"25.020301 ","121.310560 ",B01B02B03,2920.19,2027.0,桃園分局,
豐達百邑社區,龍鳳里,桃園市桃園區龍鳳里11鄰國豐三街72號1樓,"24.989506 ","121.279440 ",B01,1231.89,855.0,桃園分局,
明勝兒童課後課後照顧服務中心,龍安里,桃園市桃園區龍安里5鄰國豐十街252號,"24.991787 ","121.274888 ",B01,74.91,52.0,桃園分局,
家賀,大有里,桃園市桃園區大有里4鄰民有東路1巷1號,"25.014615 ","121.319515 ",B01B02B03,398.49,276.0,桃園分局,
台灣表面黏著科技公司,大樹里,桃園市桃園區大樹里5鄰桃鶯路437號,"24.979095 ","121.321867 ",B01,4987.87,3463.0,桃園分局,
公寓,西埔里,桃園市桃園區西埔里9鄰永安路1208號,"25.010590 ","121.280292 ",B01B02,1805.09,1253.0,桃園分局,
宜誠富御,龍岡里,桃園市桃園區龍岡里21鄰國強一街176號,"24.992614 ","121.283691 ",B01B02,866.74,601.0,桃園分局,
豪椰大鎮社區,大林里,桃園市桃園區大林里13鄰樹仁三街127號,"24.973856 ","121.320944 ",B01B02,908.22,630.0,桃園分局,
公寓,慈文里,桃園市桃園區慈文里3鄰蓮埔街13號,"25.005434 ","121.297839 ",B01,146.44,101.0,桃園分局,
台達電子工業股份有限公司,大樹里,桃園市桃園區大樹里5鄰興隆路18號,"24.984321 ","121.321215 ",B01,6657.58,4623.0,桃園分局,
台達電子工業股份有限公司,大樹里,桃園市桃園區大樹里5鄰興隆路18號,"24.984321 ","121.321215 ",B01,6657.58,4623.0,桃園分局,
大陽明社區,福林里,桃園市桃園區福林里21鄰介壽路459巷8弄29號,"24.977887 ","121.304363 ",B01,135.82,150.0,桃園分局,
典藏藝樹社區,瑞慶里,桃園市桃園區瑞慶里5鄰敬三街1號4樓,"25.019950 ","121.290598 ",B01B02,1212.43,841.0,桃園分局,
昭揚,福元里,桃園市桃園區福元里3鄰大業路一段121巷8號,"25.005877 ","121.316180 ",B01B02,3201.96,2223.0,桃園分局,
美力城邦新美館社區,大林里,桃園市桃園區大林里5鄰樹仁三街87巷16號,"24.974193 ","121.322330 ",B01B02,892.92,992.0,桃園分局,
宜誠,大有里,桃園市桃園區大有里7鄰民有東路1號,"25.015171 ","121.319159 ",B01,981.73,681.0,桃園分局,
V1威秀社區,永興里,桃園市桃園區永興里2鄰民權路150號,"24.996049 ","121.308602 ",B01,367.04,254.0,桃園分局,
