編號,村里別,地址,可容納人數,轄區分局,經度,緯度,避難所在之地下樓層數
986.0,翁子里,臺中市豐原區翁子里豐勢路二段690號,57.0,豐原分局,"120.750259 ","24.268998 ",1.0
987.0,翁明里,臺中市豐原區翁明里豐勢路一段120號,12.0,豐原分局,"120.725644 ","24.255029 ",1.0
988.0,南村里,臺中市豐原區南村里直興街161號,818.0,豐原分局,"120.726884 ","24.254525 ",1.0
989.0,翁明里,臺中市豐原區翁明里直興街249號,983.0,豐原分局,"120.725504 ","24.256938 ",2.0
990.0,南村里,臺中市豐原區南村里水源路341號,1194.0,豐原分局,"120.738468 ","24.255682 ",1.0
991.0,新庄里,臺中市神岡區新庄里溪頭路326號,41.0,豐原分局,"120.644870 ","24.290624 ",1.0
992.0,神岡里,臺中市神岡區神岡里中山路1448號,214.0,豐原分局,"120.661975 ","24.259433 ",1.0
993.0,新庄里,臺中市神岡區新庄里和睦路一段888號,201.0,豐原分局,"120.642387 ","24.286795 ",1.0
994.0,新庄里,臺中市神岡區社南里社南街136號,330.0,豐原分局,"120.685991 ","24.245036 ",1.0
995.0,北庄里,臺中市神岡區北庄里中山路989巷11號,969.0,豐原分局,"120.671601 ","24.252528 ",1.0
996.0,社南里,臺中市神岡區社南里中山路627號,5.0,豐原分局,"120.680871 ","24.247380 ",1.0
997.0,社口里,臺中市神岡區社口里中山路412號,66.0,豐原分局,"120.688121 ","24.247479 ",1.0
998.0,三角里,臺中市神岡區三角里大富路112號,42.0,豐原分局,"120.693794 ","24.245370 ",1.0
999.0,社口里,臺中市神岡區社口里中山路614巷3號,595.0,豐原分局,"120.682297 ","24.247358 ",1.0
1000.0,岸裡里,臺中市神岡區岸裡里岸裡二街12號,371.0,豐原分局,"120.698894 ","24.248049 ",1.0
1001.0,社南里,臺中市神岡區社南里中山路667巷73號,65.0,豐原分局,"120.677544 ","24.247011 ",1.0
1002.0,社南里,臺中市神岡區社南里中山路667巷28號,115.0,豐原分局,"120.677591 ","24.247814 ",1.0
1003.0,社口里,臺中市神岡區社口里民權一街6號,51.0,豐原分局,"120.684420 ","24.246898 ",1.0
1004.0,三角里,臺中市神岡區三角里大富路116號,261.0,豐原分局,"120.693650 ","24.245294 ",1.0
1005.0,岸裡里,臺中市神岡區岸裡里大富路61巷3號,116.0,豐原分局,"120.695310 ","24.246521 ",1.0
1006.0,三角里,臺中市神岡區三角里三社路52巷16號,112.0,豐原分局,"120.694222 ","24.237686 ",1.0
1007.0,社口里,臺中市神岡區社口里中山路928號,2705.0,豐原分局,"120.677226 ","24.251446 ",1.0
1008.0,社口里,臺中市神岡區社口里中山路,1345.0,豐原分局,"120.678188 ","24.249929 ",1.0
1009.0,大社里,臺中市神岡區大社里大漢街1巷37號,250.0,豐原分局,"120.698029 ","24.254197 ",1.0
1010.0,大社里,臺中市神岡區大社里大漢街1巷24號,255.0,豐原分局,"120.697738 ","24.254066 ",1.0
1011.0,社南里,臺中市神岡區社南里民生路145號,1223.0,豐原分局,"120.675255 ","24.240842 ",1.0
1012.0,社口里,臺中市神岡區社口里文昌街180號,1014.0,豐原分局,"120.683331 ","24.249956 ",1.0
1013.0,神洲里,臺中市神岡區神洲里大洲路36號,36.0,豐原分局,"120.698755 ","24.263048 ",1.0
1014.0,豐洲里,臺中市神岡區豐洲里豐洲路143號,18.0,豐原分局,"120.710703 ","24.258457 ",1.0
1015.0,豐洲里,臺中市神岡區豐洲里豐洲路145號,18.0,豐原分局,"120.710663 ","24.258482 ",1.0
1016.0,豐洲里,臺中市神岡區豐洲里豐洲路147號,18.0,豐原分局,"120.710624 ","24.258500 ",1.0
1017.0,豐洲里,臺中市神岡區豐洲里豐洲路332巷16號,61.0,豐原分局,"120.707997 ","24.261160 ",1.0
1018.0,豐洲里,臺中市神岡區豐洲里豐工路807號,436.0,豐原分局,"120.704550 ","24.278275 ",1.0
1019.0,神洲里,臺中市神岡區神洲里豐工中路88號,104.0,豐原分局,"120.699753 ","24.278509 ",1.0
1020.0,豐洲里,臺中市神岡區豐洲里豐原大道七段577號,660.0,豐原分局,"120.710364 ","24.261043 ",1.0
1021.0,大湳里,臺中市豐原區大湳里三豐路一段103巷88號,477.0,豐原分局,"120.719344 ","24.256898 ",1.0
1022.0,中陽里,臺中市豐原區中陽里自強街68號,79.0,豐原分局,"120.724894 ","24.248678 ",1.0
1023.0,北陽里,臺中市豐原區北陽里向陽路295號,43.0,豐原分局,"120.729468 ","24.251024 ",1.0
1024.0,豐榮里,臺中市豐原區豐榮里三民路139號,216.0,豐原分局,120.71858,24.253361,1.0
1025.0,大湳里,臺中市豐原區大湳里圓環北路一段271號,3820.0,豐原分局,120.718614,24.258004,2.0
1026.0,下街里,臺中市豐原區下街里仁愛街5巷9號,83.0,豐原分局,120.717104,24.252291,1.0
1027.0,南陽里,臺中市豐原區南陽里永康路211巷100號,2385.0,豐原分局,120.726411,24.240027,2.0
1028.0,田心里,臺中市豐原區田心里中山路75號,27.0,豐原分局,120.710571,24.238297,1.0
1029.0,南陽里,臺中市豐原區南陽里安康路5號,3188.0,豐原分局,120.724026,24.244737,1.0
1030.0,中陽里,臺中市豐原區中陽里惠陽街11號,208.0,豐原分局,120.722686,24.249164,1.0
1031.0,陽明里,臺中市豐原區陽明里自強南街68號,182.0,豐原分局,120.722612,24.246481,1.0
1032.0,陽明里,臺中市豐原區陽明里陽明街86號,1221.0,豐原分局,120.722196,24.246469,1.0
1033.0,豐洲里,臺中市神岡區豐洲里豐洲路482號,715.0,豐原分局,120.703939,24.262172,1.0
1034.0,南嵩里,臺中市豐原區南嵩里水源路9巷67號,847.0,豐原分局,120.743597,24.254145,1.0
1035.0,下街里,臺中市豐原區下街里中正路282號,232.0,豐原分局,120.715926,24.251814,1.0
1036.0,南村里,臺中市豐原區南村里圓環東路699號,519.0,豐原分局,120.729182,24.252765,2.0
1037.0,神岡里,臺中市神岡區神岡里神清路61號,770.0,豐原分局,120.658657,24.261282,1.0
1038.0,豐榮里,臺中市豐原區豐榮里三民路200號,179.0,豐原分局,120.717719,24.253638,1.0
1039.0,西湳里,臺中市豐原區西湳里葫蘆墩二街68號,244.0,豐原分局,120.717929,24.263105,1.0
1040.0,鎌村里,臺中市豐原區鎌村里鎌村路107巷62之1號,90.0,豐原分局,120.726171,24.232152,1.0
1041.0,大社里,臺中市神岡區大社里大漢街147巷50號,333.0,豐原分局,120.700422,24.253027,1.0
1042.0,神岡里,臺中市神岡區神岡里神圳路1號,803.0,豐原分局,120.660902,24.258161,1.0
1043.0,西安里,臺中市豐原區西安里西安街93號,295.0,豐原分局,"120.712409 ","24.249282 ",1.0
1044.0,圳寮里,臺中市豐原區圳寮里中山路616號,773.0,豐原分局,120.71358,24.254559,1.0
1045.0,豐洲里,臺中市神岡區豐洲里豐工中路11號,639.0,豐原分局,120.709047,24.27816,1.0
1046.0,豐田里,臺中市豐原區豐田里豐原大道三段239巷3號,513.0,豐原分局,120.726421,24.238655,1.0
1047.0,豐洲里,臺中市神岡區豐洲里豐工中路19號,1573.0,豐原分局,120.706832,24.277913,1.0
1048.0,豐田里,臺中市豐原區豐田里豐原大道三段225號,963.0,豐原分局,120.726316,24.238134,1.0
1049.0,南村里,臺中市豐原區南村里水源路473巷8號,756.0,豐原分局,120.731784,24.253392,1.0
1050.0,社口里,臺中市神岡區社口里文政街40巷19號,346.0,豐原分局,120.681027,24.248912,1.0
1051.0,社南里,臺中市神岡區社南里昌平路五段313巷88號,1023.0,豐原分局,120.683189,24.244401,1.0
1052.0,豐原里,臺中市豐原區豐原里豐勢路一段139號,2874.0,豐原分局,120.724994,24.254868,1.0
1053.0,陽明里,臺中市豐原區陽明里陽明街36號,9893.0,豐原分局,"120.720633 ","24.246865 ",1.0
1054.0,北庄里,"臺中市神岡區北庄里中山路893巷9之2號 ",2165.0,豐原分局,"120.673193 ","24.252669 ",1.0
1055.0,中陽里,"臺中市豐原區中陽里豐陽路27號  ",444.0,豐原分局,"120.721918 ","24.249867 ",1.0
1056.0,北湳里,"臺中市豐原區北湳里圓環北路二段100號 ",979.0,豐原分局,"120.722512 ","24.260451 ",1.0
1057.0,西湳里,臺中市豐原區西湳里仁洲街32號,1636.0,豐原分局,"120.714408 ","24.258841 ",1.0
1058.0,社南里,臺中市神岡區社南里社南街5巷15弄15號,375.0,豐原分局,"120.688298 ","24.246232 ",1.0
1059.0,豐圳里,臺中市豐原區豐圳里榮春街310號,2721.0,豐原分局,"120.711590 ","24.253480 ",1.0
1060.0,豐西里,臺中市豐原區豐西里豐社路52號,104.0,豐原分局, 120.700358,"24.251323 ",1.0
1061.0,南村里,臺中市豐原區南村里圓環東路763號,690.0,豐原分局,"120.729734 ","24.254332 ",1.0
1062.0,中陽里,臺中市豐原區中陽里圓環東路557號,246.0,豐原分局,"120.727664 ","24.249910 ",2.0
1063.0,田心里,臺中市豐原區田心里市政路2號,1729.0,豐原分局,"120.718095 ","24.242035 ",1.0
1064.0,豐原里,臺中市豐原區豐原里三民路8號,1258.0,豐原分局,"120.722318 ","24.254650 ",3.0
1065.0,大湳里,臺中市豐原區大湳里大仁街15-3號,597.0,豐原分局,"120.721282 ","24.257021 ",1.0
1066.0,南村里,臺中市豐原區南村里文村街21號,1044.0,豐原分局,"120.725871 ","24.253832 ",3.0
1067.0,南村里,臺中市豐原區南村里文村街30號,723.0,豐原分局,"120.725980 ","24.254174 ",2.0
1068.0,南村里,臺中市豐原區南村里向陽路139號,197.0,豐原分局,"120.725138 ","24.252495 ",1.0
1069.0,大社里,臺中市神岡區大社里大漢街70巷24號,1291.0,豐原分局,"120.698313 ","24.253265 ",1.0
1070.0,大社里,臺中市神岡區大社里大漢街1巷33號,542.0,豐原分局,"120.697807 ","24.254282 ",1.0
1071.0,大社里,臺中市神岡區大社里大漢街1巷63號,2117.0,豐原分局,"120.698766 ","24.254303 ",1.0
1072.0,社口里,臺中市神岡區社口里社口街132號,1013.0,豐原分局,"120.686246 ","24.250911 ",1.0
1073.0,中興里,臺中市豐原區中興里大明路162號,454.0,豐原分局,"120.708458 ","24.242356 ",2.0
1074.0,社皮里,臺中市豐原區社皮里一心路224巷23號,2525.0,豐原分局,"120.700340 ","24.246780 ",1.0
1075.0,西湳里,臺中市豐原區西湳里豐原大道七段96號,410.0,豐原分局,"120.718442 ","24.264394 ",3.0
1076.0,南村里,臺中市豐原區南村里圓環東路810巷23號,405.0,豐原分局,"120.730836 ","24.253967 ",3.0
1077.0,豐原區,臺中市豐原區翁子里富陽路612號,471.0,豐原分局,"120.743728 ","24.256295 ",1.0
1078.0,豐原區,臺中市豐原區西湳里仁洲街10號,1046.0,豐原分局,"120.715007 ","24.257826 ",2.0
1079.0,豐原區,臺中市豐原區翁子里富陽路61之2號,471.0,豐原分局,"120.746218 ","24.264243 ",1.0
1080.0,神岡區,臺中市神岡區社口里文昌街380號,1507.0,豐原分局,"120.680316 ","24.250681 ",2.0
1081.0,神岡區,臺中市神岡區社口里八德路651號,151.0,豐原分局,"120.675137 ","24.252891 ",1.0
1082.0,豐原區,臺中市豐原區豐西里源豐路73號,203.0,豐原分局,"120.715837 ","24.253041 ",1.0
1083.0,神岡區,臺中市神岡區豐洲里豐工中路88號,43.0,豐原分局,"120.699376 ","24.278668 ",1.0
1084.0,神岡區,臺中市神岡區社南里民生路141號,911.0,豐原分局,"120.675350 ","24.241085 ",1.0
1085.0,豐原區,臺中市豐原區東勢里育才街68號,145.0,豐原分局,"120.715383 ","24.247293 ",1.0
1086.0,豐原區,臺中市豐原區北陽里南陽路158巷50號,538.0,豐原分局,"120.730141 ","24.245247 ",1.0
1087.0,豐原區,臺中市豐原區田心里5鄰圓環東路114巷31號,214.0,豐原分局,"120.716677 ","24.242711 ",1.0
1088.0,豐原區,臺中市豐原區田心里16鄰豐南街12號,427.0,豐原分局,"120.712146 ","24.239525 ",2.0
1089.0,豐原區,臺中市豐原區西湳里20鄰豐原大道七段57號,364.0,豐原分局,"120.718777 ","24.263844 ",1.0
1090.0,頂街里,臺中市豐原區頂街里新生北路56號,129.0,豐原分局,120.719015,24.252436,1.0
